000000019518687c (__TEXT,__gcc_except_tab) non-external GCC_except_table0
0000000195186920 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00000001951869e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table13
000000019518671c (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00000001951869fc (__TEXT,__gcc_except_tab) non-external GCC_except_table16
0000000195186654 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
00000001951866d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
0000000195186530 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
00000001951866e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table22
0000000195186a0c (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00000001951865bc (__TEXT,__gcc_except_tab) non-external GCC_except_table23
00000001951865d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000195186664 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000195186a1c (__TEXT,__gcc_except_tab) non-external GCC_except_table26
0000000195186540 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
0000000195186898 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
0000000195186520 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00000001951866f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000195186550 (__TEXT,__gcc_except_tab) non-external GCC_except_table30
000000019518672c (__TEXT,__gcc_except_tab) non-external GCC_except_table33
000000019518667c (__TEXT,__gcc_except_tab) non-external GCC_except_table36
00000001951868ac (__TEXT,__gcc_except_tab) non-external GCC_except_table4
0000000195186784 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
0000000195186698 (__TEXT,__gcc_except_tab) non-external GCC_except_table47
00000001951866a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
00000001951866b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
00000001951866c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
0000000195186794 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
00000001951867b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
00000001951867c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
0000000195186574 (__TEXT,__gcc_except_tab) non-external GCC_except_table56
0000000195186584 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00000001951867dc (__TEXT,__gcc_except_tab) non-external GCC_except_table57
00000001951865e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00000001951865f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
0000000195186604 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00000001951867f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
0000000195186614 (__TEXT,__gcc_except_tab) non-external GCC_except_table67
0000000195186624 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
00000001951868c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
0000000195186634 (__TEXT,__gcc_except_tab) non-external GCC_except_table70
0000000195186644 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
0000000195186808 (__TEXT,__gcc_except_tab) non-external GCC_except_table72
000000019518681c (__TEXT,__gcc_except_tab) non-external GCC_except_table75
0000000195186594 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00000001951868dc (__TEXT,__gcc_except_tab) non-external GCC_except_table8
000000019518682c (__TEXT,__gcc_except_tab) non-external GCC_except_table83
000000019518683c (__TEXT,__gcc_except_tab) non-external GCC_except_table84
000000019518684c (__TEXT,__gcc_except_tab) non-external GCC_except_table85
000000019518685c (__TEXT,__gcc_except_tab) non-external GCC_except_table86
000000019518686c (__TEXT,__gcc_except_tab) non-external GCC_except_table91
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringUppercase (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyPathExtension (from CoreFoundation)
                 (undefined) external _CFURLCreateBookmarkData (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000019517f1c0 (__TEXT,__text) external _RXAdLibCreate
0000000195175b14 (__TEXT,__text) non-external (was a private external) _RXAutomationModeFileName
0000000195175b00 (__TEXT,__text) non-external (was a private external) _RXAutomationModeResult
0000000195175aec (__TEXT,__text) non-external (was a private external) _RXAutomationModeSynthesis
0000000195175b40 (__TEXT,__text) non-external (was a private external) _RXAutomationSaveKeywordsAudio
0000000195175b28 (__TEXT,__text) non-external (was a private external) _RXAutomationSimulateOpenMic
0000000195175984 (__TEXT,__text) non-external (was a private external) _RXDebugFlagsUpdate
0000000195177a64 (__TEXT,__text) external _RXEngineTypeForLocaleIdentifier
00000001951781e0 (__TEXT,__text) external _RXGetAssetFallbackLocaleIdentifier
00000001951780b4 (__TEXT,__text) external _RXGetAssetFallbackLocales
0000000195176bfc (__TEXT,__text) external _RXGetSupportedNashvilleLocaleIdentifiers
0000000195176938 (__TEXT,__text) external _RXGetSupportedQuasarLocaleIdentifiers
0000000195177a60 (__TEXT,__text) external _RXGlobalSetDownloadProgressCallback
0000000195175c54 (__TEXT,__text) non-external (was a private external) _RXIsAppleInternal
0000000195177f84 (__TEXT,__text) external _RXIsAudioDonationOptedIn
0000000195177f70 (__TEXT,__text) external _RXIsAudioDonationSupported
0000000195177ef0 (__TEXT,__text) external _RXIsKeywordSpotterEnabled
0000000195177fa4 (__TEXT,__text) external _RXIsLocaleSupportingKeywordSpotter
0000000195177db8 (__TEXT,__text) external _RXIsLocaleSupportingOndeviceSpeechDetection
0000000195177bb8 (__TEXT,__text) external _RXIsLocaleWithNoSpaceInPostITN
0000000195177cdc (__TEXT,__text) external _RXIsLocaleWithSpecialHyphenHandling
0000000195177f04 (__TEXT,__text) external _RXIsSpeechDetectorEnabled
0000000195177edc (__TEXT,__text) external _RXIsSpeechSPIEnabled
0000000195177f5c (__TEXT,__text) external _RXIsUseIndependentVADEnabled
0000000195177ec8 (__TEXT,__text) external _RXIsVoiceActionsVisionKWSEnabled
000000019517ee4c (__TEXT,__text) external _RXLanguageModelCreate
000000019517ef0c (__TEXT,__text) external _RXLanguageModelCreateWithURL
000000019517f288 (__TEXT,__text) external _RXLanguageModelWriteToURL
000000019517f3dc (__TEXT,__text) external _RXLanguageObjectAddObject
000000019517f960 (__TEXT,__text) external _RXLanguageObjectAddPhrase
000000019517fe98 (__TEXT,__text) external _RXLanguageObjectAddPhraseAndAlternatives
000000019517f810 (__TEXT,__text) external _RXLanguageObjectApplyBlock
000000019517f2d8 (__TEXT,__text) external _RXLanguageObjectGetCount
000000019517f4d8 (__TEXT,__text) external _RXLanguageObjectGetObjectAtIndex
000000019517f2c0 (__TEXT,__text) external _RXLanguageObjectGetType
000000019517edf4 (__TEXT,__text) external _RXLanguageObjectGetTypeID
000000019517f720 (__TEXT,__text) external _RXLanguageObjectRemoveObjectAtIndex
000000019517f614 (__TEXT,__text) external _RXLanguageObjectSetObjectAtIndex
0000000195178228 (__TEXT,__text) external _RXLocalesSupportingSpellingMode
0000000195178308 (__TEXT,__text) external _RXLocalizedStringForSpacebar
0000000195175ac0 (__TEXT,__text) non-external (was a private external) _RXLogClientUpdates
0000000195175ad0 (__TEXT,__text) non-external (was a private external) _RXLogPerformance
0000000195175aa0 (__TEXT,__text) non-external (was a private external) _RXLogServerGrammar
0000000195175a90 (__TEXT,__text) non-external (was a private external) _RXLogServerResults
0000000195175ab0 (__TEXT,__text) non-external (was a private external) _RXLogSound
0000000195175f44 (__TEXT,__text) non-external (was a private external) _RXOSLog
0000000195176e10 (__TEXT,__text) external _RXObjectCopyProperty
000000019517740c (__TEXT,__text) external _RXObjectCopyPropertyWithLocale
00000001951775a4 (__TEXT,__text) external _RXObjectSetProperty
000000019517f038 (__TEXT,__text) external _RXPathCreate
000000019517a1b0 (__TEXT,__text) external _RXRecognitionSystemAddLeadingContext
000000019517a1c0 (__TEXT,__text) external _RXRecognitionSystemAddOtherContext
000000019517a190 (__TEXT,__text) external _RXRecognitionSystemAddTraining
000000019517a200 (__TEXT,__text) external _RXRecognitionSystemCopyPhoneticNeighborsForText
000000019517a104 (__TEXT,__text) external _RXRecognitionSystemCreate
000000019517a0cc (__TEXT,__text) external _RXRecognitionSystemGetTypeID
000000019517a1d0 (__TEXT,__text) external _RXRecognitionSystemReset
000000019517a1f0 (__TEXT,__text) external _RXRecognitionSystemSaveUserProfileToFile
000000019517a1e0 (__TEXT,__text) external _RXRecognitionSystemSetResetMode
000000019517a1a0 (__TEXT,__text) external _RXRecognitionSystemSetSecureFieldFocused
000000019517c14c (__TEXT,__text) external _RXRecognizerCreate
000000019517c114 (__TEXT,__text) external _RXRecognizerGetTypeID
000000019517c1e4 (__TEXT,__text) non-external (was a private external) _RXRecognizerSetFeedbackText
000000019517f820 (__TEXT,__text) external _RXReplaceHyphensWithSpace
0000000195175b34 (__TEXT,__text) non-external (was a private external) _RXResetTimeInSec
0000000195175ed0 (__TEXT,__text) external _RXSignpostLog
0000000195175ae0 (__TEXT,__text) non-external (was a private external) _RXVeryVerbose
000000019517c5a0 (__TEXT,__text) external _RXVocabularyCreateWithLocale
000000019517c634 (__TEXT,__text) external _RXVocabularyCreateWithURL
000000019517c568 (__TEXT,__text) external _RXVocabularyGetTypeID
000000019517f0ec (__TEXT,__text) external _RXWordCreate
                 (undefined) external __AXSAudioDonationSiriImprovementEnabled (from libAccessibility)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFXPCCreateCFObjectFromXPCObject (from CoreFoundation)
                 (undefined) external __CFXPCCreateXPCObjectFromCFObject (from CoreFoundation)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
0000000195182d44 (__TEXT,__text) non-external (was a private external) __Z11RDNukeCachePK10__CFString
0000000195175818 (__TEXT,__text) non-external (was a private external) __Z12RXCFFinalizePKv
0000000195182954 (__TEXT,__text) non-external (was a private external) __Z14RDCopyCacheURLv
0000000195182a88 (__TEXT,__text) non-external (was a private external) __Z14RDCopyInfoDictPK7__CFURL
00000001951828d0 (__TEXT,__text) non-external (was a private external) __Z15RDCopyModelPathv
0000000195175930 (__TEXT,__text) non-external (was a private external) __Z17RXCFCopyDebugDescPKv
0000000195175fb8 (__TEXT,__text) non-external (was a private external) __Z17RXPropertyKeyNamej
0000000195182b90 (__TEXT,__text) non-external (was a private external) __Z18RDCopyCacheVersionPK10__CFString
000000019517aac4 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXRecognizerPKv
000000019517c394 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXVocabularyPKv
000000019517843c (__TEXT,__text) non-external (was a private external) __Z21RecognizerStillExistsP12RXRecognizer
000000019517590c (__TEXT,__text) non-external (was a private external) __Z22RXCFCopyFormattingDescPKvPK14__CFDictionary
000000019517c6c8 (__TEXT,__text) non-external (was a private external) __Z25RXCFInit_RXLanguageObjectPKv
000000019517ab94 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXRecognizerv
000000019517c414 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXVocabularyv
0000000195183ae8 (__TEXT,__text) non-external (was a private external) __Z26RDDoLocaleIdentifiersMatchPK10__CFStringS1_
0000000195178424 (__TEXT,__text) non-external (was a private external) __Z28RXCFInit_RXRecognitionSystemPKv
0000000195182e10 (__TEXT,__text) non-external (was a private external) __Z29RDCopyNashvilleModelLanguagesv
000000019517c780 (__TEXT,__text) non-external (was a private external) __Z29RXCFRegister_RXLanguageObjectv
0000000195178430 (__TEXT,__text) non-external (was a private external) __Z32RXCFRegister_RXRecognitionSystemv
000000019518314c (__TEXT,__text) non-external (was a private external) __Z35RDCopyBestNashvilleLocaleIdentifierPK10__CFString
00000001951757e8 (__TEXT,__text) non-external (was a private external) __Z8RXCFCopyPK13__CFAllocatorPKv
00000001951758e8 (__TEXT,__text) non-external (was a private external) __Z8RXCFHashPKv
00000001951758c0 (__TEXT,__text) non-external (was a private external) __Z9RXCFEqualPKvS0_
000000019518308c (__TEXT,__text) non-external __ZL11CheckLocaleNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00000001e00186a8 (__DATA_CONST,__const) non-external __ZL12sRXTypeNames
000000019517bad4 (__TEXT,__text) non-external __ZL13GetDaemonLMIDPvRy
00000001e38656ec (__DATA,__bss) non-external __ZL14sRXVeryVerbose
00000001e38654f1 (__DATA,__data) non-external __ZL15sResetTimeInSec
00000001e38656ed (__DATA,__bss) non-external __ZL17sRXAutomationMode
00000001951779d4 (__TEXT,__text) non-external __ZL19RXSetLocalePropertyPK10__CFStringjPKv
0000000195176fac (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj
0000000195177384 (__TEXT,__text) non-external __ZL20RXCopyLocalePropertyPK10__CFStringj
0000000195182c98 (__TEXT,__text) non-external __ZL22RDCopyLanguageCacheURLPK10__CFString
0000000195182ac4 (__TEXT,__text) non-external __ZL25RDCopyInfoDictWithInfoURLPK7__CFURL
000000019517819c (__TEXT,__text) non-external __ZL25RXGetAllLocalesPropertiesv
000000019518009c (__TEXT,__text) non-external __ZL27CreateCppStringFromCFStringPK10__CFStringb
00000001e38654f0 (__DATA,__data) non-external __ZL28sRXAutomationSimulateOpenMic
00000001e38656ee (__DATA,__bss) non-external __ZL30sRXAutomationSaveKeywordsAudio
000000019517fa78 (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale
000000019517fbf8 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale
00000001e38656e8 (__DATA,__bss) non-external __ZL8sRXDebug
00000001e3865740 (__DATA,__bss) non-external __ZL8sSystems
000000019517a47c (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEED2Ev
00000001951791b4 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEEaSES1_
000000019517a448 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEED2Ev
00000001951791b4 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEEaSES1_
000000019517b4d4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10InitializeEP19RXRecognitionSystemU13block_pointerFvP18__RXLanguageObjectEm
000000019517bc74 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEP16RXLanguageObject
000000019517b96c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEPv
000000019517bf58 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11BrokerResetEv
000000019517ae1c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11SetPropertyEjPKv
000000019517aba0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11WillDestroyEv
000000019517ad04 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer12CopyPropertyEj
000000019517bbc0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13LMStillExistsEy
000000019517bee4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13ReleaseResultEy
000000019517bd2c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer15SetFeedbackTextEPK10__CFStringm
000000019517b2fc (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer18ClaimLanguageModelEv
00000001951757cc (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19DisownLanguageModelEv
000000019517b314 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19UpdateFeedbackStateENS_14FeedbackUpdateE
000000019517bfec (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer5ChokeExb
000000019517bdec (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9CopyAudioEyyy
000000019517b708 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9SerializeEPvP19RXRecognitionSystem
000000019517ab34 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC1Ev
000000019517ab34 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC2Ev
000000019517b6d0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD0Ev
000000019517b6cc (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD1Ev
000000019517b5b0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD2Ev
000000019517bbd0 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDesc9DeleteRefEv
0000000195180020 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC1EP12RXRecognizery
0000000195180020 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC2EP12RXRecognizery
0000000195180098 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD1Ev
0000000195180058 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD2Ev
000000019517c420 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary10InitializeEPK10__CFLocalePK7__CFURLm
000000019517c500 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary9SerializeEPvP19RXRecognitionSystem
000000019517c3dc (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC1Ev
000000019517c3dc (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC2Ev
000000019517c4c8 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD0Ev
000000019517c4c4 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD1Ev
000000019517c460 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD2Ev
000000019517c360 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI12RXRecognizerED2Ev
0000000195180394 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI16RXLanguageObjectED2Ev
00000001951783f0 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI8RXObjectED2Ev
