                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000018e359f50 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000018e35a1d0 (__TEXT,__text) external _KClientPasswordLogin
000000018e35a0c0 (__TEXT,__text) external _KClientPasswordLoginCompat
000000018e35a260 (__TEXT,__text) external _KClientPrincipalToV4String
000000018e35a268 (__TEXT,__text) external _KClientPrincipalToV4Triplet
000000018e35a240 (__TEXT,__text) external _KClientProtectIntegrity
000000018e35a0f0 (__TEXT,__text) external _KClientProtectIntegrityCompat
000000018e35a178 (__TEXT,__text) external _KClientSetClientPrincipal
000000018e35a1c0 (__TEXT,__text) external _KClientSetKeyFile
000000018e35a198 (__TEXT,__text) external _KClientSetLocalAddress
000000018e359f78 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
000000018e359fc8 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
000000018e35a1a8 (__TEXT,__text) external _KClientSetRemoteAddress
000000018e35a188 (__TEXT,__text) external _KClientSetServerPrincipal
000000018e35a0d0 (__TEXT,__text) external _KClientStatusCompat
000000018e35a258 (__TEXT,__text) external _KClientV4StringToPrincipal
000000018e35a218 (__TEXT,__text) external _KClientVerifyAuthenticator
000000018e35a208 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
000000018e35a248 (__TEXT,__text) external _KClientVerifyIntegrity
000000018e35a0f8 (__TEXT,__text) external _KClientVerifyIntegrityCompat
000000018e35a210 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
000000018e35a140 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
000000018e35a148 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
000000018e35a090 (__TEXT,__text) external _KClientVersionCompat
000000018e35401c (__TEXT,__text) external _KLAcquireInitialTickets
000000018e354240 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
000000018e3549d8 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
000000018e354158 (__TEXT,__text) external _KLAcquireNewInitialTickets
000000018e3549f8 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
000000018e35435c (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
000000018e3540d0 (__TEXT,__text) external _KLAcquireNewTickets
000000018e3542e8 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
000000018e353fac (__TEXT,__text) external _KLAcquireTickets
000000018e3541cc (__TEXT,__text) external _KLAcquireTicketsWithPassword
000000018e3544e0 (__TEXT,__text) external _KLCacheHasValidTickets
000000018e3551d0 (__TEXT,__text) external _KLCancelAllDialogs
000000018e3549d0 (__TEXT,__text) external _KLChangePassword
000000018e3551d8 (__TEXT,__text) external _KLChangePasswordWithPasswords
000000018e355758 (__TEXT,__text) external _KLComparePrincipal
000000018e3552f8 (__TEXT,__text) external _KLCountKerberosRealms
000000018e355824 (__TEXT,__text) external _KLCreateLoginOptions
000000018e355444 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
000000018e355490 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
000000018e355374 (__TEXT,__text) external _KLCreatePrincipalFromString
000000018e355320 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
000000018e354980 (__TEXT,__text) external _KLDestroyTickets
000000018e355ac8 (__TEXT,__text) external _KLDisposeLoginOptions
000000018e3557d0 (__TEXT,__text) external _KLDisposePrincipal
000000018e355b2c (__TEXT,__text) external _KLDisposeString
000000018e355200 (__TEXT,__text) external _KLFindKerberosRealmByName
000000018e3544d8 (__TEXT,__text) external _KLGetApplicationOptions
000000018e3551f0 (__TEXT,__text) external _KLGetDefaultLoginOption
000000018e355688 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
000000018e355134 (__TEXT,__text) external _KLGetErrorString
000000018e3551e8 (__TEXT,__text) external _KLGetIdleCallback
000000018e355300 (__TEXT,__text) external _KLGetKerberosDefaultRealm
000000018e355278 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
000000018e3552d0 (__TEXT,__text) external _KLGetKerberosRealm
000000018e3555b8 (__TEXT,__text) external _KLGetStringFromPrincipal
000000018e3554dc (__TEXT,__text) external _KLGetTripletFromPrincipal
000000018e35512c (__TEXT,__text) external _KLHandleError
000000018e3552e8 (__TEXT,__text) external _KLInsertKerberosRealm
000000018e354c74 (__TEXT,__text) external _KLLastChangedTime
000000018e3559f8 (__TEXT,__text) external _KLLoginOptionsSetAddressless
000000018e3558fc (__TEXT,__text) external _KLLoginOptionsSetForwardable
000000018e355950 (__TEXT,__text) external _KLLoginOptionsSetProxiable
000000018e3559a4 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
000000018e355a68 (__TEXT,__text) external _KLLoginOptionsSetServiceName
000000018e3558a8 (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
000000018e355a30 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
000000018e3552f0 (__TEXT,__text) external _KLRemoveAllKerberosRealms
000000018e3552e0 (__TEXT,__text) external _KLRemoveKerberosRealm
000000018e354a00 (__TEXT,__text) external _KLRenewInitialTickets
000000018e3544d0 (__TEXT,__text) external _KLSetApplicationOptions
000000018e3551f8 (__TEXT,__text) external _KLSetDefaultLoginOption
000000018e3551e0 (__TEXT,__text) external _KLSetIdleCallback
000000018e355310 (__TEXT,__text) external _KLSetKerberosDefaultRealm
000000018e355318 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
000000018e3552d8 (__TEXT,__text) external _KLSetKerberosRealm
000000018e355078 (__TEXT,__text) external _KLSetSystemDefaultCache
000000018e3549e0 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
000000018e354f94 (__TEXT,__text) external _KLTicketExpirationTime
000000018e354eb0 (__TEXT,__text) external _KLTicketStartTime
000000018e354c6c (__TEXT,__text) external _KLValidateInitialTickets
000000018e3549f0 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
000000018e3549e8 (__TEXT,__text) external _KLVerifyInitialTickets
000000018e359c3c (__TEXT,__text) external _KPCreatePreferencesFile
000000018e359c28 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
000000018e359c20 (__TEXT,__text) external _KPGetListOfPreferencesFiles
000000018e359c18 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
000000018e359c2c (__TEXT,__text) external _KPPreferencesFileIsReadable
000000018e359c34 (__TEXT,__text) external _KPPreferencesFileIsWritable
000000018e35a118 (__TEXT,__text) external _KServerAddKeyCompat
000000018e35a120 (__TEXT,__text) external _KServerGetKeyCompat
000000018e35a110 (__TEXT,__text) external _KServerGetReplyTicketCompat
000000018e35a128 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
000000018e35a100 (__TEXT,__text) external _KServerNewSessionCompat
000000018e35a108 (__TEXT,__text) external _KServerVerifyTicketCompat
000000018e358814 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00000001d69a55e0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000018e355b6c (__TEXT,__text) external ___KLAllowAutomaticPrompting
000000018e355b5c (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
000000018e355b84 (__TEXT,__text) external ___KLAllowRememberPassword
000000018e355bec (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
000000018e355b8c (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
000000018e355c38 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
000000018e355c48 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
000000018e355bbc (__TEXT,__text) external ___KLGetTripletFromPrincipal
000000018e355c60 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
000000018e355c70 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
000000018e355c68 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
000000018e355c40 (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
000000018e355c50 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
000000018e355b7c (__TEXT,__text) external ___KLPromptMechanism
000000018e355c58 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
000000018e355b48 (__TEXT,__text) external ___KLSetApplicationPrompter
000000018e355b64 (__TEXT,__text) external ___KLSetAutomaticPrompting
000000018e355b50 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
000000018e355b74 (__TEXT,__text) external ___KLSetPromptMechanism
000000018e353908 (__TEXT,__text) external ___KerberosDebugLogLevel
000000018e353910 (__TEXT,__text) external ___KerberosDebugPrint
000000018e353918 (__TEXT,__text) external ___KerberosDebugPrintMemory
000000018e35391c (__TEXT,__text) external ___KerberosDebugPrintSession
000000018e353914 (__TEXT,__text) external ___KerberosDebugVAPrint
00000001d69a5020 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
000000018e34f7ec (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00000001d2041638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d2041678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001d2041658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001daca8c48 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001daca8c88 (__AUTH_CONST,__const) non-external ___block_literal_global.14
00000001daca8c68 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___error (from libSystem)
000000018e352db0 (__TEXT,__text) non-external ___error_message_block_invoke
000000018e34ed00 (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
000000018e352338 (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
000000018e354634 (__TEXT,__text) non-external _acquireticket_ui
000000018e358060 (__TEXT,__text) non-external _add_data_to_buffer
000000018e34ee50 (__TEXT,__text) external _add_error_table
000000018e356800 (__TEXT,__text) non-external _add_to_list
000000018e35b9f8 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
000000018e35baf0 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
000000018e34ee58 (__TEXT,__text) external _cc_close
000000018e34ee60 (__TEXT,__text) external _cc_create
000000018e34ee68 (__TEXT,__text) external _cc_destroy
000000018e34ee70 (__TEXT,__text) external _cc_free_NC_info
000000018e34ee78 (__TEXT,__text) external _cc_free_creds
000000018e34ee80 (__TEXT,__text) external _cc_free_name
000000018e34ee88 (__TEXT,__text) external _cc_free_principal
00000001d92c1090 (__AUTH,__data) non-external (was a private external) _cc_functions
000000018e34ee90 (__TEXT,__text) external _cc_get_NC_info
000000018e34ee98 (__TEXT,__text) external _cc_get_change_time
000000018e34eea0 (__TEXT,__text) external _cc_get_cred_version
000000018e34eea8 (__TEXT,__text) external _cc_get_name
000000018e34eeb0 (__TEXT,__text) external _cc_get_principal
000000018e35075c (__TEXT,__text) external _cc_initialize
000000018e3519b8 (__TEXT,__text) non-external _cc_iterator_clone
000000018e34fd80 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
000000018e351960 (__TEXT,__text) non-external _cc_iterator_release
000000018e34eeb8 (__TEXT,__text) external _cc_open
000000018e34eec0 (__TEXT,__text) external _cc_remove_cred
000000018e34eec8 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
000000018e34eed0 (__TEXT,__text) external _cc_seq_fetch_NCs_end
000000018e34eed8 (__TEXT,__text) external _cc_seq_fetch_NCs_next
000000018e34eee0 (__TEXT,__text) external _cc_seq_fetch_creds_begin
000000018e34eee8 (__TEXT,__text) external _cc_seq_fetch_creds_end
000000018e34eef0 (__TEXT,__text) external _cc_seq_fetch_creds_next
000000018e34eef8 (__TEXT,__text) external _cc_set_principal
000000018e34ef00 (__TEXT,__text) external _cc_shutdown
000000018e34ef08 (__TEXT,__text) external _cc_store
000000018e351870 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
000000018e3515d8 (__TEXT,__text) non-external _ccache_compare
000000018e350828 (__TEXT,__text) non-external _ccache_destroy
00000001d92c10f8 (__AUTH,__data) non-external _ccache_functions
000000018e35157c (__TEXT,__text) non-external _ccache_get_change_time
000000018e350938 (__TEXT,__text) non-external _ccache_get_credentials_version
000000018e3516c8 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
000000018e351504 (__TEXT,__text) non-external _ccache_get_last_default_time
000000018e350954 (__TEXT,__text) non-external _ccache_get_name
000000018e350a00 (__TEXT,__text) non-external _ccache_get_principal
00000001d92c1198 (__AUTH,__data) non-external _ccache_iterator_functions
000000018e351494 (__TEXT,__text) non-external _ccache_lock
000000018e3513cc (__TEXT,__text) non-external _ccache_move
000000018e3512e8 (__TEXT,__text) non-external _ccache_new_credentials_iterator
000000018e34fd20 (__TEXT,__text) non-external (was a private external) _ccache_release
000000018e35110c (__TEXT,__text) non-external _ccache_remove_credentials
000000018e3508a0 (__TEXT,__text) non-external _ccache_set_default
000000018e3517ac (__TEXT,__text) non-external _ccache_set_kdc_time_offset
000000018e350b54 (__TEXT,__text) non-external _ccache_set_principal
000000018e350c94 (__TEXT,__text) non-external _ccache_store_credentials
000000018e3514cc (__TEXT,__text) non-external _ccache_unlock
000000018e351900 (__TEXT,__text) non-external _ccache_wait_for_change
000000018e351908 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00000001d20416f0 (__DATA_CONST,__const) non-external _conf_no
00000001d20416b8 (__DATA_CONST,__const) non-external _conf_yes
00000001d69a4ea0 (__DATA,__data) non-external _context_change_time
000000018e350730 (__TEXT,__text) non-external _context_compare
000000018e350210 (__TEXT,__text) non-external _context_create_ccache
000000018e35037c (__TEXT,__text) non-external _context_create_default_ccache
000000018e35050c (__TEXT,__text) non-external _context_create_new_ccache
000000018e34ff38 (__TEXT,__text) non-external _context_get_change_time
000000018e34ff94 (__TEXT,__text) non-external _context_get_default_ccache_name
000000018e350720 (__TEXT,__text) non-external _context_lock
000000018e350688 (__TEXT,__text) non-external _context_new_ccache_iterator
000000018e350030 (__TEXT,__text) non-external _context_open_ccache
000000018e35012c (__TEXT,__text) non-external _context_open_default_ccache
000000018e34fee8 (__TEXT,__text) non-external _context_release
000000018e350728 (__TEXT,__text) non-external _context_unlock
000000018e350754 (__TEXT,__text) non-external _context_wait_for_change
000000018e34f8ac (__TEXT,__text) non-external _cred_compare
000000018e34fcb4 (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00000001d92c1078 (__AUTH,__data) non-external (was a private external) _cred_iter_functions
000000018e34f8bc (__TEXT,__text) non-external (was a private external) _cred_iter_next
000000018e34fcbc (__TEXT,__text) non-external _cred_iter_release
000000018e34f860 (__TEXT,__text) non-external _cred_release
00000001d92c1068 (__AUTH,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
000000018e359c4c (__TEXT,__text) external _decomp_ticket
000000018e359e78 (__TEXT,__text) external _dest_all_tkts
000000018e359e58 (__TEXT,__text) external _dest_tkt
000000018e352370 (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00000001d69a51b8 (__DATA,__bss) non-external _do_log
000000018e357b74 (__TEXT,__text) non-external _dump_profile
000000018e35801c (__TEXT,__text) non-external _dump_profile_to_buffer_cb
000000018e357f78 (__TEXT,__text) non-external _dump_profile_to_file_cb
000000018e34ef10 (__TEXT,__text) external _encode_krb5_as_req
000000018e356880 (__TEXT,__text) non-external _end_list
000000018e352d18 (__TEXT,__text) external _error_message
00000001d69a51d0 (__DATA,__bss) non-external _error_message.buffer
00000001d69a51c8 (__DATA,__bss) non-external _error_message.et_list
00000001d69a51c0 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
000000018e354d30 (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00000001d69a55d8 (__DATA,__bss) non-external _g_cc_change_time
00000001d69a5028 (__DATA,__data) non-external _g_change_time_mutex
00000001d69a55d0 (__DATA,__bss) non-external _g_kl_change_time
000000018e359ca4 (__TEXT,__text) external _get_ad_tkt
000000018e359d1c (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00000001d69a4f48 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00000001d69a4f60 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00000001d69a4f20 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00000001d69a4f08 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00000001d69a4ed8 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00000001d69a4ef0 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00000001d69a4ec0 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
                 (indirect) external _gss_display_name (for _gss_display_name)
                 (undefined) external _gss_display_status (from GSS)
                 (indirect) external _gss_display_status (for _gss_display_status)
                 (undefined) external _gss_duplicate_name (from GSS)
                 (indirect) external _gss_duplicate_name (for _gss_duplicate_name)
                 (undefined) external _gss_export_name (from GSS)
                 (indirect) external _gss_export_name (for _gss_export_name)
                 (undefined) external _gss_export_sec_context (from GSS)
                 (indirect) external _gss_export_sec_context (for _gss_export_sec_context)
                 (undefined) external _gss_get_mic (from GSS)
                 (indirect) external _gss_get_mic (for _gss_get_mic)
000000018e35bb34 (__TEXT,__text) external _gss_import_name
                 (undefined) external _gss_import_sec_context (from GSS)
                 (indirect) external _gss_import_sec_context (for _gss_import_sec_context)
                 (undefined) external _gss_indicate_mechs (from GSS)
                 (indirect) external _gss_indicate_mechs (for _gss_indicate_mechs)
                 (undefined) external _gss_init_sec_context (from GSS)
                 (indirect) external _gss_init_sec_context (for _gss_init_sec_context)
