0000000180714840 (__TEXT,__text) external _OSAtomicAdd32
00000001807140cc (__TEXT,__text) external __os_nospin_lock_unlock
00000001807140e8 (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
00000001807142c4 (__TEXT,__text) external __os_once
0000000180714324 (__TEXT,__text) non-external __os_once_callout
0000000180714218 (__TEXT,__text) non-external __os_once_gate_broadcast
0000000180716430 (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
00000001807163e0 (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000180716408 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
0000000180714398 (__TEXT,__text) non-external __os_once_gate_wait
0000000180714764 (__TEXT,__text) external __os_semaphore_create
0000000180716518 (__TEXT,__text) non-external __os_semaphore_create.cold.1
0000000180716540 (__TEXT,__text) non-external __os_semaphore_create.cold.2
00000001807147b8 (__TEXT,__text) external __os_semaphore_dispose
0000000180716568 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
00000001807147e8 (__TEXT,__text) external __os_semaphore_signal
0000000180716590 (__TEXT,__text) non-external __os_semaphore_signal.cold.1
0000000180714808 (__TEXT,__text) external __os_semaphore_wait
00000001807165b8 (__TEXT,__text) non-external __os_semaphore_wait.cold.1
0000000180716384 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
0000000180713a80 (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000180716334 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
0000000180713c28 (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
000000018071635c (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
0000000180715a20 (__TEXT,__text) external __platform_bzero
0000000180714fd4 (__TEXT,__text) external __platform_memccpy
00000001807155a0 (__TEXT,__text) external __platform_memchr
00000001807156b0 (__TEXT,__text) external __platform_memcmp
0000000180715b60 (__TEXT,__text) external __platform_memcmp_zero_aligned8
0000000180715170 (__TEXT,__text) external __platform_memmove
0000000180715a80 (__TEXT,__text) external __platform_memset
0000000180715c60 (__TEXT,__text) external __platform_memset_pattern16
0000000180715c20 (__TEXT,__text) external __platform_memset_pattern4
0000000180715c40 (__TEXT,__text) external __platform_memset_pattern8
0000000180715e00 (__TEXT,__text) external __platform_strchr
0000000180715450 (__TEXT,__text) external __platform_strcmp
0000000180714f18 (__TEXT,__text) external __platform_strcpy
00000001827ceb28 (__AUTH_CONST,__const) non-external __platform_string_functions
00000001807150d0 (__TEXT,__text) external __platform_strlcat
0000000180714f58 (__TEXT,__text) external __platform_strlcpy
00000001807158a0 (__TEXT,__text) external __platform_strlen
0000000180715910 (__TEXT,__text) external __platform_strncmp
0000000180715050 (__TEXT,__text) external __platform_strncpy
0000000180715800 (__TEXT,__text) external __platform_strnlen
0000000180714e90 (__TEXT,__text) external __platform_strstr
0000000180716198 (__TEXT,__text) non-external (was a private external) __setcontext
0000000180714d44 (__TEXT,__text) external __setjmp
0000000180714c74 (__TEXT,__text) non-external (was a private external) __sigtramp
0000000180714c58 (__TEXT,__text) non-external (was a private external) __sigunaltstack
00000001807116d8 (__TEXT,__text) non-external __simple_asl_escape_key
000000018071174c (__TEXT,__text) non-external __simple_asl_escape_val
00000001807118d4 (__TEXT,__text) external __simple_asl_log
00000001807117f4 (__TEXT,__text) external __simple_asl_log_prog
0000000180711540 (__TEXT,__text) external __simple_asl_msg_new
000000018071158c (__TEXT,__text) external __simple_asl_msg_set
00000001807117ac (__TEXT,__text) external __simple_asl_send
0000000180712314 (__TEXT,__text) external __simple_dprintf
0000000180712668 (__TEXT,__text) external __simple_esappend
0000000180712588 (__TEXT,__text) external __simple_esprintf
0000000180711494 (__TEXT,__text) external __simple_getenv
0000000180712738 (__TEXT,__text) external __simple_put
0000000180712740 (__TEXT,__text) external __simple_putline
0000000180712340 (__TEXT,__text) external __simple_salloc
00000001807125fc (__TEXT,__text) external __simple_sappend
0000000180712788 (__TEXT,__text) external __simple_sfree
0000000180712550 (__TEXT,__text) external __simple_sprintf
00000001807125c8 (__TEXT,__text) external __simple_sresize
00000001807125b8 (__TEXT,__text) external __simple_string
00000001807118dc (__TEXT,__text) external __simple_vdprintf
0000000180712534 (__TEXT,__text) external __simple_vesprintf
000000018071250c (__TEXT,__text) external __simple_vsprintf
00000001807138ac (__TEXT,__text) external __spin_lock
00000001807138e0 (__TEXT,__text) external __spin_lock_try
00000001807138f8 (__TEXT,__text) external __spin_unlock
0000000182774000 (__DATA_DIRTY,__common) non-external (was a private external) _commpage_pfz_base
000000018071370c (__TEXT,__text) non-external _cpus_that_need_dsb_for_ic_ivau
000000018071281c (__TEXT,__text) non-external _dec
0000000180715528 (__TEXT,__text) external _ffs
0000000180715540 (__TEXT,__text) external _ffsl
0000000180715540 (__TEXT,__text) external _ffsll
0000000180715558 (__TEXT,__text) external _fls
0000000180715568 (__TEXT,__text) external _flsl
0000000180715568 (__TEXT,__text) external _flsll
0000000182770978 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000018071625c (__TEXT,__text) external _getcontext
                 (undefined) external _getrlimit (from libsystem_kernel)
0000000180712d20 (__TEXT,__text) non-external _hex
                 (undefined) external _log_data_as_kernel (from libsystem_kernel)
0000000180714e54 (__TEXT,__text) external _longjmp
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
0000000180715f34 (__TEXT,__text) external _makecontext
0000000180714fd0 (__TEXT,__text) non-external (was a private external) _memset
0000000180712b4c (__TEXT,__text) non-external _oct
0000000180713734 (__TEXT,__text) external _os_lock_lock
0000000180713744 (__TEXT,__text) external _os_lock_trylock
0000000180713754 (__TEXT,__text) external _os_lock_unlock
0000000180713d30 (__TEXT,__text) external _os_unfair_lock_assert_not_owner
00000001807164a8 (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000180713d00 (__TEXT,__text) external _os_unfair_lock_assert_owner
0000000180716480 (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
0000000180713a5c (__TEXT,__text) external _os_unfair_lock_lock
0000000180713cd4 (__TEXT,__text) external _os_unfair_lock_lock_no_tsd
0000000180713bd0 (__TEXT,__text) external _os_unfair_lock_lock_with_options
0000000180713bf0 (__TEXT,__text) external _os_unfair_lock_trylock
0000000180713c0c (__TEXT,__text) external _os_unfair_lock_unlock
0000000180713cec (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd
0000000180713d7c (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
0000000180713d60 (__TEXT,__text) external _os_unfair_recursive_lock_owned
0000000180713db8 (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000000180713e68 (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
0000000180713dfc (__TEXT,__text) external _os_unfair_recursive_lock_unlock
0000000180713ee8 (__TEXT,__text) external _os_unfair_recursive_lock_unlock_forked_child
00000001807164d0 (__TEXT,__text) non-external _os_unfair_recursive_lock_unlock_forked_child.cold.1
0000000180716088 (__TEXT,__text) non-external (was a private external) _populate_signal_stack_context
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
0000000180716130 (__TEXT,__text) external _setcontext
0000000180714e14 (__TEXT,__text) external _setjmp
0000000180714e48 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180714e08 (__TEXT,__text) external _sigsetjmp
00000001807138ac (__TEXT,__text) external _spin_lock
00000001807138e0 (__TEXT,__text) external _spin_lock_try
00000001807138f8 (__TEXT,__text) external _spin_unlock
0000000180715e78 (__TEXT,__text) external _swapcontext
0000000180713614 (__TEXT,__text) external _sys_cache_control
000000018071372c (__TEXT,__text) external _sys_dcache_flush
0000000180713660 (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _thread_switch (from libsystem_kernel)
000000018071307c (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
0000000180713260 (__TEXT,__text) non-external _ydec
