00007ff843894c30 (__DATA,__data) non-external _C
00007ff802d5c803 (__TEXT,__text) non-external __EUC_CN_mbrtowc
00007ff802d5c849 (__TEXT,__text) non-external __EUC_CN_mbsnrtowcs
00007ff802d5c827 (__TEXT,__text) non-external __EUC_CN_wcrtomb
00007ff802d5c853 (__TEXT,__text) non-external __EUC_CN_wcsnrtombs
00007ff802d5c938 (__TEXT,__text) non-external (was a private external) __EUC_JP_init
00007ff802d5c99e (__TEXT,__text) non-external __EUC_JP_mbrtowc
00007ff802d5c9f3 (__TEXT,__text) non-external __EUC_JP_mbsnrtowcs
00007ff802d5c9c8 (__TEXT,__text) non-external __EUC_JP_wcrtomb
00007ff802d5c9fd (__TEXT,__text) non-external __EUC_JP_wcsnrtombs
00007ff802d5c878 (__TEXT,__text) non-external (was a private external) __EUC_KR_init
00007ff802d5c8de (__TEXT,__text) non-external __EUC_KR_mbrtowc
00007ff802d5c924 (__TEXT,__text) non-external __EUC_KR_mbsnrtowcs
00007ff802d5c902 (__TEXT,__text) non-external __EUC_KR_wcrtomb
00007ff802d5c92e (__TEXT,__text) non-external __EUC_KR_wcsnrtombs
00007ff802d5ca6d (__TEXT,__text) non-external (was a private external) __EUC_TW_init
00007ff802d5cad3 (__TEXT,__text) non-external __EUC_TW_mbrtowc
00007ff802d5cb25 (__TEXT,__text) non-external __EUC_TW_mbsnrtowcs
00007ff802d5cafd (__TEXT,__text) non-external __EUC_TW_wcrtomb
00007ff802d5cb2f (__TEXT,__text) non-external __EUC_TW_wcsnrtombs
00007ff802d5ca07 (__TEXT,__text) non-external (was a private external) __EUC_init
00007ff802d5cb39 (__TEXT,__text) non-external __EUC_mbrtowc_impl
00007ff802d5c85d (__TEXT,__text) non-external __EUC_mbsinit
00007ff802d5cc9a (__TEXT,__text) non-external __EUC_wcrtomb_impl
00007ff802d718a7 (__TEXT,__text) external __Exit
00007ff802d5cda0 (__TEXT,__text) non-external (was a private external) __GB18030_init
00007ff802d5cdd7 (__TEXT,__text) non-external __GB18030_mbrtowc
00007ff802d5d047 (__TEXT,__text) non-external __GB18030_mbsinit
00007ff802d5cf3e (__TEXT,__text) non-external __GB18030_wcrtomb
00007ff802d5d061 (__TEXT,__text) non-external (was a private external) __GB2312_init
00007ff802d5d098 (__TEXT,__text) non-external __GB2312_mbrtowc
00007ff802d5d1e1 (__TEXT,__text) non-external __GB2312_mbsinit
00007ff802d5d1a4 (__TEXT,__text) non-external __GB2312_wcrtomb
00007ff802d5d1fb (__TEXT,__text) non-external (was a private external) __GBK_init
00007ff802d5d232 (__TEXT,__text) non-external __GBK_mbrtowc
00007ff802d5d358 (__TEXT,__text) non-external __GBK_mbsinit
00007ff802d5d31b (__TEXT,__text) non-external __GBK_wcrtomb
00007ff802d5d7eb (__TEXT,__text) non-external (was a private external) __MSKanji_init
00007ff802d5d822 (__TEXT,__text) non-external __MSKanji_mbrtowc
00007ff802d5d973 (__TEXT,__text) non-external __MSKanji_mbsinit
00007ff802d5d915 (__TEXT,__text) non-external __MSKanji_wcrtomb
00007ff802d0b599 (__TEXT,__text) external __NSGetArgc
00007ff802d0b58c (__TEXT,__text) external __NSGetArgv
00007ff802d04d5d (__TEXT,__text) external __NSGetEnviron
00007ff802d04e06 (__TEXT,__text) external __NSGetMachExecuteHeader
00007ff802d0a916 (__TEXT,__text) external __NSGetProgname
00007ff8436bb238 (__DATA_DIRTY,__common) external __PathLocale
00007ff802d28c77 (__TEXT,__text) external __Read_RuneMagi
00007ff802d712c9 (__TEXT,__text) non-external (was a private external) __UTF2_init
00007ff802d71316 (__TEXT,__text) non-external __UTF2_mbrtowc
00007ff802d7150a (__TEXT,__text) non-external __UTF2_mbsinit
00007ff802d71525 (__TEXT,__text) non-external __UTF2_mbsnrtowcs
00007ff802d71483 (__TEXT,__text) non-external __UTF2_wcrtomb
00007ff802d71691 (__TEXT,__text) non-external __UTF2_wcsnrtombs
00007ff802d29844 (__TEXT,__text) non-external (was a private external) __UTF8_init
00007ff802d2b256 (__TEXT,__text) non-external __UTF8_mbrtowc
00007ff802d5e01f (__TEXT,__text) non-external __UTF8_mbsinit
00007ff802d2b507 (__TEXT,__text) non-external __UTF8_mbsnrtowcs
00007ff802d2bc85 (__TEXT,__text) non-external __UTF8_wcrtomb
00007ff802d5e03a (__TEXT,__text) non-external __UTF8_wcsnrtombs
00007ff802d1512e (__TEXT,__text) external ___Balloc_D2A
00007ff802d152fc (__TEXT,__text) external ___Bfree_D2A
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff802d454b5 (__TEXT,__text) external ____mb_cur_max
00007ff802d454e3 (__TEXT,__text) external ____mb_cur_max_l
00007ff802d1aa5d (__TEXT,__text) external ____runetype
00007ff802d1aa85 (__TEXT,__text) external ____runetype_l
00007ff802d5df1f (__TEXT,__text) external ____tolower
00007ff802d5de6f (__TEXT,__text) external ____tolower_l
00007ff802d5dff7 (__TEXT,__text) external ____toupper
00007ff802d5df47 (__TEXT,__text) external ____toupper_l
00007ff802d83403 (__TEXT,__text) non-external (was a private external) ___abort
00007ff802d501be (__TEXT,__text) external ___add_ovflpage
00007ff802d4ff32 (__TEXT,__text) external ___addel
00007ff802d19d0a (__TEXT,__text) external ___any_on_D2A
00007ff802d824e1 (__TEXT,__text) external ___assert_rtn
00007ff8436bb1b8 (__DATA_DIRTY,__bss) non-external ___atexit
00007ff802d25d31 (__TEXT,__text) non-external (was a private external) ___atexit_init
00007ff8436bb1c0 (__DATA_DIRTY,__bss) non-external ___atexit_new_registration
00007ff802d2ce0c (__TEXT,__text) external ___b2d_D2A
00007ff802d4e72a (__TEXT,__text) external ___big_delete
00007ff802d4e478 (__TEXT,__text) external ___big_insert
00007ff802d4ed55 (__TEXT,__text) external ___big_keydata
00007ff802d4e9f8 (__TEXT,__text) external ___big_return
00007ff802d4eec9 (__TEXT,__text) external ___big_split
00007ff802d85b30 (__TEXT,__const) external ___bigtens_D2A
00007ff802d4950f (__TEXT,__text) external ___bt_close
00007ff802d4d153 (__TEXT,__text) external ___bt_cmp
00007ff802d4d1f3 (__TEXT,__text) external ___bt_defcmp
00007ff802d4d23a (__TEXT,__text) external ___bt_defpfx
00007ff802d4998a (__TEXT,__text) external ___bt_delete
00007ff802d49fdb (__TEXT,__text) external ___bt_dleaf
00007ff802d4ae10 (__TEXT,__text) external ___bt_fd
00007ff802d4be1a (__TEXT,__text) non-external ___bt_first
00007ff802d4b1c5 (__TEXT,__text) external ___bt_free
00007ff802d4a625 (__TEXT,__text) external ___bt_get
00007ff802d4b1f6 (__TEXT,__text) external ___bt_new
00007ff802d4a6fc (__TEXT,__text) external ___bt_open
00007ff802d4a397 (__TEXT,__text) non-external ___bt_pdelete
00007ff802d496a9 (__TEXT,__text) external ___bt_pgin
00007ff802d4983d (__TEXT,__text) external ___bt_pgout
00007ff802d4b249 (__TEXT,__text) external ___bt_put
00007ff802d4a59c (__TEXT,__text) non-external ___bt_relink
00007ff802d4cfa2 (__TEXT,__text) external ___bt_ret
00007ff802d4b7ae (__TEXT,__text) external ___bt_search
00007ff802d4ba08 (__TEXT,__text) external ___bt_seq
00007ff802d4bdd0 (__TEXT,__text) external ___bt_setcur
00007ff802d4bfeb (__TEXT,__text) external ___bt_split
00007ff802d49c8e (__TEXT,__text) non-external ___bt_stkacq
00007ff802d495db (__TEXT,__text) external ___bt_sync
00007ff802d4f49b (__TEXT,__text) external ___buf_free
00007ff802d4f463 (__TEXT,__text) non-external (was a private external) ___buf_init
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8436b8af0 (__DATA_DIRTY,__data) non-external ___c_locale
00007ff802d7a98c (__TEXT,__text) non-external ___calc_left_pad
00007ff802d4e04e (__TEXT,__text) external ___call_hash
00007ff843894f14 (__DATA,__data) non-external (was a private external) ___chk_assert_no_overlap
00007ff802d83b54 (__TEXT,__text) non-external (was a private external) ___chk_fail_overflow
00007ff802d83b66 (__TEXT,__text) non-external (was a private external) ___chk_fail_overlap
00007ff802d34ab6 (__TEXT,__text) non-external (was a private external) ___chk_init
00007ff802d0a984 (__TEXT,__text) non-external (was a private external) ___chk_overlap
00007ff802d3eec0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff802d3eee0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
                 (undefined) external ___chmod_extended (from libsystem_kernel)
00007ff8436bb268 (__DATA_DIRTY,__common) external ___cleanup
00007ff802d16261 (__TEXT,__text) external ___cmp_D2A
00007ff802d5b6c4 (__TEXT,__text) non-external (was a private external) ___collate_collating_symbol
00007ff802d5b8bc (__TEXT,__text) non-external (was a private external) ___collate_equiv_class
00007ff802d5ba8d (__TEXT,__text) external ___collate_equiv_match
00007ff802d20adf (__TEXT,__text) non-external (was a private external) ___collate_equiv_value
00007ff802d5beea (__TEXT,__text) non-external (was a private external) ___collate_equiv_wchar
00007ff802d82da3 (__TEXT,__text) non-external ___collate_equiv_wchar.cold.1
00007ff802d82dc6 (__TEXT,__text) non-external ___collate_equiv_wchar.cold.2
00007ff802d5af2d (__TEXT,__text) non-external (was a private external) ___collate_err
00007ff843894c78 (__DATA,__data) external ___collate_load_error
00007ff802d28022 (__TEXT,__text) non-external (was a private external) ___collate_load_tables
00007ff843896710 (__DATA,__bss) non-external ___collate_load_tables.cache
00007ff802d5a784 (__TEXT,__text) non-external ___collate_load_tables_legacy
00007ff802d5b427 (__TEXT,__text) external ___collate_lookup
00007ff802d5b2ae (__TEXT,__text) external ___collate_lookup_l
00007ff802d5b5f7 (__TEXT,__text) non-external (was a private external) ___collate_lookup_which
00007ff802d5b4e8 (__TEXT,__text) non-external (was a private external) ___collate_mbstowcs
00007ff802d5c10a (__TEXT,__text) non-external ___collate_pri_for
00007ff802d82de9 (__TEXT,__text) non-external ___collate_pri_for.cold.1
00007ff802d5c71e (__TEXT,__text) non-external (was a private external) ___collate_range_cmp
                 (undefined) external ___commpage_gettimeofday (from libsystem_kernel)
00007ff802d25d20 (__TEXT,__text) non-external (was a private external) ___confstr_init
00007ff802d18de0 (__TEXT,__text) external ___copybits_D2A
00007ff802d3f75e (__TEXT,__text) non-external (was a private external) ___crypt_des_cipher
00007ff802d3f13f (__TEXT,__text) non-external (was a private external) ___crypt_des_setkey
00007ff843895e60 (__DATA,__bss) non-external ___crypt_des_setkey.des_ready
00007ff843896928 (__DATA,__common) non-external (was a private external) ___crypt_des_setkey_called
00007ff802d74255 (__TEXT,__text) non-external ___cvt
00007ff843896890 (__DATA,__bss) non-external ___cvt.s
00007ff802d0b1bb (__TEXT,__text) external ___cxa_atexit
00007ff802d2ed3c (__TEXT,__text) external ___cxa_finalize
00007ff802d2ed74 (__TEXT,__text) external ___cxa_finalize_ranges
00007ff802d718bd (__TEXT,__text) external ___cxa_thread_atexit
00007ff802d1500c (__TEXT,__text) external ___d2b_D2A
00007ff8436bb250 (__DATA_DIRTY,__common) non-external (was a private external) ___darwin_altzone
00007ff802d4d323 (__TEXT,__text) non-external ___dberr
00007ff802d4d2fe (__TEXT,__text) external ___dbpanic
00007ff843894c58 (__DATA,__data) external ___default_hash
00007ff802d78e33 (__TEXT,__text) external ___default_utx
00007ff8438948e8 (__DATA,__data) non-external ___default_utx.once
00007ff802d78e53 (__TEXT,__text) non-external ___default_utx_init
00007ff802d4f6a4 (__TEXT,__text) external ___delpair
00007ff802d27f8f (__TEXT,__text) non-external (was a private external) ___detect_path_locale
00007ff802d1615e (__TEXT,__text) external ___diff_D2A
00007ff8436bb1b0 (__DATA_DIRTY,__bss) non-external ___dirhelper_func
00007ff802d14074 (__TEXT,__text) external ___dtoa
00007ff802d78f79 (__TEXT,__text) non-external (was a private external) ___endutxent
00007ff8436bb278 (__DATA_DIRTY,__common) non-external (was a private external) ___env_owned
00007ff802d7192a (__TEXT,__text) non-external (was a private external) ___environ_lock_fork_child
00007ff8436b9978 (__DATA_DIRTY,__bss) non-external ___environ_lock_obj
                 (undefined) external ___error (from libsystem_kernel)
00007ff802d35115 (__TEXT,__text) non-external (was a private external) ___errstr
00007ff802d1a325 (__TEXT,__text) non-external ___evpinit
                 (undefined) external ___exit (from libsystem_kernel)
00007ff802d4defb (__TEXT,__text) external ___expand_table
00007ff8436bb220 (__DATA_DIRTY,__bss) non-external ___fallback_evp
                 (undefined) external ___fchmod_extended (from libsystem_kernel)
                 (undefined) external ___fcntl (from libsystem_kernel)
                 (undefined) external ___fcntl_nocancel (from libsystem_kernel)
00007ff802d17d26 (__TEXT,__text) external ___fflush
00007ff802d62deb (__TEXT,__text) external ___fgetwc
00007ff802d6473c (__TEXT,__text) non-external (was a private external) ___find_arguments
00007ff802d4e86e (__TEXT,__text) external ___find_bigpair
00007ff802d4e982 (__TEXT,__text) external ___find_last_page
00007ff802d65824 (__TEXT,__text) non-external (was a private external) ___find_warguments
00007ff802d04d6a (__TEXT,__text) non-external (was a private external) ___findenv_locked
00007ff802d29f8d (__TEXT,__text) external ___fix_locale_grouping_str
00007ff802d5cd7e (__TEXT,__text) non-external (was a private external) ___fix_nogrouping
                 (undefined) external ___fork (from libsystem_kernel)
                 (undefined) external ___fpclassifyd (from libsystem_m)
                 (undefined) external ___fpclassifyl (from libsystem_m)
00007ff802d634ff (__TEXT,__text) non-external (was a private external) ___fputwc
00007ff802d11652 (__TEXT,__text) external ___fread
00007ff802d50a98 (__TEXT,__text) external ___free_ovflpage
00007ff802d15347 (__TEXT,__text) external ___freedtoa
                 (undefined) external ___fstat64_extended (from libsystem_kernel)
                 (undefined) external ___fstat_extended (from libsystem_kernel)
00007ff843894898 (__DATA,__data) non-external (was a private external) ___ftell_conformance_fix
00007ff802d16951 (__TEXT,__text) non-external ___fts_open
00007ff802d16c11 (__TEXT,__text) non-external ___fts_open
00007ff802d52e48 (__TEXT,__text) external ___gdtoa
00007ff8436bb230 (__DATA_DIRTY,__common) external ___gdtoa_locks
00007ff802d4f05a (__TEXT,__text) external ___get_buf
00007ff802d5d397 (__TEXT,__text) non-external (was a private external) ___get_current_messages_locale
00007ff802d09c10 (__TEXT,__text) non-external (was a private external) ___get_current_monetary_locale
00007ff802d09c33 (__TEXT,__text) non-external (was a private external) ___get_current_numeric_locale
00007ff802d2644a (__TEXT,__text) non-external (was a private external) ___get_current_time_locale
00007ff802d30e21 (__TEXT,__text) non-external (was a private external) ___get_locale_env
00007ff802d50572 (__TEXT,__text) external ___get_page
00007ff802d2f61d (__TEXT,__text) non-external ___getcwd
                 (undefined) external ___getdirentries64 (from libsystem_kernel)
00007ff8436b9960 (__DATA_DIRTY,__bss) non-external ___getevp.predicate
                 (undefined) external ___getlogin (from libsystem_kernel)
00007ff802d5d3ba (__TEXT,__text) external ___getonlyClocaleconv
                 (undefined) external ___gettimeofday (from libsystem_kernel)
00007ff802d7903d (__TEXT,__text) non-external (was a private external) ___getutxent
00007ff802d793a4 (__TEXT,__text) non-external ___getutxid
00007ff802d33c11 (__TEXT,__text) non-external (was a private external) ___gl_compare
00007ff802d335e6 (__TEXT,__text) non-external (was a private external) ___gl_g_Ctoc
00007ff802d57032 (__TEXT,__text) non-external (was a private external) ___gl_g_strchr
00007ff802d339d1 (__TEXT,__text) non-external (was a private external) ___gl_globextend
00007ff802d32795 (__TEXT,__text) non-external (was a private external) ___gl_globtilde
00007ff802d33733 (__TEXT,__text) non-external (was a private external) ___gl_match
00007ff802d31c4d (__TEXT,__text) non-external ___glob
00007ff802d31f8d (__TEXT,__text) non-external ___glob
00007ff8436b90f0 (__DATA_DIRTY,__data) non-external (was a private external) ___global_locale
00007ff802d25de5 (__TEXT,__text) non-external (was a private external) ___guard_setup
00007ff802d4d330 (__TEXT,__text) external ___hash_open
00007ff802d3a700 (__TEXT,__text) external ___hdtoa
00007ff802d12b67 (__TEXT,__text) non-external (was a private external) ___heapsort_r
00007ff802d18c0c (__TEXT,__text) external ___hi0bits_D2A
00007ff802d52b59 (__TEXT,__text) external ___hldtoa
00007ff802d15e14 (__TEXT,__text) external ___i2b_D2A
00007ff802d509d8 (__TEXT,__text) external ___ibitmap
00007ff802d61b90 (__TEXT,__text) non-external ___inaddr_to_index
00007ff802d82f65 (__TEXT,__text) non-external ___inaddr_to_index.cold.1
00007ff802d73651 (__TEXT,__text) non-external (was a private external) ___init__env_owned_locked
00007ff802d5db5a (__TEXT,__text) external ___isctype
00007ff802d5daf0 (__TEXT,__text) external ___istype
00007ff802d5dc35 (__TEXT,__text) external ___istype_l
                 (undefined) external ___kill (from libsystem_kernel)
00007ff802d74694 (__TEXT,__text) external ___ldtoa
00007ff802d48559 (__TEXT,__text) external ___libc_init
00007ff802d15230 (__TEXT,__text) external ___lo0bits_D2A
00007ff802d1a3bb (__TEXT,__text) non-external ___loadevp
00007ff8436b8ae8 (__DATA_DIRTY,__data) non-external (was a private external) ___locale_key
00007ff802d4f688 (__TEXT,__text) external ___log2
00007ff843896910 (__DATA,__common) non-external (was a private external) ___logname
00007ff843894908 (__DATA,__data) non-external (was a private external) ___logname_mutex
00007ff802d86980 (__TEXT,__const) non-external (was a private external) ___lowercase_hex
00007ff802d16082 (__TEXT,__text) external ___lshift_D2A
                 (undefined) external ___lstat64_extended (from libsystem_kernel)
                 (undefined) external ___lstat_extended (from libsystem_kernel)
00007ff802d1aa0b (__TEXT,__text) external ___maskrune
00007ff802d5dbe0 (__TEXT,__text) external ___maskrune_l
00007ff802d54057 (__TEXT,__text) external ___match_D2A
00007ff843894cf0 (__DATA,__data) external ___mb_cur_max
00007ff843894cf4 (__DATA,__data) external ___mb_sb_limit
00007ff802d6b866 (__TEXT,__text) non-external ___mbsconv
00007ff802d5d5a3 (__TEXT,__text) non-external (was a private external) ___mbsnrtowcs_std
00007ff802d81721 (__TEXT,__text) external ___memccpy_chk
00007ff802d0ab68 (__TEXT,__text) external ___memcpy_chk
00007ff802d0b5a6 (__TEXT,__text) external ___memmove_chk
00007ff802d137c1 (__TEXT,__text) external ___memset_chk
00007ff802d2a462 (__TEXT,__text) non-external (was a private external) ___messages_load_locale
00007ff843896718 (__DATA,__bss) non-external ___messages_load_locale.cache
                 (undefined) external ___mkdir_extended (from libsystem_kernel)
                 (undefined) external ___mkfifo_extended (from libsystem_kernel)
00007ff802d29891 (__TEXT,__text) non-external (was a private external) ___monetary_load_locale
00007ff843896728 (__DATA,__bss) non-external ___monetary_load_locale.cache
00007ff802d15f3e (__TEXT,__text) external ___mult_D2A
00007ff802d15d7b (__TEXT,__text) external ___multadd_D2A
00007ff843894c08 (__DATA,__data) non-external ___nappend_compat
00007ff843894f10 (__DATA,__data) non-external ___nappend_compat
00007ff802d62b37 (__TEXT,__text) non-external ___nls_free_resources
00007ff802d86249 (__TEXT,__const) non-external ___nogrouping
00007ff802d18bc9 (__TEXT,__text) external ___nrv_alloc_D2A
00007ff802d45354 (__TEXT,__text) non-external (was a private external) ___numeric_ctype
00007ff802d2a040 (__TEXT,__text) non-external (was a private external) ___numeric_load_locale
00007ff843896738 (__DATA,__bss) non-external ___numeric_load_locale.cache
                 (undefined) external ___open (from libsystem_kernel)
                 (undefined) external ___open_extended (from libsystem_kernel)
                 (undefined) external ___open_nocancel (from libsystem_kernel)
00007ff802d284b5 (__TEXT,__text) non-external (was a private external) ___open_path_locale
00007ff802d7fc1b (__TEXT,__text) external ___opendir2
00007ff802d09fda (__TEXT,__text) external ___opendir2$INODE64
00007ff802d0b5b8 (__TEXT,__text) non-external ___opendir_common
00007ff802d0b786 (__TEXT,__text) non-external ___opendir_common
                 (undefined) external ___os_log_simple_offset (from libsystem_platform)
00007ff802d4b10b (__TEXT,__text) external ___ovfl_delete
00007ff802d4af30 (__TEXT,__text) external ___ovfl_get
00007ff802d4b00b (__TEXT,__text) external ___ovfl_put
00007ff802d18ac2 (__TEXT,__text) non-external (was a private external) ___parsefloat_buf
00007ff8436b9908 (__DATA_DIRTY,__bss) non-external ___parsefloat_buf.bsiz
00007ff8436b9900 (__DATA_DIRTY,__bss) non-external ___parsefloat_buf.parsefloat_tsd_key
00007ff8436b84c8 (__DATA_DIRTY,__data) non-external ___parsefloat_buf.parsefloat_tsd_lock
00007ff802d29d4c (__TEXT,__text) non-external (was a private external) ___part_load_locale
                 (undefined) external ___platform_sigaction (from libsystem_platform)
00007ff843896920 (__DATA,__common) non-external (was a private external) ___popen_pidlist
00007ff843894948 (__DATA,__data) non-external (was a private external) ___popen_pidlist_mutex
00007ff802d15e37 (__TEXT,__text) external ___pow5mult_D2A
00007ff802d85b20 (__TEXT,__const) non-external ___pow5mult_D2A.p05
00007ff802d77f14 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_chr
00007ff802d83897 (__TEXT,__text) non-external ___printf_arginfo_chr.cold.1
00007ff802d76d2c (__TEXT,__text) non-external (was a private external) ___printf_arginfo_errno
00007ff802d83723 (__TEXT,__text) non-external ___printf_arginfo_errno.cold.1
00007ff802d76e14 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_float
00007ff802d83744 (__TEXT,__text) non-external ___printf_arginfo_float.cold.1
00007ff802d7793c (__TEXT,__text) non-external (was a private external) ___printf_arginfo_hexdump
00007ff802d8378a (__TEXT,__text) non-external ___printf_arginfo_hexdump.cold.1
00007ff802d37a11 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_int
00007ff802d837ab (__TEXT,__text) non-external ___printf_arginfo_int.cold.1
00007ff802d7852e (__TEXT,__text) non-external (was a private external) ___printf_arginfo_n
00007ff802d83905 (__TEXT,__text) non-external ___printf_arginfo_n.cold.1
00007ff802d78510 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_pct
00007ff802d77bd5 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_ptr
00007ff802d8382e (__TEXT,__text) non-external ___printf_arginfo_ptr.cold.1
00007ff802d77c6f (__TEXT,__text) non-external (was a private external) ___printf_arginfo_quote
00007ff802d83851 (__TEXT,__text) non-external ___printf_arginfo_quote.cold.1
00007ff802d379e0 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_str
00007ff802d83876 (__TEXT,__text) non-external ___printf_arginfo_str.cold.1
00007ff802d78066 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_time
00007ff802d838c0 (__TEXT,__text) non-external ___printf_arginfo_time.cold.1
00007ff802d78366 (__TEXT,__text) non-external (was a private external) ___printf_arginfo_vis
00007ff802d838e1 (__TEXT,__text) non-external ___printf_arginfo_vis.cold.1
00007ff802d37107 (__TEXT,__text) non-external (was a private external) ___printf_comp
00007ff802d37a97 (__TEXT,__text) non-external (was a private external) ___printf_exec
00007ff802d38ae4 (__TEXT,__text) non-external (was a private external) ___printf_flush
00007ff802d67405 (__TEXT,__text) non-external (was a private external) ___printf_is_memory_read_only
00007ff802d38327 (__TEXT,__text) non-external (was a private external) ___printf_out
00007ff802d78482 (__TEXT,__text) non-external (was a private external) ___printf_pad
00007ff802d3800b (__TEXT,__text) non-external (was a private external) ___printf_puts
00007ff802d77f52 (__TEXT,__text) non-external (was a private external) ___printf_render_chr
00007ff802d76d46 (__TEXT,__text) non-external (was a private external) ___printf_render_errno
00007ff802d76e4b (__TEXT,__text) non-external (was a private external) ___printf_render_float
00007ff802d83767 (__TEXT,__text) non-external ___printf_render_float.cold.1
00007ff802d7795e (__TEXT,__text) non-external (was a private external) ___printf_render_hexdump
00007ff802d383ac (__TEXT,__text) non-external (was a private external) ___printf_render_int
00007ff802d837ce (__TEXT,__text) non-external ___printf_render_int.cold.1
00007ff802d837f1 (__TEXT,__text) non-external ___printf_render_int.cold.2
00007ff802d78548 (__TEXT,__text) non-external (was a private external) ___printf_render_n
00007ff802d78518 (__TEXT,__text) non-external (was a private external) ___printf_render_pct
00007ff802d77bfd (__TEXT,__text) non-external (was a private external) ___printf_render_ptr
00007ff802d77c89 (__TEXT,__text) non-external (was a private external) ___printf_render_quote
00007ff802d38091 (__TEXT,__text) non-external (was a private external) ___printf_render_str
00007ff802d78080 (__TEXT,__text) non-external (was a private external) ___printf_render_time
00007ff802d78380 (__TEXT,__text) non-external (was a private external) ___printf_render_vis
00007ff802d2f0c0 (__TEXT,__text) non-external (was a private external) ___private_getcwd
00007ff8436bb198 (__DATA_DIRTY,__bss) non-external ___progname_pointer
                 (undefined) external ___pthread_workqueue_setkill (from libsystem_pthread)
00007ff802d5070e (__TEXT,__text) external ___put_page
00007ff802d8639f (__TEXT,__const) non-external (was a private external) ___puts_null__
00007ff802d795e9 (__TEXT,__text) non-external (was a private external) ___pututxline
00007ff802d18c78 (__TEXT,__text) external ___quorem_D2A
00007ff802d2cd69 (__TEXT,__text) external ___ratio_D2A
00007ff802d5129f (__TEXT,__text) external ___rec_close
00007ff802d51596 (__TEXT,__text) external ___rec_delete
00007ff802d516b4 (__TEXT,__text) external ___rec_dleaf
00007ff802d5203e (__TEXT,__text) external ___rec_fd
00007ff802d51b1b (__TEXT,__text) external ___rec_fmap
00007ff802d518ad (__TEXT,__text) external ___rec_fpipe
00007ff802d517c9 (__TEXT,__text) external ___rec_get
00007ff802d5235c (__TEXT,__text) external ___rec_iput
00007ff802d51ce9 (__TEXT,__text) external ___rec_open
00007ff802d5208c (__TEXT,__text) external ___rec_put
00007ff802d528fc (__TEXT,__text) external ___rec_ret
00007ff802d525aa (__TEXT,__text) external ___rec_search
00007ff802d52748 (__TEXT,__text) external ___rec_seq
00007ff802d5135e (__TEXT,__text) external ___rec_sync
00007ff802d51c2e (__TEXT,__text) external ___rec_vmap
00007ff802d519db (__TEXT,__text) external ___rec_vpipe
00007ff802d4f576 (__TEXT,__text) external ___reclaim_buf
