000000019962e218 (__TEXT,__gcc_except_tab) non-external GCC_except_table145
000000019962e4ec (__TEXT,__gcc_except_tab) non-external GCC_except_table1656
000000019962e504 (__TEXT,__gcc_except_tab) non-external GCC_except_table3228
000000019962e288 (__TEXT,__gcc_except_tab) non-external GCC_except_table440
000000019962e29c (__TEXT,__gcc_except_tab) non-external GCC_except_table441
000000019962e2b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table448
000000019962e2c0 (__TEXT,__gcc_except_tab) non-external GCC_except_table450
000000019962e2d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table451
000000019962e2e8 (__TEXT,__gcc_except_tab) non-external GCC_except_table452
000000019962e2fc (__TEXT,__gcc_except_tab) non-external GCC_except_table454
000000019962e324 (__TEXT,__gcc_except_tab) non-external GCC_except_table456
000000019962e34c (__TEXT,__gcc_except_tab) non-external GCC_except_table458
000000019962e38c (__TEXT,__gcc_except_tab) non-external GCC_except_table459
000000019962e568 (__TEXT,__gcc_except_tab) non-external GCC_except_table4598
000000019962e5f8 (__TEXT,__gcc_except_tab) non-external GCC_except_table4599
000000019962e61c (__TEXT,__gcc_except_tab) non-external GCC_except_table4600
000000019962e62c (__TEXT,__gcc_except_tab) non-external GCC_except_table4605
000000019962e648 (__TEXT,__gcc_except_tab) non-external GCC_except_table4606
000000019962e3a0 (__TEXT,__gcc_except_tab) non-external GCC_except_table461
000000019962e860 (__TEXT,__gcc_except_tab) non-external GCC_except_table4613
000000019962e870 (__TEXT,__gcc_except_tab) non-external GCC_except_table4614
000000019962e954 (__TEXT,__gcc_except_tab) non-external GCC_except_table4616
000000019962e970 (__TEXT,__gcc_except_tab) non-external GCC_except_table4617
000000019962e3ec (__TEXT,__gcc_except_tab) non-external GCC_except_table462
000000019962e988 (__TEXT,__gcc_except_tab) non-external GCC_except_table4620
000000019962e998 (__TEXT,__gcc_except_tab) non-external GCC_except_table4621
000000019962ea04 (__TEXT,__gcc_except_tab) non-external GCC_except_table4622
000000019962ea18 (__TEXT,__gcc_except_tab) non-external GCC_except_table4626
000000019962e408 (__TEXT,__gcc_except_tab) non-external GCC_except_table464
000000019962ea34 (__TEXT,__gcc_except_tab) non-external GCC_except_table4644
000000019962ea44 (__TEXT,__gcc_except_tab) non-external GCC_except_table4645
000000019962ea54 (__TEXT,__gcc_except_tab) non-external GCC_except_table4646
000000019962ea64 (__TEXT,__gcc_except_tab) non-external GCC_except_table4647
000000019962ea74 (__TEXT,__gcc_except_tab) non-external GCC_except_table4648
000000019962ea84 (__TEXT,__gcc_except_tab) non-external GCC_except_table4658
000000019962ea9c (__TEXT,__gcc_except_tab) non-external GCC_except_table4661
000000019962eab4 (__TEXT,__gcc_except_tab) non-external GCC_except_table4667
000000019962e424 (__TEXT,__gcc_except_tab) non-external GCC_except_table467
000000019962eac8 (__TEXT,__gcc_except_tab) non-external GCC_except_table4670
000000019962e438 (__TEXT,__gcc_except_tab) non-external GCC_except_table468
000000019962e488 (__TEXT,__gcc_except_tab) non-external GCC_except_table470
000000019962e49c (__TEXT,__gcc_except_tab) non-external GCC_except_table471
000000019962e4b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table478
000000019962e4d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table480
00000001996043e8 (__TEXT,__const) non-external _BIT_mask
0000000199604904 (__TEXT,__const) non-external _BIT_mask
0000000199605620 (__TEXT,__const) non-external _BIT_mask
00000001996057f8 (__TEXT,__const) non-external _BIT_mask
00000001995ed09c (__TEXT,__text) non-external _BestLanguageDictionaryEqualCallBack
00000001995ed084 (__TEXT,__text) non-external _BestLanguageDictionaryHashCallBack
00000001993115a8 (__TEXT,__text) non-external _BulkPayloadIterator_Step
000000019957bcc4 (__TEXT,__text) non-external _BulkPositionIterator_Step
000000019957bdcc (__TEXT,__text) non-external _BulkPositionIterator_Step_Compressed
000000019957c414 (__TEXT,__text) non-external _BulkPositionIterator_Step_Live
0000000199581ed8 (__TEXT,__text) non-external _BulkPullback
                 (undefined) external _CFCalendarSetTimeZone (from CoreFoundation)
                 (undefined) external _CFCharacterSetAddCharactersInRange (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFCharacterSetCreateWithCharactersInString (from CoreFoundation)
                 (undefined) external _CFCharacterSetGetPredefined (from CoreFoundation)
                 (undefined) external _CFCharacterSetInvert (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsCharacterMember (from CoreFoundation)
                 (undefined) external _CFCharacterSetIsLongCharacterMember (from CoreFoundation)
                 (undefined) external _CFCharacterSetUnion (from CoreFoundation)
                 (undefined) external _CFCopyDescription (from CoreFoundation)
                 (undefined) external _CFCopyHomeDirectoryURLForUser (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateCompare (from CoreFoundation)
                 (undefined) external _CFDateCreate (from CoreFoundation)
                 (undefined) external _CFDateFormatterCopyProperty (from CoreFoundation)
                 (undefined) external _CFDateFormatterCreate (from CoreFoundation)
                 (undefined) external _CFDateFormatterCreateStringWithDate (from CoreFoundation)
                 (undefined) external _CFDateFormatterSetFormat (from CoreFoundation)
                 (undefined) external _CFDateGetAbsoluteTime (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetKeysAndValues (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFHash (from CoreFoundation)
                 (undefined) external _CFLocaleCopyCurrent (from CoreFoundation)
                 (undefined) external _CFLocaleCopyPreferredLanguages (from CoreFoundation)
                 (undefined) external _CFLocaleCreate (from CoreFoundation)
                 (undefined) external _CFLocaleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFLog (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNullGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetType (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFNumberIsFloatType (from CoreFoundation)
                 (undefined) external _CFPreferencesAddSuitePreferencesToApp (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithData (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetApplyFunction (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreate (from CoreFoundation)
                 (undefined) external _CFSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValue (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableWithExternalCharactersNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCharacters (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCharactersNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringDelete (from CoreFoundation)
                 (undefined) external _CFStringFind (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringFindWithOptions (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeOfFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFStringGetRangeOfComposedCharactersAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringHasSuffix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringNormalize (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopyDefault (from CoreFoundation)
                 (undefined) external _CFTimeZoneCopySystem (from CoreFoundation)
                 (undefined) external _CFTimeZoneCreateWithTimeIntervalFromGMT (from CoreFoundation)
                 (undefined) external _CFURLCopyAbsoluteURL (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyResourcePropertyForKey (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyDeletingLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateFromFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFURLGetString (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromString (from CoreFoundation)
                 (undefined) external _CFUUIDCreateFromUUIDBytes (from CoreFoundation)
                 (undefined) external _CFUUIDGetUUIDBytes (from CoreFoundation)
000000019938dae0 (__TEXT,__text) non-external _CICleanUpClearItem
0000000199301ef4 (__TEXT,__text) non-external _CICleanUpPop
0000000199301d00 (__TEXT,__text) non-external _CICleanUpPush
0000000199301e20 (__TEXT,__text) non-external _CICleanUpReset
0000000199301c10 (__TEXT,__text) non-external _CICleanUpThreadLoc
0000000199518a88 (__TEXT,__text) non-external _CICleanUpThreadLocGet
000000019958e95c (__TEXT,__text) non-external _CICompactPayloads
00000001d68ef344 (__DATA,__bss) non-external _CICompactPayloads.sUnique
0000000199598724 (__TEXT,__text) non-external _CICompactPayloadsCtxFree
0000000199563e04 (__TEXT,__text) non-external _CIDecodeRemappingMetadataWithIndex
00000001992ff72c (__TEXT,__text) non-external _CIDecomposeCFString
0000000199371e6c (__TEXT,__text) non-external _CIDocCountsNonEmpty
0000000199502538 (__TEXT,__text) non-external _CIIndexSetAddIndexExpandingRange
000000019950205c (__TEXT,__text) non-external _CIIndexSetAddIntersectionInRange
0000000199310d80 (__TEXT,__text) non-external _CIIndexSetAddRange
000000019950037c (__TEXT,__text) non-external _CIIndexSetAddRangeFromBitVectorWithHint
000000019931c024 (__TEXT,__text) non-external _CIIndexSetAddRangeFromBitVector_Bitmap
00000001994fc034 (__TEXT,__text) non-external _CIIndexSetClearCache
000000019930a84c (__TEXT,__text) non-external _CIIndexSetCreateWithRange
00000001994fbacc (__TEXT,__text) non-external _CIIndexSetCreateWithRangeWithCache
00000001994fc3f4 (__TEXT,__text) non-external _CIIndexSetDisposePerThreadCache
00000001d787f2f8 (__DATA_DIRTY,__bss) non-external _CIIndexSetGetTypeID.onceToken
0000000199502448 (__TEXT,__text) non-external _CIIndexSetHasIndex
00000001995025c0 (__TEXT,__text) non-external _CIIndexSetHasIndexWithHint
0000000199501104 (__TEXT,__text) non-external _CIIndexSetIntersectRanges
00000001994fe770 (__TEXT,__text) non-external _CIIndexSetInvertRange
00000001994fbf8c (__TEXT,__text) non-external _CIIndexSetReleaseToCache
00000001994fbd38 (__TEXT,__text) non-external _CIIndexSetReleaseToPerThreadCache
00000001995006f4 (__TEXT,__text) non-external _CIIndexSetRemoveRange
00000001994fc4a0 (__TEXT,__text) non-external _CIIndexSetRemoveSortedIndexes
0000000199502358 (__TEXT,__text) non-external _CIIndexSetShrink
00000001995615cc (__TEXT,__text) non-external _CIMetaInfoClose
0000000199561100 (__TEXT,__text) non-external _CIMetaInfoCreate
00000001992bce3c (__TEXT,__text) non-external _CIMetaInfoOpenAndLock
00000001992c0b30 (__TEXT,__text) non-external _CIMetaInfoRead
0000000199518d44 (__TEXT,__text) non-external _CIOnThreadCleanUpClearItem
0000000199518c60 (__TEXT,__text) non-external _CIOnThreadCleanUpPop
0000000199518b40 (__TEXT,__text) non-external _CIOnThreadCleanUpPush
0000000199518dfc (__TEXT,__text) non-external _CIOnThreadCleanUpReset
00000001993a1be8 (__TEXT,__text) non-external _CIPositionNodeFinalizeDocument
000000019957325c (__TEXT,__text) non-external _CIPositionNodeTransferDocuments
0000000199395bbc (__TEXT,__text) non-external _CIPurgeTokenizers
000000019957ea88 (__TEXT,__text) non-external _CIReadPositionHeader
00000001993591a0 (__TEXT,__text) non-external _CIReleaseIndexingTokenizer
00000001993923f4 (__TEXT,__text) non-external _CIRemappingCreateWithContext
000000019935644c (__TEXT,__text) non-external _CIRetainIndexingTokenizer
00000001995a22c0 (__TEXT,__text) non-external _CIStringTokenizerResolveTranscriptions
00000001995a1fe8 (__TEXT,__text) non-external _CITokenizerCreate
00000001995a2254 (__TEXT,__text) non-external _CITokenizerDispose
00000001995a2728 (__TEXT,__text) non-external _CITokenizerGetQueryTokensWithOptions
00000001995a4580 (__TEXT,__text) non-external _CITokenizerGetTokensNew
0000000199357754 (__TEXT,__text) non-external _CITokenizerSetLocale
00000001d787eff0 (__DATA_DIRTY,__bss) non-external _CITokenizerSetMetadata.enabled
00000001d787efe8 (__DATA_DIRTY,__bss) non-external _CITokenizerSetMetadata.once
00000001993578c0 (__TEXT,__text) non-external _CITokenizerStateInit
00000001993975bc (__TEXT,__text) non-external _CIWritePostings
00000001993ddc78 (__TEXT,__text) non-external (was a private external) _COVER_best_destroy
00000001993ddcac (__TEXT,__text) non-external (was a private external) _COVER_best_finish
00000001993ddc40 (__TEXT,__text) non-external (was a private external) _COVER_best_init
00000001993ddc98 (__TEXT,__text) non-external (was a private external) _COVER_best_start
00000001993ddc64 (__TEXT,__text) non-external (was a private external) _COVER_best_wait
00000001993ddac8 (__TEXT,__text) non-external (was a private external) _COVER_checkTotalCompressedSize
00000001993dda84 (__TEXT,__text) non-external (was a private external) _COVER_computeEpochs
00000001993ddd64 (__TEXT,__text) non-external (was a private external) _COVER_dictSelectionError
00000001993ddd94 (__TEXT,__text) non-external (was a private external) _COVER_dictSelectionFree
00000001993ddd70 (__TEXT,__text) non-external (was a private external) _COVER_dictSelectionIsError
00000001993ddd9c (__TEXT,__text) non-external (was a private external) _COVER_selectDict
00000001993dd9d8 (__TEXT,__text) non-external (was a private external) _COVER_sum
00000001993dda04 (__TEXT,__text) non-external (was a private external) _COVER_warnOnSmallCorpus
0000000199524d70 (__TEXT,__text) non-external _ChangeHolderFreeDocIds
000000019950ef14 (__TEXT,__text) non-external _CheckResolvedDocSet
0000000199447c50 (__TEXT,__text) non-external _CleanupWritableIndexes
                 (undefined) external _CloseStreamCompressor (from AppleFSCompression)
000000019937aad0 (__TEXT,__text) non-external _CompactIndexes
0000000199572504 (__TEXT,__text) non-external _CompactPositionsList
000000019937d3c0 (__TEXT,__text) non-external _ContentIndexCalculateSize
000000019937b674 (__TEXT,__text) non-external _ContentIndexChangePrefix
0000000199562f98 (__TEXT,__text) non-external _ContentIndexCloseIndexBulk_Step1
0000000199563d38 (__TEXT,__text) non-external _ContentIndexContainsContentByDocId
00000001995d4570 (__TEXT,__text) non-external _ContentIndexCopyQueryTerms
000000019932c5fc (__TEXT,__text) non-external _ContentIndexCreateNew
000000019930d9bc (__TEXT,__text) non-external _ContentIndexDocSetAppendIterators
0000000199516634 (__TEXT,__text) non-external _ContentIndexDocSetCleanupBorrowedChildren
00000001995154c8 (__TEXT,__text) non-external _ContentIndexDocSetComputeScore
0000000199508a08 (__TEXT,__text) non-external _ContentIndexDocSetContainsDocId
000000019931060c (__TEXT,__text) non-external _ContentIndexDocSetContainsPhrase
0000000199311828 (__TEXT,__text) non-external _ContentIndexDocSetContextRelease
0000000199508cd4 (__TEXT,__text) non-external _ContentIndexDocSetCreateAllWithPrototype
0000000199508dd4 (__TEXT,__text) non-external _ContentIndexDocSetCreateEmpty
000000019930d454 (__TEXT,__text) non-external _ContentIndexDocSetCreatePhraseIterators
0000000199507bb0 (__TEXT,__text) non-external _ContentIndexDocSetDispose
000000019939d9e4 (__TEXT,__text) non-external _ContentIndexDocSetEquals
0000000199508eb0 (__TEXT,__text) non-external _ContentIndexDocSetExceptLazy
000000019950a39c (__TEXT,__text) non-external _ContentIndexDocSetExceptLazy_Array
0000000199310d1c (__TEXT,__text) non-external _ContentIndexDocSetGrabBitVector
000000019950ab70 (__TEXT,__text) non-external _ContentIndexDocSetGrabConstrainingVector
00000001995086d8 (__TEXT,__text) non-external _ContentIndexDocSetHasWeights
000000019930c778 (__TEXT,__text) non-external _ContentIndexDocSetHash
000000019950839c (__TEXT,__text) non-external _ContentIndexDocSetIntersectionLazy
