00007ffb06707144 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00007ffb06707274 (__TEXT,__gcc_except_tab) non-external GCC_except_table160
00007ffb067072b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table183
00007ffb067072c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table219
00007ffb067072d8 (__TEXT,__gcc_except_tab) non-external GCC_except_table225
00007ffb067072ec (__TEXT,__gcc_except_tab) non-external GCC_except_table274
00007ffb067072fc (__TEXT,__gcc_except_tab) non-external GCC_except_table306
00007ffb06707348 (__TEXT,__gcc_except_tab) non-external GCC_except_table401
00007ffb0670735c (__TEXT,__gcc_except_tab) non-external GCC_except_table415
00007ffb0670736c (__TEXT,__gcc_except_tab) non-external GCC_except_table416
00007ffb06707380 (__TEXT,__gcc_except_tab) non-external GCC_except_table419
00007ffb06707394 (__TEXT,__gcc_except_tab) non-external GCC_except_table420
00007ffb067073b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table421
00007ffb067073dc (__TEXT,__gcc_except_tab) non-external GCC_except_table478
00007ffb06707400 (__TEXT,__gcc_except_tab) non-external GCC_except_table543
00007ffb06707174 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00007ffb067071b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table63
00007ffb067071dc (__TEXT,__gcc_except_tab) non-external GCC_except_table64
00007ffb067071f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table70
00007ffb06707204 (__TEXT,__gcc_except_tab) non-external GCC_except_table73
00007ffb066f0410 (__TEXT,__text) external _CCCacheDeleteDisablePurgeNotification
00007ffb066ef42f (__TEXT,__text) external _CCCacheDeleteEnablePurgeNotification
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesFlushCaches (from CoreFoundation)
                 (undefined) external _CFPreferencesSetAppValue (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFPropertyListIsValid (from CoreFoundation)
                 (undefined) external _CFPropertyListWrite (from CoreFoundation)
                 (undefined) external _CFReadStreamClose (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFURLCreateDataAndPropertiesFromResource (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithString (from CoreFoundation)
                 (undefined) external _CFURLWriteDataAndPropertiesToResource (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CFWriteStreamClose (from CoreFoundation)
                 (undefined) external _CFWriteStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFWriteStreamOpen (from CoreFoundation)
                 (undefined) weak external _CacheDeleteEnumerateRemovedFilesInDirectories (from CacheDelete)
                 (undefined) weak external _CacheDeleteInitPurgeMarker (from CacheDelete)
                 (undefined) weak external _CacheDeleteRegisterPurgeNotification (from CacheDelete)
00007ffb06706c78 (__TEXT,__const) non-external (was a private external) _CoreCaptureDaemonVersionNumber
00007ffb06706c40 (__TEXT,__const) non-external (was a private external) _CoreCaptureDaemonVersionString
00007ffb066b4eba (__TEXT,__text) external _CoreCaptureStart
00007ffb066d69e0 (__TEXT,__text) external _CoreCaptureStop
                 (undefined) external _IOAllowPowerChange (from IOKit)
                 (undefined) external _IOCFUnserialize (from IOKit)
                 (undefined) external _IOConnectCallAsyncStructMethod (from IOKit)
                 (undefined) external _IOConnectCallMethod (from IOKit)
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectMapMemory (from IOKit)
                 (undefined) external _IOConnectSetNotificationPort (from IOKit)
                 (undefined) external _IOConnectUnmapMemory (from IOKit)
                 (undefined) external _IODeregisterForSystemPower (from IOKit)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOMainPort (from IOKit)
                 (undefined) external _IONotificationPortCreate (from IOKit)
                 (undefined) external _IONotificationPortDestroy (from IOKit)
                 (undefined) external _IONotificationPortGetMachPort (from IOKit)
                 (undefined) external _IONotificationPortSetDispatchQueue (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IOObjectRetain (from IOKit)
                 (undefined) external _IORegisterForSystemPower (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetChildIterator (from IOKit)
                 (undefined) external _IORegistryEntryGetName (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IORegistryEntryIDMatching (from IOKit)
                 (undefined) external _IOReportAddChannelDescription (from libIOReport)
                 (undefined) external _IOReportCopyChannelsForDriver (from libIOReport)
                 (undefined) external _IOReportCreateAggregate (from libIOReport)
                 (undefined) external _IOReportCreateSamples (from libIOReport)
                 (undefined) external _IOReportCreateSamplesRaw (from libIOReport)
                 (undefined) external _IOReportCreateSubscription (from libIOReport)
                 (undefined) external _IOReportGetChannelCount (from libIOReport)
                 (undefined) external _IOReportMergeChannels (from libIOReport)
                 (undefined) external _IOServiceAddMatchingNotification (from IOKit)
                 (undefined) external _IOServiceClose (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceNameMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) weak external _OSAWriteLogForSubmission (from CrashReporterSupport)
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateWithAuditToken (from Security)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFCopySystemVersionDictionary (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
00007ffb066eee3a (__TEXT,__text) external __Z24CCSubmitLogToCrashTracerPKci
00007ffb066ef361 (__TEXT,__text) external __Z27CCSubmitBinaryToCrashTracerPKci
00007ffb066ff703 (__TEXT,__text) external __Z43NSJSONSerializationCreateDataWithJSONObjectPKvjPv
00007ffb43b411a8 (__DATA,__bss) non-external __ZL12gReleaseType
00007ffb066b532c (__TEXT,__text) non-external __ZL12getOsVersionPc
00007ffb43b411d8 (__DATA,__bss) non-external __ZL13gDeviceFusing
00007ffb43368df0 (__DATA_DIRTY,__bss) non-external __ZL13osTransaction
00007ffb066e7312 (__TEXT,__text) non-external __ZL14getCCSessionidPKcmS0_mP11CCTimestampS0_
00007ffb066f9346 (__TEXT,__text) non-external __ZL15add_ull_to_dictPKcyP14__CFDictionary
00007ffb43b411c1 (__DATA,__bss) non-external __ZL15gBootArgsParsed.0
00007ffb066f93c0 (__TEXT,__text) non-external __ZL16add_cstr_to_dictPKcPcP14__CFDictionary
00007ffb0670327a (__TEXT,__text) non-external __ZL17_StringForXPCTypePK11_xpc_type_s
00007ffb066f8bb2 (__TEXT,__text) non-external __ZL17writeMetadataFilePK14__CFDictionaryPK10__CFString
00007ffb066f9414 (__TEXT,__text) non-external __ZL18add_cftype_to_dictPKcPKvP14__CFDictionary
00007ffb43368de8 (__DATA_DIRTY,__bss) non-external __ZL18gPMConnectRootPort
00007ffb066d0a9a (__TEXT,__text) non-external __ZL19_captureTapCallbackP5CCTapPv
00007ffb067070d6 (__TEXT,__const) non-external __ZL19kSectionHeaderBlock
00007ffb066efd70 (__TEXT,__text) non-external __ZL19processRemovedFilesPK9__CFArray
00007ffb43b41088 (__DATA,__bss) non-external __ZL20monitoredDirectories
00007ffb066bc5c9 (__TEXT,__text) non-external __ZL21pruneDirectoryNDaysDoPKcill
00007ffb066e1f69 (__TEXT,__text) non-external __ZL22sortByModificationTimePKvS0_Pv
00007ffb066e7534 (__TEXT,__text) non-external __ZL28_logTapInterestCallback_dextPviPS_j
00007ffb066e74fe (__TEXT,__text) non-external __ZL28_logTapInterestCallback_kextPviPS_j
00007ffb43b41080 (__DATA,__bss) non-external __ZL28purgeNotificationInitialized
00007ffb066de63a (__TEXT,__text) non-external __ZL29_dataTapInterestCallback_dextPviPS_j
00007ffb066de604 (__TEXT,__text) non-external __ZL29_dataTapInterestCallback_kextPviPS_j
00007ffb066e7403 (__TEXT,__text) non-external __ZL40fillCaptureDescriptionStringFromMetaDataPcS_m11CCTimestampPKc
00007ffb066ef158 (__TEXT,__text) non-external __ZL8funcAddrPKc
00007ffb43b410a0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb066d827e (__TEXT,__text) external __ZN10CCDataFile13sendTelemetryEv
00007ffb066d7cce (__TEXT,__text) external __ZN10CCDataFile15openCaptureFileEPKcS1_11CCTimestamp
00007ffb066d7b88 (__TEXT,__text) external __ZN10CCDataFile16generateFileNameEPKc
00007ffb066d861e (__TEXT,__text) external __ZN10CCDataFile17withRegistryEntryEj
00007ffb066d7b1e (__TEXT,__text) non-external __ZN10CCDataFile17writeCommentEntryEPK13CCLogMetadataPKcmb
00007ffb066d7b7e (__TEXT,__text) external __ZN10CCDataFile21initWithRegistryEntryEj
00007ffb066d86a0 (__TEXT,__text) external __ZN10CCDataFile24resetTelemetryParametersEv
00007ffb066d784c (__TEXT,__text) external __ZN10CCDataFile6ccfreeEv
00007ffb066d7876 (__TEXT,__text) external __ZN10CCDataFile8openFileEPKc
00007ffb066d7b76 (__TEXT,__text) external __ZN10CCDataFile8rollFileEv
00007ffb066d7afa (__TEXT,__text) external __ZN10CCDataFile8writeLogEPK13CCLogMetadataPKcmS4_m
00007ffb066d7b32 (__TEXT,__text) external __ZN10CCDataFile9closeFileEv
00007ffb066d7838 (__TEXT,__text) non-external __ZN10CCDataFileD0Ev
00007ffb066d7832 (__TEXT,__text) non-external __ZN10CCDataFileD1Ev
00007ffb066d238c (__TEXT,__text) external __ZN11CCConfigure13notifyTimeoutEP18CCConfigureContextPKv
00007ffb066d359a (__TEXT,__text) external __ZN11CCConfigure13profileLoadedEv
00007ffb066d35a8 (__TEXT,__text) external __ZN11CCConfigure14profileRemovedEv
00007ffb066d25ae (__TEXT,__text) external __ZN11CCConfigure14watermarkLevelEP18CCConfigureContextPKv
00007ffb066d303c (__TEXT,__text) external __ZN11CCConfigure15setConsoleFlagsEP18CCConfigureContextPKv
00007ffb066d312e (__TEXT,__text) external __ZN11CCConfigure15setConsoleLevelEP18CCConfigureContextPKv
00007ffb066c67ba (__TEXT,__text) external __ZN11CCConfigure15withPipeMonitorEP13CCPipeMonitor
00007ffb066d07fe (__TEXT,__text) external __ZN11CCConfigure16captureDirectoryEP18CCConfigureContextPKv
00007ffb066cefec (__TEXT,__text) external __ZN11CCConfigure18applyConfigurationEPK14__CFDictionaryP18CCConfigureContext
00007ffb066d203c (__TEXT,__text) external __ZN11CCConfigure19configureLogOptionsEP18CCConfigureContextPKv
00007ffb066cef1a (__TEXT,__text) external __ZN11CCConfigure19initWithPipeMonitorEP13CCPipeMonitor
00007ffb066d29f2 (__TEXT,__text) external __ZN11CCConfigure20getLogTapWithContextEP18CCConfigureContext
00007ffb066d2a34 (__TEXT,__text) external __ZN11CCConfigure23findTapWithOwnerAndPipeEP18CCConfigureContext
00007ffb066d0cb6 (__TEXT,__text) external __ZN11CCConfigure27pipePipeCFDictionaryApplierEPKvS1_Pv
00007ffb066cfa02 (__TEXT,__text) external __ZN11CCConfigure28pipeOwnerCFDictionaryApplierEPKvS1_Pv
00007ffb066d2d36 (__TEXT,__text) external __ZN11CCConfigure29streamPipeCFDictionaryApplierEPKvS1_Pv
00007ffb066cf976 (__TEXT,__text) external __ZN11CCConfigure30streamOwnerCFDictionaryApplierEPKvS1_Pv
00007ffb066d2dc2 (__TEXT,__text) external __ZN11CCConfigure31streamStreamCFDictionaryApplierEPKvS1_Pv
00007ffb066d0ef2 (__TEXT,__text) external __ZN11CCConfigure32pipeConfigureCFDictionaryApplierEPKvS1_Pv
00007ffb066d2e36 (__TEXT,__text) external __ZN11CCConfigure34streamConfigureCFDictionaryApplierEPKvS1_Pv
00007ffb066cfffa (__TEXT,__text) external __ZN11CCConfigure35captureDirectoryCFDictionaryApplierEPKvS1_Pv
00007ffb066cfc32 (__TEXT,__text) external __ZN11CCConfigure36captureDictionaryCFDictionaryApplierEPKvS1_Pv
00007ffb066d2f8c (__TEXT,__text) external __ZN11CCConfigure41streamConfigureConsoleCFDictionaryApplierEPKvS1_Pv
00007ffb066d2edc (__TEXT,__text) external __ZN11CCConfigure45streamConfigureCoreCaptureCFDictionaryApplierEPKvS1_Pv
00007ffb066bd692 (__TEXT,__text) external __ZN11CCConfigure6ccfreeEv
00007ffb066d27d0 (__TEXT,__text) external __ZN11CCConfigure6policyEP18CCConfigureContextPKv
00007ffb066d1d9c (__TEXT,__text) external __ZN11CCConfigure7captureEP18CCConfigureContextPKv
00007ffb066d3214 (__TEXT,__text) external __ZN11CCConfigure8setFlagsEP18CCConfigureContextPKv
00007ffb066d34b4 (__TEXT,__text) external __ZN11CCConfigure8setLevelEP18CCConfigureContextPKv
00007ffb066cef66 (__TEXT,__text) external __ZN11CCConfigure9configureEPK14__CFDictionaryPK10__CFStringS5_P11CCTimestamp
00007ffb066cef48 (__TEXT,__text) external __ZN11CCConfigureC1Ev
00007ffb066cef30 (__TEXT,__text) external __ZN11CCConfigureC2Ev
00007ffb066bd6c2 (__TEXT,__text) external __ZN11CCConfigureD0Ev
00007ffb066cef14 (__TEXT,__text) external __ZN11CCConfigureD1Ev
00007ffb066cef60 (__TEXT,__text) external __ZN11CCConfigureD2Ev
00007ffb066e2bc4 (__TEXT,__text) external __ZN11CCFormatter13freeResourcesEv
00007ffb066c2b3e (__TEXT,__text) non-external __ZN11CCFormatter15writeFileFooterEv
00007ffb066c2aa6 (__TEXT,__text) non-external __ZN11CCFormatter15writeFileHeaderEv
00007ffb066c90b2 (__TEXT,__text) external __ZN11CCFormatter17withRegistryEntryEj
00007ffb066e2b72 (__TEXT,__text) external __ZN11CCFormatter17writeCommentEntryEPK13CCLogMetadataPKcm
00007ffb066e2b86 (__TEXT,__text) external __ZN11CCFormatter21initWithRegistryEntryEj
00007ffb066c1428 (__TEXT,__text) non-external __ZN11CCFormatter21registerWriteCallbackEP8CCObjectPFlS1_PvmE
00007ffb066c2f52 (__TEXT,__text) external __ZN11CCFormatter6ccfreeEv
00007ffb066c37c0 (__TEXT,__text) external __ZN11CCFormatter7doWriteEPvm
00007ffb066e2b6a (__TEXT,__text) non-external __ZN11CCFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00007ffb066e2ba4 (__TEXT,__text) external __ZN11CCFormatterC2Ev
00007ffb06706484 (__TEXT,__text) external __ZN11CCFormatterD0Ev
00007ffb0670647e (__TEXT,__text) external __ZN11CCFormatterD1Ev
00007ffb066e2bbc (__TEXT,__text) external __ZN11CCFormatterD2Ev
00007ffb066f122a (__TEXT,__text) external __ZN11CCXPCRemote12eventHandlerEP21xpc_remote_connectionPv
00007ffb066f227e (__TEXT,__text) external __ZN11CCXPCRemote13remoteCaptureEP11CCTimestampPc
00007ffb066c7194 (__TEXT,__text) external __ZN11CCXPCRemote13withConfigureEP11CCConfigure
00007ffb066f1f08 (__TEXT,__text) external __ZN11CCXPCRemote17connectionHandlerEPv
00007ffb066bacfc (__TEXT,__text) external __ZN11CCXPCRemote17initWithConfigureEP11CCConfigure
00007ffb066bd26e (__TEXT,__text) external __ZN11CCXPCRemote6ccfreeEv
00007ffb066bb024 (__TEXT,__text) external __ZN11CCXPCRemote6listenEv
00007ffb066f0620 (__TEXT,__text) external __ZN11CCXPCRemote7connectEv
00007ffb066f1eea (__TEXT,__text) external __ZN11CCXPCRemoteC1Ev
00007ffb066f1ed2 (__TEXT,__text) external __ZN11CCXPCRemoteC2Ev
00007ffb066bd2de (__TEXT,__text) external __ZN11CCXPCRemoteD0Ev
00007ffb066f0618 (__TEXT,__text) external __ZN11CCXPCRemoteD1Ev
00007ffb066f1f02 (__TEXT,__text) external __ZN11CCXPCRemoteD2Ev
00007ffb066c7d22 (__TEXT,__text) external __ZN12CCXPCService13freeResourcesEv
00007ffb066c6f98 (__TEXT,__text) external __ZN12CCXPCService15startXPCServiceEv
00007ffb066c7dba (__TEXT,__text) external __ZN12CCXPCService21handleConnectionEventEPv
00007ffb067033ce (__TEXT,__text) external __ZN12CCXPCService21handleIncomingMessageEP17_xpc_connection_sPv
00007ffb066c6f42 (__TEXT,__text) external __ZN12CCXPCService27withConfigureAndPipeMonitorEP11CCConfigureP13CCPipeMonitor
00007ffb066bab02 (__TEXT,__text) external __ZN12CCXPCService31initWithConfigureAndPipeMonitorEP11CCConfigureP13CCPipeMonitor
00007ffb066bd22c (__TEXT,__text) external __ZN12CCXPCService6ccfreeEv
00007ffb0670532c (__TEXT,__text) external __ZN12CCXPCServiceC1Ev
00007ffb06705314 (__TEXT,__text) external __ZN12CCXPCServiceC2Ev
00007ffb066bd258 (__TEXT,__text) external __ZN12CCXPCServiceD0Ev
00007ffb0670325a (__TEXT,__text) external __ZN12CCXPCServiceD1Ev
00007ffb06705344 (__TEXT,__text) external __ZN12CCXPCServiceD2Ev
00007ffb066ed464 (__TEXT,__text) external __ZN13CCPipeMonitor13profileLoadedEv
00007ffb066edc20 (__TEXT,__text) external __ZN13CCPipeMonitor14profileRemovedEv
00007ffb066ee1d0 (__TEXT,__text) external __ZN13CCPipeMonitor14quiesceAllTapsEv
00007ffb066c8438 (__TEXT,__text) external __ZN13CCPipeMonitor15stopPipeMonitorEv
00007ffb066b6a6e (__TEXT,__text) external __ZN13CCPipeMonitor16servicePublishedEj
00007ffb066ebd48 (__TEXT,__text) external __ZN13CCPipeMonitor16startPipeMonitorEv
00007ffb066ea8ee (__TEXT,__text) external __ZN13CCPipeMonitor17serviceTerminatedEj
00007ffb066ee18c (__TEXT,__text) external __ZN13CCPipeMonitor17setProfileMonitorEP16CCProfileMonitor
00007ffb066ee1a2 (__TEXT,__text) external __ZN13CCPipeMonitor21releaseProfileMonitorEv
00007ffb066ebcba (__TEXT,__text) external __ZN13CCPipeMonitor22withDictionaryAndQueueEP14__CFDictionaryP16dispatch_queue_s
00007ffb066bb80c (__TEXT,__text) external __ZN13CCPipeMonitor23cleanCaptureDirectoriesEv
00007ffb066ecefc (__TEXT,__text) external __ZN13CCPipeMonitor23findTapWithOwnerAndPipeEPK10__CFStringS2_
00007ffb066ec968 (__TEXT,__text) external __ZN13CCPipeMonitor23forEachTapWithDirectoryEPK10__CFStringPFvP5CCTapPvES5_
00007ffb066ee8ca (__TEXT,__text) external __ZN13CCPipeMonitor25resumeAllTapsFromQuiescedEv
00007ffb066ebd56 (__TEXT,__text) external __ZN13CCPipeMonitor26forEachTapWithOwnerAndPipeEPK10__CFStringS2_PFvP5CCTapPvES5_
00007ffb066eb52a (__TEXT,__text) external __ZN13CCPipeMonitor26initWithDictionaryAndQueueEP14__CFDictionaryP16dispatch_queue_s
00007ffb066bd6d6 (__TEXT,__text) external __ZN13CCPipeMonitor6ccfreeEv
00007ffb066c755a (__TEXT,__text) external __ZN13CCPipeMonitor8isActiveEd
00007ffb066c5472 (__TEXT,__text) non-external __ZN13CCPipeMonitorD0Ev
00007ffb066ea8d6 (__TEXT,__text) non-external __ZN13CCPipeMonitorD1Ev
00007ffb066ff278 (__TEXT,__text) external __ZN14CCRawFormatter17withRegistryEntryEj
00007ffb066ff25a (__TEXT,__text) external __ZN14CCRawFormatter21initWithRegistryEntryEj
00007ffb066ff24c (__TEXT,__text) external __ZN14CCRawFormatter25getFormatterFileExtensionEv
00007ffb066ff1ec (__TEXT,__text) external __ZN14CCRawFormatter6ccfreeEv
00007ffb066ff1f6 (__TEXT,__text) external __ZN14CCRawFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00007ffb066ff1d8 (__TEXT,__text) non-external __ZN14CCRawFormatterD0Ev
00007ffb066ff1d2 (__TEXT,__text) non-external __ZN14CCRawFormatterD1Ev
00007ffb066e8cf6 (__TEXT,__text) external __ZN15CCPipeInterface12waitForEventEPFvPviPS0_jES0_
00007ffb066ea2d6 (__TEXT,__text) external __ZN15CCPipeInterface13freeResourcesEv
00007ffb066ea2c6 (__TEXT,__text) non-external __ZN15CCPipeInterface14openUserClientEv
00007ffb066ea2ce (__TEXT,__text) non-external __ZN15CCPipeInterface15getUserClientIDEv
00007ffb066e9c4e (__TEXT,__text) external __ZN15CCPipeInterface16getDispatchQueueEv
00007ffb066e9852 (__TEXT,__text) external __ZN15CCPipeInterface16setDispatchQueueEv
00007ffb066ea69c (__TEXT,__text) external __ZN15CCPipeInterface17withRegistryEntryEjP5CCTap
00007ffb066b7a72 (__TEXT,__text) external __ZN15CCPipeInterface19setNotificationPortEv
00007ffb066e9c80 (__TEXT,__text) external __ZN15CCPipeInterface21initWithRegistryEntryEjP5CCTap
00007ffb066e9848 (__TEXT,__text) external __ZN15CCPipeInterface21isNotificationPortSetEv
00007ffb066e95d2 (__TEXT,__text) external __ZN15CCPipeInterface21wakeupTapLoopInternalEv
00007ffb066ea4e2 (__TEXT,__text) external __ZN15CCPipeInterface25cancelNotificationSourcesEv
00007ffb066e9c6e (__TEXT,__text) external __ZN15CCPipeInterface26getBackgroundDispatchQueueEv
00007ffb066be52c (__TEXT,__text) external __ZN15CCPipeInterface6ccfreeEv
00007ffb066ea67e (__TEXT,__text) external __ZN15CCPipeInterfaceC2Ev
00007ffb06706492 (__TEXT,__text) external __ZN15CCPipeInterfaceD0Ev
00007ffb0670648c (__TEXT,__text) external __ZN15CCPipeInterfaceD1Ev
00007ffb066ea696 (__TEXT,__text) external __ZN15CCPipeInterfaceD2Ev
00007ffb066ff854 (__TEXT,__text) external __ZN15CCTextFormatter14writeLogHeaderEPK13CCLogMetadata
00007ffb066c2ed2 (__TEXT,__text) external __ZN15CCTextFormatter15freeStreamTableEv
00007ffb06700336 (__TEXT,__text) external __ZN15CCTextFormatter15writeLogPayloadEPKcm
00007ffb066ffaac (__TEXT,__text) external __ZN15CCTextFormatter16getLogIdentifierEhPcm
