00000002679f74a8 (__TEXT,__text) external _BSDPClientCreate
00000002679f749c (__TEXT,__text) external _BSDPClientCreateWithInterface
00000002679f68b0 (__TEXT,__text) external _BSDPClientCreateWithInterfaceAndAttributes
00000002679f74bc (__TEXT,__text) external _BSDPClientFree
00000002679f7590 (__TEXT,__text) external _BSDPClientList
00000002679f7bd8 (__TEXT,__text) external _BSDPClientSelect
00000002679f6878 (__TEXT,__text) external _BSDPImageDescriptionIdentifierImageKind
00000002679f6840 (__TEXT,__text) external _BSDPImageDescriptionIdentifierIsInstall
00000002679f6804 (__TEXT,__text) external _BSDPImageDescriptionIdentifierIsServerLocal
00000002679f67c8 (__TEXT,__text) external _BSDPImageDescriptionIndexIsServerLocal
00000002679f8150 (__TEXT,__text) external _BSPPClientSelect
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strlcpy_chk (from libSystem)
                 (undefined) external __os_log_pack_fill (from libSystem)
                 (undefined) external __os_log_pack_size (from libSystem)
                 (undefined) external _arc4random (from libSystem)
                 (undefined) external _bcmp (from libSystem)
                 (undefined) external _bind (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _inet_aton (from libSystem)
                 (undefined) external _inet_ntoa (from libSystem)
                 (undefined) external _ioctl (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kSCCompAnyRegex (from SystemConfiguration)
                 (undefined) external _kSCDynamicStoreDomainState (from SystemConfiguration)
                 (undefined) external _kSCEntNetDHCP (from SystemConfiguration)
                 (undefined) external _kSCEntNetIPv4 (from SystemConfiguration)
                 (undefined) external _kSCNetworkInterfaceTypeIEEE80211 (from SystemConfiguration)
                 (undefined) external _kSCPropInterfaceName (from SystemConfiguration)
                 (undefined) external _kSCPropNetIPv4Addresses (from SystemConfiguration)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _recvfrom (from libSystem)
                 (undefined) external _sendto (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _socket (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _write (from libSystem)
