00007ff80cb68ee0 (__TEXT,__const) non-external _DOWNCASE_TBL
00007ff80cb5a2a4 (__TEXT,__text) non-external _nghttp2_hd_deflate_hd_bufs
00007ff80cb5eea1 (__TEXT,__text) external _nghttp2_hd_deflate_hd_vec
00007ff80cb567f8 (__TEXT,__text) non-external _nghttp2_hd_deflate_init2
00007ff80cb5f054 (__TEXT,__text) external _nghttp2_hd_deflate_new
00007ff80cb5f060 (__TEXT,__text) external _nghttp2_hd_deflate_new2
00007ff80cb5ed52 (__TEXT,__text) external _nghttp2_hd_inflate_change_table_size
00007ff80cb5f1ce (__TEXT,__text) external _nghttp2_hd_inflate_del
00007ff80cb5d83e (__TEXT,__text) external _nghttp2_hd_inflate_end_headers
00007ff80cb5e3bd (__TEXT,__text) non-external _nghttp2_hd_inflate_free
00007ff80cb5f27c (__TEXT,__text) external _nghttp2_hd_inflate_get_dynamic_table_size
00007ff80cb5f286 (__TEXT,__text) external _nghttp2_hd_inflate_get_max_dynamic_table_size
00007ff80cb5f264 (__TEXT,__text) external _nghttp2_hd_inflate_get_num_table_entries
00007ff80cb5f272 (__TEXT,__text) external _nghttp2_hd_inflate_get_table_entry
00007ff80cb5f0ef (__TEXT,__text) external _nghttp2_hd_inflate_hd
00007ff80cb5f0f9 (__TEXT,__text) external _nghttp2_hd_inflate_hd2
00007ff80cb5ccf4 (__TEXT,__text) non-external _nghttp2_hd_inflate_hd_nv
00007ff80cb5689f (__TEXT,__text) non-external _nghttp2_hd_inflate_init
00007ff80cb5f15c (__TEXT,__text) external _nghttp2_hd_inflate_new
00007ff80cb5f168 (__TEXT,__text) external _nghttp2_hd_inflate_new2
00007ff80cb5b88c (__TEXT,__text) non-external _nghttp2_hd_table_get
00007ff80cb63443 (__TEXT,__text) external _nghttp2_http2_strerror
00007ff80cb5fcd3 (__TEXT,__text) non-external _nghttp2_http_on_request_headers
00007ff80cb5d88b (__TEXT,__text) non-external _nghttp2_http_on_response_headers
00007ff80cb5f5d0 (__TEXT,__text) non-external _nghttp2_http_parse_priority
00007ff80cb5a0b3 (__TEXT,__text) non-external _nghttp2_http_record_request_method
00007ff80cb63053 (__TEXT,__text) non-external _nghttp2_increase_local_window_size
00007ff80cb607dd (__TEXT,__text) external _nghttp2_is_fatal
00007ff80cb571e0 (__TEXT,__text) non-external _nghttp2_iv_check
00007ff80cb574f9 (__TEXT,__text) non-external _nghttp2_map_find
00007ff80cb578ce (__TEXT,__text) non-external _nghttp2_nv_array_copy
00007ff80cb5ed01 (__TEXT,__text) external _nghttp2_nv_compare_name
00007ff80cb51be1 (__TEXT,__text) external _nghttp2_option_del
00007ff80cb51b02 (__TEXT,__text) external _nghttp2_option_new
00007ff80cb5e722 (__TEXT,__text) external _nghttp2_option_set_builtin_recv_extension_type
00007ff80cb5e76e (__TEXT,__text) external _nghttp2_option_set_max_deflate_dynamic_table_size
00007ff80cb5e789 (__TEXT,__text) external _nghttp2_option_set_max_outbound_ack
00007ff80cb5e6ef (__TEXT,__text) external _nghttp2_option_set_max_reserved_remote_streams
00007ff80cb5e761 (__TEXT,__text) external _nghttp2_option_set_max_send_header_block_length
00007ff80cb5e797 (__TEXT,__text) external _nghttp2_option_set_max_settings
00007ff80cb5e754 (__TEXT,__text) external _nghttp2_option_set_no_auto_ping_ack
00007ff80cb51b3b (__TEXT,__text) external _nghttp2_option_set_no_auto_window_update
00007ff80cb51b7c (__TEXT,__text) external _nghttp2_option_set_no_closed_streams
00007ff80cb51b62 (__TEXT,__text) external _nghttp2_option_set_no_http_messaging
00007ff80cb51b6f (__TEXT,__text) external _nghttp2_option_set_no_http_semantics
00007ff80cb5e6d5 (__TEXT,__text) external _nghttp2_option_set_no_recv_client_magic
00007ff80cb5e7b2 (__TEXT,__text) external _nghttp2_option_set_no_rfc9113_leading_and_trailing_ws_validation
00007ff80cb51b48 (__TEXT,__text) external _nghttp2_option_set_peer_max_concurrent_streams
00007ff80cb5e7a5 (__TEXT,__text) external _nghttp2_option_set_server_fallback_rfc7540_priorities
00007ff80cb5e6fc (__TEXT,__text) external _nghttp2_option_set_user_recv_extension_type
00007ff80cb56b0a (__TEXT,__text) non-external _nghttp2_outbound_item_free
00007ff80cb60689 (__TEXT,__text) external _nghttp2_pack_settings_payload
00007ff80cb5f298 (__TEXT,__text) non-external _nghttp2_pq_push
00007ff80cb5f40e (__TEXT,__text) non-external _nghttp2_pq_remove
00007ff80cb5f4d8 (__TEXT,__text) external _nghttp2_priority_spec_check_default
00007ff80cb578b1 (__TEXT,__text) external _nghttp2_priority_spec_default_init
00007ff80cb561f0 (__TEXT,__text) external _nghttp2_priority_spec_init
00007ff80cb558f4 (__TEXT,__text) external _nghttp2_rcbuf_decref
00007ff80cb5fd6b (__TEXT,__text) external _nghttp2_rcbuf_get_buf
00007ff80cb5b921 (__TEXT,__text) external _nghttp2_rcbuf_incref
00007ff80cb5fd79 (__TEXT,__text) external _nghttp2_rcbuf_is_static
00007ff80cb5b93e (__TEXT,__text) non-external _nghttp2_rcbuf_new
00007ff80cb5e550 (__TEXT,__text) external _nghttp2_select_next_protocol
00007ff80cb5dfed (__TEXT,__text) non-external _nghttp2_session_add_goaway
00007ff80cb57273 (__TEXT,__text) non-external _nghttp2_session_add_item
00007ff80cb61ab3 (__TEXT,__text) non-external _nghttp2_session_add_ping
00007ff80cb60db1 (__TEXT,__text) non-external _nghttp2_session_add_rst_stream
00007ff80cb56e1c (__TEXT,__text) non-external _nghttp2_session_add_settings
00007ff80cb57626 (__TEXT,__text) non-external _nghttp2_session_add_window_update
00007ff80cb61069 (__TEXT,__text) non-external _nghttp2_session_adjust_closed_stream
00007ff80cb590d5 (__TEXT,__text) non-external _nghttp2_session_adjust_idle_stream
00007ff80cb51bce (__TEXT,__text) external _nghttp2_session_callbacks_del
00007ff80cb51a1f (__TEXT,__text) external _nghttp2_session_callbacks_new
00007ff80cb51a59 (__TEXT,__text) external _nghttp2_session_callbacks_set_before_frame_send_callback
00007ff80cb5e67d (__TEXT,__text) external _nghttp2_session_callbacks_set_data_source_read_length_callback
00007ff80cb5e6c8 (__TEXT,__text) external _nghttp2_session_callbacks_set_error_callback
00007ff80cb55b05 (__TEXT,__text) external _nghttp2_session_callbacks_set_error_callback2
00007ff80cb5e687 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_begin_frame_callback
00007ff80cb51a81 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_begin_headers_callback
00007ff80cb51a9f (__TEXT,__text) external _nghttp2_session_callbacks_set_on_data_chunk_recv_callback
00007ff80cb5e6bb (__TEXT,__text) external _nghttp2_session_callbacks_set_on_extension_chunk_recv_callback
00007ff80cb55add (__TEXT,__text) external _nghttp2_session_callbacks_set_on_frame_not_send_callback
00007ff80cb51a8b (__TEXT,__text) external _nghttp2_session_callbacks_set_on_frame_recv_callback
00007ff80cb51ac3 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_frame_send_callback
00007ff80cb51a6b (__TEXT,__text) external _nghttp2_session_callbacks_set_on_header_callback
00007ff80cb5e655 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_header_callback2
00007ff80cb55ac5 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_invalid_frame_recv_callback
00007ff80cb55aef (__TEXT,__text) external _nghttp2_session_callbacks_set_on_invalid_header_callback
00007ff80cb5e669 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_invalid_header_callback2
00007ff80cb51ab7 (__TEXT,__text) external _nghttp2_session_callbacks_set_on_stream_close_callback
00007ff80cb5e6a1 (__TEXT,__text) external _nghttp2_session_callbacks_set_pack_extension_callback
00007ff80cb55ab1 (__TEXT,__text) external _nghttp2_session_callbacks_set_recv_callback
00007ff80cb5e673 (__TEXT,__text) external _nghttp2_session_callbacks_set_select_padding_callback
00007ff80cb51ad8 (__TEXT,__text) external _nghttp2_session_callbacks_set_send_callback
00007ff80cb51ae4 (__TEXT,__text) external _nghttp2_session_callbacks_set_send_data_callback
00007ff80cb5e6ae (__TEXT,__text) external _nghttp2_session_callbacks_set_unpack_extension_callback
00007ff80cb62fb8 (__TEXT,__text) external _nghttp2_session_change_extpri_stream_priority
00007ff80cb62e32 (__TEXT,__text) external _nghttp2_session_change_stream_priority
00007ff80cb6113c (__TEXT,__text) external _nghttp2_session_check_request_allowed
00007ff80cb62e25 (__TEXT,__text) external _nghttp2_session_check_server_session
00007ff80cb608df (__TEXT,__text) external _nghttp2_session_client_new
00007ff80cb51b98 (__TEXT,__text) external _nghttp2_session_client_new2
00007ff80cb60942 (__TEXT,__text) external _nghttp2_session_client_new3
00007ff80cb5da32 (__TEXT,__text) non-external _nghttp2_session_close_stream
00007ff80cb6275b (__TEXT,__text) external _nghttp2_session_consume
00007ff80cb55801 (__TEXT,__text) external _nghttp2_session_consume_connection
00007ff80cb55a0f (__TEXT,__text) external _nghttp2_session_consume_stream
00007ff80cb62eb9 (__TEXT,__text) external _nghttp2_session_create_idle_stream
00007ff80cb55fa9 (__TEXT,__text) external _nghttp2_session_del
00007ff80cb5dc00 (__TEXT,__text) non-external _nghttp2_session_destroy_stream
00007ff80cb62e04 (__TEXT,__text) external _nghttp2_session_find_stream
00007ff80cb62912 (__TEXT,__text) external _nghttp2_session_get_effective_local_window_size
00007ff80cb628ff (__TEXT,__text) external _nghttp2_session_get_effective_recv_data_length
00007ff80cb62f9e (__TEXT,__text) external _nghttp2_session_get_hd_deflate_dynamic_table_size
00007ff80cb62f91 (__TEXT,__text) external _nghttp2_session_get_hd_inflate_dynamic_table_size
00007ff80cb62df8 (__TEXT,__text) external _nghttp2_session_get_last_proc_stream_id
00007ff80cb629dc (__TEXT,__text) external _nghttp2_session_get_local_settings
00007ff80cb6291e (__TEXT,__text) external _nghttp2_session_get_local_window_size
00007ff80cb55c1c (__TEXT,__text) external _nghttp2_session_get_next_stream_id
00007ff80cb62842 (__TEXT,__text) external _nghttp2_session_get_outbound_queue_size
00007ff80cb62932 (__TEXT,__text) external _nghttp2_session_get_remote_settings
00007ff80cb51e16 (__TEXT,__text) external _nghttp2_session_get_remote_window_size
00007ff80cb62e1b (__TEXT,__text) external _nghttp2_session_get_root_stream
00007ff80cb62893 (__TEXT,__text) external _nghttp2_session_get_stream_effective_local_window_size
00007ff80cb6285d (__TEXT,__text) external _nghttp2_session_get_stream_effective_recv_data_length
00007ff80cb62d87 (__TEXT,__text) external _nghttp2_session_get_stream_local_close
00007ff80cb628c3 (__TEXT,__text) external _nghttp2_session_get_stream_local_window_size
00007ff80cb62dbd (__TEXT,__text) external _nghttp2_session_get_stream_remote_close
00007ff80cb51de0 (__TEXT,__text) external _nghttp2_session_get_stream_remote_window_size
00007ff80cb55d06 (__TEXT,__text) external _nghttp2_session_get_stream_user_data
00007ff80cb51ec1 (__TEXT,__text) external _nghttp2_session_mem_recv
00007ff80cb61178 (__TEXT,__text) external _nghttp2_session_mem_send
00007ff80cb57aa2 (__TEXT,__text) non-external _nghttp2_session_mem_send_internal
00007ff80cb5d931 (__TEXT,__text) non-external _nghttp2_session_on_data_received
00007ff80cb5bf38 (__TEXT,__text) non-external _nghttp2_session_on_settings_received
00007ff80cb59842 (__TEXT,__text) non-external _nghttp2_session_open_stream
00007ff80cb61430 (__TEXT,__text) non-external _nghttp2_session_pack_data
00007ff80cb61321 (__TEXT,__text) non-external _nghttp2_session_predicate_data_send
00007ff80cb55d6b (__TEXT,__text) external _nghttp2_session_recv
00007ff80cb60a31 (__TEXT,__text) non-external _nghttp2_session_reprioritize_stream
00007ff80cb56183 (__TEXT,__text) external _nghttp2_session_resume_data
00007ff80cb51e2b (__TEXT,__text) external _nghttp2_session_send
00007ff80cb6097e (__TEXT,__text) external _nghttp2_session_server_new
00007ff80cb609f0 (__TEXT,__text) external _nghttp2_session_server_new2
00007ff80cb609b7 (__TEXT,__text) external _nghttp2_session_server_new3
00007ff80cb51c07 (__TEXT,__text) external _nghttp2_session_set_local_window_size
00007ff80cb55c36 (__TEXT,__text) external _nghttp2_session_set_next_stream_id
00007ff80cb55ec3 (__TEXT,__text) external _nghttp2_session_set_stream_user_data
00007ff80cb62fab (__TEXT,__text) external _nghttp2_session_set_user_data
00007ff80cb55f8e (__TEXT,__text) external _nghttp2_session_terminate_session
00007ff80cb608d3 (__TEXT,__text) external _nghttp2_session_terminate_session2
00007ff80cb611ed (__TEXT,__text) non-external _nghttp2_session_update_recv_connection_window_size
00007ff80cb6127e (__TEXT,__text) non-external _nghttp2_session_update_recv_stream_window_size
00007ff80cb62a84 (__TEXT,__text) external _nghttp2_session_upgrade
00007ff80cb62d0b (__TEXT,__text) external _nghttp2_session_upgrade2
00007ff80cb62aec (__TEXT,__text) non-external _nghttp2_session_upgrade_internal
00007ff80cb55d33 (__TEXT,__text) external _nghttp2_session_want_read
00007ff80cb51d57 (__TEXT,__text) external _nghttp2_session_want_write
00007ff80cb51af8 (__TEXT,__text) external _nghttp2_set_debug_vprintf_callback
00007ff80cb5e9a2 (__TEXT,__text) non-external _nghttp2_stream_dep_add_subtree
00007ff80cb5dd91 (__TEXT,__text) non-external _nghttp2_stream_dep_remove
00007ff80cb5ea07 (__TEXT,__text) non-external _nghttp2_stream_dep_remove_subtree
00007ff80cb5eb17 (__TEXT,__text) external _nghttp2_stream_get_first_child
00007ff80cb5eb03 (__TEXT,__text) external _nghttp2_stream_get_next_sibling
00007ff80cb5eaf9 (__TEXT,__text) external _nghttp2_stream_get_parent
00007ff80cb5eb0d (__TEXT,__text) external _nghttp2_stream_get_previous_sibling
00007ff80cb5ea99 (__TEXT,__text) external _nghttp2_stream_get_state
00007ff80cb5eb39 (__TEXT,__text) external _nghttp2_stream_get_stream_id
00007ff80cb5eb2d (__TEXT,__text) external _nghttp2_stream_get_sum_dependency_weight
00007ff80cb5eb21 (__TEXT,__text) external _nghttp2_stream_get_weight
00007ff80cb630b2 (__TEXT,__text) external _nghttp2_strerror
00007ff80cb600eb (__TEXT,__text) external _nghttp2_submit_altsvc
00007ff80cb55941 (__TEXT,__text) external _nghttp2_submit_data
00007ff80cb60701 (__TEXT,__text) external _nghttp2_submit_extension
00007ff80cb5ff05 (__TEXT,__text) external _nghttp2_submit_goaway
00007ff80cb5585b (__TEXT,__text) external _nghttp2_submit_headers
00007ff80cb602a7 (__TEXT,__text) external _nghttp2_submit_origin
00007ff80cb5fddd (__TEXT,__text) external _nghttp2_submit_ping
00007ff80cb5fdea (__TEXT,__text) external _nghttp2_submit_priority
00007ff80cb604c2 (__TEXT,__text) external _nghttp2_submit_priority_update
00007ff80cb5ff6c (__TEXT,__text) external _nghttp2_submit_push_promise
00007ff80cb55c73 (__TEXT,__text) external _nghttp2_submit_request
00007ff80cb60632 (__TEXT,__text) external _nghttp2_submit_response
00007ff80cb5feec (__TEXT,__text) external _nghttp2_submit_rst_stream
00007ff80cb51bf0 (__TEXT,__text) external _nghttp2_submit_settings
00007ff80cb5ff29 (__TEXT,__text) external _nghttp2_submit_shutdown_notice
00007ff80cb5fda1 (__TEXT,__text) external _nghttp2_submit_trailer
00007ff80cb55b20 (__TEXT,__text) external _nghttp2_submit_window_update
00007ff80cb5fd88 (__TEXT,__text) external _nghttp2_version
00007ff80cb5e2cd (__TEXT,__text) non-external _ob_q_free
00007ff80cb5f56e (__TEXT,__text) non-external _parse_uint
                 (undefined) external _realloc (from libSystem)
00007ff80cb5e5b3 (__TEXT,__text) non-external _select_next_protocol
00007ff80cb591b8 (__TEXT,__text) non-external _session_after_frame_sent1
00007ff80cb5967c (__TEXT,__text) non-external _session_after_frame_sent2
00007ff80cb61c04 (__TEXT,__text) non-external _session_call_error_callback
00007ff80cb5be20 (__TEXT,__text) non-external _session_call_select_padding
00007ff80cb5e180 (__TEXT,__text) non-external _session_close_stream_on_goaway
00007ff80cb613b4 (__TEXT,__text) non-external _session_defer_stream_item
00007ff80cb60f4d (__TEXT,__text) non-external _session_detach_stream_item
00007ff80cb618d4 (__TEXT,__text) non-external _session_handle_invalid_connection
00007ff80cb6193b (__TEXT,__text) non-external _session_handle_invalid_stream2
00007ff80cb5bdbb (__TEXT,__text) non-external _session_headers_add_pad
00007ff80cb56bd3 (__TEXT,__text) non-external _session_inbound_frame_reset
00007ff80cb5975f (__TEXT,__text) non-external _session_is_closing
00007ff80cb56205 (__TEXT,__text) non-external _session_new
00007ff80cb607f0 (__TEXT,__text) non-external _session_ob_data_push
00007ff80cb60fbe (__TEXT,__text) non-external _session_ob_data_remove
00007ff80cb5c862 (__TEXT,__text) non-external _session_process_headers_frame
00007ff80cb62291 (__TEXT,__text) non-external _session_process_ping_frame
00007ff80cb61dc8 (__TEXT,__text) non-external _session_process_priority_frame
00007ff80cb6253b (__TEXT,__text) non-external _session_process_priority_update_frame
00007ff80cb62083 (__TEXT,__text) non-external _session_process_push_promise_frame
00007ff80cb61f8e (__TEXT,__text) non-external _session_process_rst_stream_frame
00007ff80cb6233a (__TEXT,__text) non-external _session_process_window_update_frame
00007ff80cb61a34 (__TEXT,__text) non-external _session_resume_deferred_stream_item
00007ff80cb5df72 (__TEXT,__text) non-external _session_terminate_session
00007ff80cb597b1 (__TEXT,__text) non-external _session_update_consumed_size
00007ff80cb61ba4 (__TEXT,__text) non-external _session_update_stream_priority
00007ff80cb5f90d (__TEXT,__text) non-external _sf_parse_bare_item
00007ff80cb5f8c0 (__TEXT,__text) non-external _sf_parse_item
00007ff80cb5f7c3 (__TEXT,__text) non-external _sf_parse_key
00007ff80cb5f819 (__TEXT,__text) non-external _sf_parse_params
00007ff80cb5fc5c (__TEXT,__text) non-external _sf_parse_token
00007ff8425f2870 (__DATA,__const) non-external _static_table
00007ff80cb5e7c1 (__TEXT,__text) non-external _stream_less
00007ff80cb6091c (__TEXT,__text) non-external _stream_less.191
00007ff80cb5e91a (__TEXT,__text) non-external _stream_obq_move
00007ff80cb5e7e8 (__TEXT,__text) non-external _stream_obq_push
00007ff80cb5e884 (__TEXT,__text) non-external _stream_obq_remove
                 (undefined) external _strlen (from libSystem)
00007ff80cb576d4 (__TEXT,__text) non-external _submit_headers_shared_nva
00007ff8425f4788 (__DATA,__data) non-external _version
                 (undefined) external _vsnprintf (from libSystem)
