00007ff80a0dbfc4 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff80a0dbf7c (__TEXT,__gcc_except_tab) non-external GCC_except_table10
00007ff80a0dbfb0 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff80a0dbf9c (__TEXT,__gcc_except_tab) non-external GCC_except_table25
00007ff80a0dbf68 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
00007ff80a0dbfec (__TEXT,__gcc_except_tab) non-external GCC_except_table8
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFMachPortSetInvalidationCallBack (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithID (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetID (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
00007ff80a0973ea (__TEXT,__text) non-external (was a private external) _CVAddAtomic
00007ff80a0bfdad (__TEXT,__text) non-external (was a private external) _CVAtomicCompareAndSwapPtrBarrier
00007ff80a0bfd5d (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
00007ff80a097c30 (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
00007ff80a0b5990 (__TEXT,__text) external _CVBufferCopyAttachment
00007ff80a0b5961 (__TEXT,__text) external _CVBufferCopyAttachments
00007ff80a0b592d (__TEXT,__text) external _CVBufferDumpToQTES
00007ff80a095218 (__TEXT,__text) external _CVBufferGetAttachment
00007ff80a0952ca (__TEXT,__text) external _CVBufferGetAttachments
00007ff80a0b59c4 (__TEXT,__text) external _CVBufferHasAttachment
00007ff80a095312 (__TEXT,__text) external _CVBufferPropagateAttachments
00007ff80a09ce41 (__TEXT,__text) external _CVBufferRelease
00007ff80a09793c (__TEXT,__text) external _CVBufferRemoveAllAttachments
00007ff80a094620 (__TEXT,__text) external _CVBufferRemoveAttachment
00007ff80a09ce21 (__TEXT,__text) external _CVBufferRetain
00007ff80a094cf0 (__TEXT,__text) external _CVBufferSetAttachment
00007ff80a0958a7 (__TEXT,__text) external _CVBufferSetAttachments
00007ff80a0b719d (__TEXT,__text) non-external (was a private external) _CVCFDictionaryMergeDictionaryInPlace
00007ff80a095f27 (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
00007ff80a092dee (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
00007ff80a096579 (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
00007ff80a0b7313 (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestString
00007ff80a0b7392 (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestStringFromData
00007ff80a0b8724 (__TEXT,__text) external _CVDEBUGPixelBufferGlobalCacheGetColorSpace
00007ff80a0b8731 (__TEXT,__text) external _CVDEBUGPixelBufferGlobalCacheGetPropertyList
00007ff80a0a4956 (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
00007ff80a0a4c75 (__TEXT,__text) external _CVDataBufferDecrementUseCountForCategory
00007ff80a0a4936 (__TEXT,__text) external _CVDataBufferGetDataFormatType
00007ff80a0a48f6 (__TEXT,__text) external _CVDataBufferGetDataSize
00007ff80a0a48a5 (__TEXT,__text) external _CVDataBufferGetIOSurface
00007ff80a0a4916 (__TEXT,__text) external _CVDataBufferGetPixelFormatType
00007ff80a097539 (__TEXT,__text) external _CVDataBufferGetTypeID
00007ff80a0a4c42 (__TEXT,__text) external _CVDataBufferIncrementUseCountForCategory
00007ff80a0a3609 (__TEXT,__text) external _CVDataBufferPoolCreate
00007ff80a0a3701 (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
00007ff80a0a3758 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
00007ff80a0a38ca (__TEXT,__text) external _CVDataBufferPoolFlush
00007ff80a0a3698 (__TEXT,__text) external _CVDataBufferPoolGetAttributes
00007ff80a0a36e5 (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
00007ff80a0a3976 (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
00007ff80a0a2537 (__TEXT,__text) external _CVDataBufferPoolGetTypeID
00007ff80a0a38a8 (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
00007ff80a0a37bb (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
00007ff80a0a37fb (__TEXT,__text) external _CVDataBufferPoolScanIOSurfacesWithOptions
00007ff80a0a3922 (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
00007ff80a0a39af (__TEXT,__text) external _CVDataBufferPoolTakeOwnershipOfIOSurface
00007ff80a097702 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
00007ff80a0bfd6f (__TEXT,__text) non-external (was a private external) _CVDecrementAtomicCounter
00007ff80a0b7287 (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
00007ff80a09daa2 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
00007ff80a09d60e (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
00007ff80a091ecc (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
00007ff80a0b6f66 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
00007ff80a09db28 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
00007ff80a0b71ba (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
00007ff80a0b7220 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
00007ff80a08a914 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
00007ff80a09e470 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
00007ff80a08a988 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
00007ff80a0c5c4b (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
00007ff80a0c5a2c (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
00007ff80a0c599e (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
00007ff80a08cb28 (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
00007ff80a0c5bc6 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
00007ff80a0c5ca4 (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
00007ff80a08cbc0 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
00007ff80a08c0c0 (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
00007ff80a0c5be5 (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
00007ff80a08aad7 (__TEXT,__text) external _CVDisplayLinkGetTypeID
00007ff80a09ed92 (__TEXT,__text) external _CVDisplayLinkIsRunning
00007ff80a09935e (__TEXT,__text) external _CVDisplayLinkRelease
00007ff80a0ad45a (__TEXT,__text) external _CVDisplayLinkRetain
00007ff80a08bf4e (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
00007ff80a0c5a36 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
00007ff80a0c5c6f (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
00007ff80a0c5cfa (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
00007ff80a08b28b (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
00007ff80a09e362 (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
00007ff80a09e3f8 (__TEXT,__text) external _CVDisplayLinkSetPaused
00007ff80a0c5cc3 (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
00007ff80a08b336 (__TEXT,__text) external _CVDisplayLinkStart
00007ff80a08b512 (__TEXT,__text) external _CVDisplayLinkStop
00007ff80a0c5c11 (__TEXT,__text) external _CVDisplayLinkTranslateTime
00007ff80a097711 (__TEXT,__text) external _CVGetCurrentHostTime
00007ff80a0ac723 (__TEXT,__text) external _CVGetHostClockFrequency
00007ff80a0ac745 (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
00007ff80a0b741c (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
00007ff80a0be06a (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
00007ff80a0b6ee8 (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
00007ff80a098016 (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
00007ff80a0b7905 (__TEXT,__text) external _CVImageBufferDeleteImageTexture
00007ff80a0b785a (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
00007ff80a0b76cd (__TEXT,__text) external _CVImageBufferGetCleanRect
00007ff80a09ecb0 (__TEXT,__text) external _CVImageBufferGetColorSpace
00007ff80a0b76a9 (__TEXT,__text) external _CVImageBufferGetDisplaySize
00007ff80a0b7684 (__TEXT,__text) external _CVImageBufferGetEncodedSize
00007ff80a0b79ce (__TEXT,__text) external _CVImageBufferGetPixelFormatType
00007ff80a0b7a24 (__TEXT,__text) external _CVImageBufferHasCleanRect
00007ff80a0b79f9 (__TEXT,__text) external _CVImageBufferIsFlipped
00007ff80a0b7961 (__TEXT,__text) external _CVImageBufferProvideImageData
00007ff80a0b788a (__TEXT,__text) external _CVImageBufferProvideImageTexture
00007ff80a0b7756 (__TEXT,__text) external _CVImageBufferSetCleanAperture
00007ff80a0b770b (__TEXT,__text) external _CVImageBufferSetColorSpace
00007ff80a0b7820 (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
00007ff80a0b77af (__TEXT,__text) external _CVImageBufferSetFieldCount
00007ff80a0b77e6 (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
00007ff80a0923de (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
00007ff80a0bfd8d (__TEXT,__text) non-external (was a private external) _CVIncrementAtomicCounter
00007ff80a0b6887 (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
00007ff80a0b742c (__TEXT,__text) non-external (was a private external) _CVIsPixelFormatCompressed
00007ff80a08cece (__TEXT,__text) external _CVKTraceInit
00007ff80a0b6f25 (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
00007ff80a0c592e (__TEXT,__text) non-external (was a private external) _CVMTLBufferCreate
00007ff80a096ef8 (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
00007ff80a0bfdbe (__TEXT,__text) non-external (was a private external) _CVMemoryBarrier
00007ff80a0b854e (__TEXT,__text) external _CVMetalBufferCacheCreate
00007ff80a0b856b (__TEXT,__text) external _CVMetalBufferCacheCreateBufferFromImage
00007ff80a0b8638 (__TEXT,__text) external _CVMetalBufferCacheFlush
00007ff80a0b86c8 (__TEXT,__text) external _CVMetalBufferCacheGetFreeBackings
00007ff80a0ac765 (__TEXT,__text) external _CVMetalBufferCacheGetTypeID
00007ff80a0b866c (__TEXT,__text) external _CVMetalBufferCacheGetUsedBackings
00007ff80a0b36da (__TEXT,__text) external _CVMetalBufferGetBuffer
00007ff80a0b512d (__TEXT,__text) external _CVMetalBufferGetTypeID
00007ff80a0bf273 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
00007ff80a0bf292 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
00007ff80a0958da (__TEXT,__text) external _CVMetalTextureCacheCreate
00007ff80a09646c (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
00007ff80a0ad31a (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromSliceOfImage
00007ff80a0ad425 (__TEXT,__text) external _CVMetalTextureCacheFlush
00007ff80a09654b (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
00007ff80a0bf2b1 (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
00007ff80a0bf1d7 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
00007ff80a0bf212 (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
00007ff80a0bf192 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
00007ff80a097586 (__TEXT,__text) external _CVMetalTextureGetTexture
00007ff80a0975d7 (__TEXT,__text) external _CVMetalTextureGetTypeID
00007ff80a0bf1b7 (__TEXT,__text) external _CVMetalTextureIsFlipped
00007ff80a091cc3 (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
00007ff80a0bae2d (__TEXT,__text) external _CVOpenGLBufferAttach
00007ff80a0baeb1 (__TEXT,__text) external _CVOpenGLBufferCreate
00007ff80a0baf89 (__TEXT,__text) external _CVOpenGLBufferGetAttributes
00007ff80a0bafea (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
00007ff80a0bafa9 (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
00007ff80a0bafc9 (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
00007ff80a0974a9 (__TEXT,__text) external _CVOpenGLBufferGetTypeID
00007ff80a0c3f58 (__TEXT,__text) external _CVOpenGLBufferPoolCreate
00007ff80a0c4025 (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
00007ff80a0c3fbc (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
00007ff80a0c4009 (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
00007ff80a0b4c4d (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
00007ff80a0b4c3c (__TEXT,__text) external _CVOpenGLBufferPoolRelease
00007ff80a0b4c1c (__TEXT,__text) external _CVOpenGLBufferPoolRetain
00007ff80a0a67c6 (__TEXT,__text) external _CVOpenGLBufferRelease
00007ff80a0a67a6 (__TEXT,__text) external _CVOpenGLBufferRetain
00007ff80a0c5f1f (__TEXT,__text) external _CVOpenGLTextureBackingImage
00007ff80a0c5f3e (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
00007ff80a0a4ca8 (__TEXT,__text) external _CVOpenGLTextureCacheCreate
00007ff80a0a4da9 (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
00007ff80a0a4dc6 (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
00007ff80a0a4e97 (__TEXT,__text) external _CVOpenGLTextureCacheFlush
00007ff80a0b3a25 (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
00007ff80a0b3a14 (__TEXT,__text) external _CVOpenGLTextureCacheRelease
00007ff80a0b39f4 (__TEXT,__text) external _CVOpenGLTextureCacheRetain
00007ff80a0c036d (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
00007ff80a0c5f7c (__TEXT,__text) external _CVOpenGLTextureCopyBacking
00007ff80a0c5e83 (__TEXT,__text) external _CVOpenGLTextureGetBounds
00007ff80a0c5f5d (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
00007ff80a0c5de7 (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
00007ff80a0c5e22 (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
00007ff80a0c5d82 (__TEXT,__text) external _CVOpenGLTextureGetName
00007ff80a0c5da2 (__TEXT,__text) external _CVOpenGLTextureGetSize
00007ff80a0c5d31 (__TEXT,__text) external _CVOpenGLTextureGetTarget
00007ff80a0974f1 (__TEXT,__text) external _CVOpenGLTextureGetTypeID
00007ff80a0c5dc7 (__TEXT,__text) external _CVOpenGLTextureIsFlipped
00007ff80a0abac2 (__TEXT,__text) external _CVOpenGLTextureRelease
00007ff80a0abaa2 (__TEXT,__text) external _CVOpenGLTextureRetain
00007ff80a0be074 (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
00007ff80a0bf101 (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
00007ff80a0bcc55 (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
00007ff80a09e4b4 (__TEXT,__text) external _CVPixelBufferCreate
00007ff80a0bdd46 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
00007ff80a0995d0 (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
00007ff80a0bb474 (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
00007ff80a0bb00a (__TEXT,__text) external _CVPixelBufferCreateWithBytes
00007ff80a08cbf7 (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
00007ff80a0bc1ca (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
00007ff80a0bc6ad (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
00007ff80a0bb223 (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
00007ff80a0bf15f (__TEXT,__text) external _CVPixelBufferDecrementUseCountForCategory
00007ff80a0bdf6d (__TEXT,__text) external _CVPixelBufferDrawColorBars
00007ff80a0bcbd4 (__TEXT,__text) external _CVPixelBufferFillExtendedPixels
00007ff80a0bcc35 (__TEXT,__text) external _CVPixelBufferGetAttributes
00007ff80a09ec64 (__TEXT,__text) external _CVPixelBufferGetBaseAddress
00007ff80a094a7c (__TEXT,__text) external _CVPixelBufferGetBaseAddressOfPlane
00007ff80a09ce04 (__TEXT,__text) external _CVPixelBufferGetBufferBacking
00007ff80a09e494 (__TEXT,__text) external _CVPixelBufferGetBytesPerRow
00007ff80a094b0e (__TEXT,__text) external _CVPixelBufferGetBytesPerRowOfPlane
00007ff80a0bcbb4 (__TEXT,__text) external _CVPixelBufferGetDataSize
00007ff80a0949ba (__TEXT,__text) external _CVPixelBufferGetExtendedPixels
00007ff80a0bdf83 (__TEXT,__text) external _CVPixelBufferGetFixedPointFractionalBits
00007ff80a0bdfc5 (__TEXT,__text) external _CVPixelBufferGetFixedPointIntegerBits
00007ff80a0be03c (__TEXT,__text) external _CVPixelBufferGetFixedPointPaddingBits
00007ff80a0be00e (__TEXT,__text) external _CVPixelBufferGetFixedPointSignBits
00007ff80a09494e (__TEXT,__text) external _CVPixelBufferGetHeight
00007ff80a094b8a (__TEXT,__text) external _CVPixelBufferGetHeightOfPlane
00007ff80a0951f8 (__TEXT,__text) external _CVPixelBufferGetIOSurface
00007ff80a09497c (__TEXT,__text) external _CVPixelBufferGetPixelFormatType
00007ff80a0948f2 (__TEXT,__text) external _CVPixelBufferGetPlaneCount
00007ff80a08a8cd (__TEXT,__text) external _CVPixelBufferGetTypeID
00007ff80a094920 (__TEXT,__text) external _CVPixelBufferGetWidth
00007ff80a096406 (__TEXT,__text) external _CVPixelBufferGetWidthOfPlane
00007ff80a0bf12c (__TEXT,__text) external _CVPixelBufferIncrementUseCountForCategory
00007ff80a0bcc91 (__TEXT,__text) external _CVPixelBufferIsCompatibleWithAttributes
00007ff80a09ec30 (__TEXT,__text) external _CVPixelBufferIsPlanar
00007ff80a094434 (__TEXT,__text) external _CVPixelBufferLockBaseAddress
