
/Volumes/macOS Mojave/usr/lib/libsandbox.1.dylib (for architecture x86_64):
0000000000045138 (__DATA,__data) non-external _.compoundliteral
0000000000043530 (__DATA,__const) non-external _.compoundliteral.354
0000000000043550 (__DATA,__const) non-external _.compoundliteral.355
0000000000043598 (__DATA,__const) non-external _.compoundliteral.356
00000000000435b8 (__DATA,__const) non-external _.compoundliteral.357
0000000000043600 (__DATA,__const) non-external _.compoundliteral.358
0000000000043620 (__DATA,__const) non-external _.compoundliteral.359
0000000000043668 (__DATA,__const) non-external _.compoundliteral.361
0000000000043698 (__DATA,__const) non-external _.compoundliteral.362
00000000000436e0 (__DATA,__const) non-external _.compoundliteral.363
0000000000043708 (__DATA,__const) non-external _.compoundliteral.364
0000000000043750 (__DATA,__const) non-external _.compoundliteral.365
0000000000043778 (__DATA,__const) non-external _.compoundliteral.366
00000000000437c0 (__DATA,__const) non-external _.compoundliteral.369
0000000000043810 (__DATA,__const) non-external _.compoundliteral.370
0000000000043858 (__DATA,__const) non-external _.compoundliteral.371
00000000000438a8 (__DATA,__const) non-external _.compoundliteral.372
00000000000438f0 (__DATA,__const) non-external _.compoundliteral.373
0000000000043940 (__DATA,__const) non-external _.compoundliteral.374
0000000000043988 (__DATA,__const) non-external _.compoundliteral.375
00000000000439d8 (__DATA,__const) non-external _.compoundliteral.376
0000000000043a20 (__DATA,__const) non-external _.compoundliteral.378
0000000000043a48 (__DATA,__const) non-external _.compoundliteral.379
0000000000043a90 (__DATA,__const) non-external _.compoundliteral.380
0000000000043ab8 (__DATA,__const) non-external _.compoundliteral.381
0000000000043b00 (__DATA,__const) non-external _.compoundliteral.382
0000000000043b28 (__DATA,__const) non-external _.compoundliteral.383
0000000000043b70 (__DATA,__const) non-external _.compoundliteral.384
0000000000043b98 (__DATA,__const) non-external _.compoundliteral.385
0000000000043be0 (__DATA,__const) non-external _.compoundliteral.386
0000000000043c00 (__DATA,__const) non-external _.compoundliteral.387
0000000000043c48 (__DATA,__const) non-external _.compoundliteral.388
0000000000043c68 (__DATA,__const) non-external _.compoundliteral.389
0000000000043cb0 (__DATA,__const) non-external _.compoundliteral.390
0000000000043cd8 (__DATA,__const) non-external _.compoundliteral.391
0000000000043d20 (__DATA,__const) non-external _.compoundliteral.392
0000000000043d48 (__DATA,__const) non-external _.compoundliteral.393
0000000000043d90 (__DATA,__const) non-external _.compoundliteral.394
0000000000043db8 (__DATA,__const) non-external _.compoundliteral.395
0000000000043e00 (__DATA,__const) non-external _.compoundliteral.396
0000000000043e38 (__DATA,__const) non-external _.compoundliteral.399
0000000000043e90 (__DATA,__const) non-external _.compoundliteral.400
0000000000043ec8 (__DATA,__const) non-external _.compoundliteral.401
0000000000043f20 (__DATA,__const) non-external _.compoundliteral.402
0000000000043f40 (__DATA,__const) non-external _.compoundliteral.403
0000000000043f88 (__DATA,__const) non-external _.compoundliteral.404
0000000000043fa8 (__DATA,__const) non-external _.compoundliteral.405
0000000000043ff0 (__DATA,__const) non-external _.compoundliteral.406
0000000000044018 (__DATA,__const) non-external _.compoundliteral.407
0000000000044060 (__DATA,__const) non-external _.compoundliteral.408
0000000000044088 (__DATA,__const) non-external _.compoundliteral.409
00000000000440d0 (__DATA,__const) non-external _.compoundliteral.410
00000000000440f0 (__DATA,__const) non-external _.compoundliteral.411
0000000000044138 (__DATA,__const) non-external _.compoundliteral.412
0000000000044160 (__DATA,__const) non-external _.compoundliteral.413
00000000000441a8 (__DATA,__const) non-external _.compoundliteral.414
00000000000441d0 (__DATA,__const) non-external _.compoundliteral.415
0000000000044218 (__DATA,__const) non-external _.compoundliteral.416
0000000000044240 (__DATA,__const) non-external _.compoundliteral.417
0000000000044288 (__DATA,__const) non-external _.compoundliteral.418
00000000000442b0 (__DATA,__const) non-external _.compoundliteral.419
00000000000442f8 (__DATA,__const) non-external _.compoundliteral.420
0000000000044320 (__DATA,__const) non-external _.compoundliteral.421
0000000000044368 (__DATA,__const) non-external _.compoundliteral.422
0000000000044388 (__DATA,__const) non-external _.compoundliteral.423
00000000000443d0 (__DATA,__const) non-external _.compoundliteral.424
0000000000044400 (__DATA,__const) non-external _.compoundliteral.425
0000000000044448 (__DATA,__const) non-external _.compoundliteral.426
0000000000044478 (__DATA,__const) non-external _.compoundliteral.427
00000000000444c0 (__DATA,__const) non-external _.compoundliteral.429
00000000000444e8 (__DATA,__const) non-external _.compoundliteral.430
0000000000044530 (__DATA,__const) non-external _.compoundliteral.431
0000000000044558 (__DATA,__const) non-external _.compoundliteral.432
00000000000445a0 (__DATA,__const) non-external _.compoundliteral.433
00000000000445c8 (__DATA,__const) non-external _.compoundliteral.434
0000000000044610 (__DATA,__const) non-external _.compoundliteral.435
0000000000044630 (__DATA,__const) non-external _.compoundliteral.436
0000000000044678 (__DATA,__const) non-external _.compoundliteral.437
0000000000044698 (__DATA,__const) non-external _.compoundliteral.438
00000000000446e0 (__DATA,__const) non-external _.compoundliteral.439
0000000000044700 (__DATA,__const) non-external _.compoundliteral.440
0000000000044748 (__DATA,__const) non-external _.compoundliteral.441
0000000000044770 (__DATA,__const) non-external _.compoundliteral.442
00000000000447b8 (__DATA,__const) non-external _.compoundliteral.443
00000000000447d8 (__DATA,__const) non-external _.compoundliteral.444
0000000000044820 (__DATA,__const) non-external _.compoundliteral.445
0000000000044848 (__DATA,__const) non-external _.compoundliteral.446
0000000000044890 (__DATA,__const) non-external _.compoundliteral.448
00000000000448b8 (__DATA,__const) non-external _.compoundliteral.449
0000000000044900 (__DATA,__const) non-external _.compoundliteral.451
0000000000044928 (__DATA,__const) non-external _.compoundliteral.452
0000000000044970 (__DATA,__const) non-external _.compoundliteral.453
0000000000044990 (__DATA,__const) non-external _.compoundliteral.454
00000000000449d8 (__DATA,__const) non-external _.compoundliteral.456
0000000000044a00 (__DATA,__const) non-external _.compoundliteral.457
0000000000044a48 (__DATA,__const) non-external _.compoundliteral.458
0000000000044a70 (__DATA,__const) non-external _.compoundliteral.459
0000000000044ab8 (__DATA,__const) non-external _.compoundliteral.460
0000000000044ad8 (__DATA,__const) non-external _.compoundliteral.461
0000000000044b20 (__DATA,__const) non-external _.compoundliteral.462
0000000000044b40 (__DATA,__const) non-external _.compoundliteral.463
0000000000044b88 (__DATA,__const) non-external _.compoundliteral.464
0000000000044ba8 (__DATA,__const) non-external _.compoundliteral.465
0000000000044bf0 (__DATA,__const) non-external _.compoundliteral.466
0000000000044c10 (__DATA,__const) non-external _.compoundliteral.467
0000000000044c58 (__DATA,__const) non-external _.compoundliteral.469
0000000000044c80 (__DATA,__const) non-external _.compoundliteral.471
0000000000044cd0 (__DATA,__const) non-external _.compoundliteral.473
0000000000044cf8 (__DATA,__const) non-external _.compoundliteral.474
0000000000044d40 (__DATA,__const) non-external _.compoundliteral.475
0000000000044d68 (__DATA,__const) non-external _.compoundliteral.476
0000000000044db0 (__DATA,__const) non-external _.compoundliteral.477
0000000000044dd0 (__DATA,__const) non-external _.compoundliteral.478
0000000000044e18 (__DATA,__const) non-external _.compoundliteral.479
0000000000044e40 (__DATA,__const) non-external _.compoundliteral.480
0000000000044e88 (__DATA,__const) non-external _.compoundliteral.481
0000000000044ea8 (__DATA,__const) non-external _.compoundliteral.482
0000000000044ef0 (__DATA,__const) non-external _.compoundliteral.483
0000000000044f10 (__DATA,__const) non-external _.compoundliteral.484
0000000000044f58 (__DATA,__const) non-external _.compoundliteral.486
0000000000044f80 (__DATA,__const) non-external _.compoundliteral.487
0000000000044fc8 (__DATA,__const) non-external _.compoundliteral.488
0000000000044ff0 (__DATA,__const) non-external _.compoundliteral.489
0000000000045038 (__DATA,__const) non-external _.compoundliteral.490
0000000000045060 (__DATA,__const) non-external _.compoundliteral.491
00000000000450a8 (__DATA,__const) non-external _.compoundliteral.492
00000000000450d0 (__DATA,__const) non-external _.compoundliteral.493
0000000000045118 (__DATA,__const) non-external _.compoundliteral.494
0000000000045128 (__DATA,__const) non-external _.compoundliteral.496
00000000000453d8 (__DATA,__data) non-external _.compoundliteral.60
0000000000045418 (__DATA,__data) non-external _.compoundliteral.69
0000000000045488 (__DATA,__data) non-external _.compoundliteral.89
0000000000004854 (__TEXT,__text) non-external _Eval_Cycle
000000000003d978 (__DATA,__const) external _SANDBOX_BUILD_ID
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
0000000000020e50 (__TEXT,__text) non-external __Error_1
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
0000000000038870 (__TEXT,__const) non-external ___CFUniCharCombiningBitmap
0000000000038bf0 (__TEXT,__const) non-external ___CFUniCharCombiningPropertyBitmap
0000000000038530 (__TEXT,__const) non-external ___CFUniCharDecomposableBitmap
0000000000036740 (__TEXT,__const) non-external ___CFUniCharDecompositionTable
0000000000037670 (__TEXT,__const) non-external ___CFUniCharMultipleDecompositionTable
000000000001d508 (__TEXT,__text) non-external ____annotate_instruction_order_block_invoke
000000000001d448 (__TEXT,__text) non-external ____annotate_profile_order_block_invoke
000000000001cf59 (__TEXT,__text) non-external ____condition_list_contains_mergeable_negated_patterns_block_invoke
00000000000234ec (__TEXT,__text) non-external ____condition_list_diff_block_invoke
0000000000023434 (__TEXT,__text) non-external ____condition_list_itersection_block_invoke
0000000000019e8e (__TEXT,__text) non-external ____flatten_block_invoke
0000000000019f31 (__TEXT,__text) non-external ____flatten_block_invoke_2
0000000000025252 (__TEXT,__text) non-external ____sb_condition_traverse_filters_block_invoke
000000000001f101 (__TEXT,__text) non-external ____sb_fsa_serialize_disjunction_block_invoke
000000000001f16e (__TEXT,__text) non-external ____sb_fsa_serialize_disjunction_block_invoke.7
0000000000025220 (__TEXT,__text) non-external ___all_conditions_are_subset_block_invoke
000000000001da09 (__TEXT,__text) non-external ___allocate_modifier_string_table_entries_block_invoke
000000000001db83 (__TEXT,__text) non-external ___allocate_regex_table_entry_block_invoke
000000000002520c (__TEXT,__text) non-external ___any_condition_is_subset_block_invoke
                 (undefined) external ___assert_rtn (from libSystem)
000000000003d9a0 (__DATA,__const) non-external ___block_descriptor_tmp
000000000003de20 (__DATA,__const) non-external ___block_descriptor_tmp.1.90
000000000003f328 (__DATA,__const) non-external ___block_descriptor_tmp.10.1098
000000000003e5d0 (__DATA,__const) non-external ___block_descriptor_tmp.10.531
000000000003e6c0 (__DATA,__const) non-external ___block_descriptor_tmp.10.575
000000000003de90 (__DATA,__const) non-external ___block_descriptor_tmp.100
000000000003f308 (__DATA,__const) non-external ___block_descriptor_tmp.1075
000000000003dd10 (__DATA,__const) non-external ___block_descriptor_tmp.11
000000000003f348 (__DATA,__const) non-external ___block_descriptor_tmp.11.1099
000000000003e0b0 (__DATA,__const) non-external ___block_descriptor_tmp.11.132
000000000003e540 (__DATA,__const) non-external ___block_descriptor_tmp.11.446
000000000003e6f0 (__DATA,__const) non-external ___block_descriptor_tmp.11.578
000000000003e400 (__DATA,__const) non-external ___block_descriptor_tmp.113
000000000003df70 (__DATA,__const) non-external ___block_descriptor_tmp.116
000000000003f458 (__DATA,__const) non-external ___block_descriptor_tmp.1162
000000000003dad0 (__DATA,__const) non-external ___block_descriptor_tmp.12
000000000003f368 (__DATA,__const) non-external ___block_descriptor_tmp.12.1100
000000000003dd70 (__DATA,__const) non-external ___block_descriptor_tmp.12.82
000000000003e420 (__DATA,__const) non-external ___block_descriptor_tmp.125
000000000003f388 (__DATA,__const) non-external ___block_descriptor_tmp.13.1101
000000000003e0e0 (__DATA,__const) non-external ___block_descriptor_tmp.133
000000000003e3a0 (__DATA,__const) non-external ___block_descriptor_tmp.157
000000000003daf0 (__DATA,__const) non-external ___block_descriptor_tmp.16
000000000003e3c0 (__DATA,__const) non-external ___block_descriptor_tmp.161
000000000003e160 (__DATA,__const) non-external ___block_descriptor_tmp.165
000000000003e270 (__DATA,__const) non-external ___block_descriptor_tmp.177
000000000003e240 (__DATA,__const) non-external ___block_descriptor_tmp.180
000000000003dcb0 (__DATA,__const) non-external ___block_descriptor_tmp.19
000000000003db80 (__DATA,__const) non-external ___block_descriptor_tmp.2
000000000003dfc0 (__DATA,__const) non-external ___block_descriptor_tmp.2.121
000000000003dda0 (__DATA,__const) non-external ___block_descriptor_tmp.2.86
000000000003de40 (__DATA,__const) non-external ___block_descriptor_tmp.2.91
000000000003d9e0 (__DATA,__const) non-external ___block_descriptor_tmp.20
000000000003e180 (__DATA,__const) non-external ___block_descriptor_tmp.20.167
000000000003e600 (__DATA,__const) non-external ___block_descriptor_tmp.20.535
000000000003dd40 (__DATA,__const) non-external ___block_descriptor_tmp.20.81
000000000003da40 (__DATA,__const) non-external ___block_descriptor_tmp.22
000000000003e1a0 (__DATA,__const) non-external ___block_descriptor_tmp.22.169
000000000003dce0 (__DATA,__const) non-external ___block_descriptor_tmp.23
000000000003e2e0 (__DATA,__const) non-external ___block_descriptor_tmp.27
000000000003e1c0 (__DATA,__const) non-external ___block_descriptor_tmp.28
000000000003ddd0 (__DATA,__const) non-external ___block_descriptor_tmp.29
000000000003e4c0 (__DATA,__const) non-external ___block_descriptor_tmp.291
000000000003da70 (__DATA,__const) non-external ___block_descriptor_tmp.3
000000000003e020 (__DATA,__const) non-external ___block_descriptor_tmp.3.124
000000000003e630 (__DATA,__const) non-external ___block_descriptor_tmp.3.560
000000000003e2c0 (__DATA,__const) non-external ___block_descriptor_tmp.30
000000000003f298 (__DATA,__const) non-external ___block_descriptor_tmp.31.1072
000000000003e1e0 (__DATA,__const) non-external ___block_descriptor_tmp.31.174
000000000003f268 (__DATA,__const) non-external ___block_descriptor_tmp.32
000000000003e2a0 (__DATA,__const) non-external ___block_descriptor_tmp.33
000000000003f218 (__DATA,__const) non-external ___block_descriptor_tmp.33.1069
000000000003e200 (__DATA,__const) non-external ___block_descriptor_tmp.34
000000000003f3a8 (__DATA,__const) non-external ___block_descriptor_tmp.34.1111
000000000003f3c8 (__DATA,__const) non-external ___block_descriptor_tmp.35
000000000003f3e8 (__DATA,__const) non-external ___block_descriptor_tmp.36.1113
000000000003e220 (__DATA,__const) non-external ___block_descriptor_tmp.36.177
000000000003d9c0 (__DATA,__const) non-external ___block_descriptor_tmp.37
000000000003f408 (__DATA,__const) non-external ___block_descriptor_tmp.37.1114
000000000003f428 (__DATA,__const) non-external ___block_descriptor_tmp.38
000000000003de60 (__DATA,__const) non-external ___block_descriptor_tmp.4
000000000003f488 (__DATA,__const) non-external ___block_descriptor_tmp.4.1168
000000000003e510 (__DATA,__const) non-external ___block_descriptor_tmp.440
000000000003da10 (__DATA,__const) non-external ___block_descriptor_tmp.45
000000000003e570 (__DATA,__const) non-external ___block_descriptor_tmp.499
000000000003dbd0 (__DATA,__const) non-external ___block_descriptor_tmp.5
000000000003dec0 (__DATA,__const) non-external ___block_descriptor_tmp.5.104
000000000003f2e8 (__DATA,__const) non-external ___block_descriptor_tmp.5.1074
000000000003df40 (__DATA,__const) non-external ___block_descriptor_tmp.5.113
000000000003dff0 (__DATA,__const) non-external ___block_descriptor_tmp.5.122
000000000003e490 (__DATA,__const) non-external ___block_descriptor_tmp.5.286
000000000003e660 (__DATA,__const) non-external ___block_descriptor_tmp.5.564
000000000003e5a0 (__DATA,__const) non-external ___block_descriptor_tmp.527
000000000003db20 (__DATA,__const) non-external ___block_descriptor_tmp.59
000000000003db50 (__DATA,__const) non-external ___block_descriptor_tmp.6
000000000003f248 (__DATA,__const) non-external ___block_descriptor_tmp.6.1070
000000000003e100 (__DATA,__const) non-external ___block_descriptor_tmp.62
000000000003e470 (__DATA,__const) non-external ___block_descriptor_tmp.64
000000000003dc20 (__DATA,__const) non-external ___block_descriptor_tmp.66
000000000003dc50 (__DATA,__const) non-external ___block_descriptor_tmp.7
000000000003f150 (__DATA,__const) non-external ___block_descriptor_tmp.7.1001
000000000003def0 (__DATA,__const) non-external ___block_descriptor_tmp.7.106
000000000003e050 (__DATA,__const) non-external ___block_descriptor_tmp.7.126
000000000003e140 (__DATA,__const) non-external ___block_descriptor_tmp.73
000000000003e320 (__DATA,__const) non-external ___block_descriptor_tmp.77
000000000003dbf0 (__DATA,__const) non-external ___block_descriptor_tmp.8
000000000003f1f8 (__DATA,__const) non-external ___block_descriptor_tmp.8.1066
000000000003e080 (__DATA,__const) non-external ___block_descriptor_tmp.8.130
000000000003e690 (__DATA,__const) non-external ___block_descriptor_tmp.8.574
000000000003e340 (__DATA,__const) non-external ___block_descriptor_tmp.80
000000000003e360 (__DATA,__const) non-external ___block_descriptor_tmp.81
