0000000191c95118 (__TEXT,__const) non-external _KW_ANY
0000000191c7dc00 (__TEXT,__text) external _XML_SetReturnNSTriplet
0000000191c7de48 (__TEXT,__text) external _XML_SetSkippedEntityHandler
0000000191c7dd80 (__TEXT,__text) external _XML_SetStartCdataSectionHandler
0000000191c7ddc8 (__TEXT,__text) external _XML_SetStartDoctypeDeclHandler
0000000191c7dd38 (__TEXT,__text) external _XML_SetStartElementHandler
0000000191c7de04 (__TEXT,__text) external _XML_SetStartNamespaceDeclHandler
0000000191c7de54 (__TEXT,__text) external _XML_SetUnknownEncodingHandler
0000000191c7dde0 (__TEXT,__text) external _XML_SetUnparsedEntityDeclHandler
0000000191c7dc24 (__TEXT,__text) external _XML_SetUserData
0000000191c7de88 (__TEXT,__text) external _XML_SetXmlDeclHandler
0000000191c7e558 (__TEXT,__text) external _XML_StopParser
0000000191c94c50 (__TEXT,__text) non-external _XML_StopParser.cold.1
0000000191c7dbcc (__TEXT,__text) external _XML_UseForeignDTD
0000000191c7dbc0 (__TEXT,__text) external _XML_UseParserAsHandlerArg
0000000191c886f8 (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncoding
0000000191c88c8c (__TEXT,__text) non-external (was a private external) _XmlGetUtf16InternalEncodingNS
0000000191c886ec (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncoding
0000000191c88c80 (__TEXT,__text) non-external (was a private external) _XmlGetUtf8InternalEncodingNS
0000000191c88704 (__TEXT,__text) non-external (was a private external) _XmlInitEncoding
0000000191c88c98 (__TEXT,__text) non-external (was a private external) _XmlInitEncodingNS
0000000191c88160 (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncoding
0000000191c88eb0 (__TEXT,__text) non-external (was a private external) _XmlInitUnknownEncodingNS
0000000191c88830 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDecl
0000000191c88d54 (__TEXT,__text) non-external (was a private external) _XmlParseXmlDeclNS
0000000191c86010 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInit
0000000191c86144 (__TEXT,__text) non-external (was a private external) _XmlPrologStateInitExternalEntity
0000000191c88158 (__TEXT,__text) non-external (was a private external) _XmlSizeOfUnknownEncoding
0000000191c88108 (__TEXT,__text) non-external (was a private external) _XmlUtf16Encode
0000000191c8804c (__TEXT,__text) non-external (was a private external) _XmlUtf8Encode
0000000191c87fa0 (__TEXT,__text) non-external (was a private external) __INTERNAL_trim_to_complete_utf8_characters
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
0000000191c80910 (__TEXT,__text) non-external _accountingDiffTolerated
0000000191c94d84 (__TEXT,__text) non-external _accountingDiffTolerated.cold.1
0000000191c82314 (__TEXT,__text) non-external _accountingGetCurrentAmplification
0000000191c94e8c (__TEXT,__text) non-external _accountingGetCurrentAmplification.cold.1
0000000191c82360 (__TEXT,__text) non-external _accountingReportStats
0000000191c848e0 (__TEXT,__text) non-external _addBinding
0000000191c96727 (__TEXT,__cstring) non-external _addBinding.xmlNamespace
0000000191c9674c (__TEXT,__cstring) non-external _addBinding.xmlnsNamespace
0000000191c84c8c (__TEXT,__text) non-external _appendAttributeValue
                 (undefined) external _arc4random_buf (from libSystem)
00000001ee8a2820 (__AUTH_CONST,__const) non-external _ascii_encoding
00000001ee8a34d0 (__AUTH_CONST,__const) non-external _ascii_encoding_ns
0000000191c90c4c (__TEXT,__text) non-external _ascii_toUtf8
0000000191c86770 (__TEXT,__text) non-external _attlist0
0000000191c87138 (__TEXT,__text) non-external _attlist1
0000000191c871dc (__TEXT,__text) non-external _attlist2
00000001e606f510 (__DATA_CONST,__const) non-external _attlist2.types
0000000191c8749c (__TEXT,__text) non-external _attlist3
0000000191c87624 (__TEXT,__text) non-external _attlist4
0000000191c87448 (__TEXT,__text) non-external _attlist5
0000000191c87560 (__TEXT,__text) non-external _attlist6
0000000191c875bc (__TEXT,__text) non-external _attlist7
0000000191c87308 (__TEXT,__text) non-external _attlist8
0000000191c87504 (__TEXT,__text) non-external _attlist9
0000000191c92380 (__TEXT,__text) non-external _big2_attributeValueTok
0000000191c91f18 (__TEXT,__text) non-external _big2_cdataSectionTok
0000000191c92b98 (__TEXT,__text) non-external _big2_charRefNumber
0000000191c93e0c (__TEXT,__text) non-external _big2_checkPiTarget
0000000191c91410 (__TEXT,__text) non-external _big2_contentTok
00000001ee8a2bc0 (__AUTH_CONST,__const) non-external _big2_encoding
00000001ee8a3870 (__AUTH_CONST,__const) non-external _big2_encoding_ns
0000000191c924e4 (__TEXT,__text) non-external _big2_entityValueTok
0000000191c92790 (__TEXT,__text) non-external _big2_getAtts
0000000191c921b8 (__TEXT,__text) non-external _big2_ignoreSectionTok
0000000191c92eb8 (__TEXT,__text) non-external _big2_isPublicId
0000000191c926ac (__TEXT,__text) non-external _big2_nameLength
0000000191c92660 (__TEXT,__text) non-external _big2_nameMatchesAscii
0000000191c92c78 (__TEXT,__text) non-external _big2_predefinedEntityName
0000000191c90c98 (__TEXT,__text) non-external _big2_prologTok
0000000191c941a4 (__TEXT,__text) non-external _big2_scanAtts
0000000191c9585b (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
0000000191c93c98 (__TEXT,__text) non-external _big2_scanComment
0000000191c932d4 (__TEXT,__text) non-external _big2_scanDecl
0000000191c93180 (__TEXT,__text) non-external _big2_scanLit
0000000191c9382c (__TEXT,__text) non-external _big2_scanPercent
0000000191c9340c (__TEXT,__text) non-external _big2_scanPi
0000000191c93a3c (__TEXT,__text) non-external _big2_scanPoundName
0000000191c93ea8 (__TEXT,__text) non-external _big2_scanRef
0000000191c9274c (__TEXT,__text) non-external _big2_skipS
0000000191c93104 (__TEXT,__text) non-external _big2_toUtf16
0000000191c92f70 (__TEXT,__text) non-external _big2_toUtf8
0000000191c92dcc (__TEXT,__text) non-external _big2_updatePosition
                 (undefined) external _bzero (from libSystem)
0000000191c7e430 (__TEXT,__text) non-external _callProcessor
0000000191c846ec (__TEXT,__text) non-external _cdataSectionProcessor
0000000191c883e8 (__TEXT,__text) non-external _checkCharRefNumber
0000000191c86d98 (__TEXT,__text) non-external _condSect0
0000000191c86e74 (__TEXT,__text) non-external _condSect1
0000000191c86ee4 (__TEXT,__text) non-external _condSect2
0000000191c8128c (__TEXT,__text) non-external _contentProcessor
0000000191c85e54 (__TEXT,__text) non-external _copyEntityTable
0000000191c7cfbc (__TEXT,__text) non-external _copyString
0000000191c86c1c (__TEXT,__text) non-external _declClose
0000000191c81620 (__TEXT,__text) non-external _defineAttribute
0000000191c7db00 (__TEXT,__text) non-external _destroyBindings
0000000191c843f4 (__TEXT,__text) non-external _doCdataSection
0000000191c82704 (__TEXT,__text) non-external _doContent
0000000191c81ae0 (__TEXT,__text) non-external _doIgnoreSection
0000000191c8888c (__TEXT,__text) non-external _doParseXmlDecl
0000000191c7f028 (__TEXT,__text) non-external _doProlog
0000000191c95013 (__TEXT,__const) non-external _doProlog.atypeCDATA
0000000191c95030 (__TEXT,__const) non-external _doProlog.atypeENTITIES
0000000191c95029 (__TEXT,__const) non-external _doProlog.atypeENTITY
0000000191c95019 (__TEXT,__const) non-external _doProlog.atypeID
0000000191c9501c (__TEXT,__const) non-external _doProlog.atypeIDREF
0000000191c95022 (__TEXT,__const) non-external _doProlog.atypeIDREFS
0000000191c95039 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
0000000191c95041 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
0000000191c94d2c (__TEXT,__text) non-external _doProlog.cold.1
0000000191c94d58 (__TEXT,__text) non-external _doProlog.cold.2
0000000191c96639 (__TEXT,__cstring) non-external _doProlog.enumValueSep
0000000191c9663b (__TEXT,__cstring) non-external _doProlog.enumValueStart
0000000191c9662f (__TEXT,__cstring) non-external _doProlog.notationPrefix
0000000191c86270 (__TEXT,__text) non-external _doctype0
0000000191c862dc (__TEXT,__text) non-external _doctype1
0000000191c866a8 (__TEXT,__text) non-external _doctype2
0000000191c8664c (__TEXT,__text) non-external _doctype3
0000000191c87f28 (__TEXT,__text) non-external _doctype4
0000000191c86894 (__TEXT,__text) non-external _doctype5
0000000191c867d4 (__TEXT,__text) non-external _element0
0000000191c8768c (__TEXT,__text) non-external _element1
0000000191c877b0 (__TEXT,__text) non-external _element2
0000000191c878ec (__TEXT,__text) non-external _element3
0000000191c87c00 (__TEXT,__text) non-external _element4
0000000191c87c64 (__TEXT,__text) non-external _element5
0000000191c8799c (__TEXT,__text) non-external _element6
0000000191c87a90 (__TEXT,__text) non-external _element7
00000001e606f580 (__DATA_CONST,__const) non-external _encodings
00000001e606f5b8 (__DATA_CONST,__const) non-external _encodingsNS
0000000191c86704 (__TEXT,__text) non-external _entity0
0000000191c868f0 (__TEXT,__text) non-external _entity1
0000000191c86c90 (__TEXT,__text) non-external _entity10
0000000191c8694c (__TEXT,__text) non-external _entity2
0000000191c86f9c (__TEXT,__text) non-external _entity3
0000000191c86f40 (__TEXT,__text) non-external _entity4
0000000191c86ff8 (__TEXT,__text) non-external _entity5
0000000191c870d0 (__TEXT,__text) non-external _entity6
0000000191c86a58 (__TEXT,__text) non-external _entity7
0000000191c86bc0 (__TEXT,__text) non-external _entity8
0000000191c86b64 (__TEXT,__text) non-external _entity9
0000000191c820e4 (__TEXT,__text) non-external _entityTrackingOnOpen
0000000191c856a8 (__TEXT,__text) non-external _entityTrackingReportStats
0000000191c94ee4 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
0000000191c859d8 (__TEXT,__text) non-external _entityValueInitProcessor
0000000191c85cc0 (__TEXT,__text) non-external _entityValueProcessor
0000000191c841d0 (__TEXT,__text) non-external _epilogProcessor
0000000191c862d4 (__TEXT,__text) non-external _error
0000000191c7e550 (__TEXT,__text) non-external _errorProcessor
0000000191c7cd1c (__TEXT,__text) non-external _expat_free
0000000191c94bcc (__TEXT,__text) non-external _expat_free.cold.1
0000000191c94bf8 (__TEXT,__text) non-external _expat_free.cold.2
0000000191c7eb18 (__TEXT,__text) non-external _expat_heap_increase_tolerable
0000000191c94ca8 (__TEXT,__text) non-external _expat_heap_increase_tolerable.cold.1
0000000191c94cd4 (__TEXT,__text) non-external _expat_heap_increase_tolerable.cold.2
0000000191c94d00 (__TEXT,__text) non-external _expat_heap_increase_tolerable.cold.3
0000000191c7ec74 (__TEXT,__text) non-external _expat_malloc
0000000191c81d18 (__TEXT,__text) non-external _expat_realloc
0000000191c94ddc (__TEXT,__text) non-external _expat_realloc.cold.1
0000000191c94e08 (__TEXT,__text) non-external _expat_realloc.cold.2
0000000191c94e34 (__TEXT,__text) non-external _expat_realloc.cold.3
0000000191c94e60 (__TEXT,__text) non-external _expat_realloc.cold.4
0000000191c84c28 (__TEXT,__text) non-external _externalEntityContentProcessor
0000000191c7d9b4 (__TEXT,__text) non-external _externalEntityInitProcessor
0000000191c857a4 (__TEXT,__text) non-external _externalEntityInitProcessor2
0000000191c858b0 (__TEXT,__text) non-external _externalEntityInitProcessor3
0000000191c7da30 (__TEXT,__text) non-external _externalParEntInitProcessor
0000000191c85b8c (__TEXT,__text) non-external _externalParEntProcessor
0000000191c8615c (__TEXT,__text) non-external _externalSubset0
0000000191c86d08 (__TEXT,__text) non-external _externalSubset1
0000000191c88b80 (__TEXT,__text) non-external _findEncoding
0000000191c88db0 (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
0000000191c8416c (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
0000000191c95010 (__TEXT,__const) non-external (was a private external) _g_reparseDeferralEnabledDefault
0000000191c81388 (__TEXT,__text) non-external _getAttributeId
0000000191c83434 (__TEXT,__text) non-external _getContext
0000000191c7ebe8 (__TEXT,__text) non-external _getDebugLevel
0000000191c812f8 (__TEXT,__text) non-external _getElementType
0000000191c88780 (__TEXT,__text) non-external _getEncodingIndex
00000001e606f550 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
0000000191c7ef18 (__TEXT,__text) non-external _handleUnknownEncoding
0000000191c823d8 (__TEXT,__text) non-external _hash
0000000191c85d8c (__TEXT,__text) non-external _hashTableClear
0000000191c85de8 (__TEXT,__text) non-external _hashTableDestroy
0000000191c81c68 (__TEXT,__text) non-external _ignoreSectionProcessor
0000000191c9504a (__TEXT,__const) non-external _implicitContext
0000000191c90a78 (__TEXT,__text) non-external _initScan
0000000191c88804 (__TEXT,__text) non-external _initScanContent
0000000191c88d34 (__TEXT,__text) non-external _initScanContentNS
0000000191c887e4 (__TEXT,__text) non-external _initScanProlog
0000000191c88d14 (__TEXT,__text) non-external _initScanPrologNS
0000000191c88824 (__TEXT,__text) non-external _initUpdatePosition
0000000191c7ee0c (__TEXT,__text) non-external _initializeEncoding
0000000191c854c4 (__TEXT,__text) non-external _internalEntityProcessor
0000000191c94eb8 (__TEXT,__text) non-external _internalEntityProcessor.cold.1
0000000191c863f4 (__TEXT,__text) non-external _internalSubset
00000001ee8a2650 (__AUTH_CONST,__const) non-external _internal_little2_encoding
00000001ee8a3130 (__AUTH_CONST,__const) non-external _internal_little2_encoding_ns
00000001ee8a2480 (__AUTH_CONST,__const) non-external _internal_utf8_encoding
00000001ee8a2f60 (__AUTH_CONST,__const) non-external _internal_utf8_encoding_ns
0000000191c8cd60 (__TEXT,__text) non-external _isNever
00000001ee8a22b0 (__AUTH_CONST,__const) non-external _latin1_encoding
00000001ee8a3300 (__AUTH_CONST,__const) non-external _latin1_encoding_ns
0000000191c8b218 (__TEXT,__text) non-external _latin1_toUtf16
0000000191c8b184 (__TEXT,__text) non-external _latin1_toUtf8
0000000191c8e5ac (__TEXT,__text) non-external _little2_attributeValueTok
0000000191c8e144 (__TEXT,__text) non-external _little2_cdataSectionTok
0000000191c8edcc (__TEXT,__text) non-external _little2_charRefNumber
0000000191c90030 (__TEXT,__text) non-external _little2_checkPiTarget
0000000191c8d690 (__TEXT,__text) non-external _little2_contentTok
00000001ee8a2d90 (__AUTH_CONST,__const) non-external _little2_encoding
00000001ee8a3a40 (__AUTH_CONST,__const) non-external _little2_encoding_ns
0000000191c8e710 (__TEXT,__text) non-external _little2_entityValueTok
0000000191c8e9c4 (__TEXT,__text) non-external _little2_getAtts
0000000191c8e3e4 (__TEXT,__text) non-external _little2_ignoreSectionTok
0000000191c8f0ec (__TEXT,__text) non-external _little2_isPublicId
0000000191c8e8d4 (__TEXT,__text) non-external _little2_nameLength
0000000191c8e88c (__TEXT,__text) non-external _little2_nameMatchesAscii
0000000191c8eeac (__TEXT,__text) non-external _little2_predefinedEntityName
0000000191c8cf18 (__TEXT,__text) non-external _little2_prologTok
0000000191c903c4 (__TEXT,__text) non-external _little2_scanAtts
0000000191c8febc (__TEXT,__text) non-external _little2_scanComment
0000000191c8f4fc (__TEXT,__text) non-external _little2_scanDecl
0000000191c8f3a8 (__TEXT,__text) non-external _little2_scanLit
0000000191c8fa50 (__TEXT,__text) non-external _little2_scanPercent
0000000191c8f634 (__TEXT,__text) non-external _little2_scanPi
0000000191c8fc60 (__TEXT,__text) non-external _little2_scanPoundName
0000000191c900cc (__TEXT,__text) non-external _little2_scanRef
0000000191c8e974 (__TEXT,__text) non-external _little2_skipS
0000000191c8f330 (__TEXT,__text) non-external _little2_toUtf16
0000000191c8f19c (__TEXT,__text) non-external _little2_toUtf8
0000000191c8f000 (__TEXT,__text) non-external _little2_updatePosition
0000000191c80eb4 (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
0000000191c95728 (__TEXT,__const) non-external _namePages
0000000191c95128 (__TEXT,__const) non-external _namingBitmap
0000000191c81ed4 (__TEXT,__text) non-external _nextScaffoldPart
0000000191c95628 (__TEXT,__const) non-external _nmstrtPages
0000000191c8a7b8 (__TEXT,__text) non-external _normal_attributeValueTok
0000000191c8a330 (__TEXT,__text) non-external _normal_cdataSectionTok
0000000191c8ae54 (__TEXT,__text) non-external _normal_charRefNumber
0000000191c8c034 (__TEXT,__text) non-external _normal_checkPiTarget
0000000191c8974c (__TEXT,__text) non-external _normal_contentTok
0000000191c8a8f8 (__TEXT,__text) non-external _normal_entityValueTok
0000000191c8ab18 (__TEXT,__text) non-external _normal_getAtts
0000000191c8a5d8 (__TEXT,__text) non-external _normal_ignoreSectionTok
0000000191c8b0dc (__TEXT,__text) non-external _normal_isPublicId
0000000191c8aa90 (__TEXT,__text) non-external _normal_nameLength
0000000191c8aa50 (__TEXT,__text) non-external _normal_nameMatchesAscii
0000000191c8af20 (__TEXT,__text) non-external _normal_predefinedEntityName
0000000191c88ed4 (__TEXT,__text) non-external _normal_prologTok
0000000191c8c410 (__TEXT,__text) non-external _normal_scanAtts
0000000191c8be98 (__TEXT,__text) non-external _normal_scanComment
0000000191c8b400 (__TEXT,__text) non-external _normal_scanDecl
0000000191c8b268 (__TEXT,__text) non-external _normal_scanLit
0000000191c8b928 (__TEXT,__text) non-external _normal_scanPercent
0000000191c8b520 (__TEXT,__text) non-external _normal_scanPi
0000000191c8bbb4 (__TEXT,__text) non-external _normal_scanPoundName
0000000191c8c0b8 (__TEXT,__text) non-external _normal_scanRef
0000000191c8aadc (__TEXT,__text) non-external _normal_skipS
0000000191c8b008 (__TEXT,__text) non-external _normal_updatePosition
0000000191c8574c (__TEXT,__text) non-external _normalizeLines
0000000191c81208 (__TEXT,__text) non-external _normalizePublicId
0000000191c86838 (__TEXT,__text) non-external _notation0
0000000191c87ce4 (__TEXT,__text) non-external _notation1
0000000191c87e28 (__TEXT,__text) non-external _notation2
0000000191c87dc0 (__TEXT,__text) non-external _notation3
0000000191c87e84 (__TEXT,__text) non-external _notation4
0000000191c947d4 (__TEXT,__text) non-external _parsePseudoAttribute
0000000191c7c648 (__TEXT,__text) non-external _parserCreate
0000000191c94ba0 (__TEXT,__text) non-external _parserCreate.cold.1
0000000191c7cdfc (__TEXT,__text) non-external _parserInit
0000000191c8159c (__TEXT,__text) non-external _poolAppend
0000000191c7dc90 (__TEXT,__text) non-external _poolCopyString
0000000191c7db60 (__TEXT,__text) non-external _poolDestroy
0000000191c81754 (__TEXT,__text) non-external _poolGrow
0000000191c80e58 (__TEXT,__text) non-external _poolStoreString
0000000191c81fe0 (__TEXT,__text) non-external _processEntity
0000000191c80b2c (__TEXT,__text) non-external _processXmlDecl
0000000191c86034 (__TEXT,__text) non-external _prolog0
0000000191c86180 (__TEXT,__text) non-external _prolog1
0000000191c865c0 (__TEXT,__text) non-external _prolog2
0000000191c7ed90 (__TEXT,__text) non-external _prologInitProcessor
0000000191c7ee90 (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
0000000191c8225c (__TEXT,__text) non-external _reportComment
0000000191c7e8e4 (__TEXT,__text) non-external _reportDefault
0000000191c82130 (__TEXT,__text) non-external _reportProcessingInstruction
0000000191c7d4d0 (__TEXT,__text) non-external _setContext
0000000191c847e8 (__TEXT,__text) non-external _setElementTypePrefix
0000000191c825ac (__TEXT,__text) non-external _sip24_final
0000000191c824cc (__TEXT,__text) non-external _sip24_update
0000000191c826c0 (__TEXT,__text) non-external _sip_round
0000000191c7dfe4 (__TEXT,__text) non-external _startParsing
0000000191c81908 (__TEXT,__text) non-external _storeAttributeValue
0000000191c94db0 (__TEXT,__text) non-external _storeAttributeValue.cold.1
0000000191c83770 (__TEXT,__text) non-external _storeAtts
0000000191c850c0 (__TEXT,__text) non-external _storeEntityValue
0000000191c83344 (__TEXT,__text) non-external _storeRawNames
0000000191c90a20 (__TEXT,__text) non-external _streqci
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtoul (from libSystem)
0000000191c7eaec (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
0000000191c7eaf8 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
0000000191c884f4 (__TEXT,__text) non-external _unknown_isInvalid
0000000191c88434 (__TEXT,__text) non-external _unknown_isName
0000000191c88494 (__TEXT,__text) non-external _unknown_isNmstrt
0000000191c88628 (__TEXT,__text) non-external _unknown_toUtf16
0000000191c88528 (__TEXT,__text) non-external _unknown_toUtf8
0000000191c7eb04 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00000001ee8a29f0 (__AUTH_CONST,__const) non-external _utf8_encoding
00000001ee8a36a0 (__AUTH_CONST,__const) non-external _utf8_encoding_ns
0000000191c8cdf0 (__TEXT,__text) non-external _utf8_isInvalid2
0000000191c8ce24 (__TEXT,__text) non-external _utf8_isInvalid3
0000000191c8ceb0 (__TEXT,__text) non-external _utf8_isInvalid4
0000000191c8ccd8 (__TEXT,__text) non-external _utf8_isName2
0000000191c8cd18 (__TEXT,__text) non-external _utf8_isName3
0000000191c8cd68 (__TEXT,__text) non-external _utf8_isNmstrt2
0000000191c8cda8 (__TEXT,__text) non-external _utf8_isNmstrt3
0000000191c8cba0 (__TEXT,__text) non-external _utf8_toUtf16
