00000001d7848550 (__DATA,__common) external _BC
000000019ebc337c (__TEXT,__text) external __nc_first_name
000000019ebc1210 (__TEXT,__text) external __nc_flush
000000019ebb5dfc (__TEXT,__text) external __nc_free_and_exit
000000019ebb10f8 (__TEXT,__text) external __nc_free_entries
000000019ebb1050 (__TEXT,__text) external __nc_free_entry
000000019ebb1134 (__TEXT,__text) external __nc_free_termtype
000000019ebb5df8 (__TEXT,__text) external __nc_freeall
000000019ebba614 (__TEXT,__text) external __nc_freewin
000000019ebae414 (__TEXT,__text) external __nc_get_alias_table
000000019ebae3f8 (__TEXT,__text) external __nc_get_hash_table
000000019ebbdef4 (__TEXT,__text) external __nc_get_locale
000000019ebbdc98 (__TEXT,__text) external __nc_get_screensize
000000019ebae520 (__TEXT,__text) external __nc_get_source
000000019ebae318 (__TEXT,__text) external __nc_get_table
000000019ebafcc4 (__TEXT,__text) external __nc_get_token
000000019ebc1914 (__TEXT,__text) external __nc_get_tty_mode
000000019ebae598 (__TEXT,__text) external __nc_get_type
000000019ebab0a8 (__TEXT,__text) external __nc_getenv_num
00000001d994e570 (__DATA_DIRTY,__data) external __nc_globals
000000019ebbdc48 (__TEXT,__text) external __nc_handle_sigwinch
000000019ebb84bc (__TEXT,__text) external __nc_has_mouse
000000019ebb13a4 (__TEXT,__text) external __nc_hash_map
00000001d78481e0 (__DATA,__common) external __nc_head
000000019ebab10c (__TEXT,__text) external __nc_home_terminfo
000000019ebadb10 (__TEXT,__text) external __nc_infotocap
000000019ebb23a8 (__TEXT,__text) external __nc_init_acs
000000019ebab900 (__TEXT,__text) external __nc_init_entry
000000019ebb2018 (__TEXT,__text) external __nc_init_keytry
000000019ebc2cc8 (__TEXT,__text) external __nc_init_wacs
000000019ebb77c0 (__TEXT,__text) external __nc_insert_ch
000000019ebab608 (__TEXT,__text) external __nc_is_abs_path
000000019ebae2e4 (__TEXT,__text) external __nc_is_charable
000000019ebab710 (__TEXT,__text) external __nc_is_dir_path
000000019ebab768 (__TEXT,__text) external __nc_is_file_path
000000019ebb0d7c (__TEXT,__text) external __nc_keep_tic_dir
000000019ebcbd00 (__TEXT,__text) external __nc_keyname
000000019ebbad40 (__TEXT,__text) external __nc_keypad
000000019ebb0da4 (__TEXT,__text) external __nc_last_db
000000019ebb1128 (__TEXT,__text) external __nc_leaks_tinfo
000000019ebbdf30 (__TEXT,__text) external __nc_locale_breaks_acs
000000019ebb1ce4 (__TEXT,__text) external __nc_make_oldhash
000000019ebba898 (__TEXT,__text) external __nc_makenew
000000019ebabe58 (__TEXT,__text) external __nc_merge_entry
000000019ebb8c28 (__TEXT,__text) external __nc_msec_cost
000000019ebb8e50 (__TEXT,__text) external __nc_mvcur_init
000000019ebb8d9c (__TEXT,__text) external __nc_mvcur_resume
000000019ebb93e8 (__TEXT,__text) external __nc_mvcur_wrap
000000019ebab214 (__TEXT,__text) external __nc_name_match
000000019ebab2dc (__TEXT,__text) external __nc_next_db
00000001d7848560 (__DATA,__common) external __nc_nulls_sent
00000001d78481f0 (__DATA,__common) external __nc_oldnums
000000019ebb3b04 (__TEXT,__text) external __nc_ospeed
000000019ebc1238 (__TEXT,__text) external __nc_outch
000000019ebc33f0 (__TEXT,__text) external __nc_panelhook
000000019ebb0854 (__TEXT,__text) external __nc_panic_mode
000000019ebc340c (__TEXT,__text) external __nc_parse_entry
000000019ebab188 (__TEXT,__text) external __nc_pathlast
00000001d7847c98 (__DATA,__data) external __nc_prescreen
000000019ebc60ec (__TEXT,__text) external __nc_printf_string
00000001d7848430 (__DATA,__common) external __nc_progname
000000019ebb0cd4 (__TEXT,__text) external __nc_push_token
000000019ebaaf5c (__TEXT,__text) external __nc_read_entry
000000019ebaf668 (__TEXT,__text) external __nc_read_entry_source
000000019ebc55b0 (__TEXT,__text) external __nc_read_file_entry
000000019ebc5698 (__TEXT,__text) external __nc_read_termcap_entry
000000019ebc4d30 (__TEXT,__text) external __nc_read_termtype
000000019ebc6490 (__TEXT,__text) external __nc_remove_key
000000019ebc6514 (__TEXT,__text) external __nc_remove_string
000000019ebb283c (__TEXT,__text) external __nc_render
000000019ebb4af4 (__TEXT,__text) external __nc_reset_colors
000000019ebafc68 (__TEXT,__text) external __nc_reset_input
000000019ebafc60 (__TEXT,__text) external __nc_resolve_uses
000000019ebaf800 (__TEXT,__text) external __nc_resolve_uses2
000000019ebbdb88 (__TEXT,__text) external __nc_ripoffline
000000019ebab50c (__TEXT,__text) external __nc_rootname
000000019ebc62e8 (__TEXT,__text) external __nc_safe_strcat
000000019ebc6360 (__TEXT,__text) external __nc_safe_strcpy
000000019ebaba5c (__TEXT,__text) external __nc_save_str
00000001d7848420 (__DATA,__common) external __nc_screen_chain
000000019ebc9624 (__TEXT,__text) external __nc_screen_init
000000019ebbab74 (__TEXT,__text) external __nc_screen_of
000000019ebc6e60 (__TEXT,__text) external __nc_screen_resume
000000019ebc9628 (__TEXT,__text) external __nc_screen_wrap
000000019ebb1d54 (__TEXT,__text) external __nc_scroll_oldhash
000000019ebb11e0 (__TEXT,__text) external __nc_scroll_optimize
000000019ebbcf44 (__TEXT,__text) external __nc_scroll_window
000000019ebc84c8 (__TEXT,__text) external __nc_scrolln
000000019ebc61d8 (__TEXT,__text) external __nc_set_buffer
000000019ebc10a4 (__TEXT,__text) external __nc_set_no_padding
000000019ebae530 (__TEXT,__text) external __nc_set_source
000000019ebc1984 (__TEXT,__text) external __nc_set_tty_mode
000000019ebae540 (__TEXT,__text) external __nc_set_type
000000019ebcac14 (__TEXT,__text) external __nc_set_writedir
000000019ebbd5a0 (__TEXT,__text) external __nc_setupscreen
000000019ebaa244 (__TEXT,__text) external __nc_setupterm
000000019ebc1550 (__TEXT,__text) external __nc_signal_handler
000000019ebbe054 (__TEXT,__text) external __nc_slk_initialize
00000001d78481b8 (__DATA,__common) external __nc_start_line
000000019ebc62dc (__TEXT,__text) external __nc_str_copy
000000019ebc62ac (__TEXT,__text) external __nc_str_init
000000019ebc62c8 (__TEXT,__text) external __nc_str_null
00000001d7848188 (__DATA,__common) external __nc_suppress_warnings
000000019ebc2e48 (__TEXT,__text) external __nc_synchook
00000001d7848198 (__DATA,__common) external __nc_syntax
000000019ebae774 (__TEXT,__text) external __nc_syserr_abort
00000001d78481e8 (__DATA,__common) external __nc_tail
000000019ebb0d20 (__TEXT,__text) external __nc_tic_dir
000000019ebae7c8 (__TEXT,__text) external __nc_tic_expand
000000019ebcbbdc (__TEXT,__text) external __nc_tic_written
000000019ebc1c8c (__TEXT,__text) external __nc_timed_wait
000000019ebd3f14 (__TEXT,__const) external __nc_tinfo_fkeys
000000019ebae310 (__TEXT,__text) external __nc_to_char
000000019ebae314 (__TEXT,__text) external __nc_to_widechar
000000019ebbf9b8 (__TEXT,__text) external __nc_tparm_analyze
00000001d7848558 (__DATA,__common) external __nc_tparm_err
00000001d7848570 (__DATA,__common) external __nc_tracing
000000019ebb0888 (__TEXT,__text) external __nc_trans_string
000000019ebaaaac (__TEXT,__text) external __nc_trim_sgr0
000000019ebca38c (__TEXT,__text) external __nc_unctrl
000000019ebc20f0 (__TEXT,__text) external __nc_ungetch
000000019ebbdf00 (__TEXT,__text) external __nc_unicode_locale
000000019ebbde78 (__TEXT,__text) external __nc_update_screensize
00000001d7847c95 (__DATA,__data) external __nc_user_definable
000000019ebca6e4 (__TEXT,__text) external __nc_visbuf
000000019ebca4cc (__TEXT,__text) external __nc_visbuf2
000000019ebca6f4 (__TEXT,__text) external __nc_visbufn
00000001d7848568 (__DATA,__common) external __nc_wacs
000000019ebb2a38 (__TEXT,__text) external __nc_waddch_nosync
000000019ebae5d4 (__TEXT,__text) external __nc_warning
000000019ebb3640 (__TEXT,__text) external __nc_wchstrlen
000000019ebc1f44 (__TEXT,__text) external __nc_wcrtomb
000000019ebb64e4 (__TEXT,__text) external __nc_wgetch
000000019ebabaf8 (__TEXT,__text) external __nc_wrap_entry
000000019ebcae4c (__TEXT,__text) external __nc_write_entry
                 (undefined) external _access (from libSystem)
00000001d78481f8 (__DATA,__common) external _acs_map
000000019ebcd6cc (__TEXT,__text) external _add_wch
000000019ebcd6e0 (__TEXT,__text) external _add_wchnstr
000000019ebcd6f8 (__TEXT,__text) external _add_wchstr
000000019ebcbfbc (__TEXT,__text) external _addch
000000019ebcbfd0 (__TEXT,__text) external _addchnstr
000000019ebcbfe8 (__TEXT,__text) external _addchstr
000000019ebcc000 (__TEXT,__text) external _addnstr
000000019ebcd710 (__TEXT,__text) external _addnwstr
000000019ebcc018 (__TEXT,__text) external _addstr
000000019ebcd728 (__TEXT,__text) external _addwstr
000000019ebb5a8c (__TEXT,__text) external _assume_default_colors
                 (undefined) external _atoi (from libSystem)
000000019ebcc074 (__TEXT,__text) external _attr_get
000000019ebcc0a4 (__TEXT,__text) external _attr_off
000000019ebcc0bc (__TEXT,__text) external _attr_on
000000019ebcc0d4 (__TEXT,__text) external _attr_set
000000019ebcc030 (__TEXT,__text) external _attroff
000000019ebcc048 (__TEXT,__text) external _attron
000000019ebcc060 (__TEXT,__text) external _attrset
000000019ebab1bc (__TEXT,__text) external _baudrate
000000019ebb3b40 (__TEXT,__text) external _beep
000000019ebcc0f4 (__TEXT,__text) external _bkgd
000000019ebcc108 (__TEXT,__text) external _bkgdset
000000019ebcd740 (__TEXT,__text) external _bkgrnd
000000019ebcd754 (__TEXT,__text) external _bkgrndset
00000001d3144110 (__DATA_CONST,__const) external _boolcodes
00000001d3145218 (__DATA_CONST,__const) external _boolfnames
00000001d31450b0 (__DATA_CONST,__const) external _boolnames
000000019ebcc11c (__TEXT,__text) external _border
000000019ebcd768 (__TEXT,__text) external _border_set
000000019ebcc16c (__TEXT,__text) external _box
000000019ebcd7b8 (__TEXT,__text) external _box_set
                 (undefined) external _btowc (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
000000019ebb53dc (__TEXT,__text) external _can_change_color
000000019ebbbd08 (__TEXT,__text) external _cbreak
                 (undefined) external _cfgetospeed (from libSystem)
                 (undefined) external _chdir (from libSystem)
000000019ebcc1a8 (__TEXT,__text) external _chgat
000000019ebcc1c8 (__TEXT,__text) external _clear
                 (undefined) external _clearerr (from libSystem)
000000019ebb4920 (__TEXT,__text) external _clearok
                 (undefined) external _close (from libSystem)
000000019ebcc1d8 (__TEXT,__text) external _clrtobot
000000019ebcc1e8 (__TEXT,__text) external _clrtoeol
000000019ebb5460 (__TEXT,__text) external _color_content
000000019ebcc1f8 (__TEXT,__text) external _color_set
000000019ebbb06c (__TEXT,__text) external _copywin
00000001d7848400 (__DATA,__common) external _cur_term
000000019ebbae1c (__TEXT,__text) external _curs_set
00000001d7848410 (__DATA,__common) external _curscr
000000019ebca4c0 (__TEXT,__text) external _curses_version
000000019ebc1a80 (__TEXT,__text) external _def_prog_mode
000000019ebc1a14 (__TEXT,__text) external _def_shell_mode
000000019ebb0efc (__TEXT,__text) external _define_key
000000019ebb5868 (__TEXT,__text) external _del_curterm
000000019ebc10f0 (__TEXT,__text) external _delay_output
000000019ebcc218 (__TEXT,__text) external _delch
000000019ebcc228 (__TEXT,__text) external _deleteln
000000019ebbd350 (__TEXT,__text) external _delscreen
000000019ebb59a8 (__TEXT,__text) external _delwin
000000019ebbaa50 (__TEXT,__text) external _derwin
000000019ebc6854 (__TEXT,__text) external _doupdate
000000019ebc315c (__TEXT,__text) external _dupwin
000000019ebb5b88 (__TEXT,__text) external _echo
000000019ebcd7f4 (__TEXT,__text) external _echo_wchar
000000019ebcc23c (__TEXT,__text) external _echochar
000000019ebb5bbc (__TEXT,__text) external _endwin
000000019ebcc250 (__TEXT,__text) external _erase
000000019ebb7f24 (__TEXT,__text) external _erasechar
000000019ebb5d34 (__TEXT,__text) external _erasewchar
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
000000019ebba2dc (__TEXT,__text) external _filter
000000019ebb5da4 (__TEXT,__text) external _flash
000000019ebb7f6c (__TEXT,__text) external _flushinp
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
000000019ebcd808 (__TEXT,__text) external _get_wch
000000019ebcd81c (__TEXT,__text) external _get_wstr
000000019ebcd58c (__TEXT,__text) external _getattrs
000000019ebcd5c0 (__TEXT,__text) external _getbegx
000000019ebcd5d4 (__TEXT,__text) external _getbegy
000000019ebcc260 (__TEXT,__text) external _getbkgd
000000019ebcd834 (__TEXT,__text) external _getbkgrnd
000000019ebb477c (__TEXT,__text) external _getcchar
000000019ebcc268 (__TEXT,__text) external _getch
000000019ebcd598 (__TEXT,__text) external _getcurx
000000019ebcd5ac (__TEXT,__text) external _getcury
                 (undefined) external _getcwd (from libSystem)
                 (undefined) external _getenv (from libSystem)
000000019ebcd5e8 (__TEXT,__text) external _getmaxx
000000019ebcd600 (__TEXT,__text) external _getmaxy
000000019ebb80c4 (__TEXT,__text) external _getmouse
000000019ebcd858 (__TEXT,__text) external _getn_wstr
000000019ebcc278 (__TEXT,__text) external _getnstr
000000019ebcd618 (__TEXT,__text) external _getparx
000000019ebcd62c (__TEXT,__text) external _getpary
                 (undefined) external _getpgrp (from libSystem)
                 (undefined) external _getpid (from libSystem)
000000019ebcc290 (__TEXT,__text) external _getstr
                 (undefined) external _gettimeofday (from libSystem)
000000019ebbcabc (__TEXT,__text) external _getwin
000000019ebbac80 (__TEXT,__text) external _halfdelay
000000019ebb53fc (__TEXT,__text) external _has_colors
000000019ebb6fb4 (__TEXT,__text) external _has_ic
000000019ebb7010 (__TEXT,__text) external _has_il
000000019ebbaee0 (__TEXT,__text) external _has_key
000000019ebcc2a8 (__TEXT,__text) external _hline
000000019ebcd870 (__TEXT,__text) external _hline_set
000000019ebbac34 (__TEXT,__text) external _idcok
000000019ebbabb4 (__TEXT,__text) external _idlok
000000019ebb72e0 (__TEXT,__text) external _immedok
000000019ebcd888 (__TEXT,__text) external _in_wch
000000019ebcd89c (__TEXT,__text) external _in_wchnstr
000000019ebcd8b4 (__TEXT,__text) external _in_wchstr
000000019ebcc2c0 (__TEXT,__text) external _inch
000000019ebcc2d0 (__TEXT,__text) external _inchnstr
000000019ebcc2e8 (__TEXT,__text) external _inchstr
000000019ebb51c8 (__TEXT,__text) external _init_color
000000019ebb4ea4 (__TEXT,__text) external _init_pair
000000019ebb745c (__TEXT,__text) external _initscr
000000019ebcc300 (__TEXT,__text) external _innstr
000000019ebcd8cc (__TEXT,__text) external _innwstr
000000019ebcd8e4 (__TEXT,__text) external _ins_nwstr
000000019ebcd8fc (__TEXT,__text) external _ins_wch
000000019ebcd910 (__TEXT,__text) external _ins_wstr
000000019ebcc318 (__TEXT,__text) external _insch
000000019ebcc32c (__TEXT,__text) external _insdelln
000000019ebcc340 (__TEXT,__text) external _insertln
000000019ebcc354 (__TEXT,__text) external _insnstr
000000019ebcc36c (__TEXT,__text) external _insstr
000000019ebcc384 (__TEXT,__text) external _instr
000000019ebbc170 (__TEXT,__text) external _intrflush
000000019ebcd928 (__TEXT,__text) external _inwstr
                 (undefined) external _ioctl (from libSystem)
000000019ebcd64c (__TEXT,__text) external _is_cleared
000000019ebcd654 (__TEXT,__text) external _is_idcok
000000019ebcd65c (__TEXT,__text) external _is_idlok
000000019ebcd664 (__TEXT,__text) external _is_immedok
000000019ebcd66c (__TEXT,__text) external _is_keypad
000000019ebcd674 (__TEXT,__text) external _is_leaveok
000000019ebbf8ac (__TEXT,__text) external _is_linetouched
000000019ebcd67c (__TEXT,__text) external _is_nodelay
000000019ebcd68c (__TEXT,__text) external _is_notimeout
000000019ebcd694 (__TEXT,__text) external _is_scrollok
000000019ebcd69c (__TEXT,__text) external _is_syncok
000000019ebc5ba4 (__TEXT,__text) external _is_term_resized
000000019ebbf8e8 (__TEXT,__text) external _is_wintouched
                 (undefined) external _isatty (from libSystem)
000000019ebb7efc (__TEXT,__text) external _isendwin
000000019ebb20fc (__TEXT,__text) external _key_defined
000000019ebb7fcc (__TEXT,__text) external _key_name
000000019ebb21b8 (__TEXT,__text) external _keybound
000000019ebcbfa8 (__TEXT,__text) external _keyname
000000019ebb2208 (__TEXT,__text) external _keyok
000000019ebbad20 (__TEXT,__text) external _keypad
                 (undefined) external _kill (from libSystem)
000000019ebb7f48 (__TEXT,__text) external _killchar
000000019ebb5d6c (__TEXT,__text) external _killwchar
000000019ebb804c (__TEXT,__text) external _leaveok
                 (undefined) external _link (from libSystem)
000000019ebb8068 (__TEXT,__text) external _longname
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mblen (from libSystem)
                 (undefined) external _mbrtowc (from libSystem)
                 (undefined) external _mbtowc (from libSystem)
000000019ebbb938 (__TEXT,__text) external _mcprint
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
000000019ebbadc4 (__TEXT,__text) external _meta
                 (undefined) external _mkdir (from libSystem)
000000019ebce7ec (__TEXT,__text) external _mouse_trafo
000000019ebb8490 (__TEXT,__text) external _mouseinterval
000000019ebb817c (__TEXT,__text) external _mousemask
000000019ebcc39c (__TEXT,__text) external _move
000000019ebcd93c (__TEXT,__text) external _mvadd_wch
000000019ebcd9a0 (__TEXT,__text) external _mvadd_wchnstr
000000019ebcda18 (__TEXT,__text) external _mvadd_wchstr
000000019ebcc3b4 (__TEXT,__text) external _mvaddch
000000019ebcc418 (__TEXT,__text) external _mvaddchnstr
000000019ebcc490 (__TEXT,__text) external _mvaddchstr
000000019ebcc4f8 (__TEXT,__text) external _mvaddnstr
000000019ebcda80 (__TEXT,__text) external _mvaddnwstr
000000019ebcc570 (__TEXT,__text) external _mvaddstr
000000019ebcdaf8 (__TEXT,__text) external _mvaddwstr
000000019ebcc5d8 (__TEXT,__text) external _mvchgat
000000019ebb9478 (__TEXT,__text) external _mvcur
000000019ebcc66c (__TEXT,__text) external _mvdelch
000000019ebc2f40 (__TEXT,__text) external _mvderwin
000000019ebcdb60 (__TEXT,__text) external _mvget_wch
000000019ebcdbc4 (__TEXT,__text) external _mvget_wstr
000000019ebcc6c8 (__TEXT,__text) external _mvgetch
000000019ebcdc2c (__TEXT,__text) external _mvgetn_wstr
000000019ebcc724 (__TEXT,__text) external _mvgetnstr
000000019ebcc79c (__TEXT,__text) external _mvgetstr
000000019ebcc804 (__TEXT,__text) external _mvhline
000000019ebcdca4 (__TEXT,__text) external _mvhline_set
000000019ebcdd1c (__TEXT,__text) external _mvin_wch
000000019ebcdd80 (__TEXT,__text) external _mvin_wchnstr
000000019ebcddf8 (__TEXT,__text) external _mvin_wchstr
000000019ebcc87c (__TEXT,__text) external _mvinch
000000019ebcc8d8 (__TEXT,__text) external _mvinchnstr
000000019ebcc950 (__TEXT,__text) external _mvinchstr
000000019ebcc9b8 (__TEXT,__text) external _mvinnstr
000000019ebcde60 (__TEXT,__text) external _mvinnwstr
000000019ebcded8 (__TEXT,__text) external _mvins_nwstr
000000019ebcdf50 (__TEXT,__text) external _mvins_wch
000000019ebcdfb4 (__TEXT,__text) external _mvins_wstr
000000019ebcca30 (__TEXT,__text) external _mvinsch
000000019ebcca94 (__TEXT,__text) external _mvinsnstr
000000019ebccb0c (__TEXT,__text) external _mvinsstr
000000019ebccb74 (__TEXT,__text) external _mvinstr
000000019ebce01c (__TEXT,__text) external _mvinwstr
000000019ebbbb4c (__TEXT,__text) external _mvprintw
000000019ebbca04 (__TEXT,__text) external _mvscanw
000000019ebccbdc (__TEXT,__text) external _mvvline
000000019ebce080 (__TEXT,__text) external _mvvline_set
000000019ebce0f8 (__TEXT,__text) external _mvwadd_wch
000000019ebce14c (__TEXT,__text) external _mvwadd_wchnstr
000000019ebce1b4 (__TEXT,__text) external _mvwadd_wchstr
000000019ebccc54 (__TEXT,__text) external _mvwaddch
000000019ebccca8 (__TEXT,__text) external _mvwaddchnstr
000000019ebccd10 (__TEXT,__text) external _mvwaddchstr
000000019ebccd68 (__TEXT,__text) external _mvwaddnstr
000000019ebce20c (__TEXT,__text) external _mvwaddnwstr
000000019ebccdd0 (__TEXT,__text) external _mvwaddstr
000000019ebce274 (__TEXT,__text) external _mvwaddwstr
000000019ebcce28 (__TEXT,__text) external _mvwchgat
000000019ebcceac (__TEXT,__text) external _mvwdelch
000000019ebce2cc (__TEXT,__text) external _mvwget_wch
000000019ebce320 (__TEXT,__text) external _mvwget_wstr
000000019ebccef8 (__TEXT,__text) external _mvwgetch
000000019ebce378 (__TEXT,__text) external _mvwgetn_wstr
000000019ebccf44 (__TEXT,__text) external _mvwgetnstr
000000019ebccfac (__TEXT,__text) external _mvwgetstr
000000019ebcd004 (__TEXT,__text) external _mvwhline
000000019ebce3e0 (__TEXT,__text) external _mvwhline_set
000000019ebba1e8 (__TEXT,__text) external _mvwin
000000019ebce448 (__TEXT,__text) external _mvwin_wch
000000019ebce49c (__TEXT,__text) external _mvwin_wchnstr
000000019ebce504 (__TEXT,__text) external _mvwin_wchstr
000000019ebcd06c (__TEXT,__text) external _mvwinch
000000019ebcd0b8 (__TEXT,__text) external _mvwinchnstr
000000019ebcd120 (__TEXT,__text) external _mvwinchstr
000000019ebcd178 (__TEXT,__text) external _mvwinnstr
000000019ebce55c (__TEXT,__text) external _mvwinnwstr
000000019ebce5c4 (__TEXT,__text) external _mvwins_nwstr
000000019ebce62c (__TEXT,__text) external _mvwins_wch
000000019ebce680 (__TEXT,__text) external _mvwins_wstr
000000019ebcd1e0 (__TEXT,__text) external _mvwinsch
000000019ebcd234 (__TEXT,__text) external _mvwinsnstr
000000019ebcd29c (__TEXT,__text) external _mvwinsstr
000000019ebcd2f4 (__TEXT,__text) external _mvwinstr
000000019ebce6d8 (__TEXT,__text) external _mvwinwstr
000000019ebbbbb0 (__TEXT,__text) external _mvwprintw
000000019ebbca68 (__TEXT,__text) external _mvwscanw
000000019ebcd34c (__TEXT,__text) external _mvwvline
000000019ebce72c (__TEXT,__text) external _mvwvline_set
                 (undefined) external _nanosleep (from libSystem)
000000019ebba250 (__TEXT,__text) external _napms
000000019ebbb3a0 (__TEXT,__text) external _newpad
00000001d7848418 (__DATA,__common) external _newscr
000000019ebba300 (__TEXT,__text) external _newterm
000000019ebba76c (__TEXT,__text) external _newwin
000000019ebbab80 (__TEXT,__text) external _nl
                 (undefined) external _nl_langinfo (from libSystem)
000000019ebbbfc8 (__TEXT,__text) external _nocbreak
000000019ebbacd8 (__TEXT,__text) external _nodelay
000000019ebb5ba4 (__TEXT,__text) external _noecho
000000019ebba2f0 (__TEXT,__text) external _nofilter
000000019ebbab9c (__TEXT,__text) external _nonl
000000019ebbc0b4 (__TEXT,__text) external _noqiflush
000000019ebbbec4 (__TEXT,__text) external _noraw
000000019ebbacf8 (__TEXT,__text) external _notimeout
00000001d3144278 (__DATA_CONST,__const) external _numcodes
00000001d31454c0 (__DATA_CONST,__const) external _numfnames
00000001d3145380 (__DATA_CONST,__const) external _numnames
                 (undefined) external _open (from libSystem)
00000001d784855e (__DATA,__common) external _ospeed
000000019ebbafa8 (__TEXT,__text) external _overlay
000000019ebbb064 (__TEXT,__text) external _overwrite
000000019ebb54ec (__TEXT,__text) external _pair_content
000000019ebbb8b8 (__TEXT,__text) external _pecho_wchar
000000019ebbb838 (__TEXT,__text) external _pechochar
                 (undefined) external _perror (from libSystem)
000000019ebbb4f0 (__TEXT,__text) external _pnoutrefresh
000000019ebbb4b8 (__TEXT,__text) external _prefresh
000000019ebbba88 (__TEXT,__text) external _printw
                 (undefined) external _putc (from libSystem)
000000019ebc12a8 (__TEXT,__text) external _putp
000000019ebbcc74 (__TEXT,__text) external _putwin
000000019ebbbe08 (__TEXT,__text) external _qiflush
000000019ebbbc04 (__TEXT,__text) external _raw
                 (undefined) external _read (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000019ebcd3bc (__TEXT,__text) external _redrawwin
000000019ebcd3cc (__TEXT,__text) external _refresh
                 (undefined) external _remove (from libSystem)
000000019ebc1ad0 (__TEXT,__text) external _reset_prog_mode
000000019ebc1b44 (__TEXT,__text) external _reset_shell_mode
000000019ebc1c28 (__TEXT,__text) external _resetty
000000019ebc5bec (__TEXT,__text) external _resize_term
000000019ebc5e80 (__TEXT,__text) external _resizeterm
000000019ebbc878 (__TEXT,__text) external _restartterm
000000019ebbdbdc (__TEXT,__text) external _ripoffline
