00007ff80e655821 (__TEXT,__const) non-external _KW_ANY
00007ff80e647b46 (__TEXT,__text) non-external _attlist2
00007ff80e647d70 (__TEXT,__text) non-external _attlist3
00007ff80e647e9e (__TEXT,__text) non-external _attlist4
00007ff80e647d2a (__TEXT,__text) non-external _attlist5
00007ff80e647e04 (__TEXT,__text) non-external _attlist6
00007ff80e647e4a (__TEXT,__text) non-external _attlist7
00007ff80e647c37 (__TEXT,__text) non-external _attlist8
00007ff80e647dbe (__TEXT,__text) non-external _attlist9
00007ff80e652980 (__TEXT,__text) non-external _big2_attributeValueTok
00007ff80e652590 (__TEXT,__text) non-external _big2_cdataSectionTok
00007ff80e6530a4 (__TEXT,__text) non-external _big2_charRefNumber
00007ff80e6542ec (__TEXT,__text) non-external _big2_checkPiTarget
00007ff80e65197c (__TEXT,__text) non-external _big2_contentTok
00007ff8408f28c8 (__DATA_CONST,__const) non-external _big2_encoding
00007ff8408f3218 (__DATA_CONST,__const) non-external _big2_encoding_ns
00007ff80e652ab8 (__TEXT,__text) non-external _big2_entityValueTok
00007ff80e652ce8 (__TEXT,__text) non-external _big2_getAtts
00007ff80e6527f0 (__TEXT,__text) non-external _big2_ignoreSectionTok
00007ff80e653334 (__TEXT,__text) non-external _big2_isPublicId
00007ff80e652c39 (__TEXT,__text) non-external _big2_nameLength
00007ff80e652bf4 (__TEXT,__text) non-external _big2_nameMatchesAscii
00007ff80e65315f (__TEXT,__text) non-external _big2_predefinedEntityName
00007ff80e651155 (__TEXT,__text) non-external _big2_prologTok
00007ff80e6546bc (__TEXT,__text) non-external _big2_scanAtts
00007ff80e655f63 (__TEXT,__const) non-external _big2_scanCdataSection.CDATA_LSQB
00007ff80e65418c (__TEXT,__text) non-external _big2_scanComment
00007ff80e653720 (__TEXT,__text) non-external _big2_scanDecl
00007ff80e6535f2 (__TEXT,__text) non-external _big2_scanLit
00007ff80e653ccc (__TEXT,__text) non-external _big2_scanPercent
00007ff80e65386c (__TEXT,__text) non-external _big2_scanPi
00007ff80e653f38 (__TEXT,__text) non-external _big2_scanPoundName
00007ff80e65436b (__TEXT,__text) non-external _big2_scanRef
00007ff80e652cae (__TEXT,__text) non-external _big2_skipS
00007ff80e65357d (__TEXT,__text) non-external _big2_toUtf16
00007ff80e6533bf (__TEXT,__text) non-external _big2_toUtf8
00007ff80e653263 (__TEXT,__text) non-external _big2_updatePosition
00007ff80e645834 (__TEXT,__text) non-external _cdataSectionProcessor
00007ff80e6489fc (__TEXT,__text) non-external _checkCharRefNumber
00007ff80e64784b (__TEXT,__text) non-external _condSect0
00007ff80e6478ee (__TEXT,__text) non-external _condSect1
00007ff80e64792e (__TEXT,__text) non-external _condSect2
00007ff80e641d52 (__TEXT,__text) non-external _contentProcessor
00007ff80e646bd4 (__TEXT,__text) non-external _copyEntityTable
00007ff80e63d47f (__TEXT,__text) non-external _copyString
00007ff80e64774e (__TEXT,__text) non-external _declClose
00007ff80e6420f3 (__TEXT,__text) non-external _defineAttribute
00007ff80e645584 (__TEXT,__text) non-external _doCdataSection
00007ff80e643394 (__TEXT,__text) non-external _doContent
00007ff80e6428d8 (__TEXT,__text) non-external _doIgnoreSection
00007ff80e648df6 (__TEXT,__text) non-external _doParseXmlDecl
00007ff80e63f3ea (__TEXT,__text) non-external _doProlog
00007ff80e655252 (__TEXT,__const) non-external _doProlog.atypeCDATA
00007ff80e65526f (__TEXT,__const) non-external _doProlog.atypeENTITIES
00007ff80e655268 (__TEXT,__const) non-external _doProlog.atypeENTITY
00007ff80e655258 (__TEXT,__const) non-external _doProlog.atypeID
00007ff80e65525b (__TEXT,__const) non-external _doProlog.atypeIDREF
00007ff80e655261 (__TEXT,__const) non-external _doProlog.atypeIDREFS
00007ff80e655278 (__TEXT,__const) non-external _doProlog.atypeNMTOKEN
00007ff80e655280 (__TEXT,__const) non-external _doProlog.atypeNMTOKENS
00007ff80e655147 (__TEXT,__text) non-external _doProlog.cold.1
00007ff80e656b4b (__TEXT,__cstring) non-external _doProlog.enumValueSep
00007ff80e656b4d (__TEXT,__cstring) non-external _doProlog.enumValueStart
00007ff80e656b41 (__TEXT,__cstring) non-external _doProlog.notationPrefix
00007ff80e646fc8 (__TEXT,__text) non-external _doctype0
00007ff80e64701b (__TEXT,__text) non-external _doctype1
00007ff80e64733a (__TEXT,__text) non-external _doctype2
00007ff80e6472f4 (__TEXT,__text) non-external _doctype3
00007ff80e648540 (__TEXT,__text) non-external _doctype4
00007ff80e6474b0 (__TEXT,__text) non-external _doctype5
00007ff80e647424 (__TEXT,__text) non-external _element0
00007ff80e647ef2 (__TEXT,__text) non-external _element1
00007ff80e647fc4 (__TEXT,__text) non-external _element2
00007ff80e6480c4 (__TEXT,__text) non-external _element3
00007ff80e6482e8 (__TEXT,__text) non-external _element4
00007ff80e648333 (__TEXT,__text) non-external _element5
00007ff80e648143 (__TEXT,__text) non-external _element6
00007ff80e648214 (__TEXT,__text) non-external _element7
00007ff8408f26c0 (__DATA_CONST,__const) non-external _encodings
00007ff8408f2e40 (__DATA_CONST,__const) non-external _encodingsNS
00007ff80e647380 (__TEXT,__text) non-external _entity0
00007ff80e6474f6 (__TEXT,__text) non-external _entity1
00007ff80e64779b (__TEXT,__text) non-external _entity10
00007ff80e64753c (__TEXT,__text) non-external _entity2
00007ff80e6479b7 (__TEXT,__text) non-external _entity3
00007ff80e647971 (__TEXT,__text) non-external _entity4
00007ff80e6479fd (__TEXT,__text) non-external _entity5
00007ff80e647a88 (__TEXT,__text) non-external _entity6
00007ff80e6475ff (__TEXT,__text) non-external _entity7
00007ff80e647708 (__TEXT,__text) non-external _entity8
00007ff80e6476c2 (__TEXT,__text) non-external _entity9
00007ff80e642db1 (__TEXT,__text) non-external _entityTrackingOnOpen
00007ff80e64658d (__TEXT,__text) non-external _entityTrackingReportStats
00007ff80e6551b0 (__TEXT,__text) non-external _entityTrackingReportStats.cold.1
00007ff80e646855 (__TEXT,__text) non-external _entityValueInitProcessor
00007ff80e646afb (__TEXT,__text) non-external _entityValueProcessor
00007ff80e6453a8 (__TEXT,__text) non-external _epilogProcessor
00007ff80e647013 (__TEXT,__text) non-external _error
00007ff80e63e89e (__TEXT,__text) non-external _errorProcessor
00007ff80e645e48 (__TEXT,__text) non-external _externalEntityContentProcessor
00007ff80e63e168 (__TEXT,__text) non-external _externalEntityInitProcessor
00007ff80e646683 (__TEXT,__text) non-external _externalEntityInitProcessor2
00007ff80e646779 (__TEXT,__text) non-external _externalEntityInitProcessor3
00007ff80e63e1b8 (__TEXT,__text) non-external _externalParEntInitProcessor
00007ff80e6469fa (__TEXT,__text) non-external _externalParEntProcessor
00007ff80e646eec (__TEXT,__text) non-external _externalSubset0
00007ff80e6477f0 (__TEXT,__text) non-external _externalSubset1
00007ff80e6490ce (__TEXT,__text) non-external _findEncoding
00007ff80e6492d9 (__TEXT,__text) non-external _findEncodingNS
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80e645350 (__TEXT,__text) non-external _freeBindings
                 (undefined) external _fwrite (from libSystem)
00007ff80e641e33 (__TEXT,__text) non-external _getAttributeId
00007ff80e6442d8 (__TEXT,__text) non-external _getContext
00007ff80e63f1a4 (__TEXT,__text) non-external _getDebugLevel
00007ff80e641da7 (__TEXT,__text) non-external _getElementType
00007ff80e648d0f (__TEXT,__text) non-external _getEncodingIndex
00007ff8408f2690 (__DATA_CONST,__const) non-external _getEncodingIndex.encodingNames
                 (undefined) external _getenv (from libSystem)
00007ff80e63f2cd (__TEXT,__text) non-external _handleUnknownEncoding
00007ff80e6430f4 (__TEXT,__text) non-external _hash
00007ff80e646b9c (__TEXT,__text) non-external _hashTableDestroy
00007ff80e642a58 (__TEXT,__text) non-external _ignoreSectionProcessor
00007ff80e655290 (__TEXT,__const) non-external _implicitContext
00007ff80e650f4a (__TEXT,__text) non-external _initScan
00007ff80e648d82 (__TEXT,__text) non-external _initScanContent
00007ff80e649276 (__TEXT,__text) non-external _initScanContentNS
00007ff80e648d63 (__TEXT,__text) non-external _initScanProlog
00007ff80e649257 (__TEXT,__text) non-external _initScanPrologNS
00007ff80e648da4 (__TEXT,__text) non-external _initUpdatePosition
00007ff80e63f203 (__TEXT,__text) non-external _initializeEncoding
00007ff80e646334 (__TEXT,__text) non-external _internalEntityProcessor
00007ff80e6470f4 (__TEXT,__text) non-external _internalSubset
00007ff8408f2120 (__DATA_CONST,__const) non-external _internal_little2_encoding
00007ff8408f24c0 (__DATA_CONST,__const) non-external _internal_little2_encoding_ns
00007ff8408f1f50 (__DATA_CONST,__const) non-external _internal_utf8_encoding
00007ff8408f22f0 (__DATA_CONST,__const) non-external _internal_utf8_encoding_ns
00007ff80e64d15a (__TEXT,__text) non-external _isNever
00007ff8408f1d80 (__DATA_CONST,__const) non-external _latin1_encoding
00007ff8408f2e78 (__DATA_CONST,__const) non-external _latin1_encoding_ns
00007ff80e64b93e (__TEXT,__text) non-external _latin1_toUtf16
00007ff80e64b8bc (__TEXT,__text) non-external _latin1_toUtf8
00007ff80e64eaf0 (__TEXT,__text) non-external _little2_attributeValueTok
00007ff80e64e704 (__TEXT,__text) non-external _little2_cdataSectionTok
00007ff80e64f214 (__TEXT,__text) non-external _little2_charRefNumber
00007ff80e650440 (__TEXT,__text) non-external _little2_checkPiTarget
00007ff80e64db18 (__TEXT,__text) non-external _little2_contentTok
00007ff8408f2a98 (__DATA_CONST,__const) non-external _little2_encoding
00007ff8408f33e8 (__DATA_CONST,__const) non-external _little2_encoding_ns
00007ff80e64ec28 (__TEXT,__text) non-external _little2_entityValueTok
00007ff80e64ee57 (__TEXT,__text) non-external _little2_getAtts
00007ff80e64e960 (__TEXT,__text) non-external _little2_ignoreSectionTok
00007ff80e64f4a0 (__TEXT,__text) non-external _little2_isPublicId
00007ff80e64eda9 (__TEXT,__text) non-external _little2_nameLength
00007ff80e64ed64 (__TEXT,__text) non-external _little2_nameMatchesAscii
00007ff80e64f2cb (__TEXT,__text) non-external _little2_predefinedEntityName
00007ff80e64d2f7 (__TEXT,__text) non-external _little2_prologTok
00007ff80e650818 (__TEXT,__text) non-external _little2_scanAtts
00007ff80e6502e4 (__TEXT,__text) non-external _little2_scanComment
00007ff80e64f888 (__TEXT,__text) non-external _little2_scanDecl
00007ff80e64f75a (__TEXT,__text) non-external _little2_scanLit
00007ff80e64fe30 (__TEXT,__text) non-external _little2_scanPercent
00007ff80e64f9d4 (__TEXT,__text) non-external _little2_scanPi
00007ff80e650094 (__TEXT,__text) non-external _little2_scanPoundName
00007ff80e6504bf (__TEXT,__text) non-external _little2_scanRef
00007ff80e64ee1d (__TEXT,__text) non-external _little2_skipS
00007ff80e64f6e9 (__TEXT,__text) non-external _little2_toUtf16
00007ff80e64f52b (__TEXT,__text) non-external _little2_toUtf8
00007ff80e64f3cf (__TEXT,__text) non-external _little2_updatePosition
00007ff80e6419e6 (__TEXT,__text) non-external _lookup
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80e655e30 (__TEXT,__const) non-external _namePages
00007ff80e655830 (__TEXT,__const) non-external _namingBitmap
00007ff80e642ad4 (__TEXT,__text) non-external _nextScaffoldPart
00007ff80e655d30 (__TEXT,__const) non-external _nmstrtPages
00007ff80e64b07c (__TEXT,__text) non-external _normal_attributeValueTok
00007ff80e64ac24 (__TEXT,__text) non-external _normal_cdataSectionTok
00007ff80e64b638 (__TEXT,__text) non-external _normal_charRefNumber
00007ff80e64c44c (__TEXT,__text) non-external _normal_checkPiTarget
00007ff80e649fdc (__TEXT,__text) non-external _normal_contentTok
00007ff80e64b1b4 (__TEXT,__text) non-external _normal_entityValueTok
00007ff80e64b367 (__TEXT,__text) non-external _normal_getAtts
00007ff80e64aedc (__TEXT,__text) non-external _normal_ignoreSectionTok
00007ff80e64b83c (__TEXT,__text) non-external _normal_isPublicId
00007ff80e64b300 (__TEXT,__text) non-external _normal_nameLength
00007ff80e64b2c4 (__TEXT,__text) non-external _normal_nameMatchesAscii
00007ff80e64b6f0 (__TEXT,__text) non-external _normal_predefinedEntityName
00007ff80e649407 (__TEXT,__text) non-external _normal_prologTok
00007ff80e64c7b7 (__TEXT,__text) non-external _normal_scanAtts
00007ff80e64c2c0 (__TEXT,__text) non-external _normal_scanComment
00007ff80e64bae8 (__TEXT,__text) non-external _normal_scanDecl
00007ff80e64b982 (__TEXT,__text) non-external _normal_scanLit
00007ff80e64c02c (__TEXT,__text) non-external _normal_scanPercent
00007ff80e64bc14 (__TEXT,__text) non-external _normal_scanPi
00007ff80e64c4b7 (__TEXT,__text) non-external _normal_scanRef
00007ff80e64b33d (__TEXT,__text) non-external _normal_skipS
00007ff80e64b782 (__TEXT,__text) non-external _normal_updatePosition
00007ff80e646640 (__TEXT,__text) non-external _normalizeLines
00007ff80e641cef (__TEXT,__text) non-external _normalizePublicId
00007ff80e64746f (__TEXT,__text) non-external _notation0
00007ff80e648390 (__TEXT,__text) non-external _notation1
00007ff80e648487 (__TEXT,__text) non-external _notation2
00007ff80e648439 (__TEXT,__text) non-external _notation3
00007ff80e6484cd (__TEXT,__text) non-external _notation4
00007ff80e654d88 (__TEXT,__text) non-external _parsePseudoAttribute
00007ff80e63cb3a (__TEXT,__text) non-external _parserCreate
00007ff80e63d251 (__TEXT,__text) non-external _parserInit
00007ff80e642081 (__TEXT,__text) non-external _poolAppend
00007ff80e63e34f (__TEXT,__text) non-external _poolCopyString
00007ff80e63e246 (__TEXT,__text) non-external _poolDestroy
00007ff80e642206 (__TEXT,__text) non-external _poolGrow
00007ff80e64199f (__TEXT,__text) non-external _poolStoreString
00007ff80e642c02 (__TEXT,__text) non-external _processInternalEntity
00007ff80e641619 (__TEXT,__text) non-external _processXmlDecl
00007ff80e646e19 (__TEXT,__text) non-external _prolog0
00007ff80e646f0c (__TEXT,__text) non-external _prolog1
00007ff80e64726c (__TEXT,__text) non-external _prolog2
00007ff80e63f154 (__TEXT,__text) non-external _prologInitProcessor
00007ff80e63f25e (__TEXT,__text) non-external _prologProcessor
                 (undefined) external _realloc (from libSystem)
00007ff80e6557b4 (__TEXT,__const) non-external _reltable.attlist2
00007ff80e642f48 (__TEXT,__text) non-external _reportComment
00007ff80e63ef94 (__TEXT,__text) non-external _reportDefault
00007ff80e642dfc (__TEXT,__text) non-external _reportProcessingInstruction
00007ff80e63dc2d (__TEXT,__text) non-external _setContext
00007ff80e6458ea (__TEXT,__text) non-external _setElementTypePrefix
00007ff80e643250 (__TEXT,__text) non-external _sip24_final
00007ff80e6431b8 (__TEXT,__text) non-external _sip24_update
00007ff80e643338 (__TEXT,__text) non-external _sip_round
00007ff80e63e805 (__TEXT,__text) non-external _startParsing
00007ff80e6423d0 (__TEXT,__text) non-external _storeAttributeValue
00007ff80e64467f (__TEXT,__text) non-external _storeAtts
00007ff80e64243f (__TEXT,__text) non-external _storeEntityValue
00007ff80e6441fc (__TEXT,__text) non-external _storeRawNames
00007ff80e650ee8 (__TEXT,__text) non-external _streqci
                 (undefined) external _strtoul (from libSystem)
00007ff80e63f10e (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesDirect
00007ff80e63f123 (__TEXT,__text) non-external (was a private external) _testingAccountingGetCountBytesIndirect
00007ff80e648aeb (__TEXT,__text) non-external _unknown_isInvalid
00007ff80e648a49 (__TEXT,__text) non-external _unknown_isName
00007ff80e648a9a (__TEXT,__text) non-external _unknown_isNmstrt
00007ff80e648bff (__TEXT,__text) non-external _unknown_toUtf16
00007ff80e648b18 (__TEXT,__text) non-external _unknown_toUtf8
00007ff80e63f138 (__TEXT,__text) non-external (was a private external) _unsignedCharToPrintable
00007ff8408f26f8 (__DATA_CONST,__const) non-external _utf8_encoding
00007ff8408f3048 (__DATA_CONST,__const) non-external _utf8_encoding_ns
00007ff80e64d1fa (__TEXT,__text) non-external _utf8_isInvalid2
00007ff80e64d21d (__TEXT,__text) non-external _utf8_isInvalid3
00007ff80e64d290 (__TEXT,__text) non-external _utf8_isInvalid4
00007ff80e64d0c2 (__TEXT,__text) non-external _utf8_isName2
00007ff80e64d108 (__TEXT,__text) non-external _utf8_isName3
00007ff80e64d162 (__TEXT,__text) non-external _utf8_isNmstrt2
00007ff80e64d1a8 (__TEXT,__text) non-external _utf8_isNmstrt3
00007ff80e64cf62 (__TEXT,__text) non-external _utf8_toUtf16
00007ff80e64cecc (__TEXT,__text) non-external _utf8_toUtf8
