0000000193eb07c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
0000000193eb0864 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
0000000193eb0924 (__TEXT,__gcc_except_tab) non-external GCC_except_table13
0000000193eb06ac (__TEXT,__gcc_except_tab) non-external GCC_except_table14
0000000193eb0940 (__TEXT,__gcc_except_tab) non-external GCC_except_table16
0000000193eb0604 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
0000000193eb04e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
0000000193eb056c (__TEXT,__gcc_except_tab) non-external GCC_except_table23
0000000193eb0584 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000193eb0614 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000193eb07dc (__TEXT,__gcc_except_tab) non-external GCC_except_table26
0000000193eb0950 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
0000000193eb04f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
0000000193eb04d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000193eb0688 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000193eb0500 (__TEXT,__gcc_except_tab) non-external GCC_except_table30
0000000193eb06bc (__TEXT,__gcc_except_tab) non-external GCC_except_table33
0000000193eb062c (__TEXT,__gcc_except_tab) non-external GCC_except_table36
0000000193eb07f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
0000000193eb0714 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
0000000193eb0648 (__TEXT,__gcc_except_tab) non-external GCC_except_table47
0000000193eb0658 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
0000000193eb0668 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
0000000193eb0678 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
0000000193eb0524 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
0000000193eb0724 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
0000000193eb0534 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
0000000193eb0740 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
0000000193eb0750 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
0000000193eb076c (__TEXT,__gcc_except_tab) non-external GCC_except_table57
0000000193eb0594 (__TEXT,__gcc_except_tab) non-external GCC_except_table59
0000000193eb05a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table63
0000000193eb05b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table64
0000000193eb05c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
0000000193eb05d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
0000000193eb0788 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
0000000193eb05e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
0000000193eb05f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
0000000193eb0804 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
0000000193eb0544 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
0000000193eb0820 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
0000000193eb0798 (__TEXT,__gcc_except_tab) non-external GCC_except_table85
0000000193eb07a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table86
0000000193eb07b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table91
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringUppercase (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyPathExtension (from CoreFoundation)
                 (undefined) external _CFURLCreateBookmarkData (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000193ea9694 (__TEXT,__text) external _RXAdLibCreate
0000000193e9ff70 (__TEXT,__text) non-external (was a private external) _RXAutomationModeFileName
0000000193e9ff5c (__TEXT,__text) non-external (was a private external) _RXAutomationModeResult
0000000193e9ff48 (__TEXT,__text) non-external (was a private external) _RXAutomationModeSynthesis
0000000193e9ff84 (__TEXT,__text) non-external (was a private external) _RXAutomationSimulateOpenMic
0000000193e9fe04 (__TEXT,__text) non-external (was a private external) _RXDebugFlagsUpdate
0000000193ea1e44 (__TEXT,__text) external _RXEngineTypeForLocaleIdentifier
0000000193ea2540 (__TEXT,__text) external _RXGetAssetFallbackLocaleIdentifier
0000000193ea2424 (__TEXT,__text) external _RXGetAssetFallbackLocales
0000000193ea1024 (__TEXT,__text) external _RXGetSupportedNashvilleLocaleIdentifiers
0000000193ea0d88 (__TEXT,__text) external _RXGetSupportedQuasarLocaleIdentifiers
0000000193ea1e40 (__TEXT,__text) external _RXGlobalSetDownloadProgressCallback
0000000193ea00a4 (__TEXT,__text) non-external (was a private external) _RXIsAppleInternal
0000000193ea22a8 (__TEXT,__text) external _RXIsKeywordSpotterEnabled
0000000193ea2314 (__TEXT,__text) external _RXIsLocaleSupportingKeywordSpotter
0000000193ea2198 (__TEXT,__text) external _RXIsLocaleSupportingOndeviceSpeechDetection
0000000193ea1f98 (__TEXT,__text) external _RXIsLocaleWithNoSpaceInPostITN
0000000193ea20bc (__TEXT,__text) external _RXIsLocaleWithSpecialHyphenHandling
0000000193ea22bc (__TEXT,__text) external _RXIsSpeechDetectorEnabled
0000000193ea9320 (__TEXT,__text) external _RXLanguageModelCreate
0000000193ea93e0 (__TEXT,__text) external _RXLanguageModelCreateWithURL
0000000193ea975c (__TEXT,__text) external _RXLanguageModelWriteToURL
0000000193ea98b0 (__TEXT,__text) external _RXLanguageObjectAddObject
0000000193ea9e30 (__TEXT,__text) external _RXLanguageObjectAddPhrase
0000000193eaa378 (__TEXT,__text) external _RXLanguageObjectAddPhraseAndAlternatives
0000000193ea9ce4 (__TEXT,__text) external _RXLanguageObjectApplyBlock
0000000193ea97ac (__TEXT,__text) external _RXLanguageObjectGetCount
0000000193ea99ac (__TEXT,__text) external _RXLanguageObjectGetObjectAtIndex
0000000193ea9794 (__TEXT,__text) external _RXLanguageObjectGetType
0000000193ea92c8 (__TEXT,__text) external _RXLanguageObjectGetTypeID
0000000193ea9bf4 (__TEXT,__text) external _RXLanguageObjectRemoveObjectAtIndex
0000000193ea9ae8 (__TEXT,__text) external _RXLanguageObjectSetObjectAtIndex
0000000193ea2588 (__TEXT,__text) external _RXLocalesSupportingSpellingMode
0000000193ea2650 (__TEXT,__text) external _RXLocalizedStringForSpacebar
0000000193e9ff1c (__TEXT,__text) non-external (was a private external) _RXLogClientUpdates
0000000193e9ff2c (__TEXT,__text) non-external (was a private external) _RXLogPerformance
0000000193e9fefc (__TEXT,__text) non-external (was a private external) _RXLogServerGrammar
0000000193e9feec (__TEXT,__text) non-external (was a private external) _RXLogServerResults
0000000193e9ff0c (__TEXT,__text) non-external (was a private external) _RXLogSound
0000000193ea0380 (__TEXT,__text) non-external (was a private external) _RXOSLog
0000000193ea1230 (__TEXT,__text) external _RXObjectCopyProperty
0000000193ea17ec (__TEXT,__text) external _RXObjectCopyPropertyWithLocale
0000000193ea1984 (__TEXT,__text) external _RXObjectSetProperty
0000000193ea950c (__TEXT,__text) external _RXPathCreate
0000000193ea4508 (__TEXT,__text) external _RXRecognitionSystemAddLeadingContext
0000000193ea4518 (__TEXT,__text) external _RXRecognitionSystemAddOtherContext
0000000193ea44f8 (__TEXT,__text) external _RXRecognitionSystemAddTraining
0000000193ea4558 (__TEXT,__text) external _RXRecognitionSystemCopyPhoneticNeighborsForText
0000000193ea446c (__TEXT,__text) external _RXRecognitionSystemCreate
0000000193ea4434 (__TEXT,__text) external _RXRecognitionSystemGetTypeID
0000000193ea4528 (__TEXT,__text) external _RXRecognitionSystemReset
0000000193ea4548 (__TEXT,__text) external _RXRecognitionSystemSaveUserProfileToFile
0000000193ea4538 (__TEXT,__text) external _RXRecognitionSystemSetResetMode
0000000193ea6520 (__TEXT,__text) external _RXRecognizerCreate
0000000193ea64e8 (__TEXT,__text) external _RXRecognizerGetTypeID
0000000193ea65b8 (__TEXT,__text) non-external (was a private external) _RXRecognizerSetFeedbackText
0000000193ea9cf4 (__TEXT,__text) external _RXReplaceHyphensWithSpace
0000000193e9ff90 (__TEXT,__text) non-external (was a private external) _RXResetTimeInSec
0000000193ea030c (__TEXT,__text) external _RXSignpostLog
0000000193e9ff3c (__TEXT,__text) non-external (was a private external) _RXVeryVerbose
0000000193ea699c (__TEXT,__text) external _RXVocabularyCreateWithLocale
0000000193ea6a30 (__TEXT,__text) external _RXVocabularyCreateWithURL
0000000193ea6964 (__TEXT,__text) external _RXVocabularyGetTypeID
0000000193ea95c0 (__TEXT,__text) external _RXWordCreate
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFXPCCreateCFObjectFromXPCObject (from CoreFoundation)
                 (undefined) external __CFXPCCreateXPCObjectFromCFObject (from CoreFoundation)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
0000000193eacfb8 (__TEXT,__text) non-external (was a private external) __Z11RDNukeCachePK10__CFString
0000000193e9fc98 (__TEXT,__text) non-external (was a private external) __Z12RXCFFinalizePKv
0000000193eacbc8 (__TEXT,__text) non-external (was a private external) __Z14RDCopyCacheURLv
0000000193eaccfc (__TEXT,__text) non-external (was a private external) __Z14RDCopyInfoDictPK7__CFURL
0000000193eacb44 (__TEXT,__text) non-external (was a private external) __Z15RDCopyModelPathv
0000000193e9fdb0 (__TEXT,__text) non-external (was a private external) __Z17RXCFCopyDebugDescPKv
0000000193ea03f4 (__TEXT,__text) non-external (was a private external) __Z17RXPropertyKeyNamej
0000000193eace04 (__TEXT,__text) non-external (was a private external) __Z18RDCopyCacheVersionPK10__CFString
0000000193ea4e74 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXRecognizerPKv
0000000193ea6768 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXVocabularyPKv
0000000193ea2774 (__TEXT,__text) non-external (was a private external) __Z21RecognizerStillExistsP12RXRecognizer
0000000193e9fd8c (__TEXT,__text) non-external (was a private external) __Z22RXCFCopyFormattingDescPKvPK14__CFDictionary
0000000193ea6ac4 (__TEXT,__text) non-external (was a private external) __Z25RXCFInit_RXLanguageObjectPKv
0000000193ea4f44 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXRecognizerv
0000000193ea67e8 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXVocabularyv
0000000193eadd5c (__TEXT,__text) non-external (was a private external) __Z26RDDoLocaleIdentifiersMatchPK10__CFStringS1_
0000000193ea275c (__TEXT,__text) non-external (was a private external) __Z28RXCFInit_RXRecognitionSystemPKv
0000000193ead084 (__TEXT,__text) non-external (was a private external) __Z29RDCopyNashvilleModelLanguagesv
0000000193ea6b7c (__TEXT,__text) non-external (was a private external) __Z29RXCFRegister_RXLanguageObjectv
0000000193ea2768 (__TEXT,__text) non-external (was a private external) __Z32RXCFRegister_RXRecognitionSystemv
0000000193ead3bc (__TEXT,__text) non-external (was a private external) __Z35RDCopyBestNashvilleLocaleIdentifierPK10__CFString
0000000193e9fc68 (__TEXT,__text) non-external (was a private external) __Z8RXCFCopyPK13__CFAllocatorPKv
0000000193e9fd68 (__TEXT,__text) non-external (was a private external) __Z8RXCFHashPKv
0000000193e9fd40 (__TEXT,__text) non-external (was a private external) __Z9RXCFEqualPKvS0_
0000000193ead2fc (__TEXT,__text) non-external __ZL11CheckLocaleNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00000001d39eb238 (__DATA_CONST,__const) non-external __ZL12sRXTypeNames
0000000193ea5ebc (__TEXT,__text) non-external __ZL13GetDaemonLMIDPvRy
00000001d5d1bd44 (__DATA,__bss) non-external __ZL14sRXVeryVerbose
00000001d5d1bb51 (__DATA,__data) non-external __ZL15sResetTimeInSec
00000001d5d1bd45 (__DATA,__bss) non-external __ZL17sRXAutomationMode
0000000193ea1db4 (__TEXT,__text) non-external __ZL19RXSetLocalePropertyPK10__CFStringjPKv
0000000193ea13cc (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj
0000000193ea1764 (__TEXT,__text) non-external __ZL20RXCopyLocalePropertyPK10__CFStringj
0000000193eacf0c (__TEXT,__text) non-external __ZL22RDCopyLanguageCacheURLPK10__CFString
0000000193eacd38 (__TEXT,__text) non-external __ZL25RDCopyInfoDictWithInfoURLPK7__CFURL
0000000193ea24fc (__TEXT,__text) non-external __ZL25RXGetAllLocalesPropertiesv
0000000193eaa5b4 (__TEXT,__text) non-external __ZL27CreateCppStringFromCFStringPK10__CFStringb
00000001d5d1bb50 (__DATA,__data) non-external __ZL28sRXAutomationSimulateOpenMic
0000000193ea9f48 (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale
0000000193eaa0d8 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale
00000001d5d1bd40 (__DATA,__bss) non-external __ZL8sRXDebug
00000001d5d1bd98 (__DATA,__bss) non-external __ZL8sSystems
0000000193ea47d4 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEED2Ev
0000000193ea35e0 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEEaSES1_
0000000193ea47a0 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEED2Ev
0000000193ea3594 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEEaSES1_
0000000193ea58ec (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10InitializeEP19RXRecognitionSystemU13block_pointerFvP18__RXLanguageObjectEm
0000000193ea6048 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEP16RXLanguageObject
0000000193ea5d74 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEPv
0000000193ea632c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11BrokerResetEv
0000000193ea51cc (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11SetPropertyEjPKv
0000000193ea4f50 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11WillDestroyEv
0000000193ea50b4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer12CopyPropertyEj
0000000193ea5fa4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13LMStillExistsEy
0000000193ea62b8 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13ReleaseResultEy
0000000193ea6100 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer15SetFeedbackTextEPK10__CFStringm
0000000193ea5670 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer18ClaimLanguageModelEv
0000000193ea561c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19DisownLanguageModelEv
0000000193ea5688 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19UpdateFeedbackStateENS_14FeedbackUpdateE
0000000193ea63c0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer5ChokeExb
0000000193ea61c0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9CopyAudioEyyy
0000000193ea5b10 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9SerializeEPvP19RXRecognitionSystem
0000000193ea4ee4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC1Ev
0000000193ea588c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC2Ev
0000000193ea5ae8 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD0Ev
0000000193ea5ae4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD1Ev
0000000193ea59c8 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD2Ev
0000000193ea5fb4 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDesc9DeleteRefEv
0000000193eaa538 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC1EP12RXRecognizery
0000000193eaa500 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC2EP12RXRecognizery
0000000193eaa5b0 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD1Ev
0000000193eaa570 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD2Ev
0000000193ea682c (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary10InitializeEPK10__CFLocalePK7__CFURLm
0000000193ea68fc (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary9SerializeEPvP19RXRecognitionSystem
0000000193ea67b0 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC1Ev
0000000193ea67f4 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC2Ev
0000000193ea68d4 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD0Ev
0000000193ea68d0 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD1Ev
0000000193ea686c (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD2Ev
0000000193ea6734 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI12RXRecognizerED2Ev
0000000193eaa980 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI16RXLanguageObjectED2Ev
0000000193ea2728 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI8RXObjectED2Ev
0000000193ea7990 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject10ApplyBlockEU13block_pointerFmP18__RXLanguageObjectmEm
0000000193ea7650 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject11SetPropertyEjPKv
0000000193ea6ba8 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject12CopyPropertyEj
0000000193ea824c (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject12RemoveObjectEl
0000000193ea8580 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject13NormalizeTextEPK10__CFLocale
0000000193ea7d20 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject14InitializePathEPK10__CFStringPKvm
0000000193ea7d6c (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject14InitializeWordEP12RXVocabularyPK10__CFStringPKvm
