00007ff80396f740 (__TEXT,__text) external _APL_dgemm
00007ff803898fc1 (__TEXT,__text) external _SNRM2
00007ff803898fc1 (__TEXT,__text) external _SNRM2_
00007ff803898ff6 (__TEXT,__text) external _SROT
00007ff803899017 (__TEXT,__text) external _SROTG
00007ff803899017 (__TEXT,__text) external _SROTG_
00007ff803899024 (__TEXT,__text) external _SROTM
00007ff803899038 (__TEXT,__text) external _SROTMG
00007ff803899038 (__TEXT,__text) external _SROTMG_
00007ff803899024 (__TEXT,__text) external _SROTM_
00007ff803898ff6 (__TEXT,__text) external _SROT_
00007ff803895d6d (__TEXT,__text) external _SSBMV
00007ff803895d6d (__TEXT,__text) external _SSBMV_
00007ff80389904c (__TEXT,__text) external _SSCAL
00007ff80389904c (__TEXT,__text) external _SSCAL_
00007ff803895dfe (__TEXT,__text) external _SSPMV
00007ff803895dfe (__TEXT,__text) external _SSPMV_
00007ff803896642 (__TEXT,__text) external _SSPR
00007ff8038966a5 (__TEXT,__text) external _SSPR2
00007ff8038966a5 (__TEXT,__text) external _SSPR2_
00007ff803896642 (__TEXT,__text) external _SSPR_
00007ff803899066 (__TEXT,__text) external _SSWAP
00007ff803899066 (__TEXT,__text) external _SSWAP_
00007ff803893b14 (__TEXT,__text) external _SSYMM
00007ff803893b14 (__TEXT,__text) external _SSYMM_
00007ff803895cdf (__TEXT,__text) external _SSYMV
00007ff803895cdf (__TEXT,__text) external _SSYMV_
00007ff803896549 (__TEXT,__text) external _SSYR
00007ff8038965bd (__TEXT,__text) external _SSYR2
00007ff803893fb3 (__TEXT,__text) external _SSYR2K
00007ff803893fb3 (__TEXT,__text) external _SSYR2K_
00007ff8038965bd (__TEXT,__text) external _SSYR2_
00007ff803893ed1 (__TEXT,__text) external _SSYRK
00007ff803893ed1 (__TEXT,__text) external _SSYRK_
00007ff803896549 (__TEXT,__text) external _SSYR_
00007ff803895f91 (__TEXT,__text) external _STBMV
00007ff803895f91 (__TEXT,__text) external _STBMV_
00007ff8038962d6 (__TEXT,__text) external _STBSV
00007ff8038962d6 (__TEXT,__text) external _STBSV_
00007ff8038960b3 (__TEXT,__text) external _STPMV
00007ff8038960b3 (__TEXT,__text) external _STPMV_
00007ff8038963f8 (__TEXT,__text) external _STPSV
00007ff8038963f8 (__TEXT,__text) external _STPSV_
00007ff803893bf7 (__TEXT,__text) external _STRMM
00007ff803893bf7 (__TEXT,__text) external _STRMM_
00007ff803895e7a (__TEXT,__text) external _STRMV
00007ff803895e7a (__TEXT,__text) external _STRMV_
00007ff803893d64 (__TEXT,__text) external _STRSM
00007ff803893d64 (__TEXT,__text) external _STRSM_
00007ff8038961bf (__TEXT,__text) external _STRSV
00007ff8038961bf (__TEXT,__text) external _STRSV_
00007ff803a5fa9a (__TEXT,__text) external _SetBLASParamErrorProc
00007ff803a2ce42 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00007ff803a3ee9a (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
00007ff803a57aef (__TEXT,__text) external _XERBLA
00007ff803a57aef (__TEXT,__text) external _XERBLA_
00007ff8038990b1 (__TEXT,__text) external _ZAXPY
00007ff8038990b1 (__TEXT,__text) external _ZAXPY_
00007ff8038990c5 (__TEXT,__text) external _ZCOPY
00007ff8038990c5 (__TEXT,__text) external _ZCOPY_
00007ff8038990d9 (__TEXT,__text) external _ZDOTC
00007ff8038990d9 (__TEXT,__text) external _ZDOTC_
00007ff8038990fb (__TEXT,__text) external _ZDOTU
00007ff8038990fb (__TEXT,__text) external _ZDOTU_
00007ff80389913b (__TEXT,__text) external _ZDROT
00007ff80389913b (__TEXT,__text) external _ZDROT_
00007ff80389915c (__TEXT,__text) external _ZDSCAL
00007ff80389915c (__TEXT,__text) external _ZDSCAL_
00007ff803898071 (__TEXT,__text) external _ZGBMV
00007ff803898071 (__TEXT,__text) external _ZGBMV_
00007ff803895158 (__TEXT,__text) external _ZGEMM
00007ff803895158 (__TEXT,__text) external _ZGEMM_
00007ff803897fab (__TEXT,__text) external _ZGEMV
00007ff803897fab (__TEXT,__text) external _ZGEMV_
00007ff803898a0a (__TEXT,__text) external _ZGERC
00007ff803898a0a (__TEXT,__text) external _ZGERC_
00007ff803898a51 (__TEXT,__text) external _ZGERU
00007ff803898a51 (__TEXT,__text) external _ZGERU_
00007ff8038981df (__TEXT,__text) external _ZHBMV
00007ff8038981df (__TEXT,__text) external _ZHBMV_
00007ff803895282 (__TEXT,__text) external _ZHEMM
00007ff803895282 (__TEXT,__text) external _ZHEMM_
00007ff803898150 (__TEXT,__text) external _ZHEMV
00007ff803898150 (__TEXT,__text) external _ZHEMV_
00007ff803898a98 (__TEXT,__text) external _ZHER
00007ff803898b0c (__TEXT,__text) external _ZHER2
00007ff803895931 (__TEXT,__text) external _ZHER2K
00007ff803895931 (__TEXT,__text) external _ZHER2K_
00007ff803898b0c (__TEXT,__text) external _ZHER2_
00007ff803895740 (__TEXT,__text) external _ZHERK
00007ff803895740 (__TEXT,__text) external _ZHERK_
00007ff803898a98 (__TEXT,__text) external _ZHER_
00007ff80389827a (__TEXT,__text) external _ZHPMV
00007ff80389827a (__TEXT,__text) external _ZHPMV_
00007ff803898b94 (__TEXT,__text) external _ZHPR
00007ff803898bf7 (__TEXT,__text) external _ZHPR2
00007ff803898bf7 (__TEXT,__text) external _ZHPR2_
00007ff803898b94 (__TEXT,__text) external _ZHPR_
00007ff80389911d (__TEXT,__text) external _ZROTG
00007ff80389911d (__TEXT,__text) external _ZROTG_
00007ff80389912a (__TEXT,__text) external _ZSCAL
00007ff80389912a (__TEXT,__text) external _ZSCAL_
00007ff803899176 (__TEXT,__text) external _ZSWAP
00007ff803899176 (__TEXT,__text) external _ZSWAP_
00007ff803895363 (__TEXT,__text) external _ZSYMM
00007ff803895363 (__TEXT,__text) external _ZSYMM_
00007ff803895a41 (__TEXT,__text) external _ZSYR2K
00007ff803895a41 (__TEXT,__text) external _ZSYR2K_
00007ff80389583b (__TEXT,__text) external _ZSYRK
00007ff80389583b (__TEXT,__text) external _ZSYRK_
00007ff80389842b (__TEXT,__text) external _ZTBMV
00007ff80389842b (__TEXT,__text) external _ZTBMV_
00007ff8038987b1 (__TEXT,__text) external _ZTBSV
00007ff8038987b1 (__TEXT,__text) external _ZTBSV_
00007ff803898562 (__TEXT,__text) external _ZTPMV
00007ff803898562 (__TEXT,__text) external _ZTPMV_
00007ff8038988e8 (__TEXT,__text) external _ZTPSV
00007ff8038988e8 (__TEXT,__text) external _ZTPSV_
00007ff803895444 (__TEXT,__text) external _ZTRMM
00007ff803895444 (__TEXT,__text) external _ZTRMM_
00007ff8038982fe (__TEXT,__text) external _ZTRMV
00007ff8038982fe (__TEXT,__text) external _ZTRMV_
00007ff8038955c2 (__TEXT,__text) external _ZTRSM
00007ff8038955c2 (__TEXT,__text) external _ZTRSM_
00007ff803898684 (__TEXT,__text) external _ZTRSV
00007ff803898684 (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___memset_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff803a510d0 (__TEXT,__text) external _appleblas_dgeadd
00007ff803a1bd20 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff803a2e550 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff803a5376b (__TEXT,__text) external _appleblas_sgeadd
00007ff803a1c1b9 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff803a2e9fe (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff803a3f6d9 (__TEXT,__text) external _catlas_caxpby
00007ff8038ae125 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff803a04415 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff803a4ca96 (__TEXT,__text) external _catlas_cset
00007ff8039d306a (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff803a17c97 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff803a46d25 (__TEXT,__text) external _catlas_daxpby
00007ff803972b9b (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff803a0f704 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff803a46e67 (__TEXT,__text) external _catlas_dset
00007ff803972d31 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff803a0f87d (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff803a4081d (__TEXT,__text) external _catlas_saxpby
00007ff8038b9886 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff803a055a2 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff803a40984 (__TEXT,__text) external _catlas_sset
00007ff8038b9a1b (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff803a0571a (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff803a486ce (__TEXT,__text) external _catlas_zaxpby
00007ff803980f7c (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff803a13496 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff803a4298f (__TEXT,__text) external _catlas_zset
00007ff8038fa520 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff803a0abdd (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff8039b7476 (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff803a167a1 (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff803898c7b (__TEXT,__text) external _caxpy
00007ff8039b7408 (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff803a16729 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff803898c7b (__TEXT,__text) external _caxpy_
00007ff803a48352 (__TEXT,__text) external _cblas_caxpy
00007ff803980c00 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff803a1311b (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff803a411dd (__TEXT,__text) external _cblas_ccopy
00007ff8038cab03 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff803a05efa (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff803a431b2 (__TEXT,__text) external _cblas_cdotc_sub
00007ff803907479 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff803a0b448 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff803a4387f (__TEXT,__text) external _cblas_cdotu_sub
00007ff80392747b (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff803a0baff (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff803a4f175 (__TEXT,__text) external _cblas_cgbmv
00007ff803a1a615 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff803a2cf49 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff803a44116 (__TEXT,__text) external _cblas_cgemm
00007ff80394421e (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff803a0c3d7 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff803a50200 (__TEXT,__text) external _cblas_cgemv
00007ff803a1ae50 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff803a2d6f0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff803a4ad04 (__TEXT,__text) external _cblas_cgerc
00007ff8039b1d44 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff803a159d9 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff803a455d1 (__TEXT,__text) external _cblas_cgeru
00007ff803957ed0 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff803a0d86c (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff803a54721 (__TEXT,__text) external _cblas_chbmv
00007ff803a1d0c4 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff803a2f91e (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff803a48a8b (__TEXT,__text) external _cblas_chemm
00007ff80398451d (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff803a13828 (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff803a54bd8 (__TEXT,__text) external _cblas_chemv
00007ff803a1d913 (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff803a30114 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff803a49bf3 (__TEXT,__text) external _cblas_cher
00007ff8039a990e (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff803a14964 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff803a554b0 (__TEXT,__text) external _cblas_cher2
00007ff803a1e6d2 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff803a30f1c (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff803a4c77b (__TEXT,__text) external _cblas_cher2k
00007ff8039d2d4f (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff803a17981 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff803a45dc5 (__TEXT,__text) external _cblas_cherk
00007ff803967915 (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff803a0e78c (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff803a55eca (__TEXT,__text) external _cblas_chpmv
00007ff803a1f0ec (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff803a318fa (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff803a56ad6 (__TEXT,__text) external _cblas_chpr
00007ff803a20207 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff803a32978 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff803a5614c (__TEXT,__text) external _cblas_chpr2
00007ff803a1f87d (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff803a3202e (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff803a59437 (__TEXT,__text) external _cblas_crotg
00007ff803a24625 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff803a36b7e (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff803a4a720 (__TEXT,__text) external _cblas_cscal
00007ff8039b0924 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff803a15439 (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff803a4999d (__TEXT,__text) external _cblas_csrot
00007ff80399c520 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff803a1470f (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff803a428c5 (__TEXT,__text) external _cblas_csscal
00007ff8038f97c0 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff803a0ab15 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff803a43509 (__TEXT,__text) external _cblas_cswap
00007ff80390887d (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff803a0b790 (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff803a47aa6 (__TEXT,__text) external _cblas_csymm
00007ff80397b27f (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff803a12863 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff803a474d3 (__TEXT,__text) external _cblas_csyr2k
00007ff803979430 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00007ff803a122a7 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00007ff803a41470 (__TEXT,__text) external _cblas_csyrk
00007ff8038d61b0 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00007ff803a06185 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff803a56c63 (__TEXT,__text) external _cblas_ctbmv
00007ff803a20635 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff803a32d68 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff803a56f7c (__TEXT,__text) external _cblas_ctbsv
00007ff803a21018 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00007ff803a336ee (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff803a57295 (__TEXT,__text) external _cblas_ctpmv
00007ff803a21b6f (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff803a341e8 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff803a5750f (__TEXT,__text) external _cblas_ctpsv
00007ff803a2236b (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff803a3498b (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
