0000000193d9d7c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
0000000193d9d864 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
0000000193d9d924 (__TEXT,__gcc_except_tab) non-external GCC_except_table13
0000000193d9d6ac (__TEXT,__gcc_except_tab) non-external GCC_except_table14
0000000193d9d940 (__TEXT,__gcc_except_tab) non-external GCC_except_table16
0000000193d9d604 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
0000000193d9d4e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
0000000193d9d56c (__TEXT,__gcc_except_tab) non-external GCC_except_table23
0000000193d9d584 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000193d9d614 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000193d9d7dc (__TEXT,__gcc_except_tab) non-external GCC_except_table26
0000000193d9d950 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
0000000193d9d4f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
0000000193d9d4d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000193d9d688 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000193d9d500 (__TEXT,__gcc_except_tab) non-external GCC_except_table30
0000000193d9d6bc (__TEXT,__gcc_except_tab) non-external GCC_except_table33
0000000193d9d62c (__TEXT,__gcc_except_tab) non-external GCC_except_table36
0000000193d9d7f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
0000000193d9d714 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
0000000193d9d648 (__TEXT,__gcc_except_tab) non-external GCC_except_table47
0000000193d9d658 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
0000000193d9d668 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
0000000193d9d678 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
0000000193d9d524 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
0000000193d9d724 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
0000000193d9d534 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
0000000193d9d740 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
0000000193d9d750 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
0000000193d9d76c (__TEXT,__gcc_except_tab) non-external GCC_except_table57
0000000193d9d594 (__TEXT,__gcc_except_tab) non-external GCC_except_table59
0000000193d9d5a4 (__TEXT,__gcc_except_tab) non-external GCC_except_table63
0000000193d9d5b4 (__TEXT,__gcc_except_tab) non-external GCC_except_table64
0000000193d9d5c4 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
0000000193d9d5d4 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
0000000193d9d788 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
0000000193d9d5e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
0000000193d9d5f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
0000000193d9d804 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
0000000193d9d544 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
0000000193d9d820 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
0000000193d9d798 (__TEXT,__gcc_except_tab) non-external GCC_except_table85
0000000193d9d7a8 (__TEXT,__gcc_except_tab) non-external GCC_except_table86
0000000193d9d7b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table91
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringUppercase (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyPathExtension (from CoreFoundation)
                 (undefined) external _CFURLCreateBookmarkData (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000193d96694 (__TEXT,__text) external _RXAdLibCreate
0000000193d8cf70 (__TEXT,__text) non-external (was a private external) _RXAutomationModeFileName
0000000193d8cf5c (__TEXT,__text) non-external (was a private external) _RXAutomationModeResult
0000000193d8cf48 (__TEXT,__text) non-external (was a private external) _RXAutomationModeSynthesis
0000000193d8cf84 (__TEXT,__text) non-external (was a private external) _RXAutomationSimulateOpenMic
0000000193d8ce04 (__TEXT,__text) non-external (was a private external) _RXDebugFlagsUpdate
0000000193d8ee44 (__TEXT,__text) external _RXEngineTypeForLocaleIdentifier
0000000193d8f540 (__TEXT,__text) external _RXGetAssetFallbackLocaleIdentifier
0000000193d8f424 (__TEXT,__text) external _RXGetAssetFallbackLocales
0000000193d8e024 (__TEXT,__text) external _RXGetSupportedNashvilleLocaleIdentifiers
0000000193d8dd88 (__TEXT,__text) external _RXGetSupportedQuasarLocaleIdentifiers
0000000193d8ee40 (__TEXT,__text) external _RXGlobalSetDownloadProgressCallback
0000000193d8d0a4 (__TEXT,__text) non-external (was a private external) _RXIsAppleInternal
0000000193d8f2a8 (__TEXT,__text) external _RXIsKeywordSpotterEnabled
0000000193d8f314 (__TEXT,__text) external _RXIsLocaleSupportingKeywordSpotter
0000000193d8f198 (__TEXT,__text) external _RXIsLocaleSupportingOndeviceSpeechDetection
0000000193d8ef98 (__TEXT,__text) external _RXIsLocaleWithNoSpaceInPostITN
0000000193d8f0bc (__TEXT,__text) external _RXIsLocaleWithSpecialHyphenHandling
0000000193d8f2bc (__TEXT,__text) external _RXIsSpeechDetectorEnabled
0000000193d96320 (__TEXT,__text) external _RXLanguageModelCreate
0000000193d963e0 (__TEXT,__text) external _RXLanguageModelCreateWithURL
0000000193d9675c (__TEXT,__text) external _RXLanguageModelWriteToURL
0000000193d968b0 (__TEXT,__text) external _RXLanguageObjectAddObject
0000000193d96e30 (__TEXT,__text) external _RXLanguageObjectAddPhrase
0000000193d97378 (__TEXT,__text) external _RXLanguageObjectAddPhraseAndAlternatives
0000000193d96ce4 (__TEXT,__text) external _RXLanguageObjectApplyBlock
0000000193d967ac (__TEXT,__text) external _RXLanguageObjectGetCount
0000000193d969ac (__TEXT,__text) external _RXLanguageObjectGetObjectAtIndex
0000000193d96794 (__TEXT,__text) external _RXLanguageObjectGetType
0000000193d962c8 (__TEXT,__text) external _RXLanguageObjectGetTypeID
0000000193d96bf4 (__TEXT,__text) external _RXLanguageObjectRemoveObjectAtIndex
0000000193d96ae8 (__TEXT,__text) external _RXLanguageObjectSetObjectAtIndex
0000000193d8f588 (__TEXT,__text) external _RXLocalesSupportingSpellingMode
0000000193d8f650 (__TEXT,__text) external _RXLocalizedStringForSpacebar
0000000193d8cf1c (__TEXT,__text) non-external (was a private external) _RXLogClientUpdates
0000000193d8cf2c (__TEXT,__text) non-external (was a private external) _RXLogPerformance
0000000193d8cefc (__TEXT,__text) non-external (was a private external) _RXLogServerGrammar
0000000193d8ceec (__TEXT,__text) non-external (was a private external) _RXLogServerResults
0000000193d8cf0c (__TEXT,__text) non-external (was a private external) _RXLogSound
0000000193d8d380 (__TEXT,__text) non-external (was a private external) _RXOSLog
0000000193d8e230 (__TEXT,__text) external _RXObjectCopyProperty
0000000193d8e7ec (__TEXT,__text) external _RXObjectCopyPropertyWithLocale
0000000193d8e984 (__TEXT,__text) external _RXObjectSetProperty
0000000193d9650c (__TEXT,__text) external _RXPathCreate
0000000193d91508 (__TEXT,__text) external _RXRecognitionSystemAddLeadingContext
0000000193d91518 (__TEXT,__text) external _RXRecognitionSystemAddOtherContext
0000000193d914f8 (__TEXT,__text) external _RXRecognitionSystemAddTraining
0000000193d91558 (__TEXT,__text) external _RXRecognitionSystemCopyPhoneticNeighborsForText
0000000193d9146c (__TEXT,__text) external _RXRecognitionSystemCreate
0000000193d91434 (__TEXT,__text) external _RXRecognitionSystemGetTypeID
0000000193d91528 (__TEXT,__text) external _RXRecognitionSystemReset
0000000193d91548 (__TEXT,__text) external _RXRecognitionSystemSaveUserProfileToFile
0000000193d91538 (__TEXT,__text) external _RXRecognitionSystemSetResetMode
0000000193d93520 (__TEXT,__text) external _RXRecognizerCreate
0000000193d934e8 (__TEXT,__text) external _RXRecognizerGetTypeID
0000000193d935b8 (__TEXT,__text) non-external (was a private external) _RXRecognizerSetFeedbackText
0000000193d96cf4 (__TEXT,__text) external _RXReplaceHyphensWithSpace
0000000193d8cf90 (__TEXT,__text) non-external (was a private external) _RXResetTimeInSec
0000000193d8d30c (__TEXT,__text) external _RXSignpostLog
0000000193d8cf3c (__TEXT,__text) non-external (was a private external) _RXVeryVerbose
0000000193d9399c (__TEXT,__text) external _RXVocabularyCreateWithLocale
0000000193d93a30 (__TEXT,__text) external _RXVocabularyCreateWithURL
0000000193d93964 (__TEXT,__text) external _RXVocabularyGetTypeID
0000000193d965c0 (__TEXT,__text) external _RXWordCreate
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFXPCCreateCFObjectFromXPCObject (from CoreFoundation)
                 (undefined) external __CFXPCCreateXPCObjectFromCFObject (from CoreFoundation)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
0000000193d99fb8 (__TEXT,__text) non-external (was a private external) __Z11RDNukeCachePK10__CFString
0000000193d8cc98 (__TEXT,__text) non-external (was a private external) __Z12RXCFFinalizePKv
0000000193d99bc8 (__TEXT,__text) non-external (was a private external) __Z14RDCopyCacheURLv
0000000193d99cfc (__TEXT,__text) non-external (was a private external) __Z14RDCopyInfoDictPK7__CFURL
0000000193d99b44 (__TEXT,__text) non-external (was a private external) __Z15RDCopyModelPathv
0000000193d8cdb0 (__TEXT,__text) non-external (was a private external) __Z17RXCFCopyDebugDescPKv
0000000193d8d3f4 (__TEXT,__text) non-external (was a private external) __Z17RXPropertyKeyNamej
0000000193d99e04 (__TEXT,__text) non-external (was a private external) __Z18RDCopyCacheVersionPK10__CFString
0000000193d91e74 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXRecognizerPKv
0000000193d93768 (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXVocabularyPKv
0000000193d8f774 (__TEXT,__text) non-external (was a private external) __Z21RecognizerStillExistsP12RXRecognizer
0000000193d8cd8c (__TEXT,__text) non-external (was a private external) __Z22RXCFCopyFormattingDescPKvPK14__CFDictionary
0000000193d93ac4 (__TEXT,__text) non-external (was a private external) __Z25RXCFInit_RXLanguageObjectPKv
0000000193d91f44 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXRecognizerv
0000000193d937e8 (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXVocabularyv
0000000193d9ad5c (__TEXT,__text) non-external (was a private external) __Z26RDDoLocaleIdentifiersMatchPK10__CFStringS1_
0000000193d8f75c (__TEXT,__text) non-external (was a private external) __Z28RXCFInit_RXRecognitionSystemPKv
0000000193d9a084 (__TEXT,__text) non-external (was a private external) __Z29RDCopyNashvilleModelLanguagesv
0000000193d93b7c (__TEXT,__text) non-external (was a private external) __Z29RXCFRegister_RXLanguageObjectv
0000000193d8f768 (__TEXT,__text) non-external (was a private external) __Z32RXCFRegister_RXRecognitionSystemv
0000000193d9a3bc (__TEXT,__text) non-external (was a private external) __Z35RDCopyBestNashvilleLocaleIdentifierPK10__CFString
0000000193d8cc68 (__TEXT,__text) non-external (was a private external) __Z8RXCFCopyPK13__CFAllocatorPKv
0000000193d8cd68 (__TEXT,__text) non-external (was a private external) __Z8RXCFHashPKv
0000000193d8cd40 (__TEXT,__text) non-external (was a private external) __Z9RXCFEqualPKvS0_
0000000193d9a2fc (__TEXT,__text) non-external __ZL11CheckLocaleNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00000001d44e2f28 (__DATA_CONST,__const) non-external __ZL12sRXTypeNames
0000000193d92ebc (__TEXT,__text) non-external __ZL13GetDaemonLMIDPvRy
00000001d68106b4 (__DATA,__bss) non-external __ZL14sRXVeryVerbose
00000001d68104c1 (__DATA,__data) non-external __ZL15sResetTimeInSec
00000001d68106b5 (__DATA,__bss) non-external __ZL17sRXAutomationMode
0000000193d8edb4 (__TEXT,__text) non-external __ZL19RXSetLocalePropertyPK10__CFStringjPKv
0000000193d8e3cc (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj
0000000193d8e764 (__TEXT,__text) non-external __ZL20RXCopyLocalePropertyPK10__CFStringj
0000000193d99f0c (__TEXT,__text) non-external __ZL22RDCopyLanguageCacheURLPK10__CFString
0000000193d99d38 (__TEXT,__text) non-external __ZL25RDCopyInfoDictWithInfoURLPK7__CFURL
0000000193d8f4fc (__TEXT,__text) non-external __ZL25RXGetAllLocalesPropertiesv
0000000193d975b4 (__TEXT,__text) non-external __ZL27CreateCppStringFromCFStringPK10__CFStringb
00000001d68104c0 (__DATA,__data) non-external __ZL28sRXAutomationSimulateOpenMic
0000000193d96f48 (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale
0000000193d970d8 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale
00000001d68106b0 (__DATA,__bss) non-external __ZL8sRXDebug
00000001d6810708 (__DATA,__bss) non-external __ZL8sSystems
0000000193d917d4 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEED2Ev
0000000193d905e0 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEEaSES1_
0000000193d917a0 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEED2Ev
0000000193d90594 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEEaSES1_
0000000193d928ec (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10InitializeEP19RXRecognitionSystemU13block_pointerFvP18__RXLanguageObjectEm
0000000193d93048 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEP16RXLanguageObject
0000000193d92d74 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEPv
0000000193d9332c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11BrokerResetEv
0000000193d921cc (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11SetPropertyEjPKv
0000000193d91f50 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11WillDestroyEv
0000000193d920b4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer12CopyPropertyEj
0000000193d92fa4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13LMStillExistsEy
0000000193d932b8 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13ReleaseResultEy
0000000193d93100 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer15SetFeedbackTextEPK10__CFStringm
0000000193d92670 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer18ClaimLanguageModelEv
0000000193d9261c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19DisownLanguageModelEv
0000000193d92688 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer19UpdateFeedbackStateENS_14FeedbackUpdateE
0000000193d933c0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer5ChokeExb
0000000193d931c0 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9CopyAudioEyyy
0000000193d92b10 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer9SerializeEPvP19RXRecognitionSystem
0000000193d91ee4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC1Ev
0000000193d9288c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerC2Ev
0000000193d92ae8 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD0Ev
0000000193d92ae4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD1Ev
0000000193d929c8 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizerD2Ev
0000000193d92fb4 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDesc9DeleteRefEv
0000000193d97538 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC1EP12RXRecognizery
0000000193d97500 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescC2EP12RXRecognizery
0000000193d975b0 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD1Ev
0000000193d97570 (__TEXT,__text) non-external (was a private external) __ZN12RXResultDescD2Ev
0000000193d9382c (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary10InitializeEPK10__CFLocalePK7__CFURLm
0000000193d938fc (__TEXT,__text) non-external (was a private external) __ZN12RXVocabulary9SerializeEPvP19RXRecognitionSystem
0000000193d937b0 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC1Ev
0000000193d937f4 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyC2Ev
0000000193d938d4 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD0Ev
0000000193d938d0 (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD1Ev
0000000193d9386c (__TEXT,__text) non-external (was a private external) __ZN12RXVocabularyD2Ev
0000000193d93734 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI12RXRecognizerED2Ev
0000000193d97980 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI16RXLanguageObjectED2Ev
0000000193d8f728 (__TEXT,__text) non-external (was a private external) __ZN13RXTransactionI8RXObjectED2Ev
0000000193d94990 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject10ApplyBlockEU13block_pointerFmP18__RXLanguageObjectmEm
0000000193d94650 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject11SetPropertyEjPKv
0000000193d93ba8 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject12CopyPropertyEj
0000000193d9524c (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject12RemoveObjectEl
0000000193d95580 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject13NormalizeTextEPK10__CFLocale
0000000193d94d20 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject14InitializePathEPK10__CFStringPKvm
0000000193d94d6c (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject14InitializeWordEP12RXVocabularyPK10__CFStringPKvm
0000000193d94e18 (__TEXT,__text) non-external (was a private external) __ZN16RXLanguageObject15InitializeAdLibEPK10__CFStringP12RXVocabularyPKvm
