00007ffa19327f0a (__TEXT,__text) external _CGLGetCurrentContext
00007ffa19324ba9 (__TEXT,__text) external _glBindProgramARB
00007ffa19324128 (__TEXT,__text) external _glBindProgramPipeline
00007ffa193226a1 (__TEXT,__text) external _glBindRenderbuffer
00007ffa19326ca6 (__TEXT,__text) external _glBindRenderbufferEXT
00007ffa193236b6 (__TEXT,__text) external _glBindSampler
00007ffa1931de2d (__TEXT,__text) external _glBindTexture
00007ffa19323dd8 (__TEXT,__text) external _glBindTransformFeedback
00007ffa193229a6 (__TEXT,__text) external _glBindVertexArray
00007ffa19327aae (__TEXT,__text) external _glBindVertexArrayAPPLE
00007ffa1931de48 (__TEXT,__text) external _glBitmap
00007ffa193205c2 (__TEXT,__text) external _glBlendColor
00007ffa19326c36 (__TEXT,__text) external _glBlendColorEXT
00007ffa193205dc (__TEXT,__text) external _glBlendEquation
00007ffa19326c50 (__TEXT,__text) external _glBlendEquationEXT
00007ffa1932258f (__TEXT,__text) external _glBlendEquationSeparate
00007ffa19327d80 (__TEXT,__text) external _glBlendEquationSeparateATI
00007ffa19326c6c (__TEXT,__text) external _glBlendEquationSeparateEXT
00007ffa19323f58 (__TEXT,__text) external _glBlendEquationSeparatei
00007ffa193265dc (__TEXT,__text) external _glBlendEquationSeparateiARB
00007ffa19323f3a (__TEXT,__text) external _glBlendEquationi
00007ffa193265be (__TEXT,__text) external _glBlendEquationiARB
00007ffa1931de66 (__TEXT,__text) external _glBlendFunc
00007ffa1932151a (__TEXT,__text) external _glBlendFuncSeparate
00007ffa19326bc4 (__TEXT,__text) external _glBlendFuncSeparateEXT
00007ffa19323f9a (__TEXT,__text) external _glBlendFuncSeparatei
00007ffa1932661e (__TEXT,__text) external _glBlendFuncSeparateiARB
00007ffa19323f79 (__TEXT,__text) external _glBlendFunci
00007ffa193265fd (__TEXT,__text) external _glBlendFunciARB
00007ffa193228bc (__TEXT,__text) external _glBlitFramebuffer
00007ffa19326ec1 (__TEXT,__text) external _glBlitFramebufferEXT
00007ffa193218cc (__TEXT,__text) external _glBufferData
00007ffa19325e8f (__TEXT,__text) external _glBufferDataARB
00007ffa19327c29 (__TEXT,__text) external _glBufferParameteriAPPLE
00007ffa193218f2 (__TEXT,__text) external _glBufferSubData
00007ffa19325eb5 (__TEXT,__text) external _glBufferSubDataARB
00007ffa1931de81 (__TEXT,__text) external _glCallList
00007ffa1931de9a (__TEXT,__text) external _glCallLists
00007ffa193227bb (__TEXT,__text) external _glCheckFramebufferStatus
00007ffa19326dc0 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00007ffa19322bb1 (__TEXT,__text) external _glClampColor
00007ffa1932651d (__TEXT,__text) external _glClampColorARB
00007ffa1931deb8 (__TEXT,__text) external _glClear
00007ffa1931ded1 (__TEXT,__text) external _glClearAccum
00007ffa1932315a (__TEXT,__text) external _glClearBufferfi
00007ffa19323138 (__TEXT,__text) external _glClearBufferfv
00007ffa193230f4 (__TEXT,__text) external _glClearBufferiv
00007ffa19323116 (__TEXT,__text) external _glClearBufferuiv
00007ffa1931dee8 (__TEXT,__text) external _glClearColor
00007ffa193275cb (__TEXT,__text) external _glClearColorIiEXT
00007ffa193275ef (__TEXT,__text) external _glClearColorIuiEXT
00007ffa1931deff (__TEXT,__text) external _glClearDepth
00007ffa1932403f (__TEXT,__text) external _glClearDepthf
00007ffa1931df16 (__TEXT,__text) external _glClearIndex
00007ffa1931df2d (__TEXT,__text) external _glClearStencil
00007ffa19320bd6 (__TEXT,__text) external _glClientActiveTexture
00007ffa193254de (__TEXT,__text) external _glClientActiveTextureARB
00007ffa1932347d (__TEXT,__text) external _glClientWaitSync
00007ffa1931df49 (__TEXT,__text) external _glClipPlane
00007ffa1931df68 (__TEXT,__text) external _glColor3b
00007ffa1931df88 (__TEXT,__text) external _glColor3bv
00007ffa1931dfa5 (__TEXT,__text) external _glColor3d
00007ffa1931dfbf (__TEXT,__text) external _glColor3dv
00007ffa1931dfdc (__TEXT,__text) external _glColor3f
00007ffa1931dff6 (__TEXT,__text) external _glColor3fv
00007ffa1931e013 (__TEXT,__text) external _glColor3i
00007ffa1931e033 (__TEXT,__text) external _glColor3iv
00007ffa1931e050 (__TEXT,__text) external _glColor3s
00007ffa1931e070 (__TEXT,__text) external _glColor3sv
00007ffa1931e08d (__TEXT,__text) external _glColor3ub
00007ffa1931e0ad (__TEXT,__text) external _glColor3ubv
00007ffa1931e0ca (__TEXT,__text) external _glColor3ui
00007ffa1931e0ea (__TEXT,__text) external _glColor3uiv
00007ffa1931e107 (__TEXT,__text) external _glColor3us
00007ffa1931e127 (__TEXT,__text) external _glColor3usv
00007ffa1931e144 (__TEXT,__text) external _glColor4b
00007ffa1931e167 (__TEXT,__text) external _glColor4bv
00007ffa1931e184 (__TEXT,__text) external _glColor4d
00007ffa1931e19e (__TEXT,__text) external _glColor4dv
00007ffa1931e1bb (__TEXT,__text) external _glColor4f
00007ffa1931e1d5 (__TEXT,__text) external _glColor4fv
00007ffa1931e1f2 (__TEXT,__text) external _glColor4i
00007ffa1931e215 (__TEXT,__text) external _glColor4iv
00007ffa1931e232 (__TEXT,__text) external _glColor4s
00007ffa1931e255 (__TEXT,__text) external _glColor4sv
00007ffa1931e272 (__TEXT,__text) external _glColor4ub
00007ffa1931e295 (__TEXT,__text) external _glColor4ubv
00007ffa1931e2b2 (__TEXT,__text) external _glColor4ui
00007ffa1931e2d5 (__TEXT,__text) external _glColor4uiv
00007ffa1931e2f2 (__TEXT,__text) external _glColor4us
00007ffa1931e315 (__TEXT,__text) external _glColor4usv
00007ffa1931e332 (__TEXT,__text) external _glColorMask
00007ffa1932769b (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffa19322a1c (__TEXT,__text) external _glColorMaski
00007ffa1931e355 (__TEXT,__text) external _glColorMaterial
00007ffa1931e373 (__TEXT,__text) external _glColorPointer
00007ffa19320812 (__TEXT,__text) external _glColorSubTable
00007ffa19326860 (__TEXT,__text) external _glColorSubTableEXT
00007ffa1932070c (__TEXT,__text) external _glColorTable
00007ffa1932682d (__TEXT,__text) external _glColorTableEXT
00007ffa1932073f (__TEXT,__text) external _glColorTableParameterfv
00007ffa19320761 (__TEXT,__text) external _glColorTableParameteriv
00007ffa19327e9f (__TEXT,__text) external _glCombinerInputNV
00007ffa19327ea5 (__TEXT,__text) external _glCombinerOutputNV
00007ffa19327e8d (__TEXT,__text) external _glCombinerParameterfNV
00007ffa19327e87 (__TEXT,__text) external _glCombinerParameterfvNV
00007ffa19327e99 (__TEXT,__text) external _glCombinerParameteriNV
00007ffa19327e93 (__TEXT,__text) external _glCombinerParameterivNV
00007ffa19327ed5 (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffa19321fb0 (__TEXT,__text) external _glCompileShader
00007ffa1932601a (__TEXT,__text) external _glCompileShaderARB
00007ffa1932668c (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffa193210de (__TEXT,__text) external _glCompressedTexImage1D
00007ffa193259e6 (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffa193210a4 (__TEXT,__text) external _glCompressedTexImage2D
00007ffa193259ac (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffa19321066 (__TEXT,__text) external _glCompressedTexImage3D
00007ffa1932596e (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffa1932119e (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffa19325aa6 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffa19321160 (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffa19325a68 (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffa1932110e (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffa19325a16 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffa1932086c (__TEXT,__text) external _glConvolutionFilter1D
00007ffa1932089f (__TEXT,__text) external _glConvolutionFilter2D
00007ffa193208cf (__TEXT,__text) external _glConvolutionParameterf
00007ffa193208ed (__TEXT,__text) external _glConvolutionParameterfv
00007ffa1932090f (__TEXT,__text) external _glConvolutionParameteri
00007ffa19320930 (__TEXT,__text) external _glConvolutionParameteriv
00007ffa19323199 (__TEXT,__text) external _glCopyBufferSubData
00007ffa19320845 (__TEXT,__text) external _glCopyColorSubTable
00007ffa19320783 (__TEXT,__text) external _glCopyColorTable
00007ffa19320952 (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffa19320979 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffa1931e396 (__TEXT,__text) external _glCopyPixels
00007ffa1931e3bc (__TEXT,__text) external _glCopyTexImage1D
00007ffa1931e3ef (__TEXT,__text) external _glCopyTexImage2D
00007ffa1931e42e (__TEXT,__text) external _glCopyTexSubImage1D
00007ffa1931e461 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffa193206c8 (__TEXT,__text) external _glCopyTexSubImage3D
00007ffa19321fcf (__TEXT,__text) external _glCreateProgram
00007ffa19326037 (__TEXT,__text) external _glCreateProgramObjectARB
00007ffa19321f6c (__TEXT,__text) external _glCreateShader
00007ffa19325fd8 (__TEXT,__text) external _glCreateShaderObjectARB
00007ffa19324106 (__TEXT,__text) external _glCreateShaderProgramv
00007ffa1931e4a0 (__TEXT,__text) external _glCullFace
00007ffa19321872 (__TEXT,__text) external _glDeleteBuffers
00007ffa19325e35 (__TEXT,__text) external _glDeleteBuffersARB
00007ffa19327987 (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffa1932277d (__TEXT,__text) external _glDeleteFramebuffers
00007ffa19326d82 (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffa1931e4bc (__TEXT,__text) external _glDeleteLists
00007ffa1932666d (__TEXT,__text) external _glDeleteNamedStringARB
00007ffa19325f7f (__TEXT,__text) external _glDeleteObjectARB
00007ffa19322049 (__TEXT,__text) external _glDeleteProgram
00007ffa19324144 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffa19324bc7 (__TEXT,__text) external _glDeleteProgramsARB
00007ffa19321779 (__TEXT,__text) external _glDeleteQueries
00007ffa19325d3c (__TEXT,__text) external _glDeleteQueriesARB
00007ffa193226bf (__TEXT,__text) external _glDeleteRenderbuffers
00007ffa19326cc4 (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffa1932367b (__TEXT,__text) external _glDeleteSamplers
00007ffa19321f28 (__TEXT,__text) external _glDeleteShader
00007ffa19323460 (__TEXT,__text) external _glDeleteSync
00007ffa1931e4da (__TEXT,__text) external _glDeleteTextures
00007ffa19323df6 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffa193229c2 (__TEXT,__text) external _glDeleteVertexArrays
00007ffa19327aca (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffa19326813 (__TEXT,__text) external _glDepthBoundsEXT
00007ffa1931e4f9 (__TEXT,__text) external _glDepthFunc
00007ffa1931e515 (__TEXT,__text) external _glDepthMask
00007ffa1931e531 (__TEXT,__text) external _glDepthRange
00007ffa19324b27 (__TEXT,__text) external _glDepthRangeArrayv
00007ffa19324b49 (__TEXT,__text) external _glDepthRangeIndexed
00007ffa19324025 (__TEXT,__text) external _glDepthRangef
00007ffa19325fb8 (__TEXT,__text) external _glDetachObjectARB
00007ffa19321f47 (__TEXT,__text) external _glDetachShader
00007ffa1931e54b (__TEXT,__text) external _glDisable
00007ffa1931e567 (__TEXT,__text) external _glDisableClientState
00007ffa193276e0 (__TEXT,__text) external _glDisableIndexedEXT
00007ffa1932783a (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffa19321e84 (__TEXT,__text) external _glDisableVertexAttribArray
00007ffa193250ca (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffa19322aa5 (__TEXT,__text) external _glDisablei
00007ffa1931e583 (__TEXT,__text) external _glDrawArrays
00007ffa193239c3 (__TEXT,__text) external _glDrawArraysIndirect
00007ffa193232c0 (__TEXT,__text) external _glDrawArraysInstanced
00007ffa19326559 (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffa1931e5a4 (__TEXT,__text) external _glDrawBuffer
00007ffa193219bc (__TEXT,__text) external _glDrawBuffers
00007ffa193264fe (__TEXT,__text) external _glDrawBuffersARB
00007ffa19327b43 (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffa1931e5c0 (__TEXT,__text) external _glDrawElements
00007ffa19323348 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffa193239e2 (__TEXT,__text) external _glDrawElementsIndirect
00007ffa193232e4 (__TEXT,__text) external _glDrawElementsInstanced
00007ffa1932657d (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffa193233a2 (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffa1931e5e4 (__TEXT,__text) external _glDrawPixels
00007ffa19327b64 (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffa193205f8 (__TEXT,__text) external _glDrawRangeElements
00007ffa1932336f (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffa19326b91 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffa19323e7e (__TEXT,__text) external _glDrawTransformFeedback
00007ffa19323e9c (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffa1931e60b (__TEXT,__text) external _glEdgeFlag
00007ffa1931e627 (__TEXT,__text) external _glEdgeFlagPointer
00007ffa1931e646 (__TEXT,__text) external _glEdgeFlagv
00007ffa19327b24 (__TEXT,__text) external _glElementPointerAPPLE
00007ffa1931e663 (__TEXT,__text) external _glEnable
00007ffa1931e67f (__TEXT,__text) external _glEnableClientState
00007ffa193276c2 (__TEXT,__text) external _glEnableIndexedEXT
00007ffa1932781c (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffa19321e68 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffa193250ae (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffa19322a87 (__TEXT,__text) external _glEnablei
00007ffa1931e69b (__TEXT,__text) external _glEnd
00007ffa19322bed (__TEXT,__text) external _glEndConditionalRender
00007ffa19327e1c (__TEXT,__text) external _glEndConditionalRenderNV
00007ffa1931e6b2 (__TEXT,__text) external _glEndList
00007ffa193217d2 (__TEXT,__text) external _glEndQuery
00007ffa19325d95 (__TEXT,__text) external _glEndQueryARB
00007ffa19323ede (__TEXT,__text) external _glEndQueryIndexed
00007ffa19322afd (__TEXT,__text) external _glEndTransformFeedback
00007ffa19327056 (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffa1931e6c9 (__TEXT,__text) external _glEvalCoord1d
00007ffa1931e6e3 (__TEXT,__text) external _glEvalCoord1dv
00007ffa1931e700 (__TEXT,__text) external _glEvalCoord1f
00007ffa1931e71a (__TEXT,__text) external _glEvalCoord1fv
00007ffa1931e737 (__TEXT,__text) external _glEvalCoord2d
00007ffa1931e751 (__TEXT,__text) external _glEvalCoord2dv
00007ffa1931e76e (__TEXT,__text) external _glEvalCoord2f
00007ffa1931e788 (__TEXT,__text) external _glEvalCoord2fv
00007ffa1931e7a5 (__TEXT,__text) external _glEvalMesh1
00007ffa1931e7c6 (__TEXT,__text) external _glEvalMesh2
00007ffa1931e7ed (__TEXT,__text) external _glEvalPoint1
00007ffa1931e809 (__TEXT,__text) external _glEvalPoint2
00007ffa1931e827 (__TEXT,__text) external _glFeedbackBuffer
00007ffa19323425 (__TEXT,__text) external _glFenceSync
00007ffa19327eab (__TEXT,__text) external _glFinalCombinerInputNV
00007ffa1931e849 (__TEXT,__text) external _glFinish
00007ffa193279fa (__TEXT,__text) external _glFinishFenceAPPLE
00007ffa19327a34 (__TEXT,__text) external _glFinishObjectAPPLE
00007ffa19327bfb (__TEXT,__text) external _glFinishRenderAPPLE
00007ffa1931e860 (__TEXT,__text) external _glFlush
00007ffa19322983 (__TEXT,__text) external _glFlushMappedBufferRange
00007ffa19327c4a (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffa19327be4 (__TEXT,__text) external _glFlushRenderAPPLE
00007ffa19327a71 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffa1932127a (__TEXT,__text) external _glFogCoordPointer
00007ffa19326b6f (__TEXT,__text) external _glFogCoordPointerEXT
00007ffa19321243 (__TEXT,__text) external _glFogCoordd
00007ffa19326b38 (__TEXT,__text) external _glFogCoorddEXT
00007ffa1932125d (__TEXT,__text) external _glFogCoorddv
00007ffa19326b52 (__TEXT,__text) external _glFogCoorddvEXT
00007ffa1932120c (__TEXT,__text) external _glFogCoordf
00007ffa19326b01 (__TEXT,__text) external _glFogCoordfEXT
00007ffa19321226 (__TEXT,__text) external _glFogCoordfv
00007ffa19326b1b (__TEXT,__text) external _glFogCoordfvEXT
00007ffa1931e877 (__TEXT,__text) external _glFogf
00007ffa1931e893 (__TEXT,__text) external _glFogfv
00007ffa1931e8b2 (__TEXT,__text) external _glFogi
00007ffa1931e8d0 (__TEXT,__text) external _glFogiv
00007ffa19322858 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffa19326e5d (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffa193235f5 (__TEXT,__text) external _glFramebufferTexture
00007ffa193227d7 (__TEXT,__text) external _glFramebufferTexture1D
00007ffa19326ddc (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffa193227fe (__TEXT,__text) external _glFramebufferTexture2D
00007ffa19326e03 (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffa19322825 (__TEXT,__text) external _glFramebufferTexture3D
00007ffa19326e2a (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffa19326f5c (__TEXT,__text) external _glFramebufferTextureEXT
00007ffa19326fa7 (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffa19322936 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffa19326f80 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffa1931e8ef (__TEXT,__text) external _glFrontFace
00007ffa1931e90b (__TEXT,__text) external _glFrustum
00007ffa19321891 (__TEXT,__text) external _glGenBuffers
00007ffa19325e54 (__TEXT,__text) external _glGenBuffersARB
00007ffa19327968 (__TEXT,__text) external _glGenFencesAPPLE
00007ffa1932279c (__TEXT,__text) external _glGenFramebuffers
00007ffa19326da1 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffa1931e925 (__TEXT,__text) external _glGenLists
00007ffa19324163 (__TEXT,__text) external _glGenProgramPipelines
00007ffa19324be6 (__TEXT,__text) external _glGenProgramsARB
00007ffa1932175a (__TEXT,__text) external _glGenQueries
00007ffa19325d1d (__TEXT,__text) external _glGenQueriesARB
00007ffa193226de (__TEXT,__text) external _glGenRenderbuffers
00007ffa19326ce3 (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffa1932365c (__TEXT,__text) external _glGenSamplers
00007ffa1931e941 (__TEXT,__text) external _glGenTextures
00007ffa19323e15 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffa193229e1 (__TEXT,__text) external _glGenVertexArrays
00007ffa19327ae9 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffa193228a0 (__TEXT,__text) external _glGenerateMipmap
00007ffa19326ea5 (__TEXT,__text) external _glGenerateMipmapEXT
00007ffa193224d4 (__TEXT,__text) external _glGetActiveAttrib
00007ffa193264ad (__TEXT,__text) external _glGetActiveAttribARB
00007ffa19323d00 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffa19323ccd (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffa19323ca6 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffa1932240a (__TEXT,__text) external _glGetActiveUniform
00007ffa193263ed (__TEXT,__text) external _glGetActiveUniformARB
00007ffa19323278 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffa19323254 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffa1932320e (__TEXT,__text) external _glGetActiveUniformName
00007ffa193231e6 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffa193263a7 (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffa19322379 (__TEXT,__text) external _glGetAttachedShaders
00007ffa19322507 (__TEXT,__text) external _glGetAttribLocation
00007ffa193264de (__TEXT,__text) external _glGetAttribLocationARB
00007ffa193270e4 (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffa19322a43 (__TEXT,__text) external _glGetBooleani_v
00007ffa1931e960 (__TEXT,__text) external _glGetBooleanv
00007ffa193235d3 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffa19321978 (__TEXT,__text) external _glGetBufferParameteriv
00007ffa19325f3b (__TEXT,__text) external _glGetBufferParameterivARB
00007ffa1932199a (__TEXT,__text) external _glGetBufferPointerv
00007ffa19325f5d (__TEXT,__text) external _glGetBufferPointervARB
00007ffa19321918 (__TEXT,__text) external _glGetBufferSubData
00007ffa19325edb (__TEXT,__text) external _glGetBufferSubDataARB
00007ffa1931e97f (__TEXT,__text) external _glGetClipPlane
00007ffa193207aa (__TEXT,__text) external _glGetColorTable
00007ffa19326893 (__TEXT,__text) external _glGetColorTableEXT
00007ffa193207ce (__TEXT,__text) external _glGetColorTableParameterfv
00007ffa193268b7 (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffa193207f0 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffa193268d9 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffa19327eb1 (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffa19327eb7 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffa19327ebd (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffa19327ec3 (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffa19327edb (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffa193211ce (__TEXT,__text) external _glGetCompressedTexImage
00007ffa19325ad6 (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffa193209ac (__TEXT,__text) external _glGetConvolutionFilter
00007ffa193209d0 (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffa193209f2 (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffa19324b87 (__TEXT,__text) external _glGetDoublei_v
00007ffa1931e99e (__TEXT,__text) external _glGetDoublev
00007ffa1931e9bd (__TEXT,__text) external _glGetError
00007ffa19327ec9 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffa19327ecf (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffa19324b65 (__TEXT,__text) external _glGetFloati_v
00007ffa1931e9d4 (__TEXT,__text) external _glGetFloatv
00007ffa1932363d (__TEXT,__text) external _glGetFragDataIndex
00007ffa19322f3b (__TEXT,__text) external _glGetFragDataLocation
00007ffa193275ac (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffa1932287c (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffa19326e81 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffa19325f9c (__TEXT,__text) external _glGetHandleARB
00007ffa19320a83 (__TEXT,__text) external _glGetHistogram
00007ffa19320aaa (__TEXT,__text) external _glGetHistogramParameterfv
00007ffa19320acc (__TEXT,__text) external _glGetHistogramParameteriv
00007ffa19326381 (__TEXT,__text) external _glGetInfoLogARB
00007ffa193235b1 (__TEXT,__text) external _glGetInteger64i_v
00007ffa193234c3 (__TEXT,__text) external _glGetInteger64v
00007ffa193270c2 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffa19322a65 (__TEXT,__text) external _glGetIntegeri_v
00007ffa1931e9f3 (__TEXT,__text) external _glGetIntegerv
00007ffa1932671d (__TEXT,__text) external _glGetInternalformativ
00007ffa1931ea12 (__TEXT,__text) external _glGetLightfv
00007ffa1931ea34 (__TEXT,__text) external _glGetLightiv
00007ffa1931ea56 (__TEXT,__text) external _glGetMapdv
00007ffa1931ea78 (__TEXT,__text) external _glGetMapfv
00007ffa1931ea9a (__TEXT,__text) external _glGetMapiv
00007ffa1931eabc (__TEXT,__text) external _glGetMaterialfv
00007ffa1931eade (__TEXT,__text) external _glGetMaterialiv
00007ffa19320aee (__TEXT,__text) external _glGetMinmax
00007ffa19320b15 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffa19320b37 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffa19323571 (__TEXT,__text) external _glGetMultisamplefv
00007ffa193266d0 (__TEXT,__text) external _glGetNamedStringARB
00007ffa193266f8 (__TEXT,__text) external _glGetNamedStringivARB
00007ffa193277a0 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffa1932633b (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffa19327caf (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffa1932635e (__TEXT,__text) external _glGetObjectParameterivARB
00007ffa1931eb00 (__TEXT,__text) external _glGetPixelMapfv
00007ffa1931eb1f (__TEXT,__text) external _glGetPixelMapuiv
00007ffa1931eb3e (__TEXT,__text) external _glGetPixelMapusv
00007ffa1931eb5d (__TEXT,__text) external _glGetPointerv
00007ffa1931eb7c (__TEXT,__text) external _glGetPolygonStipple
00007ffa19324059 (__TEXT,__text) external _glGetProgramBinary
00007ffa193252b6 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffa193252d8 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffa193223c3 (__TEXT,__text) external _glGetProgramInfoLog
00007ffa193252fa (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00007ffa1932531c (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00007ffa193241dc (__TEXT,__text) external _glGetProgramPipelineInfoLog
00007ffa1932419e (__TEXT,__text) external _glGetProgramPipelineiv
