00007ffa42c26ae0 (__DATA,__bss) non-external _SVC_REQ_KEY
00007ffa0fe466ff (__TEXT,__text) external __newrpclib_xdr_long
00007ffa0fe47021 (__TEXT,__text) external __newrpclib_xdr_longlong_t
00007ffa0fe499c6 (__TEXT,__text) external __newrpclib_xdr_netbuf
00007ffa0fe46d10 (__TEXT,__text) external __newrpclib_xdr_netobj
00007ffa0fe46a8e (__TEXT,__text) external __newrpclib_xdr_opaque
00007ffa42c26af0 (__DATA,__bss) non-external __newrpclib_xdr_opaque.crud
00007ffa0fe407b4 (__TEXT,__text) external __newrpclib_xdr_opaque_auth
00007ffa0fe4830c (__TEXT,__text) external __newrpclib_xdr_pmap
00007ffa0fe484db (__TEXT,__text) external __newrpclib_xdr_pmap_call_args
00007ffa0fe48546 (__TEXT,__text) external __newrpclib_xdr_pmap_call_result
00007ffa0fe4838e (__TEXT,__text) external __newrpclib_xdr_pmaplist
00007ffa0fe4836e (__TEXT,__text) external __newrpclib_xdr_pmaplist_ptr
00007ffa0fe462ac (__TEXT,__text) external __newrpclib_xdr_pointer
00007ffa0fe461f6 (__TEXT,__text) external __newrpclib_xdr_reference
00007ffa0fe4eef2 (__TEXT,__text) non-external __newrpclib_xdr_reference.cold.1
00007ffa0fe407fc (__TEXT,__text) external __newrpclib_xdr_replymsg
00007ffa0fe3f23b (__TEXT,__text) external __newrpclib_xdr_rmtcall_args
00007ffa0fe3f319 (__TEXT,__text) external __newrpclib_xdr_rmtcallres
00007ffa0fe48f65 (__TEXT,__text) external __newrpclib_xdr_rp__list
00007ffa0fe48ee4 (__TEXT,__text) external __newrpclib_xdr_rpcb
00007ffa0fe49182 (__TEXT,__text) external __newrpclib_xdr_rpcb_entry
00007ffa0fe49208 (__TEXT,__text) external __newrpclib_xdr_rpcb_entry_list
00007ffa0fe49355 (__TEXT,__text) external __newrpclib_xdr_rpcb_entry_list_ptr
00007ffa0fe490d2 (__TEXT,__text) external __newrpclib_xdr_rpcb_rmtcallargs
00007ffa0fe4913d (__TEXT,__text) external __newrpclib_xdr_rpcb_rmtcallres
00007ffa0fe49906 (__TEXT,__text) external __newrpclib_xdr_rpcb_stat
00007ffa0fe499a1 (__TEXT,__text) external __newrpclib_xdr_rpcb_stat_byvers
00007ffa0fe490b2 (__TEXT,__text) external __newrpclib_xdr_rpcblist_ptr
00007ffa0fe49375 (__TEXT,__text) external __newrpclib_xdr_rpcbs_addrlist
00007ffa0fe498c6 (__TEXT,__text) external __newrpclib_xdr_rpcbs_addrlist_ptr
00007ffa0fe498a1 (__TEXT,__text) external __newrpclib_xdr_rpcbs_proc
00007ffa0fe495cf (__TEXT,__text) external __newrpclib_xdr_rpcbs_rmtcalllist
00007ffa0fe498e6 (__TEXT,__text) external __newrpclib_xdr_rpcbs_rmtcalllist_ptr
00007ffa0fe46827 (__TEXT,__text) external __newrpclib_xdr_short
00007ffa0fe46316 (__TEXT,__text) external __newrpclib_xdr_sizeof
00007ffa0fe46da6 (__TEXT,__text) external __newrpclib_xdr_string
00007ffa0fe4f0fc (__TEXT,__text) non-external __newrpclib_xdr_string.cold.1
00007ffa0fe469e7 (__TEXT,__text) external __newrpclib_xdr_u_char
00007ffa0fe47017 (__TEXT,__text) external __newrpclib_xdr_u_hyper
00007ffa0fe4669e (__TEXT,__text) external __newrpclib_xdr_u_int
00007ffa0fe46732 (__TEXT,__text) external __newrpclib_xdr_u_long
00007ffa0fe4702b (__TEXT,__text) external __newrpclib_xdr_u_longlong_t
00007ffa0fe4688b (__TEXT,__text) external __newrpclib_xdr_u_short
00007ffa0fe46953 (__TEXT,__text) external __newrpclib_xdr_uint16_t
00007ffa0fe467c6 (__TEXT,__text) external __newrpclib_xdr_uint32_t
00007ffa0fe46f62 (__TEXT,__text) external __newrpclib_xdr_uint64_t
00007ffa0fe46d26 (__TEXT,__text) external __newrpclib_xdr_union
00007ffa0fe452d9 (__TEXT,__text) external __newrpclib_xdr_vector
00007ffa0fe46632 (__TEXT,__text) external __newrpclib_xdr_void
00007ffa0fe46ea8 (__TEXT,__text) external __newrpclib_xdr_wrapstring
00007ffa0fe45419 (__TEXT,__text) external __newrpclib_xdrmem_create
00007ffa0fe45985 (__TEXT,__text) external __newrpclib_xdrrec_create
00007ffa0fe4ece8 (__TEXT,__text) non-external __newrpclib_xdrrec_create.cold.1
00007ffa0fe4ed96 (__TEXT,__text) non-external __newrpclib_xdrrec_create.cold.2
00007ffa0fe4ee44 (__TEXT,__text) non-external __newrpclib_xdrrec_create.cold.3
00007ffa0fe45f0f (__TEXT,__text) external __newrpclib_xdrrec_endofrecord
00007ffa0fe45eb3 (__TEXT,__text) external __newrpclib_xdrrec_eof
00007ffa0fe45c66 (__TEXT,__text) external __newrpclib_xdrrec_skiprecord
00007ffa0fe464b8 (__TEXT,__text) external __newrpclib_xdrstdio_create
00007ffa0fe43b62 (__TEXT,__text) external __newrpclib_xprt_register
00007ffa0fe43dab (__TEXT,__text) external __newrpclib_xprt_unregister
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
00007ffa0fe40d79 (__TEXT,__text) non-external (was a private external) __svcauth_null
00007ffa0fe40c1b (__TEXT,__text) non-external (was a private external) __svcauth_short
00007ffa0fe40a91 (__TEXT,__text) non-external (was a private external) __svcauth_unix
                 (undefined) external _abort (from libSystem)
                 (undefined) external _accept (from libSystem)
00007ffa0fe41275 (__TEXT,__text) non-external (was a private external) _add_working_xprt
00007ffa0fe4bc3d (__TEXT,__text) non-external _add_working_xprt.cold.1
00007ffa0fe4bcc6 (__TEXT,__text) non-external _add_working_xprt.cold.2
                 (undefined) external _asprintf (from libSystem)
00007ffa40ad27a0 (__DATA_CONST,__const) non-external _auth_errlist
00007ffa42c26548 (__DATA,__data) non-external _auth_unix_ops
00007ffa0fe3af04 (__TEXT,__text) non-external _authnone_destroy
00007ffa0fe3adf3 (__TEXT,__text) non-external _authnone_init
00007ffa0fe3aec5 (__TEXT,__text) non-external _authnone_marshal
00007ffa42c26510 (__DATA,__data) non-external _authnone_once_init
00007ffa42c26a98 (__DATA,__bss) non-external _authnone_private
00007ffa0fe3aefc (__TEXT,__text) non-external _authnone_refresh
00007ffa0fe3aef1 (__TEXT,__text) non-external _authnone_validate
00007ffa0fe3aebf (__TEXT,__text) non-external _authnone_verf
00007ffa0fe3b5cc (__TEXT,__text) non-external _authunix_destroy
00007ffa0fe3b3c5 (__TEXT,__text) non-external _authunix_marshal
00007ffa0fe3b3bf (__TEXT,__text) non-external _authunix_nextverf
00007ffa0fe3b4a9 (__TEXT,__text) non-external _authunix_refresh
00007ffa0fe3b3e8 (__TEXT,__text) non-external _authunix_validate
00007ffa42c26648 (__DATA,__data) non-external _bcast
                 (undefined) external _bcmp (from libSystem)
                 (undefined) external _bind (from libSystem)
                 (undefined) external _bindresvport_sa (from libSystem)
00007ffa42c26aa8 (__DATA,__bss) non-external _buf
00007ffa0fe3cd70 (__TEXT,__text) non-external _bufdestroy
00007ffa0fe3f6d4 (__TEXT,__text) non-external _build_callit_rpc
00007ffa42c269d0 (__DATA,__data) non-external _cache_control_init
00007ffa0fe480f0 (__TEXT,__text) non-external _cache_init
00007ffa0fe4f25a (__TEXT,__text) non-external _cache_init.cold.1
00007ffa42c26b30 (__DATA,__bss) non-external _cache_rwlock
                 (undefined) external _calloc (from libSystem)
00007ffa42c26a90 (__DATA,__bss) non-external _callrpc_private
00007ffa0fe3dc0e (__TEXT,__text) non-external _check_raddr
                 (undefined) external _chmod (from libSystem)
00007ffa42c26598 (__DATA,__data) non-external _client_ops
00007ffa0fe3b95d (__TEXT,__text) external _clnt_auth_set
00007ffa42c26588 (__DATA,__data) non-external _clnt_perror_once
00007ffa0fe3c76a (__TEXT,__text) non-external _clnt_sperror_r
00007ffa0fe3d0a6 (__TEXT,__text) non-external _clntraw_abort
00007ffa0fe3cea4 (__TEXT,__text) non-external _clntraw_call
00007ffa0fe3d0e3 (__TEXT,__text) non-external _clntraw_control
00007ffa0fe3d0dd (__TEXT,__text) non-external _clntraw_destroy
00007ffa0fe3d0b2 (__TEXT,__text) non-external _clntraw_freeres
00007ffa0fe3d0ac (__TEXT,__text) non-external _clntraw_geterr
00007ffa42c26ab0 (__DATA,__bss) non-external _clntraw_private
00007ffa0fe3e21b (__TEXT,__text) non-external _clntstrm_abort
00007ffa0fe3deec (__TEXT,__text) non-external _clntstrm_call
00007ffa0fe3e2b1 (__TEXT,__text) non-external _clntstrm_control
00007ffa0fe3d0eb (__TEXT,__text) external _clntstrm_create_timeout
00007ffa0fe4b1ca (__TEXT,__text) non-external _clntstrm_create_timeout.cold.1
00007ffa0fe4b265 (__TEXT,__text) non-external _clntstrm_create_timeout.cold.2
00007ffa0fe4b2fd (__TEXT,__text) non-external _clntstrm_create_timeout.cold.3
00007ffa0fe4b39b (__TEXT,__text) non-external _clntstrm_create_timeout.cold.4
00007ffa0fe4b433 (__TEXT,__text) non-external _clntstrm_create_timeout.cold.5
00007ffa0fe4b4ce (__TEXT,__text) non-external _clntstrm_create_timeout.cold.6
00007ffa0fe4b57c (__TEXT,__text) non-external _clntstrm_create_timeout.cold.7
00007ffa0fe3e260 (__TEXT,__text) non-external _clntstrm_destroy
00007ffa0fe3e23e (__TEXT,__text) non-external _clntstrm_freeres
00007ffa0fe3e221 (__TEXT,__text) non-external _clntstrm_geterr
00007ffa0fe3dc3f (__TEXT,__text) external _clntticots_create
00007ffa0fe4b6ab (__TEXT,__text) non-external _clntticots_create.cold.1
00007ffa0fe3dee2 (__TEXT,__text) external _clntticots_create_timeout
00007ffa0fe3db90 (__TEXT,__text) external _clntticotsord_create
00007ffa0fe4b610 (__TEXT,__text) non-external _clntticotsord_create.cold.1
00007ffa0fe3de5d (__TEXT,__text) external _clntticotsord_create_timeout
00007ffa0fe4b917 (__TEXT,__text) non-external _clntticotsord_create_timeout.cold.1
00007ffa0fe3ecef (__TEXT,__text) non-external _clntudp_abort
00007ffa0fe3e80e (__TEXT,__text) non-external _clntudp_call
00007ffa0fe3ed7c (__TEXT,__text) non-external _clntudp_control
00007ffa0fe3ed34 (__TEXT,__text) non-external _clntudp_destroy
00007ffa0fe3ed12 (__TEXT,__text) non-external _clntudp_freeres
00007ffa0fe3ecf5 (__TEXT,__text) non-external _clntudp_geterr
                 (undefined) external _close (from libSystem)
00007ffa0fe481d4 (__TEXT,__text) non-external _compare_sa
00007ffa0fe4f6f0 (__TEXT,__const) non-external _compare_sa.allones
00007ffa42c26c00 (__DATA,__common) non-external (was a private external) _conncount
                 (undefined) external _connect (from libSystem)
00007ffa42c269b8 (__DATA,__data) non-external _create_key_init
00007ffa0fe44244 (__TEXT,__text) non-external _create_svc_req_key
00007ffa0fe470f0 (__TEXT,__text) non-external (was a private external) _cvt4to6
00007ffa0fe470a0 (__TEXT,__text) non-external (was a private external) _cvt6to4
00007ffa0fe4f6d0 (__TEXT,__const) non-external _default_tottimeout
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ffa0fe4619b (__TEXT,__text) non-external _fill_input_buf
00007ffa0fe45f68 (__TEXT,__text) non-external _flush_out
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffa0fe3c566 (__TEXT,__text) non-external _free_interface_list
                 (undefined) external _freeaddrinfo (from libSystem)
                 (undefined) external _freehostent (from libSystem)
                 (undefined) external _freeifaddrs (from libSystem)
00007ffa0fe47efa (__TEXT,__text) external _freenetconfigent
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffa0fe4607e (__TEXT,__text) non-external _get_input_bytes
                 (undefined) external _getaddrinfo (from libSystem)
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getgroups (from libSystem)
00007ffa0fe47127 (__TEXT,__text) non-external (was a private external) _gethostaddr
                 (undefined) external _gethostbyname (from libSystem)
                 (undefined) external _gethostname (from libSystem)
                 (undefined) external _getifaddrs (from libSystem)
                 (undefined) external _getipnodebyname (from libSystem)
00007ffa0fe47f31 (__TEXT,__text) external _getnetconfigent
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
00007ffa0fe49cb3 (__TEXT,__text) non-external _getrpcbind_handle
                 (undefined) external _getsockname (from libSystem)
                 (undefined) external _getsockopt (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffa0fe4a046 (__TEXT,__text) non-external _handle_callerror
00007ffa0fe464b0 (__TEXT,__text) non-external _harmless
