                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812171bcd (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff812171c1a (__TEXT,__text) external _KClientAddRealmMapDeprecated
00007ff812171c46 (__TEXT,__text) external _KClientAddServerMapDeprecated
00007ff812171f23 (__TEXT,__text) external _KClientAddServiceKey
00007ff812171bee (__TEXT,__text) external _KClientCacheInitialTicketDeprecated
00007ff812171f86 (__TEXT,__text) external _KClientDecrypt
00007ff812171db8 (__TEXT,__text) external _KClientDecryptCompat
00007ff812171cb4 (__TEXT,__text) external _KClientDeleteCredentialsDeprecated
00007ff812171c25 (__TEXT,__text) external _KClientDeleteRealmMapDeprecated
00007ff812171c51 (__TEXT,__text) external _KClientDeleteServerMapDeprecated
00007ff812171c93 (__TEXT,__text) external _KClientDeleteSessionDeprecated
00007ff812171fd3 (__TEXT,__text) external _KClientDisposePrincipal
00007ff812171e68 (__TEXT,__text) external _KClientDisposeSession
00007ff812171d55 (__TEXT,__text) external _KClientDisposeSessionCompat
00007ff812171f7b (__TEXT,__text) external _KClientEncrypt
00007ff812171dad (__TEXT,__text) external _KClientEncryptCompat
00007ff812171f39 (__TEXT,__text) external _KClientGetAuthenticatorForService
00007ff812171fa7 (__TEXT,__text) external _KClientGetCCacheReference
00007ff812171e73 (__TEXT,__text) external _KClientGetClientPrincipal
00007ff812171c9e (__TEXT,__text) external _KClientGetCredentialsDeprecated
00007ff812171f65 (__TEXT,__text) external _KClientGetEncryptedServiceReply
00007ff812171ce0 (__TEXT,__text) external _KClientGetErrorTextDeprecated
00007ff812171ed6 (__TEXT,__text) external _KClientGetExpirationTime
00007ff812171e9f (__TEXT,__text) external _KClientGetLocalAddress
00007ff812171bf9 (__TEXT,__text) external _KClientGetLocalRealmDeprecated
00007ff812171cca (__TEXT,__text) external _KClientGetNthCredentialDeprecated
00007ff812171c30 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
00007ff812171c3b (__TEXT,__text) external _KClientGetNthServerDeprecated
00007ff812171c5c (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff812171c67 (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff812171c88 (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff812171cbf (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff812171c7d (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff812171f70 (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff812171c0f (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff812171eb5 (__TEXT,__text) external _KClientGetRemoteAddress
00007ff812171e89 (__TEXT,__text) external _KClientGetServerPrincipal
00007ff812171f18 (__TEXT,__text) external _KClientGetServiceKey
00007ff812171ecb (__TEXT,__text) external _KClientGetSessionKey
00007ff812171da2 (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff812171e1b (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff812171f2e (__TEXT,__text) external _KClientGetTicketForService
00007ff812171d60 (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff812171d6b (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff812171cd5 (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff812171e47 (__TEXT,__text) external _KClientGetVersion
00007ff812171f02 (__TEXT,__text) external _KClientKeyFileLogin
00007ff812171eec (__TEXT,__text) external _KClientLogin
00007ff812171d76 (__TEXT,__text) external _KClientLoginCompat
00007ff812171f0d (__TEXT,__text) external _KClientLogout
00007ff812171d8c (__TEXT,__text) external _KClientLogoutCompat
00007ff812171e26 (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff812171e52 (__TEXT,__text) external _KClientNewClientSession
00007ff812171e5d (__TEXT,__text) external _KClientNewServerSession
00007ff812171d4a (__TEXT,__text) external _KClientNewSessionCompat
00007ff812171ef7 (__TEXT,__text) external _KClientPasswordLogin
00007ff812171d81 (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff812171fbd (__TEXT,__text) external _KClientPrincipalToV4String
00007ff812171fc8 (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff812171f91 (__TEXT,__text) external _KClientProtectIntegrity
00007ff812171dc3 (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff812171e7e (__TEXT,__text) external _KClientSetClientPrincipal
00007ff812171ee1 (__TEXT,__text) external _KClientSetKeyFile
00007ff812171eaa (__TEXT,__text) external _KClientSetLocalAddress
00007ff812171c04 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff812171c72 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff812171ec0 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff812171e94 (__TEXT,__text) external _KClientSetServerPrincipal
00007ff812171d97 (__TEXT,__text) external _KClientStatusCompat
00007ff812171fb2 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff812171f5a (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff812171f44 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff812171f9c (__TEXT,__text) external _KClientVerifyIntegrity
00007ff812171dce (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff812171f4f (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff812171e31 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff812171e3c (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff812171d3f (__TEXT,__text) external _KClientVersionCompat
00007ff81216c8b7 (__TEXT,__text) external _KLAcquireInitialTickets
00007ff81216ca13 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff81216d14b (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff81216c989 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff81216d171 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff81216cacb (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff81216c934 (__TEXT,__text) external _KLAcquireNewTickets
00007ff81216ca86 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff81216c875 (__TEXT,__text) external _KLAcquireTickets
00007ff81216c9ce (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff81216cc34 (__TEXT,__text) external _KLCacheHasValidTickets
00007ff81216d8e3 (__TEXT,__text) external _KLCancelAllDialogs
00007ff81216d140 (__TEXT,__text) external _KLChangePassword
00007ff81216d8eb (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff81216dd09 (__TEXT,__text) external _KLComparePrincipal
00007ff81216d9e3 (__TEXT,__text) external _KLCountKerberosRealms
00007ff81216dd9e (__TEXT,__text) external _KLCreateLoginOptions
00007ff81216dad6 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff81216db05 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff81216da4e (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff81216da11 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff81216d102 (__TEXT,__text) external _KLDestroyTickets
00007ff81216df50 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff81216dd62 (__TEXT,__text) external _KLDisposePrincipal
00007ff81216df9d (__TEXT,__text) external _KLDisposeString
00007ff81216d91c (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff81216cc29 (__TEXT,__text) external _KLGetApplicationOptions
00007ff81216d906 (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff81216dc81 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff81216d85c (__TEXT,__text) external _KLGetErrorString
00007ff81216d8fe (__TEXT,__text) external _KLGetIdleCallback
00007ff81216d9ee (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff81216d982 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff81216d9b6 (__TEXT,__text) external _KLGetKerberosRealm
00007ff81216dbf9 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff81216db34 (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff81216d854 (__TEXT,__text) external _KLHandleError
00007ff81216d9d3 (__TEXT,__text) external _KLInsertKerberosRealm
00007ff81216d42d (__TEXT,__text) external _KLLastChangedTime
00007ff81216ded3 (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff81216de3d (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff81216de6f (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff81216dea1 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff81216df0d (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff81216de0b (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff81216def0 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff81216d9db (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff81216d9cb (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff81216d17c (__TEXT,__text) external _KLRenewInitialTickets
00007ff81216cc21 (__TEXT,__text) external _KLSetApplicationOptions
00007ff81216d911 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff81216d8f6 (__TEXT,__text) external _KLSetIdleCallback
00007ff81216da01 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff81216da09 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff81216d9c3 (__TEXT,__text) external _KLSetKerberosRealm
00007ff81216d7be (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff81216d156 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff81216d711 (__TEXT,__text) external _KLTicketExpirationTime
00007ff81216d664 (__TEXT,__text) external _KLTicketStartTime
00007ff81216d425 (__TEXT,__text) external _KLValidateInitialTickets
00007ff81216d169 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff81216d161 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff8121718da (__TEXT,__text) external _KPCreatePreferencesFile
00007ff8121718be (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff8121718b3 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff8121718a8 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff8121718c4 (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff8121718cf (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff812171dfa (__TEXT,__text) external _KServerAddKeyCompat
00007ff812171e05 (__TEXT,__text) external _KServerGetKeyCompat
00007ff812171def (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff812171e10 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff812171dd9 (__TEXT,__text) external _KServerNewSessionCompat
00007ff812171de4 (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff8121707bc (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff8426762b0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff81216dfd3 (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff81216dfc0 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff81216dfee (__TEXT,__text) external ___KLAllowRememberPassword
00007ff81216e052 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff81216dff6 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff81216e081 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff81216e094 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff81216e024 (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff81216e0af (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff81216e0bf (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff81216e0b7 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff81216e08c (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff81216e09f (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff81216dfe3 (__TEXT,__text) external ___KLPromptMechanism
00007ff81216e0a7 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff81216dfaa (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff81216dfcb (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff81216dfb2 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff81216dfdb (__TEXT,__text) external ___KLSetPromptMechanism
00007ff81216c25b (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff81216c263 (__TEXT,__text) external ___KerberosDebugPrint
00007ff81216c26f (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff81216c275 (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff81216c269 (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff842675ce8 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff812168b2f (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff8426757c8 (__DATA,__const) non-external ___block_descriptor_tmp
00007ff842675848 (__DATA,__const) non-external ___block_descriptor_tmp.11
00007ff842675808 (__DATA,__const) non-external ___block_descriptor_tmp.6
00007ff8426757e8 (__DATA,__const) non-external ___block_literal_global
00007ff842675868 (__DATA,__const) non-external ___block_literal_global.12
00007ff842675828 (__DATA,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff81216b9d9 (__TEXT,__text) non-external ___error_message_block_invoke
00007ff812167ffc (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff81216b14a (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff81216cd4d (__TEXT,__text) non-external _acquireticket_ui
00007ff812170089 (__TEXT,__text) non-external _add_data_to_buffer
00007ff81216812b (__TEXT,__text) external _add_error_table
00007ff81216eb79 (__TEXT,__text) non-external _add_to_list
00007ff812173473 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff812173559 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff812168133 (__TEXT,__text) external _cc_close
00007ff81216813b (__TEXT,__text) external _cc_create
00007ff812168143 (__TEXT,__text) external _cc_destroy
00007ff81216814b (__TEXT,__text) external _cc_free_NC_info
00007ff812168153 (__TEXT,__text) external _cc_free_creds
00007ff81216815b (__TEXT,__text) external _cc_free_name
00007ff812168163 (__TEXT,__text) external _cc_free_principal
00007ff842675bc8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff81216816b (__TEXT,__text) external _cc_get_NC_info
00007ff812168173 (__TEXT,__text) external _cc_get_change_time
00007ff81216817b (__TEXT,__text) external _cc_get_cred_version
00007ff812168183 (__TEXT,__text) external _cc_get_name
00007ff81216818b (__TEXT,__text) external _cc_get_principal
00007ff8121699c1 (__TEXT,__text) external _cc_initialize
00007ff81216a97f (__TEXT,__text) non-external _cc_iterator_clone
00007ff8121690c9 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff81216a93f (__TEXT,__text) non-external _cc_iterator_release
00007ff812168193 (__TEXT,__text) external _cc_open
00007ff81216819b (__TEXT,__text) external _cc_remove_cred
00007ff8121681a3 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff8121681ab (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff8121681b3 (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff8121681bb (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff8121681c3 (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff8121681cb (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff8121681d3 (__TEXT,__text) external _cc_set_principal
00007ff8121681db (__TEXT,__text) external _cc_shutdown
00007ff8121681e3 (__TEXT,__text) external _cc_store
00007ff81216a893 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff81216a67c (__TEXT,__text) non-external _ccache_compare
00007ff812169a65 (__TEXT,__text) non-external _ccache_destroy
00007ff842675c30 (__DATA,__data) non-external _ccache_functions
00007ff81216a635 (__TEXT,__text) non-external _ccache_get_change_time
00007ff812169b3e (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff81216a755 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff81216a5e1 (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff812169b57 (__TEXT,__text) non-external _ccache_get_name
00007ff812169be6 (__TEXT,__text) non-external _ccache_get_principal
00007ff842675cd0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff81216a5a7 (__TEXT,__text) non-external _ccache_lock
00007ff81216a4f5 (__TEXT,__text) non-external _ccache_move
00007ff81216a435 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff812169082 (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff81216a260 (__TEXT,__text) non-external _ccache_remove_credentials
00007ff812169ac7 (__TEXT,__text) non-external _ccache_set_default
00007ff81216a808 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff812169d04 (__TEXT,__text) non-external _ccache_set_principal
00007ff812169e14 (__TEXT,__text) non-external _ccache_store_credentials
00007ff81216a5c4 (__TEXT,__text) non-external _ccache_unlock
00007ff81216a8f2 (__TEXT,__text) non-external _ccache_wait_for_change
00007ff81216a8fd (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff8426758f0 (__DATA,__const) non-external _conf_no
00007ff8426758b0 (__DATA,__const) non-external _conf_yes
00007ff8426759d0 (__DATA,__data) non-external _context_change_time
00007ff812169995 (__TEXT,__text) non-external _context_compare
00007ff812169526 (__TEXT,__text) non-external _context_create_ccache
00007ff812169663 (__TEXT,__text) non-external _context_create_default_ccache
00007ff8121697cb (__TEXT,__text) non-external _context_create_new_ccache
00007ff81216929c (__TEXT,__text) non-external _context_get_change_time
00007ff8121692d9 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff812169985 (__TEXT,__text) non-external _context_lock
00007ff81216990d (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff812169360 (__TEXT,__text) non-external _context_open_ccache
00007ff812169458 (__TEXT,__text) non-external _context_open_default_ccache
00007ff812169267 (__TEXT,__text) non-external _context_release
00007ff81216998d (__TEXT,__text) non-external _context_unlock
00007ff8121699b6 (__TEXT,__text) non-external _context_wait_for_change
00007ff812169223 (__TEXT,__text) non-external _create_ccache
00007ff812168bbb (__TEXT,__text) non-external _cred_compare
00007ff81216902c (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff842675bb0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff812168bcc (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff812169037 (__TEXT,__text) non-external _cred_iter_release
00007ff812168b7c (__TEXT,__text) non-external _cred_release
00007ff842675ba0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff8121718f0 (__TEXT,__text) external _decomp_ticket
00007ff812171b1e (__TEXT,__text) external _dest_all_tkts
00007ff812171af5 (__TEXT,__text) external _dest_tkt
00007ff81216b16c (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff842675e80 (__DATA,__bss) non-external _do_log
00007ff81216fc33 (__TEXT,__text) non-external _dump_profile
00007ff812170065 (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff81216ffc4 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff8121681eb (__TEXT,__text) external _encode_krb5_as_req
00007ff81216ebea (__TEXT,__text) non-external _end_list
00007ff81216b96d (__TEXT,__text) external _error_message
00007ff842675ea0 (__DATA,__bss) non-external _error_message.buffer
00007ff842675e90 (__DATA,__bss) non-external _error_message.et_list
00007ff842675e88 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff81216d4cc (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff8426762a8 (__DATA,__bss) non-external _g_cc_change_time
00007ff842675cf0 (__DATA,__data) non-external _g_change_time_mutex
00007ff8426762a0 (__DATA,__bss) non-external _g_kl_change_time
00007ff81217192f (__TEXT,__text) external _get_ad_tkt
00007ff81217199a (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff842675ab0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff842675ad0 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff842675a80 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff842675a60 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff842675a20 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff842675a40 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff842675a00 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
                 (indirect) external _gss_display_name (for _gss_display_name)
                 (undefined) external _gss_display_status (from GSS)
                 (indirect) external _gss_display_status (for _gss_display_status)
                 (undefined) external _gss_duplicate_name (from GSS)
                 (indirect) external _gss_duplicate_name (for _gss_duplicate_name)
                 (undefined) external _gss_export_name (from GSS)
                 (indirect) external _gss_export_name (for _gss_export_name)
                 (undefined) external _gss_export_sec_context (from GSS)
                 (indirect) external _gss_export_sec_context (for _gss_export_sec_context)
                 (undefined) external _gss_get_mic (from GSS)
