
/System/Library/PrivateFrameworks/Stickers.framework/Support/stickersd (for architecture x86_64):
                 (undefined) external _$s8Stickers16StickerReindexerV28dataForManagedRepresentation3uri10Foundation4DataVSgAF3URLV_tF (from Stickers)
                 (undefined) external _$s8Stickers16StickerReindexerV6sharedACvMZ (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerC19launchConfigurationAA0bF0CvgTj (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerC19updateConfiguration4withyAA0bF0C_tKFTj (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerCMa (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerCMn (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeO8rawValueACSgSS_tcfC (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeO8rawValueSSvg (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeOMa (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeOMn (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorO17parameterDecodingyACSScACmFWC (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorO17parameterEncodingyACSScACmFWC (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorOMa (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorOs0D0AAMc (from Stickers)
                 (undefined) external _$s8Stickers19LaunchConfigurationC10identifierSSSgvg (from Stickers)
                 (undefined) external _$s8Stickers19LaunchConfigurationC11sectionType10identifierAcA014StickerSectionE0O_SSSgtcfc (from Stickers)
                 (undefined) external _$s8Stickers19LaunchConfigurationC11sectionTypeAA014StickerSectionE0Ovg (from Stickers)
                 (undefined) external _$s8Stickers19LaunchConfigurationCMa (from Stickers)
                 (undefined) external _$s8Stickers20StickerStoreProtocolMp (from Stickers)
                 (undefined) external _$s8Stickers20StickerStoreProtocolP010reindexAllA0yyKFTj (from Stickers)
                 (undefined) external _$s8Stickers20StickerStoreProtocolP5count3forSiAA0B0C12FetchRequestV_tKFTj (from Stickers)
                 (undefined) external _$s8Stickers20StickerStoreProtocolP8stickersyAA0B8SequenceVAA0B0C12FetchRequestVKFTj (from Stickers)
                 (undefined) external _$s8Stickers21LaunchStateManagerAPIV12xpcInterfaceSo14NSXPCInterfaceCvgZ (from Stickers)
                 (undefined) external _$s8Stickers23StickerSequenceIteratorVMa (from Stickers)
                 (undefined) external _$s8Stickers23StickerSequenceIteratorVStAAMc (from Stickers)
                 (undefined) external _$s8Stickers28StickerStoreProtocolInternalMp (from Stickers)
                 (undefined) external _$s8Stickers28StickerStoreProtocolInternalP018_internal_only_addB0yAA0B0CAFKFTj (from Stickers)
                 (undefined) external _$s8Stickers28StickerStoreProtocolInternalP021_internal_only_removeA011identifiersySay10Foundation4UUIDVG_tKFTj (from Stickers)
                 (undefined) external _$s8Stickers28StickerStoreProtocolInternalP021_internal_only_updateB0yyAA0B0CKFTj (from Stickers)
                 (undefined) external _$s8Stickers28StickerStoreProtocolInternalP38_internal_only_touchStickSpotlightItemyyAA0B0CKFTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC0B4TypeO6recentyA2EmFWC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC0B4TypeOMa (from Stickers)
                 (undefined) external _$s8Stickers7StickerC0B4TypeOMn (from Stickers)
                 (undefined) external _$s8Stickers7StickerC0B4TypeOSYAAMc (from Stickers)
                 (undefined) external _$s8Stickers7StickerC11externalURISSSgvgTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestV15representationsAE23RepresentationSpecifierOvs (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestV23RepresentationSpecifierO5whereyAGSo11NSPredicateCcAGmFWC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestV23RepresentationSpecifierO9preferredyA2GmFWC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestV23RepresentationSpecifierOMa (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestV4type9predicate15representations15sortDescriptors6offset5limit9batchSizeAeC0B4TypeOSg_So11NSPredicateCSgAE23RepresentationSpecifierOSay10Foundation14SortDescriptorVyACGGSgS2iSgA_tcfC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestV5limitSiSgvs (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestVMa (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestVMn (from Stickers)
                 (undefined) external _$s8Stickers7StickerC12FetchRequestVSeAAMc (from Stickers)
                 (undefined) external _$s8Stickers7StickerC14RepresentationC4RoleV15animatedVariantSSvgZ (from Stickers)
                 (undefined) external _$s8Stickers7StickerC14RepresentationC4data10Foundation4DataVvgTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC14RepresentationC4roleSSvgTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC15representationsSayAC14RepresentationCGvgTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC23preferredRepresentationAC0D0CSgvgTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC4typeAC0B4TypeOvg (from Stickers)
                 (undefined) external _$s8Stickers7StickerC6effectAC6EffectOvgTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerC7URITypeO10thirdPartyyAESS_S2StcAEmFWC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC7URITypeO5emojiyAESJ_tcAEmFWC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC7URITypeO6memojiyAESS_SStcAEmFWC (from Stickers)
                 (undefined) external _$s8Stickers7StickerC7URITypeOMa (from Stickers)
                 (undefined) external _$s8Stickers7StickerC8classify3uriAC7URITypeOSS_tFZTj (from Stickers)
                 (undefined) external _$s8Stickers7StickerCMa (from Stickers)
                 (undefined) external _$s8Stickers7StickerCMn (from Stickers)
                 (undefined) external _$s8Stickers7StickerCSEAAMc (from Stickers)
                 (undefined) external _$s8Stickers7StickerCSeAAMc (from Stickers)
                 (undefined) external _$s8Stickers8XPCCoderV6decodeyx10Foundation4DataVKSeRzlF (from Stickers)
                 (undefined) external _$s8Stickers8XPCCoderV6encodey10Foundation4DataVxKSERzlF (from Stickers)
                 (undefined) external _$s8Stickers8XPCCoderVACycfC (from Stickers)
                 (undefined) external _$s8Stickers8XPCCoderVMa (from Stickers)
                 (undefined) external _$sBOWV (from libswiftCore)
                 (undefined) external _$sBbWV (from libswiftCore)
                 (undefined) external _$sBoWV (from libswiftCore)
                 (undefined) external _$sSD10FoundationE19_bridgeToObjectiveCSo12NSDictionaryCyF (from Foundation)
                 (undefined) external _$sSH13_rawHashValue4seedS2i_tFTq (from libswiftCore)
                 (undefined) external _$sSH4hash4intoys6HasherVz_tFTq (from libswiftCore)
                 (undefined) external _$sSH9hashValueSivgTq (from libswiftCore)
                 (undefined) external _$sSHMp (from libswiftCore)
                 (undefined) external _$sSHSQTb (from libswiftCore)
                 (undefined) external _$sSQ2eeoiySbx_xtFZTq (from libswiftCore)
                 (undefined) external _$sSQMp (from libswiftCore)
                 (undefined) external _$sSS10FoundationE19_bridgeToObjectiveCSo8NSStringCyF (from Foundation)
                 (undefined) external _$sSS10FoundationE36_unconditionallyBridgeFromObjectiveCySSSo8NSStringCSgFZ (from Foundation)
                 (undefined) external _$sSS10uppercasedSSyF (from libswiftCore)
                 (undefined) external _$sSS11utf8CStrings15ContiguousArrayVys4Int8VGvg (from libswiftCore)
                 (undefined) external _$sSS4hash4intoys6HasherVz_tF (from libswiftCore)
                 (undefined) external _$sSS8UTF8ViewV13_foreignCountSiyF (from libswiftCore)
                 (undefined) external _$sSSN (from libswiftCore)
                 (undefined) external _$sSSSHsWP (from libswiftCore)
                 (undefined) external _$sSSs7CVarArg10FoundationMc (from Foundation)
                 (undefined) external _$sST12makeIterator0B0QzyFTj (from libswiftCore)
                 (undefined) external _$sST22_copyToContiguousArrays0cD0Vy7ElementQzGyFTj (from libswiftCore)
                 (undefined) external _$sSY8rawValue03RawB0QzvgTj (from libswiftCore)
                 (undefined) external _$sSa10FoundationE36_unconditionallyBridgeFromObjectiveCySayxGSo7NSArrayCSgFZ (from Foundation)
                 (undefined) external _$sSa11descriptionSSvg (from libswiftCore)
                 (undefined) external _$sSayxGSEsSERzlMc (from libswiftCore)
                 (undefined) external _$sScA15unownedExecutorScevgTj (from libswift_Concurrency)
                 (undefined) external _$sScP8rawValues5UInt8Vvg (from libswift_Concurrency)
                 (undefined) external _$sScPMa (from libswift_Concurrency)
                 (undefined) external _$sSo11NSPredicateC10FoundationE6format_ABSSh_s7CVarArg_pdtcfC (from Foundation)
                 (undefined) external _$sSo13os_log_type_ta0A0E4infoABvgZ (from libswiftos)
                 (undefined) external _$sSo13os_log_type_ta0A0E5debugABvgZ (from libswiftos)
                 (undefined) external _$sSo13os_log_type_ta0A0E5errorABvgZ (from libswiftos)
                 (undefined) external _$sSo13os_log_type_ta0A0E7defaultABvgZ (from libswiftos)
                 (undefined) external _$sSo8NSNumberC10FoundationE14booleanLiteralABSb_tcfC (from Foundation)
                 (undefined) external _$sSo8NSNumberC10FoundationE14integerLiteralABSi_tcfC (from Foundation)
                 (undefined) external _$sSo8NSObjectCs7CVarArg10ObjectiveCMc (from libswiftObjectiveC)
                 (undefined) external _$sSt4next7ElementQzSgyFTj (from libswiftCore)
                 (undefined) external _$sSw10copyMemory4fromySW_tF (from libswiftCore)
                 (undefined) external _$sSwys5UInt8VSicis (from libswiftCore)
                 (undefined) external _$ss11_StringGutsV8copyUTF84intoSiSgSrys5UInt8VG_tF (from libswiftCore)
                 (undefined) external _$ss11_StringGutsVN (from libswiftCore)
                 (undefined) external _$ss12_ArrayBufferV19_getElementSlowPathyyXlSiFyXl_Ts5 (from libswiftCore)
                 (undefined) external _$ss13_StringObjectV10sharedUTF8SRys5UInt8VGvg (from libswiftCore)
                 (undefined) external _$ss17_assertionFailure__4file4line5flagss5NeverOs12StaticStringV_A2HSus6UInt32VtF (from libswiftCore)
                 (undefined) external _$ss18_CocoaArrayWrapperV8endIndexSivg (from libswiftCore)
                 (undefined) external _$ss18_DictionaryStorageC8allocate8capacityAByxq_GSi_tFZ (from libswiftCore)
                 (undefined) external _$ss18_DictionaryStorageCMn (from libswiftCore)
                 (undefined) external _$ss18_fatalErrorMessage__4file4line5flagss5NeverOs12StaticStringV_A2HSus6UInt32VtF (from libswiftCore)
                 (undefined) external _$ss23CustomStringConvertibleP11descriptionSSvgTj (from libswiftCore)
                 (undefined) external _$ss23_ContiguousArrayStorageCMn (from libswiftCore)
                 (undefined) external _$ss27_stringCompareWithSmolCheck__9expectingSbs11_StringGutsV_ADs01_G16ComparisonResultOtF (from libswiftCore)
                 (undefined) external _$ss5ErrorMp (from libswiftCore)
                 (undefined) external _$ss5ErrorP10FoundationE20localizedDescriptionSSvg (from Foundation)
                 (undefined) external _$ss5ErrorP19_getEmbeddedNSErroryXlSgyFTq (from libswiftCore)
                 (undefined) external _$ss5ErrorP5_codeSivgTq (from libswiftCore)
                 (undefined) external _$ss5ErrorP7_domainSSvgTq (from libswiftCore)
                 (undefined) external _$ss5ErrorP9_userInfoyXlSgvgTq (from libswiftCore)
                 (undefined) external _$ss5ErrorPsE19_getEmbeddedNSErroryXlSgyF (from libswiftCore)
                 (undefined) external _$ss5ErrorPsE5_codeSivg (from libswiftCore)
                 (undefined) external _$ss5ErrorPsE7_domainSSvg (from libswiftCore)
                 (undefined) external _$ss5ErrorPsE9_userInfoyXlSgvg (from libswiftCore)
                 (undefined) external _$ss5Int32VN (from libswiftCore)
                 (undefined) external _$ss5Int32Vs23CustomStringConvertiblesWP (from libswiftCore)
                 (undefined) external _$ss5UInt8VMn (from libswiftCore)
                 (undefined) external _$ss6HasherV5_seedABSi_tcfC (from libswiftCore)
                 (undefined) external _$ss6HasherV8_combineyySuF (from libswiftCore)
                 (undefined) external _$ss6HasherV9_finalizeSiyF (from libswiftCore)
                 (undefined) external _$ss7CVarArgMp (from libswiftCore)
                 (undefined) external _$sxSgSesSeRzlMc (from libswiftCore)
                 (undefined) external _$sypN (from libswiftCore)
                 (undefined) external _$sytN (from libswiftCore)
                 (undefined) external _AnalyticsSendEvent (from CoreAnalytics)
                 (undefined) external _OBJC_CLASS_$_CNEnvironment (from ContactsFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSRunLoop (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCListener (from Foundation)
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _SpotlightDaemonClientRegister (from SpotlightReceiver)
                 (undefined) external _XPC_ACTIVITY_CHECK_IN (from libSystem)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_source_type_signal (from libSystem)
0000000100000000 (__TEXT,__text) [referenced dynamically] external __mh_execute_header
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __swiftEmptyArrayStorage (from libswiftCore)
                 (undefined) external __swiftEmptyDictionarySingleton (from libswiftCore)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftAccelerate (from libswiftAccelerate)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftCoreFoundation (from libswiftCoreFoundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDarwin (from libswiftDarwin)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftDispatch (from libswiftDispatch)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftFoundation (from Foundation)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftIOKit (from libswiftIOKit)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftMetal (from libswiftMetal)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftOSLog (from libswiftOSLog)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftObjectiveC (from libswiftObjectiveC)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftUniformTypeIdentifiers (from libswiftUniformTypeIdentifiers)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftXPC (from libswiftXPC)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_Builtin_float (from libswift_Builtin_float)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_errno (from libswift_errno)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_math (from libswift_math)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_signal (from libswift_signal)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_stdio (from libswift_stdio)
                 (undefined) weak external __swift_FORCE_LOAD_$_swift_time (from libswift_time)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftos (from libswiftos)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsimd (from libswiftsimd)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftsys_time (from libswiftsys_time)
                 (undefined) weak external __swift_FORCE_LOAD_$_swiftunistd (from libswiftunistd)
                 (undefined) external __swift_stdlib_bridgeErrorToNSError (from libswiftCore)
                 (undefined) external __swift_stdlib_reportUnimplementedInitializer (from libswiftCore)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _objc_allocWithZone (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _signal (from libSystem)
                 (undefined) external _swift_allocBox (from libswiftCore)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_arrayDestroy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeBackToFront (from libswiftCore)
                 (undefined) external _swift_arrayInitWithTakeFrontToBack (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease_n (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain_n (from libswiftCore)
                 (undefined) external _swift_deallocClassInstance (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_endAccess (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_getErrorValue (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getSingletonMetadata (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_initStructMetadata (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_storeEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_task_alloc (from libswift_Concurrency)
                 (undefined) external _swift_task_create (from libswift_Concurrency)
                 (undefined) external _swift_task_dealloc (from libswift_Concurrency)
                 (undefined) external _swift_task_switch (from libswift_Concurrency)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_updateClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_weakDestroy (from libswiftCore)
                 (undefined) external _swift_weakInit (from libswiftCore)
                 (undefined) external _swift_weakLoadStrong (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
                 (undefined) external _xpc_activity_get_state (from libSystem)
                 (undefined) external _xpc_activity_register (from libSystem)
                 (undefined) external _xpc_transaction_exit_clean (from libSystem)

/System/Library/PrivateFrameworks/Stickers.framework/Support/stickersd (for architecture arm64e):
                 (undefined) external _$s10Foundation14LocalizedErrorMp (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP10helpAnchorSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP13failureReasonSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP16errorDescriptionSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorP18recoverySuggestionSSSgvgTq (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPAAE10helpAnchorSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPAAE13failureReasonSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPAAE18recoverySuggestionSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation14LocalizedErrorPs0C0Tb (from Foundation)
                 (undefined) external _$s10Foundation22_convertErrorToNSErrorySo0E0Cs0C0_pF (from Foundation)
                 (undefined) external _$s10Foundation3URLV19_bridgeToObjectiveCSo5NSURLCyF (from Foundation)
                 (undefined) external _$s10Foundation3URLV6schemeSSSgvg (from Foundation)
                 (undefined) external _$s10Foundation3URLV6stringACSgSSh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation3URLVMa (from Foundation)
                 (undefined) external _$s10Foundation3URLVMn (from Foundation)
                 (undefined) external _$s10Foundation3URLVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s10Foundation4DataV19_bridgeToObjectiveCSo6NSDataCyF (from Foundation)
                 (undefined) external _$s10Foundation4DataV36_unconditionallyBridgeFromObjectiveCyACSo6NSDataCSgFZ (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV10uuidStringACSgSSh_tcfC (from Foundation)
                 (undefined) external _$s10Foundation4UUIDV19_bridgeToObjectiveCSo6NSUUIDCyF (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVMa (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVMn (from Foundation)
                 (undefined) external _$s10Foundation4UUIDVs23CustomStringConvertibleAAMc (from Foundation)
                 (undefined) external _$s2os6LoggerV9logObjectSo03OS_a1_C0Cvg (from libswiftos)
                 (undefined) external _$s2os6LoggerV9subsystem8categoryACSS_SStcfC (from libswiftos)
                 (undefined) external _$s2os6LoggerVMa (from libswiftos)
                 (undefined) external _$s2os6LoggerVMn (from libswiftos)
                 (undefined) external _$s8Stickers06RemoteA3APIV12xpcInterfaceSo14NSXPCInterfaceCvgZ (from Stickers)
                 (undefined) external _$s8Stickers12StickerStoreC14createAPIStoreACyFZ (from Stickers)
                 (undefined) external _$s8Stickers12StickerStoreCAA0bC16ProtocolInternalAAWP (from Stickers)
                 (undefined) external _$s8Stickers12StickerStoreCAA0bC8ProtocolAAWP (from Stickers)
                 (undefined) external _$s8Stickers12StickerStoreCMa (from Stickers)
                 (undefined) external _$s8Stickers15StickerSequenceVMa (from Stickers)
                 (undefined) external _$s8Stickers15StickerSequenceVSTAAMc (from Stickers)
                 (undefined) external _$s8Stickers16StickerReindexerV07reindexA04withySay10Foundation4UUIDVG_tF (from Stickers)
                 (undefined) external _$s8Stickers16StickerReindexerV28dataForManagedRepresentation3uri10Foundation4DataVSgAF3URLV_tF (from Stickers)
                 (undefined) external _$s8Stickers16StickerReindexerV6sharedACvMZ (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerC19launchConfigurationAA0bF0CvgTj (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerC19updateConfiguration4withyAA0bF0C_tKFTj (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerCMa (from Stickers)
                 (undefined) external _$s8Stickers18LaunchStateManagerCMn (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeO8rawValueACSgSS_tcfC (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeO8rawValueSSvg (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeOMa (from Stickers)
                 (undefined) external _$s8Stickers18StickerSectionTypeOMn (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorO17parameterDecodingyACSScACmFWC (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorO17parameterEncodingyACSScACmFWC (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorOMa (from Stickers)
                 (undefined) external _$s8Stickers18XPCDataMapperErrorOs0D0AAMc (from Stickers)
                 (undefined) external _$s8Stickers19LaunchConfigurationC10identifierSSSgvg (from Stickers)
