                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
00007ff813526107 (__TEXT,__text) external __cg_jcopy_block_row
00007ff81354766c (__TEXT,__text) non-external _alloc_small
00007ff813523655 (__TEXT,__text) non-external _arith_decode
00007ff813521db4 (__TEXT,__text) non-external _arith_encode
00007ff813549cd0 (__TEXT,__const) non-external _base_dither_matrix
00007ff813549c30 (__TEXT,__const) non-external _bmask
00007ff813524e7d (__TEXT,__text) non-external _build_ycc_rgb_table
00007ff813522210 (__TEXT,__text) non-external _close_backing_store
00007ff81351c233 (__TEXT,__text) non-external _cmyk_ycck_convert
00007ff813546af6 (__TEXT,__text) non-external _color_quantize
00007ff813546a7b (__TEXT,__text) non-external _color_quantize3
00007ff813525466 (__TEXT,__text) non-external _compress_data
00007ff8135256ea (__TEXT,__text) non-external _compress_first_pass
00007ff813525eba (__TEXT,__text) non-external _compress_output
00007ff8135422b2 (__TEXT,__text) non-external _compress_output
                 (undefined) external _confstr (from libSystem)
00007ff813530f89 (__TEXT,__text) non-external _consume_data
00007ff813527515 (__TEXT,__text) non-external _consume_markers
00007ff8135468d7 (__TEXT,__text) non-external _create_colorindex
00007ff813523103 (__TEXT,__text) non-external _decode_mcu
00007ff813541404 (__TEXT,__text) non-external _decode_mcu
00007ff813522c18 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff8135402ff (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff813522f16 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff813540673 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff8135229e6 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff8135400d1 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff813522e7a (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff81354056f (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff813540f8f (__TEXT,__text) non-external _decode_mcu_sub
00007ff813531184 (__TEXT,__text) non-external _decompress_data
00007ff813531344 (__TEXT,__text) non-external _decompress_onepass
00007ff813531638 (__TEXT,__text) non-external _decompress_smooth_data
00007ff813548292 (__TEXT,__text) non-external _do_barray_io
00007ff8135481d1 (__TEXT,__text) non-external _do_sarray_io
00007ff81353133c (__TEXT,__text) non-external _dummy_consume_data
00007ff813545ff2 (__TEXT,__text) non-external _dump_buffer_e
00007ff813545de6 (__TEXT,__text) non-external _emit_ac_symbol
00007ff813545efd (__TEXT,__text) non-external _emit_buffered_bits
00007ff813521f64 (__TEXT,__text) non-external _emit_byte
00007ff813543013 (__TEXT,__text) non-external _emit_byte
00007ff8135432d6 (__TEXT,__text) non-external _emit_dht
00007ff813543056 (__TEXT,__text) non-external _emit_dqt
00007ff813545941 (__TEXT,__text) non-external _emit_eobrun
00007ff81353f099 (__TEXT,__text) non-external _emit_message
00007ff813521c79 (__TEXT,__text) non-external _emit_restart
00007ff8135461db (__TEXT,__text) non-external _emit_restart_e
00007ff8135431ab (__TEXT,__text) non-external _emit_sof
00007ff8135474a3 (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff8135472b6 (__TEXT,__text) non-external _empty_output_buffer
00007ff8135217b4 (__TEXT,__text) non-external _encode_mcu
00007ff81352119c (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff81354405c (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff813521545 (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff81354458b (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff813520f5e (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff813543d42 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff81352149a (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff8135443fb (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff813544a97 (__TEXT,__text) non-external _encode_mcu_gather
00007ff813544cde (__TEXT,__text) non-external _encode_mcu_huff
00007ff81353f078 (__TEXT,__text) non-external _error_exit
00007ff813520603 (__TEXT,__text) non-external _examine_app0
00007ff813520851 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff813549e40 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff813530b83 (__TEXT,__text) non-external _fill_dc_scans
00007ff8135222d1 (__TEXT,__text) non-external _fill_input_buffer
00007ff81351d9d5 (__TEXT,__text) non-external _fill_inverse_cmap
00007ff813522445 (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff813548b42 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff813527f40 (__TEXT,__text) non-external _finish_input_pass
00007ff813533686 (__TEXT,__text) non-external _finish_output_pass
00007ff813520dd7 (__TEXT,__text) non-external _finish_pass
00007ff8135229e0 (__TEXT,__text) non-external _finish_pass
00007ff81351cdbb (__TEXT,__text) non-external _finish_pass1
00007ff81351d5ca (__TEXT,__text) non-external _finish_pass2
00007ff8135468c0 (__TEXT,__text) non-external _finish_pass_1_quant
00007ff813543b26 (__TEXT,__text) non-external _finish_pass_gather
00007ff8135400a5 (__TEXT,__text) non-external _finish_pass_huff
00007ff813543c61 (__TEXT,__text) non-external _finish_pass_huff
00007ff813532af8 (__TEXT,__text) non-external _finish_pass_master
00007ff813549e30 (__TEXT,__const) non-external _first_pool_slop
00007ff81354603c (__TEXT,__text) non-external _flush_bits_e
00007ff8135460fe (__TEXT,__text) non-external _flush_bits_s
                 (undefined) external _fopen (from libSystem)
00007ff81353f195 (__TEXT,__text) non-external _format_message
00007ff8135243bb (__TEXT,__text) non-external _forward_DCT
00007ff813524521 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff813548046 (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff81353e93c (__TEXT,__text) non-external _fullsize_downsample
00007ff81353e77c (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff8135341e9 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff81352379b (__TEXT,__text) non-external _get_byte
00007ff81351fc99 (__TEXT,__text) non-external _get_interesting_appn
00007ff81352020d (__TEXT,__text) non-external _get_sof
00007ff813524d1e (__TEXT,__text) non-external _gray_rgb_convert
00007ff81351be5a (__TEXT,__text) non-external _grayscale_convert
00007ff813524bb2 (__TEXT,__text) non-external _grayscale_convert
00007ff81353e9d0 (__TEXT,__text) non-external _h2v1_downsample
00007ff81353f7b4 (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff8135341f2 (__TEXT,__text) non-external _h2v1_upsample
00007ff81353ed86 (__TEXT,__text) non-external _h2v2_downsample
00007ff81353f563 (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff81353eab7 (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff813534250 (__TEXT,__text) non-external _h2v2_upsample
00007ff813547286 (__TEXT,__text) non-external _init_destination
00007ff81351cca9 (__TEXT,__text) non-external _init_error_limit
00007ff81354749d (__TEXT,__text) non-external _init_mem_destination
00007ff81352243f (__TEXT,__text) non-external _init_mem_source
00007ff8135222c0 (__TEXT,__text) non-external _init_source
00007ff81353ee90 (__TEXT,__text) non-external _int_downsample
00007ff8135342f5 (__TEXT,__text) non-external _int_upsample
00007ff813526084 (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff813522482 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff813520b1a (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff8135483e0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff81351b558 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff813526f1d (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff813530223 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff813536756 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff81353b413 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff813536bd8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff8135372ea (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff81353ada3 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff8135378ca (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff813538092 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff81353a3ff (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff813538859 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff813538ff8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff813539930 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff813536315 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff81353e088 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff81353c0ba (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff813536264 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff81353df6c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff813536130 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff81353dd8e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff81353bf49 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff813535e66 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff81353d626 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff81353d28e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff813535c33 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff81353ce46 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff81353bd9a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff8135359e5 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff81353c810 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff813535690 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff81353c13e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff81353b990 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff813536388 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff8135418e4 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff813545a90 (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff813541a40 (__TEXT,__text) non-external _jpeg_huff_decode
00007ff81352970b (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff81352d8c6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff813529bcf (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff81352a209 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff81352d3f6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff81352a800 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff81352af3d (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff81352ce38 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff81352b64e (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff81352bdc1 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff81352c661 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff81352fea6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff81352e384 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff81352fd4c (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff81352905e (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff81352fb32 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff81352e1eb (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff81352f74e (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff81352f369 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff813528c0e (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff81352ef28 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff81352dfd7 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff813528932 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff81352e9fe (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff813528536 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff81352e3ea (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff81352dcad (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff8135292be (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff813545661 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff813540c6c (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff813547394 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff8135223a7 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff8135491b0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff813549140 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff8135490c0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff813549010 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff813548f40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff813548e30 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff813549b30 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff8135498e0 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff8135498f0 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff813549920 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff813549960 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff8135499d0 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff813549a60 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff81353f78a (__TEXT,__text) non-external _merged_1v_upsample
00007ff81353f488 (__TEXT,__text) non-external _merged_2v_upsample
                 (undefined) external _mktemp (from libSystem)
00007ff8135468c6 (__TEXT,__text) non-external _new_color_map_1_quant
00007ff81351cc95 (__TEXT,__text) non-external _new_color_map_2_quant
00007ff81351e071 (__TEXT,__text) non-external _next_marker
00007ff8135341dc (__TEXT,__text) non-external _noop_upsample
00007ff81351c1c4 (__TEXT,__text) non-external _null_convert
00007ff8135251a3 (__TEXT,__text) non-external _null_convert
00007ff81351be54 (__TEXT,__text) non-external _null_method
00007ff81353f0e8 (__TEXT,__text) non-external _output_message
00007ff8135434ee (__TEXT,__text) non-external _output_pass_setup
00007ff81351d17b (__TEXT,__text) non-external _pass2_fs_dither
00007ff81351d4df (__TEXT,__text) non-external _pass2_no_dither
00007ff813532ac4 (__TEXT,__text) non-external _pass_startup
00007ff813532cf2 (__TEXT,__text) non-external _per_scan_setup
00007ff813534566 (__TEXT,__text) non-external _post_process_1pass
00007ff8135346c8 (__TEXT,__text) non-external _post_process_2pass
00007ff8135345ea (__TEXT,__text) non-external _post_process_prepass
00007ff813526565 (__TEXT,__text) non-external _pre_process_context
00007ff8135267a6 (__TEXT,__text) non-external _pre_process_data
00007ff813533507 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff813532908 (__TEXT,__text) non-external _prepare_for_pass
00007ff81351cd44 (__TEXT,__text) non-external _prescan_quantize
00007ff813533a86 (__TEXT,__text) non-external _process_data_context_main
00007ff813533e94 (__TEXT,__text) non-external _process_data_crank_post
00007ff813526211 (__TEXT,__text) non-external _process_data_simple_main
00007ff813533e15 (__TEXT,__text) non-external _process_data_simple_main
00007ff81352350f (__TEXT,__text) non-external _process_restart
00007ff813541857 (__TEXT,__text) non-external _process_restart
00007ff813546b89 (__TEXT,__text) non-external _quantize3_ord_dither
00007ff813546d9b (__TEXT,__text) non-external _quantize_fs_dither
00007ff813546ca7 (__TEXT,__text) non-external _quantize_ord_dither
00007ff81352212c (__TEXT,__text) non-external _read_backing_store
00007ff81351e2a5 (__TEXT,__text) non-external _read_markers
00007ff81351fb34 (__TEXT,__text) non-external _read_restart_marker
00007ff813547b68 (__TEXT,__text) non-external _realize_virt_arrays
00007ff813547ad5 (__TEXT,__text) non-external _request_virt_barray
00007ff813547a42 (__TEXT,__text) non-external _request_virt_sarray
00007ff81353f26c (__TEXT,__text) non-external _reset_error_mgr
00007ff813527ca2 (__TEXT,__text) non-external _reset_input_controller
00007ff81351e275 (__TEXT,__text) non-external _reset_marker_reader
00007ff813524c6d (__TEXT,__text) non-external _rgb1_gray_convert
00007ff813524fcd (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff81351bfe6 (__TEXT,__text) non-external _rgb_convert
00007ff813524f5c (__TEXT,__text) non-external _rgb_convert
00007ff81351bf69 (__TEXT,__text) non-external _rgb_gray_convert
00007ff813524bd0 (__TEXT,__text) non-external _rgb_gray_convert
00007ff81351c054 (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff81351c0d8 (__TEXT,__text) non-external _rgb_ycc_convert
00007ff81351bea8 (__TEXT,__text) non-external _rgb_ycc_start
00007ff81351ff04 (__TEXT,__text) non-external _save_marker
00007ff813549dd0 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff813532b60 (__TEXT,__text) non-external _select_scan_parameters
00007ff81354818b (__TEXT,__text) non-external _self_destruct
00007ff81353e6e4 (__TEXT,__text) non-external _sep_downsample
00007ff8135340a9 (__TEXT,__text) non-external _sep_upsample
00007ff813522357 (__TEXT,__text) non-external _skip_input_data
00007ff81351fbc4 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
00007ff813525420 (__TEXT,__text) non-external _start_iMCU_row
00007ff813525420 (__TEXT,__text) non-external _start_iMCU_row
00007ff8135315ef (__TEXT,__text) non-external _start_iMCU_row
00007ff813527ce9 (__TEXT,__text) non-external _start_input_pass
00007ff813530e29 (__TEXT,__text) non-external _start_input_pass
00007ff813530e3d (__TEXT,__text) non-external _start_output_pass
00007ff81351c42a (__TEXT,__text) non-external _start_pass
00007ff813520bca (__TEXT,__text) non-external _start_pass
00007ff8135225ea (__TEXT,__text) non-external _start_pass
00007ff813548820 (__TEXT,__const) non-external _start_pass.aanscalefactor
00007ff8135487a0 (__TEXT,__const) non-external _start_pass.aanscales
00007ff8135466c0 (__TEXT,__text) non-external _start_pass_1_quant
00007ff81351cb4b (__TEXT,__text) non-external _start_pass_2_quant
00007ff813525368 (__TEXT,__text) non-external _start_pass_coef
00007ff813542279 (__TEXT,__text) non-external _start_pass_coef
00007ff813524bac (__TEXT,__text) non-external _start_pass_dcolor
00007ff81353e6de (__TEXT,__text) non-external _start_pass_downsample
00007ff8135344b3 (__TEXT,__text) non-external _start_pass_dpost
00007ff813523d40 (__TEXT,__text) non-external _start_pass_fdctmgr
00007ff813548c20 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
