                 (undefined) external _CFArrayAppendValue (from CoreFoundation)
                 (undefined) external _CFArrayCreateMutable (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetBytes (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFURLCreateWithBytes (from CoreFoundation)
00007ff80e271f55 (__TEXT,__text) external _CMCloneProfileRef
00007ff80e271651 (__TEXT,__text) external _CMGetDeviceTrackingByUse
00007ff842709260 (__DATA,__bss) non-external _CMGetDeviceTrackingByUse.func
00007ff80e2715f7 (__TEXT,__text) external _CMGetGammaByAVID
00007ff842709258 (__DATA,__bss) non-external _CMGetGammaByAVID.func
00007ff80e27152e (__TEXT,__text) external _CMGetIndNamedColorValue
00007ff842709250 (__DATA,__bss) non-external _CMGetIndNamedColorValue.func
00007ff80e271465 (__TEXT,__text) external _CMGetIndProfileElement
00007ff842709248 (__DATA,__bss) non-external _CMGetIndProfileElement.func
00007ff80e271390 (__TEXT,__text) external _CMGetIndProfileElementInfo
00007ff842709240 (__DATA,__bss) non-external _CMGetIndProfileElementInfo.func
00007ff80e2712d9 (__TEXT,__text) external _CMGetNamedColorIndex
00007ff842709238 (__DATA,__bss) non-external _CMGetNamedColorIndex.func
00007ff80e2711f2 (__TEXT,__text) external _CMGetNamedColorInfo
00007ff842709230 (__DATA,__bss) non-external _CMGetNamedColorInfo.func
00007ff80e27113b (__TEXT,__text) external _CMGetNamedColorName
00007ff842709228 (__DATA,__bss) non-external _CMGetNamedColorName.func
00007ff80e27106f (__TEXT,__text) external _CMGetNamedColorValue
00007ff842709220 (__DATA,__bss) non-external _CMGetNamedColorValue.func
00007ff80e270f2a (__TEXT,__text) external _CMGetPS2ColorRendering
00007ff842709218 (__DATA,__bss) non-external _CMGetPS2ColorRendering.func
00007ff80e270e55 (__TEXT,__text) external _CMGetPS2ColorRenderingIntent
00007ff842709210 (__DATA,__bss) non-external _CMGetPS2ColorRenderingIntent.func
00007ff80e270d1e (__TEXT,__text) external _CMGetPS2ColorRenderingVMSize
00007ff842709208 (__DATA,__bss) non-external _CMGetPS2ColorRenderingVMSize.func
00007ff80e270c49 (__TEXT,__text) external _CMGetPS2ColorSpace
00007ff842709200 (__DATA,__bss) non-external _CMGetPS2ColorSpace.func
00007ff80e270b7a (__TEXT,__text) external _CMGetPartialProfileElement
00007ff8427091f8 (__DATA,__bss) non-external _CMGetPartialProfileElement.func
00007ff80e270b35 (__TEXT,__text) external _CMGetProfileByAVID
00007ff8427091f0 (__DATA,__bss) non-external _CMGetProfileByAVID.func
00007ff80e270a4e (__TEXT,__text) external _CMGetProfileDescriptions
00007ff8427091e8 (__DATA,__bss) non-external _CMGetProfileDescriptions.func
00007ff80e270985 (__TEXT,__text) external _CMGetProfileElement
00007ff8427091e0 (__DATA,__bss) non-external _CMGetProfileElement.func
00007ff80e270896 (__TEXT,__text) external _CMGetProfileGamma
00007ff8427091d8 (__DATA,__bss) non-external _CMGetProfileGamma.func
00007ff80e2707e4 (__TEXT,__text) external _CMGetProfileHeader
00007ff8427091d0 (__DATA,__bss) non-external _CMGetProfileHeader.func
00007ff80e27079d (__TEXT,__text) external _CMGetProfileLocation
00007ff8427091c8 (__DATA,__bss) non-external _CMGetProfileLocation.func
00007ff80e2706eb (__TEXT,__text) external _CMGetProfileMD5
00007ff8427091c0 (__DATA,__bss) non-external _CMGetProfileMD5.func
00007ff80e270639 (__TEXT,__text) external _CMGetProfileRefCount
00007ff8427091b8 (__DATA,__bss) non-external _CMGetProfileRefCount.func
00007ff80e27055c (__TEXT,__text) external _CMGetProfileTransformInfo
00007ff8427091b0 (__DATA,__bss) non-external _CMGetProfileTransformInfo.func
00007ff80e270518 (__TEXT,__text) external _CMGetSystemProfile
00007ff8427091a8 (__DATA,__bss) non-external _CMGetSystemProfile.func
00007ff80e2704d4 (__TEXT,__text) external _CMGetSystemProfileAVID
00007ff8427091a0 (__DATA,__bss) non-external _CMGetSystemProfileAVID.func
00007ff80e27048d (__TEXT,__text) external _CMGetSystemProfilePriv
00007ff842709198 (__DATA,__bss) non-external _CMGetSystemProfilePriv.func
00007ff80e270431 (__TEXT,__text) external _CMIterateCMMInfo
00007ff842709190 (__DATA,__bss) non-external _CMIterateCMMInfo.func
00007ff80e2703d2 (__TEXT,__text) external _CMIterateColorDevices
00007ff842709188 (__DATA,__bss) non-external _CMIterateColorDevices.func
00007ff80e270373 (__TEXT,__text) external _CMIterateColorSyncFolder
00007ff842709180 (__DATA,__bss) non-external _CMIterateColorSyncFolder.func
00007ff80e2702ff (__TEXT,__text) external _CMIterateDeviceProfiles
00007ff842709178 (__DATA,__bss) non-external _CMIterateDeviceProfiles.func
00007ff80e2702f4 (__TEXT,__text) external _CMLaunchControlPanel
00007ff80e2702ad (__TEXT,__text) external _CMMakeProfile
00007ff842709170 (__DATA,__bss) non-external _CMMakeProfile.func
00007ff80e270251 (__TEXT,__text) external _CMMatchFloatBitmap
00007ff842709168 (__DATA,__bss) non-external _CMMatchFloatBitmap.func
00007ff80e27020a (__TEXT,__text) external _CMNewProfile
00007ff842709160 (__DATA,__bss) non-external _CMNewProfile.func
00007ff80e2701c3 (__TEXT,__text) external _CMOpenProfile
00007ff842709158 (__DATA,__bss) non-external _CMOpenProfile.func
00007ff80e272328 (__TEXT,__text) external _CMPostLegacyDeviceNotification
00007ff842709330 (__DATA,__bss) non-external _CMPostLegacyDeviceNotification.func
00007ff80e27010f (__TEXT,__text) external _CMProfileCopyICCData
00007ff842709150 (__DATA,__bss) non-external _CMProfileCopyICCData.func
00007ff80e270058 (__TEXT,__text) external _CMProfileElementExists
00007ff842709148 (__DATA,__bss) non-external _CMProfileElementExists.func
00007ff80e270011 (__TEXT,__text) external _CMProfileModified
00007ff842709140 (__DATA,__bss) non-external _CMProfileModified.func
00007ff80e2722e6 (__TEXT,__text) external _CMProfileWriteToFile
00007ff842709328 (__DATA,__bss) non-external _CMProfileWriteToFile.func
00007ff80e26ffb4 (__TEXT,__text) external _CMRegisterColorDevice
00007ff842709138 (__DATA,__bss) non-external _CMRegisterColorDevice.func
00007ff80e26ff6d (__TEXT,__text) external _CMRemoveProfileElement
00007ff842709130 (__DATA,__bss) non-external _CMRemoveProfileElement.func
00007ff80e26ff28 (__TEXT,__text) external _CMSetDefaultDevice
00007ff842709128 (__DATA,__bss) non-external _CMSetDefaultDevice.func
00007ff80e26fece (__TEXT,__text) external _CMSetDeviceDefaultProfileID
00007ff842709120 (__DATA,__bss) non-external _CMSetDeviceDefaultProfileID.func
00007ff80e26fe71 (__TEXT,__text) external _CMSetDeviceFactoryProfiles
00007ff842709118 (__DATA,__bss) non-external _CMSetDeviceFactoryProfiles.func
00007ff80e26fdff (__TEXT,__text) external _CMSetDeviceProfile
00007ff842709110 (__DATA,__bss) non-external _CMSetDeviceProfile.func
00007ff80e26fda5 (__TEXT,__text) external _CMSetDeviceState
00007ff842709108 (__DATA,__bss) non-external _CMSetDeviceState.func
00007ff80e26fd4b (__TEXT,__text) external _CMSetDeviceTrackingByUse
00007ff842709100 (__DATA,__bss) non-external _CMSetDeviceTrackingByUse.func
00007ff80e26fd06 (__TEXT,__text) external _CMSetGammaByAVID
00007ff8427090f8 (__DATA,__bss) non-external _CMSetGammaByAVID.func
00007ff80e26fc92 (__TEXT,__text) external _CMSetPartialProfileElement
00007ff8427090f0 (__DATA,__bss) non-external _CMSetPartialProfileElement.func
00007ff80e26fc4d (__TEXT,__text) external _CMSetProfileByAVID
00007ff8427090e8 (__DATA,__bss) non-external _CMSetProfileByAVID.func
00007ff80e26fbd0 (__TEXT,__text) external _CMSetProfileDescriptions
00007ff8427090e0 (__DATA,__bss) non-external _CMSetProfileDescriptions.func
00007ff80e26fb71 (__TEXT,__text) external _CMSetProfileElement
00007ff8427090d8 (__DATA,__bss) non-external _CMSetProfileElement.func
00007ff80e26fb15 (__TEXT,__text) external _CMSetProfileElementReference
00007ff8427090d0 (__DATA,__bss) non-external _CMSetProfileElementReference.func
00007ff80e26fab9 (__TEXT,__text) external _CMSetProfileElementSize
00007ff8427090c8 (__DATA,__bss) non-external _CMSetProfileElementSize.func
00007ff80e26fa72 (__TEXT,__text) external _CMSetProfileHeader
00007ff8427090c0 (__DATA,__bss) non-external _CMSetProfileHeader.func
00007ff80e26fa16 (__TEXT,__text) external _CMSetProfileLocalizedStringDictionary
00007ff8427090b8 (__DATA,__bss) non-external _CMSetProfileLocalizedStringDictionary.func
00007ff80e26f9d2 (__TEXT,__text) external _CMSetSystemProfile
00007ff8427090b0 (__DATA,__bss) non-external _CMSetSystemProfile.func
00007ff80e2722a4 (__TEXT,__text) external _CMSetSystemProfileAVID
00007ff842709320 (__DATA,__bss) non-external _CMSetSystemProfileAVID.func
00007ff80e26f98d (__TEXT,__text) external _CMUnregisterColorDevice
00007ff8427090a8 (__DATA,__bss) non-external _CMUnregisterColorDevice.func
00007ff80e26f92d (__TEXT,__text) external _CMUpdateProfile
00007ff8427090a0 (__DATA,__bss) non-external _CMUpdateProfile.func
00007ff80e26f876 (__TEXT,__text) external _CMValidateProfile
00007ff842709098 (__DATA,__bss) non-external _CMValidateProfile.func
00007ff80e26f802 (__TEXT,__text) external _CWCheckBitmap
00007ff842709090 (__DATA,__bss) non-external _CWCheckBitmap.func
00007ff80e26f7a3 (__TEXT,__text) external _CWCheckColors
00007ff842709088 (__DATA,__bss) non-external _CWCheckColors.func
00007ff80e26ef1b (__TEXT,__text) external _CWColorWorldGetProperty
00007ff842709020 (__DATA,__bss) non-external _CWColorWorldGetProperty.func
00007ff80e26eec4 (__TEXT,__text) external _CWColorWorldSetProperty
00007ff842709018 (__DATA,__bss) non-external _CWColorWorldSetProperty.func
00007ff80e26f663 (__TEXT,__text) external _CWConcatColorWorld
00007ff842709080 (__DATA,__bss) non-external _CWConcatColorWorld.func
00007ff80e26f624 (__TEXT,__text) external _CWDisposeColorWorld
00007ff842709078 (__DATA,__bss) non-external _CWDisposeColorWorld.func
00007ff80e26f5b0 (__TEXT,__text) external _CWFillLookupTexture
00007ff842709070 (__DATA,__bss) non-external _CWFillLookupTexture.func
00007ff80e26f56f (__TEXT,__text) external _CWGetCMMSignature
00007ff842709068 (__DATA,__bss) non-external _CWGetCMMSignature.func
00007ff80e26f4fb (__TEXT,__text) external _CWMatchBitmap
00007ff842709060 (__DATA,__bss) non-external _CWMatchBitmap.func
00007ff80e26f49f (__TEXT,__text) external _CWMatchColors
00007ff842709058 (__DATA,__bss) non-external _CWMatchColors.func
00007ff80e26f358 (__TEXT,__text) external _CWNewLinkProfile
00007ff842709050 (__DATA,__bss) non-external _CWNewLinkProfile.func
00007ff80e2724b8 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionNumber
00007ff80e272480 (__TEXT,__const) non-external (was a private external) _ColorSyncLegacyVersionString
00007ff80e26ea14 (__TEXT,__text) non-external (was a private external) _ColorSyncLoadLegacyFunction
00007ff842709000 (__DATA,__bss) non-external _ColorSyncLoadLegacyFunction.handle
00007ff842708fb0 (__DATA,__data) non-external _ColorSyncLoadLegacyFunction.mtx
                 (undefined) external _ColorSyncProfileGetTypeID (from ColorSync)
00007ff80e26f010 (__TEXT,__text) external _CreateCMProfileFromColorSyncProfile
00007ff842709340 (__DATA,__bss) non-external _CreateCMProfileFromColorSyncProfile.func
00007ff80e27237f (__TEXT,__text) external _CreateColorSyncProfileFromCMProfile
00007ff842709338 (__DATA,__bss) non-external _CreateColorSyncProfileFromCMProfile.func
00007ff80e26f1d8 (__TEXT,__text) external _DisposeCMBitmapCallBackUPP
00007ff80e26f352 (__TEXT,__text) external _DisposeCMConcatCallBackUPP
00007ff80e26f34c (__TEXT,__text) external _DisposeCMFlattenUPP
00007ff80e26f346 (__TEXT,__text) external _DisposeCMMIterateUPP
00007ff80e26f340 (__TEXT,__text) external _DisposeCMProfileAccessUPP
00007ff80e26f33a (__TEXT,__text) external _DisposeCMProfileIterateUPP
00007ff80e26f333 (__TEXT,__text) external _InvokeCMBitmapCallBackUPP
00007ff80e26f32c (__TEXT,__text) external _InvokeCMConcatCallBackUPP
00007ff80e26f324 (__TEXT,__text) external _InvokeCMFlattenUPP
00007ff80e26f31d (__TEXT,__text) external _InvokeCMMIterateUPP
00007ff80e26f315 (__TEXT,__text) external _InvokeCMProfileAccessUPP
00007ff80e26f30e (__TEXT,__text) external _InvokeCMProfileIterateUPP
00007ff80e2720f5 (__TEXT,__text) external _NCMGetProfileLocation
00007ff842709310 (__DATA,__bss) non-external _NCMGetProfileLocation.func
00007ff80e272151 (__TEXT,__text) external _NCWConcatColorWorld
00007ff842709318 (__DATA,__bss) non-external _NCWConcatColorWorld.func
00007ff80e26f1de (__TEXT,__text) external _NCWNewColorWorld
00007ff842709048 (__DATA,__bss) non-external _NCWNewColorWorld.func
00007ff80e271f99 (__TEXT,__text) external _NCWNewLinkProfile
00007ff842709308 (__DATA,__bss) non-external _NCWNewLinkProfile.func
00007ff80e26f1cf (__TEXT,__text) external _NewCMBitmapCallBackUPP
00007ff80e26f1c6 (__TEXT,__text) external _NewCMConcatCallBackUPP
00007ff80e26f1bd (__TEXT,__text) external _NewCMFlattenUPP
00007ff80e26f1b4 (__TEXT,__text) external _NewCMMIterateUPP
00007ff80e26f1ab (__TEXT,__text) external _NewCMProfileAccessUPP
00007ff80e26f1a2 (__TEXT,__text) external _NewCMProfileIterateUPP
                 (undefined) external __CFBundleCopyInfoDictionaryInResourceFork (from CoreFoundation)
                 (undefined) external __CFBundleGetMainBundleIfLooksLikeBundle (from CoreFoundation)
                 (undefined) external __CFProcessPath (from CoreFoundation)
00007ff80e26f144 (__TEXT,__text) external __CMGetProfileOfSuite
00007ff842709040 (__DATA,__bss) non-external __CMGetProfileOfSuite.func
00007ff80e26f102 (__TEXT,__text) external __CMLoadProfileLutsByAVID
00007ff842709038 (__DATA,__bss) non-external __CMLoadProfileLutsByAVID.func
00007ff80e26f051 (__TEXT,__text) external __CMProfileGetProperty
00007ff842709030 (__DATA,__bss) non-external __CMProfileGetProperty.func
00007ff80e26ef5f (__TEXT,__text) external __CMProfileSetProperty
00007ff842709028 (__DATA,__bss) non-external __CMProfileSetProperty.func
00007ff80e26ee80 (__TEXT,__text) external __CWColorWorldGetProperty
00007ff842709010 (__DATA,__bss) non-external __CWColorWorldGetProperty.func
00007ff80e26ee29 (__TEXT,__text) external __CWColorWorldSetProperty
00007ff842709008 (__DATA,__bss) non-external __CWColorWorldSetProperty.func
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _fclose (from libSystem)
00007ff842709350 (__DATA,__bss) non-external _fetchApplicationName.aName
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBundleIdentifierKey (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
00007ff80e2724c0 (__TEXT,__const) external _kCMIlluminantD50
00007ff80e2724cc (__TEXT,__const) external _kCMIlluminantD65
                 (undefined) external _localtime (from libSystem)
00007ff80e26eb18 (__TEXT,__text) non-external _logLegacyCall
00007ff842708ff0 (__DATA,__data) non-external _logLegacyCall.logExists
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _time (from libSystem)
                 (undefined) external _vsnprintf_l (from libSystem)
