00007ffb083b65c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb083b1053 (__TEXT,__text) external _glBindVertexArray
00007ffb083b6166 (__TEXT,__text) external _glBindVertexArrayAPPLE
00007ffb083ac4ee (__TEXT,__text) external _glBitmap
00007ffb083aec6b (__TEXT,__text) external _glBlendColor
00007ffb083b52ee (__TEXT,__text) external _glBlendColorEXT
00007ffb083aec85 (__TEXT,__text) external _glBlendEquation
00007ffb083b5308 (__TEXT,__text) external _glBlendEquationEXT
00007ffb083b0c3c (__TEXT,__text) external _glBlendEquationSeparate
00007ffb083b6439 (__TEXT,__text) external _glBlendEquationSeparateATI
00007ffb083b5324 (__TEXT,__text) external _glBlendEquationSeparateEXT
00007ffb083b260a (__TEXT,__text) external _glBlendEquationSeparatei
00007ffb083b4c90 (__TEXT,__text) external _glBlendEquationSeparateiARB
00007ffb083b25ec (__TEXT,__text) external _glBlendEquationi
00007ffb083b4c72 (__TEXT,__text) external _glBlendEquationiARB
00007ffb083ac50c (__TEXT,__text) external _glBlendFunc
00007ffb083afbc6 (__TEXT,__text) external _glBlendFuncSeparate
00007ffb083b527c (__TEXT,__text) external _glBlendFuncSeparateEXT
00007ffb083b264c (__TEXT,__text) external _glBlendFuncSeparatei
00007ffb083b4cd2 (__TEXT,__text) external _glBlendFuncSeparateiARB
00007ffb083b262b (__TEXT,__text) external _glBlendFunci
00007ffb083b4cb1 (__TEXT,__text) external _glBlendFunciARB
00007ffb083b0f6a (__TEXT,__text) external _glBlitFramebuffer
00007ffb083b557a (__TEXT,__text) external _glBlitFramebufferEXT
00007ffb083aff78 (__TEXT,__text) external _glBufferData
00007ffb083b4543 (__TEXT,__text) external _glBufferDataARB
00007ffb083b62e2 (__TEXT,__text) external _glBufferParameteriAPPLE
00007ffb083aff9e (__TEXT,__text) external _glBufferSubData
00007ffb083b4569 (__TEXT,__text) external _glBufferSubDataARB
00007ffb083ac527 (__TEXT,__text) external _glCallList
00007ffb083ac540 (__TEXT,__text) external _glCallLists
00007ffb083b0e68 (__TEXT,__text) external _glCheckFramebufferStatus
00007ffb083b5478 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00007ffb083b125e (__TEXT,__text) external _glClampColor
00007ffb083b4bd1 (__TEXT,__text) external _glClampColorARB
00007ffb083ac55e (__TEXT,__text) external _glClear
00007ffb083ac577 (__TEXT,__text) external _glClearAccum
00007ffb083b1807 (__TEXT,__text) external _glClearBufferfi
00007ffb083b17e5 (__TEXT,__text) external _glClearBufferfv
00007ffb083b17a1 (__TEXT,__text) external _glClearBufferiv
00007ffb083b17c3 (__TEXT,__text) external _glClearBufferuiv
00007ffb083ac58e (__TEXT,__text) external _glClearColor
00007ffb083b5c83 (__TEXT,__text) external _glClearColorIiEXT
00007ffb083b5ca7 (__TEXT,__text) external _glClearColorIuiEXT
00007ffb083ac5a5 (__TEXT,__text) external _glClearDepth
00007ffb083b26f1 (__TEXT,__text) external _glClearDepthf
00007ffb083ac5bc (__TEXT,__text) external _glClearIndex
00007ffb083ac5d3 (__TEXT,__text) external _glClearStencil
00007ffb083af283 (__TEXT,__text) external _glClientActiveTexture
00007ffb083b3b93 (__TEXT,__text) external _glClientActiveTextureARB
00007ffb083b1b2c (__TEXT,__text) external _glClientWaitSync
00007ffb083ac5ef (__TEXT,__text) external _glClipPlane
00007ffb083ac60e (__TEXT,__text) external _glColor3b
00007ffb083ac62e (__TEXT,__text) external _glColor3bv
00007ffb083ac64b (__TEXT,__text) external _glColor3d
00007ffb083ac665 (__TEXT,__text) external _glColor3dv
00007ffb083ac682 (__TEXT,__text) external _glColor3f
00007ffb083ac69c (__TEXT,__text) external _glColor3fv
00007ffb083ac6b9 (__TEXT,__text) external _glColor3i
00007ffb083ac6d9 (__TEXT,__text) external _glColor3iv
00007ffb083ac6f6 (__TEXT,__text) external _glColor3s
00007ffb083ac716 (__TEXT,__text) external _glColor3sv
00007ffb083ac733 (__TEXT,__text) external _glColor3ub
00007ffb083ac753 (__TEXT,__text) external _glColor3ubv
00007ffb083ac770 (__TEXT,__text) external _glColor3ui
00007ffb083ac790 (__TEXT,__text) external _glColor3uiv
00007ffb083ac7ad (__TEXT,__text) external _glColor3us
00007ffb083ac7cd (__TEXT,__text) external _glColor3usv
00007ffb083ac7ea (__TEXT,__text) external _glColor4b
00007ffb083ac80d (__TEXT,__text) external _glColor4bv
00007ffb083ac82a (__TEXT,__text) external _glColor4d
00007ffb083ac844 (__TEXT,__text) external _glColor4dv
00007ffb083ac861 (__TEXT,__text) external _glColor4f
00007ffb083ac87b (__TEXT,__text) external _glColor4fv
00007ffb083ac898 (__TEXT,__text) external _glColor4i
00007ffb083ac8bb (__TEXT,__text) external _glColor4iv
00007ffb083ac8d8 (__TEXT,__text) external _glColor4s
00007ffb083ac8fb (__TEXT,__text) external _glColor4sv
00007ffb083ac918 (__TEXT,__text) external _glColor4ub
00007ffb083ac93b (__TEXT,__text) external _glColor4ubv
00007ffb083ac958 (__TEXT,__text) external _glColor4ui
00007ffb083ac97b (__TEXT,__text) external _glColor4uiv
00007ffb083ac998 (__TEXT,__text) external _glColor4us
00007ffb083ac9bb (__TEXT,__text) external _glColor4usv
00007ffb083ac9d8 (__TEXT,__text) external _glColorMask
00007ffb083b5d53 (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffb083b10c9 (__TEXT,__text) external _glColorMaski
00007ffb083ac9fb (__TEXT,__text) external _glColorMaterial
00007ffb083aca19 (__TEXT,__text) external _glColorPointer
00007ffb083aeeba (__TEXT,__text) external _glColorSubTable
00007ffb083b4f16 (__TEXT,__text) external _glColorSubTableEXT
00007ffb083aedb3 (__TEXT,__text) external _glColorTable
00007ffb083b4ee2 (__TEXT,__text) external _glColorTableEXT
00007ffb083aede7 (__TEXT,__text) external _glColorTableParameterfv
00007ffb083aee09 (__TEXT,__text) external _glColorTableParameteriv
00007ffb083b6558 (__TEXT,__text) external _glCombinerInputNV
00007ffb083b655e (__TEXT,__text) external _glCombinerOutputNV
00007ffb083b6546 (__TEXT,__text) external _glCombinerParameterfNV
00007ffb083b6540 (__TEXT,__text) external _glCombinerParameterfvNV
00007ffb083b6552 (__TEXT,__text) external _glCombinerParameteriNV
00007ffb083b654c (__TEXT,__text) external _glCombinerParameterivNV
00007ffb083b658e (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffb083b065d (__TEXT,__text) external _glCompileShader
00007ffb083b46ce (__TEXT,__text) external _glCompileShaderARB
00007ffb083b4d40 (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffb083af78b (__TEXT,__text) external _glCompressedTexImage1D
00007ffb083b409b (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffb083af751 (__TEXT,__text) external _glCompressedTexImage2D
00007ffb083b4061 (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffb083af713 (__TEXT,__text) external _glCompressedTexImage3D
00007ffb083b4023 (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffb083af84a (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffb083b415a (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffb083af80c (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffb083b411c (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffb083af7bb (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffb083b40cb (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffb083aef15 (__TEXT,__text) external _glConvolutionFilter1D
00007ffb083aef49 (__TEXT,__text) external _glConvolutionFilter2D
00007ffb083aef79 (__TEXT,__text) external _glConvolutionParameterf
00007ffb083aef97 (__TEXT,__text) external _glConvolutionParameterfv
00007ffb083aefb9 (__TEXT,__text) external _glConvolutionParameteri
00007ffb083aefda (__TEXT,__text) external _glConvolutionParameteriv
00007ffb083b1846 (__TEXT,__text) external _glCopyBufferSubData
00007ffb083aeeee (__TEXT,__text) external _glCopyColorSubTable
00007ffb083aee2b (__TEXT,__text) external _glCopyColorTable
00007ffb083aeffc (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffb083af023 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffb083aca3c (__TEXT,__text) external _glCopyPixels
00007ffb083aca62 (__TEXT,__text) external _glCopyTexImage1D
00007ffb083aca95 (__TEXT,__text) external _glCopyTexImage2D
00007ffb083acad4 (__TEXT,__text) external _glCopyTexSubImage1D
00007ffb083acb08 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffb083aed70 (__TEXT,__text) external _glCopyTexSubImage3D
00007ffb083b067c (__TEXT,__text) external _glCreateProgram
00007ffb083b46eb (__TEXT,__text) external _glCreateProgramObjectARB
00007ffb083b0619 (__TEXT,__text) external _glCreateShader
00007ffb083b468c (__TEXT,__text) external _glCreateShaderObjectARB
00007ffb083b27b8 (__TEXT,__text) external _glCreateShaderProgramv
00007ffb083acb47 (__TEXT,__text) external _glCullFace
00007ffb083aff1e (__TEXT,__text) external _glDeleteBuffers
00007ffb083b44e9 (__TEXT,__text) external _glDeleteBuffersARB
00007ffb083b603f (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffb083b0e2a (__TEXT,__text) external _glDeleteFramebuffers
00007ffb083b543a (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffb083acb63 (__TEXT,__text) external _glDeleteLists
00007ffb083b4d21 (__TEXT,__text) external _glDeleteNamedStringARB
00007ffb083b4633 (__TEXT,__text) external _glDeleteObjectARB
00007ffb083b06f6 (__TEXT,__text) external _glDeleteProgram
00007ffb083b27f6 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffb083b327b (__TEXT,__text) external _glDeleteProgramsARB
00007ffb083afe25 (__TEXT,__text) external _glDeleteQueries
00007ffb083b43f0 (__TEXT,__text) external _glDeleteQueriesARB
00007ffb083b0d6c (__TEXT,__text) external _glDeleteRenderbuffers
00007ffb083b537c (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffb083b1d2b (__TEXT,__text) external _glDeleteSamplers
00007ffb083b05d5 (__TEXT,__text) external _glDeleteShader
00007ffb083b1b0f (__TEXT,__text) external _glDeleteSync
00007ffb083acb81 (__TEXT,__text) external _glDeleteTextures
00007ffb083b24a8 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffb083b106f (__TEXT,__text) external _glDeleteVertexArrays
00007ffb083b6182 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffb083b4ec8 (__TEXT,__text) external _glDepthBoundsEXT
00007ffb083acba0 (__TEXT,__text) external _glDepthFunc
00007ffb083acbbc (__TEXT,__text) external _glDepthMask
00007ffb083acbd8 (__TEXT,__text) external _glDepthRange
00007ffb083b31db (__TEXT,__text) external _glDepthRangeArrayv
00007ffb083b31fd (__TEXT,__text) external _glDepthRangeIndexed
00007ffb083b26d7 (__TEXT,__text) external _glDepthRangef
00007ffb083b466c (__TEXT,__text) external _glDetachObjectARB
00007ffb083b05f4 (__TEXT,__text) external _glDetachShader
00007ffb083acbf2 (__TEXT,__text) external _glDisable
00007ffb083acc0e (__TEXT,__text) external _glDisableClientState
00007ffb083b5d98 (__TEXT,__text) external _glDisableIndexedEXT
00007ffb083b5ef2 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffb083b0531 (__TEXT,__text) external _glDisableVertexAttribArray
00007ffb083b377f (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffb083b1152 (__TEXT,__text) external _glDisablei
00007ffb083acc2a (__TEXT,__text) external _glDrawArrays
00007ffb083b2073 (__TEXT,__text) external _glDrawArraysIndirect
00007ffb083b196d (__TEXT,__text) external _glDrawArraysInstanced
00007ffb083b4c0d (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffb083acc4b (__TEXT,__text) external _glDrawBuffer
00007ffb083b0068 (__TEXT,__text) external _glDrawBuffers
00007ffb083b4bb2 (__TEXT,__text) external _glDrawBuffersARB
00007ffb083b61fb (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffb083acc67 (__TEXT,__text) external _glDrawElements
00007ffb083b19f5 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffb083b2092 (__TEXT,__text) external _glDrawElementsIndirect
00007ffb083b1991 (__TEXT,__text) external _glDrawElementsInstanced
00007ffb083b4c31 (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffb083b1a4f (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffb083acc8b (__TEXT,__text) external _glDrawPixels
00007ffb083b621c (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffb083aeca1 (__TEXT,__text) external _glDrawRangeElements
00007ffb083b1a1c (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffb083b5248 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffb083b2530 (__TEXT,__text) external _glDrawTransformFeedback
00007ffb083b254e (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffb083accb2 (__TEXT,__text) external _glEdgeFlag
00007ffb083accce (__TEXT,__text) external _glEdgeFlagPointer
00007ffb083acced (__TEXT,__text) external _glEdgeFlagv
00007ffb083b61dc (__TEXT,__text) external _glElementPointerAPPLE
00007ffb083acd0a (__TEXT,__text) external _glEnable
00007ffb083acd26 (__TEXT,__text) external _glEnableClientState
00007ffb083b5d7a (__TEXT,__text) external _glEnableIndexedEXT
00007ffb083b5ed4 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffb083b0515 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffb083b3763 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffb083b1134 (__TEXT,__text) external _glEnablei
00007ffb083acd42 (__TEXT,__text) external _glEnd
00007ffb083b129a (__TEXT,__text) external _glEndConditionalRender
00007ffb083b64d5 (__TEXT,__text) external _glEndConditionalRenderNV
00007ffb083acd59 (__TEXT,__text) external _glEndList
00007ffb083afe7e (__TEXT,__text) external _glEndQuery
00007ffb083b4449 (__TEXT,__text) external _glEndQueryARB
00007ffb083b2590 (__TEXT,__text) external _glEndQueryIndexed
00007ffb083b11aa (__TEXT,__text) external _glEndTransformFeedback
00007ffb083b570e (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffb083acd70 (__TEXT,__text) external _glEvalCoord1d
00007ffb083acd8a (__TEXT,__text) external _glEvalCoord1dv
00007ffb083acda7 (__TEXT,__text) external _glEvalCoord1f
00007ffb083acdc1 (__TEXT,__text) external _glEvalCoord1fv
00007ffb083acdde (__TEXT,__text) external _glEvalCoord2d
00007ffb083acdf8 (__TEXT,__text) external _glEvalCoord2dv
00007ffb083ace15 (__TEXT,__text) external _glEvalCoord2f
00007ffb083ace2f (__TEXT,__text) external _glEvalCoord2fv
00007ffb083ace4c (__TEXT,__text) external _glEvalMesh1
00007ffb083ace6d (__TEXT,__text) external _glEvalMesh2
00007ffb083ace94 (__TEXT,__text) external _glEvalPoint1
00007ffb083aceb0 (__TEXT,__text) external _glEvalPoint2
00007ffb083acece (__TEXT,__text) external _glFeedbackBuffer
00007ffb083b1ad4 (__TEXT,__text) external _glFenceSync
00007ffb083b6564 (__TEXT,__text) external _glFinalCombinerInputNV
00007ffb083acef0 (__TEXT,__text) external _glFinish
00007ffb083b60b2 (__TEXT,__text) external _glFinishFenceAPPLE
00007ffb083b60ec (__TEXT,__text) external _glFinishObjectAPPLE
00007ffb083b62b4 (__TEXT,__text) external _glFinishRenderAPPLE
00007ffb083acf07 (__TEXT,__text) external _glFlush
00007ffb083b1030 (__TEXT,__text) external _glFlushMappedBufferRange
00007ffb083b6303 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffb083b629d (__TEXT,__text) external _glFlushRenderAPPLE
00007ffb083b6129 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffb083af926 (__TEXT,__text) external _glFogCoordPointer
00007ffb083b5226 (__TEXT,__text) external _glFogCoordPointerEXT
00007ffb083af8ef (__TEXT,__text) external _glFogCoordd
00007ffb083b51ef (__TEXT,__text) external _glFogCoorddEXT
00007ffb083af909 (__TEXT,__text) external _glFogCoorddv
00007ffb083b5209 (__TEXT,__text) external _glFogCoorddvEXT
00007ffb083af8b8 (__TEXT,__text) external _glFogCoordf
00007ffb083b51b8 (__TEXT,__text) external _glFogCoordfEXT
00007ffb083af8d2 (__TEXT,__text) external _glFogCoordfv
00007ffb083b51d2 (__TEXT,__text) external _glFogCoordfvEXT
00007ffb083acf1e (__TEXT,__text) external _glFogf
00007ffb083acf3a (__TEXT,__text) external _glFogfv
00007ffb083acf59 (__TEXT,__text) external _glFogi
00007ffb083acf77 (__TEXT,__text) external _glFogiv
00007ffb083b0f06 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffb083b5516 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffb083b1ca5 (__TEXT,__text) external _glFramebufferTexture
00007ffb083b0e84 (__TEXT,__text) external _glFramebufferTexture1D
00007ffb083b5494 (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffb083b0eab (__TEXT,__text) external _glFramebufferTexture2D
00007ffb083b54bb (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffb083b0ed2 (__TEXT,__text) external _glFramebufferTexture3D
00007ffb083b54e2 (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffb083b5614 (__TEXT,__text) external _glFramebufferTextureEXT
00007ffb083b565f (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffb083b0fe3 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffb083b5638 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffb083acf96 (__TEXT,__text) external _glFrontFace
00007ffb083acfb2 (__TEXT,__text) external _glFrustum
00007ffb083aff3d (__TEXT,__text) external _glGenBuffers
00007ffb083b4508 (__TEXT,__text) external _glGenBuffersARB
00007ffb083b6020 (__TEXT,__text) external _glGenFencesAPPLE
00007ffb083b0e49 (__TEXT,__text) external _glGenFramebuffers
00007ffb083b5459 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffb083acfcc (__TEXT,__text) external _glGenLists
00007ffb083b2815 (__TEXT,__text) external _glGenProgramPipelines
00007ffb083b329a (__TEXT,__text) external _glGenProgramsARB
00007ffb083afe06 (__TEXT,__text) external _glGenQueries
00007ffb083b43d1 (__TEXT,__text) external _glGenQueriesARB
00007ffb083b0d8b (__TEXT,__text) external _glGenRenderbuffers
00007ffb083b539b (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffb083b1d0c (__TEXT,__text) external _glGenSamplers
00007ffb083acfe8 (__TEXT,__text) external _glGenTextures
00007ffb083b24c7 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffb083b108e (__TEXT,__text) external _glGenVertexArrays
00007ffb083b61a1 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffb083b0f4e (__TEXT,__text) external _glGenerateMipmap
00007ffb083b555e (__TEXT,__text) external _glGenerateMipmapEXT
00007ffb083b0b81 (__TEXT,__text) external _glGetActiveAttrib
00007ffb083b4b61 (__TEXT,__text) external _glGetActiveAttribARB
00007ffb083b23b1 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffb083b237d (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffb083b2356 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffb083b0ab7 (__TEXT,__text) external _glGetActiveUniform
00007ffb083b4aa1 (__TEXT,__text) external _glGetActiveUniformARB
00007ffb083b1925 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffb083b1901 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffb083b18bb (__TEXT,__text) external _glGetActiveUniformName
00007ffb083b1893 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffb083b4a5b (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffb083b0a26 (__TEXT,__text) external _glGetAttachedShaders
00007ffb083b0bb4 (__TEXT,__text) external _glGetAttribLocation
00007ffb083b4b92 (__TEXT,__text) external _glGetAttribLocationARB
00007ffb083b579c (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffb083b10f0 (__TEXT,__text) external _glGetBooleani_v
00007ffb083ad007 (__TEXT,__text) external _glGetBooleanv
00007ffb083b1c83 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffb083b0024 (__TEXT,__text) external _glGetBufferParameteriv
00007ffb083b45ef (__TEXT,__text) external _glGetBufferParameterivARB
00007ffb083b0046 (__TEXT,__text) external _glGetBufferPointerv
00007ffb083b4611 (__TEXT,__text) external _glGetBufferPointervARB
00007ffb083affc4 (__TEXT,__text) external _glGetBufferSubData
00007ffb083b458f (__TEXT,__text) external _glGetBufferSubDataARB
00007ffb083ad026 (__TEXT,__text) external _glGetClipPlane
00007ffb083aee52 (__TEXT,__text) external _glGetColorTable
00007ffb083b4f4a (__TEXT,__text) external _glGetColorTableEXT
00007ffb083aee76 (__TEXT,__text) external _glGetColorTableParameterfv
00007ffb083b4f6e (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffb083aee98 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffb083b4f90 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffb083b656a (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffb083b6570 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffb083b6576 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffb083b657c (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffb083b6594 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffb083af87a (__TEXT,__text) external _glGetCompressedTexImage
00007ffb083b418a (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffb083af057 (__TEXT,__text) external _glGetConvolutionFilter
00007ffb083af07b (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffb083af09d (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffb083b323b (__TEXT,__text) external _glGetDoublei_v
00007ffb083ad045 (__TEXT,__text) external _glGetDoublev
00007ffb083ad064 (__TEXT,__text) external _glGetError
00007ffb083b6582 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffb083b6588 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffb083b3219 (__TEXT,__text) external _glGetFloati_v
00007ffb083ad07b (__TEXT,__text) external _glGetFloatv
00007ffb083b1ced (__TEXT,__text) external _glGetFragDataIndex
00007ffb083b15e8 (__TEXT,__text) external _glGetFragDataLocation
00007ffb083b5c64 (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffb083b0f2a (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffb083b553a (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffb083b4650 (__TEXT,__text) external _glGetHandleARB
00007ffb083af130 (__TEXT,__text) external _glGetHistogram
00007ffb083af157 (__TEXT,__text) external _glGetHistogramParameterfv
00007ffb083af179 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffb083b4a35 (__TEXT,__text) external _glGetInfoLogARB
00007ffb083b1c61 (__TEXT,__text) external _glGetInteger64i_v
00007ffb083b1b72 (__TEXT,__text) external _glGetInteger64v
00007ffb083b577a (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffb083b1112 (__TEXT,__text) external _glGetIntegeri_v
00007ffb083ad09a (__TEXT,__text) external _glGetIntegerv
00007ffb083b4dd1 (__TEXT,__text) external _glGetInternalformativ
00007ffb083ad0b9 (__TEXT,__text) external _glGetLightfv
00007ffb083ad0db (__TEXT,__text) external _glGetLightiv
00007ffb083ad0fd (__TEXT,__text) external _glGetMapdv
00007ffb083ad11f (__TEXT,__text) external _glGetMapfv
00007ffb083ad141 (__TEXT,__text) external _glGetMapiv
00007ffb083ad163 (__TEXT,__text) external _glGetMaterialfv
00007ffb083ad185 (__TEXT,__text) external _glGetMaterialiv
00007ffb083af19b (__TEXT,__text) external _glGetMinmax
00007ffb083af1c2 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffb083af1e4 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffb083b1c21 (__TEXT,__text) external _glGetMultisamplefv
00007ffb083b4d84 (__TEXT,__text) external _glGetNamedStringARB
00007ffb083b4dac (__TEXT,__text) external _glGetNamedStringivARB
00007ffb083b5e58 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffb083b49ef (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffb083b6368 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00007ffb083b4a12 (__TEXT,__text) external _glGetObjectParameterivARB
00007ffb083ad1a7 (__TEXT,__text) external _glGetPixelMapfv
00007ffb083ad1c6 (__TEXT,__text) external _glGetPixelMapuiv
00007ffb083ad1e5 (__TEXT,__text) external _glGetPixelMapusv
00007ffb083ad204 (__TEXT,__text) external _glGetPointerv
00007ffb083ad223 (__TEXT,__text) external _glGetPolygonStipple
00007ffb083b270b (__TEXT,__text) external _glGetProgramBinary
00007ffb083b396b (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00007ffb083b398d (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00007ffb083b0a70 (__TEXT,__text) external _glGetProgramInfoLog
