0000000195d03dc0 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
0000000195d03e64 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
0000000195d03f24 (__TEXT,__gcc_except_tab) non-external GCC_except_table13
0000000195d03c50 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
0000000195d03f40 (__TEXT,__gcc_except_tab) non-external GCC_except_table16
0000000195d03b84 (__TEXT,__gcc_except_tab) non-external GCC_except_table17
0000000195d03c08 (__TEXT,__gcc_except_tab) non-external GCC_except_table20
0000000195d03a58 (__TEXT,__gcc_except_tab) non-external GCC_except_table21
0000000195d03c18 (__TEXT,__gcc_except_tab) non-external GCC_except_table22
0000000195d03f50 (__TEXT,__gcc_except_tab) non-external GCC_except_table22
0000000195d03ae4 (__TEXT,__gcc_except_tab) non-external GCC_except_table23
0000000195d03b04 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000195d03b94 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
0000000195d03f60 (__TEXT,__gcc_except_tab) non-external GCC_except_table26
0000000195d03a68 (__TEXT,__gcc_except_tab) non-external GCC_except_table27
0000000195d03ddc (__TEXT,__gcc_except_tab) non-external GCC_except_table27
0000000195d03a48 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000195d03c28 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
0000000195d03a78 (__TEXT,__gcc_except_tab) non-external GCC_except_table30
0000000195d03c60 (__TEXT,__gcc_except_tab) non-external GCC_except_table33
0000000195d03bac (__TEXT,__gcc_except_tab) non-external GCC_except_table36
0000000195d03df0 (__TEXT,__gcc_except_tab) non-external GCC_except_table4
0000000195d03cc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table46
0000000195d03bc8 (__TEXT,__gcc_except_tab) non-external GCC_except_table47
0000000195d03bd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table48
0000000195d03be8 (__TEXT,__gcc_except_tab) non-external GCC_except_table49
0000000195d03bf8 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
0000000195d03cd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table51
0000000195d03cf4 (__TEXT,__gcc_except_tab) non-external GCC_except_table52
0000000195d03d04 (__TEXT,__gcc_except_tab) non-external GCC_except_table55
0000000195d03d20 (__TEXT,__gcc_except_tab) non-external GCC_except_table57
0000000195d03a9c (__TEXT,__gcc_except_tab) non-external GCC_except_table59
0000000195d03aac (__TEXT,__gcc_except_tab) non-external GCC_except_table60
0000000195d03b14 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
0000000195d03b24 (__TEXT,__gcc_except_tab) non-external GCC_except_table65
0000000195d03b34 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
0000000195d03b44 (__TEXT,__gcc_except_tab) non-external GCC_except_table67
0000000195d03d3c (__TEXT,__gcc_except_tab) non-external GCC_except_table67
0000000195d03b54 (__TEXT,__gcc_except_tab) non-external GCC_except_table68
0000000195d03e04 (__TEXT,__gcc_except_tab) non-external GCC_except_table7
0000000195d03b64 (__TEXT,__gcc_except_tab) non-external GCC_except_table70
0000000195d03b74 (__TEXT,__gcc_except_tab) non-external GCC_except_table71
0000000195d03d4c (__TEXT,__gcc_except_tab) non-external GCC_except_table73
0000000195d03d60 (__TEXT,__gcc_except_tab) non-external GCC_except_table76
0000000195d03abc (__TEXT,__gcc_except_tab) non-external GCC_except_table8
0000000195d03e20 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
0000000195d03d70 (__TEXT,__gcc_except_tab) non-external GCC_except_table84
0000000195d03d80 (__TEXT,__gcc_except_tab) non-external GCC_except_table85
0000000195d03d90 (__TEXT,__gcc_except_tab) non-external GCC_except_table86
0000000195d03da0 (__TEXT,__gcc_except_tab) non-external GCC_except_table87
0000000195d03db0 (__TEXT,__gcc_except_tab) non-external GCC_except_table92
                 (undefined) external _CFStringAppendCharacters (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormatAndArguments (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringFindCharacterFromSet (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetCharacterAtIndex (from CoreFoundation)
                 (undefined) external _CFStringGetCharacters (from CoreFoundation)
                 (undefined) external _CFStringGetCharactersPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CFStringLowercase (from CoreFoundation)
                 (undefined) external _CFStringTokenizerAdvanceToNextToken (from CoreFoundation)
                 (undefined) external _CFStringTokenizerCreate (from CoreFoundation)
                 (undefined) external _CFStringTokenizerGetCurrentTokenRange (from CoreFoundation)
                 (undefined) external _CFStringTokenizerSetString (from CoreFoundation)
                 (undefined) external _CFStringUppercase (from CoreFoundation)
                 (undefined) external _CFURLCopyFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCopyLastPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLCopyPathExtension (from CoreFoundation)
                 (undefined) external _CFURLCreateBookmarkData (from CoreFoundation)
                 (undefined) external _CFURLCreateCopyAppendingPathComponent (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000195cfc634 (__TEXT,__text) external _RXAdLibCreate
0000000195cf2f00 (__TEXT,__text) non-external (was a private external) _RXAutomationModeFileName
0000000195cf2eec (__TEXT,__text) non-external (was a private external) _RXAutomationModeResult
0000000195cf2ed8 (__TEXT,__text) non-external (was a private external) _RXAutomationModeSynthesis
0000000195cf2f2c (__TEXT,__text) non-external (was a private external) _RXAutomationSaveKeywordsAudio
0000000195cf2f14 (__TEXT,__text) non-external (was a private external) _RXAutomationSimulateOpenMic
0000000195cf565c (__TEXT,__text) external _RXCopyAssetFallbackLocaleIdentifier
0000000195cf552c (__TEXT,__text) external _RXCopyAssetFallbackLocales
0000000195cf582c (__TEXT,__text) external _RXCopyLocalizedStringForSpacebar
0000000195cfcdd4 (__TEXT,__text) external _RXCopyReplaceHyphensWithSpace
0000000195cf2d70 (__TEXT,__text) non-external (was a private external) _RXDebugFlagsUpdate
0000000195cf4dd0 (__TEXT,__text) external _RXEngineTypeForLocaleIdentifier
0000000195d015d4 (__TEXT,__text) non-external _RXEngineTypeForLocaleIdentifier.cold.1
0000000195d015e8 (__TEXT,__text) non-external _RXEngineTypeForLocaleIdentifier.cold.2
0000000195cf5614 (__TEXT,__text) external _RXGetAssetFallbackLocaleIdentifier
0000000195cf5400 (__TEXT,__text) external _RXGetAssetFallbackLocales
0000000195cf3f9c (__TEXT,__text) external _RXGetSupportedNashvilleLocaleIdentifiers
0000000195d015e8 (__TEXT,__text) non-external _RXGetSupportedNashvilleLocaleIdentifiers.cold.1
0000000195cf3ce0 (__TEXT,__text) external _RXGetSupportedQuasarLocaleIdentifiers
0000000195d015d4 (__TEXT,__text) non-external _RXGetSupportedQuasarLocaleIdentifiers.cold.1
0000000195cf4dcc (__TEXT,__text) external _RXGlobalSetDownloadProgressCallback
0000000195cf3040 (__TEXT,__text) non-external (was a private external) _RXIsAppleInternal
0000000195d01570 (__TEXT,__text) non-external _RXIsAppleInternal.cold.1
0000000195cf52d0 (__TEXT,__text) external _RXIsAudioDonationOptedIn
0000000195cf52bc (__TEXT,__text) external _RXIsAudioDonationSupported
0000000195cf523c (__TEXT,__text) external _RXIsKeywordSpotterEnabled
0000000195cf52f0 (__TEXT,__text) external _RXIsLocaleSupportingKeywordSpotter
0000000195cf5104 (__TEXT,__text) external _RXIsLocaleSupportingOndeviceSpeechDetection
0000000195cf4f04 (__TEXT,__text) external _RXIsLocaleWithNoSpaceInPostITN
0000000195cf5028 (__TEXT,__text) external _RXIsLocaleWithSpecialHyphenHandling
0000000195cf5250 (__TEXT,__text) external _RXIsSpeechDetectorEnabled
0000000195cf5228 (__TEXT,__text) external _RXIsSpeechSPIEnabled
0000000195cf52a8 (__TEXT,__text) external _RXIsUseIndependentVADEnabled
0000000195cf5214 (__TEXT,__text) external _RXIsVoiceActionsVisionKWSEnabled
0000000195cfc2c0 (__TEXT,__text) external _RXLanguageModelCreate
0000000195cfc380 (__TEXT,__text) external _RXLanguageModelCreateWithURL
0000000195cfc6fc (__TEXT,__text) external _RXLanguageModelWriteToURL
0000000195cfc850 (__TEXT,__text) external _RXLanguageObjectAddObject
0000000195cfcf14 (__TEXT,__text) external _RXLanguageObjectAddPhrase
0000000195cfd3e4 (__TEXT,__text) external _RXLanguageObjectAddPhraseAndAlternatives
0000000195cfcc84 (__TEXT,__text) external _RXLanguageObjectApplyBlock
0000000195cfc74c (__TEXT,__text) external _RXLanguageObjectGetCount
0000000195cfc94c (__TEXT,__text) external _RXLanguageObjectGetObjectAtIndex
0000000195cfc734 (__TEXT,__text) external _RXLanguageObjectGetType
0000000195cfc268 (__TEXT,__text) external _RXLanguageObjectGetTypeID
0000000195cfcb94 (__TEXT,__text) external _RXLanguageObjectRemoveObjectAtIndex
0000000195cfca88 (__TEXT,__text) external _RXLanguageObjectSetObjectAtIndex
0000000195cf56a0 (__TEXT,__text) external _RXLocalesSupportingSpellingMode
0000000195cf5780 (__TEXT,__text) external _RXLocalizedStringForSpacebar
0000000195cf2eac (__TEXT,__text) non-external (was a private external) _RXLogClientUpdates
0000000195cf2ebc (__TEXT,__text) non-external (was a private external) _RXLogPerformance
0000000195cf2e8c (__TEXT,__text) non-external (was a private external) _RXLogServerGrammar
0000000195cf2e7c (__TEXT,__text) non-external (was a private external) _RXLogServerResults
0000000195cf2e9c (__TEXT,__text) non-external (was a private external) _RXLogSound
0000000195cf32f8 (__TEXT,__text) non-external (was a private external) _RXOSLog
0000000195d015c0 (__TEXT,__text) non-external _RXOSLog.cold.1
0000000195cf41a4 (__TEXT,__text) external _RXObjectCopyProperty
0000000195cf4780 (__TEXT,__text) external _RXObjectCopyPropertyWithLocale
0000000195cf4918 (__TEXT,__text) external _RXObjectSetProperty
0000000195cfc4ac (__TEXT,__text) external _RXPathCreate
0000000195cf76a4 (__TEXT,__text) external _RXRecognitionSystemAddLeadingContext
0000000195cf76b4 (__TEXT,__text) external _RXRecognitionSystemAddOtherContext
0000000195cf7684 (__TEXT,__text) external _RXRecognitionSystemAddTraining
0000000195cf76f4 (__TEXT,__text) external _RXRecognitionSystemCopyPhoneticNeighborsForText
0000000195cf75f8 (__TEXT,__text) external _RXRecognitionSystemCreate
0000000195cf75c0 (__TEXT,__text) external _RXRecognitionSystemGetTypeID
0000000195cf76c4 (__TEXT,__text) external _RXRecognitionSystemReset
0000000195cf76e4 (__TEXT,__text) external _RXRecognitionSystemSaveUserProfileToFile
0000000195cf76d4 (__TEXT,__text) external _RXRecognitionSystemSetResetMode
0000000195cf7694 (__TEXT,__text) external _RXRecognitionSystemSetSecureFieldFocused
0000000195cf9604 (__TEXT,__text) external _RXRecognizerCreate
0000000195cf95cc (__TEXT,__text) external _RXRecognizerGetTypeID
0000000195cf969c (__TEXT,__text) non-external (was a private external) _RXRecognizerSetFeedbackText
0000000195cfcc94 (__TEXT,__text) external _RXReplaceHyphensWithSpace
0000000195cf2f20 (__TEXT,__text) non-external (was a private external) _RXResetTimeInSec
0000000195cf3290 (__TEXT,__text) external _RXSignpostLog
0000000195d015ac (__TEXT,__text) non-external _RXSignpostLog.cold.1
0000000195cf2ecc (__TEXT,__text) non-external (was a private external) _RXVeryVerbose
0000000195cf9a58 (__TEXT,__text) external _RXVocabularyCreateWithLocale
0000000195cf9aec (__TEXT,__text) external _RXVocabularyCreateWithURL
0000000195cf9a20 (__TEXT,__text) external _RXVocabularyGetTypeID
0000000195cfc560 (__TEXT,__text) external _RXWordCreate
                 (undefined) external __AXSAudioDonationSiriImprovementEnabled (from libAccessibility)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __Block_release (from libSystem)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFXPCCreateCFObjectFromXPCObject (from CoreFoundation)
                 (undefined) external __CFXPCCreateXPCObjectFromCFObject (from CoreFoundation)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
0000000195d001b8 (__TEXT,__text) non-external (was a private external) __Z11RDNukeCachePK10__CFString
0000000195cf2c04 (__TEXT,__text) non-external (was a private external) __Z12RXCFFinalizePKv
0000000195cffdc8 (__TEXT,__text) non-external (was a private external) __Z14RDCopyCacheURLv
0000000195cffefc (__TEXT,__text) non-external (was a private external) __Z14RDCopyInfoDictPK7__CFURL
0000000195cffd44 (__TEXT,__text) non-external (was a private external) __Z15RDCopyModelPathv
0000000195cf2d1c (__TEXT,__text) non-external (was a private external) __Z17RXCFCopyDebugDescPKv
0000000195cf3360 (__TEXT,__text) non-external (was a private external) __Z17RXPropertyKeyNamej
0000000195d00004 (__TEXT,__text) non-external (was a private external) __Z18RDCopyCacheVersionPK10__CFString
0000000195cf7fbc (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXRecognizerPKv
0000000195cf984c (__TEXT,__text) non-external (was a private external) __Z21RXCFInit_RXVocabularyPKv
0000000195cf5958 (__TEXT,__text) non-external (was a private external) __Z21RecognizerStillExistsP12RXRecognizer
0000000195cf2cf8 (__TEXT,__text) non-external (was a private external) __Z22RXCFCopyFormattingDescPKvPK14__CFDictionary
0000000195cf9b80 (__TEXT,__text) non-external (was a private external) __Z25RXCFInit_RXLanguageObjectPKv
0000000195cf808c (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXRecognizerv
0000000195cf98cc (__TEXT,__text) non-external (was a private external) __Z25RXCFRegister_RXVocabularyv
0000000195d00f30 (__TEXT,__text) non-external (was a private external) __Z26RDDoLocaleIdentifiersMatchPK10__CFStringS1_
0000000195cf5940 (__TEXT,__text) non-external (was a private external) __Z28RXCFInit_RXRecognitionSystemPKv
0000000195d00284 (__TEXT,__text) non-external (was a private external) __Z29RDCopyNashvilleModelLanguagesv
0000000195cf9c38 (__TEXT,__text) non-external (was a private external) __Z29RXCFRegister_RXLanguageObjectv
0000000195cf594c (__TEXT,__text) non-external (was a private external) __Z32RXCFRegister_RXRecognitionSystemv
0000000195d005c0 (__TEXT,__text) non-external (was a private external) __Z35RDCopyBestNashvilleLocaleIdentifierPK10__CFString
0000000195cf2bd4 (__TEXT,__text) non-external (was a private external) __Z8RXCFCopyPK13__CFAllocatorPKv
0000000195cf2cd4 (__TEXT,__text) non-external (was a private external) __Z8RXCFHashPKv
0000000195cf2cac (__TEXT,__text) non-external (was a private external) __Z9RXCFEqualPKvS0_
0000000195d00500 (__TEXT,__text) non-external __ZL11CheckLocaleNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00000001e88a4168 (__DATA_CONST,__const) non-external __ZL12sRXTypeNames
0000000195cf8f90 (__TEXT,__text) non-external __ZL13GetDaemonLMIDPvRy
00000001ec22046c (__DATA,__bss) non-external __ZL14sRXVeryVerbose
00000001ec220271 (__DATA,__data) non-external __ZL15sResetTimeInSec
00000001ec22046d (__DATA,__bss) non-external __ZL17sRXAutomationMode
0000000195cf4d48 (__TEXT,__text) non-external __ZL19RXSetLocalePropertyPK10__CFStringjPKv
0000000195cf4340 (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj
0000000195d015d4 (__TEXT,__text) non-external __ZL20RXCopyGlobalPropertyj.cold.1
0000000195cf46f8 (__TEXT,__text) non-external __ZL20RXCopyLocalePropertyPK10__CFStringj
0000000195d0010c (__TEXT,__text) non-external __ZL22RDCopyLanguageCacheURLPK10__CFString
0000000195cfff38 (__TEXT,__text) non-external __ZL25RDCopyInfoDictWithInfoURLPK7__CFURL
0000000195cf54e8 (__TEXT,__text) non-external __ZL25RXGetAllLocalesPropertiesv
0000000195cfd5f4 (__TEXT,__text) non-external __ZL27CreateCppStringFromCFStringPK10__CFStringb
00000001ec220270 (__DATA,__data) non-external __ZL28sRXAutomationSimulateOpenMic
00000001ec22046e (__DATA,__bss) non-external __ZL30sRXAutomationSaveKeywordsAudio
0000000195cfd02c (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale
0000000195d015fc (__TEXT,__text) non-external __ZL33RXLanguageObjectCharacterTokenizePK10__CFStringPK10__CFLocale.cold.1
0000000195cfd184 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale
0000000195d01624 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.1
0000000195d01638 (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.2
0000000195d015fc (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.3
0000000195d015fc (__TEXT,__text) non-external __ZL35RXLanguageObjectCFTokenizerTokenizePK10__CFStringPK10__CFLocale.cold.4
00000001ec220468 (__DATA,__bss) non-external __ZL8sRXDebug
00000001ec2204c0 (__DATA,__bss) non-external __ZL8sSystems
0000000195cf7970 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEED2Ev
0000000195cf66c4 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvvEEaSES1_
0000000195cf793c (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEED2Ev
0000000195cf66c4 (__TEXT,__text) non-external (was a private external) __ZN11RXBlockPropIU13block_pointerFvyEEaSES1_
0000000195cf898c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10InitializeEP19RXRecognitionSystemU13block_pointerFvP18__RXLanguageObjectEm
0000000195cf912c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEP16RXLanguageObject
0000000195cf8e30 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer10RecognizedEPv
0000000195cf9410 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11BrokerResetEv
0000000195cf8314 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11SetPropertyEjPKv
0000000195cf8098 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer11WillDestroyEv
0000000195cf81fc (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer12CopyPropertyEj
0000000195cf907c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13LMStillExistsEy
0000000195cf939c (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer13ReleaseResultEy
0000000195cf91e4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer15SetFeedbackTextEPK10__CFStringm
0000000195cf87b4 (__TEXT,__text) non-external (was a private external) __ZN12RXRecognizer18ClaimLanguageModelEv
