                 (undefined) external _APP_SANDBOX_READ (from libsystem_sandbox)
00007ff842119228 (__DATA,__data) external _CMFSSEAM_DEFAULT
00007ff842117f10 (__DATA,__const) non-external ___block_descriptor_tmp.313
00007ff842118260 (__DATA,__const) non-external ___block_descriptor_tmp.32
00007ff842117af0 (__DATA,__const) non-external ___block_descriptor_tmp.33
00007ff842118b70 (__DATA,__const) non-external ___block_descriptor_tmp.34
00007ff842117b20 (__DATA,__const) non-external ___block_descriptor_tmp.35
00007ff842117b50 (__DATA,__const) non-external ___block_descriptor_tmp.36
00007ff842118ba0 (__DATA,__const) non-external ___block_descriptor_tmp.36.795
00007ff842118050 (__DATA,__const) non-external ___block_descriptor_tmp.360
00007ff842118bd0 (__DATA,__const) non-external ___block_descriptor_tmp.37
00007ff842118c00 (__DATA,__const) non-external ___block_descriptor_tmp.38
00007ff842118c30 (__DATA,__const) non-external ___block_descriptor_tmp.39
00007ff842118160 (__DATA,__const) non-external ___block_descriptor_tmp.395
00007ff8421179d0 (__DATA,__const) non-external ___block_descriptor_tmp.4
00007ff842117f90 (__DATA,__const) non-external ___block_descriptor_tmp.4.325
00007ff8421183a0 (__DATA,__const) non-external ___block_descriptor_tmp.4.534
00007ff842118810 (__DATA,__const) non-external ___block_descriptor_tmp.4.739
00007ff8421181a0 (__DATA,__const) non-external ___block_descriptor_tmp.403
00007ff842118c60 (__DATA,__const) non-external ___block_descriptor_tmp.41
00007ff8421181e0 (__DATA,__const) non-external ___block_descriptor_tmp.410
00007ff842118c90 (__DATA,__const) non-external ___block_descriptor_tmp.42
00007ff842118cc0 (__DATA,__const) non-external ___block_descriptor_tmp.44
00007ff842118cf0 (__DATA,__const) non-external ___block_descriptor_tmp.47
00007ff8421182a0 (__DATA,__const) non-external ___block_descriptor_tmp.473
00007ff842118d20 (__DATA,__const) non-external ___block_descriptor_tmp.49
00007ff8421178e0 (__DATA,__const) non-external ___block_descriptor_tmp.5
00007ff842117fc0 (__DATA,__const) non-external ___block_descriptor_tmp.5.348
00007ff842118840 (__DATA,__const) non-external ___block_descriptor_tmp.5.737
00007ff842118d50 (__DATA,__const) non-external ___block_descriptor_tmp.50
00007ff8421182e0 (__DATA,__const) non-external ___block_descriptor_tmp.501
00007ff842118d80 (__DATA,__const) non-external ___block_descriptor_tmp.55
00007ff842118db0 (__DATA,__const) non-external ___block_descriptor_tmp.56
00007ff8421184b0 (__DATA,__const) non-external ___block_descriptor_tmp.568
00007ff842118de0 (__DATA,__const) non-external ___block_descriptor_tmp.57
00007ff842118e10 (__DATA,__const) non-external ___block_descriptor_tmp.58
00007ff842118570 (__DATA,__const) non-external ___block_descriptor_tmp.592
00007ff842117ff0 (__DATA,__const) non-external ___block_descriptor_tmp.6
00007ff8421185f0 (__DATA,__const) non-external ___block_descriptor_tmp.6.598
00007ff842118870 (__DATA,__const) non-external ___block_descriptor_tmp.6.748
00007ff842118e40 (__DATA,__const) non-external ___block_descriptor_tmp.62
00007ff842118e70 (__DATA,__const) non-external ___block_descriptor_tmp.63
00007ff842118ea0 (__DATA,__const) non-external ___block_descriptor_tmp.64
00007ff842117d60 (__DATA,__const) non-external ___block_descriptor_tmp.65
00007ff842118ed0 (__DATA,__const) non-external ___block_descriptor_tmp.65.813
00007ff842118f00 (__DATA,__const) non-external ___block_descriptor_tmp.66
00007ff8421186f0 (__DATA,__const) non-external ___block_descriptor_tmp.669
00007ff842118f30 (__DATA,__const) non-external ___block_descriptor_tmp.67
00007ff842118718 (__DATA,__const) non-external ___block_descriptor_tmp.691
00007ff842118020 (__DATA,__const) non-external ___block_descriptor_tmp.7
00007ff8421180f0 (__DATA,__const) non-external ___block_descriptor_tmp.7.377
00007ff8421183d0 (__DATA,__const) non-external ___block_descriptor_tmp.7.535
00007ff8421188a0 (__DATA,__const) non-external ___block_descriptor_tmp.7.762
00007ff842118748 (__DATA,__const) non-external ___block_descriptor_tmp.715
00007ff8421187e0 (__DATA,__const) non-external ___block_descriptor_tmp.735
00007ff842118f60 (__DATA,__const) non-external ___block_descriptor_tmp.79
00007ff842117e90 (__DATA,__const) non-external ___block_descriptor_tmp.8
00007ff842118400 (__DATA,__const) non-external ___block_descriptor_tmp.8.537
00007ff8421188d0 (__DATA,__const) non-external ___block_descriptor_tmp.8.764
00007ff842118f90 (__DATA,__const) non-external ___block_descriptor_tmp.81
00007ff842118fc0 (__DATA,__const) non-external ___block_descriptor_tmp.82
00007ff842118ff0 (__DATA,__const) non-external ___block_descriptor_tmp.83
00007ff842119020 (__DATA,__const) non-external ___block_descriptor_tmp.84
00007ff842119050 (__DATA,__const) non-external ___block_descriptor_tmp.88
00007ff842117df0 (__DATA,__const) non-external ___block_descriptor_tmp.9
00007ff842118620 (__DATA,__const) non-external ___block_descriptor_tmp.9.599
00007ff842118900 (__DATA,__const) non-external ___block_descriptor_tmp.9.763
00007ff842119080 (__DATA,__const) non-external ___block_descriptor_tmp.90
00007ff8421190b0 (__DATA,__const) non-external ___block_descriptor_tmp.91
00007ff8421190f0 (__DATA,__const) non-external ___block_descriptor_tmp.94
00007ff842119120 (__DATA,__const) non-external ___block_descriptor_tmp.97
00007ff842117aa0 (__DATA,__const) non-external ___block_literal_global
00007ff842117ed0 (__DATA,__const) non-external ___block_literal_global.11
00007ff8421191a0 (__DATA,__const) non-external ___block_literal_global.110
00007ff8421186a0 (__DATA,__const) non-external ___block_literal_global.14
00007ff842117e70 (__DATA,__const) non-external ___block_literal_global.296
00007ff842118240 (__DATA,__const) non-external ___block_literal_global.30
00007ff842118280 (__DATA,__const) non-external ___block_literal_global.33
00007ff8421180d0 (__DATA,__const) non-external ___block_literal_global.366
00007ff842118180 (__DATA,__const) non-external ___block_literal_global.394
00007ff8421185d0 (__DATA,__const) non-external ___block_literal_global.4
00007ff8421181c0 (__DATA,__const) non-external ___block_literal_global.402
00007ff842118200 (__DATA,__const) non-external ___block_literal_global.409
00007ff8421182c0 (__DATA,__const) non-external ___block_literal_global.472
00007ff842118590 (__DATA,__const) non-external ___block_literal_global.587
00007ff842118110 (__DATA,__const) non-external ___block_literal_global.8
00007ff8421190d0 (__DATA,__const) non-external ___block_literal_global.832
                 (undefined) external ___bzero (from libsystem_platform)
00007ff80aecef90 (__TEXT,__text) non-external ___container_acquire_sandbox_extension_block_invoke
00007ff80aec8ef5 (__TEXT,__text) non-external ___container_bundle_copy_data_container_block_invoke
00007ff80aec8496 (__TEXT,__text) non-external ___container_bundle_copy_data_container_path_block_invoke
00007ff80aeccd2c (__TEXT,__text) non-external ___container_copy_code_signing_info_for_identifier_block_invoke
00007ff80aeced6b (__TEXT,__text) non-external ___container_copy_from_path_block_invoke
00007ff80aec1564 (__TEXT,__text) non-external ___container_copy_info_block_invoke
00007ff80aecbb21 (__TEXT,__text) non-external ___container_copy_info_value_for_key_block_invoke
00007ff80aec1bd2 (__TEXT,__text) non-external ___container_copy_object_block_invoke
00007ff80aec127b (__TEXT,__text) non-external ___container_copy_path_block_invoke
00007ff80aece673 (__TEXT,__text) non-external ___container_copy_persona_unique_strings_block_invoke
00007ff80aec1a7a (__TEXT,__text) non-external ___container_copy_sandbox_token_block_invoke
00007ff80aecf28a (__TEXT,__text) non-external ___container_create_or_lookup_app_group_path_by_app_group_identifier_block_invoke
00007ff80aecfaa6 (__TEXT,__text) non-external ___container_create_or_lookup_app_group_path_by_app_group_identifier_block_invoke_2
00007ff80aec9f9e (__TEXT,__text) non-external ___container_create_or_lookup_app_group_paths_for_current_user_block_invoke
00007ff80aeca0ca (__TEXT,__text) non-external ___container_create_or_lookup_app_group_paths_for_platform_block_invoke
00007ff80aeca387 (__TEXT,__text) non-external ___container_create_or_lookup_app_group_paths_from_entitlements_4ls_block_invoke
00007ff80aec90cd (__TEXT,__text) non-external ___container_create_or_lookup_for_current_user_block_invoke
00007ff80aec9232 (__TEXT,__text) non-external ___container_create_or_lookup_for_platform_block_invoke
00007ff80aec7a76 (__TEXT,__text) non-external ___container_create_or_lookup_path_block_invoke
00007ff80aec7ba4 (__TEXT,__text) non-external ___container_create_or_lookup_path_for_current_user_block_invoke
00007ff80aec7d09 (__TEXT,__text) non-external ___container_create_or_lookup_path_for_platform_block_invoke
00007ff80aec9779 (__TEXT,__text) non-external ___container_create_or_lookup_system_group_paths_block_invoke
00007ff80aecddc7 (__TEXT,__text) non-external ___container_create_or_lookup_user_managed_assets_path_block_invoke
00007ff80aecdf3d (__TEXT,__text) non-external ___container_create_or_lookup_user_managed_assets_relative_path_block_invoke
00007ff80aecca91 (__TEXT,__text) non-external ___container_delete_all_container_content_block_invoke
00007ff80aecc8e3 (__TEXT,__text) non-external ___container_delete_all_data_container_content_for_current_user_block_invoke
00007ff80aecb6bf (__TEXT,__text) non-external ___container_delete_array_of_containers_block_invoke
00007ff80aecb575 (__TEXT,__text) non-external ___container_delete_block_invoke
00007ff80aece06a (__TEXT,__text) non-external ___container_delete_user_managed_assets_block_invoke
00007ff80aecb2c3 (__TEXT,__text) non-external ___container_delete_with_class_and_identifier_for_current_user_block_invoke
00007ff80aecc5d4 (__TEXT,__text) non-external ___container_disk_usage_block_invoke
00007ff80aece873 (__TEXT,__text) non-external ___container_flush_container_cache_block_invoke
00007ff80aecea43 (__TEXT,__text) non-external ___container_flush_persona_cache_block_invoke
00007ff80aeb0fd5 (__TEXT,__text) non-external ___container_frozenset_enumerate_matches_block_invoke
00007ff80aeca890 (__TEXT,__text) non-external ___container_get_all_with_class_for_current_user_block_invoke
00007ff80aeca62f (__TEXT,__text) non-external ___container_group_container_identifiers_for_current_user_block_invoke
00007ff80aebc0e1 (__TEXT,__text) non-external ___container_internal_get_first_boot_uuid_block_invoke
00007ff80aeccf62 (__TEXT,__text) non-external ___container_invalidate_code_signing_cache_block_invoke
00007ff80aebc642 (__TEXT,__text) non-external ___container_log_handle_for_category_block_invoke
00007ff80aec3787 (__TEXT,__text) non-external ___container_object_separate_from_query
00007ff80aeb7a56 (__TEXT,__text) non-external ___container_operation_complete_background_tasks_block_invoke
00007ff80aeb715d (__TEXT,__text) non-external ___container_operation_delete_array_block_invoke
00007ff80aeb6f40 (__TEXT,__text) non-external ___container_operation_delete_block_invoke
00007ff80aeb76d6 (__TEXT,__text) non-external ___container_operation_delete_reclaim_disk_space_block_invoke
00007ff80aeb3397 (__TEXT,__text) non-external ___container_paths_context_set_class_block_invoke
00007ff80aeb3592 (__TEXT,__text) non-external ___container_paths_context_set_flags_block_invoke
00007ff80aeb3691 (__TEXT,__text) non-external ___container_paths_context_set_persona_unique_string_block_invoke
00007ff80aeb3495 (__TEXT,__text) non-external ___container_paths_context_set_transient_block_invoke
00007ff80aeb37d7 (__TEXT,__text) non-external ___container_paths_context_set_uid_block_invoke
00007ff80aeb58a1 (__TEXT,__text) non-external ___container_paths_copy_container_root_path_for_context_block_invoke
00007ff80aeb65d7 (__TEXT,__text) non-external ___container_paths_copy_uid_home_relative_block_invoke
00007ff80aeb5fde (__TEXT,__text) non-external ___container_paths_create_uid_home_relative_block_invoke
00007ff80aeb44e5 (__TEXT,__text) non-external ___container_paths_enumerate_containers_at_block_invoke
00007ff80aeb4fda (__TEXT,__text) non-external ___container_paths_enumerate_containers_at_block_invoke.23
00007ff80aeb54d4 (__TEXT,__text) non-external ___container_paths_enumerate_containers_at_block_invoke.25
00007ff80aeb51d3 (__TEXT,__text) non-external ___container_paths_enumerate_containers_at_block_invoke.29
00007ff80aeb525c (__TEXT,__text) non-external ___container_paths_enumerate_containers_at_block_invoke_2
00007ff80aec677b (__TEXT,__text) non-external ___container_perfect_hash_create_block_invoke
00007ff80aecd385 (__TEXT,__text) non-external ___container_perform_data_migration_block_invoke
00007ff80aecd59c (__TEXT,__text) non-external ___container_perform_data_migration_for_current_user_block_invoke
00007ff80aeceb76 (__TEXT,__text) non-external ___container_perform_with_client_context_block_invoke
00007ff80aebc466 (__TEXT,__text) non-external ___container_persona_collect_all_ids_block_invoke
00007ff80aecc35d (__TEXT,__text) non-external ___container_process_restored_container_block_invoke
00007ff80aec794e (__TEXT,__text) non-external ___container_pwd_copy_user_home_path_block_invoke
00007ff80aec71a8 (__TEXT,__text) non-external ___container_pwd_for_name_block_invoke
00007ff80aec74ea (__TEXT,__text) non-external ___container_pwd_for_uid_block_invoke
00007ff80aec0911 (__TEXT,__text) non-external ___container_query_copy_block_invoke
00007ff80aebf194 (__TEXT,__text) non-external ___container_query_count_results_block_invoke
00007ff80aec0131 (__TEXT,__text) non-external ___container_query_get_single_result_block_invoke
00007ff80aebff18 (__TEXT,__text) non-external ___container_query_iterate_results_sync_block_invoke
00007ff80aec03b5 (__TEXT,__text) non-external ___container_query_iterate_results_with_identifier_sync_block_invoke
00007ff80aec06ec (__TEXT,__text) non-external ___container_query_iterate_results_with_subquery_sync_block_invoke
00007ff80aec0714 (__TEXT,__text) non-external ___container_query_iterate_results_with_subquery_sync_block_invoke.5
00007ff80aecbdc1 (__TEXT,__text) non-external ___container_recreate_structure_block_invoke
00007ff80aeb97d3 (__TEXT,__text) non-external ___container_references_add_block_invoke
00007ff80aebafa0 (__TEXT,__text) non-external ___container_references_iterate_by_group_sync_block_invoke
00007ff80aeba423 (__TEXT,__text) non-external ___container_references_iterate_by_owner_sync_block_invoke
00007ff80aeb95a4 (__TEXT,__text) non-external ___container_references_operation_set_flags_block_invoke
00007ff80aeba27c (__TEXT,__text) non-external ___container_references_remove_block_invoke
00007ff80aeb8f23 (__TEXT,__text) non-external ___container_references_set_class_block_invoke
00007ff80aeb9379 (__TEXT,__text) non-external ___container_references_set_persona_unique_string_block_invoke
00007ff80aeb9256 (__TEXT,__text) non-external ___container_references_set_uid_block_invoke
00007ff80aecbff1 (__TEXT,__text) non-external ___container_regenerate_uuid_block_invoke
00007ff80aecfbe2 (__TEXT,__text) non-external ___container_repair_user_data_block_invoke
00007ff80aecaa29 (__TEXT,__text) non-external ___container_replace_block_invoke
00007ff80aeb17bf (__TEXT,__text) non-external ___container_retry_test_block_invoke
00007ff80aebd932 (__TEXT,__text) non-external ___container_seam_fs_ensure_lazy_loaded_block_invoke
00007ff80aecb0a7 (__TEXT,__text) non-external ___container_set_code_signing_info_for_identifier_block_invoke
00007ff80aecd0cc (__TEXT,__text) non-external ___container_set_data_protection_for_current_user_block_invoke
00007ff80aecd22d (__TEXT,__text) non-external ___container_set_data_protection_for_current_user_block_invoke_2
00007ff80aecb859 (__TEXT,__text) non-external ___container_set_info_value_block_invoke
00007ff80aeb1971 (__TEXT,__text) non-external ___container_set_test_lock_block_invoke
00007ff80aecd708 (__TEXT,__text) non-external ___container_stage_shared_system_content_block_invoke
00007ff80aec4c39 (__TEXT,__text) non-external ___container_string_rom_create_block_invoke
00007ff80aece2b4 (__TEXT,__text) non-external ___container_subdirectories_for_class_block_invoke
00007ff80aec95a2 (__TEXT,__text) non-external ___container_system_group_path_for_identifier_block_invoke
00007ff80aec93cd (__TEXT,__text) non-external ___container_system_path_for_identifier_block_invoke
00007ff80aecd97c (__TEXT,__text) non-external ___container_user_managed_assets_path_block_invoke
00007ff80aecdc4f (__TEXT,__text) non-external ___container_user_managed_assets_relative_path_block_invoke
00007ff80aeb8518 (__TEXT,__text) non-external ___container_xpc_create_connection_block_invoke
00007ff80aeb8cc6 (__TEXT,__text) non-external ___container_xpc_create_connection_block_invoke_2
00007ff80aeafaed (__TEXT,__text) non-external ___container_xpc_decode_create_container_object_array_block_invoke
00007ff80aebb160 (__TEXT,__text) non-external ___container_xpc_send_message_block_invoke
00007ff80aebb973 (__TEXT,__text) non-external ___container_xpc_send_sync_message_block_invoke
00007ff842118710 (__DATA,__const) non-external ___containermanager_what
00007ff80aeb5656 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff80aeb5680 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff80aeb51d9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff80aeb4f25 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r56r
00007ff80aeb1043 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff80aeafb5d (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff80aeb63d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80aeb566d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80aeb56b8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff80aeb5223 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff80aeb4f81 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r56r
00007ff80aeb105a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff80aeafb95 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff80aeb641e (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libsystem_kernel)
00007ff8421196b8 (__DATA,__bss) non-external ___initialize_container_sandbox_extensions.notify_token
00007ff8421196c0 (__DATA,__bss) non-external ___initialize_container_sandbox_extensions.onceToken
00007ff8421196b0 (__DATA,__bss) non-external ___initialize_container_sandbox_extensions.queue
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___strlcpy_chk (from libsystem_c)
00007ff80aebb526 (__TEXT,__text) non-external __block_invoke
00007ff80aec8570 (__TEXT,__text) non-external __common_bundle_lookup
00007ff80aecd3b3 (__TEXT,__text) non-external __common_perform_data_migration
00007ff80aecd9b6 (__TEXT,__text) non-external __common_user_managed_assets_path
00007ff80aeb981a (__TEXT,__text) non-external __container_add_remove
00007ff80aecaee0 (__TEXT,__text) non-external __container_async_reclaim_disk_space
00007ff842119700 (__DATA,__bss) non-external __container_async_reclaim_disk_space.onceToken
00007ff8421196f8 (__DATA,__bss) non-external __container_async_reclaim_disk_space.queue
00007ff80aec3cac (__TEXT,__text) non-external __container_base64_decode
00007ff80aebbf3c (__TEXT,__text) non-external __container_entitlements_append_strings_to_array
00007ff80aebbfb2 (__TEXT,__text) external __container_init
00007ff80aec7dea (__TEXT,__text) non-external __container_legacy_lookup
00007ff80aec990f (__TEXT,__text) non-external __container_legacy_lookup_multiple
00007ff80aebd4d5 (__TEXT,__text) non-external __container_log_replication_enable_to_uid_relative_path
00007ff84211952c (__DATA,__bss) non-external __container_log_replication_enable_to_uid_relative_path.enabled
00007ff842119520 (__DATA,__bss) non-external __container_log_replication_enable_to_uid_relative_path.g_log_hook
00007ff842119528 (__DATA,__bss) non-external __container_log_replication_enable_to_uid_relative_path.lock
00007ff842119224 (__DATA,__data) non-external __container_log_replication_enable_to_uid_relative_path.log_fd
00007ff842119530 (__DATA,__bss) non-external __container_log_replication_enable_to_uid_relative_path.onceToken
00007ff842117c80 (__DATA,__const) non-external __container_paths_definition_from_type.definitions
00007ff842117b80 (__DATA,__const) non-external __container_paths_get_volume_relative_path._relative_paths
00007ff842117c00 (__DATA,__const) non-external __container_paths_get_volume_relative_path._transient_relative_paths
00007ff80aeb62e8 (__TEXT,__text) non-external __container_paths_in_reverse_order_from_type_do
00007ff80aeb4fc8 (__TEXT,__text) non-external __container_paths_passthru_dispatch_async
00007ff80aec72ff (__TEXT,__text) non-external __container_pwd
00007ff80aebf1bc (__TEXT,__text) non-external __container_query_execute
00007ff80aec07af (__TEXT,__text) external __container_query_get_servicing_pid
00007ff80aebe622 (__TEXT,__text) non-external __container_query_log_if_error
00007ff80aebe716 (__TEXT,__text) non-external __container_query_replace_error
00007ff80aebe5f0 (__TEXT,__text) non-external __container_query_set_usage_error
00007ff80aebaffd (__TEXT,__text) external __container_references_get_servicing_pid
00007ff80aeb906b (__TEXT,__text) non-external __container_references_log_if_error
00007ff80aeba46f (__TEXT,__text) non-external __container_references_query_execute
00007ff80aeb901f (__TEXT,__text) non-external __container_references_replace_error
00007ff80aeb69d0 (__TEXT,__text) non-external __container_serialize_copy_deserialized_reference_v1
00007ff842119418 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.onceToken
00007ff842119410 (__DATA,__bss) non-external __container_xpc_invalidate_shared_connection_after_timeout.queue
00007ff842119430 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.key
00007ff842119438 (__DATA,__bss) non-external __container_xpc_pthread_key_for_client_context.onceToken
00007ff842119428 (__DATA,__bss) non-external __incomingPreprocessor
