00007ffb0b2555c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0b253569 (__TEXT,__text) external _glBufferSubDataARB
00007ffb0b24b527 (__TEXT,__text) external _glCallList
00007ffb0b24b540 (__TEXT,__text) external _glCallLists
00007ffb0b24fe68 (__TEXT,__text) external _glCheckFramebufferStatus
00007ffb0b254478 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00007ffb0b25025e (__TEXT,__text) external _glClampColor
00007ffb0b253bd1 (__TEXT,__text) external _glClampColorARB
00007ffb0b24b55e (__TEXT,__text) external _glClear
00007ffb0b24b577 (__TEXT,__text) external _glClearAccum
00007ffb0b250807 (__TEXT,__text) external _glClearBufferfi
00007ffb0b2507e5 (__TEXT,__text) external _glClearBufferfv
00007ffb0b2507a1 (__TEXT,__text) external _glClearBufferiv
00007ffb0b2507c3 (__TEXT,__text) external _glClearBufferuiv
00007ffb0b24b58e (__TEXT,__text) external _glClearColor
00007ffb0b254c83 (__TEXT,__text) external _glClearColorIiEXT
00007ffb0b254ca7 (__TEXT,__text) external _glClearColorIuiEXT
00007ffb0b24b5a5 (__TEXT,__text) external _glClearDepth
00007ffb0b2516f1 (__TEXT,__text) external _glClearDepthf
00007ffb0b24b5bc (__TEXT,__text) external _glClearIndex
00007ffb0b24b5d3 (__TEXT,__text) external _glClearStencil
00007ffb0b24e283 (__TEXT,__text) external _glClientActiveTexture
00007ffb0b252b93 (__TEXT,__text) external _glClientActiveTextureARB
00007ffb0b250b2c (__TEXT,__text) external _glClientWaitSync
00007ffb0b24b5ef (__TEXT,__text) external _glClipPlane
00007ffb0b24b60e (__TEXT,__text) external _glColor3b
00007ffb0b24b62e (__TEXT,__text) external _glColor3bv
00007ffb0b24b64b (__TEXT,__text) external _glColor3d
00007ffb0b24b665 (__TEXT,__text) external _glColor3dv
00007ffb0b24b682 (__TEXT,__text) external _glColor3f
00007ffb0b24b69c (__TEXT,__text) external _glColor3fv
00007ffb0b24b6b9 (__TEXT,__text) external _glColor3i
00007ffb0b24b6d9 (__TEXT,__text) external _glColor3iv
00007ffb0b24b6f6 (__TEXT,__text) external _glColor3s
00007ffb0b24b716 (__TEXT,__text) external _glColor3sv
00007ffb0b24b733 (__TEXT,__text) external _glColor3ub
00007ffb0b24b753 (__TEXT,__text) external _glColor3ubv
00007ffb0b24b770 (__TEXT,__text) external _glColor3ui
00007ffb0b24b790 (__TEXT,__text) external _glColor3uiv
00007ffb0b24b7ad (__TEXT,__text) external _glColor3us
00007ffb0b24b7cd (__TEXT,__text) external _glColor3usv
00007ffb0b24b7ea (__TEXT,__text) external _glColor4b
00007ffb0b24b80d (__TEXT,__text) external _glColor4bv
00007ffb0b24b82a (__TEXT,__text) external _glColor4d
00007ffb0b24b844 (__TEXT,__text) external _glColor4dv
00007ffb0b24b861 (__TEXT,__text) external _glColor4f
00007ffb0b24b87b (__TEXT,__text) external _glColor4fv
00007ffb0b24b898 (__TEXT,__text) external _glColor4i
00007ffb0b24b8bb (__TEXT,__text) external _glColor4iv
00007ffb0b24b8d8 (__TEXT,__text) external _glColor4s
00007ffb0b24b8fb (__TEXT,__text) external _glColor4sv
00007ffb0b24b918 (__TEXT,__text) external _glColor4ub
00007ffb0b24b93b (__TEXT,__text) external _glColor4ubv
00007ffb0b24b958 (__TEXT,__text) external _glColor4ui
00007ffb0b24b97b (__TEXT,__text) external _glColor4uiv
00007ffb0b24b998 (__TEXT,__text) external _glColor4us
00007ffb0b24b9bb (__TEXT,__text) external _glColor4usv
00007ffb0b24b9d8 (__TEXT,__text) external _glColorMask
00007ffb0b254d53 (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffb0b2500c9 (__TEXT,__text) external _glColorMaski
00007ffb0b24b9fb (__TEXT,__text) external _glColorMaterial
00007ffb0b24ba19 (__TEXT,__text) external _glColorPointer
00007ffb0b24deba (__TEXT,__text) external _glColorSubTable
00007ffb0b253f16 (__TEXT,__text) external _glColorSubTableEXT
00007ffb0b24ddb3 (__TEXT,__text) external _glColorTable
00007ffb0b253ee2 (__TEXT,__text) external _glColorTableEXT
00007ffb0b24dde7 (__TEXT,__text) external _glColorTableParameterfv
00007ffb0b24de09 (__TEXT,__text) external _glColorTableParameteriv
00007ffb0b255558 (__TEXT,__text) external _glCombinerInputNV
00007ffb0b25555e (__TEXT,__text) external _glCombinerOutputNV
00007ffb0b255546 (__TEXT,__text) external _glCombinerParameterfNV
00007ffb0b255540 (__TEXT,__text) external _glCombinerParameterfvNV
00007ffb0b255552 (__TEXT,__text) external _glCombinerParameteriNV
00007ffb0b25554c (__TEXT,__text) external _glCombinerParameterivNV
00007ffb0b25558e (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffb0b24f65d (__TEXT,__text) external _glCompileShader
00007ffb0b2536ce (__TEXT,__text) external _glCompileShaderARB
00007ffb0b253d40 (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffb0b24e78b (__TEXT,__text) external _glCompressedTexImage1D
00007ffb0b25309b (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffb0b24e751 (__TEXT,__text) external _glCompressedTexImage2D
00007ffb0b253061 (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffb0b24e713 (__TEXT,__text) external _glCompressedTexImage3D
00007ffb0b253023 (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffb0b24e84a (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffb0b25315a (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffb0b24e80c (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffb0b25311c (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffb0b24e7bb (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffb0b2530cb (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffb0b24df15 (__TEXT,__text) external _glConvolutionFilter1D
00007ffb0b24df49 (__TEXT,__text) external _glConvolutionFilter2D
00007ffb0b24df79 (__TEXT,__text) external _glConvolutionParameterf
00007ffb0b24df97 (__TEXT,__text) external _glConvolutionParameterfv
00007ffb0b24dfb9 (__TEXT,__text) external _glConvolutionParameteri
00007ffb0b24dfda (__TEXT,__text) external _glConvolutionParameteriv
00007ffb0b250846 (__TEXT,__text) external _glCopyBufferSubData
00007ffb0b24deee (__TEXT,__text) external _glCopyColorSubTable
00007ffb0b24de2b (__TEXT,__text) external _glCopyColorTable
00007ffb0b24dffc (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffb0b24e023 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffb0b24ba3c (__TEXT,__text) external _glCopyPixels
00007ffb0b24ba62 (__TEXT,__text) external _glCopyTexImage1D
00007ffb0b24ba95 (__TEXT,__text) external _glCopyTexImage2D
00007ffb0b24bad4 (__TEXT,__text) external _glCopyTexSubImage1D
00007ffb0b24bb08 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffb0b24dd70 (__TEXT,__text) external _glCopyTexSubImage3D
00007ffb0b24f67c (__TEXT,__text) external _glCreateProgram
00007ffb0b2536eb (__TEXT,__text) external _glCreateProgramObjectARB
00007ffb0b24f619 (__TEXT,__text) external _glCreateShader
00007ffb0b25368c (__TEXT,__text) external _glCreateShaderObjectARB
00007ffb0b2517b8 (__TEXT,__text) external _glCreateShaderProgramv
00007ffb0b24bb47 (__TEXT,__text) external _glCullFace
00007ffb0b24ef1e (__TEXT,__text) external _glDeleteBuffers
00007ffb0b2534e9 (__TEXT,__text) external _glDeleteBuffersARB
00007ffb0b25503f (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffb0b24fe2a (__TEXT,__text) external _glDeleteFramebuffers
00007ffb0b25443a (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffb0b24bb63 (__TEXT,__text) external _glDeleteLists
00007ffb0b253d21 (__TEXT,__text) external _glDeleteNamedStringARB
00007ffb0b253633 (__TEXT,__text) external _glDeleteObjectARB
00007ffb0b24f6f6 (__TEXT,__text) external _glDeleteProgram
00007ffb0b2517f6 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffb0b25227b (__TEXT,__text) external _glDeleteProgramsARB
00007ffb0b24ee25 (__TEXT,__text) external _glDeleteQueries
00007ffb0b2533f0 (__TEXT,__text) external _glDeleteQueriesARB
00007ffb0b24fd6c (__TEXT,__text) external _glDeleteRenderbuffers
00007ffb0b25437c (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffb0b250d2b (__TEXT,__text) external _glDeleteSamplers
00007ffb0b24f5d5 (__TEXT,__text) external _glDeleteShader
00007ffb0b250b0f (__TEXT,__text) external _glDeleteSync
00007ffb0b24bb81 (__TEXT,__text) external _glDeleteTextures
00007ffb0b2514a8 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffb0b25006f (__TEXT,__text) external _glDeleteVertexArrays
00007ffb0b255182 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffb0b253ec8 (__TEXT,__text) external _glDepthBoundsEXT
00007ffb0b24bba0 (__TEXT,__text) external _glDepthFunc
00007ffb0b24bbbc (__TEXT,__text) external _glDepthMask
00007ffb0b24bbd8 (__TEXT,__text) external _glDepthRange
00007ffb0b2521db (__TEXT,__text) external _glDepthRangeArrayv
00007ffb0b2521fd (__TEXT,__text) external _glDepthRangeIndexed
00007ffb0b2516d7 (__TEXT,__text) external _glDepthRangef
00007ffb0b25366c (__TEXT,__text) external _glDetachObjectARB
00007ffb0b24f5f4 (__TEXT,__text) external _glDetachShader
00007ffb0b24bbf2 (__TEXT,__text) external _glDisable
00007ffb0b24bc0e (__TEXT,__text) external _glDisableClientState
00007ffb0b254d98 (__TEXT,__text) external _glDisableIndexedEXT
00007ffb0b254ef2 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffb0b24f531 (__TEXT,__text) external _glDisableVertexAttribArray
00007ffb0b25277f (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffb0b250152 (__TEXT,__text) external _glDisablei
00007ffb0b24bc2a (__TEXT,__text) external _glDrawArrays
00007ffb0b251073 (__TEXT,__text) external _glDrawArraysIndirect
00007ffb0b25096d (__TEXT,__text) external _glDrawArraysInstanced
00007ffb0b253c0d (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffb0b24bc4b (__TEXT,__text) external _glDrawBuffer
00007ffb0b24f068 (__TEXT,__text) external _glDrawBuffers
00007ffb0b253bb2 (__TEXT,__text) external _glDrawBuffersARB
00007ffb0b2551fb (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffb0b24bc67 (__TEXT,__text) external _glDrawElements
00007ffb0b2509f5 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffb0b251092 (__TEXT,__text) external _glDrawElementsIndirect
00007ffb0b250991 (__TEXT,__text) external _glDrawElementsInstanced
00007ffb0b253c31 (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffb0b250a4f (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffb0b24bc8b (__TEXT,__text) external _glDrawPixels
00007ffb0b25521c (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffb0b24dca1 (__TEXT,__text) external _glDrawRangeElements
00007ffb0b250a1c (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffb0b254248 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffb0b251530 (__TEXT,__text) external _glDrawTransformFeedback
00007ffb0b25154e (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffb0b24bcb2 (__TEXT,__text) external _glEdgeFlag
00007ffb0b24bcce (__TEXT,__text) external _glEdgeFlagPointer
00007ffb0b24bced (__TEXT,__text) external _glEdgeFlagv
00007ffb0b2551dc (__TEXT,__text) external _glElementPointerAPPLE
00007ffb0b24bd0a (__TEXT,__text) external _glEnable
00007ffb0b24bd26 (__TEXT,__text) external _glEnableClientState
00007ffb0b254d7a (__TEXT,__text) external _glEnableIndexedEXT
00007ffb0b254ed4 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffb0b24f515 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffb0b252763 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffb0b250134 (__TEXT,__text) external _glEnablei
00007ffb0b24bd42 (__TEXT,__text) external _glEnd
00007ffb0b25029a (__TEXT,__text) external _glEndConditionalRender
00007ffb0b2554d5 (__TEXT,__text) external _glEndConditionalRenderNV
00007ffb0b24bd59 (__TEXT,__text) external _glEndList
00007ffb0b24ee7e (__TEXT,__text) external _glEndQuery
00007ffb0b253449 (__TEXT,__text) external _glEndQueryARB
00007ffb0b251590 (__TEXT,__text) external _glEndQueryIndexed
00007ffb0b2501aa (__TEXT,__text) external _glEndTransformFeedback
00007ffb0b25470e (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffb0b24bd70 (__TEXT,__text) external _glEvalCoord1d
00007ffb0b24bd8a (__TEXT,__text) external _glEvalCoord1dv
00007ffb0b24bda7 (__TEXT,__text) external _glEvalCoord1f
00007ffb0b24bdc1 (__TEXT,__text) external _glEvalCoord1fv
00007ffb0b24bdde (__TEXT,__text) external _glEvalCoord2d
00007ffb0b24bdf8 (__TEXT,__text) external _glEvalCoord2dv
00007ffb0b24be15 (__TEXT,__text) external _glEvalCoord2f
00007ffb0b24be2f (__TEXT,__text) external _glEvalCoord2fv
00007ffb0b24be4c (__TEXT,__text) external _glEvalMesh1
00007ffb0b24be6d (__TEXT,__text) external _glEvalMesh2
00007ffb0b24be94 (__TEXT,__text) external _glEvalPoint1
00007ffb0b24beb0 (__TEXT,__text) external _glEvalPoint2
00007ffb0b24bece (__TEXT,__text) external _glFeedbackBuffer
00007ffb0b250ad4 (__TEXT,__text) external _glFenceSync
00007ffb0b255564 (__TEXT,__text) external _glFinalCombinerInputNV
00007ffb0b24bef0 (__TEXT,__text) external _glFinish
00007ffb0b2550b2 (__TEXT,__text) external _glFinishFenceAPPLE
00007ffb0b2550ec (__TEXT,__text) external _glFinishObjectAPPLE
00007ffb0b2552b4 (__TEXT,__text) external _glFinishRenderAPPLE
00007ffb0b24bf07 (__TEXT,__text) external _glFlush
00007ffb0b250030 (__TEXT,__text) external _glFlushMappedBufferRange
00007ffb0b255303 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffb0b25529d (__TEXT,__text) external _glFlushRenderAPPLE
00007ffb0b255129 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffb0b24e926 (__TEXT,__text) external _glFogCoordPointer
00007ffb0b254226 (__TEXT,__text) external _glFogCoordPointerEXT
00007ffb0b24e8ef (__TEXT,__text) external _glFogCoordd
00007ffb0b2541ef (__TEXT,__text) external _glFogCoorddEXT
00007ffb0b24e909 (__TEXT,__text) external _glFogCoorddv
00007ffb0b254209 (__TEXT,__text) external _glFogCoorddvEXT
00007ffb0b24e8b8 (__TEXT,__text) external _glFogCoordf
00007ffb0b2541b8 (__TEXT,__text) external _glFogCoordfEXT
00007ffb0b24e8d2 (__TEXT,__text) external _glFogCoordfv
00007ffb0b2541d2 (__TEXT,__text) external _glFogCoordfvEXT
00007ffb0b24bf1e (__TEXT,__text) external _glFogf
00007ffb0b24bf3a (__TEXT,__text) external _glFogfv
00007ffb0b24bf59 (__TEXT,__text) external _glFogi
00007ffb0b24bf77 (__TEXT,__text) external _glFogiv
00007ffb0b24ff06 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffb0b254516 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffb0b250ca5 (__TEXT,__text) external _glFramebufferTexture
00007ffb0b24fe84 (__TEXT,__text) external _glFramebufferTexture1D
00007ffb0b254494 (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffb0b24feab (__TEXT,__text) external _glFramebufferTexture2D
00007ffb0b2544bb (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffb0b24fed2 (__TEXT,__text) external _glFramebufferTexture3D
00007ffb0b2544e2 (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffb0b254614 (__TEXT,__text) external _glFramebufferTextureEXT
00007ffb0b25465f (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffb0b24ffe3 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffb0b254638 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffb0b24bf96 (__TEXT,__text) external _glFrontFace
00007ffb0b24bfb2 (__TEXT,__text) external _glFrustum
00007ffb0b24ef3d (__TEXT,__text) external _glGenBuffers
00007ffb0b253508 (__TEXT,__text) external _glGenBuffersARB
00007ffb0b255020 (__TEXT,__text) external _glGenFencesAPPLE
00007ffb0b24fe49 (__TEXT,__text) external _glGenFramebuffers
00007ffb0b254459 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffb0b24bfcc (__TEXT,__text) external _glGenLists
00007ffb0b251815 (__TEXT,__text) external _glGenProgramPipelines
00007ffb0b25229a (__TEXT,__text) external _glGenProgramsARB
00007ffb0b24ee06 (__TEXT,__text) external _glGenQueries
00007ffb0b2533d1 (__TEXT,__text) external _glGenQueriesARB
00007ffb0b24fd8b (__TEXT,__text) external _glGenRenderbuffers
00007ffb0b25439b (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffb0b250d0c (__TEXT,__text) external _glGenSamplers
00007ffb0b24bfe8 (__TEXT,__text) external _glGenTextures
00007ffb0b2514c7 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffb0b25008e (__TEXT,__text) external _glGenVertexArrays
00007ffb0b2551a1 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffb0b24ff4e (__TEXT,__text) external _glGenerateMipmap
00007ffb0b25455e (__TEXT,__text) external _glGenerateMipmapEXT
00007ffb0b24fb81 (__TEXT,__text) external _glGetActiveAttrib
00007ffb0b253b61 (__TEXT,__text) external _glGetActiveAttribARB
00007ffb0b2513b1 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffb0b25137d (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffb0b251356 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffb0b24fab7 (__TEXT,__text) external _glGetActiveUniform
00007ffb0b253aa1 (__TEXT,__text) external _glGetActiveUniformARB
00007ffb0b250925 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffb0b250901 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffb0b2508bb (__TEXT,__text) external _glGetActiveUniformName
00007ffb0b250893 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffb0b253a5b (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffb0b24fa26 (__TEXT,__text) external _glGetAttachedShaders
00007ffb0b24fbb4 (__TEXT,__text) external _glGetAttribLocation
00007ffb0b253b92 (__TEXT,__text) external _glGetAttribLocationARB
00007ffb0b25479c (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffb0b2500f0 (__TEXT,__text) external _glGetBooleani_v
00007ffb0b24c007 (__TEXT,__text) external _glGetBooleanv
00007ffb0b250c83 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffb0b24f024 (__TEXT,__text) external _glGetBufferParameteriv
00007ffb0b2535ef (__TEXT,__text) external _glGetBufferParameterivARB
00007ffb0b24f046 (__TEXT,__text) external _glGetBufferPointerv
00007ffb0b253611 (__TEXT,__text) external _glGetBufferPointervARB
00007ffb0b24efc4 (__TEXT,__text) external _glGetBufferSubData
00007ffb0b25358f (__TEXT,__text) external _glGetBufferSubDataARB
00007ffb0b24c026 (__TEXT,__text) external _glGetClipPlane
00007ffb0b24de52 (__TEXT,__text) external _glGetColorTable
00007ffb0b253f4a (__TEXT,__text) external _glGetColorTableEXT
00007ffb0b24de76 (__TEXT,__text) external _glGetColorTableParameterfv
00007ffb0b253f6e (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffb0b24de98 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffb0b253f90 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffb0b25556a (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffb0b255570 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffb0b255576 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffb0b25557c (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffb0b255594 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffb0b24e87a (__TEXT,__text) external _glGetCompressedTexImage
00007ffb0b25318a (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffb0b24e057 (__TEXT,__text) external _glGetConvolutionFilter
00007ffb0b24e07b (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffb0b24e09d (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffb0b25223b (__TEXT,__text) external _glGetDoublei_v
00007ffb0b24c045 (__TEXT,__text) external _glGetDoublev
00007ffb0b24c064 (__TEXT,__text) external _glGetError
00007ffb0b255582 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffb0b255588 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffb0b252219 (__TEXT,__text) external _glGetFloati_v
00007ffb0b24c07b (__TEXT,__text) external _glGetFloatv
00007ffb0b250ced (__TEXT,__text) external _glGetFragDataIndex
00007ffb0b2505e8 (__TEXT,__text) external _glGetFragDataLocation
00007ffb0b254c64 (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffb0b24ff2a (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffb0b25453a (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffb0b253650 (__TEXT,__text) external _glGetHandleARB
00007ffb0b24e130 (__TEXT,__text) external _glGetHistogram
00007ffb0b24e157 (__TEXT,__text) external _glGetHistogramParameterfv
00007ffb0b24e179 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffb0b253a35 (__TEXT,__text) external _glGetInfoLogARB
00007ffb0b250c61 (__TEXT,__text) external _glGetInteger64i_v
00007ffb0b250b72 (__TEXT,__text) external _glGetInteger64v
00007ffb0b25477a (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffb0b250112 (__TEXT,__text) external _glGetIntegeri_v
00007ffb0b24c09a (__TEXT,__text) external _glGetIntegerv
00007ffb0b253dd1 (__TEXT,__text) external _glGetInternalformativ
00007ffb0b24c0b9 (__TEXT,__text) external _glGetLightfv
00007ffb0b24c0db (__TEXT,__text) external _glGetLightiv
00007ffb0b24c0fd (__TEXT,__text) external _glGetMapdv
00007ffb0b24c11f (__TEXT,__text) external _glGetMapfv
00007ffb0b24c141 (__TEXT,__text) external _glGetMapiv
00007ffb0b24c163 (__TEXT,__text) external _glGetMaterialfv
00007ffb0b24c185 (__TEXT,__text) external _glGetMaterialiv
00007ffb0b24e19b (__TEXT,__text) external _glGetMinmax
00007ffb0b24e1c2 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffb0b24e1e4 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffb0b250c21 (__TEXT,__text) external _glGetMultisamplefv
00007ffb0b253d84 (__TEXT,__text) external _glGetNamedStringARB
00007ffb0b253dac (__TEXT,__text) external _glGetNamedStringivARB
00007ffb0b254e58 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffb0b2539ef (__TEXT,__text) external _glGetObjectParameterfvARB
