000000019fc64600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc5973c (__TEXT,__text) non-external +[SPExecutionHistoryItem executionHistoryItemWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:]
000000019fc59884 (__TEXT,__text) non-external +[SPExecutionHistoryItem supportsSecureCoding]
000000019fc57c9c (__TEXT,__text) non-external +[SPExecutionPolicyItem supportsSecureCoding]
000000019fc530c8 (__TEXT,__text) non-external +[SPFilePolicy dragIsAllowedToTarget:fromAliasOrSymlink:withError:]
000000019fc650fc (__TEXT,__text) non-external +[SPFilePolicy dragIsAllowedToTarget:fromAliasOrSymlink:withError:].cold.1
000000019fc52dd4 (__TEXT,__text) non-external +[SPFilePolicy getAllowedPaths]
000000019fc5df8c (__TEXT,__text) non-external +[SPKernelExtensionHistoryItem supportsSecureCoding]
000000019fc59fe8 (__TEXT,__text) non-external +[SPKernelExtensionPolicy findBundledKernelExtensions:]
000000019fc5148c (__TEXT,__text) non-external +[SPKernelExtensionPolicyItem supportsSecureCoding]
000000019fc591ac (__TEXT,__text) non-external +[SPLog exec]
000000019fc59504 (__TEXT,__text) non-external +[SPLog generateSignpostID]
000000019fc59074 (__TEXT,__text) non-external +[SPLog generic]
000000019fc59110 (__TEXT,__text) non-external +[SPLog kext]
000000019fc59248 (__TEXT,__text) non-external +[SPLog measurements]
000000019fc594f8 (__TEXT,__text) non-external +[SPLog setVerboseLogging:]
000000019fc592e4 (__TEXT,__text) non-external +[SPLog signposts]
000000019fc59380 (__TEXT,__text) non-external +[SPLog verboseLoggingEnabled]
000000019fc6119c (__TEXT,__text) non-external +[SPMigration createGatekeeperMigrationData:]
000000019fc60b08 (__TEXT,__text) non-external +[SPMigration createKernelExtensionMigrationData:]
000000019fc5fe28 (__TEXT,__text) non-external +[SPMigration createMigrationPolicy:forTarget:]
000000019fc66e08 (__TEXT,__text) non-external +[SPMigration createMigrationPolicy:forTarget:].cold.1
000000019fc5fc34 (__TEXT,__text) non-external +[SPMigration gatekeeperMigrationDataPath:]
000000019fc5fc18 (__TEXT,__text) non-external +[SPMigration kernelExtensionMigrationDataPath:]
000000019fc602d4 (__TEXT,__text) non-external +[SPMigration readKernelExtensionMigrationPolicy:]
000000019fc5fdd8 (__TEXT,__text) non-external +[SPMigration volumeRequiresGatekeeperMigration:]
000000019fc5fc50 (__TEXT,__text) non-external +[SPMigration volumeRequiresKernelExtensionMigration:]
000000019fc52878 (__TEXT,__text) non-external -[AKELData .cxx_destruct]
000000019fc52778 (__TEXT,__text) non-external -[AKELData findLegacyKextBundleID:]
000000019fc525fc (__TEXT,__text) non-external -[AKELData initWithURL:]
000000019fc5244c (__TEXT,__text) non-external -[AKELData init]
000000019fc52834 (__TEXT,__text) non-external -[AKELData isKextAllowedWithoutSecureTimestamp:]
000000019fc52734 (__TEXT,__text) non-external -[AKELData isLegacyKextAllowed:]
000000019fc521c8 (__TEXT,__text) non-external -[AKELData loadFromBundleData:]
000000019fc52724 (__TEXT,__text) non-external -[AKELData reloadIfNecessary]
000000019fc648bc (__TEXT,__text) non-external -[AppWrapperPolicyResult description]
000000019fc64808 (__TEXT,__text) non-external -[AppWrapperPolicyResult initWithValid:withSignerCategory:withModified:]
000000019fc648d8 (__TEXT,__text) non-external -[AppWrapperPolicyResult isModified]
000000019fc648c8 (__TEXT,__text) non-external -[AppWrapperPolicyResult isValid]
000000019fc6486c (__TEXT,__text) non-external -[AppWrapperPolicyResult redactedDescription]
000000019fc648d0 (__TEXT,__text) non-external -[AppWrapperPolicyResult signerCategory]
000000019fc57854 (__TEXT,__text) non-external -[BundleData .cxx_destruct]
000000019fc56ea0 (__TEXT,__text) non-external -[BundleData dealloc]
000000019fc6629c (__TEXT,__text) non-external -[BundleData dealloc].cold.1
000000019fc573f0 (__TEXT,__text) non-external -[BundleData doReload]
000000019fc57820 (__TEXT,__text) non-external -[BundleData forceReload]
000000019fc56f44 (__TEXT,__text) non-external -[BundleData initWithURL:withReloadBlock:watchForUpdates:]
000000019fc56e84 (__TEXT,__text) non-external -[BundleData init]
000000019fc57834 (__TEXT,__text) non-external -[BundleData isSigned]
000000019fc57454 (__TEXT,__text) non-external -[BundleData loadInternalData:]
000000019fc577a4 (__TEXT,__text) non-external -[BundleData reloadIfNecessary]
000000019fc570c8 (__TEXT,__text) non-external -[BundleData setupFSStream]
000000019fc6630c (__TEXT,__text) non-external -[BundleData setupFSStream].cold.1
000000019fc6637c (__TEXT,__text) non-external -[BundleData setupFSStream].cold.2
000000019fc5784c (__TEXT,__text) non-external -[BundleData timestamp]
000000019fc5782c (__TEXT,__text) non-external -[BundleData url]
000000019fc57844 (__TEXT,__text) non-external -[BundleData versionNumber]
000000019fc5783c (__TEXT,__text) non-external -[BundleData version]
000000019fc583e8 (__TEXT,__text) non-external -[GKScanResult .cxx_destruct]
000000019fc583c4 (__TEXT,__text) non-external -[GKScanResult allowed]
000000019fc5830c (__TEXT,__text) non-external -[GKScanResult encodeWithCoder:]
000000019fc583d4 (__TEXT,__text) non-external -[GKScanResult gkError]
000000019fc5824c (__TEXT,__text) non-external -[GKScanResult initWithCoder:]
000000019fc583cc (__TEXT,__text) non-external -[GKScanResult setAllowed:]
000000019fc583dc (__TEXT,__text) non-external -[GKScanResult setGkError:]
000000019fc63984 (__TEXT,__text) non-external -[NSData(Strings) hexString]
000000019fc5356c (__TEXT,__text) non-external -[PolicyCacheMeta .cxx_destruct]
000000019fc53534 (__TEXT,__text) non-external -[PolicyCacheMeta forEntry]
000000019fc53520 (__TEXT,__text) non-external -[PolicyCacheMeta lastMiss]
000000019fc534f8 (__TEXT,__text) non-external -[PolicyCacheMeta metaId]
000000019fc5350c (__TEXT,__text) non-external -[PolicyCacheMeta missCount]
000000019fc53558 (__TEXT,__text) non-external -[PolicyCacheMeta resolvedEntry]
000000019fc5353c (__TEXT,__text) non-external -[PolicyCacheMeta setForEntry:]
000000019fc53528 (__TEXT,__text) non-external -[PolicyCacheMeta setLastMiss:]
000000019fc53500 (__TEXT,__text) non-external -[PolicyCacheMeta setMetaId:]
000000019fc53514 (__TEXT,__text) non-external -[PolicyCacheMeta setMissCount:]
000000019fc53560 (__TEXT,__text) non-external -[PolicyCacheMeta setResolvedEntry:]
000000019fc53550 (__TEXT,__text) non-external -[PolicyCacheMeta setSourceTable:]
000000019fc53548 (__TEXT,__text) non-external -[PolicyCacheMeta sourceTable]
000000019fc63210 (__TEXT,__text) non-external -[PolicyScanTarget .cxx_destruct]
000000019fc63180 (__TEXT,__text) non-external -[PolicyScanTarget blockDevice]
000000019fc62864 (__TEXT,__text) non-external -[PolicyScanTarget bundleID]
000000019fc62924 (__TEXT,__text) non-external -[PolicyScanTarget bundleVersion]
000000019fc62ce4 (__TEXT,__text) non-external -[PolicyScanTarget cdhashData]
000000019fc62da0 (__TEXT,__text) non-external -[PolicyScanTarget cdhashDigestAlgorithm]
000000019fc62c00 (__TEXT,__text) non-external -[PolicyScanTarget cdhash]
000000019fc631a8 (__TEXT,__text) non-external -[PolicyScanTarget checkValidity]
000000019fc62020 (__TEXT,__text) non-external -[PolicyScanTarget dealloc]
000000019fc630b8 (__TEXT,__text) non-external -[PolicyScanTarget description]
000000019fc62b54 (__TEXT,__text) non-external -[PolicyScanTarget entitlements]
000000019fc63190 (__TEXT,__text) non-external -[PolicyScanTarget fsTypeName]
000000019fc62084 (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:]
000000019fc66ec4 (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.1
000000019fc66f4c (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.2
000000019fc66f8c (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.3
000000019fc66fc4 (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.4
000000019fc66ffc (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.5
000000019fc6703c (__TEXT,__text) non-external -[PolicyScanTarget initWithURL:].cold.6
000000019fc62004 (__TEXT,__text) non-external -[PolicyScanTarget init]
000000019fc631b8 (__TEXT,__text) non-external -[PolicyScanTarget isAppWrapper]
000000019fc631e8 (__TEXT,__text) non-external -[PolicyScanTarget isBundled]
000000019fc631d0 (__TEXT,__text) non-external -[PolicyScanTarget isQuarantinedMount]
000000019fc62fd8 (__TEXT,__text) non-external -[PolicyScanTarget isQuarantined]
000000019fc631d8 (__TEXT,__text) non-external -[PolicyScanTarget isScript]
000000019fc6301c (__TEXT,__text) non-external -[PolicyScanTarget isUserApproved]
000000019fc627c0 (__TEXT,__text) non-external -[PolicyScanTarget mainExecutableURL]
000000019fc631a0 (__TEXT,__text) non-external -[PolicyScanTarget modTime]
000000019fc63208 (__TEXT,__text) non-external -[PolicyScanTarget mountTime]
000000019fc63188 (__TEXT,__text) non-external -[PolicyScanTarget objectID]
000000019fc63168 (__TEXT,__text) non-external -[PolicyScanTarget originalURL]
000000019fc63178 (__TEXT,__text) non-external -[PolicyScanTarget pathOnVolume]
000000019fc631f8 (__TEXT,__text) non-external -[PolicyScanTarget pid]
000000019fc63060 (__TEXT,__text) non-external -[PolicyScanTarget redactedDescription]
000000019fc631b0 (__TEXT,__text) non-external -[PolicyScanTarget setCheckValidity:]
000000019fc631f0 (__TEXT,__text) non-external -[PolicyScanTarget setIsBundled:]
000000019fc631e0 (__TEXT,__text) non-external -[PolicyScanTarget setIsScript:]
000000019fc63200 (__TEXT,__text) non-external -[PolicyScanTarget setPid:]
000000019fc631c8 (__TEXT,__text) non-external -[PolicyScanTarget setTriggeredByLibraryLoad:]
000000019fc62f1c (__TEXT,__text) non-external -[PolicyScanTarget signingID]
000000019fc62b10 (__TEXT,__text) non-external -[PolicyScanTarget signingInfo]
000000019fc62a48 (__TEXT,__text) non-external -[PolicyScanTarget staticCodeRef]
000000019fc62e60 (__TEXT,__text) non-external -[PolicyScanTarget teamID]
000000019fc631c0 (__TEXT,__text) non-external -[PolicyScanTarget triggeredByLibraryLoad]
000000019fc63160 (__TEXT,__text) non-external -[PolicyScanTarget url]
000000019fc63198 (__TEXT,__text) non-external -[PolicyScanTarget volumePath]
000000019fc63170 (__TEXT,__text) non-external -[PolicyScanTarget volumeUUID]
000000019fc64f6c (__TEXT,__text) non-external -[SPDeveloperPolicy .cxx_destruct]
000000019fc64ef0 (__TEXT,__text) non-external -[SPDeveloperPolicy createLocalDevelopmentCertificateForUser:error:]
000000019fc64d94 (__TEXT,__text) non-external -[SPDeveloperPolicy dealloc]
000000019fc64cc0 (__TEXT,__text) non-external -[SPDeveloperPolicy init]
000000019fc64de8 (__TEXT,__text) non-external -[SPDeveloperPolicy isDeveloperModeEnabled]
000000019fc64ed0 (__TEXT,__text) non-external -[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]
000000019fc64f5c (__TEXT,__text) non-external -[SPDeveloperPolicy registerDevelopmentTeamWithIdentifier:error:]
000000019fc64f54 (__TEXT,__text) non-external -[SPDeveloperPolicy removeLocalDevelopmentCertificateForUser:error:]
000000019fc64e0c (__TEXT,__text) non-external -[SPDeveloperPolicy setDeveloperModeEnabled:error:]
000000019fc64f64 (__TEXT,__text) non-external -[SPDeveloperPolicy unregisterDevelopmentTeamWithIdentifier:error:]
000000019fc59d3c (__TEXT,__text) non-external -[SPExecutionHistoryItem .cxx_destruct]
000000019fc59d1c (__TEXT,__text) non-external -[SPExecutionHistoryItem cdHash]
000000019fc59d2c (__TEXT,__text) non-external -[SPExecutionHistoryItem developerName]
000000019fc59ac8 (__TEXT,__text) non-external -[SPExecutionHistoryItem encodeWithCoder:]
000000019fc59cfc (__TEXT,__text) non-external -[SPExecutionHistoryItem execPath]
000000019fc5988c (__TEXT,__text) non-external -[SPExecutionHistoryItem initWithCoder:]
000000019fc59570 (__TEXT,__text) non-external -[SPExecutionHistoryItem initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:]
000000019fc59554 (__TEXT,__text) non-external -[SPExecutionHistoryItem init]
000000019fc59d34 (__TEXT,__text) non-external -[SPExecutionHistoryItem lastSeen]
000000019fc59d04 (__TEXT,__text) non-external -[SPExecutionHistoryItem mmapPath]
000000019fc59d24 (__TEXT,__text) non-external -[SPExecutionHistoryItem responsiblePath]
000000019fc59d0c (__TEXT,__text) non-external -[SPExecutionHistoryItem signingID]
000000019fc59d14 (__TEXT,__text) non-external -[SPExecutionHistoryItem teamID]
000000019fc5c138 (__TEXT,__text) non-external -[SPExecutionPolicy .cxx_destruct]
000000019fc5bd1c (__TEXT,__text) non-external -[SPExecutionPolicy addBlockedSoftwareOverride:error:]
000000019fc5bc18 (__TEXT,__text) non-external -[SPExecutionPolicy addGatekeeperUserIntent:error:]
000000019fc5bb9c (__TEXT,__text) non-external -[SPExecutionPolicy blockedExecutionPolicyItems]
000000019fc5b824 (__TEXT,__text) non-external -[SPExecutionPolicy connection]
000000019fc5b53c (__TEXT,__text) non-external -[SPExecutionPolicy dealloc]
000000019fc5b710 (__TEXT,__text) non-external -[SPExecutionPolicy doGatekeeperProgressUpdate:withTotal:]
000000019fc5bf30 (__TEXT,__text) non-external -[SPExecutionPolicy getBlockedSoftwareOverride:error:]
000000019fc5b4bc (__TEXT,__text) non-external -[SPExecutionPolicy init]
000000019fc5c034 (__TEXT,__text) non-external -[SPExecutionPolicy isBlockedSoftware:error:]
000000019fc5bb20 (__TEXT,__text) non-external -[SPExecutionPolicy legacyExecutionHistory]
000000019fc5b598 (__TEXT,__text) non-external -[SPExecutionPolicy myProgressHandler]
000000019fc5b590 (__TEXT,__text) non-external -[SPExecutionPolicy progressBlock]
000000019fc5be20 (__TEXT,__text) non-external -[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]
000000019fc5b5c4 (__TEXT,__text) non-external -[SPExecutionPolicy setProgressHandler:]
000000019fc58c3c (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]
000000019fc583f4 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]
000000019fc663c0 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.1
000000019fc663f8 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.2
000000019fc66488 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.3
000000019fc6652c (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.4
000000019fc66594 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.5
000000019fc66624 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.6
000000019fc6665c (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.7
000000019fc666fc (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:].cold.8
000000019fc58d44 (__TEXT,__text) non-external -[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]
000000019fc581dc (__TEXT,__text) non-external -[SPExecutionPolicyItem .cxx_destruct]
000000019fc581d4 (__TEXT,__text) non-external -[SPExecutionPolicyItem blockedReasonDescription]
000000019fc581b4 (__TEXT,__text) non-external -[SPExecutionPolicyItem cdHash]
000000019fc57f18 (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
000000019fc57ca4 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
000000019fc57b44 (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
000000019fc57b28 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
000000019fc5819c (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
000000019fc581cc (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
000000019fc581bc (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
000000019fc581c4 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
000000019fc581a4 (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
000000019fc581ac (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
000000019fc61fc0 (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
000000019fc61ca0 (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
000000019fc61c4c (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
000000019fc61af8 (__TEXT,__text) non-external -[SPInstallationPolicy init]
000000019fc61e14 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
000000019fc61df8 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
000000019fc59fa4 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
000000019fc59f2c (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
000000019fc59dc8 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
000000019fc59f80 (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
000000019fc5e400 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
000000019fc5e3c0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
000000019fc5e3d0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
000000019fc5e190 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
000000019fc5df94 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
000000019fc5de14 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
000000019fc5ddf8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
000000019fc5e3f0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
000000019fc5e3e0 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
000000019fc5e3d8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
000000019fc5e3e8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
000000019fc5e3f8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
000000019fc5e3b8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
000000019fc5e3c8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
000000019fc5b2a0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
000000019fc5aba4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
000000019fc5a55c (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
000000019fc5a640 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
000000019fc5a504 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
000000019fc5a4fc (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
000000019fc5ab5c (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
000000019fc5b298 (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
000000019fc5a4a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
000000019fc5b04c (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
000000019fc5a104 (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
000000019fc5a808 (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
000000019fc5ae68 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
000000019fc5af68 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
000000019fc5ab80 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
000000019fc5ac9c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
000000019fc5b274 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
000000019fc5b250 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
000000019fc5b22c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
000000019fc5b208 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
000000019fc5a724 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
000000019fc5ad80 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
000000019fc5b1e8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
000000019fc5b1c8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
000000019fc5b0e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
000000019fc5aa74 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
000000019fc5a95c (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
000000019fc5dcf4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
000000019fc5d84c (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
000000019fc5da84 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
000000019fc5d768 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
000000019fc5d684 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
000000019fc5dbbc (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
000000019fc518cc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
000000019fc51884 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
000000019fc5188c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
000000019fc518a4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
000000019fc51878 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
000000019fc51894 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
000000019fc516f0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
000000019fc51224 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
000000019fc514a8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
000000019fc5137c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
000000019fc51208 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
000000019fc518ac (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
000000019fc51494 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
000000019fc518c4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
000000019fc518bc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
000000019fc51820 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
000000019fc518b4 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
000000019fc5189c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
000000019fc63748 (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
