                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ff80d93f4eb (__TEXT,__text) external ___cmph_dump
00007ff80d939e59 (__TEXT,__text) external _bmz8_dump
00007ff80d939f7b (__TEXT,__text) external _bmz8_load
00007ff80d939008 (__TEXT,__text) external _bmz8_new
00007ff80d9431c6 (__TEXT,__text) non-external _bmz8_new.cold.1
00007ff80d93a17d (__TEXT,__text) external _bmz8_pack
00007ff80d93a223 (__TEXT,__text) external _bmz8_packed_size
00007ff80d93a0ad (__TEXT,__text) external _bmz8_search
00007ff80d93a277 (__TEXT,__text) external _bmz8_search_packed
00007ff80d93a349 (__TEXT,__text) non-external _bmz8_traverse
00007ff80d9431e9 (__TEXT,__text) non-external _bmz8_traverse.cold.1
00007ff80d937bcb (__TEXT,__text) external _bmz_config_destroy
00007ff80d937ba4 (__TEXT,__text) external _bmz_config_new
00007ff80d937bd9 (__TEXT,__text) external _bmz_config_set_hashfuncs
00007ff80d938c9d (__TEXT,__text) external _bmz_destroy
00007ff80d9389dc (__TEXT,__text) external _bmz_dump
00007ff80d938b04 (__TEXT,__text) external _bmz_load
00007ff80d937c0c (__TEXT,__text) external _bmz_new
00007ff80d943180 (__TEXT,__text) non-external _bmz_new.cold.1
00007ff80d938cea (__TEXT,__text) external _bmz_pack
00007ff80d938d93 (__TEXT,__text) external _bmz_packed_size
00007ff80d938c39 (__TEXT,__text) external _bmz_search
00007ff80d938de7 (__TEXT,__text) external _bmz_search_packed
00007ff80d938e95 (__TEXT,__text) non-external _bmz_traverse
00007ff80d9431a3 (__TEXT,__text) non-external _bmz_traverse.cold.1
00007ff80d93a4dd (__TEXT,__text) external _brz_config_destroy
00007ff80d93a467 (__TEXT,__text) external _brz_config_new
00007ff80d93a60f (__TEXT,__text) external _brz_config_set_algo
00007ff80d93a5f1 (__TEXT,__text) external _brz_config_set_b
00007ff80d93a4fe (__TEXT,__text) external _brz_config_set_hashfuncs
00007ff80d93a52a (__TEXT,__text) external _brz_config_set_memory_availability
00007ff80d93a5d7 (__TEXT,__text) external _brz_config_set_mphf_fd
00007ff80d94320c (__TEXT,__text) non-external _brz_config_set_mphf_fd.cold.1
00007ff80d93a53e (__TEXT,__text) external _brz_config_set_tmp_dir
00007ff80d93bae2 (__TEXT,__text) external _brz_destroy
00007ff80d93b59d (__TEXT,__text) external _brz_dump
00007ff80d93b646 (__TEXT,__text) external _brz_load
00007ff80d9432b9 (__TEXT,__text) non-external _brz_load.cold.1
00007ff80d93a626 (__TEXT,__text) external _brz_new
00007ff80d94322d (__TEXT,__text) non-external _brz_new.cold.1
00007ff80d943250 (__TEXT,__text) non-external _brz_new.cold.2
00007ff80d943273 (__TEXT,__text) non-external _brz_new.cold.3
00007ff80d943296 (__TEXT,__text) non-external _brz_new.cold.4
00007ff80d93bb89 (__TEXT,__text) external _brz_pack
00007ff80d9432ff (__TEXT,__text) non-external _brz_pack.cold.1
00007ff80d93bd3e (__TEXT,__text) external _brz_packed_size
00007ff80d943322 (__TEXT,__text) non-external _brz_packed_size.cold.1
00007ff80d93b8fe (__TEXT,__text) external _brz_search
00007ff80d9432dc (__TEXT,__text) non-external _brz_search.cold.1
00007ff80d93be3a (__TEXT,__text) external _brz_search_packed
00007ff80d943345 (__TEXT,__text) non-external _brz_search_packed.cold.1
00007ff80d93c358 (__TEXT,__text) external _buffer_entry_destroy
00007ff80d93c1e1 (__TEXT,__text) external _buffer_entry_get_capacity
00007ff80d93c308 (__TEXT,__text) non-external _buffer_entry_load
00007ff80d93c182 (__TEXT,__text) external _buffer_entry_new
00007ff80d93c1b3 (__TEXT,__text) external _buffer_entry_open
00007ff80d93c1ea (__TEXT,__text) external _buffer_entry_read_key
00007ff80d93c1d8 (__TEXT,__text) external _buffer_entry_set_capacity
00007ff80d93c4c7 (__TEXT,__text) external _buffer_manager_destroy
00007ff80d93c387 (__TEXT,__text) external _buffer_manager_new
00007ff80d93c41f (__TEXT,__text) external _buffer_manager_open
00007ff80d93c436 (__TEXT,__text) external _buffer_manager_read_key
                 (undefined) external _calloc (from libSystem)
00007ff80d93c54d (__TEXT,__text) external _chd_config_destroy
00007ff80d93c510 (__TEXT,__text) external _chd_config_new
00007ff80d93c583 (__TEXT,__text) external _chd_config_set_b
00007ff80d93c572 (__TEXT,__text) external _chd_config_set_hashfuncs
00007ff80d93c594 (__TEXT,__text) external _chd_config_set_keys_per_bin
00007ff80d93c8a1 (__TEXT,__text) external _chd_destroy
00007ff80d93c830 (__TEXT,__text) external _chd_dump
00007ff80d93c790 (__TEXT,__text) external _chd_load
00007ff80d93c5a5 (__TEXT,__text) external _chd_new
00007ff80d93c905 (__TEXT,__text) external _chd_pack
00007ff80d93c94b (__TEXT,__text) external _chd_packed_size
00007ff80d93c9cb (__TEXT,__text) external _chd_ph_config_destroy
00007ff80d93c990 (__TEXT,__text) external _chd_ph_config_new
00007ff80d93ca04 (__TEXT,__text) external _chd_ph_config_set_b
00007ff80d943368 (__TEXT,__text) non-external _chd_ph_config_set_b.cold.1
00007ff80d93c9f1 (__TEXT,__text) external _chd_ph_config_set_hashfuncs
00007ff80d93ca2b (__TEXT,__text) external _chd_ph_config_set_keys_per_bin
00007ff80d94338b (__TEXT,__text) non-external _chd_ph_config_set_keys_per_bin.cold.1
00007ff80d93d7f0 (__TEXT,__text) external _chd_ph_destroy
00007ff80d93d706 (__TEXT,__text) external _chd_ph_dump
00007ff80d93d5f5 (__TEXT,__text) external _chd_ph_load
00007ff80d93ca52 (__TEXT,__text) external _chd_ph_new
00007ff80d9433ae (__TEXT,__text) non-external _chd_ph_new.cold.1
00007ff80d93d8c6 (__TEXT,__text) external _chd_ph_pack
00007ff80d93d924 (__TEXT,__text) external _chd_ph_packed_size
00007ff80d93d82b (__TEXT,__text) external _chd_ph_search
00007ff80d93d953 (__TEXT,__text) external _chd_ph_search_packed
00007ff80d93c8d5 (__TEXT,__text) external _chd_search
00007ff80d93c95f (__TEXT,__text) external _chd_search_packed
00007ff80d942765 (__TEXT,__text) external _check_primality
00007ff80d93dbfc (__TEXT,__text) external _chm_config_destroy
00007ff80d93dbd5 (__TEXT,__text) external _chm_config_new
00007ff80d93dc0a (__TEXT,__text) external _chm_config_set_hashfuncs
00007ff80d93e409 (__TEXT,__text) external _chm_destroy
00007ff80d93e12d (__TEXT,__text) external _chm_dump
00007ff80d93e255 (__TEXT,__text) external _chm_load
00007ff80d93dc3d (__TEXT,__text) external _chm_new
00007ff80d9433cf (__TEXT,__text) non-external _chm_new.cold.1
00007ff80d93e456 (__TEXT,__text) external _chm_pack
00007ff80d93e505 (__TEXT,__text) external _chm_packed_size
00007ff80d93e38a (__TEXT,__text) external _chm_search
00007ff80d93e559 (__TEXT,__text) external _chm_search_packed
00007ff80d93e059 (__TEXT,__text) non-external _chm_traverse
00007ff80d93ee43 (__TEXT,__text) external _cmph_config_destroy
00007ff80d94352b (__TEXT,__text) non-external _cmph_config_destroy.cold.1
00007ff80d93ec28 (__TEXT,__text) external _cmph_config_new
00007ff80d9434c2 (__TEXT,__text) non-external _cmph_config_new.cold.1
00007ff80d93ec5d (__TEXT,__text) external _cmph_config_set_algo
00007ff80d9434e5 (__TEXT,__text) non-external _cmph_config_set_algo.cold.1
00007ff80d943508 (__TEXT,__text) non-external _cmph_config_set_algo.cold.2
00007ff80d93edc2 (__TEXT,__text) external _cmph_config_set_b
00007ff80d93ef88 (__TEXT,__text) external _cmph_config_set_graphsize
00007ff80d93ef0d (__TEXT,__text) external _cmph_config_set_hashfuncs
00007ff80d93ee14 (__TEXT,__text) external _cmph_config_set_keys_per_bin
00007ff80d93ee32 (__TEXT,__text) external _cmph_config_set_memory_availability
00007ff80d93edb1 (__TEXT,__text) external _cmph_config_set_mphf_fd
00007ff80d93eda0 (__TEXT,__text) external _cmph_config_set_tmp_dir
00007ff80d93ef04 (__TEXT,__text) external _cmph_config_set_verbosity
00007ff80d93f281 (__TEXT,__text) external _cmph_destroy
00007ff80d9435da (__TEXT,__text) non-external _cmph_destroy.cold.1
00007ff80d93f094 (__TEXT,__text) external _cmph_dump
00007ff80d943571 (__TEXT,__text) non-external _cmph_dump.cold.1
00007ff8424a87f0 (__DATA,__data) external _cmph_hash_names
00007ff80d93e92d (__TEXT,__text) external _cmph_io_byte_vector_adapter
00007ff80d93ea36 (__TEXT,__text) external _cmph_io_byte_vector_adapter_destroy
00007ff80d93e620 (__TEXT,__text) external _cmph_io_nlfile_adapter
00007ff80d9433f0 (__TEXT,__text) non-external _cmph_io_nlfile_adapter.cold.1
00007ff80d93e8c9 (__TEXT,__text) external _cmph_io_nlfile_adapter_destroy
00007ff80d93e8d3 (__TEXT,__text) external _cmph_io_nlnkfile_adapter
00007ff80d943413 (__TEXT,__text) non-external _cmph_io_nlnkfile_adapter.cold.1
00007ff80d93e923 (__TEXT,__text) external _cmph_io_nlnkfile_adapter_destroy
00007ff80d93ea55 (__TEXT,__text) external _cmph_io_struct_vector_adapter
00007ff80d94347c (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.1
00007ff80d94349f (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.2
00007ff80d93eb69 (__TEXT,__text) external _cmph_io_struct_vector_adapter_destroy
00007ff80d93eb88 (__TEXT,__text) external _cmph_io_vector_adapter
00007ff80d93ec09 (__TEXT,__text) external _cmph_io_vector_adapter_destroy
00007ff80d93e959 (__TEXT,__text) non-external _cmph_io_vector_new
00007ff80d943436 (__TEXT,__text) non-external _cmph_io_vector_new.cold.1
00007ff80d943459 (__TEXT,__text) non-external _cmph_io_vector_new.cold.2
00007ff80d93f114 (__TEXT,__text) external _cmph_load
00007ff80d943594 (__TEXT,__text) non-external _cmph_load.cold.1
00007ff8424a87a0 (__DATA,__data) external _cmph_names
00007ff80d93ef93 (__TEXT,__text) external _cmph_new
00007ff80d94354e (__TEXT,__text) non-external _cmph_new.cold.1
00007ff80d93f300 (__TEXT,__text) external _cmph_pack
00007ff80d9435fd (__TEXT,__text) non-external _cmph_pack.cold.1
00007ff80d93f384 (__TEXT,__text) external _cmph_packed_size
00007ff80d943620 (__TEXT,__text) non-external _cmph_packed_size.cold.1
00007ff80d93f1f4 (__TEXT,__text) external _cmph_search
00007ff80d9435b7 (__TEXT,__text) non-external _cmph_search.cold.1
00007ff80d93f404 (__TEXT,__text) external _cmph_search_packed
00007ff80d943643 (__TEXT,__text) non-external _cmph_search_packed.cold.1
00007ff80d93f278 (__TEXT,__text) external _cmph_size
00007ff80d93f666 (__TEXT,__text) external _compressed_rank_destroy
00007ff80d93f8ec (__TEXT,__text) external _compressed_rank_dump
00007ff80d93f692 (__TEXT,__text) external _compressed_rank_generate
00007ff80d93f8c1 (__TEXT,__text) external _compressed_rank_get_space_usage
00007ff80d93f63d (__TEXT,__text) external _compressed_rank_init
00007ff80d93f9d7 (__TEXT,__text) external _compressed_rank_load
00007ff80d93fa5d (__TEXT,__text) external _compressed_rank_pack
00007ff80d93fabc (__TEXT,__text) external _compressed_rank_packed_size
00007ff80d93f7df (__TEXT,__text) external _compressed_rank_query
00007ff80d93fae8 (__TEXT,__text) external _compressed_rank_query_packed
00007ff80d93fc0e (__TEXT,__text) external _compressed_seq_destroy
00007ff80d940034 (__TEXT,__text) external _compressed_seq_dump
00007ff80d93fc45 (__TEXT,__text) external _compressed_seq_generate
00007ff80d93feb4 (__TEXT,__text) external _compressed_seq_get_space_usage
00007ff80d93fbe0 (__TEXT,__text) external _compressed_seq_init
00007ff80d94016a (__TEXT,__text) external _compressed_seq_load
00007ff80d94023b (__TEXT,__text) external _compressed_seq_pack
00007ff80d94029a (__TEXT,__text) external _compressed_seq_packed_size
00007ff80d93feec (__TEXT,__text) external _compressed_seq_query
00007ff80d943666 (__TEXT,__text) non-external _compressed_seq_query.cold.1
00007ff80d9402d1 (__TEXT,__text) external _compressed_seq_query_packed
00007ff80d941c0e (__TEXT,__text) non-external _cyclic_del_edge
00007ff80d941aba (__TEXT,__text) non-external _del_edge_point
00007ff80d9439ed (__TEXT,__text) non-external _del_edge_point.cold.1
                 (undefined) external _exit (from libSystem)
00007ff80d94170a (__TEXT,__text) external _fch_buckets_destroy
00007ff80d943906 (__TEXT,__text) non-external _fch_buckets_destroy.cold.1
00007ff80d94156b (__TEXT,__text) external _fch_buckets_get_indexes_sorted_by_size
00007ff80d9438a3 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.1
00007ff80d9438c4 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.2
00007ff80d9414d1 (__TEXT,__text) external _fch_buckets_get_key
00007ff80d9437d9 (__TEXT,__text) non-external _fch_buckets_get_key.cold.1
00007ff80d9437fa (__TEXT,__text) non-external _fch_buckets_get_key.cold.2
00007ff80d94381b (__TEXT,__text) non-external _fch_buckets_get_key.cold.3
00007ff80d941515 (__TEXT,__text) external _fch_buckets_get_keylength
00007ff80d94383e (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.1
00007ff80d94385f (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.2
00007ff80d943880 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.3
00007ff80d941559 (__TEXT,__text) external _fch_buckets_get_max_size
00007ff80d941562 (__TEXT,__text) external _fch_buckets_get_nbuckets
00007ff80d9414a4 (__TEXT,__text) external _fch_buckets_get_size
00007ff80d943795 (__TEXT,__text) non-external _fch_buckets_get_size.cold.1
00007ff80d9437b6 (__TEXT,__text) non-external _fch_buckets_get_size.cold.2
00007ff80d9413a6 (__TEXT,__text) external _fch_buckets_insert
00007ff80d94370f (__TEXT,__text) non-external _fch_buckets_insert.cold.1
00007ff80d943730 (__TEXT,__text) non-external _fch_buckets_insert.cold.2
00007ff80d943751 (__TEXT,__text) non-external _fch_buckets_insert.cold.3
00007ff80d943772 (__TEXT,__text) non-external _fch_buckets_insert.cold.4
00007ff80d941373 (__TEXT,__text) external _fch_buckets_is_empty
00007ff80d9436cb (__TEXT,__text) non-external _fch_buckets_is_empty.cold.1
00007ff80d9436ec (__TEXT,__text) non-external _fch_buckets_is_empty.cold.2
00007ff80d9412f9 (__TEXT,__text) external _fch_buckets_new
00007ff80d943689 (__TEXT,__text) non-external _fch_buckets_new.cold.1
00007ff80d9436aa (__TEXT,__text) non-external _fch_buckets_new.cold.2
00007ff80d941654 (__TEXT,__text) external _fch_buckets_print
00007ff80d9438e5 (__TEXT,__text) non-external _fch_buckets_print.cold.1
00007ff80d9404d6 (__TEXT,__text) external _fch_calc_b
00007ff80d940527 (__TEXT,__text) external _fch_calc_p1
00007ff80d940542 (__TEXT,__text) external _fch_calc_p2
00007ff80d94045f (__TEXT,__text) external _fch_config_destroy
00007ff80d940430 (__TEXT,__text) external _fch_config_new
00007ff80d94046d (__TEXT,__text) external _fch_config_set_hashfuncs
00007ff80d941048 (__TEXT,__text) external _fch_destroy
00007ff80d940ced (__TEXT,__text) external _fch_dump
00007ff80d940e2f (__TEXT,__text) external _fch_load
00007ff80d94055d (__TEXT,__text) external _fch_new
00007ff80d941085 (__TEXT,__text) external _fch_pack
00007ff80d941178 (__TEXT,__text) external _fch_packed_size
00007ff80d940fa9 (__TEXT,__text) external _fch_search
00007ff80d9411c5 (__TEXT,__text) external _fch_search_packed
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ff80d941f2d (__TEXT,__text) non-external _find_degree1_edge
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80d94196d (__TEXT,__text) external _graph_add_edge
00007ff80d943927 (__TEXT,__text) non-external _graph_add_edge.cold.1
00007ff80d943948 (__TEXT,__text) non-external _graph_add_edge.cold.2
00007ff80d943969 (__TEXT,__text) non-external _graph_add_edge.cold.3
00007ff80d94398a (__TEXT,__text) non-external _graph_add_edge.cold.4
00007ff80d941830 (__TEXT,__text) external _graph_clear_edges
00007ff80d941e2d (__TEXT,__text) external _graph_contains_edge
00007ff80d941a85 (__TEXT,__text) external _graph_del_edge
00007ff80d941887 (__TEXT,__text) external _graph_destroy
00007ff80d9419e9 (__TEXT,__text) external _graph_edge_id
00007ff80d9439ab (__TEXT,__text) non-external _graph_edge_id.cold.1
00007ff80d9439cc (__TEXT,__text) non-external _graph_edge_id.cold.2
00007ff80d941b64 (__TEXT,__text) external _graph_is_cyclic
00007ff80d941ed7 (__TEXT,__text) external _graph_ncritical_nodes
00007ff80d941ee0 (__TEXT,__text) external _graph_neighbors_it
00007ff80d9417b4 (__TEXT,__text) external _graph_new
00007ff80d941ef6 (__TEXT,__text) external _graph_next_neighbor
00007ff80d941ca1 (__TEXT,__text) external _graph_node_is_critical
00007ff80d941ccc (__TEXT,__text) external _graph_obtain_critical_nodes
00007ff80d9418c2 (__TEXT,__text) external _graph_print
00007ff80d941ec4 (__TEXT,__text) external _graph_vertex_id
00007ff80d941fe3 (__TEXT,__text) external _hash
00007ff80d943a31 (__TEXT,__text) non-external _hash.cold.1
00007ff80d9421d4 (__TEXT,__text) external _hash_get_type
00007ff80d94219d (__TEXT,__text) external _hash_packed
00007ff80d943b1c (__TEXT,__text) non-external _hash_packed.cold.1
00007ff80d9420e3 (__TEXT,__text) external _hash_state_copy
00007ff80d943a94 (__TEXT,__text) non-external _hash_state_copy.cold.1
00007ff80d94215c (__TEXT,__text) external _hash_state_destroy
00007ff80d943ab5 (__TEXT,__text) non-external _hash_state_destroy.cold.1
00007ff80d942011 (__TEXT,__text) external _hash_state_dump
00007ff80d943a73 (__TEXT,__text) non-external _hash_state_dump.cold.1
00007ff80d94210a (__TEXT,__text) external _hash_state_load
00007ff80d941fc3 (__TEXT,__text) external _hash_state_new
00007ff80d943a10 (__TEXT,__text) non-external _hash_state_new.cold.1
00007ff80d942172 (__TEXT,__text) external _hash_state_pack
00007ff80d943ad6 (__TEXT,__text) non-external _hash_state_pack.cold.1
00007ff80d942188 (__TEXT,__text) external _hash_state_packed_size
00007ff80d943af9 (__TEXT,__text) non-external _hash_state_packed_size.cold.1
00007ff80d941ffb (__TEXT,__text) external _hash_vector
00007ff80d943a52 (__TEXT,__text) non-external _hash_vector.cold.1
00007ff80d9421b8 (__TEXT,__text) external _hash_vector_packed
00007ff80d943b3f (__TEXT,__text) non-external _hash_vector_packed.cold.1
00007ff80d942216 (__TEXT,__text) external _jenkins_hash
00007ff80d9425c6 (__TEXT,__text) external _jenkins_hash_packed
00007ff80d942510 (__TEXT,__text) external _jenkins_hash_vector_
00007ff80d94260a (__TEXT,__text) external _jenkins_hash_vector_packed
00007ff80d942561 (__TEXT,__text) external _jenkins_state_copy
00007ff80d94220c (__TEXT,__text) external _jenkins_state_destroy
00007ff80d94251d (__TEXT,__text) external _jenkins_state_dump
00007ff80d942581 (__TEXT,__text) external _jenkins_state_load
00007ff80d9421dc (__TEXT,__text) external _jenkins_state_new
00007ff80d9425a6 (__TEXT,__text) external _jenkins_state_pack
00007ff80d9425bb (__TEXT,__text) external _jenkins_state_packed_size
00007ff80d93e9b8 (__TEXT,__text) non-external _key_byte_vector_read
00007ff80d93e8b2 (__TEXT,__text) non-external _key_nlfile_dispose
00007ff80d93e761 (__TEXT,__text) non-external _key_nlfile_read
00007ff80d93e8bf (__TEXT,__text) non-external _key_nlfile_rewind
00007ff80d93eaf7 (__TEXT,__text) non-external _key_struct_vector_read
00007ff80d93eb5c (__TEXT,__text) non-external _key_struct_vector_rewind
00007ff80d93ea1c (__TEXT,__text) non-external _key_vector_dispose
00007ff80d93ebb4 (__TEXT,__text) non-external _key_vector_read
00007ff80d93ea29 (__TEXT,__text) non-external _key_vector_rewind
                 (undefined) external _log (from libSystem)
00007ff80d943ee0 (__TEXT,__const) non-external _lookup_table
00007ff80d94264e (__TEXT,__text) external _lsmap_append
00007ff80d94272f (__TEXT,__text) external _lsmap_destroy
00007ff80d9426dc (__TEXT,__text) external _lsmap_foreach_key
00007ff80d942705 (__TEXT,__text) external _lsmap_foreach_value
00007ff80d942616 (__TEXT,__text) external _lsmap_new
00007ff80d94269c (__TEXT,__text) external _lsmap_search
00007ff80d94263d (__TEXT,__text) external _lsmap_size
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80d9404a0 (__TEXT,__text) external _mixh10h11h12
                 (undefined) external _perror (from libSystem)
00007ff80d93da23 (__TEXT,__text) non-external _place_bucket_probe
00007ff80d943ed8 (__TEXT,__const) non-external _pow3_table
                 (undefined) external _printf (from libSystem)
                 (undefined) external _rand (from libSystem)
00007ff80d944680 (__TEXT,__const) non-external _rank_lookup_table
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _rewind (from libSystem)
00007ff80d942991 (__TEXT,__text) external _select_destroy
00007ff80d942c0a (__TEXT,__text) external _select_dump
00007ff80d9429ba (__TEXT,__text) external _select_generate
00007ff80d942973 (__TEXT,__text) external _select_get_space_usage
00007ff80d94295f (__TEXT,__text) external _select_init
00007ff80d942cbf (__TEXT,__text) external _select_load
00007ff80d944780 (__TEXT,__const) non-external _select_lookup_table
00007ff80d942b9e (__TEXT,__text) external _select_next_query
00007ff80d942e7c (__TEXT,__text) external _select_next_query_packed
00007ff80d942d6d (__TEXT,__text) external _select_pack
00007ff80d942dcc (__TEXT,__text) external _select_packed_size
00007ff80d942b1f (__TEXT,__text) external _select_query
00007ff80d942deb (__TEXT,__text) external _select_query_packed
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ff80d943eb8 (__TEXT,__const) non-external _valuemask
00007ff80d942fe8 (__TEXT,__text) external _vqueue_destroy
00007ff80d942f38 (__TEXT,__text) external _vqueue_insert
00007ff80d943b62 (__TEXT,__text) non-external _vqueue_insert.cold.1
00007ff80d942f27 (__TEXT,__text) external _vqueue_is_empty
00007ff80d942ee6 (__TEXT,__text) external _vqueue_new
00007ff80d942f86 (__TEXT,__text) external _vqueue_print
00007ff80d942f5f (__TEXT,__text) external _vqueue_remove
00007ff80d943b83 (__TEXT,__text) non-external _vqueue_remove.cold.1
00007ff80d943034 (__TEXT,__text) external _vstack_destroy
00007ff80d943bc5 (__TEXT,__text) non-external _vstack_destroy.cold.1
00007ff80d943139 (__TEXT,__text) external _vstack_empty
00007ff80d943ccd (__TEXT,__text) non-external _vstack_empty.cold.1
00007ff80d943007 (__TEXT,__text) external _vstack_new
00007ff80d943ba4 (__TEXT,__text) non-external _vstack_new.cold.1
00007ff80d9430ec (__TEXT,__text) external _vstack_pop
00007ff80d943c49 (__TEXT,__text) non-external _vstack_pop.cold.1
00007ff80d943c6a (__TEXT,__text) non-external _vstack_pop.cold.2
00007ff80d943065 (__TEXT,__text) external _vstack_push
00007ff80d943be6 (__TEXT,__text) non-external _vstack_push.cold.1
00007ff80d943098 (__TEXT,__text) external _vstack_reserve
00007ff80d943c07 (__TEXT,__text) non-external _vstack_reserve.cold.1
00007ff80d943c28 (__TEXT,__text) non-external _vstack_reserve.cold.2
00007ff80d943155 (__TEXT,__text) external _vstack_size
00007ff80d94310f (__TEXT,__text) external _vstack_top
00007ff80d943c8b (__TEXT,__text) non-external _vstack_top.cold.1
00007ff80d943cac (__TEXT,__text) non-external _vstack_top.cold.2
