                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff80e5d6c36 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff80e5d6f40 (__TEXT,__text) external _KClientGetExpirationTime
00007ff80e5d6f09 (__TEXT,__text) external _KClientGetLocalAddress
00007ff80e5d6c62 (__TEXT,__text) external _KClientGetLocalRealmDeprecated
00007ff80e5d6d33 (__TEXT,__text) external _KClientGetNthCredentialDeprecated
00007ff80e5d6c99 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
00007ff80e5d6ca4 (__TEXT,__text) external _KClientGetNthServerDeprecated
00007ff80e5d6cc5 (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff80e5d6cd0 (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff80e5d6cf1 (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff80e5d6d28 (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff80e5d6ce6 (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff80e5d6fda (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff80e5d6c78 (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff80e5d6f1f (__TEXT,__text) external _KClientGetRemoteAddress
00007ff80e5d6ef3 (__TEXT,__text) external _KClientGetServerPrincipal
00007ff80e5d6f82 (__TEXT,__text) external _KClientGetServiceKey
00007ff80e5d6f35 (__TEXT,__text) external _KClientGetSessionKey
00007ff80e5d6e0c (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff80e5d6e85 (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff80e5d6f98 (__TEXT,__text) external _KClientGetTicketForService
00007ff80e5d6dca (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff80e5d6dd5 (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff80e5d6d3e (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff80e5d6eb1 (__TEXT,__text) external _KClientGetVersion
00007ff80e5d6f6c (__TEXT,__text) external _KClientKeyFileLogin
00007ff80e5d6f56 (__TEXT,__text) external _KClientLogin
00007ff80e5d6de0 (__TEXT,__text) external _KClientLoginCompat
00007ff80e5d6f77 (__TEXT,__text) external _KClientLogout
00007ff80e5d6df6 (__TEXT,__text) external _KClientLogoutCompat
00007ff80e5d6e90 (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff80e5d6ebc (__TEXT,__text) external _KClientNewClientSession
00007ff80e5d6ec7 (__TEXT,__text) external _KClientNewServerSession
00007ff80e5d6db4 (__TEXT,__text) external _KClientNewSessionCompat
00007ff80e5d6f61 (__TEXT,__text) external _KClientPasswordLogin
00007ff80e5d6deb (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff80e5d7027 (__TEXT,__text) external _KClientPrincipalToV4String
00007ff80e5d7032 (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff80e5d6ffb (__TEXT,__text) external _KClientProtectIntegrity
00007ff80e5d6e2d (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff80e5d6ee8 (__TEXT,__text) external _KClientSetClientPrincipal
00007ff80e5d6f4b (__TEXT,__text) external _KClientSetKeyFile
00007ff80e5d6f14 (__TEXT,__text) external _KClientSetLocalAddress
00007ff80e5d6c6d (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff80e5d6cdb (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff80e5d6f2a (__TEXT,__text) external _KClientSetRemoteAddress
00007ff80e5d6efe (__TEXT,__text) external _KClientSetServerPrincipal
00007ff80e5d6e01 (__TEXT,__text) external _KClientStatusCompat
00007ff80e5d701c (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff80e5d6fc4 (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff80e5d6fae (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff80e5d7006 (__TEXT,__text) external _KClientVerifyIntegrity
00007ff80e5d6e38 (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff80e5d6fb9 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff80e5d6e9b (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff80e5d6ea6 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff80e5d6da9 (__TEXT,__text) external _KClientVersionCompat
00007ff80e5d1841 (__TEXT,__text) external _KLAcquireInitialTickets
00007ff80e5d199d (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff80e5d20b7 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff80e5d1913 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff80e5d20dd (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff80e5d1a56 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff80e5d18be (__TEXT,__text) external _KLAcquireNewTickets
00007ff80e5d1a11 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff80e5d17ff (__TEXT,__text) external _KLAcquireTickets
00007ff80e5d1958 (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff80e5d1bb6 (__TEXT,__text) external _KLCacheHasValidTickets
00007ff80e5d2847 (__TEXT,__text) external _KLCancelAllDialogs
00007ff80e5d20ac (__TEXT,__text) external _KLChangePassword
00007ff80e5d284f (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff80e5d2c65 (__TEXT,__text) external _KLComparePrincipal
00007ff80e5d2944 (__TEXT,__text) external _KLCountKerberosRealms
00007ff80e5d2cfb (__TEXT,__text) external _KLCreateLoginOptions
00007ff80e5d2a34 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff80e5d2a63 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff80e5d29af (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff80e5d2972 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff80e5d206e (__TEXT,__text) external _KLDestroyTickets
00007ff80e5d2eb3 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff80e5d2cbf (__TEXT,__text) external _KLDisposePrincipal
00007ff80e5d2f00 (__TEXT,__text) external _KLDisposeString
00007ff80e5d2880 (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff80e5d1bab (__TEXT,__text) external _KLGetApplicationOptions
00007ff80e5d286a (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff80e5d2bdd (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff80e5d27c0 (__TEXT,__text) external _KLGetErrorString
00007ff80e5d2862 (__TEXT,__text) external _KLGetIdleCallback
00007ff80e5d294f (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff80e5d28e3 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff80e5d2917 (__TEXT,__text) external _KLGetKerberosRealm
00007ff80e5d2b55 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff80e5d2a92 (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff80e5d27b8 (__TEXT,__text) external _KLHandleError
00007ff80e5d2934 (__TEXT,__text) external _KLInsertKerberosRealm
00007ff80e5d2388 (__TEXT,__text) external _KLLastChangedTime
00007ff80e5d2e36 (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff80e5d2d9a (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff80e5d2dce (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff80e5d2e02 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff80e5d2e70 (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff80e5d2d66 (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff80e5d2e53 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff80e5d293c (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff80e5d292c (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff80e5d20e8 (__TEXT,__text) external _KLRenewInitialTickets
00007ff80e5d1ba3 (__TEXT,__text) external _KLSetApplicationOptions
00007ff80e5d2875 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff80e5d285a (__TEXT,__text) external _KLSetIdleCallback
00007ff80e5d2962 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff80e5d296a (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff80e5d2924 (__TEXT,__text) external _KLSetKerberosRealm
00007ff80e5d271f (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff80e5d20c2 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff80e5d266b (__TEXT,__text) external _KLTicketExpirationTime
00007ff80e5d25b7 (__TEXT,__text) external _KLTicketStartTime
00007ff80e5d2380 (__TEXT,__text) external _KLValidateInitialTickets
00007ff80e5d20d5 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff80e5d20cd (__TEXT,__text) external _KLVerifyInitialTickets
00007ff80e5d6943 (__TEXT,__text) external _KPCreatePreferencesFile
00007ff80e5d6927 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff80e5d691c (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff80e5d6911 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff80e5d692d (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff80e5d6938 (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff80e5d6e64 (__TEXT,__text) external _KServerAddKeyCompat
00007ff80e5d6e6f (__TEXT,__text) external _KServerGetKeyCompat
00007ff80e5d6e59 (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff80e5d6e7a (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff80e5d6e43 (__TEXT,__text) external _KServerNewSessionCompat
00007ff80e5d6e4e (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff80e5d5808 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff8427132d0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff80e5d2f36 (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff80e5d2f23 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff80e5d2f51 (__TEXT,__text) external ___KLAllowRememberPassword
00007ff80e5d2fb5 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff80e5d2f59 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff80e5d2fe4 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff80e5d2ff7 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff80e5d2f87 (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff80e5d3012 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff80e5d3022 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff80e5d301a (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff80e5d2fef (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff80e5d3002 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff80e5d2f46 (__TEXT,__text) external ___KLPromptMechanism
00007ff80e5d300a (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff80e5d2f0d (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff80e5d2f2e (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff80e5d2f15 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff80e5d2f3e (__TEXT,__text) external ___KLSetPromptMechanism
00007ff80e5d11e4 (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff80e5d11ec (__TEXT,__text) external ___KerberosDebugPrint
00007ff80e5d11f8 (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff80e5d11fe (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff80e5d11f2 (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff842712d08 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff80e5cd9f0 (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff8427127c8 (__DATA,__const) non-external ___block_descriptor_tmp
00007ff842712848 (__DATA,__const) non-external ___block_descriptor_tmp.11
00007ff842712808 (__DATA,__const) non-external ___block_descriptor_tmp.6
00007ff8427127e8 (__DATA,__const) non-external ___block_literal_global
00007ff842712868 (__DATA,__const) non-external ___block_literal_global.12
00007ff842712828 (__DATA,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff80e5d0960 (__TEXT,__text) non-external ___error_message_block_invoke
00007ff80e5cceb6 (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff80e5d00bc (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff80e5d1ccb (__TEXT,__text) non-external _acquireticket_ui
00007ff80e5d5119 (__TEXT,__text) non-external _add_data_to_buffer
00007ff80e5ccfec (__TEXT,__text) external _add_error_table
00007ff80e5d3acc (__TEXT,__text) non-external _add_to_list
00007ff80e5d849a (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff80e5d8580 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff80e5ccff4 (__TEXT,__text) external _cc_close
00007ff80e5ccffc (__TEXT,__text) external _cc_create
00007ff80e5cd004 (__TEXT,__text) external _cc_destroy
00007ff80e5cd00c (__TEXT,__text) external _cc_free_NC_info
00007ff80e5cd014 (__TEXT,__text) external _cc_free_creds
00007ff80e5cd01c (__TEXT,__text) external _cc_free_name
00007ff80e5cd024 (__TEXT,__text) external _cc_free_principal
00007ff842712be8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff80e5cd02c (__TEXT,__text) external _cc_get_NC_info
00007ff80e5cd034 (__TEXT,__text) external _cc_get_change_time
00007ff80e5cd03c (__TEXT,__text) external _cc_get_cred_version
00007ff80e5cd044 (__TEXT,__text) external _cc_get_name
00007ff80e5cd04c (__TEXT,__text) external _cc_get_principal
00007ff80e5ce8fa (__TEXT,__text) external _cc_initialize
00007ff80e5cf906 (__TEXT,__text) non-external _cc_iterator_clone
00007ff80e5cdfd7 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff80e5cf8c6 (__TEXT,__text) non-external _cc_iterator_release
00007ff80e5cd054 (__TEXT,__text) external _cc_open
00007ff80e5cd05c (__TEXT,__text) external _cc_remove_cred
00007ff80e5cd064 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff80e5cd06c (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff80e5cd074 (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff80e5cd07c (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff80e5cd084 (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff80e5cd08c (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff80e5cd094 (__TEXT,__text) external _cc_set_principal
00007ff80e5cd09c (__TEXT,__text) external _cc_shutdown
00007ff80e5cd0a4 (__TEXT,__text) external _cc_store
00007ff80e5cf81a (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff80e5cf5ff (__TEXT,__text) non-external _ccache_compare
00007ff80e5ce99c (__TEXT,__text) non-external _ccache_destroy
00007ff842712c50 (__DATA,__data) non-external _ccache_functions
00007ff80e5cf5b6 (__TEXT,__text) non-external _ccache_get_change_time
00007ff80e5cea75 (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff80e5cf6da (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff80e5cf562 (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff80e5cea8e (__TEXT,__text) non-external _ccache_get_name
00007ff80e5ceb1c (__TEXT,__text) non-external _ccache_get_principal
00007ff842712cf0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff80e5cf528 (__TEXT,__text) non-external _ccache_lock
00007ff80e5cf476 (__TEXT,__text) non-external _ccache_move
00007ff80e5cf3c2 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff80e5cdf90 (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff80e5cf1ed (__TEXT,__text) non-external _ccache_remove_credentials
00007ff80e5ce9fe (__TEXT,__text) non-external _ccache_set_default
00007ff80e5cf78d (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff80e5cec35 (__TEXT,__text) non-external _ccache_set_principal
00007ff80e5ced50 (__TEXT,__text) non-external _ccache_store_credentials
00007ff80e5cf545 (__TEXT,__text) non-external _ccache_unlock
00007ff80e5cf879 (__TEXT,__text) non-external _ccache_wait_for_change
00007ff80e5cf884 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff8427128f0 (__DATA,__const) non-external _conf_no
00007ff8427128b0 (__DATA,__const) non-external _conf_yes
00007ff842712a30 (__DATA,__data) non-external _context_change_time
00007ff80e5ce8ce (__TEXT,__text) non-external _context_compare
00007ff80e5ce3e5 (__TEXT,__text) non-external _context_create_ccache
00007ff80e5ce552 (__TEXT,__text) non-external _context_create_default_ccache
00007ff80e5ce6d6 (__TEXT,__text) non-external _context_create_new_ccache
00007ff80e5ce166 (__TEXT,__text) non-external _context_get_change_time
00007ff80e5ce1a5 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff80e5ce8be (__TEXT,__text) non-external _context_lock
00007ff80e5ce849 (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff80e5ce22c (__TEXT,__text) non-external _context_open_ccache
00007ff80e5ce31c (__TEXT,__text) non-external _context_open_default_ccache
00007ff80e5ce131 (__TEXT,__text) non-external _context_release
00007ff80e5ce8c6 (__TEXT,__text) non-external _context_unlock
00007ff80e5ce8ef (__TEXT,__text) non-external _context_wait_for_change
00007ff80e5cda7c (__TEXT,__text) non-external _cred_compare
00007ff80e5cdf3a (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff842712bd0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff80e5cda8d (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff80e5cdf45 (__TEXT,__text) non-external _cred_iter_release
00007ff80e5cda3d (__TEXT,__text) non-external _cred_release
00007ff842712bc0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff80e5d6959 (__TEXT,__text) external _decomp_ticket
00007ff80e5d6b87 (__TEXT,__text) external _dest_all_tkts
00007ff80e5d6b5e (__TEXT,__text) external _dest_tkt
00007ff80e5d00de (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff842712ea0 (__DATA,__bss) non-external _do_log
00007ff80e5d4ccb (__TEXT,__text) non-external _dump_profile
00007ff80e5d50f5 (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff80e5d5057 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff80e5cd0ac (__TEXT,__text) external _encode_krb5_as_req
00007ff80e5d3b3d (__TEXT,__text) non-external _end_list
00007ff80e5d08f4 (__TEXT,__text) external _error_message
00007ff842712ec0 (__DATA,__bss) non-external _error_message.buffer
00007ff842712eb0 (__DATA,__bss) non-external _error_message.et_list
00007ff842712ea8 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff80e5d2427 (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff8427132c8 (__DATA,__bss) non-external _g_cc_change_time
00007ff842712d10 (__DATA,__data) non-external _g_change_time_mutex
00007ff8427132c0 (__DATA,__bss) non-external _g_kl_change_time
00007ff80e5d6998 (__TEXT,__text) external _get_ad_tkt
00007ff80e5d6a03 (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff842712ae0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff842712af8 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff842712ab8 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff842712aa0 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff842712a70 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff842712a88 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
