00000001ca83b710 (__TEXT,__text) non-external -[CUICatalog(LIRepSelection) _LI_iconImageWithName:size:scale:idiom:subtype:gamut:layoutDirection:]
00000001ca839774 (__TEXT,__text) non-external ___createDocumentIconFromImage_block_invoke
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001ca83ad64 (__TEXT,__text) non-external __addContinuousCornerToPath
00000001ca836c40 (__TEXT,__text) non-external __bundleIsAppleInternal
00000001ca836c80 (__TEXT,__text) non-external __bundleIsRightToLeft
00000001ca8378b4 (__TEXT,__text) external __copyAppClipDefaultIconImages
00000001e472eef8 (__DATA,__bss) non-external __copyAppClipDefaultIconImages.__DefaultImageURLs
00000001e472ef00 (__DATA,__bss) non-external __copyAppClipDefaultIconImages.onceToken
00000001ca837728 (__TEXT,__text) non-external (was a private external) __copyDefaultIconImages
00000001e472eec8 (__DATA,__bss) non-external __copyDefaultIconImages.__DefaultImageURLs
00000001e472eed0 (__DATA,__bss) non-external __copyDefaultIconImages.onceToken
00000001ca83750c (__TEXT,__text) non-external (was a private external) __copyDefaultIconURLs
00000001ca837830 (__TEXT,__text) non-external (was a private external) __copyMessagesDefaultIconImages
00000001e472eee8 (__DATA,__bss) non-external __copyMessagesDefaultIconImages.__DefaultImageURLs
00000001e472eef0 (__DATA,__bss) non-external __copyMessagesDefaultIconImages.onceToken
00000001ca8377ac (__TEXT,__text) non-external (was a private external) __copyNanoDefaultIconImages
00000001e472eed8 (__DATA,__bss) non-external __copyNanoDefaultIconImages.__DefaultImageURLs
00000001e472eee0 (__DATA,__bss) non-external __copyNanoDefaultIconImages.onceToken
00000001ca8394bc (__TEXT,__text) non-external __createIcon
00000001ca8376d4 (__TEXT,__text) non-external __frameworkBundle
00000001e472ef08 (__DATA,__bss) non-external __frameworkBundle.frameworkBundle
00000001e472ef10 (__DATA,__bss) non-external __frameworkBundle.onceToken
00000001ca83b100 (__TEXT,__text) non-external __interiorPointForCorner
                 (undefined) external __kCFBundleIconFileKey (from CoreFoundation)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_signpost_emit_with_name_impl (from libSystem)
00000001ca8393c8 (__TEXT,__text) non-external _addURLsForCFBundleIconsEntry
00000001ca8392b8 (__TEXT,__text) non-external _addURLsForIconSpecifier
00000001ca83920c (__TEXT,__text) non-external _addURLsForIconSpecifiers
                 (undefined) external _bzero (from libSystem)
00000001ca83a0cc (__TEXT,__text) non-external _canonicalizePath
00000001ca835ff0 (__TEXT,__text) non-external _composedImageBoundsForVariant
00000001ca836910 (__TEXT,__text) non-external _copyIconsDictionaryForBundle
00000001ca836d94 (__TEXT,__text) non-external (was a private external) _copyImagesForIconURLsFilteringForVariant
00000001ca836aec (__TEXT,__text) non-external _copyPrimaryIconName
00000001ca83707c (__TEXT,__text) non-external _createCGImageForURL
00000001ca839b3c (__TEXT,__text) non-external _createCGImageFromFrameworkBundleResourceNamed
00000001ca83a238 (__TEXT,__text) non-external _createURLForFormatInBundle
00000001ca83a130 (__TEXT,__text) non-external _createURLForImageInBundleWithSizeIfExists
00000001ca837398 (__TEXT,__text) non-external _createURLForPrefixes
                 (undefined) external _dispatch_once (from libSystem)
00000001ca839d60 (__TEXT,__text) non-external _documentBaseNameForVariant
00000001ca835810 (__TEXT,__text) non-external _expectedInputSizeForVariant
00000001ca837a1c (__TEXT,__text) non-external _frameAndImageNamesForVariant
00000001ca83722c (__TEXT,__text) non-external _gatherURLsForBundleWithFiles
00000001ca83a028 (__TEXT,__text) non-external _isFilePathContainedInPath
00000001ca839ef0 (__TEXT,__text) non-external _isPropertyListBooleanTrue
00000001ca83a2d0 (__TEXT,__text) non-external _isRegularFileAtURL
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFAllocatorMalloc (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFLocaleUsesMetricSystem (from CoreFoundation)
                 (undefined) external _kCFTypeArrayCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeSetCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLFileSizeKey (from CoreFoundation)
                 (undefined) external _kCGColorSpaceExtendedSRGB (from CoreGraphics)
                 (undefined) external _kCGImageBlockBaseAddressAlignmentRequest (from CoreGraphics)
                 (undefined) external _kCGImageBlockBytesPerRowAlignmentRequest (from CoreGraphics)
                 (undefined) external _kCGImageBlockFormatBGRx8 (from CoreGraphics)
                 (undefined) external _kCGImageBlockFormatRequest (from CoreGraphics)
                 (undefined) external _kCGImageBlockMarkAsReadOnlyRequest (from CoreGraphics)
                 (undefined) external _kCGImageBlockSingletonRequest (from CoreGraphics)
                 (undefined) external _kCGImageSourceShouldCache (from ImageIO)
                 (undefined) external _kCGImageSourceSkipMetadata (from ImageIO)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _madvise (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001ca83de20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLForResource:withExtension:
00000001ca83de40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLsForResourcesWithExtension:subdirectory:
00000001ca83de60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001ca83de80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001ca83dea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001ca83dec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleWithIdentifier:
00000001ca83dee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001ca83df00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001ca83df20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createCGImageWithBitmapData:
00000001ca83df40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001ca83df60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getRelationship:ofDirectoryAtURL:toItemAtURL:error:
00000001ca83df80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001ca83dfa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$iconImageWithName:scaleFactor:deviceIdiom:deviceSubtype:displayGamut:layoutDirection:sizeClassHorizontal:sizeClassVertical:desiredSize:
00000001ca83dfc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001ca83dfe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringByAppendingString:
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
00000001ca83829c (__TEXT,__text) non-external _outputSizeForVariant
00000001ca83899c (__TEXT,__text) non-external (was a private external) _outputVisibleImageBoundsForVariant
                 (undefined) external _readlink (from libSystem)
00000001ca838718 (__TEXT,__text) non-external _scaleForVariant
00000001ca838948 (__TEXT,__text) non-external _sideInsetForVariant
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00000001ca8396b0 (__TEXT,__text) non-external _unskewedCompositingFrameForDestinationFrame
