                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external _atoi (from libSystem)
00007ff80de478f2 (__TEXT,__text) non-external _au_assemble
00007ff80de46db4 (__TEXT,__text) external _audit_token_to_asid
00007ff80de46dfc (__TEXT,__text) external _audit_token_to_au32
00007ff80de46dd8 (__TEXT,__text) external _audit_token_to_auid
00007ff80de46de1 (__TEXT,__text) external _audit_token_to_egid
00007ff80de46dc6 (__TEXT,__text) external _audit_token_to_euid
00007ff80de46dbd (__TEXT,__text) external _audit_token_to_pid
00007ff80de46df3 (__TEXT,__text) external _audit_token_to_pidversion
00007ff80de46dea (__TEXT,__text) external _audit_token_to_rgid
00007ff80de46dcf (__TEXT,__text) external _audit_token_to_ruid
00007ff80de5332d (__TEXT,__text) external _audit_write
00007ff80de535f0 (__TEXT,__text) external _audit_write_failure
00007ff80de536b5 (__TEXT,__text) external _audit_write_failure_ex
00007ff80de53817 (__TEXT,__text) external _audit_write_failure_na
00007ff80de53848 (__TEXT,__text) external _audit_write_failure_na_ex
00007ff80de5377a (__TEXT,__text) external _audit_write_failure_self
00007ff80de534af (__TEXT,__text) external _audit_write_success
00007ff80de53526 (__TEXT,__text) external _audit_write_success_ex
00007ff80de5359d (__TEXT,__text) external _audit_write_success_self
                 (undefined) external _auditon (from libSystem)
00007ff80de4f16d (__TEXT,__text) non-external _be64dec
00007ff80de559d0 (__TEXT,__const) non-external _bsm_domains
00007ff841379650 (__DATA_CONST,__const) non-external _bsm_errnos
00007ff80de55c50 (__TEXT,__const) non-external _bsm_fcntl_cmdtab
00007ff80de55c00 (__TEXT,__const) non-external _bsm_socket_types
00007ff80de5002c (__TEXT,__text) external _cannot_audit
                 (undefined) external _clearerr (from libSystem)
00007ff80de4f637 (__TEXT,__text) non-external _close_tag
                 (undefined) external _ctime_r (from libSystem)
00007ff80de48496 (__TEXT,__text) external _endac
00007ff80de480f4 (__TEXT,__text) external _endauclass
00007ff80de48ddb (__TEXT,__text) external _endauevent
00007ff80de52869 (__TEXT,__text) external _endauuser
00007ff84373d818 (__DATA,__bss) non-external _ev_cache
00007ff80de49276 (__TEXT,__text) non-external _eventfromstr
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
00007ff80de4a929 (__TEXT,__text) non-external _fetch_arb_tok
00007ff80de49acf (__TEXT,__text) non-external _fetch_arg32_tok
00007ff80de49b44 (__TEXT,__text) non-external _fetch_arg64_tok
00007ff80de49bb9 (__TEXT,__text) non-external _fetch_attr32_tok
00007ff80de49c67 (__TEXT,__text) non-external _fetch_attr64_tok
00007ff80de4a9a5 (__TEXT,__text) non-external _fetch_cert_hash_tok
00007ff80de49d69 (__TEXT,__text) non-external _fetch_execarg_tok
00007ff80de49d69 (__TEXT,__text) non-external _fetch_execenv_tok
00007ff80de49d26 (__TEXT,__text) non-external _fetch_exit_tok
00007ff80de49de9 (__TEXT,__text) non-external _fetch_file_tok
00007ff80de49718 (__TEXT,__text) non-external _fetch_header32_ex_tok
00007ff80de49668 (__TEXT,__text) non-external _fetch_header32_tok
00007ff80de49921 (__TEXT,__text) non-external _fetch_header64_ex_tok
00007ff80de4985c (__TEXT,__text) non-external _fetch_header64_tok
00007ff80de4aa23 (__TEXT,__text) non-external _fetch_identity_tok
00007ff80de49ece (__TEXT,__text) non-external _fetch_inaddr_ex_tok
00007ff80de49f2d (__TEXT,__text) non-external _fetch_ip_tok
00007ff80de4a038 (__TEXT,__text) non-external _fetch_ipc_tok
00007ff80de4a079 (__TEXT,__text) non-external _fetch_ipcperm_tok
00007ff80de4a9a5 (__TEXT,__text) non-external _fetch_krb5_principal_tok
00007ff80de49e60 (__TEXT,__text) non-external _fetch_newgroups_tok
00007ff80de4a141 (__TEXT,__text) non-external _fetch_process32_tok
00007ff80de4a241 (__TEXT,__text) non-external _fetch_process32ex_tok
00007ff80de4a37f (__TEXT,__text) non-external _fetch_process64_tok
00007ff80de4a492 (__TEXT,__text) non-external _fetch_process64ex_tok
00007ff80de4a038 (__TEXT,__text) non-external _fetch_return32_tok
00007ff80de4a5f9 (__TEXT,__text) non-external _fetch_return64_tok
00007ff80de4a7bb (__TEXT,__text) non-external _fetch_sock_inet128_tok
00007ff80de4a6c8 (__TEXT,__text) non-external _fetch_sock_inet32_tok
00007ff80de4a726 (__TEXT,__text) non-external _fetch_sock_unix_tok
00007ff80de4a63c (__TEXT,__text) non-external _fetch_socket_tok
00007ff80de4a81e (__TEXT,__text) non-external _fetch_socketex32_tok
00007ff80de4a141 (__TEXT,__text) non-external _fetch_subject32_tok
00007ff80de4a241 (__TEXT,__text) non-external _fetch_subject32ex_tok
00007ff80de4a37f (__TEXT,__text) non-external _fetch_subject64_tok
00007ff80de4a492 (__TEXT,__text) non-external _fetch_subject64ex_tok
00007ff80de49a88 (__TEXT,__text) non-external _fetch_trailer_tok
                 (undefined) external _fgetc (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff84373d810 (__DATA,__bss) non-external _firsttime
00007ff80de4fe92 (__TEXT,__text) non-external _flush_cache
                 (undefined) external _fopen (from libSystem)
00007ff84373d2d0 (__DATA,__bss) non-external _fp
00007ff84373d3e0 (__DATA,__bss) non-external _fp
00007ff84373d4f0 (__DATA,__bss) non-external _fp
00007ff84373d830 (__DATA,__bss) non-external _fp
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80de484cf (__TEXT,__text) external _getacdir
00007ff80de48aaa (__TEXT,__text) external _getacexpire
00007ff80de48707 (__TEXT,__text) external _getacfilesz
00007ff80de48856 (__TEXT,__text) external _getacflg
00007ff80de48a17 (__TEXT,__text) external _getachost
00007ff80de486a4 (__TEXT,__text) external _getacmin
00007ff80de488e2 (__TEXT,__text) external _getacna
00007ff80de4896e (__TEXT,__text) external _getacpol
00007ff80de48a01 (__TEXT,__text) external _getacsflagsmask
00007ff80de47e8a (__TEXT,__text) external _getauclassent
00007ff84373d1d8 (__DATA,__bss) non-external _getauclassent.c
00007ff84373d190 (__DATA,__bss) non-external _getauclassent.class_ent_desc
00007ff84373d180 (__DATA,__bss) non-external _getauclassent.class_ent_name
00007ff84373d1f0 (__DATA,__bss) non-external _getauclassent.cp
00007ff80de47d0e (__TEXT,__text) external _getauclassent_r
00007ff80de47d42 (__TEXT,__text) non-external _getauclassent_r_locked
00007ff80de47fc7 (__TEXT,__text) external _getauclassnam
00007ff84373d248 (__DATA,__bss) non-external _getauclassnam.c
00007ff84373d200 (__DATA,__bss) non-external _getauclassnam.class_ent_desc
00007ff84373d1f8 (__DATA,__bss) non-external _getauclassnam.class_ent_name
00007ff80de47f4e (__TEXT,__text) external _getauclassnam_r
00007ff80de4808f (__TEXT,__text) external _getauclassnum
00007ff84373d2b8 (__DATA,__bss) non-external _getauclassnum.c
00007ff84373d270 (__DATA,__bss) non-external _getauclassnum.class_ent_desc
00007ff84373d260 (__DATA,__bss) non-external _getauclassnum.class_ent_name
00007ff80de4802d (__TEXT,__text) external _getauclassnum_r
                 (undefined) external _getaudit_addr (from libSystem)
00007ff80de4938e (__TEXT,__text) external _getauditflagsbin
00007ff80de494cb (__TEXT,__text) external _getauditflagschar
00007ff80de48ec8 (__TEXT,__text) external _getauevent
00007ff84373d558 (__DATA,__bss) non-external _getauevent.e
00007ff84373d520 (__DATA,__bss) non-external _getauevent.event_ent_desc
00007ff84373d500 (__DATA,__bss) non-external _getauevent.event_ent_name
00007ff80de48e14 (__TEXT,__text) external _getauevent_r
00007ff80de4901e (__TEXT,__text) external _getauevnam
00007ff84373d5d8 (__DATA,__bss) non-external _getauevnam.e
00007ff84373d5a0 (__DATA,__bss) non-external _getauevnam.event_ent_desc
00007ff84373d580 (__DATA,__bss) non-external _getauevnam.event_ent_name
00007ff80de48f32 (__TEXT,__text) external _getauevnam_r
00007ff80de49262 (__TEXT,__text) external _getauevnonam
00007ff84373d700 (__DATA,__bss) non-external _getauevnonam.event
00007ff80de491d0 (__TEXT,__text) external _getauevnonam_r
00007ff84373d6d8 (__DATA,__bss) non-external _getauevnonam_r.e
00007ff84373d6f8 (__DATA,__bss) non-external _getauevnonam_r.ep
00007ff84373d6a0 (__DATA,__bss) non-external _getauevnonam_r.event_ent_desc
00007ff84373d680 (__DATA,__bss) non-external _getauevnonam_r.event_ent_name
00007ff80de49164 (__TEXT,__text) external _getauevnum
00007ff84373d658 (__DATA,__bss) non-external _getauevnum.e
00007ff84373d620 (__DATA,__bss) non-external _getauevnum.event_ent_desc
00007ff84373d600 (__DATA,__bss) non-external _getauevnum.event_ent_name
00007ff80de4908b (__TEXT,__text) external _getauevnum_r
00007ff80de52a12 (__TEXT,__text) external _getauuserent
00007ff84373d878 (__DATA,__bss) non-external _getauuserent.u
00007ff84373d840 (__DATA,__bss) non-external _getauuserent.user_ent_name
00007ff80de528a2 (__TEXT,__text) external _getauuserent_r
00007ff80de528d6 (__TEXT,__text) non-external _getauuserent_r_locked
00007ff80de52aeb (__TEXT,__text) external _getauusernam
00007ff84373d8c8 (__DATA,__bss) non-external _getauusernam.u
00007ff84373d890 (__DATA,__bss) non-external _getauusernam.user_ent_name
00007ff80de52a80 (__TEXT,__text) external _getauusernam_r
                 (undefined) external _getegid (from libSystem)
                 (undefined) external _geteuid (from libSystem)
00007ff80de52bf5 (__TEXT,__text) external _getfauditflags
                 (undefined) external _getgid (from libSystem)
                 (undefined) external _getgrgid (from libSystem)
                 (undefined) external _getpid (from libSystem)
                 (undefined) external _getpwuid (from libSystem)
00007ff80de48556 (__TEXT,__text) non-external _getstrfromtype_locked
                 (undefined) external _gettimeofday (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _inet_ntoa (from libSystem)
                 (undefined) external _inet_ntop (from libSystem)
                 (undefined) external _ioctl (from libSystem)
00007ff84373d2e0 (__DATA,__bss) non-external _linestr
00007ff84373d3f0 (__DATA,__bss) non-external _linestr
00007ff84373d710 (__DATA,__bss) non-external _linestr
00007ff84373d8e0 (__DATA,__bss) non-external _linestr
00007ff80de4fdae (__TEXT,__text) non-external _load_event_table
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcpy (from libSystem)
00007ff84373cf50 (__DATA,__data) non-external _mutex
00007ff84373cf90 (__DATA,__data) non-external _mutex
00007ff84373cfd0 (__DATA,__data) non-external _mutex
00007ff84373d010 (__DATA,__data) non-external _mutex
00007ff84373d050 (__DATA,__data) non-external _mutex
00007ff84373d090 (__DATA,__data) non-external _mutex
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff84373d0e0 (__DATA,__bss) non-external _open_desc_table
00007ff80de4f4e8 (__TEXT,__text) non-external _print_event
00007ff80de4fb07 (__TEXT,__text) non-external _print_group
00007ff80de4f8b4 (__TEXT,__text) non-external _print_ip_ex_address
00007ff80de4fbba (__TEXT,__text) non-external _print_ipctype
00007ff80de4fb4a (__TEXT,__text) non-external _print_mem
00007ff80de4fc23 (__TEXT,__text) non-external _print_retval
00007ff80de4f5b0 (__TEXT,__text) non-external _print_sec32
00007ff80de4f954 (__TEXT,__text) non-external _print_sec64
00007ff80de4f9da (__TEXT,__text) non-external _print_string
00007ff80de4f179 (__TEXT,__text) non-external _print_tok_type
00007ff80de4fac4 (__TEXT,__text) non-external _print_user
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
00007ff80de483fa (__TEXT,__text) external _setac
00007ff80de48422 (__TEXT,__text) non-external _setac_locked
00007ff84373d3e8 (__DATA,__bss) non-external _setac_locked.lastctime
00007ff80de47f1c (__TEXT,__text) external _setauclass
00007ff80de48da9 (__TEXT,__text) external _setauevent
00007ff80de52837 (__TEXT,__text) external _setauuser
00007ff80de48c7c (__TEXT,__text) non-external _setexpirecond
                 (undefined) external _sscanf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strcasestr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strtok_r (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
00007ff84373d820 (__DATA,__bss) non-external _token
                 (undefined) external _vsnprintf (from libSystem)
