00007ff81a3541d3 (__TEXT,__text) external _ACBSConfigCopy
00007ff81a35426c (__TEXT,__text) external _ACBSConfigCopySymbologiesEnabled
00007ff81a354185 (__TEXT,__text) external _ACBSConfigCreate
00007ff81a3541ae (__TEXT,__text) external _ACBSConfigFree
00007ff81a35429a (__TEXT,__text) external _ACBSConfigSetDebuggingEnabled
00007ff81a3542a3 (__TEXT,__text) external _ACBSConfigSetFailedLocationsEnabled
00007ff81a354210 (__TEXT,__text) external _ACBSConfigSetLocateMode
00007ff81a354222 (__TEXT,__text) external _ACBSConfigSetMaxLinearDecodeScanlines
00007ff81a35422b (__TEXT,__text) external _ACBSConfigSetMaxLinearDecodeTime
00007ff81a3541fe (__TEXT,__text) external _ACBSConfigSetMaxQRModuleSamples
00007ff81a354207 (__TEXT,__text) external _ACBSConfigSetMaxQRPatternSets
00007ff81a3542ad (__TEXT,__text) external _ACBSConfigSetStopsAtFirstPyramidWith2DCode
00007ff81a354236 (__TEXT,__text) external _ACBSConfigSetSymbologiesEnabled
00007ff81a354219 (__TEXT,__text) external _ACBSConfigSetWantedLinearDecodeScanlines
00007ff81a2e91da (__TEXT,__text) external _ACBSCopyAllSupportedBarcodeTypes
00007ff81a3542b7 (__TEXT,__text) external _ACBSCreateFrameInfoBySearchingForBarcodesInCGImage
00007ff81a3546a5 (__TEXT,__text) external _ACBSCreateFrameInfoBySearchingForBarcodesInCVPixelBuffer
00007ff81a354f7e (__TEXT,__text) external _ACBSCreateSymbolDescriptorFromBasicDescriptor
00007ff81a354dfb (__TEXT,__text) external _ACBSCreateSymbolDescriptorFromBasicDescriptorWithDefaultPayloadEncoding
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFErrorCopyUserInfo (from CoreFoundation)
                 (undefined) external _CFErrorCreate (from CoreFoundation)
                 (undefined) external _CFErrorGetDomain (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreate (from CoreFoundation)
                 (undefined) external _CFSetCreateCopy (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetTypeID (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateFromExternalRepresentation (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytes (from CoreFoundation)
                 (undefined) external _CFStringCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCStringNoCopy (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFURLCopyPath (from CoreFoundation)
                 (undefined) external _CFURLGetFileSystemRepresentation (from CoreFoundation)
                 (undefined) external _CGAffineTransformConcat (from CoreGraphics)
                 (undefined) external _CGAffineTransformIdentity (from CoreGraphics)
                 (undefined) external _CGAffineTransformInvert (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGAffineTransformMakeTranslation (from CoreGraphics)
                 (undefined) external _CGAffineTransformScale (from CoreGraphics)
                 (undefined) external _CGAffineTransformTranslate (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetBytesPerRow (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetHeight (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetWidth (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceGray (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateDeviceRGB (from CoreGraphics)
                 (undefined) external _CGColorSpaceRelease (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextRelease (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGImageCreate (from CoreGraphics)
                 (undefined) external _CGImageCreateWithImageInRect (from CoreGraphics)
                 (undefined) external _CGImageDestinationAddImage (from ImageIO)
                 (undefined) external _CGImageDestinationCreateWithData (from ImageIO)
                 (undefined) external _CGImageDestinationFinalize (from ImageIO)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CGImageRelease (from CoreGraphics)
                 (undefined) external _CGPointCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectApplyAffineTransform (from CoreGraphics)
                 (undefined) external _CGRectCreateDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInfinite (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIntegral (from CoreGraphics)
                 (undefined) external _CGRectIntersection (from CoreGraphics)
                 (undefined) external _CGRectIsEmpty (from CoreGraphics)
                 (undefined) external _CGRectIsInfinite (from CoreGraphics)
                 (undefined) external _CGRectIsNull (from CoreGraphics)
                 (undefined) external _CGRectMakeWithDictionaryRepresentation (from CoreGraphics)
                 (undefined) external _CGRectNull (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CMGetAttachment (from CoreMedia)
                 (undefined) external _CVBufferGetAttachment (from CoreVideo)
                 (undefined) external _CVPixelBufferCreate (from CoreVideo)
                 (undefined) external _CVPixelBufferCreateWithBytes (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBaseAddressOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRow (from CoreVideo)
                 (undefined) external _CVPixelBufferGetBytesPerRowOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeight (from CoreVideo)
                 (undefined) external _CVPixelBufferGetHeightOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferGetIOSurface (from CoreVideo)
                 (undefined) external _CVPixelBufferGetPixelFormatType (from CoreVideo)
                 (undefined) external _CVPixelBufferGetTypeID (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidth (from CoreVideo)
                 (undefined) external _CVPixelBufferGetWidthOfPlane (from CoreVideo)
                 (undefined) external _CVPixelBufferIsPlanar (from CoreVideo)
                 (undefined) external _CVPixelBufferLockBaseAddress (from CoreVideo)
                 (undefined) external _CVPixelBufferRelease (from CoreVideo)
                 (undefined) external _CVPixelBufferRetain (from CoreVideo)
                 (undefined) external _CVPixelBufferUnlockBaseAddress (from CoreVideo)
00007ff81a30f97e (__TEXT,__text) external _MRCDecoderCreateWithOptions
00007ff81a30f9d9 (__TEXT,__text) external _MRCDecoderDecodeSample
00007ff81a30f9e8 (__TEXT,__text) external _MRCDecoderDecodeSampleWithSegmentationMask
00007ff81a30f950 (__TEXT,__text) external _MRCDecoderGetTypeID
00007ff84189be68 (__DATA_CONST,__const) external _MRCDecoderOptionAccuracy
00007ff84189bea8 (__DATA_CONST,__const) external _MRCDecoderOptionAlgorithmVersion
00007ff84189be60 (__DATA_CONST,__const) external _MRCDecoderOptionLocatingMode
00007ff84189be88 (__DATA_CONST,__const) external _MRCDecoderOptionMaximum1DSymbologyDecodingScanlineCount
00007ff84189be80 (__DATA_CONST,__const) external _MRCDecoderOptionMaximum1DSymbologyDecodingTime
00007ff84189be78 (__DATA_CONST,__const) external _MRCDecoderOptionMaximumQRFinderPatternTripletCount
00007ff84189be70 (__DATA_CONST,__const) external _MRCDecoderOptionMaximumQRModuleSamplingCount
00007ff84189be90 (__DATA_CONST,__const) external _MRCDecoderOptionMinimum1DSymbologyDecodingScanlineCount
00007ff84189bea0 (__DATA_CONST,__const) external _MRCDecoderOptionNeededResultAttributes
00007ff84189be98 (__DATA_CONST,__const) external _MRCDecoderOptionShouldStopAtFirstPyramidWith2DSymbologies
00007ff84189be58 (__DATA_CONST,__const) external _MRCDecoderOptionSymbologies
00007ff84189c6d0 (__DATA_CONST,__const) external _MRCDecoderResultAttributeDebugInfo
00007ff84189c6c0 (__DATA_CONST,__const) external _MRCDecoderResultAttributeFocusSharpness
00007ff84189c6b8 (__DATA_CONST,__const) external _MRCDecoderResultAttributeUnmatchedFinderPatternPoints
00007ff84189c6c8 (__DATA_CONST,__const) external _MRCDecoderResultAttributeUnrecognizedCornerPointQuadruplets
00007ff81a3286a1 (__TEXT,__text) external _MRCDecoderResultCopyAttribute
00007ff81a3285ff (__TEXT,__text) external _MRCDecoderResultCopyAttributes
00007ff81a328584 (__TEXT,__text) external _MRCDecoderResultGetDescriptorAtIndex
00007ff81a32852e (__TEXT,__text) external _MRCDecoderResultGetDescriptorCount
00007ff81a328500 (__TEXT,__text) external _MRCDecoderResultGetTypeID
00007ff84189cb20 (__DATA_CONST,__const) external _MRCDescriptorAttributeAppClipCodeDataVersion
00007ff84189cb18 (__DATA_CONST,__const) external _MRCDescriptorAttributeAppClipCodeMetadata
00007ff84189cad0 (__DATA_CONST,__const) external _MRCDescriptorAttributeAztecDataCodewordCount
00007ff84189cac0 (__DATA_CONST,__const) external _MRCDescriptorAttributeAztecIsCompact
00007ff84189cac8 (__DATA_CONST,__const) external _MRCDescriptorAttributeAztecLayerCount
00007ff84189cb10 (__DATA_CONST,__const) external _MRCDescriptorAttributeCompositeFlag
00007ff84189ca90 (__DATA_CONST,__const) external _MRCDescriptorAttributeConfidence
00007ff84189ca98 (__DATA_CONST,__const) external _MRCDescriptorAttributeCornerPoints
00007ff84189cae0 (__DATA_CONST,__const) external _MRCDescriptorAttributeDataMatrixColumnCount
00007ff84189cae8 (__DATA_CONST,__const) external _MRCDescriptorAttributeDataMatrixECCVersion
00007ff84189cad8 (__DATA_CONST,__const) external _MRCDescriptorAttributeDataMatrixRowCount
00007ff84189ca88 (__DATA_CONST,__const) external _MRCDescriptorAttributeErrorCorrectedPayload
00007ff84189caa0 (__DATA_CONST,__const) external _MRCDescriptorAttributeFinderPatternPoints
00007ff84189cb08 (__DATA_CONST,__const) external _MRCDescriptorAttributeIsGS1DataCarrier
00007ff84189cb00 (__DATA_CONST,__const) external _MRCDescriptorAttributePDF417ColumnCount
00007ff84189caf0 (__DATA_CONST,__const) external _MRCDescriptorAttributePDF417IsCompact
00007ff84189caf8 (__DATA_CONST,__const) external _MRCDescriptorAttributePDF417RowCount
00007ff84189cab8 (__DATA_CONST,__const) external _MRCDescriptorAttributeQRErrorCorrectionLevel
00007ff84189cab0 (__DATA_CONST,__const) external _MRCDescriptorAttributeQRMaskPattern
00007ff84189caa8 (__DATA_CONST,__const) external _MRCDescriptorAttributeQRSymbolVersion
00007ff84189ca80 (__DATA_CONST,__const) external _MRCDescriptorAttributeSymbology
00007ff81a34e561 (__TEXT,__text) external _MRCDescriptorCopyAttribute
00007ff81a34e3cd (__TEXT,__text) external _MRCDescriptorCopyAttributes
00007ff81a34e2fe (__TEXT,__text) external _MRCDescriptorCreateWithAttributes
00007ff81a34e635 (__TEXT,__text) external _MRCDescriptorDecodePayload
00007ff81a34e644 (__TEXT,__text) external _MRCDescriptorDecodePayloadWithOptions
00007ff81a34e2d0 (__TEXT,__text) external _MRCDescriptorGetTypeID
00007ff84189cb28 (__DATA_CONST,__const) external _MRCDescriptorPayloadDecodingOptionDefaultEncoding
00007ff84189cb30 (__DATA_CONST,__const) external _MRCDescriptorPayloadDecodingOptionShouldForceInProcessDecoding
00007ff84189c348 (__DATA_CONST,__const) external _MRCErrorACBSReturnCodeKey
00007ff84189c340 (__DATA_CONST,__const) external _MRCErrorDomain
00007ff84189c1f0 (__DATA_CONST,__const) external _MRCSampleAttributeCameraIntrinsicMatrix
00007ff84189c1e8 (__DATA_CONST,__const) external _MRCSampleAttributePresentationTimeStamp
00007ff84189c1e0 (__DATA_CONST,__const) external _MRCSampleAttributePyramid
00007ff84189c1d8 (__DATA_CONST,__const) external _MRCSampleAttributeRegionOfInterest
00007ff81a317b61 (__TEXT,__text) external _MRCSampleCopyAttribute
00007ff81a317c5e (__TEXT,__text) external _MRCSampleCopyAttributes
00007ff81a31792e (__TEXT,__text) external _MRCSampleCreateWithCVPixelBuffer
00007ff81a317a0f (__TEXT,__text) external _MRCSampleCreateWithCVPixelBufferAndAttributes
00007ff81a31793a (__TEXT,__text) external _MRCSampleCreateWithCVPixelBufferAndPyramid
00007ff81a317d29 (__TEXT,__text) external _MRCSampleGeneratePyramidIfNotPresent
00007ff81a317a4c (__TEXT,__text) external _MRCSampleGetCVPixelBuffer
00007ff81a317b13 (__TEXT,__text) external _MRCSampleGetPyramid
00007ff81a317a9d (__TEXT,__text) external _MRCSampleGetRegionOfInterest
00007ff81a317900 (__TEXT,__text) external _MRCSampleGetTypeID
00007ff81a2f071e (__TEXT,__text) external _MRCSegmentationMaskCreate
00007ff81a2e4c00 (__TEXT,__text) external _MRCSegmentationMaskCreateForSampleUsingNeuralNetwork
00007ff81a2ffb31 (__TEXT,__text) external _MRCSegmentationMaskCreateJetColorMapImage
00007ff81a2f08e4 (__TEXT,__text) external _MRCSegmentationMaskGetBytesPerRow
00007ff81a2f07ac (__TEXT,__text) external _MRCSegmentationMaskGetData
00007ff81a2f07fa (__TEXT,__text) external _MRCSegmentationMaskGetDataType
00007ff81a2ff590 (__TEXT,__text) external _MRCSegmentationMaskGetEstimatedRegionOfInterest
00007ff81a2f0896 (__TEXT,__text) external _MRCSegmentationMaskGetHeight
00007ff81a2f0932 (__TEXT,__text) external _MRCSegmentationMaskGetScalingMode
00007ff81a2f0980 (__TEXT,__text) external _MRCSegmentationMaskGetSymbologies
00007ff81a2f06f0 (__TEXT,__text) external _MRCSegmentationMaskGetTypeID
00007ff81a2f0848 (__TEXT,__text) external _MRCSegmentationMaskGetWidth
00007ff81a2ff611 (__TEXT,__text) external _MRCSegmentationMaskWritePGMToFile
00007ff84189a2c0 (__DATA_CONST,__const) external _MRCSegmentationNeuralNetworkBuiltinQR
00007ff84189a468 (__DATA_CONST,__const) external _MRCSymbologyAppClipCode
00007ff84189a3b0 (__DATA_CONST,__const) external _MRCSymbologyAztec
00007ff84189a438 (__DATA_CONST,__const) external _MRCSymbologyCodabar
00007ff84189a3e8 (__DATA_CONST,__const) external _MRCSymbologyCode128
00007ff84189a3b8 (__DATA_CONST,__const) external _MRCSymbologyCode39
00007ff84189a3c0 (__DATA_CONST,__const) external _MRCSymbologyCode39Checksum
00007ff84189a3c8 (__DATA_CONST,__const) external _MRCSymbologyCode39FullASCII
00007ff84189a3d0 (__DATA_CONST,__const) external _MRCSymbologyCode39FullASCIIChecksum
00007ff84189a3d8 (__DATA_CONST,__const) external _MRCSymbologyCode93
00007ff84189a3e0 (__DATA_CONST,__const) external _MRCSymbologyCode93i
00007ff81a2e92a4 (__TEXT,__text) external _MRCSymbologyCopySupported1DSymbologies
00007ff81a2e92cb (__TEXT,__text) external _MRCSymbologyCopySupported2DSymbologies
00007ff81a2e91da (__TEXT,__text) external _MRCSymbologyCopySupportedSymbologies
00007ff84189a3f0 (__DATA_CONST,__const) external _MRCSymbologyDataMatrix
00007ff84189a400 (__DATA_CONST,__const) external _MRCSymbologyEAN13
00007ff84189a3f8 (__DATA_CONST,__const) external _MRCSymbologyEAN8
00007ff84189a440 (__DATA_CONST,__const) external _MRCSymbologyGS1DataBar
00007ff84189a448 (__DATA_CONST,__const) external _MRCSymbologyGS1DataBarExpanded
00007ff84189a450 (__DATA_CONST,__const) external _MRCSymbologyGS1DataBarLimited
00007ff84189a408 (__DATA_CONST,__const) external _MRCSymbologyI2of5
00007ff84189a410 (__DATA_CONST,__const) external _MRCSymbologyI2of5Checksum
00007ff84189a418 (__DATA_CONST,__const) external _MRCSymbologyITF14
00007ff84189a460 (__DATA_CONST,__const) external _MRCSymbologyMicroPDF417
00007ff84189a458 (__DATA_CONST,__const) external _MRCSymbologyMicroQR
00007ff84189a420 (__DATA_CONST,__const) external _MRCSymbologyPDF417
00007ff84189a428 (__DATA_CONST,__const) external _MRCSymbologyQR
00007ff84189a430 (__DATA_CONST,__const) external _MRCSymbologyUPCE
                 (undefined) external _MTLCreateSystemDefaultDevice (from Metal)
                 (undefined) external _NSStringFromClass (from Foundation)
                 (undefined) external _OBJC_CLASS_$_MTLTextureDescriptor (from Metal)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff81a312e3a (__TEXT,__text) external _Quagga_framework_build_date
00007ff81a312e47 (__TEXT,__text) external _Quagga_version
                 (undefined) external _VTPixelTransferSessionCreate (from VideoToolbox)
                 (undefined) external _VTPixelTransferSessionTransferImage (from VideoToolbox)
                 (undefined) external _VTSessionSetProperty (from VideoToolbox)
                 (undefined) external __CFRuntimeCreateInstance (from CoreFoundation)
                 (undefined) external __CFRuntimeRegisterClass (from CoreFoundation)
                 (undefined) external __CFURLComponentsCopyPath (from CoreFoundation)
                 (undefined) external __CFURLComponentsCopyQueryItems (from CoreFoundation)
                 (undefined) external __CFURLComponentsCopyScheme (from CoreFoundation)
                 (undefined) external __CFURLComponentsCreateWithString (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external __ZNKSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7compareEmmPKcm (from libc++)
                 (undefined) external __ZNKSt3__115basic_stringbufIcNS_11char_traitsIcEENS_9allocatorIcEEE3strEv (from libc++)
                 (undefined) external __ZNKSt3__119__shared_weak_count13__get_deleterERKSt9type_info (from libc++)
                 (undefined) external __ZNKSt3__120__vector_base_commonILb1EE20__throw_length_errorEv (from libc++)
                 (undefined) external __ZNKSt3__120__vector_base_commonILb1EE20__throw_out_of_rangeEv (from libc++)
                 (undefined) external __ZNKSt3__121__basic_string_commonILb1EE20__throw_length_errorEv (from libc++)
                 (undefined) external __ZNKSt3__16locale9use_facetERNS0_2idE (from libc++)
                 (undefined) external __ZNKSt3__18ios_base6getlocEv (from libc++)
                 (undefined) external __ZNKSt9exception4whatEv (from libc++)
                 (undefined) external __ZNSt11logic_errorC2EPKc (from libc++)
                 (undefined) external __ZNSt12length_errorD1Ev (from libc++)
                 (undefined) external __ZNSt12out_of_rangeD1Ev (from libc++)
                 (undefined) external __ZNSt13runtime_errorC1EPKc (from libc++)
                 (undefined) external __ZNSt13runtime_errorD1Ev (from libc++)
                 (undefined) external __ZNSt16invalid_argumentD1Ev (from libc++)
                 (undefined) external __ZNSt19bad_optional_accessD1Ev (from libc++)
                 (undefined) external __ZNSt3__110to_wstringEi (from libc++)
                 (undefined) external __ZNSt3__111__call_onceERVmPvPFvS2_E (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEPKcm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6appendEmc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6assignEPKc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7reserveEm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE9push_backEc (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_mmRKS4_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE6appendEPKwm (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE6appendEmw (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE6resizeEmw (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE9push_backEw (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEEC1ERKS5_ (from libc++)
                 (undefined) external __ZNSt3__112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEEaSERKS5_ (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEE4openEPKcj (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEEC1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_filebufIcNS_11char_traitsIcEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIwNS_11char_traitsIwEEE3getEv (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIwNS_11char_traitsIwEEED0Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIwNS_11char_traitsIwEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_istreamIwNS_11char_traitsIwEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE3putEc (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE5flushEv (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_ (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEi (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEElsEm (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIwNS_11char_traitsIwEEE3putEw (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIwNS_11char_traitsIwEEED0Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIwNS_11char_traitsIwEEED1Ev (from libc++)
                 (undefined) external __ZNSt3__113basic_ostreamIwNS_11char_traitsIwEEED2Ev (from libc++)
