                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80f6a2226 (__TEXT,__text) external __cg_jcopy_block_row
00007ff80f6bdb5c (__TEXT,__text) external __cg_jpeg_copy_critical_parameters
00007ff80f6ac28b (__TEXT,__text) external __cg_jpeg_default_colorspace
00007ff80f69ccbb (__TEXT,__text) external __cg_jpeg_destroy
00007ff80f6b9ea4 (__TEXT,__text) external __cg_jpeg_destroy_compress
00007ff80f6a2bef (__TEXT,__text) external __cg_jpeg_destroy_decompress
00007ff80f6c2c3a (__TEXT,__text) external __cg_jpeg_fdct_float
00007ff80f6bd6af (__TEXT,__text) external __cg_jpeg_fdct_ifast
00007ff80f6b0b29 (__TEXT,__text) external __cg_jpeg_fdct_islow
00007ff80f6b9f0b (__TEXT,__text) external __cg_jpeg_finish_compress
00007ff80f6a2f62 (__TEXT,__text) external __cg_jpeg_finish_decompress
00007ff80f6bf3dd (__TEXT,__text) external __cg_jpeg_finish_output
00007ff80f69e360 (__TEXT,__text) external __cg_jpeg_free_large
00007ff80f69e346 (__TEXT,__text) external __cg_jpeg_free_small
00007ff80f69e353 (__TEXT,__text) external __cg_jpeg_get_large
00007ff80f69e339 (__TEXT,__text) external __cg_jpeg_get_small
00007ff80f6a2f25 (__TEXT,__text) external __cg_jpeg_has_multiple_scans
00007ff80f6a5154 (__TEXT,__text) external __cg_jpeg_idct_1x1
00007ff80f6a50a4 (__TEXT,__text) external __cg_jpeg_idct_2x2
00007ff80f6a4d86 (__TEXT,__text) external __cg_jpeg_idct_4x4
00007ff80f6b0640 (__TEXT,__text) external __cg_jpeg_idct_float
00007ff80f69fa89 (__TEXT,__text) external __cg_jpeg_idct_ifast
00007ff80f6a3ea2 (__TEXT,__text) external __cg_jpeg_idct_islow
00007ff80f6a2ee8 (__TEXT,__text) external __cg_jpeg_input_complete
00007ff80f69e36d (__TEXT,__text) external __cg_jpeg_mem_available
00007ff80f69e4db (__TEXT,__text) external __cg_jpeg_mem_init
00007ff80f69e4e6 (__TEXT,__text) external __cg_jpeg_mem_term
00007ff80f6c49a0 (__TEXT,__const) external __cg_jpeg_natural_order
00007ff80f6aef78 (__TEXT,__text) external __cg_jpeg_new_colormap
00007ff80f69e37e (__TEXT,__text) external __cg_jpeg_open_backing_store
00007ff80f6ac053 (__TEXT,__text) external __cg_jpeg_quality_scaling
00007ff80f6b04ac (__TEXT,__text) external __cg_jpeg_read_coefficients
00007ff80f6a2c03 (__TEXT,__text) external __cg_jpeg_read_header
00007ff80f6bf2b6 (__TEXT,__text) external __cg_jpeg_read_raw_data
00007ff80f6bf207 (__TEXT,__text) external __cg_jpeg_read_scanlines
00007ff80f69a2bc (__TEXT,__text) external __cg_jpeg_resync_to_restart
00007ff80f69c182 (__TEXT,__text) external __cg_jpeg_save_markers
00007ff80f6ac308 (__TEXT,__text) external __cg_jpeg_set_colorspace
00007ff80f6ac106 (__TEXT,__text) external __cg_jpeg_set_defaults
00007ff80f6ac008 (__TEXT,__text) external __cg_jpeg_set_linear_quality
00007ff80f69c540 (__TEXT,__text) external __cg_jpeg_set_marker_processor
00007ff80f6ac08b (__TEXT,__text) external __cg_jpeg_set_quality
00007ff80f6ac6b8 (__TEXT,__text) external __cg_jpeg_simple_progression
00007ff80f6abcb2 (__TEXT,__text) external __cg_jpeg_start_compress
00007ff80f6bf015 (__TEXT,__text) external __cg_jpeg_start_decompress
00007ff80f6bf373 (__TEXT,__text) external __cg_jpeg_start_output
00007ff80f6bac37 (__TEXT,__text) external __cg_jpeg_std_error
00007ff80f69cd23 (__TEXT,__text) external __cg_jpeg_std_huff_table
00007ff80f6c4730 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_chrominance
00007ff80f6c4660 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_ac_luminance
00007ff80f6c4640 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_chrominance
00007ff80f6c4620 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.bits_dc_luminance
00007ff80f6c4750 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_chrominance
00007ff80f6c4680 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_luminance
00007ff80f6c4651 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_chrominance
00007ff80f6c4631 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_luminance
00007ff84091da10 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
00007ff80f6c2f06 (__TEXT,__text) external __cg_jpeg_stdio_dest
00007ff80f69e4ec (__TEXT,__text) external __cg_jpeg_stdio_src
00007ff80f6b9eb8 (__TEXT,__text) external __cg_jpeg_suppress_tables
00007ff80f6bd9d4 (__TEXT,__text) external __cg_jpeg_write_coefficients
00007ff80f6ba0df (__TEXT,__text) external __cg_jpeg_write_m_byte
00007ff80f6ba083 (__TEXT,__text) external __cg_jpeg_write_m_header
00007ff80f6b9ff4 (__TEXT,__text) external __cg_jpeg_write_marker
00007ff80f6abdf7 (__TEXT,__text) external __cg_jpeg_write_raw_data
00007ff80f6abd33 (__TEXT,__text) external __cg_jpeg_write_scanlines
00007ff80f6ba0f1 (__TEXT,__text) external __cg_jpeg_write_tables
00007ff80f6a21b3 (__TEXT,__text) external __cg_jround_up
00007ff80f6a141d (__TEXT,__text) external __cg_switch_color_deconverter
00007ff80f6c3b69 (__TEXT,__text) non-external _access_virt_barray
00007ff80f6c39fc (__TEXT,__text) non-external _access_virt_sarray
00007ff80f6c3631 (__TEXT,__text) non-external _alloc_barray
00007ff80f6c26d2 (__TEXT,__text) non-external _alloc_fs_workspace
00007ff80f6c3484 (__TEXT,__text) non-external _alloc_large
00007ff80f6c3566 (__TEXT,__text) non-external _alloc_sarray
00007ff80f6c331b (__TEXT,__text) non-external _alloc_small
00007ff80f69f903 (__TEXT,__text) non-external _arith_decode
00007ff80f69e138 (__TEXT,__text) non-external _arith_encode
00007ff80f6c5830 (__TEXT,__const) non-external _base_dither_matrix
00007ff80f6c57b0 (__TEXT,__const) non-external _bmask
00007ff80f6a109e (__TEXT,__text) non-external _build_ycc_rgb_table
00007ff80f69e4cd (__TEXT,__text) non-external _close_backing_store
00007ff80f698545 (__TEXT,__text) non-external _cmyk_ycck_convert
00007ff80f6c27aa (__TEXT,__text) non-external _color_quantize
00007ff80f6c2731 (__TEXT,__text) non-external _color_quantize3
00007ff80f6a1630 (__TEXT,__text) non-external _compress_data
00007ff80f6a1931 (__TEXT,__text) non-external _compress_first_pass
00007ff80f6a1fad (__TEXT,__text) non-external _compress_output
00007ff80f6bde8d (__TEXT,__text) non-external _compress_output
00007ff80f6acd95 (__TEXT,__text) non-external _consume_data
00007ff80f6a341b (__TEXT,__text) non-external _consume_markers
00007ff80f6c258e (__TEXT,__text) non-external _create_colorindex
00007ff80f69f3bb (__TEXT,__text) non-external _decode_mcu
00007ff80f6bcf9f (__TEXT,__text) non-external _decode_mcu
00007ff80f69eeec (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80f6bbef6 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80f69f1cb (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80f6bc259 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80f69ecab (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80f6bbcdd (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80f69f12c (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80f6bc154 (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80f6bcb39 (__TEXT,__text) non-external _decode_mcu_sub
00007ff80f6acfaf (__TEXT,__text) non-external _decompress_data
00007ff80f6ad17c (__TEXT,__text) non-external _decompress_onepass
00007ff80f6ad454 (__TEXT,__text) non-external _decompress_smooth_data
00007ff80f6c3f4d (__TEXT,__text) non-external _do_barray_io
00007ff80f6c3e58 (__TEXT,__text) non-external _do_sarray_io
00007ff80f6ad174 (__TEXT,__text) non-external _dummy_consume_data
00007ff80f6c1c96 (__TEXT,__text) non-external _dump_buffer_e
00007ff80f6c1a81 (__TEXT,__text) non-external _emit_ac_symbol
00007ff80f6c1b95 (__TEXT,__text) non-external _emit_buffered_bits
00007ff80f69e2f3 (__TEXT,__text) non-external _emit_byte
00007ff80f6bec1c (__TEXT,__text) non-external _emit_byte
00007ff80f6beee6 (__TEXT,__text) non-external _emit_dht
00007ff80f6bec5f (__TEXT,__text) non-external _emit_dqt
00007ff80f6c15ce (__TEXT,__text) non-external _emit_eobrun
00007ff80f6baccf (__TEXT,__text) non-external _emit_message
00007ff80f69e001 (__TEXT,__text) non-external _emit_restart
00007ff80f6c1e7f (__TEXT,__text) non-external _emit_restart_e
00007ff80f6bedb8 (__TEXT,__text) non-external _emit_sof
00007ff80f6c315c (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff80f6c2f87 (__TEXT,__text) non-external _empty_output_buffer
00007ff80f69db13 (__TEXT,__text) non-external _encode_mcu
00007ff80f69d52c (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80f6bfc7a (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80f69d8c9 (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80f6c01ba (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80f69d2df (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80f6bf965 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80f69d81f (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80f6c0026 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80f6c06af (__TEXT,__text) non-external _encode_mcu_gather
00007ff80f6c08f2 (__TEXT,__text) non-external _encode_mcu_huff
00007ff80f6bacae (__TEXT,__text) non-external _error_exit
00007ff80f69c990 (__TEXT,__text) non-external _examine_app0
00007ff80f69cbcb (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff80f6c59a0 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff80f6ac956 (__TEXT,__text) non-external _fill_dc_scans
00007ff80f69e58e (__TEXT,__text) non-external _fill_input_buffer
00007ff80f699d56 (__TEXT,__text) non-external _fill_inverse_cmap
00007ff80f69e6fa (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff80f6c4810 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff80f6a3e77 (__TEXT,__text) non-external _finish_input_pass
00007ff80f6af4c0 (__TEXT,__text) non-external _finish_output_pass
00007ff80f69d15f (__TEXT,__text) non-external _finish_pass
00007ff80f69eca5 (__TEXT,__text) non-external _finish_pass
00007ff80f699121 (__TEXT,__text) non-external _finish_pass1
00007ff80f699966 (__TEXT,__text) non-external _finish_pass2
00007ff80f6c2577 (__TEXT,__text) non-external _finish_pass_1_quant
00007ff80f6bf748 (__TEXT,__text) non-external _finish_pass_gather
00007ff80f6bbcb1 (__TEXT,__text) non-external _finish_pass_huff
00007ff80f6bf886 (__TEXT,__text) non-external _finish_pass_huff
00007ff80f6ae8df (__TEXT,__text) non-external _finish_pass_master
00007ff80f6c5990 (__TEXT,__const) non-external _first_pool_slop
00007ff80f6c1ce0 (__TEXT,__text) non-external _flush_bits_e
00007ff80f6c1da2 (__TEXT,__text) non-external _flush_bits_s
00007ff80f6badd0 (__TEXT,__text) non-external _format_message
00007ff80f6a0683 (__TEXT,__text) non-external _forward_DCT
00007ff80f6a07e5 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80f6c3cda (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff80f6ba58b (__TEXT,__text) non-external _fullsize_downsample
00007ff80f6ba3d1 (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff80f6afef4 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff80f69fa48 (__TEXT,__text) non-external _get_byte
00007ff80f69bfee (__TEXT,__text) non-external _get_interesting_appn
00007ff80f69c586 (__TEXT,__text) non-external _get_sof
00007ff80f6a0f30 (__TEXT,__text) non-external _gray_rgb_convert
00007ff80f698176 (__TEXT,__text) non-external _grayscale_convert
00007ff80f6a0dae (__TEXT,__text) non-external _grayscale_convert
00007ff80f6ba61b (__TEXT,__text) non-external _h2v1_downsample
00007ff80f6bb3f4 (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff80f6afefd (__TEXT,__text) non-external _h2v1_upsample
00007ff80f6ba9c6 (__TEXT,__text) non-external _h2v2_downsample
00007ff80f6bb19d (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff80f6ba6fc (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff80f6aff58 (__TEXT,__text) non-external _h2v2_upsample
00007ff80f6c2f57 (__TEXT,__text) non-external _init_destination
00007ff80f699008 (__TEXT,__text) non-external _init_error_limit
00007ff80f6c3156 (__TEXT,__text) non-external _init_mem_destination
00007ff80f69e6f4 (__TEXT,__text) non-external _init_mem_source
00007ff80f69e57d (__TEXT,__text) non-external _init_source
00007ff80f6baad5 (__TEXT,__text) non-external _int_downsample
00007ff80f6afffb (__TEXT,__text) non-external _int_upsample
00007ff80f6a21a1 (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff80f69e737 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff80f69ce8f (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff80f6c40b0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff80f69790c (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff80f6a300d (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff80f6abfc3 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff80f6b23af (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff80f6b70d6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff80f6b284f (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff80f6b2f4c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff80f6b6a6a (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff80f6b353e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff80f6b3cfb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff80f6b60d9 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff80f6b44ad (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff80f6b4c91 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff80f6b560e (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff80f6b1f7c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff80f6b9cf1 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff80f6b7d0f (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff80f6b1ecb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff80f6b9bdb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff80f6b1d9f (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff80f6b9a07 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff80f6b7b9c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff80f6b1adf (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff80f6b92ea (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff80f6b8f2c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff80f6b18b6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff80f6b8aca (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff80f6b79f6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff80f6b1673 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff80f6b84a4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff80f6b1304 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff80f6b7d93 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff80f6b7621 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff80f6b1fef (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff80f6bd460 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff80f6c1723 (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff80f6bd5b1 (__TEXT,__text) non-external _jpeg_huff_decode
00007ff80f6a55de (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff80f6a9715 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff80f6a5ab3 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff80f6a60fb (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff80f6a927f (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff80f6a66d8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff80f6a6dd8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff80f6a8cbd (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff80f6a74c1 (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff80f6a7c4c (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff80f6a84eb (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff80f6abc4f (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff80f6aa1a4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff80f6abaf9 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff80f6a4f39 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff80f6ab8e8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff80f6aa01d (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff80f6ab512 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff80f6ab128 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff80f6a4aff (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff80f6aad02 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff80f6a9e05 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff80f6a482e (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff80f6aa7e8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff80f6a4435 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff80f6aa205 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff80f6a9afd (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff80f6a518a (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff80f6c12f0 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff80f6bc822 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff80f6c3065 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff80f69e662 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff80f6c4e60 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff80f6c4df0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff80f6c4d70 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff80f6c4cc0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff80f6c4bf0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff80f6c4ae0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff80f6c56b0 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff80f6c5460 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff80f6c5470 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff80f6c54a0 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff80f6c54e0 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff80f6c5550 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff80f6c55e0 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff80f6bb3ca (__TEXT,__text) non-external _merged_1v_upsample
00007ff80f6bb0c2 (__TEXT,__text) non-external _merged_2v_upsample
00007ff80f6c257d (__TEXT,__text) non-external _new_color_map_1_quant
00007ff80f698ff4 (__TEXT,__text) non-external _new_color_map_2_quant
00007ff80f69a3f9 (__TEXT,__text) non-external _next_marker
00007ff80f6afee7 (__TEXT,__text) non-external _noop_upsample
00007ff80f6984d5 (__TEXT,__text) non-external _null_convert
00007ff80f6a13aa (__TEXT,__text) non-external _null_convert
00007ff80f698170 (__TEXT,__text) non-external _null_method
00007ff80f6bad23 (__TEXT,__text) non-external _output_message
00007ff80f6bf0f7 (__TEXT,__text) non-external _output_pass_setup
00007ff80f69950d (__TEXT,__text) non-external _pass2_fs_dither
00007ff80f699876 (__TEXT,__text) non-external _pass2_no_dither
00007ff80f6ae8ab (__TEXT,__text) non-external _pass_startup
00007ff80f6aeaf1 (__TEXT,__text) non-external _per_scan_setup
00007ff80f6b0275 (__TEXT,__text) non-external _post_process_1pass
00007ff80f6b03e3 (__TEXT,__text) non-external _post_process_2pass
00007ff80f6b02fb (__TEXT,__text) non-external _post_process_prepass
00007ff80f6a2682 (__TEXT,__text) non-external _pre_process_context
00007ff80f6a28bc (__TEXT,__text) non-external _pre_process_data
00007ff80f6af341 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff80f6ae6ef (__TEXT,__text) non-external _prepare_for_pass
00007ff80f6990ab (__TEXT,__text) non-external _prescan_quantize
00007ff80f6af850 (__TEXT,__text) non-external _process_data_context_main
00007ff80f6afbcc (__TEXT,__text) non-external _process_data_crank_post
00007ff80f6a2335 (__TEXT,__text) non-external _process_data_simple_main
00007ff80f6afb53 (__TEXT,__text) non-external _process_data_simple_main
00007ff80f69f7bd (__TEXT,__text) non-external _process_restart
00007ff80f6bd3d3 (__TEXT,__text) non-external _process_restart
00007ff80f6c283e (__TEXT,__text) non-external _quantize3_ord_dither
00007ff80f6c2a67 (__TEXT,__text) non-external _quantize_fs_dither
00007ff80f6c2973 (__TEXT,__text) non-external _quantize_ord_dither
00007ff80f69e3e7 (__TEXT,__text) non-external _read_backing_store
00007ff80f69a633 (__TEXT,__text) non-external _read_markers
00007ff80f69be84 (__TEXT,__text) non-external _read_restart_marker
00007ff80f6c381e (__TEXT,__text) non-external _realize_virt_arrays
00007ff80f6c378e (__TEXT,__text) non-external _request_virt_barray
00007ff80f6c36fe (__TEXT,__text) non-external _request_virt_sarray
00007ff80f6baea8 (__TEXT,__text) non-external _reset_error_mgr
00007ff80f6a3bae (__TEXT,__text) non-external _reset_input_controller
00007ff80f69a603 (__TEXT,__text) non-external _reset_marker_reader
00007ff80f6a0e63 (__TEXT,__text) non-external _rgb1_gray_convert
00007ff80f6a11e8 (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff80f698301 (__TEXT,__text) non-external _rgb_convert
00007ff80f6a117a (__TEXT,__text) non-external _rgb_convert
00007ff80f698283 (__TEXT,__text) non-external _rgb_gray_convert
00007ff80f6a0dcc (__TEXT,__text) non-external _rgb_gray_convert
00007ff80f69836c (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff80f6983ed (__TEXT,__text) non-external _rgb_ycc_convert
00007ff80f6981c2 (__TEXT,__text) non-external _rgb_ycc_start
00007ff80f69c24a (__TEXT,__text) non-external _save_marker
00007ff80f6c5930 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff80f6ae947 (__TEXT,__text) non-external _select_scan_parameters
00007ff80f6c3e15 (__TEXT,__text) non-external _self_destruct
00007ff80f6ba33a (__TEXT,__text) non-external _sep_downsample
00007ff80f6afdb8 (__TEXT,__text) non-external _sep_upsample
00007ff80f69e612 (__TEXT,__text) non-external _skip_input_data
00007ff80f69bf14 (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
