00007ff84008b9d0 (__DATA,__data) external _NDR_record
00007ff8006ed30c (__TEXT,__text) external ___msgsnd_nocancel
00007ff8006ed324 (__TEXT,__text) external ___msgsys
00007ff8006ed33c (__TEXT,__text) external ___msync
00007ff8006ed354 (__TEXT,__text) external ___msync_nocancel
00007ff8006ed36c (__TEXT,__text) external ___munmap
00007ff8006ed384 (__TEXT,__text) external ___nexus_create
00007ff8006ed39c (__TEXT,__text) external ___nexus_deregister
00007ff8006ed3b4 (__TEXT,__text) external ___nexus_destroy
00007ff8006ed3cc (__TEXT,__text) external ___nexus_get_opt
00007ff8006ed3e4 (__TEXT,__text) external ___nexus_open
00007ff8006ed3fc (__TEXT,__text) external ___nexus_register
00007ff8006ed414 (__TEXT,__text) external ___nexus_set_opt
00007ff8006ed42c (__TEXT,__text) external ___open
00007ff8006ed444 (__TEXT,__text) external ___open_dprotected_np
00007ff8006ed45c (__TEXT,__text) external ___open_extended
00007ff8006ed474 (__TEXT,__text) external ___open_nocancel
00007ff8006ed48c (__TEXT,__text) external ___openat
00007ff8006ed4a4 (__TEXT,__text) external ___openat_dprotected_np
00007ff8006ed4bc (__TEXT,__text) external ___openat_nocancel
00007ff84008c100 (__DATA,__bss) non-external ___os_ch_md_redzone_cookie
00007ff8006fb7de (__TEXT,__text) external ___os_nexus_flow_add
00007ff8006fb851 (__TEXT,__text) external ___os_nexus_flow_del
00007ff8006fb989 (__TEXT,__text) external ___os_nexus_get_llink_info
00007ff8006fb604 (__TEXT,__text) external ___os_nexus_ifattach
00007ff8006fb715 (__TEXT,__text) external ___os_nexus_ifdetach
00007ff8006ed4d4 (__TEXT,__text) external ___persona
00007ff8006ed4ec (__TEXT,__text) external ___pipe
00007ff8006ed508 (__TEXT,__text) external ___poll_nocancel
00007ff8006ed520 (__TEXT,__text) external ___posix_spawn
00007ff8006ed538 (__TEXT,__text) external ___pread_nocancel
00007ff8006ed550 (__TEXT,__text) external ___preadv_nocancel
00007ff8006ed568 (__TEXT,__text) external ___proc_info
00007ff8006ed580 (__TEXT,__text) external ___proc_info_extended_id
00007ff8006ed598 (__TEXT,__text) external ___process_policy
00007ff8006ed5b0 (__TEXT,__text) external ___pselect
00007ff8006ed5c8 (__TEXT,__text) external ___pselect_nocancel
00007ff8006ed5e0 (__TEXT,__text) external ___psynch_cvbroad
00007ff8006ed5f8 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff8006ed610 (__TEXT,__text) external ___psynch_cvsignal
00007ff8006ed628 (__TEXT,__text) external ___psynch_cvwait
00007ff8006ed640 (__TEXT,__text) external ___psynch_mutexdrop
00007ff8006ed658 (__TEXT,__text) external ___psynch_mutexwait
00007ff8006ed670 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff8006ed688 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff8006ed6a0 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff8006ed6b8 (__TEXT,__text) external ___psynch_rw_unlock
00007ff8006ed6d0 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff8006ed6e8 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff8006ed700 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff8006ed718 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff8006ed730 (__TEXT,__text) external ___pthread_canceled
00007ff8006ed748 (__TEXT,__text) external ___pthread_chdir
00007ff8006ed760 (__TEXT,__text) external ___pthread_fchdir
00007ff8006ed778 (__TEXT,__text) external ___pthread_kill
00007ff8006ed790 (__TEXT,__text) external ___pthread_markcancel
00007ff8006ed7a8 (__TEXT,__text) external ___pthread_sigmask
00007ff8006ed7c0 (__TEXT,__text) external ___ptrace
00007ff8006ed7e4 (__TEXT,__text) external ___pwrite_nocancel
00007ff8006ed7fc (__TEXT,__text) external ___pwritev_nocancel
00007ff8006ed814 (__TEXT,__text) external ___read_nocancel
00007ff8006ed82c (__TEXT,__text) external ___readv_nocancel
00007ff8006ed844 (__TEXT,__text) external ___reboot
00007ff8006ed85c (__TEXT,__text) external ___record_system_event
00007ff8006ed874 (__TEXT,__text) external ___recvfrom
00007ff8006ed88c (__TEXT,__text) external ___recvfrom_nocancel
00007ff8006ed8a4 (__TEXT,__text) external ___recvmsg
00007ff8006ed8bc (__TEXT,__text) external ___recvmsg_nocancel
00007ff84008c120 (__DATA,__bss) non-external ___remove_counter
00007ff8006ed8d4 (__TEXT,__text) external ___rename
00007ff8006ed8ec (__TEXT,__text) external ___renameat
00007ff8006ed904 (__TEXT,__text) external ___renameatx_np
00007ff8006ed91c (__TEXT,__text) external ___rmdir
00007ff8006ed084 (__TEXT,__text) external ___sandbox_me
00007ff8006ed144 (__TEXT,__text) external ___sandbox_mm
00007ff8006ed1bc (__TEXT,__text) external ___sandbox_ms
00007ff8006ed1a4 (__TEXT,__text) external ___sandbox_msp
00007ff8006ed934 (__TEXT,__text) external ___select
00007ff8006ed94c (__TEXT,__text) external ___select_nocancel
00007ff8006ed964 (__TEXT,__text) external ___sem_open
00007ff8006ed97c (__TEXT,__text) external ___sem_wait_nocancel
00007ff8006ed994 (__TEXT,__text) external ___semctl
00007ff8006ed9ac (__TEXT,__text) external ___semsys
00007ff8006ed9c4 (__TEXT,__text) external ___semwait_signal
00007ff8006ed9dc (__TEXT,__text) external ___semwait_signal_nocancel
00007ff8006ed9f4 (__TEXT,__text) external ___sendmsg
00007ff8006eda0c (__TEXT,__text) external ___sendmsg_nocancel
00007ff8006eda24 (__TEXT,__text) external ___sendto
00007ff8006eda3c (__TEXT,__text) external ___sendto_nocancel
00007ff8006eda54 (__TEXT,__text) external ___setattrlist
00007ff8006eda6c (__TEXT,__text) external ___setlogin
00007ff8006eda84 (__TEXT,__text) external ___setpriority
00007ff8006eda9c (__TEXT,__text) external ___setregid
00007ff8006edab4 (__TEXT,__text) external ___setreuid
00007ff8006edacc (__TEXT,__text) external ___setrlimit
00007ff8006edae4 (__TEXT,__text) external ___setsgroups
00007ff8006edafc (__TEXT,__text) external ___settid
00007ff8006edb14 (__TEXT,__text) external ___settid_with_pid
00007ff8006edb2c (__TEXT,__text) external ___settimeofday
00007ff8006edb44 (__TEXT,__text) external ___setwgroups
00007ff8006edb5c (__TEXT,__text) external ___sfi_ctl
00007ff8006edb74 (__TEXT,__text) external ___sfi_pidctl
00007ff8006edb8c (__TEXT,__text) external ___shared_region_check_np
00007ff8006edba4 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff8006edbbc (__TEXT,__text) external ___shm_open
00007ff8006edbd4 (__TEXT,__text) external ___shmctl
00007ff8006edbec (__TEXT,__text) external ___shmsys
00007ff8006edc04 (__TEXT,__text) external ___sigaction
00007ff8006edc1c (__TEXT,__text) external ___sigaltstack
00007ff8006edc34 (__TEXT,__text) external ___sigreturn
00007ff8006edc4c (__TEXT,__text) external ___sigsuspend
00007ff8006edc64 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff8006edc7c (__TEXT,__text) external ___sigwait
00007ff8006edc94 (__TEXT,__text) external ___socketpair
00007ff8006edcac (__TEXT,__text) external ___stack_snapshot_with_config
00007ff8006edcc4 (__TEXT,__text) external ___stat64_extended
00007ff8006edcdc (__TEXT,__text) external ___stat_extended
00007ff8006edcf4 (__TEXT,__text) external ___syscall
00007ff84008c0c0 (__DATA,__common) external ___syscall_logger
00007ff8006edd0c (__TEXT,__text) external ___sysctl
00007ff8006edd24 (__TEXT,__text) external ___sysctlbyname
00007ff8006edd3c (__TEXT,__text) external ___telemetry
00007ff8006edd54 (__TEXT,__text) external ___terminate_with_payload
00007ff8006edd6c (__TEXT,__text) external ___thread_selfid
00007ff8006edd84 (__TEXT,__text) external ___thread_selfusage
00007ff8006edd9c (__TEXT,__text) external ___ulock_wait
00007ff8006eddb4 (__TEXT,__text) external ___ulock_wait2
00007ff8006eddcc (__TEXT,__text) external ___ulock_wake
00007ff8006edde4 (__TEXT,__text) external ___umask_extended
00007ff8006eddfc (__TEXT,__text) external ___unlink
00007ff8006ede14 (__TEXT,__text) external ___unlinkat
00007ff8006ede2c (__TEXT,__text) external ___vfork
00007ff8006ede84 (__TEXT,__text) external ___wait4
00007ff8006ede9c (__TEXT,__text) external ___wait4_nocancel
00007ff8006edeb4 (__TEXT,__text) external ___waitid_nocancel
00007ff8006edecc (__TEXT,__text) external ___work_interval_ctl
00007ff8006edee4 (__TEXT,__text) external ___workq_kernreturn
00007ff8006edefc (__TEXT,__text) external ___workq_open
00007ff8006edf14 (__TEXT,__text) external ___write_nocancel
00007ff8006edf2c (__TEXT,__text) external ___writev_nocancel
00007ff84008ba74 (__DATA,__common) external __cpu_capabilities
00007ff84008ba70 (__DATA,__common) external __cpu_has_altivec
00007ff84008b7f0 (__DATA,__data) non-external (was a private external) __current_pid
00007ff84008c0d8 (__DATA,__bss) non-external __dlsym
00007ff8006ec3f4 (__TEXT,__text) external __exclaves_ctl_trap
00007ff8006ecc60 (__TEXT,__text) external __exit
00007ff8006ec950 (__TEXT,__text) external __get_cpu_capabilities
00007ff84008c0f8 (__DATA,__bss) non-external __gethostuuid_callback
00007ff8006f4190 (__TEXT,__text) external __getprivatesystemidentifier
00007ff8007019aa (__TEXT,__text) external __host_page_size
00007ff8006fc2ed (__TEXT,__text) external __init_cpu_capabilities
00007ff800702e9f (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff800704169 (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff8007054bf (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff800704079 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff80070536d (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff8006ec1e4 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff800706e92 (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff8007061d4 (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff8006ec238 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff80070438c (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff8006ec1f0 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff80070429d (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff800706310 (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff8006ec244 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff800705a1f (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff800705d89 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff8006ec22c (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff800704e0d (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff800705048 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff8006ec2ec (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff800705e79 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff80070447b (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff800706d1e (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff800704996 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff800705706 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff8007063fc (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff8006ec2f8 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff800706832 (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff800705c99 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff8006ec220 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff800704d0e (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff8006ec214 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff800706be4 (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff800705b5c (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff80070608c (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff800706a0a (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff8007045ab (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff8006ec1fc (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff800704ae0 (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff8006ec208 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff800703cd9 (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff800704697 (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff800703f89 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff800704bd0 (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff8006ec3e8 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff80070521e (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff800705fa4 (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff8007048a6 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff800704f58 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff8007065d0 (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff80070583a (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff8007066fe (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff80070691e (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff800703e55 (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff8006ec3dc (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff8007064e8 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff8006ec304 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff80070f385 (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff800706fe1 (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff8006ec19c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff80070710f (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff8006ec1b4 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff800707b91 (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff8006ec1d8 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff8007071f7 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff8006ec1cc (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff800708699 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff8006ec1a8 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff8007073d3 (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff800707e43 (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff800708afc (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff800714bb0 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff800705617 (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff800711601 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff80071174e (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff800711f84 (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff8007131ef (__TEXT,__text) external __kernelrpc_vm_map
00007ff800713cf7 (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff800712a31 (__TEXT,__text) external __kernelrpc_vm_read
00007ff8007134a1 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff800713e22 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff8006ef5e7 (__TEXT,__text) non-external __libkernel_bzero
00007ff84008c0d0 (__DATA,__bss) non-external __libkernel_functions
00007ff84005b2f0 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff8006ef670 (__TEXT,__text) non-external __libkernel_memmove
00007ff8006ef5f1 (__TEXT,__text) non-external __libkernel_memset
00007ff8006ef5ae (__TEXT,__text) non-external __libkernel_strchr
00007ff8006ef5cc (__TEXT,__text) non-external __libkernel_strcmp
00007ff8006ef7b9 (__TEXT,__text) non-external __libkernel_strcpy
00007ff84008b800 (__DATA,__data) non-external __libkernel_string_functions
00007ff8006ef7e1 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff8006ef48a (__TEXT,__text) non-external __libkernel_strlen
00007ff84008b808 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff800715510 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff8006f0b7c (__TEXT,__text) non-external __mach_continuous_time
00007ff84005c4f0 (__DATA_CONST,__const) external __mach_errors
00007ff8006f140b (__TEXT,__text) external __mach_fork_child
00007ff8006f26aa (__TEXT,__text) external __mach_snprintf
00007ff8006f2528 (__TEXT,__text) external __mach_vsnprintf
00007ff84008ba80 (__DATA,__common) external __os_alloc_once_table
00007ff8006f5610 (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff8006f4195 (__TEXT,__text) external __register_gethostuuid_callback
00007ff84008c0e4 (__DATA,__bss) non-external __task_reply_port
00007ff8006ef3f4 (__TEXT,__text) external __thread_set_tsd_base
00007ff800715386 (__TEXT,__text) non-external _abort
00007ff8007153aa (__TEXT,__text) non-external _abort.380
00007ff8007153ce (__TEXT,__text) non-external _abort.382
00007ff8007153f1 (__TEXT,__text) non-external _abort.393
00007ff8007154a0 (__TEXT,__text) external _abort_with_payload
00007ff800715425 (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff800715412 (__TEXT,__text) external _abort_with_reason
00007ff8006ec990 (__TEXT,__text) external _accept
00007ff8006ec9a8 (__TEXT,__text) external _accept$NOCANCEL
00007ff8006edf44 (__TEXT,__text) external _access
00007ff8006ec9c0 (__TEXT,__text) external _accessx_np
00007ff8006edf5c (__TEXT,__text) external _acct
00007ff800710081 (__TEXT,__text) external _act_get_state
00007ff80071026b (__TEXT,__text) external _act_set_state
00007ff8006edf74 (__TEXT,__text) external _adjtime
00007ff8006edf8c (__TEXT,__text) external _aio_cancel
00007ff8006edfa4 (__TEXT,__text) external _aio_error
00007ff8006edfbc (__TEXT,__text) external _aio_fsync
00007ff8006edfd4 (__TEXT,__text) external _aio_read
00007ff8006edfec (__TEXT,__text) external _aio_return
00007ff8006ee004 (__TEXT,__text) external _aio_suspend
00007ff8006ec9d8 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff8006ee01c (__TEXT,__text) external _aio_write
00007ff8006ee034 (__TEXT,__text) external _audit
00007ff8006ee04c (__TEXT,__text) external _audit_session_join
00007ff8006ee064 (__TEXT,__text) external _audit_session_port
00007ff8006ee07c (__TEXT,__text) external _audit_session_self
00007ff8006ee094 (__TEXT,__text) external _auditctl
00007ff8006ee0ac (__TEXT,__text) external _auditon
00007ff8006ec9f0 (__TEXT,__text) external _bind
00007ff84008ba2c (__DATA,__common) external _bootstrap_port
00007ff8006f2948 (__TEXT,__text) external _cerror
00007ff8006f2923 (__TEXT,__text) external _cerror_nocancel
00007ff8006ee0c4 (__TEXT,__text) external _change_fdguard_np
00007ff8006ee0dc (__TEXT,__text) external _chdir
00007ff8006ee0f4 (__TEXT,__text) external _chflags
00007ff8006f4a6a (__TEXT,__text) external _chmod
00007ff8006ee10c (__TEXT,__text) external _chown
00007ff8006ee124 (__TEXT,__text) external _chroot
00007ff8006fea76 (__TEXT,__text) external _clock_alarm
00007ff8006fe75d (__TEXT,__text) external _clock_alarm_reply
00007ff8006fe8e5 (__TEXT,__text) external _clock_get_attributes
00007ff8006fe7c4 (__TEXT,__text) external _clock_get_time
00007ff8006fe62e (__TEXT,__text) external _clock_set_attributes
00007ff8006fe542 (__TEXT,__text) external _clock_set_time
00007ff8006f0c69 (__TEXT,__text) external _clock_sleep
00007ff8006ec3b8 (__TEXT,__text) external _clock_sleep_trap
00007ff8006f0b58 (__TEXT,__text) external _clonefile
00007ff8006ee13c (__TEXT,__text) external _clonefileat
00007ff8006ee154 (__TEXT,__text) external _close
00007ff8006ecb10 (__TEXT,__text) external _close$NOCANCEL
00007ff8006f9ee5 (__TEXT,__text) external _coalition_create
00007ff8006f9f62 (__TEXT,__text) external _coalition_info_debug_info
00007ff8006f9f36 (__TEXT,__text) external _coalition_info_resource_usage
00007ff8006f9fba (__TEXT,__text) external _coalition_info_set_efficiency
