00007ffa1c8997ed (__TEXT,__text) non-external +[NFPromise new]
00007ffa1c897481 (__TEXT,__text) non-external -[NFEventManager triggers]
00007ffa1c8975c0 (__TEXT,__text) non-external -[NFEventTrigger .cxx_destruct]
00007ffa1c8975a2 (__TEXT,__text) non-external -[NFEventTrigger block]
00007ffa1c897598 (__TEXT,__text) non-external -[NFEventTrigger events]
00007ffa1c8975b6 (__TEXT,__text) non-external -[NFEventTrigger fireOnAny]
00007ffa1c8975ac (__TEXT,__text) non-external -[NFEventTrigger fireOnce]
00007ffa1c8974b3 (__TEXT,__text) non-external -[NFEventTrigger initWithKey:fireOnce:fireOnAny:events:block:]
00007ffa1c89758e (__TEXT,__text) non-external -[NFEventTrigger key]
00007ffa1c89907d (__TEXT,__text) non-external -[NFLazy .cxx_destruct]
00007ffa1c899069 (__TEXT,__text) non-external -[NFLazy constructor]
00007ffa1c898e57 (__TEXT,__text) non-external -[NFLazy initWithConstructor:]
00007ffa1c899073 (__TEXT,__text) non-external -[NFLazy lock]
00007ffa1c898fdd (__TEXT,__text) non-external -[NFLazy reset]
00007ffa1c898f03 (__TEXT,__text) non-external -[NFLazy value]
00007ffa1c89e3c2 (__TEXT,__text) non-external -[NFMultiDelegate .cxx_destruct]
00007ffa1c89db2e (__TEXT,__text) non-external -[NFMultiDelegate addDelegate:]
00007ffa1c89e37c (__TEXT,__text) non-external -[NFMultiDelegate children]
00007ffa1c89dd56 (__TEXT,__text) non-external -[NFMultiDelegate conformsToProtocol:]
00007ffa1c89e386 (__TEXT,__text) non-external -[NFMultiDelegate delegateProtocol]
00007ffa1c89db25 (__TEXT,__text) non-external -[NFMultiDelegate delegate]
00007ffa1c89e196 (__TEXT,__text) non-external -[NFMultiDelegate forwardInvocation:]
00007ffa1c89da16 (__TEXT,__text) non-external -[NFMultiDelegate initWithDelegate:delegateProtocol:]
00007ffa1c89da2b (__TEXT,__text) non-external -[NFMultiDelegate initWithDelegate:delegateProtocol:options:]
00007ffa1c89e390 (__TEXT,__text) non-external -[NFMultiDelegate lock]
00007ffa1c89df94 (__TEXT,__text) non-external -[NFMultiDelegate methodSignatureForSelector:]
00007ffa1c89dbc9 (__TEXT,__text) non-external -[NFMultiDelegate removeDelegate:]
00007ffa1c89dc64 (__TEXT,__text) non-external -[NFMultiDelegate replaceDelegate:withDelegate:]
00007ffa1c89dde4 (__TEXT,__text) non-external -[NFMultiDelegate respondsToSelector:]
00007ffa1c89e39a (__TEXT,__text) non-external -[NFMultiDelegate setLock:]
00007ffa1c89c55d (__TEXT,__text) non-external -[NFMutexLock dealloc]
00007ffa1c89c4c9 (__TEXT,__text) non-external -[NFMutexLock initWithOptions:]
00007ffa1c89c4b5 (__TEXT,__text) non-external -[NFMutexLock init]
00007ffa1c89c5e5 (__TEXT,__text) non-external -[NFMutexLock lock]
00007ffa1c89c597 (__TEXT,__text) non-external -[NFMutexLock performWithLockSync:]
00007ffa1c89c5f3 (__TEXT,__text) non-external -[NFMutexLock unlock]
00007ffa1c8964dd (__TEXT,__text) non-external -[NFPendingPromise .cxx_destruct]
00007ffa1c89633d (__TEXT,__text) non-external -[NFPendingPromise init]
00007ffa1c896479 (__TEXT,__text) non-external -[NFPendingPromise promise]
00007ffa1c8964c4 (__TEXT,__text) non-external -[NFPendingPromise reject]
00007ffa1c8964ab (__TEXT,__text) non-external -[NFPendingPromise resolve]
00007ffa1c896483 (__TEXT,__text) non-external -[NFPendingPromise setPromise:]
00007ffa1c8964ce (__TEXT,__text) non-external -[NFPendingPromise setReject:]
00007ffa1c8964b5 (__TEXT,__text) non-external -[NFPendingPromise setResolve:]
00007ffa1c89aa2e (__TEXT,__text) non-external -[NFPromise .cxx_destruct]
00007ffa1c899903 (__TEXT,__text) non-external -[NFPromise always:]
00007ffa1c899f1f (__TEXT,__text) non-external -[NFPromise alwaysOn:always:]
00007ffa1c89988b (__TEXT,__text) non-external -[NFPromise dealloc]
00007ffa1c89a8c9 (__TEXT,__text) non-external -[NFPromise delayOn]
00007ffa1c89a7f7 (__TEXT,__text) non-external -[NFPromise delay]
00007ffa1c8998e7 (__TEXT,__text) non-external -[NFPromise error:]
00007ffa1c899e88 (__TEXT,__text) non-external -[NFPromise errorOn:error:]
00007ffa1c89a372 (__TEXT,__text) non-external -[NFPromise errorOn]
00007ffa1c89a2b5 (__TEXT,__text) non-external -[NFPromise error]
00007ffa1c899809 (__TEXT,__text) non-external -[NFPromise initWithError:]
00007ffa1c89957b (__TEXT,__text) non-external -[NFPromise initWithResolver:]
00007ffa1c89976b (__TEXT,__text) non-external -[NFPromise initWithValue:]
00007ffa1c899410 (__TEXT,__text) non-external -[NFPromise init]
00007ffa1c89a193 (__TEXT,__text) non-external -[NFPromise pipeOn]
00007ffa1c89a07a (__TEXT,__text) non-external -[NFPromise pipe]
00007ffa1c89a61b (__TEXT,__text) non-external -[NFPromise resolveOn]
00007ffa1c89a3dc (__TEXT,__text) non-external -[NFPromise resolve]
00007ffa1c89a9fc (__TEXT,__text) non-external -[NFPromise seal]
00007ffa1c89aa06 (__TEXT,__text) non-external -[NFPromise setSeal:]
00007ffa1c8998cb (__TEXT,__text) non-external -[NFPromise then:]
00007ffa1c89991f (__TEXT,__text) non-external -[NFPromise thenOn:then:]
00007ffa1c89a010 (__TEXT,__text) non-external -[NFPromise thenOn]
00007ffa1c899fa9 (__TEXT,__text) non-external -[NFPromise then]
00007ffa1c89ca79 (__TEXT,__text) non-external -[NFPromise(Timeout) timeoutAfter:]
00007ffa1c89cad8 (__TEXT,__text) non-external -[NFPromise(Timeout) timeoutAfter:on:]
00007ffa1c89bdbe (__TEXT,__text) non-external -[NFPromiseSeal .cxx_destruct]
00007ffa1c89b725 (__TEXT,__text) non-external -[NFPromiseSeal alwaysOn:always:]
00007ffa1c89b3a6 (__TEXT,__text) non-external -[NFPromiseSeal dealloc]
00007ffa1c89f007 (__TEXT,__text) non-external -[NFPromiseSeal dealloc].cold.1
00007ffa1c89f0e8 (__TEXT,__text) non-external -[NFPromiseSeal dealloc].cold.2
00007ffa1c89bd3c (__TEXT,__text) non-external -[NFPromiseSeal error]
00007ffa1c89bd82 (__TEXT,__text) non-external -[NFPromiseSeal handlers]
00007ffa1c89b332 (__TEXT,__text) non-external -[NFPromiseSeal initWithError:]
00007ffa1c89b2be (__TEXT,__text) non-external -[NFPromiseSeal initWithValue:]
00007ffa1c89b241 (__TEXT,__text) non-external -[NFPromiseSeal init]
00007ffa1c89bdb4 (__TEXT,__text) non-external -[NFPromiseSeal lock]
00007ffa1c89b859 (__TEXT,__text) non-external -[NFPromiseSeal registerHandler:]
00007ffa1c89b4b9 (__TEXT,__text) non-external -[NFPromiseSeal reject:]
00007ffa1c89b4a2 (__TEXT,__text) non-external -[NFPromiseSeal resolve:]
00007ffa1c89b4d6 (__TEXT,__text) non-external -[NFPromiseSeal resolveOn:reject:resolve:]
00007ffa1c89b9c1 (__TEXT,__text) non-external -[NFPromiseSeal seal:error:resolution:]
00007ffa1c89f1c9 (__TEXT,__text) non-external -[NFPromiseSeal seal:error:resolution:].cold.1
00007ffa1c89bd46 (__TEXT,__text) non-external -[NFPromiseSeal setError:]
00007ffa1c89bd8c (__TEXT,__text) non-external -[NFPromiseSeal setHandlers:]
00007ffa1c89bd78 (__TEXT,__text) non-external -[NFPromiseSeal setState:]
00007ffa1c89bd14 (__TEXT,__text) non-external -[NFPromiseSeal setValue:]
00007ffa1c89bd6e (__TEXT,__text) non-external -[NFPromiseSeal state]
00007ffa1c89bd0a (__TEXT,__text) non-external -[NFPromiseSeal value]
00007ffa1c89c482 (__TEXT,__text) non-external -[NFReachability .cxx_destruct]
00007ffa1c89c288 (__TEXT,__text) non-external -[NFReachability _statusFromNetworkPath:]
00007ffa1c89c0e7 (__TEXT,__text) non-external -[NFReachability _updateCurrentNetworkPath:]
00007ffa1c89c180 (__TEXT,__text) non-external -[NFReachability _updateCurrentReachabilityStatus:]
00007ffa1c89c450 (__TEXT,__text) non-external -[NFReachability currentNetworkPath]
00007ffa1c89c3d8 (__TEXT,__text) non-external -[NFReachability currentReachabilityStatus]
00007ffa1c89c075 (__TEXT,__text) non-external -[NFReachability dealloc]
00007ffa1c89c0af (__TEXT,__text) non-external -[NFReachability flushStatusUpdates]
00007ffa1c89beca (__TEXT,__text) non-external -[NFReachability init]
00007ffa1c89c41e (__TEXT,__text) non-external -[NFReachability networkPathMonitor]
00007ffa1c89c3ec (__TEXT,__text) non-external -[NFReachability observationQueue]
00007ffa1c89c45a (__TEXT,__text) non-external -[NFReachability setCurrentNetworkPath:]
00007ffa1c89c3e2 (__TEXT,__text) non-external -[NFReachability setCurrentReachabilityStatus:]
00007ffa1c89c428 (__TEXT,__text) non-external -[NFReachability setNetworkPathMonitor:]
00007ffa1c89c3f6 (__TEXT,__text) non-external -[NFReachability setObservationQueue:]
00007ffa1c898d5d (__TEXT,__text) non-external -[NFStateMachine .cxx_destruct]
00007ffa1c897d8f (__TEXT,__text) non-external -[NFStateMachine activateIfNeeded]
00007ffa1c897d11 (__TEXT,__text) non-external -[NFStateMachine activate]
00007ffa1c897fd6 (__TEXT,__text) non-external -[NFStateMachine addEvent:]
00007ffa1c89ee15 (__TEXT,__text) non-external -[NFStateMachine addEvent:].cold.1
00007ffa1c897ea9 (__TEXT,__text) non-external -[NFStateMachine addState:]
00007ffa1c89ed34 (__TEXT,__text) non-external -[NFStateMachine addState:].cold.1
00007ffa1c897e5b (__TEXT,__text) non-external -[NFStateMachine deactivateIfNeeded]
00007ffa1c897ddd (__TEXT,__text) non-external -[NFStateMachine deactivate]
00007ffa1c897c23 (__TEXT,__text) non-external -[NFStateMachine debugDescription]
00007ffa1c897b85 (__TEXT,__text) non-external -[NFStateMachine description]
00007ffa1c898ce5 (__TEXT,__text) non-external -[NFStateMachine events]
00007ffa1c898103 (__TEXT,__text) non-external -[NFStateMachine fireEventWithName:withContext:]
00007ffa1c897a35 (__TEXT,__text) non-external -[NFStateMachine initWithState:withOwner:]
00007ffa1c898d17 (__TEXT,__text) non-external -[NFStateMachine lock]
00007ffa1c898c8c (__TEXT,__text) non-external -[NFStateMachine owner]
00007ffa1c898cef (__TEXT,__text) non-external -[NFStateMachine setEvents:]
00007ffa1c898d21 (__TEXT,__text) non-external -[NFStateMachine setLock:]
00007ffa1c898ca2 (__TEXT,__text) non-external -[NFStateMachine setOwner:]
00007ffa1c898c64 (__TEXT,__text) non-external -[NFStateMachine setState:]
00007ffa1c898cbd (__TEXT,__text) non-external -[NFStateMachine setStates:]
00007ffa1c898c50 (__TEXT,__text) non-external -[NFStateMachine setStatus:]
00007ffa1c898d53 (__TEXT,__text) non-external -[NFStateMachine setStatusToken:]
00007ffa1c898c5a (__TEXT,__text) non-external -[NFStateMachine state]
00007ffa1c898cb3 (__TEXT,__text) non-external -[NFStateMachine states]
00007ffa1c898d49 (__TEXT,__text) non-external -[NFStateMachine statusToken]
00007ffa1c898c46 (__TEXT,__text) non-external -[NFStateMachine status]
00007ffa1c89ca3b (__TEXT,__text) non-external -[NFStateMachineEvent .cxx_destruct]
00007ffa1c89c7e2 (__TEXT,__text) non-external -[NFStateMachineEvent description]
00007ffa1c89c9f0 (__TEXT,__text) non-external -[NFStateMachineEvent destinationState]
00007ffa1c89ca22 (__TEXT,__text) non-external -[NFStateMachineEvent fireBlock]
00007ffa1c89c8cb (__TEXT,__text) non-external -[NFStateMachineEvent fired:withOwner:]
00007ffa1c89c6ca (__TEXT,__text) non-external -[NFStateMachineEvent hash]
00007ffa1c89c601 (__TEXT,__text) non-external -[NFStateMachineEvent initWithName:transitionFromStates:toState:]
00007ffa1c89c70e (__TEXT,__text) non-external -[NFStateMachineEvent isEqual:]
00007ffa1c89c9a5 (__TEXT,__text) non-external -[NFStateMachineEvent name]
00007ffa1c89c8ab (__TEXT,__text) non-external -[NFStateMachineEvent onFire:]
00007ffa1c89c9fa (__TEXT,__text) non-external -[NFStateMachineEvent setDestinationState:]
00007ffa1c89ca2c (__TEXT,__text) non-external -[NFStateMachineEvent setFireBlock:]
00007ffa1c89c9af (__TEXT,__text) non-external -[NFStateMachineEvent setName:]
00007ffa1c89c9c8 (__TEXT,__text) non-external -[NFStateMachineEvent setStates:]
00007ffa1c89c9be (__TEXT,__text) non-external -[NFStateMachineEvent states]
00007ffa1c89d614 (__TEXT,__text) non-external -[NFStateMachineState .cxx_destruct]
00007ffa1c89d597 (__TEXT,__text) non-external -[NFStateMachineState canTryBlock]
00007ffa1c89d46d (__TEXT,__text) non-external -[NFStateMachineState description]
00007ffa1c89d5fb (__TEXT,__text) non-external -[NFStateMachineState didEnterBlock]
00007ffa1c89d5e2 (__TEXT,__text) non-external -[NFStateMachineState didExitBlock]
00007ffa1c89d355 (__TEXT,__text) non-external -[NFStateMachineState hash]
00007ffa1c89d2e9 (__TEXT,__text) non-external -[NFStateMachineState initWithName:]
00007ffa1c89d399 (__TEXT,__text) non-external -[NFStateMachineState isEqual:]
00007ffa1c89d57e (__TEXT,__text) non-external -[NFStateMachineState name]
00007ffa1c89d4de (__TEXT,__text) non-external -[NFStateMachineState onCanTry:]
00007ffa1c89d55e (__TEXT,__text) non-external -[NFStateMachineState onDidEnter:]
00007ffa1c89d51e (__TEXT,__text) non-external -[NFStateMachineState onDidExit:]
00007ffa1c89d53e (__TEXT,__text) non-external -[NFStateMachineState onWillEnter:]
00007ffa1c89d4fe (__TEXT,__text) non-external -[NFStateMachineState onWillExit:]
00007ffa1c89d5a1 (__TEXT,__text) non-external -[NFStateMachineState setCanTryBlock:]
00007ffa1c89d605 (__TEXT,__text) non-external -[NFStateMachineState setDidEnterBlock:]
00007ffa1c89d5ec (__TEXT,__text) non-external -[NFStateMachineState setDidExitBlock:]
00007ffa1c89d588 (__TEXT,__text) non-external -[NFStateMachineState setName:]
00007ffa1c89d5d3 (__TEXT,__text) non-external -[NFStateMachineState setWillEnterBlock:]
00007ffa1c89d5ba (__TEXT,__text) non-external -[NFStateMachineState setWillExitBlock:]
00007ffa1c89d5c9 (__TEXT,__text) non-external -[NFStateMachineState willEnterBlock]
00007ffa1c89d5b0 (__TEXT,__text) non-external -[NFStateMachineState willExitBlock]
00007ffa1c89d668 (__TEXT,__text) non-external -[NFStateMachineState(Private) canTry:withOwner:]
00007ffa1c89d93c (__TEXT,__text) non-external -[NFStateMachineState(Private) didEnter:withOwner:]
00007ffa1c89d862 (__TEXT,__text) non-external -[NFStateMachineState(Private) didExit:withOwner:]
00007ffa1c89d7bd (__TEXT,__text) non-external -[NFStateMachineState(Private) willEnter:withOwner:]
00007ffa1c89d718 (__TEXT,__text) non-external -[NFStateMachineState(Private) willExit:withOwner:]
00007ffa1c8962f4 (__TEXT,__text) non-external -[NFStateMachineTransition .cxx_destruct]
00007ffa1c8962c2 (__TEXT,__text) non-external -[NFStateMachineTransition context]
00007ffa1c896111 (__TEXT,__text) non-external -[NFStateMachineTransition description]
00007ffa1c89622c (__TEXT,__text) non-external -[NFStateMachineTransition event]
00007ffa1c89625e (__TEXT,__text) non-external -[NFStateMachineTransition fromState]
00007ffa1c895ff6 (__TEXT,__text) non-external -[NFStateMachineTransition initWithStateMachine:event:fromState:toState:context:]
00007ffa1c8962cc (__TEXT,__text) non-external -[NFStateMachineTransition setContext:]
00007ffa1c896236 (__TEXT,__text) non-external -[NFStateMachineTransition setEvent:]
00007ffa1c896268 (__TEXT,__text) non-external -[NFStateMachineTransition setFromState:]
00007ffa1c896204 (__TEXT,__text) non-external -[NFStateMachineTransition setStateMachine:]
00007ffa1c89629a (__TEXT,__text) non-external -[NFStateMachineTransition setToState:]
00007ffa1c8961fa (__TEXT,__text) non-external -[NFStateMachineTransition stateMachine]
00007ffa1c896290 (__TEXT,__text) non-external -[NFStateMachineTransition toState]
00007ffa1c895fda (__TEXT,__text) non-external -[NFUnfairLock assertLocked]
00007ffa1c895fe8 (__TEXT,__text) non-external -[NFUnfairLock assertNotLocked]
00007ffa1c895f07 (__TEXT,__text) non-external -[NFUnfairLock initWithOptions:]
00007ffa1c895f50 (__TEXT,__text) non-external -[NFUnfairLock init]
00007ffa1c895fbb (__TEXT,__text) non-external -[NFUnfairLock lock]
00007ffa1c895f64 (__TEXT,__text) non-external -[NFUnfairLock performWithLockSync:]
00007ffa1c895fcc (__TEXT,__text) non-external -[NFUnfairLock unlock]
00007ffa1c89aa49 (__TEXT,__text) non-external -[NFVoid copyWithZone:]
00007ffa1c8979bd (__TEXT,__text) non-external -[NSError(NFStateMachine) fc_isStateMachineError:]
00007ffa1c8991ae (__TEXT,__text) non-external -[NSKeyedUnarchiver(FRAdditions) nf_securelyUnarchiveObjectOfClass:]
00007ffa1c89afce (__TEXT,__text) non-external -[NSString(NFAdditions) nf_sha1]
00007ffa1c89b0c7 (__TEXT,__text) non-external -[NSString(NFAdditions) nf_stringByReversingString]
00007ffa1c898da4 (__TEXT,__text) non-external -[NSUserDefaults(NFAdditions) nf_migrateObjectForKey:toKey:]
00007ffa1c89e5b1 (__TEXT,__text) non-external -[NSValue(NFAdditions) nf_CGPointValue]
00007ffa1c89e51f (__TEXT,__text) non-external -[NSValue(NFAdditions) nf_CGRectValue]
00007ffa1c8a0f74 (__TEXT,__gcc_except_tab) non-external GCC_except_table19
00007ffa1c8a0fd0 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00007ffa1c8a0fec (__TEXT,__gcc_except_tab) non-external GCC_except_table2
                 (undefined) external _BOMCopierCopyWithOptions (from Bom)
                 (undefined) external _BOMCopierFree (from Bom)
                 (undefined) external _BOMCopierNew (from Bom)
                 (undefined) external _BOMCopierSetCopyFileFinishedHandler (from Bom)
                 (undefined) external _BOMCopierSetUserData (from Bom)
                 (undefined) external _BOMCopierUserData (from Bom)
                 (undefined) external _CC_SHA1 (from libSystem)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
00007ffa1c897755 (__TEXT,__text) non-external _NFArchiverCopyFileFinishedHandler
00007ffa1c89e793 (__TEXT,__text) external _NFDeviceHasExtendedColorDisplay
00007ffa1c89f2da (__TEXT,__text) non-external _NFDeviceHasExtendedColorDisplay.cold.1
00007ffa42f0b3e0 (__DATA_DIRTY,__bss) non-external _NFDeviceHasExtendedColorDisplay.hasExtendedColorDisplay
00007ffa42f0b3d8 (__DATA_DIRTY,__bss) non-external _NFDeviceHasExtendedColorDisplay.onceToken
00007ffa1c89e62a (__TEXT,__text) external _NFDeviceIsA7
00007ffa1c89e632 (__TEXT,__text) external _NFDeviceIsA8
00007ffa1c89e727 (__TEXT,__text) external _NFDeviceModelString
00007ffa1c89e70c (__TEXT,__text) external _NFDeviceOSVersion
00007ffa1c89e63a (__TEXT,__text) external _NFDevicePlatform
00007ffa1c89f2c2 (__TEXT,__text) non-external _NFDevicePlatform.cold.1
00007ffa42f0b3d0 (__DATA_DIRTY,__bss) non-external _NFDevicePlatform.onceToken
00007ffa42f0b3c8 (__DATA_DIRTY,__bss) non-external _NFDevicePlatform.s_platformString
00007ffa1c89e6ff (__TEXT,__text) external _NFGeneralDeviceString
00007ffa1c895e70 (__TEXT,__text) external _NFInternalBuild
00007ffa1c89e7be (__TEXT,__text) non-external _NFInternalBuild.cold.1
00007ffa42f0b3f0 (__DATA_DIRTY,__bss) non-external _NFInternalBuild.internalBuild
00007ffa42f0b3e8 (__DATA_DIRTY,__bss) non-external _NFInternalBuild.onceToken
00007ffa1c89bdfc (__TEXT,__text) external _NFLockSync
00007ffa1c89b191 (__TEXT,__text) external _NFPromiseInvokeOnQueue
00007ffa1c895ea6 (__TEXT,__text) external _NFSeedBuild
00007ffa4259c3c0 (__DATA_CONST,__const) external _NFStateMachineErrorDomain
00007ffa1c895eae (__TEXT,__text) external _NFStoreDemoMode
00007ffa1c89e7d6 (__TEXT,__text) non-external _NFStoreDemoMode.cold.1
00007ffa42f0b3c0 (__DATA_DIRTY,__bss) non-external _NFStoreDemoMode.onceToken
00007ffa42f0b3f1 (__DATA_DIRTY,__bss) non-external _NFStoreDemoMode.storeDemoMode
00007ffa1c89e742 (__TEXT,__text) external _NFSystemName
                 (undefined) external _NSGetSizeAndAlignment (from CoreFoundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSKeyedArchiveRootObjectKey (from Foundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
00007ffa1c8a0260 (__TEXT,__const) external _NewsFoundationVersionNumber
00007ffa1c8a0220 (__TEXT,__const) external _NewsFoundationVersionString
00007ffa42f0b318 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFArchiver
00007ffa42f0b278 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFEventManager
00007ffa42f0b250 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFEventTrigger
00007ffa42f0b228 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFLazy
00007ffa42f0b340 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFMultiDelegate
00007ffa42f0b200 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFMutexLock
00007ffa42f0b2a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFPendingPromise
00007ffa42f0b1d8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFPromise
00007ffa42f0b1b0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFPromiseSeal
00007ffa42f0b188 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFReachability
00007ffa42f0b160 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFStateMachine
00007ffa42f0b138 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFStateMachineEvent
00007ffa42f0b110 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFStateMachineState
00007ffa42f0b0e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFStateMachineTransition
00007ffa42f0b0c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFUnfairLock
00007ffa42f0b098 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NFVoid
                 (undefined) external _OBJC_CLASS_$_NSBlock (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUserDefaults (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
