                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ff80d97f4eb (__TEXT,__text) external ___cmph_dump
00007ff80d97796d (__TEXT,__text) external _bdz_ph_packed_size
00007ff80d9777c2 (__TEXT,__text) external _bdz_ph_search
00007ff80d9779ae (__TEXT,__text) external _bdz_ph_search_packed
00007ff80d9766bc (__TEXT,__text) external _bdz_search
00007ff80d976944 (__TEXT,__text) external _bdz_search_packed
00007ff80d983eb0 (__TEXT,__const) non-external _bitmask
00007ff80d983ed0 (__TEXT,__const) non-external _bitmask
00007ff80d9843f8 (__TEXT,__const) non-external _bitmask
00007ff80d984408 (__TEXT,__const) non-external _bitmask
00007ff80d9845c8 (__TEXT,__const) non-external _bitmask
00007ff80d984670 (__TEXT,__const) non-external _bitmask
00007ff80d984460 (__TEXT,__const) non-external _bitmask32
00007ff80d984540 (__TEXT,__const) non-external _bitmask32
00007ff80d9845d0 (__TEXT,__const) non-external _bitmask32
00007ff80d978fc7 (__TEXT,__text) external _bmz8_config_destroy
00007ff80d978fa0 (__TEXT,__text) external _bmz8_config_new
00007ff80d978fd5 (__TEXT,__text) external _bmz8_config_set_hashfuncs
00007ff80d97a130 (__TEXT,__text) external _bmz8_destroy
00007ff80d979e59 (__TEXT,__text) external _bmz8_dump
00007ff80d979f7b (__TEXT,__text) external _bmz8_load
00007ff80d979008 (__TEXT,__text) external _bmz8_new
00007ff80d9831c6 (__TEXT,__text) non-external _bmz8_new.cold.1
00007ff80d97a17d (__TEXT,__text) external _bmz8_pack
00007ff80d97a223 (__TEXT,__text) external _bmz8_packed_size
00007ff80d97a0ad (__TEXT,__text) external _bmz8_search
00007ff80d97a277 (__TEXT,__text) external _bmz8_search_packed
00007ff80d97a349 (__TEXT,__text) non-external _bmz8_traverse
00007ff80d9831e9 (__TEXT,__text) non-external _bmz8_traverse.cold.1
00007ff80d977bcb (__TEXT,__text) external _bmz_config_destroy
00007ff80d977ba4 (__TEXT,__text) external _bmz_config_new
00007ff80d977bd9 (__TEXT,__text) external _bmz_config_set_hashfuncs
00007ff80d978c9d (__TEXT,__text) external _bmz_destroy
00007ff80d9789dc (__TEXT,__text) external _bmz_dump
00007ff80d978b04 (__TEXT,__text) external _bmz_load
00007ff80d977c0c (__TEXT,__text) external _bmz_new
00007ff80d983180 (__TEXT,__text) non-external _bmz_new.cold.1
00007ff80d978cea (__TEXT,__text) external _bmz_pack
00007ff80d978d93 (__TEXT,__text) external _bmz_packed_size
00007ff80d978c39 (__TEXT,__text) external _bmz_search
00007ff80d978de7 (__TEXT,__text) external _bmz_search_packed
00007ff80d978e95 (__TEXT,__text) non-external _bmz_traverse
00007ff80d9831a3 (__TEXT,__text) non-external _bmz_traverse.cold.1
00007ff80d97a4dd (__TEXT,__text) external _brz_config_destroy
00007ff80d97a467 (__TEXT,__text) external _brz_config_new
00007ff80d97a60f (__TEXT,__text) external _brz_config_set_algo
00007ff80d97a5f1 (__TEXT,__text) external _brz_config_set_b
00007ff80d97a4fe (__TEXT,__text) external _brz_config_set_hashfuncs
00007ff80d97a52a (__TEXT,__text) external _brz_config_set_memory_availability
00007ff80d97a5d7 (__TEXT,__text) external _brz_config_set_mphf_fd
00007ff80d98320c (__TEXT,__text) non-external _brz_config_set_mphf_fd.cold.1
00007ff80d97a53e (__TEXT,__text) external _brz_config_set_tmp_dir
00007ff80d97bae2 (__TEXT,__text) external _brz_destroy
00007ff80d97b59d (__TEXT,__text) external _brz_dump
00007ff80d97b646 (__TEXT,__text) external _brz_load
00007ff80d9832b9 (__TEXT,__text) non-external _brz_load.cold.1
00007ff80d97a626 (__TEXT,__text) external _brz_new
00007ff80d98322d (__TEXT,__text) non-external _brz_new.cold.1
00007ff80d983250 (__TEXT,__text) non-external _brz_new.cold.2
00007ff80d983273 (__TEXT,__text) non-external _brz_new.cold.3
00007ff80d983296 (__TEXT,__text) non-external _brz_new.cold.4
00007ff80d97bb89 (__TEXT,__text) external _brz_pack
00007ff80d9832ff (__TEXT,__text) non-external _brz_pack.cold.1
00007ff80d97bd3e (__TEXT,__text) external _brz_packed_size
00007ff80d983322 (__TEXT,__text) non-external _brz_packed_size.cold.1
00007ff80d97b8fe (__TEXT,__text) external _brz_search
00007ff80d9832dc (__TEXT,__text) non-external _brz_search.cold.1
00007ff80d97be3a (__TEXT,__text) external _brz_search_packed
00007ff80d983345 (__TEXT,__text) non-external _brz_search_packed.cold.1
00007ff80d97c358 (__TEXT,__text) external _buffer_entry_destroy
00007ff80d97c1e1 (__TEXT,__text) external _buffer_entry_get_capacity
00007ff80d97c308 (__TEXT,__text) non-external _buffer_entry_load
00007ff80d97c182 (__TEXT,__text) external _buffer_entry_new
00007ff80d97c1b3 (__TEXT,__text) external _buffer_entry_open
00007ff80d97c1ea (__TEXT,__text) external _buffer_entry_read_key
00007ff80d97c1d8 (__TEXT,__text) external _buffer_entry_set_capacity
00007ff80d97c4c7 (__TEXT,__text) external _buffer_manager_destroy
00007ff80d97c387 (__TEXT,__text) external _buffer_manager_new
00007ff80d97c41f (__TEXT,__text) external _buffer_manager_open
00007ff80d97c436 (__TEXT,__text) external _buffer_manager_read_key
                 (undefined) external _calloc (from libSystem)
00007ff80d97c54d (__TEXT,__text) external _chd_config_destroy
00007ff80d97c510 (__TEXT,__text) external _chd_config_new
00007ff80d97c583 (__TEXT,__text) external _chd_config_set_b
00007ff80d97c572 (__TEXT,__text) external _chd_config_set_hashfuncs
00007ff80d97c594 (__TEXT,__text) external _chd_config_set_keys_per_bin
00007ff80d97c8a1 (__TEXT,__text) external _chd_destroy
00007ff80d97c830 (__TEXT,__text) external _chd_dump
00007ff80d97c790 (__TEXT,__text) external _chd_load
00007ff80d97c5a5 (__TEXT,__text) external _chd_new
00007ff80d97c905 (__TEXT,__text) external _chd_pack
00007ff80d97c94b (__TEXT,__text) external _chd_packed_size
00007ff80d97c9cb (__TEXT,__text) external _chd_ph_config_destroy
00007ff80d97c990 (__TEXT,__text) external _chd_ph_config_new
00007ff80d97ca04 (__TEXT,__text) external _chd_ph_config_set_b
00007ff80d983368 (__TEXT,__text) non-external _chd_ph_config_set_b.cold.1
00007ff80d97c9f1 (__TEXT,__text) external _chd_ph_config_set_hashfuncs
00007ff80d97ca2b (__TEXT,__text) external _chd_ph_config_set_keys_per_bin
00007ff80d98338b (__TEXT,__text) non-external _chd_ph_config_set_keys_per_bin.cold.1
00007ff80d97d7f0 (__TEXT,__text) external _chd_ph_destroy
00007ff80d97d706 (__TEXT,__text) external _chd_ph_dump
00007ff80d97d5f5 (__TEXT,__text) external _chd_ph_load
00007ff80d97ca52 (__TEXT,__text) external _chd_ph_new
00007ff80d9833ae (__TEXT,__text) non-external _chd_ph_new.cold.1
00007ff80d97d8c6 (__TEXT,__text) external _chd_ph_pack
00007ff80d97d924 (__TEXT,__text) external _chd_ph_packed_size
00007ff80d97d82b (__TEXT,__text) external _chd_ph_search
00007ff80d97d953 (__TEXT,__text) external _chd_ph_search_packed
00007ff80d97c8d5 (__TEXT,__text) external _chd_search
00007ff80d97c95f (__TEXT,__text) external _chd_search_packed
00007ff80d982765 (__TEXT,__text) external _check_primality
00007ff80d97dbfc (__TEXT,__text) external _chm_config_destroy
00007ff80d97dbd5 (__TEXT,__text) external _chm_config_new
00007ff80d97dc0a (__TEXT,__text) external _chm_config_set_hashfuncs
00007ff80d97e409 (__TEXT,__text) external _chm_destroy
00007ff80d97e12d (__TEXT,__text) external _chm_dump
00007ff80d97e255 (__TEXT,__text) external _chm_load
00007ff80d97dc3d (__TEXT,__text) external _chm_new
00007ff80d9833cf (__TEXT,__text) non-external _chm_new.cold.1
00007ff80d97e456 (__TEXT,__text) external _chm_pack
00007ff80d97e505 (__TEXT,__text) external _chm_packed_size
00007ff80d97e38a (__TEXT,__text) external _chm_search
00007ff80d97e559 (__TEXT,__text) external _chm_search_packed
00007ff80d97e059 (__TEXT,__text) non-external _chm_traverse
00007ff80d97ee43 (__TEXT,__text) external _cmph_config_destroy
00007ff80d98352b (__TEXT,__text) non-external _cmph_config_destroy.cold.1
00007ff80d97ec28 (__TEXT,__text) external _cmph_config_new
00007ff80d9834c2 (__TEXT,__text) non-external _cmph_config_new.cold.1
00007ff80d97ec5d (__TEXT,__text) external _cmph_config_set_algo
00007ff80d9834e5 (__TEXT,__text) non-external _cmph_config_set_algo.cold.1
00007ff80d983508 (__TEXT,__text) non-external _cmph_config_set_algo.cold.2
00007ff80d97edc2 (__TEXT,__text) external _cmph_config_set_b
00007ff80d97ef88 (__TEXT,__text) external _cmph_config_set_graphsize
00007ff80d97ef0d (__TEXT,__text) external _cmph_config_set_hashfuncs
00007ff80d97ee14 (__TEXT,__text) external _cmph_config_set_keys_per_bin
00007ff80d97ee32 (__TEXT,__text) external _cmph_config_set_memory_availability
00007ff80d97edb1 (__TEXT,__text) external _cmph_config_set_mphf_fd
00007ff80d97eda0 (__TEXT,__text) external _cmph_config_set_tmp_dir
00007ff80d97ef04 (__TEXT,__text) external _cmph_config_set_verbosity
00007ff80d97f281 (__TEXT,__text) external _cmph_destroy
00007ff80d9835da (__TEXT,__text) non-external _cmph_destroy.cold.1
00007ff80d97f094 (__TEXT,__text) external _cmph_dump
00007ff80d983571 (__TEXT,__text) non-external _cmph_dump.cold.1
00007ff8424c4db0 (__DATA,__data) external _cmph_hash_names
00007ff80d97e92d (__TEXT,__text) external _cmph_io_byte_vector_adapter
00007ff80d97ea36 (__TEXT,__text) external _cmph_io_byte_vector_adapter_destroy
00007ff80d97e620 (__TEXT,__text) external _cmph_io_nlfile_adapter
00007ff80d9833f0 (__TEXT,__text) non-external _cmph_io_nlfile_adapter.cold.1
00007ff80d97e8c9 (__TEXT,__text) external _cmph_io_nlfile_adapter_destroy
00007ff80d97e8d3 (__TEXT,__text) external _cmph_io_nlnkfile_adapter
00007ff80d983413 (__TEXT,__text) non-external _cmph_io_nlnkfile_adapter.cold.1
00007ff80d97e923 (__TEXT,__text) external _cmph_io_nlnkfile_adapter_destroy
00007ff80d97ea55 (__TEXT,__text) external _cmph_io_struct_vector_adapter
00007ff80d98347c (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.1
00007ff80d98349f (__TEXT,__text) non-external _cmph_io_struct_vector_adapter.cold.2
00007ff80d97eb69 (__TEXT,__text) external _cmph_io_struct_vector_adapter_destroy
00007ff80d97eb88 (__TEXT,__text) external _cmph_io_vector_adapter
00007ff80d97ec09 (__TEXT,__text) external _cmph_io_vector_adapter_destroy
00007ff80d97e959 (__TEXT,__text) non-external _cmph_io_vector_new
00007ff80d983436 (__TEXT,__text) non-external _cmph_io_vector_new.cold.1
00007ff80d983459 (__TEXT,__text) non-external _cmph_io_vector_new.cold.2
00007ff80d97f114 (__TEXT,__text) external _cmph_load
00007ff80d983594 (__TEXT,__text) non-external _cmph_load.cold.1
00007ff8424c4d60 (__DATA,__data) external _cmph_names
00007ff80d97ef93 (__TEXT,__text) external _cmph_new
00007ff80d98354e (__TEXT,__text) non-external _cmph_new.cold.1
00007ff80d97f300 (__TEXT,__text) external _cmph_pack
00007ff80d9835fd (__TEXT,__text) non-external _cmph_pack.cold.1
00007ff80d97f384 (__TEXT,__text) external _cmph_packed_size
00007ff80d983620 (__TEXT,__text) non-external _cmph_packed_size.cold.1
00007ff80d97f1f4 (__TEXT,__text) external _cmph_search
00007ff80d9835b7 (__TEXT,__text) non-external _cmph_search.cold.1
00007ff80d97f404 (__TEXT,__text) external _cmph_search_packed
00007ff80d983643 (__TEXT,__text) non-external _cmph_search_packed.cold.1
00007ff80d97f278 (__TEXT,__text) external _cmph_size
00007ff80d97f666 (__TEXT,__text) external _compressed_rank_destroy
00007ff80d97f8ec (__TEXT,__text) external _compressed_rank_dump
00007ff80d97f692 (__TEXT,__text) external _compressed_rank_generate
00007ff80d97f8c1 (__TEXT,__text) external _compressed_rank_get_space_usage
00007ff80d97f63d (__TEXT,__text) external _compressed_rank_init
00007ff80d97f9d7 (__TEXT,__text) external _compressed_rank_load
00007ff80d97fa5d (__TEXT,__text) external _compressed_rank_pack
00007ff80d97fabc (__TEXT,__text) external _compressed_rank_packed_size
00007ff80d97f7df (__TEXT,__text) external _compressed_rank_query
00007ff80d97fae8 (__TEXT,__text) external _compressed_rank_query_packed
00007ff80d97fc0e (__TEXT,__text) external _compressed_seq_destroy
00007ff80d980034 (__TEXT,__text) external _compressed_seq_dump
00007ff80d97fc45 (__TEXT,__text) external _compressed_seq_generate
00007ff80d97feb4 (__TEXT,__text) external _compressed_seq_get_space_usage
00007ff80d97fbe0 (__TEXT,__text) external _compressed_seq_init
00007ff80d98016a (__TEXT,__text) external _compressed_seq_load
00007ff80d98023b (__TEXT,__text) external _compressed_seq_pack
00007ff80d98029a (__TEXT,__text) external _compressed_seq_packed_size
00007ff80d97feec (__TEXT,__text) external _compressed_seq_query
00007ff80d983666 (__TEXT,__text) non-external _compressed_seq_query.cold.1
00007ff80d9802d1 (__TEXT,__text) external _compressed_seq_query_packed
00007ff80d981c0e (__TEXT,__text) non-external _cyclic_del_edge
00007ff80d981aba (__TEXT,__text) non-external _del_edge_point
00007ff80d9839ed (__TEXT,__text) non-external _del_edge_point.cold.1
                 (undefined) external _exit (from libSystem)
00007ff80d98170a (__TEXT,__text) external _fch_buckets_destroy
00007ff80d983906 (__TEXT,__text) non-external _fch_buckets_destroy.cold.1
00007ff80d98156b (__TEXT,__text) external _fch_buckets_get_indexes_sorted_by_size
00007ff80d9838a3 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.1
00007ff80d9838c4 (__TEXT,__text) non-external _fch_buckets_get_indexes_sorted_by_size.cold.2
00007ff80d9814d1 (__TEXT,__text) external _fch_buckets_get_key
00007ff80d9837d9 (__TEXT,__text) non-external _fch_buckets_get_key.cold.1
00007ff80d9837fa (__TEXT,__text) non-external _fch_buckets_get_key.cold.2
00007ff80d98381b (__TEXT,__text) non-external _fch_buckets_get_key.cold.3
00007ff80d981515 (__TEXT,__text) external _fch_buckets_get_keylength
00007ff80d98383e (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.1
00007ff80d98385f (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.2
00007ff80d983880 (__TEXT,__text) non-external _fch_buckets_get_keylength.cold.3
00007ff80d981559 (__TEXT,__text) external _fch_buckets_get_max_size
00007ff80d981562 (__TEXT,__text) external _fch_buckets_get_nbuckets
00007ff80d9814a4 (__TEXT,__text) external _fch_buckets_get_size
00007ff80d983795 (__TEXT,__text) non-external _fch_buckets_get_size.cold.1
00007ff80d9837b6 (__TEXT,__text) non-external _fch_buckets_get_size.cold.2
00007ff80d9813a6 (__TEXT,__text) external _fch_buckets_insert
00007ff80d98370f (__TEXT,__text) non-external _fch_buckets_insert.cold.1
00007ff80d983730 (__TEXT,__text) non-external _fch_buckets_insert.cold.2
00007ff80d983751 (__TEXT,__text) non-external _fch_buckets_insert.cold.3
00007ff80d983772 (__TEXT,__text) non-external _fch_buckets_insert.cold.4
00007ff80d981373 (__TEXT,__text) external _fch_buckets_is_empty
00007ff80d9836cb (__TEXT,__text) non-external _fch_buckets_is_empty.cold.1
00007ff80d9836ec (__TEXT,__text) non-external _fch_buckets_is_empty.cold.2
00007ff80d9812f9 (__TEXT,__text) external _fch_buckets_new
00007ff80d983689 (__TEXT,__text) non-external _fch_buckets_new.cold.1
00007ff80d9836aa (__TEXT,__text) non-external _fch_buckets_new.cold.2
00007ff80d981654 (__TEXT,__text) external _fch_buckets_print
00007ff80d9838e5 (__TEXT,__text) non-external _fch_buckets_print.cold.1
00007ff80d9804d6 (__TEXT,__text) external _fch_calc_b
00007ff80d980527 (__TEXT,__text) external _fch_calc_p1
00007ff80d980542 (__TEXT,__text) external _fch_calc_p2
00007ff80d98045f (__TEXT,__text) external _fch_config_destroy
00007ff80d980430 (__TEXT,__text) external _fch_config_new
00007ff80d98046d (__TEXT,__text) external _fch_config_set_hashfuncs
00007ff80d981048 (__TEXT,__text) external _fch_destroy
00007ff80d980ced (__TEXT,__text) external _fch_dump
00007ff80d980e2f (__TEXT,__text) external _fch_load
00007ff80d98055d (__TEXT,__text) external _fch_new
00007ff80d981085 (__TEXT,__text) external _fch_pack
00007ff80d981178 (__TEXT,__text) external _fch_packed_size
00007ff80d980fa9 (__TEXT,__text) external _fch_search
00007ff80d9811c5 (__TEXT,__text) external _fch_search_packed
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fgets (from libSystem)
00007ff80d981f2d (__TEXT,__text) non-external _find_degree1_edge
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80d98196d (__TEXT,__text) external _graph_add_edge
00007ff80d983927 (__TEXT,__text) non-external _graph_add_edge.cold.1
00007ff80d983948 (__TEXT,__text) non-external _graph_add_edge.cold.2
00007ff80d983969 (__TEXT,__text) non-external _graph_add_edge.cold.3
00007ff80d98398a (__TEXT,__text) non-external _graph_add_edge.cold.4
00007ff80d981830 (__TEXT,__text) external _graph_clear_edges
00007ff80d981e2d (__TEXT,__text) external _graph_contains_edge
00007ff80d981a85 (__TEXT,__text) external _graph_del_edge
00007ff80d981887 (__TEXT,__text) external _graph_destroy
00007ff80d9819e9 (__TEXT,__text) external _graph_edge_id
00007ff80d9839ab (__TEXT,__text) non-external _graph_edge_id.cold.1
00007ff80d9839cc (__TEXT,__text) non-external _graph_edge_id.cold.2
00007ff80d981b64 (__TEXT,__text) external _graph_is_cyclic
00007ff80d981ed7 (__TEXT,__text) external _graph_ncritical_nodes
00007ff80d981ee0 (__TEXT,__text) external _graph_neighbors_it
00007ff80d9817b4 (__TEXT,__text) external _graph_new
00007ff80d981ef6 (__TEXT,__text) external _graph_next_neighbor
00007ff80d981ca1 (__TEXT,__text) external _graph_node_is_critical
00007ff80d981ccc (__TEXT,__text) external _graph_obtain_critical_nodes
00007ff80d9818c2 (__TEXT,__text) external _graph_print
00007ff80d981ec4 (__TEXT,__text) external _graph_vertex_id
00007ff80d981fe3 (__TEXT,__text) external _hash
00007ff80d983a31 (__TEXT,__text) non-external _hash.cold.1
00007ff80d9821d4 (__TEXT,__text) external _hash_get_type
00007ff80d98219d (__TEXT,__text) external _hash_packed
00007ff80d983b1c (__TEXT,__text) non-external _hash_packed.cold.1
00007ff80d9820e3 (__TEXT,__text) external _hash_state_copy
00007ff80d983a94 (__TEXT,__text) non-external _hash_state_copy.cold.1
00007ff80d98215c (__TEXT,__text) external _hash_state_destroy
00007ff80d983ab5 (__TEXT,__text) non-external _hash_state_destroy.cold.1
00007ff80d982011 (__TEXT,__text) external _hash_state_dump
00007ff80d983a73 (__TEXT,__text) non-external _hash_state_dump.cold.1
00007ff80d98210a (__TEXT,__text) external _hash_state_load
00007ff80d981fc3 (__TEXT,__text) external _hash_state_new
00007ff80d983a10 (__TEXT,__text) non-external _hash_state_new.cold.1
00007ff80d982172 (__TEXT,__text) external _hash_state_pack
00007ff80d983ad6 (__TEXT,__text) non-external _hash_state_pack.cold.1
00007ff80d982188 (__TEXT,__text) external _hash_state_packed_size
00007ff80d983af9 (__TEXT,__text) non-external _hash_state_packed_size.cold.1
00007ff80d981ffb (__TEXT,__text) external _hash_vector
00007ff80d983a52 (__TEXT,__text) non-external _hash_vector.cold.1
00007ff80d9821b8 (__TEXT,__text) external _hash_vector_packed
00007ff80d983b3f (__TEXT,__text) non-external _hash_vector_packed.cold.1
00007ff80d982216 (__TEXT,__text) external _jenkins_hash
00007ff80d9825c6 (__TEXT,__text) external _jenkins_hash_packed
00007ff80d982510 (__TEXT,__text) external _jenkins_hash_vector_
00007ff80d98260a (__TEXT,__text) external _jenkins_hash_vector_packed
00007ff80d982561 (__TEXT,__text) external _jenkins_state_copy
00007ff80d98220c (__TEXT,__text) external _jenkins_state_destroy
00007ff80d98251d (__TEXT,__text) external _jenkins_state_dump
00007ff80d982581 (__TEXT,__text) external _jenkins_state_load
00007ff80d9821dc (__TEXT,__text) external _jenkins_state_new
00007ff80d9825a6 (__TEXT,__text) external _jenkins_state_pack
00007ff80d9825bb (__TEXT,__text) external _jenkins_state_packed_size
00007ff80d97e9b8 (__TEXT,__text) non-external _key_byte_vector_read
00007ff80d97e8b2 (__TEXT,__text) non-external _key_nlfile_dispose
00007ff80d97e761 (__TEXT,__text) non-external _key_nlfile_read
00007ff80d97e8bf (__TEXT,__text) non-external _key_nlfile_rewind
00007ff80d97eaf7 (__TEXT,__text) non-external _key_struct_vector_read
00007ff80d97eb5c (__TEXT,__text) non-external _key_struct_vector_rewind
00007ff80d97ea1c (__TEXT,__text) non-external _key_vector_dispose
00007ff80d97ebb4 (__TEXT,__text) non-external _key_vector_read
00007ff80d97ea29 (__TEXT,__text) non-external _key_vector_rewind
                 (undefined) external _log (from libSystem)
00007ff80d983ee0 (__TEXT,__const) non-external _lookup_table
00007ff80d98264e (__TEXT,__text) external _lsmap_append
00007ff80d98272f (__TEXT,__text) external _lsmap_destroy
00007ff80d9826dc (__TEXT,__text) external _lsmap_foreach_key
00007ff80d982705 (__TEXT,__text) external _lsmap_foreach_value
00007ff80d982616 (__TEXT,__text) external _lsmap_new
00007ff80d98269c (__TEXT,__text) external _lsmap_search
00007ff80d98263d (__TEXT,__text) external _lsmap_size
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
00007ff80d9804a0 (__TEXT,__text) external _mixh10h11h12
                 (undefined) external _perror (from libSystem)
00007ff80d97da23 (__TEXT,__text) non-external _place_bucket_probe
00007ff80d983ed8 (__TEXT,__const) non-external _pow3_table
                 (undefined) external _printf (from libSystem)
                 (undefined) external _rand (from libSystem)
00007ff80d984680 (__TEXT,__const) non-external _rank_lookup_table
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _rewind (from libSystem)
00007ff80d982991 (__TEXT,__text) external _select_destroy
00007ff80d982c0a (__TEXT,__text) external _select_dump
00007ff80d9829ba (__TEXT,__text) external _select_generate
00007ff80d982973 (__TEXT,__text) external _select_get_space_usage
00007ff80d98295f (__TEXT,__text) external _select_init
00007ff80d982cbf (__TEXT,__text) external _select_load
00007ff80d984780 (__TEXT,__const) non-external _select_lookup_table
00007ff80d982b9e (__TEXT,__text) external _select_next_query
00007ff80d982e7c (__TEXT,__text) external _select_next_query_packed
00007ff80d982d6d (__TEXT,__text) external _select_pack
00007ff80d982dcc (__TEXT,__text) external _select_packed_size
00007ff80d982b1f (__TEXT,__text) external _select_query
00007ff80d982deb (__TEXT,__text) external _select_query_packed
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
00007ff80d983eb8 (__TEXT,__const) non-external _valuemask
00007ff80d982fe8 (__TEXT,__text) external _vqueue_destroy
00007ff80d982f38 (__TEXT,__text) external _vqueue_insert
00007ff80d983b62 (__TEXT,__text) non-external _vqueue_insert.cold.1
00007ff80d982f27 (__TEXT,__text) external _vqueue_is_empty
00007ff80d982ee6 (__TEXT,__text) external _vqueue_new
00007ff80d982f86 (__TEXT,__text) external _vqueue_print
00007ff80d982f5f (__TEXT,__text) external _vqueue_remove
00007ff80d983b83 (__TEXT,__text) non-external _vqueue_remove.cold.1
00007ff80d983034 (__TEXT,__text) external _vstack_destroy
00007ff80d983bc5 (__TEXT,__text) non-external _vstack_destroy.cold.1
00007ff80d983139 (__TEXT,__text) external _vstack_empty
00007ff80d983ccd (__TEXT,__text) non-external _vstack_empty.cold.1
00007ff80d983007 (__TEXT,__text) external _vstack_new
00007ff80d983ba4 (__TEXT,__text) non-external _vstack_new.cold.1
00007ff80d9830ec (__TEXT,__text) external _vstack_pop
00007ff80d983c49 (__TEXT,__text) non-external _vstack_pop.cold.1
00007ff80d983c6a (__TEXT,__text) non-external _vstack_pop.cold.2
00007ff80d983065 (__TEXT,__text) external _vstack_push
00007ff80d983be6 (__TEXT,__text) non-external _vstack_push.cold.1
00007ff80d983098 (__TEXT,__text) external _vstack_reserve
00007ff80d983c07 (__TEXT,__text) non-external _vstack_reserve.cold.1
00007ff80d983c28 (__TEXT,__text) non-external _vstack_reserve.cold.2
00007ff80d983155 (__TEXT,__text) external _vstack_size
00007ff80d98310f (__TEXT,__text) external _vstack_top
00007ff80d983c8b (__TEXT,__text) non-external _vstack_top.cold.1
00007ff80d983cac (__TEXT,__text) non-external _vstack_top.cold.2
