00007ff815787cd8 (__TEXT,__text) non-external +[CalAlarm alarm]
00007ff815788a74 (__TEXT,__text) non-external -[CalCalendar description]
00007ff81578dbba (__TEXT,__text) non-external -[CalCalendar ekCalendar]
00007ff81578d68a (__TEXT,__text) non-external -[CalCalendar hash]
00007ff81578d5f8 (__TEXT,__text) non-external -[CalCalendar initWithEKCalendar:]
00007ff81578d4fd (__TEXT,__text) non-external -[CalCalendar init]
00007ff815786dd2 (__TEXT,__text) non-external -[CalCalendar isEditable]
00007ff81578d6a0 (__TEXT,__text) non-external -[CalCalendar isEqual:]
00007ff815788bcb (__TEXT,__text) non-external -[CalCalendar notes]
00007ff815786dbc (__TEXT,__text) non-external -[CalCalendar setColor:]
00007ff81578dbc4 (__TEXT,__text) non-external -[CalCalendar setEkCalendar:]
00007ff815786da6 (__TEXT,__text) non-external -[CalCalendar setNotes:]
00007ff815786d90 (__TEXT,__text) non-external -[CalCalendar setTitle:]
00007ff815788bb5 (__TEXT,__text) non-external -[CalCalendar title]
00007ff815788c2c (__TEXT,__text) non-external -[CalCalendar type]
00007ff8157873ce (__TEXT,__text) non-external -[CalCalendar uid]
00007ff815791f48 (__TEXT,__text) non-external -[CalCalendarItem .cxx_destruct]
00007ff815787dd3 (__TEXT,__text) non-external -[CalCalendarItem addAlarm:]
00007ff815790f61 (__TEXT,__text) non-external -[CalCalendarItem addAlarms:]
00007ff81578875e (__TEXT,__text) non-external -[CalCalendarItem alarms]
00007ff8157886f4 (__TEXT,__text) non-external -[CalCalendarItem calendar]
00007ff815791ea8 (__TEXT,__text) non-external -[CalCalendarItem copyWithZone:]
00007ff81578869c (__TEXT,__text) non-external -[CalCalendarItem dateStamp]
00007ff815788527 (__TEXT,__text) non-external -[CalCalendarItem description]
00007ff815791f12 (__TEXT,__text) non-external -[CalCalendarItem ekCalendarItem]
00007ff815790f43 (__TEXT,__text) non-external -[CalCalendarItem hasAlarm]
00007ff815791e92 (__TEXT,__text) non-external -[CalCalendarItem hash]
00007ff815790df7 (__TEXT,__text) non-external -[CalCalendarItem initWithEKCalendarItem:]
00007ff8157913d8 (__TEXT,__text) non-external -[CalCalendarItem isEqual:]
00007ff815790f59 (__TEXT,__text) non-external -[CalCalendarItem nextAlarmDate]
00007ff8157886c8 (__TEXT,__text) non-external -[CalCalendarItem notes]
00007ff81579108b (__TEXT,__text) non-external -[CalCalendarItem removeAlarm:]
00007ff8157910db (__TEXT,__text) non-external -[CalCalendarItem removeAlarms:]
00007ff815791205 (__TEXT,__text) non-external -[CalCalendarItem setAlarms:]
00007ff815787ec7 (__TEXT,__text) non-external -[CalCalendarItem setCalendar:]
00007ff815791f1c (__TEXT,__text) non-external -[CalCalendarItem setEkCalendarItem:]
00007ff8157874cc (__TEXT,__text) non-external -[CalCalendarItem setNotes:]
00007ff8157873e4 (__TEXT,__text) non-external -[CalCalendarItem setTitle:]
00007ff815791f37 (__TEXT,__text) non-external -[CalCalendarItem setUnsavedRelateToDictionary:]
00007ff8157874e2 (__TEXT,__text) non-external -[CalCalendarItem setUrl:]
00007ff815791ba0 (__TEXT,__text) non-external -[CalCalendarItem sortedAlarms]
00007ff8157886b2 (__TEXT,__text) non-external -[CalCalendarItem title]
00007ff815788686 (__TEXT,__text) non-external -[CalCalendarItem uid]
00007ff815791f2d (__TEXT,__text) non-external -[CalCalendarItem unsavedRelateToDictionary]
00007ff8157886de (__TEXT,__text) non-external -[CalCalendarItem url]
00007ff81578d4d4 (__TEXT,__text) non-external -[CalCalendarStore .cxx_destruct]
00007ff81578b7df (__TEXT,__text) non-external -[CalCalendarStore availableCalendarTitle:]
00007ff81578b7f3 (__TEXT,__text) non-external -[CalCalendarStore availableCalendarTitle:forCalendar:]
00007ff815789c6b (__TEXT,__text) non-external -[CalCalendarStore calendarWithUID:]
00007ff815786a5b (__TEXT,__text) non-external -[CalCalendarStore calendars]
00007ff815789c60 (__TEXT,__text) non-external -[CalCalendarStore copyWithZone:]
00007ff81578a624 (__TEXT,__text) non-external -[CalCalendarStore ekSpanFromCalSpan:]
00007ff81578d4b9 (__TEXT,__text) non-external -[CalCalendarStore eventStore]
00007ff815789d4a (__TEXT,__text) non-external -[CalCalendarStore eventWithUID:occurrence:]
00007ff81578714c (__TEXT,__text) non-external -[CalCalendarStore eventsWithPredicate:]
00007ff81578ba1b (__TEXT,__text) non-external -[CalCalendarStore generateUntitledTitle]
00007ff81578a148 (__TEXT,__text) non-external -[CalCalendarStore handleUnsavedRelateToDictionaryWithCalendarItem:]
00007ff815789a1a (__TEXT,__text) non-external -[CalCalendarStore initWithEventStore:]
00007ff8157899df (__TEXT,__text) non-external -[CalCalendarStore init]
00007ff81578c1ed (__TEXT,__text) non-external -[CalCalendarStore removeCalendar:error:]
00007ff81578ac45 (__TEXT,__text) non-external -[CalCalendarStore removeEvent:span:error:]
00007ff81578b53e (__TEXT,__text) non-external -[CalCalendarStore removeTask:error:]
00007ff81578bb2f (__TEXT,__text) non-external -[CalCalendarStore saveCalendar:error:]
00007ff81578a641 (__TEXT,__text) non-external -[CalCalendarStore saveEvent:span:error:]
00007ff81578b05c (__TEXT,__text) non-external -[CalCalendarStore saveTask:error:]
00007ff81578d4c3 (__TEXT,__text) non-external -[CalCalendarStore setEventStore:]
00007ff81578a069 (__TEXT,__text) non-external -[CalCalendarStore taskWithUID:]
00007ff815789e47 (__TEXT,__text) non-external -[CalCalendarStore tasksWithPredicate:]
00007ff81578efe4 (__TEXT,__text) non-external -[CalEvent .cxx_destruct]
00007ff8157890c7 (__TEXT,__text) non-external -[CalEvent attendees]
00007ff8157882f4 (__TEXT,__text) non-external -[CalEvent compareStartDate:]
00007ff815788385 (__TEXT,__text) non-external -[CalEvent description]
00007ff81578e5ad (__TEXT,__text) non-external -[CalEvent ekEvent]
00007ff815788f86 (__TEXT,__text) non-external -[CalEvent endDate]
00007ff81578e504 (__TEXT,__text) non-external -[CalEvent init]
00007ff815788fd6 (__TEXT,__text) non-external -[CalEvent isAllDay]
00007ff81578edc4 (__TEXT,__text) non-external -[CalEvent isDetached]
00007ff81578e5d1 (__TEXT,__text) non-external -[CalEvent isEqual:]
00007ff815788f36 (__TEXT,__text) non-external -[CalEvent location]
00007ff81578ee09 (__TEXT,__text) non-external -[CalEvent nextAlarmDate]
00007ff815788e7d (__TEXT,__text) non-external -[CalEvent occurrence]
00007ff81578901b (__TEXT,__text) non-external -[CalEvent recurrenceRule]
00007ff81578e5bf (__TEXT,__text) non-external -[CalEvent setEKEvent:]
00007ff81578efd0 (__TEXT,__text) non-external -[CalEvent setEkEvent:]
00007ff815787463 (__TEXT,__text) non-external -[CalEvent setEndDate:]
00007ff815787561 (__TEXT,__text) non-external -[CalEvent setIsAllDay:]
00007ff8157874f8 (__TEXT,__text) non-external -[CalEvent setLocation:]
00007ff8157876bd (__TEXT,__text) non-external -[CalEvent setRecurrenceRule:]
00007ff8157873fa (__TEXT,__text) non-external -[CalEvent setStartDate:]
00007ff81578ec10 (__TEXT,__text) non-external -[CalEvent sortedAttendees]
00007ff8157875ab (__TEXT,__text) non-external -[CalEvent startDate]
00007ff815790814 (__TEXT,__text) non-external -[CalNthWeekDay .cxx_destruct]
00007ff815790705 (__TEXT,__text) non-external -[CalNthWeekDay copyWithZone:]
00007ff8157907cd (__TEXT,__text) non-external -[CalNthWeekDay dayOfTheWeek]
00007ff815790577 (__TEXT,__text) non-external -[CalNthWeekDay description]
00007ff8157907f9 (__TEXT,__text) non-external -[CalNthWeekDay ekRecurrenceDayOfWeek]
00007ff815790632 (__TEXT,__text) non-external -[CalNthWeekDay hash]
00007ff8157904e5 (__TEXT,__text) non-external -[CalNthWeekDay initWithEKRecurrenceDayOfWeek:]
00007ff815790648 (__TEXT,__text) non-external -[CalNthWeekDay isEqual:]
00007ff815790803 (__TEXT,__text) non-external -[CalNthWeekDay setEkRecurrenceDayOfWeek:]
00007ff8157907e3 (__TEXT,__text) non-external -[CalNthWeekDay weekNumber]
00007ff815789596 (__TEXT,__text) non-external -[CalPredicate .cxx_destruct]
00007ff8157894d2 (__TEXT,__text) non-external -[CalPredicate copyWithZone:]
00007ff81578708a (__TEXT,__text) non-external -[CalPredicate initWithPredicate:]
00007ff815789528 (__TEXT,__text) non-external -[CalPredicate predicate]
00007ff8157894be (__TEXT,__text) non-external -[CalPredicate setSubpredicate:]
00007ff8157894a9 (__TEXT,__text) non-external -[CalPredicate subpredicate]
00007ff815790de7 (__TEXT,__text) non-external -[CalRecurrenceEnd .cxx_destruct]
00007ff815790b65 (__TEXT,__text) non-external -[CalRecurrenceEnd copyWithZone:]
00007ff8157908e0 (__TEXT,__text) non-external -[CalRecurrenceEnd description]
00007ff815790dcc (__TEXT,__text) non-external -[CalRecurrenceEnd ekRecurrenceEnd]
00007ff815790da0 (__TEXT,__text) non-external -[CalRecurrenceEnd endDate]
00007ff815790a01 (__TEXT,__text) non-external -[CalRecurrenceEnd hash]
00007ff815790d0e (__TEXT,__text) non-external -[CalRecurrenceEnd initWithEKRecurrenceEnd:]
00007ff815790bc4 (__TEXT,__text) non-external -[CalRecurrenceEnd initWithEndDate:]
00007ff815790c72 (__TEXT,__text) non-external -[CalRecurrenceEnd initWithOccurrenceCount:]
00007ff815790a17 (__TEXT,__text) non-external -[CalRecurrenceEnd isEqual:]
00007ff815790db6 (__TEXT,__text) non-external -[CalRecurrenceEnd occurrenceCount]
00007ff815790dd6 (__TEXT,__text) non-external -[CalRecurrenceEnd setEkRecurrenceEnd:]
00007ff8157908a7 (__TEXT,__text) non-external -[CalRecurrenceEnd usesEndDate]
00007ff8157904d5 (__TEXT,__text) non-external -[CalRecurrenceRule .cxx_destruct]
00007ff81578774d (__TEXT,__text) non-external -[CalRecurrenceRule copyWithZone:]
00007ff815787a1d (__TEXT,__text) non-external -[CalRecurrenceRule daysOfTheMonth]
00007ff8157877f5 (__TEXT,__text) non-external -[CalRecurrenceRule daysOfTheWeek]
00007ff81578941d (__TEXT,__text) non-external -[CalRecurrenceRule description]
00007ff8157904ba (__TEXT,__text) non-external -[CalRecurrenceRule ekRecurrenceRule]
00007ff8157904b2 (__TEXT,__text) non-external -[CalRecurrenceRule firstDayOfTheWeek]
00007ff81578f6a4 (__TEXT,__text) non-external -[CalRecurrenceRule hash]
00007ff8157875fb (__TEXT,__text) non-external -[CalRecurrenceRule initDailyRecurrenceWithInterval:end:]
00007ff81578f089 (__TEXT,__text) non-external -[CalRecurrenceRule initMonthlyRecurrenceWithInterval:end:]
00007ff81578f250 (__TEXT,__text) non-external -[CalRecurrenceRule initMonthlyRecurrenceWithInterval:forDayOfTheWeek:forWeekOfTheMonth:end:]
00007ff81578f14e (__TEXT,__text) non-external -[CalRecurrenceRule initMonthlyRecurrenceWithInterval:forDaysOfTheMonth:end:]
00007ff815787f17 (__TEXT,__text) non-external -[CalRecurrenceRule initWeeklyRecurrenceWithInterval:end:]
00007ff815788034 (__TEXT,__text) non-external -[CalRecurrenceRule initWeeklyRecurrenceWithInterval:forDaysOfTheWeek:end:]
00007ff81578eff7 (__TEXT,__text) non-external -[CalRecurrenceRule initWithEKRecurrenceRule:]
00007ff81578f382 (__TEXT,__text) non-external -[CalRecurrenceRule initYearlyRecurrenceWithInterval:end:]
00007ff81578f545 (__TEXT,__text) non-external -[CalRecurrenceRule initYearlyRecurrenceWithInterval:forDayOfTheWeek:forWeekOfTheMonth:forMonthsOfTheYear:end:]
00007ff81578f447 (__TEXT,__text) non-external -[CalRecurrenceRule initYearlyRecurrenceWithInterval:forMonthsOfTheYear:end:]
00007ff81578f6ba (__TEXT,__text) non-external -[CalRecurrenceRule isEqual:]
00007ff815787c58 (__TEXT,__text) non-external -[CalRecurrenceRule monthsOfTheYear]
00007ff815787a33 (__TEXT,__text) non-external -[CalRecurrenceRule nthWeekDaysOfTheMonth]
00007ff815787c6e (__TEXT,__text) non-external -[CalRecurrenceRule recurrenceEnd]
00007ff8157877df (__TEXT,__text) non-external -[CalRecurrenceRule recurrenceInterval]
00007ff8157877b7 (__TEXT,__text) non-external -[CalRecurrenceRule recurrenceType]
00007ff8157904c4 (__TEXT,__text) non-external -[CalRecurrenceRule setEkRecurrenceRule:]
00007ff81578fcce (__TEXT,__text) non-external -[CalRecurrenceRule stringValueAsDateOnly:isFloating:]
00007ff8157927dd (__TEXT,__text) non-external -[CalTask .cxx_destruct]
00007ff8157920e5 (__TEXT,__text) non-external -[CalTask completedDate]
00007ff815792484 (__TEXT,__text) non-external -[CalTask description]
00007ff81579219e (__TEXT,__text) non-external -[CalTask dueDate]
00007ff815792032 (__TEXT,__text) non-external -[CalTask ekReminder]
00007ff815791f89 (__TEXT,__text) non-external -[CalTask init]
00007ff815792056 (__TEXT,__text) non-external -[CalTask isCompleted]
00007ff815792585 (__TEXT,__text) non-external -[CalTask isEqual:]
00007ff8157922e7 (__TEXT,__text) non-external -[CalTask nextAlarmDate]
00007ff815792257 (__TEXT,__text) non-external -[CalTask priority]
00007ff815792135 (__TEXT,__text) non-external -[CalTask setCompletedDate:]
00007ff8157921ee (__TEXT,__text) non-external -[CalTask setDueDate:]
00007ff815792044 (__TEXT,__text) non-external -[CalTask setEKReminder:]
00007ff8157927c9 (__TEXT,__text) non-external -[CalTask setEkReminder:]
00007ff81579209b (__TEXT,__text) non-external -[CalTask setIsCompleted:]
00007ff81579229b (__TEXT,__text) non-external -[CalTask setPriority:]
00007ff815793ce8 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff815793cfc (__TEXT,__gcc_except_tab) non-external GCC_except_table4
00007ff815793d10 (__TEXT,__gcc_except_tab) non-external GCC_except_table8
00007ff840eca940 (__DATA_CONST,__const) external _CalAlarmActionDisplay
00007ff840eca948 (__DATA_CONST,__const) external _CalAlarmActionEmail
00007ff840eca950 (__DATA_CONST,__const) external _CalAlarmActionProcedure
00007ff840eca958 (__DATA_CONST,__const) external _CalAlarmActionSound
00007ff840eca7d0 (__DATA_CONST,__const) external _CalAttendeeStatusAccepted
00007ff840eca7f0 (__DATA_CONST,__const) external _CalAttendeeStatusCompleted
00007ff840eca7d8 (__DATA_CONST,__const) external _CalAttendeeStatusDeclined
00007ff840eca7e8 (__DATA_CONST,__const) external _CalAttendeeStatusDelegated
00007ff840eca7f8 (__DATA_CONST,__const) external _CalAttendeeStatusInProcess
00007ff840eca7c8 (__DATA_CONST,__const) external _CalAttendeeStatusNeedsAction
00007ff840eca7e0 (__DATA_CONST,__const) external _CalAttendeeStatusTentative
00007ff840eca898 (__DATA_CONST,__const) external _CalCalendarStoreErrorDomain
00007ff840eca8d0 (__DATA_CONST,__const) external _CalCalendarTypeBirthday
00007ff840eca8d8 (__DATA_CONST,__const) external _CalCalendarTypeCalDAV
00007ff840eca8f8 (__DATA_CONST,__const) external _CalCalendarTypeExchange
00007ff840eca8e0 (__DATA_CONST,__const) external _CalCalendarTypeIMAP
00007ff840eca8e8 (__DATA_CONST,__const) external _CalCalendarTypeLocal
00007ff840eca8f0 (__DATA_CONST,__const) external _CalCalendarTypeSubscription
00007ff840eca900 (__DATA_CONST,__const) external _CalCalendarTypeSuggestions
00007ff840eca908 (__DATA_CONST,__const) external _CalCalendarTypeUnknown
00007ff840eca858 (__DATA_CONST,__const) external _CalCalendarsChangedExternallyNotification
00007ff840eca840 (__DATA_CONST,__const) external _CalCalendarsChangedNotification
00007ff815793f00 (__TEXT,__const) external _CalDefaultRecurrenceInterval
00007ff840eca880 (__DATA_CONST,__const) external _CalDeletedRecordsKey
00007ff840eca860 (__DATA_CONST,__const) external _CalEventsChangedExternallyNotification
00007ff840eca848 (__DATA_CONST,__const) external _CalEventsChangedNotification
00007ff840eca870 (__DATA_CONST,__const) external _CalInsertedRecordsKey
00007ff840eca888 (__DATA_CONST,__const) external _CalSenderProcessIDKey
00007ff840eca9d0 (__DATA_CONST,__const) external _CalStoreAPI_NS_Log
00007ff840eca868 (__DATA_CONST,__const) external _CalTasksChangedExternallyNotification
00007ff840eca850 (__DATA_CONST,__const) external _CalTasksChangedNotification
00007ff840eca878 (__DATA_CONST,__const) external _CalUpdatedRecordsKey
00007ff840eca890 (__DATA_CONST,__const) external _CalUserUIDKey
                 (undefined) external _EKErrorDomain (from EventKit)
                 (undefined) external _NSInvalidArgumentException (from CoreFoundation)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSLocalizedRecoverySuggestionErrorKey (from Foundation)
00007ff842801180 (__DATA,__objc_data) external _OBJC_CLASS_$_CalAlarm
00007ff842801090 (__DATA,__objc_data) external _OBJC_CLASS_$_CalAttendee
00007ff842801130 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendar
00007ff842801310 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarItem
00007ff8428010e0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalCalendarStore
00007ff8428011d0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalEvent
00007ff842801270 (__DATA,__objc_data) external _OBJC_CLASS_$_CalNthWeekDay
00007ff842801040 (__DATA,__objc_data) external _OBJC_CLASS_$_CalPredicate
00007ff8428012c0 (__DATA,__objc_data) external _OBJC_CLASS_$_CalRecurrenceEnd
00007ff842801220 (__DATA,__objc_data) external _OBJC_CLASS_$_CalRecurrenceRule
00007ff842801360 (__DATA,__objc_data) external _OBJC_CLASS_$_CalTask
                 (undefined) external _OBJC_CLASS_$_EKAlarm (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKCalendar (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKEvent (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKEventStore (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKPredicate (from CalendarDaemon)
                 (undefined) external _OBJC_CLASS_$_EKRecurrenceDayOfWeek (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKRecurrenceEnd (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKRecurrenceRule (from EventKit)
                 (undefined) external _OBJC_CLASS_$_EKReminder (from EventKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCompoundPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSSortDescriptor (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimeZone (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
00007ff842800ff0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._ekAlarm
00007ff842800ff8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._relatedToString
00007ff842801000 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAlarm._unsavedRelateToDictionary
00007ff842800fd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalAttendee._ekParticipant
00007ff842800fe8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendar._ekCalendar
00007ff842801028 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarItem._ekCalendarItem
00007ff842801030 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarItem._unsavedRelateToDictionary
00007ff842800fe0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalCalendarStore._eventStore
00007ff842801008 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalEvent._ekEvent
00007ff842801018 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalNthWeekDay._ekRecurrenceDayOfWeek
00007ff842800fd0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_CalPredicate._subpredicate
00007ff842801020 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceEnd._ekRecurrenceEnd
00007ff842801010 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalRecurrenceRule._ekRecurrenceRule
00007ff842801038 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_CalTask._ekReminder
00007ff8428011a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalAlarm
00007ff8428010b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalAttendee
00007ff842801158 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendar
00007ff842801338 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendarItem
00007ff842801108 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalCalendarStore
00007ff8428011f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalEvent
00007ff842801298 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalNthWeekDay
