0000000180ee3020 (__TEXT,__text) external _APL_dgemm
0000000180d8e9e4 (__TEXT,__text) external _CSYRK_
0000000180d9179c (__TEXT,__text) external _CTBMV
0000000180d9179c (__TEXT,__text) external _CTBMV_
0000000180d91b50 (__TEXT,__text) external _CTBSV
0000000180d91b50 (__TEXT,__text) external _CTBSV_
0000000180d918e4 (__TEXT,__text) external _CTPMV
0000000180d918e4 (__TEXT,__text) external _CTPMV_
0000000180d91c98 (__TEXT,__text) external _CTPSV
0000000180d91c98 (__TEXT,__text) external _CTPSV_
0000000180d8e5bc (__TEXT,__text) external _CTRMM
0000000180d8e5bc (__TEXT,__text) external _CTRMM_
0000000180d91660 (__TEXT,__text) external _CTRMV
0000000180d91660 (__TEXT,__text) external _CTRMV_
0000000180d8e74c (__TEXT,__text) external _CTRSM
0000000180d8e74c (__TEXT,__text) external _CTRSM_
0000000180d91a14 (__TEXT,__text) external _CTRSV
0000000180d91a14 (__TEXT,__text) external _CTRSV_
0000000180d93170 (__TEXT,__text) external _DASUM
0000000180d93170 (__TEXT,__text) external _DASUM_
0000000180d9317c (__TEXT,__text) external _DAXPY
0000000180d9317c (__TEXT,__text) external _DAXPY_
0000000180d8d394 (__TEXT,__text) external _DCABS1
0000000180d8d394 (__TEXT,__text) external _DCABS1_
0000000180d931b8 (__TEXT,__text) external _DCOPY
0000000180d931b8 (__TEXT,__text) external _DCOPY_
0000000180d931e0 (__TEXT,__text) external _DDOT
0000000180d931e0 (__TEXT,__text) external _DDOT_
0000000180d905f0 (__TEXT,__text) external _DGBMV
0000000180d905f0 (__TEXT,__text) external _DGBMV_
0000000180d8db58 (__TEXT,__text) external _DGEMM
0000000180d8db58 (__TEXT,__text) external _DGEMM_
0000000180d9052c (__TEXT,__text) external _DGEMV
0000000180d9052c (__TEXT,__text) external _DGEMV_
0000000180d90fe4 (__TEXT,__text) external _DGER
0000000180d90fe4 (__TEXT,__text) external _DGER_
0000000180d931f0 (__TEXT,__text) external _DNRM2
0000000180d931f0 (__TEXT,__text) external _DNRM2_
0000000180d931fc (__TEXT,__text) external _DROT
0000000180d9322c (__TEXT,__text) external _DROTG
0000000180d9322c (__TEXT,__text) external _DROTG_
0000000180d93248 (__TEXT,__text) external _DROTM
0000000180d93270 (__TEXT,__text) external _DROTMG
0000000180d93270 (__TEXT,__text) external _DROTMG_
0000000180d93248 (__TEXT,__text) external _DROTM_
0000000180d931fc (__TEXT,__text) external _DROT_
0000000180d90774 (__TEXT,__text) external _DSBMV
0000000180d90774 (__TEXT,__text) external _DSBMV_
0000000180d93294 (__TEXT,__text) external _DSCAL
0000000180d93294 (__TEXT,__text) external _DSCAL_
0000000180d93328 (__TEXT,__text) external _DSDOT
0000000180d93328 (__TEXT,__text) external _DSDOT_
0000000180d90824 (__TEXT,__text) external _DSPMV
0000000180d90824 (__TEXT,__text) external _DSPMV_
0000000180d91160 (__TEXT,__text) external _DSPR
0000000180d911ec (__TEXT,__text) external _DSPR2
0000000180d911ec (__TEXT,__text) external _DSPR2_
0000000180d91160 (__TEXT,__text) external _DSPR_
0000000180d932c4 (__TEXT,__text) external _DSWAP
0000000180d932c4 (__TEXT,__text) external _DSWAP_
0000000180d8dc84 (__TEXT,__text) external _DSYMM
0000000180d8dc84 (__TEXT,__text) external _DSYMM_
0000000180d906d0 (__TEXT,__text) external _DSYMV
0000000180d906d0 (__TEXT,__text) external _DSYMV_
0000000180d91034 (__TEXT,__text) external _DSYR
0000000180d910c4 (__TEXT,__text) external _DSYR2
0000000180d8e174 (__TEXT,__text) external _DSYR2K
0000000180d8e174 (__TEXT,__text) external _DSYR2K_
0000000180d910c4 (__TEXT,__text) external _DSYR2_
0000000180d8e078 (__TEXT,__text) external _DSYRK
0000000180d8e078 (__TEXT,__text) external _DSYRK_
0000000180d91034 (__TEXT,__text) external _DSYR_
0000000180d909f4 (__TEXT,__text) external _DTBMV
0000000180d909f4 (__TEXT,__text) external _DTBMV_
0000000180d90d84 (__TEXT,__text) external _DTBSV
0000000180d90d84 (__TEXT,__text) external _DTBSV_
0000000180d90b30 (__TEXT,__text) external _DTPMV
0000000180d90b30 (__TEXT,__text) external _DTPMV_
0000000180d90ec0 (__TEXT,__text) external _DTPSV
0000000180d90ec0 (__TEXT,__text) external _DTPSV_
0000000180d8dd78 (__TEXT,__text) external _DTRMM
0000000180d8dd78 (__TEXT,__text) external _DTRMM_
0000000180d908c4 (__TEXT,__text) external _DTRMV
0000000180d908c4 (__TEXT,__text) external _DTRMV_
0000000180d8def8 (__TEXT,__text) external _DTRSM
0000000180d8def8 (__TEXT,__text) external _DTRSM_
0000000180d90c54 (__TEXT,__text) external _DTRSV
0000000180d90c54 (__TEXT,__text) external _DTRSV_
0000000180d93574 (__TEXT,__text) external _DZASUM
0000000180d93574 (__TEXT,__text) external _DZASUM_
0000000180d93580 (__TEXT,__text) external _DZNRM2
0000000180d93580 (__TEXT,__text) external _DZNRM2_
0000000180dd6de0 (__TEXT,__text) external _GetBLASComputeDevice
0000000180d930ec (__TEXT,__text) external _ICAMAX
0000000180d930ec (__TEXT,__text) external _ICAMAX_
0000000180d932ec (__TEXT,__text) external _IDAMAX
0000000180d932ec (__TEXT,__text) external _IDAMAX_
0000000180d93338 (__TEXT,__text) external _ISAMAX
0000000180d93338 (__TEXT,__text) external _ISAMAX_
0000000180d9358c (__TEXT,__text) external _IZAMAX
0000000180d9358c (__TEXT,__text) external _IZAMAX_
0000000180d93374 (__TEXT,__text) external _SASUM
0000000180d93374 (__TEXT,__text) external _SASUM_
0000000180d93398 (__TEXT,__text) external _SAXPY
0000000180d93398 (__TEXT,__text) external _SAXPY_
0000000180d93128 (__TEXT,__text) external _SCASUM
0000000180d93128 (__TEXT,__text) external _SCASUM_
0000000180d9314c (__TEXT,__text) external _SCNRM2
0000000180d9314c (__TEXT,__text) external _SCNRM2_
0000000180d933d4 (__TEXT,__text) external _SCOPY
0000000180d933d4 (__TEXT,__text) external _SCOPY_
0000000180d933fc (__TEXT,__text) external _SDOT
0000000180d933fc (__TEXT,__text) external _SDOT_
0000000180d93424 (__TEXT,__text) external _SDSDOT
0000000180d93424 (__TEXT,__text) external _SDSDOT_
0000000180d8f8a0 (__TEXT,__text) external _SGBMV
0000000180d8f8a0 (__TEXT,__text) external _SGBMV_
0000000180d8d434 (__TEXT,__text) external _SGEMM
0000000180d8d434 (__TEXT,__text) external _SGEMM_
0000000180d8f7dc (__TEXT,__text) external _SGEMV
0000000180d8f7dc (__TEXT,__text) external _SGEMV_
0000000180d90294 (__TEXT,__text) external _SGER
0000000180d90294 (__TEXT,__text) external _SGER_
0000000180d93460 (__TEXT,__text) external _SNRM2
0000000180d93460 (__TEXT,__text) external _SNRM2_
0000000180d93484 (__TEXT,__text) external _SROT
0000000180d934b4 (__TEXT,__text) external _SROTG
0000000180d934b4 (__TEXT,__text) external _SROTG_
0000000180d934d0 (__TEXT,__text) external _SROTM
0000000180d934f8 (__TEXT,__text) external _SROTMG
0000000180d934f8 (__TEXT,__text) external _SROTMG_
0000000180d934d0 (__TEXT,__text) external _SROTM_
0000000180d93484 (__TEXT,__text) external _SROT_
0000000180d8fa24 (__TEXT,__text) external _SSBMV
0000000180d8fa24 (__TEXT,__text) external _SSBMV_
0000000180d9351c (__TEXT,__text) external _SSCAL
0000000180d9351c (__TEXT,__text) external _SSCAL_
0000000180d8fad4 (__TEXT,__text) external _SSPMV
0000000180d8fad4 (__TEXT,__text) external _SSPMV_
0000000180d90410 (__TEXT,__text) external _SSPR
0000000180d9049c (__TEXT,__text) external _SSPR2
0000000180d9049c (__TEXT,__text) external _SSPR2_
0000000180d90410 (__TEXT,__text) external _SSPR_
0000000180d9354c (__TEXT,__text) external _SSWAP
0000000180d9354c (__TEXT,__text) external _SSWAP_
0000000180d8d560 (__TEXT,__text) external _SSYMM
0000000180d8d560 (__TEXT,__text) external _SSYMM_
0000000180d8f980 (__TEXT,__text) external _SSYMV
0000000180d8f980 (__TEXT,__text) external _SSYMV_
0000000180d902e4 (__TEXT,__text) external _SSYR
0000000180d90374 (__TEXT,__text) external _SSYR2
0000000180d8da50 (__TEXT,__text) external _SSYR2K
0000000180d8da50 (__TEXT,__text) external _SSYR2K_
0000000180d90374 (__TEXT,__text) external _SSYR2_
0000000180d8d954 (__TEXT,__text) external _SSYRK
0000000180d8d954 (__TEXT,__text) external _SSYRK_
0000000180d902e4 (__TEXT,__text) external _SSYR_
0000000180d8fca4 (__TEXT,__text) external _STBMV
0000000180d8fca4 (__TEXT,__text) external _STBMV_
0000000180d90034 (__TEXT,__text) external _STBSV
0000000180d90034 (__TEXT,__text) external _STBSV_
0000000180d8fde0 (__TEXT,__text) external _STPMV
0000000180d8fde0 (__TEXT,__text) external _STPMV_
0000000180d90170 (__TEXT,__text) external _STPSV
0000000180d90170 (__TEXT,__text) external _STPSV_
0000000180d8d654 (__TEXT,__text) external _STRMM
0000000180d8d654 (__TEXT,__text) external _STRMM_
0000000180d8fb74 (__TEXT,__text) external _STRMV
0000000180d8fb74 (__TEXT,__text) external _STRMV_
0000000180d8d7d4 (__TEXT,__text) external _STRSM
0000000180d8d7d4 (__TEXT,__text) external _STRSM_
0000000180d8ff04 (__TEXT,__text) external _STRSV
0000000180d8ff04 (__TEXT,__text) external _STRSV_
0000000180dd6d94 (__TEXT,__text) external _SetBLASComputeDevice
000000018112038c (__TEXT,__text) external _SetBLASParamErrorProc
00000001810b312c (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00000001810d95d4 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
0000000181114a4c (__TEXT,__text) external _XERBLA
0000000181114a4c (__TEXT,__text) external _XERBLA_
0000000180d935c8 (__TEXT,__text) external _ZAXPY
0000000180d935c8 (__TEXT,__text) external _ZAXPY_
0000000180d935f0 (__TEXT,__text) external _ZCOPY
0000000180d935f0 (__TEXT,__text) external _ZCOPY_
0000000180d93618 (__TEXT,__text) external _ZDOTC
0000000180d93618 (__TEXT,__text) external _ZDOTC_
0000000180d93640 (__TEXT,__text) external _ZDOTU
0000000180d93640 (__TEXT,__text) external _ZDOTU_
0000000180d936a8 (__TEXT,__text) external _ZDROT
0000000180d936a8 (__TEXT,__text) external _ZDROT_
0000000180d936d8 (__TEXT,__text) external _ZDSCAL
0000000180d936d8 (__TEXT,__text) external _ZDSCAL_
0000000180d921dc (__TEXT,__text) external _ZGBMV
0000000180d921dc (__TEXT,__text) external _ZGBMV_
0000000180d8ed2c (__TEXT,__text) external _ZGEMM
0000000180d8ed2c (__TEXT,__text) external _ZGEMM_
0000000180d92100 (__TEXT,__text) external _ZGEMV
0000000180d92100 (__TEXT,__text) external _ZGEMV_
0000000180d92c4c (__TEXT,__text) external _ZGERC
0000000180d92c4c (__TEXT,__text) external _ZGERC_
0000000180d92cb0 (__TEXT,__text) external _ZGERU
0000000180d92cb0 (__TEXT,__text) external _ZGERU_
0000000180d9237c (__TEXT,__text) external _ZHBMV
0000000180d9237c (__TEXT,__text) external _ZHBMV_
0000000180d8ee74 (__TEXT,__text) external _ZHEMM
0000000180d8ee74 (__TEXT,__text) external _ZHEMM_
0000000180d922cc (__TEXT,__text) external _ZHEMV
0000000180d922cc (__TEXT,__text) external _ZHEMV_
0000000180d92d14 (__TEXT,__text) external _ZHER
0000000180d92da4 (__TEXT,__text) external _ZHER2
0000000180d8f5a0 (__TEXT,__text) external _ZHER2K
0000000180d8f5a0 (__TEXT,__text) external _ZHER2K_
0000000180d92da4 (__TEXT,__text) external _ZHER2_
0000000180d8f38c (__TEXT,__text) external _ZHERK
0000000180d8f38c (__TEXT,__text) external _ZHERK_
0000000180d92d14 (__TEXT,__text) external _ZHER_
0000000180d92438 (__TEXT,__text) external _ZHPMV
0000000180d92438 (__TEXT,__text) external _ZHPMV_
0000000180d92e54 (__TEXT,__text) external _ZHPR
0000000180d92ee0 (__TEXT,__text) external _ZHPR2
0000000180d92ee0 (__TEXT,__text) external _ZHPR2_
0000000180d92e54 (__TEXT,__text) external _ZHPR_
0000000180d93668 (__TEXT,__text) external _ZROTG
0000000180d93668 (__TEXT,__text) external _ZROTG_
0000000180d93684 (__TEXT,__text) external _ZSCAL
0000000180d93684 (__TEXT,__text) external _ZSCAL_
0000000180d93708 (__TEXT,__text) external _ZSWAP
0000000180d93708 (__TEXT,__text) external _ZSWAP_
0000000180d8ef70 (__TEXT,__text) external _ZSYMM
0000000180d8ef70 (__TEXT,__text) external _ZSYMM_
0000000180d8f6c0 (__TEXT,__text) external _ZSYR2K
0000000180d8f6c0 (__TEXT,__text) external _ZSYR2K_
0000000180d8f494 (__TEXT,__text) external _ZSYRK
0000000180d8f494 (__TEXT,__text) external _ZSYRK_
0000000180d92620 (__TEXT,__text) external _ZTBMV
0000000180d92620 (__TEXT,__text) external _ZTBMV_
0000000180d929d4 (__TEXT,__text) external _ZTBSV
0000000180d929d4 (__TEXT,__text) external _ZTBSV_
0000000180d92768 (__TEXT,__text) external _ZTPMV
0000000180d92768 (__TEXT,__text) external _ZTPMV_
0000000180d92b1c (__TEXT,__text) external _ZTPSV
0000000180d92b1c (__TEXT,__text) external _ZTPSV_
0000000180d8f06c (__TEXT,__text) external _ZTRMM
0000000180d8f06c (__TEXT,__text) external _ZTRMM_
0000000180d924e4 (__TEXT,__text) external _ZTRMV
0000000180d924e4 (__TEXT,__text) external _ZTRMV_
0000000180d8f1fc (__TEXT,__text) external _ZTRSM
0000000180d8f1fc (__TEXT,__text) external _ZTRSM_
0000000180d92898 (__TEXT,__text) external _ZTRSV
0000000180d92898 (__TEXT,__text) external _ZTRSV_
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __get_cpu_capabilities (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external __tlv_bootstrap (from libSystem)
                 (undefined) external _abort_report_np (from libSystem)
00000001811012b8 (__TEXT,__text) external _appleblas_dgeadd
000000018109709c (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00000001810bdb34 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
000000018110b610 (__TEXT,__text) external _appleblas_sgeadd
000000018109f150 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00000001810c56dc (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
                 (undefined) external _bzero (from libSystem)
000000018111610c (__TEXT,__text) external _catlas_caxpby
00000001810a9624 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00000001810cfb58 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00000001811169e4 (__TEXT,__text) external _catlas_cset
00000001810a9efc (__TEXT,__text) external _catlas_cset$NEWLAPACK
00000001810d03c8 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00000001810dc2f4 (__TEXT,__text) external _catlas_daxpby
0000000180f4234c (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00000001810845bc (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00000001810dc3e0 (__TEXT,__text) external _catlas_dset
0000000180f4246c (__TEXT,__text) external _catlas_dset$NEWLAPACK
00000001810846ac (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00000001810da088 (__TEXT,__text) external _catlas_saxpby
0000000180da1964 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
000000018107f3e8 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00000001810da1a8 (__TEXT,__text) external _catlas_sset
0000000180da1a84 (__TEXT,__text) external _catlas_sset$NEWLAPACK
000000018107f4d8 (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
000000018111712c (__TEXT,__text) external _catlas_zaxpby
00000001810aa644 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00000001810d0aa4 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
0000000181117f04 (__TEXT,__text) external _catlas_zset
00000001810ab248 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00000001810d162c (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
0000000181008834 (__TEXT,__text) external _caxpby$NEWLAPACK
00000001810874b8 (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
0000000180d92f84 (__TEXT,__text) external _caxpy
00000001810087cc (__TEXT,__text) external _caxpy$NEWLAPACK
0000000181087450 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
0000000180d92f84 (__TEXT,__text) external _caxpy_
000000018111636c (__TEXT,__text) external _cblas_caxpy
00000001810a9884 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00000001810cfda0 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00000001811164a0 (__TEXT,__text) external _cblas_ccopy
00000001810a99b8 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00000001810cfec8 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
0000000181116590 (__TEXT,__text) external _cblas_cdotc_sub
00000001810a9aa8 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00000001810cffb4 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00000001811166a0 (__TEXT,__text) external _cblas_cdotu_sub
00000001810a9bb8 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00000001810d00b8 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00000001810f5c1c (__TEXT,__text) external _cblas_cgbmv
000000018108c204 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00000001810b3240 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00000001810f63ec (__TEXT,__text) external _cblas_cgemm
000000018108c9d4 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00000001810b39ec (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00000001810f7ab4 (__TEXT,__text) external _cblas_cgemv
000000018108d898 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00000001810b4838 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
000000018110e02c (__TEXT,__text) external _cblas_cgerc
00000001810a1a9c (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00000001810c7f34 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
000000018110e714 (__TEXT,__text) external _cblas_cgeru
00000001810a2184 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00000001810c8610 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
000000018110ee8c (__TEXT,__text) external _cblas_chbmv
00000001810a28fc (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00000001810c8d78 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00000001810f8734 (__TEXT,__text) external _cblas_chemm
000000018108e518 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00000001810b54f4 (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
000000018110f74c (__TEXT,__text) external _cblas_chemv
00000001810a3008 (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00000001810c949c (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
0000000181110a20 (__TEXT,__text) external _cblas_cher
00000001810a42dc (__TEXT,__text) external _cblas_cher$NEWLAPACK
00000001810ca778 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
0000000181110238 (__TEXT,__text) external _cblas_cher2
00000001810a3af4 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00000001810c9fb0 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00000001810f9780 (__TEXT,__text) external _cblas_cher2k
000000018108f564 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00000001810b64d0 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00000001810fab60 (__TEXT,__text) external _cblas_cherk
0000000181090944 (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00000001810b77c4 (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
0000000181111258 (__TEXT,__text) external _cblas_chpmv
00000001810a4b14 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00000001810cafb8 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
0000000181112098 (__TEXT,__text) external _cblas_chpr
00000001810a5954 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00000001810cbdd0 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00000001811118c0 (__TEXT,__text) external _cblas_chpr2
00000001810a517c (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00000001810cb62c (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00000001811167b0 (__TEXT,__text) external _cblas_crotg
00000001810a9cc8 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00000001810d01bc (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
0000000181116868 (__TEXT,__text) external _cblas_cscal
00000001810a9d80 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00000001810d0274 (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
0000000181116a2c (__TEXT,__text) external _cblas_csrot
00000001810a9f44 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00000001810d0404 (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
0000000181116abc (__TEXT,__text) external _cblas_csscal
00000001810a9fd4 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00000001810d0488 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
0000000181116ba4 (__TEXT,__text) external _cblas_cswap
00000001810aa0bc (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00000001810d0568 (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00000001810fb9c8 (__TEXT,__text) external _cblas_csymm
00000001810917ac (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00000001810b859c (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00000001810fca24 (__TEXT,__text) external _cblas_csyr2k
0000000181092808 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00000001810b9588 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00000001810fda80 (__TEXT,__text) external _cblas_csyrk
0000000181093864 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00000001810ba448 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00000001811124bc (__TEXT,__text) external _cblas_ctbmv
00000001810a5d78 (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00000001810cc1fc (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
0000000181112cf0 (__TEXT,__text) external _cblas_ctbsv
00000001810a65ac (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00000001810cca5c (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
0000000181113684 (__TEXT,__text) external _cblas_ctpmv
00000001810a6f40 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00000001810cd41c (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
0000000181113dec (__TEXT,__text) external _cblas_ctpsv
00000001810a76a8 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00000001810cdb94 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00000001810fe748 (__TEXT,__text) external _cblas_ctrmm
