                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff80fc12c13 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff80fc12c60 (__TEXT,__text) external _KClientAddRealmMapDeprecated
00007ff80fc12c8c (__TEXT,__text) external _KClientAddServerMapDeprecated
00007ff80fc12f6a (__TEXT,__text) external _KClientAddServiceKey
00007ff80fc12c34 (__TEXT,__text) external _KClientCacheInitialTicketDeprecated
00007ff80fc12fcd (__TEXT,__text) external _KClientDecrypt
00007ff80fc12dff (__TEXT,__text) external _KClientDecryptCompat
00007ff80fc12cfa (__TEXT,__text) external _KClientDeleteCredentialsDeprecated
00007ff80fc12c6b (__TEXT,__text) external _KClientDeleteRealmMapDeprecated
00007ff80fc12c97 (__TEXT,__text) external _KClientDeleteServerMapDeprecated
00007ff80fc12cd9 (__TEXT,__text) external _KClientDeleteSessionDeprecated
00007ff80fc1301a (__TEXT,__text) external _KClientDisposePrincipal
00007ff80fc12eaf (__TEXT,__text) external _KClientDisposeSession
00007ff80fc12d9c (__TEXT,__text) external _KClientDisposeSessionCompat
00007ff80fc12fc2 (__TEXT,__text) external _KClientEncrypt
00007ff80fc12df4 (__TEXT,__text) external _KClientEncryptCompat
00007ff80fc12f80 (__TEXT,__text) external _KClientGetAuthenticatorForService
00007ff80fc12fee (__TEXT,__text) external _KClientGetCCacheReference
00007ff80fc12eba (__TEXT,__text) external _KClientGetClientPrincipal
00007ff80fc12ce4 (__TEXT,__text) external _KClientGetCredentialsDeprecated
00007ff80fc12fac (__TEXT,__text) external _KClientGetEncryptedServiceReply
00007ff80fc12d26 (__TEXT,__text) external _KClientGetErrorTextDeprecated
00007ff80fc12f1d (__TEXT,__text) external _KClientGetExpirationTime
00007ff80fc12ee6 (__TEXT,__text) external _KClientGetLocalAddress
00007ff80fc12c3f (__TEXT,__text) external _KClientGetLocalRealmDeprecated
00007ff80fc12d10 (__TEXT,__text) external _KClientGetNthCredentialDeprecated
00007ff80fc12c76 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
00007ff80fc12c81 (__TEXT,__text) external _KClientGetNthServerDeprecated
00007ff80fc12ca2 (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff80fc12cad (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff80fc12cce (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff80fc12d05 (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff80fc12cc3 (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff80fc12fb7 (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff80fc12c55 (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff80fc12efc (__TEXT,__text) external _KClientGetRemoteAddress
00007ff80fc12ed0 (__TEXT,__text) external _KClientGetServerPrincipal
00007ff80fc12f5f (__TEXT,__text) external _KClientGetServiceKey
00007ff80fc12f12 (__TEXT,__text) external _KClientGetSessionKey
00007ff80fc12de9 (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff80fc12e62 (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff80fc12f75 (__TEXT,__text) external _KClientGetTicketForService
00007ff80fc12da7 (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff80fc12db2 (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff80fc12d1b (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff80fc12e8e (__TEXT,__text) external _KClientGetVersion
00007ff80fc12f49 (__TEXT,__text) external _KClientKeyFileLogin
00007ff80fc12f33 (__TEXT,__text) external _KClientLogin
00007ff80fc12dbd (__TEXT,__text) external _KClientLoginCompat
00007ff80fc12f54 (__TEXT,__text) external _KClientLogout
00007ff80fc12dd3 (__TEXT,__text) external _KClientLogoutCompat
00007ff80fc12e6d (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff80fc12e99 (__TEXT,__text) external _KClientNewClientSession
00007ff80fc12ea4 (__TEXT,__text) external _KClientNewServerSession
00007ff80fc12d91 (__TEXT,__text) external _KClientNewSessionCompat
00007ff80fc12f3e (__TEXT,__text) external _KClientPasswordLogin
00007ff80fc12dc8 (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff80fc13004 (__TEXT,__text) external _KClientPrincipalToV4String
00007ff80fc1300f (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff80fc12fd8 (__TEXT,__text) external _KClientProtectIntegrity
00007ff80fc12e0a (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff80fc12ec5 (__TEXT,__text) external _KClientSetClientPrincipal
00007ff80fc12f28 (__TEXT,__text) external _KClientSetKeyFile
00007ff80fc12ef1 (__TEXT,__text) external _KClientSetLocalAddress
00007ff80fc12c4a (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff80fc12cb8 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff80fc12f07 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff80fc12edb (__TEXT,__text) external _KClientSetServerPrincipal
00007ff80fc12dde (__TEXT,__text) external _KClientStatusCompat
00007ff80fc12ff9 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff80fc12fa1 (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff80fc12f8b (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff80fc12fe3 (__TEXT,__text) external _KClientVerifyIntegrity
00007ff80fc12e15 (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff80fc12f96 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff80fc12e78 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff80fc12e83 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff80fc12d86 (__TEXT,__text) external _KClientVersionCompat
00007ff80fc0d825 (__TEXT,__text) external _KLAcquireInitialTickets
00007ff80fc0d981 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff80fc0e09b (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff80fc0d8f7 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff80fc0e0c1 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff80fc0da3a (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff80fc0d8a2 (__TEXT,__text) external _KLAcquireNewTickets
00007ff80fc0d9f5 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff80fc0d7e3 (__TEXT,__text) external _KLAcquireTickets
00007ff80fc0d93c (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff80fc0db9a (__TEXT,__text) external _KLCacheHasValidTickets
00007ff80fc0e82b (__TEXT,__text) external _KLCancelAllDialogs
00007ff80fc0e090 (__TEXT,__text) external _KLChangePassword
00007ff80fc0e833 (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff80fc0ec49 (__TEXT,__text) external _KLComparePrincipal
00007ff80fc0e928 (__TEXT,__text) external _KLCountKerberosRealms
00007ff80fc0ecdf (__TEXT,__text) external _KLCreateLoginOptions
00007ff80fc0ea18 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff80fc0ea47 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff80fc0e993 (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff80fc0e956 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff80fc0e052 (__TEXT,__text) external _KLDestroyTickets
00007ff80fc0ee97 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff80fc0eca3 (__TEXT,__text) external _KLDisposePrincipal
00007ff80fc0eee4 (__TEXT,__text) external _KLDisposeString
00007ff80fc0e864 (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff80fc0db8f (__TEXT,__text) external _KLGetApplicationOptions
00007ff80fc0e84e (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff80fc0ebc1 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff80fc0e7a4 (__TEXT,__text) external _KLGetErrorString
00007ff80fc0e846 (__TEXT,__text) external _KLGetIdleCallback
00007ff80fc0e933 (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff80fc0e8c7 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff80fc0e8fb (__TEXT,__text) external _KLGetKerberosRealm
00007ff80fc0eb39 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff80fc0ea76 (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff80fc0e79c (__TEXT,__text) external _KLHandleError
00007ff80fc0e918 (__TEXT,__text) external _KLInsertKerberosRealm
00007ff80fc0e36c (__TEXT,__text) external _KLLastChangedTime
00007ff80fc0ee1a (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff80fc0ed7e (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff80fc0edb2 (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff80fc0ede6 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff80fc0ee54 (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff80fc0ed4a (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff80fc0ee37 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff80fc0e920 (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff80fc0e910 (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff80fc0e0cc (__TEXT,__text) external _KLRenewInitialTickets
00007ff80fc0db87 (__TEXT,__text) external _KLSetApplicationOptions
00007ff80fc0e859 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff80fc0e83e (__TEXT,__text) external _KLSetIdleCallback
00007ff80fc0e946 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff80fc0e94e (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff80fc0e908 (__TEXT,__text) external _KLSetKerberosRealm
00007ff80fc0e703 (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff80fc0e0a6 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff80fc0e64f (__TEXT,__text) external _KLTicketExpirationTime
00007ff80fc0e59b (__TEXT,__text) external _KLTicketStartTime
00007ff80fc0e364 (__TEXT,__text) external _KLValidateInitialTickets
00007ff80fc0e0b9 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff80fc0e0b1 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff80fc12920 (__TEXT,__text) external _KPCreatePreferencesFile
00007ff80fc12904 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff80fc128f9 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff80fc128ee (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff80fc1290a (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff80fc12915 (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff80fc12e41 (__TEXT,__text) external _KServerAddKeyCompat
00007ff80fc12e4c (__TEXT,__text) external _KServerGetKeyCompat
00007ff80fc12e36 (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff80fc12e57 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff80fc12e20 (__TEXT,__text) external _KServerNewSessionCompat
00007ff80fc12e2b (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff80fc117e5 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff842af9310 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff80fc0ef1a (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff80fc0ef07 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff80fc0ef35 (__TEXT,__text) external ___KLAllowRememberPassword
00007ff80fc0ef99 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff80fc0ef3d (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff80fc0efc8 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff80fc0efdb (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff80fc0ef6b (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff80fc0eff6 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff80fc0f006 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff80fc0effe (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff80fc0efd3 (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff80fc0efe6 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff80fc0ef2a (__TEXT,__text) external ___KLPromptMechanism
00007ff80fc0efee (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff80fc0eef1 (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff80fc0ef12 (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff80fc0eef9 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff80fc0ef22 (__TEXT,__text) external ___KLSetPromptMechanism
00007ff80fc0d1cc (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff80fc0d1d4 (__TEXT,__text) external ___KerberosDebugPrint
00007ff80fc0d1e0 (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff80fc0d1e6 (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff80fc0d1da (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff842af8d48 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff80fc099c5 (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff842af87c8 (__DATA,__const) non-external ___block_descriptor_tmp
00007ff842af8848 (__DATA,__const) non-external ___block_descriptor_tmp.11
00007ff842af8808 (__DATA,__const) non-external ___block_descriptor_tmp.6
00007ff842af87e8 (__DATA,__const) non-external ___block_literal_global
00007ff842af8868 (__DATA,__const) non-external ___block_literal_global.12
00007ff842af8828 (__DATA,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff80fc0c94b (__TEXT,__text) non-external ___error_message_block_invoke
00007ff80fc08e8b (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff80fc0c0a7 (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff80fc0dcaf (__TEXT,__text) non-external _acquireticket_ui
00007ff80fc110f6 (__TEXT,__text) non-external _add_data_to_buffer
00007ff80fc08fc1 (__TEXT,__text) external _add_error_table
00007ff80fc0fab0 (__TEXT,__text) non-external _add_to_list
00007ff80fc14499 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff80fc1457f (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff80fc08fc9 (__TEXT,__text) external _cc_close
00007ff80fc08fd1 (__TEXT,__text) external _cc_create
00007ff80fc08fd9 (__TEXT,__text) external _cc_destroy
00007ff80fc08fe1 (__TEXT,__text) external _cc_free_NC_info
00007ff80fc08fe9 (__TEXT,__text) external _cc_free_creds
00007ff80fc08ff1 (__TEXT,__text) external _cc_free_name
00007ff80fc08ff9 (__TEXT,__text) external _cc_free_principal
00007ff842af8c28 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff80fc09001 (__TEXT,__text) external _cc_get_NC_info
00007ff80fc09009 (__TEXT,__text) external _cc_get_change_time
00007ff80fc09011 (__TEXT,__text) external _cc_get_cred_version
00007ff80fc09019 (__TEXT,__text) external _cc_get_name
00007ff80fc09021 (__TEXT,__text) external _cc_get_principal
00007ff80fc0a8d3 (__TEXT,__text) external _cc_initialize
00007ff80fc0b8f1 (__TEXT,__text) non-external _cc_iterator_clone
00007ff80fc09fa9 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff80fc0b8b1 (__TEXT,__text) non-external _cc_iterator_release
00007ff80fc09029 (__TEXT,__text) external _cc_open
00007ff80fc09031 (__TEXT,__text) external _cc_remove_cred
00007ff80fc09039 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff80fc09041 (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff80fc09049 (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff80fc09051 (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff80fc09059 (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff80fc09061 (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff80fc09069 (__TEXT,__text) external _cc_set_principal
00007ff80fc09071 (__TEXT,__text) external _cc_shutdown
00007ff80fc09079 (__TEXT,__text) external _cc_store
00007ff80fc0b805 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff80fc0b5ea (__TEXT,__text) non-external _ccache_compare
00007ff80fc0a975 (__TEXT,__text) non-external _ccache_destroy
00007ff842af8c90 (__DATA,__data) non-external _ccache_functions
00007ff80fc0b5a1 (__TEXT,__text) non-external _ccache_get_change_time
00007ff80fc0aa4e (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff80fc0b6c5 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff80fc0b54d (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff80fc0aa67 (__TEXT,__text) non-external _ccache_get_name
00007ff80fc0aaf5 (__TEXT,__text) non-external _ccache_get_principal
00007ff842af8d30 (__DATA,__data) non-external _ccache_iterator_functions
00007ff80fc0b513 (__TEXT,__text) non-external _ccache_lock
00007ff80fc0b461 (__TEXT,__text) non-external _ccache_move
00007ff80fc0b3a1 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff80fc09f62 (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff80fc0b1cc (__TEXT,__text) non-external _ccache_remove_credentials
00007ff80fc0a9d7 (__TEXT,__text) non-external _ccache_set_default
00007ff80fc0b778 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff80fc0ac0e (__TEXT,__text) non-external _ccache_set_principal
00007ff80fc0ad29 (__TEXT,__text) non-external _ccache_store_credentials
00007ff80fc0b530 (__TEXT,__text) non-external _ccache_unlock
00007ff80fc0b864 (__TEXT,__text) non-external _ccache_wait_for_change
00007ff80fc0b86f (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff842af88f0 (__DATA,__const) non-external _conf_no
00007ff842af88b0 (__DATA,__const) non-external _conf_yes
00007ff842af8a30 (__DATA,__data) non-external _context_change_time
00007ff80fc0a8a7 (__TEXT,__text) non-external _context_compare
00007ff80fc0a3b7 (__TEXT,__text) non-external _context_create_ccache
00007ff80fc0a524 (__TEXT,__text) non-external _context_create_default_ccache
00007ff80fc0a6ac (__TEXT,__text) non-external _context_create_new_ccache
00007ff80fc0a138 (__TEXT,__text) non-external _context_get_change_time
00007ff80fc0a177 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff80fc0a897 (__TEXT,__text) non-external _context_lock
00007ff80fc0a81f (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff80fc0a1fe (__TEXT,__text) non-external _context_open_ccache
00007ff80fc0a2ee (__TEXT,__text) non-external _context_open_default_ccache
00007ff80fc0a103 (__TEXT,__text) non-external _context_release
00007ff80fc0a89f (__TEXT,__text) non-external _context_unlock
00007ff80fc0a8c8 (__TEXT,__text) non-external _context_wait_for_change
00007ff80fc09a51 (__TEXT,__text) non-external _cred_compare
00007ff80fc09f0c (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff842af8c10 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff80fc09a62 (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff80fc09f17 (__TEXT,__text) non-external _cred_iter_release
00007ff80fc09a12 (__TEXT,__text) non-external _cred_release
00007ff842af8c00 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff80fc12936 (__TEXT,__text) external _decomp_ticket
00007ff80fc12b64 (__TEXT,__text) external _dest_all_tkts
00007ff80fc12b3b (__TEXT,__text) external _dest_tkt
00007ff80fc0c0c9 (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff842af8ee0 (__DATA,__bss) non-external _do_log
00007ff80fc10ca8 (__TEXT,__text) non-external _dump_profile
00007ff80fc110d2 (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff80fc11034 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff80fc09081 (__TEXT,__text) external _encode_krb5_as_req
00007ff80fc0fb21 (__TEXT,__text) non-external _end_list
00007ff80fc0c8df (__TEXT,__text) external _error_message
00007ff842af8f00 (__DATA,__bss) non-external _error_message.buffer
00007ff842af8ef0 (__DATA,__bss) non-external _error_message.et_list
00007ff842af8ee8 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff80fc0e40b (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff842af9308 (__DATA,__bss) non-external _g_cc_change_time
00007ff842af8d50 (__DATA,__data) non-external _g_change_time_mutex
00007ff842af9300 (__DATA,__bss) non-external _g_kl_change_time
00007ff80fc12975 (__TEXT,__text) external _get_ad_tkt
00007ff80fc129e0 (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff842af8b10 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff842af8b30 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff842af8ae0 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff842af8ac0 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff842af8a80 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff842af8aa0 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff842af8a60 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
