                 (undefined) external __Unwind_GetIP (from libunwind)
                 (undefined) external __Unwind_GetLanguageSpecificData (from libunwind)
                 (undefined) external __Unwind_GetRegionStart (from libunwind)
                 (undefined) external __Unwind_SetGR (from libunwind)
                 (undefined) external __Unwind_SetIP (from libunwind)
                 (undefined) external ____chkstk_darwin (from libsystem_pthread)
00007ff80eb16f25 (__TEXT,__text) external ___absvdi2
00007ff80eb17824 (__TEXT,__text) external ___atomic_store_8
                 (indirect) external ___chkstk_darwin (for ____chkstk_darwin)
00007ff80eb18258 (__TEXT,__text) external ___clear_cache
00007ff80eb18259 (__TEXT,__text) external ___clzdi2
00007ff80eb18278 (__TEXT,__text) external ___clzsi2
00007ff80eb182e8 (__TEXT,__text) external ___clzti2
00007ff80eb18306 (__TEXT,__text) external ___cmpdi2
00007ff80eb18332 (__TEXT,__text) external ___cmpti2
00007ff80eb1a598 (__TEXT,__text) non-external (was a private external) ___compilerrt_abort_impl
00007ff80eb18353 (__TEXT,__text) external ___ctzdi2
00007ff80eb18371 (__TEXT,__text) external ___ctzsi2
00007ff80eb183d5 (__TEXT,__text) external ___ctzti2
00007ff80eb183f0 (__TEXT,__text) external ___divdc3
00007ff80eb16e9a (__TEXT,__text) external ___divdi3
00007ff80eb18a8a (__TEXT,__text) external ___divsc3
00007ff80eb16ed5 (__TEXT,__text) external ___divti3
00007ff80eb19065 (__TEXT,__text) external ___divxc3
00007ff80eb1956c (__TEXT,__text) external ___enable_execute_stack
00007ff80eb1958d (__TEXT,__text) external ___extendhfsf2
00007ff80eb195fb (__TEXT,__text) external ___ffsdi2
00007ff80eb19617 (__TEXT,__text) external ___ffsti2
00007ff80eb19633 (__TEXT,__text) external ___fixdfdi
00007ff80eb19654 (__TEXT,__text) external ___fixdfti
00007ff80eb19709 (__TEXT,__text) external ___fixsfdi
00007ff80eb19727 (__TEXT,__text) external ___fixsfti
00007ff80eb16d8c (__TEXT,__text) external ___fixunsdfdi
00007ff80eb197d4 (__TEXT,__text) external ___fixunsdfsi
00007ff80eb19820 (__TEXT,__text) external ___fixunsdfti
00007ff80eb198a0 (__TEXT,__text) external ___fixunssfdi
00007ff80eb198e5 (__TEXT,__text) external ___fixunssfsi
00007ff80eb19932 (__TEXT,__text) external ___fixunssfti
00007ff80eb16dcf (__TEXT,__text) external ___fixunsxfdi
00007ff80eb199aa (__TEXT,__text) external ___fixunsxfsi
00007ff80eb19a20 (__TEXT,__text) external ___fixunsxfti
00007ff80eb19ada (__TEXT,__text) external ___fixxfdi
00007ff80eb19b74 (__TEXT,__text) external ___fixxfti
00007ff80eb19c57 (__TEXT,__text) external ___floatdidf
00007ff80eb19c5d (__TEXT,__text) external ___floatdisf
00007ff80eb19c63 (__TEXT,__text) external ___floatdixf
00007ff80eb19c6d (__TEXT,__text) external ___floattidf
00007ff80eb19d84 (__TEXT,__text) external ___floattisf
00007ff80eb19e86 (__TEXT,__text) external ___floattixf
00007ff80eb19fb8 (__TEXT,__text) external ___floatundidf
00007ff80eb19fe4 (__TEXT,__text) external ___floatundisf
00007ff80eb1a010 (__TEXT,__text) external ___floatundixf
00007ff80eb1a026 (__TEXT,__text) external ___floatuntidf
00007ff80eb1a12e (__TEXT,__text) external ___floatuntisf
00007ff80eb1a1f6 (__TEXT,__text) external ___floatuntixf
00007ff80eb1a2fc (__TEXT,__text) external ___gcc_personality_v0
00007ff80eb1bbb7 (__TEXT,__text) external ___gnu_f2h_ieee
00007ff80eb195f6 (__TEXT,__text) external ___gnu_h2f_ieee
00007ff80eb1a5b0 (__TEXT,__text) external ___lshrdi3
00007ff80eb1a5de (__TEXT,__text) external ___lshrti3
00007ff80eb16e49 (__TEXT,__text) external ___moddi3
00007ff80eb1a606 (__TEXT,__text) external ___modti3
00007ff80eb1a66e (__TEXT,__text) external ___muldc3
00007ff80eb1a8bf (__TEXT,__text) external ___muldi3
00007ff80eb1a944 (__TEXT,__text) external ___mulodi4
00007ff80eb1a9d2 (__TEXT,__text) external ___mulosi4
00007ff80eb1aa49 (__TEXT,__text) external ___muloti4
00007ff80eb1ab63 (__TEXT,__text) external ___mulsc3
00007ff80eb1adc7 (__TEXT,__text) external ___multi3
00007ff80eb1ae26 (__TEXT,__text) external ___mulvdi3
00007ff80eb1af25 (__TEXT,__text) external ___mulvsi3
00007ff80eb1b001 (__TEXT,__text) external ___mulvti3
00007ff80eb1b188 (__TEXT,__text) external ___mulxc3
00007ff80eb1b562 (__TEXT,__text) external ___negdi2
00007ff80eb1b569 (__TEXT,__text) external ___negti2
00007ff80eb1b575 (__TEXT,__text) external ___negvdi2
00007ff80eb1b5a4 (__TEXT,__text) external ___negvsi2
00007ff80eb1b5ca (__TEXT,__text) external ___negvti2
00007ff80eb1b5fc (__TEXT,__text) external ___paritydi2
00007ff80eb1b62b (__TEXT,__text) external ___paritysi2
00007ff80eb1b651 (__TEXT,__text) external ___parityti2
00007ff80eb1b683 (__TEXT,__text) external ___popcountdi2
00007ff80eb1b6e5 (__TEXT,__text) external ___popcountsi2
00007ff80eb1b71e (__TEXT,__text) external ___popcountti2
00007ff80eb1b7ac (__TEXT,__text) external ___powidf2
00007ff80eb1b810 (__TEXT,__text) external ___powisf2
00007ff80eb1b86f (__TEXT,__text) external ___powixf2
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
00007ff80eb1b8bf (__TEXT,__text) external ___subvdi3
00007ff80eb1b907 (__TEXT,__text) external ___subvsi3
00007ff80eb1b94a (__TEXT,__text) external ___subvti3
00007ff80eb1b99e (__TEXT,__text) external ___truncdfhf2
00007ff80eb1bacb (__TEXT,__text) external ___truncsfhf2
00007ff80eb1bbbc (__TEXT,__text) external ___ucmpdi2
00007ff80eb1bbe8 (__TEXT,__text) external ___ucmpti2
00007ff80eb16c98 (__TEXT,__text) external ___udivdi3
00007ff80eb1bc09 (__TEXT,__text) external ___udivmoddi4
00007ff80eb16bd8 (__TEXT,__text) external ___udivmodti4
00007ff80eb16bd0 (__TEXT,__text) external ___udivti3
00007ff80eb16d14 (__TEXT,__text) external ___umoddi3
00007ff80eb1be2c (__TEXT,__text) external ___umodti3
                 (undefined) external __os_nospin_lock_lock (from libsystem_platform)
                 (undefined) external __os_nospin_lock_unlock (from libsystem_platform)
00007ff80eb181a8 (__TEXT,__text) external _atomic_flag_clear
00007ff80eb181ad (__TEXT,__text) external _atomic_flag_clear_explicit
00007ff80eb181c0 (__TEXT,__text) external _atomic_flag_test_and_set
00007ff80eb181c8 (__TEXT,__text) external _atomic_flag_test_and_set_explicit
00007ff80eb181fc (__TEXT,__text) external _atomic_signal_fence
00007ff80eb18228 (__TEXT,__text) external _atomic_thread_fence
                 (undefined) external _fmaxl (from libsystem_m)
00007ff8437589b0 (__DATA,__bss) non-external _locks
                 (undefined) external _logbl (from libsystem_m)
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _mprotect (from libsystem_kernel)
00007ff80eb1a499 (__TEXT,__text) non-external _readEncodedPointer
                 (undefined) external _scalbnl (from libsystem_m)
00007ff80eb1c9a0 (__TEXT,__const) non-external two
00007ff80eb1c970 (__TEXT,__const) non-external twop52
00007ff80eb1c9b0 (__TEXT,__const) non-external twop64
00007ff80eb1c990 (__TEXT,__const) non-external twop84
00007ff80eb1c980 (__TEXT,__const) non-external twop84_plus_twop52
