00007ff80968a2b0 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff80968a270 (__TEXT,__gcc_except_tab) non-external GCC_except_table10
00007ff80968a29c (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff80968a288 (__TEXT,__gcc_except_tab) non-external GCC_except_table22
00007ff80968a25c (__TEXT,__gcc_except_tab) non-external GCC_except_table26
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFMachPortSetInvalidationCallBack (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
00007ff809647786 (__TEXT,__text) non-external (was a private external) _CVAddAtomic
00007ff80966e84d (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
00007ff809647f68 (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
00007ff80966490e (__TEXT,__text) external _CVBufferCopyAttachment
00007ff8096648df (__TEXT,__text) external _CVBufferCopyAttachments
00007ff8096648ab (__TEXT,__text) external _CVBufferDumpToQTES
00007ff80964568d (__TEXT,__text) external _CVBufferGetAttachment
00007ff809645740 (__TEXT,__text) external _CVBufferGetAttachments
00007ff809664942 (__TEXT,__text) external _CVBufferHasAttachment
00007ff809645788 (__TEXT,__text) external _CVBufferPropagateAttachments
00007ff80964cfca (__TEXT,__text) external _CVBufferRelease
00007ff809647ce2 (__TEXT,__text) external _CVBufferRemoveAllAttachments
00007ff809644d08 (__TEXT,__text) external _CVBufferRemoveAttachment
00007ff80964cfaa (__TEXT,__text) external _CVBufferRetain
00007ff809645322 (__TEXT,__text) external _CVBufferSetAttachment
00007ff809645c1d (__TEXT,__text) external _CVBufferSetAttachments
00007ff80966615f (__TEXT,__text) non-external (was a private external) _CVCFDictionaryMergeDictionaryInPlace
00007ff80964628f (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
00007ff8096434e6 (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
00007ff809654bc4 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace2020
00007ff809654bd8 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace709
00007ff809654bb0 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDCIP3
00007ff809654b9c (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3
00007ff809654c94 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_HLG
00007ff809654c5e (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_PQ_EOTF
00007ff809654c28 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceExtendedLinearDisplayP3
00007ff809654d00 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_HLG
00007ff809654d36 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_PQ
00007ff809654c14 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearGray
00007ff809654c00 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearsRGB
00007ff809654bec (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpacesRGB
00007ff809654cca (__TEXT,__text) non-external (was a private external) _CVCreateColorSpaceExtendedLinearITUR_2020
00007ff8096468e3 (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
00007ff8096662d3 (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestString
00007ff809666352 (__TEXT,__text) non-external (was a private external) _CVCreateSHA1DigestStringFromData
00007ff8096547bb (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
00007ff809654b69 (__TEXT,__text) external _CVDataBufferDecrementUseCountForCategory
00007ff80965479b (__TEXT,__text) external _CVDataBufferGetDataFormatType
00007ff80965475b (__TEXT,__text) external _CVDataBufferGetDataSize
00007ff80965470d (__TEXT,__text) external _CVDataBufferGetIOSurface
00007ff80965477b (__TEXT,__text) external _CVDataBufferGetPixelFormatType
00007ff8096478d5 (__TEXT,__text) external _CVDataBufferGetTypeID
00007ff809654b36 (__TEXT,__text) external _CVDataBufferIncrementUseCountForCategory
00007ff80965346d (__TEXT,__text) external _CVDataBufferPoolCreate
00007ff809653562 (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
00007ff8096535b9 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
00007ff80965372b (__TEXT,__text) external _CVDataBufferPoolFlush
00007ff8096534fc (__TEXT,__text) external _CVDataBufferPoolGetAttributes
00007ff809653546 (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
00007ff8096537d7 (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
00007ff8096522c9 (__TEXT,__text) external _CVDataBufferPoolGetTypeID
00007ff809653709 (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
00007ff80965361c (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
00007ff80965365c (__TEXT,__text) external _CVDataBufferPoolScanIOSurfacesWithOptions
00007ff809653783 (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
00007ff809653810 (__TEXT,__text) external _CVDataBufferPoolTakeOwnershipOfIOSurface
00007ff809647a9c (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
00007ff80966e85f (__TEXT,__text) non-external (was a private external) _CVDecrementAtomicCounter
00007ff809666249 (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
00007ff80964dbd2 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
00007ff80964d7a0 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
00007ff809642654 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
00007ff809665f28 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
00007ff80964dc58 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
00007ff80966617c (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
00007ff8096661e2 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
00007ff80963b258 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
00007ff80964e546 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
00007ff80963b2cc (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
00007ff8096747ca (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
00007ff8096745ab (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
00007ff80967451d (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
00007ff80963d450 (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
00007ff809674745 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
00007ff809674823 (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
00007ff80963d4e8 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
00007ff80963c9e4 (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
00007ff809674764 (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
00007ff80963b41b (__TEXT,__text) external _CVDisplayLinkGetTypeID
00007ff80964ee14 (__TEXT,__text) external _CVDisplayLinkIsRunning
00007ff809649634 (__TEXT,__text) external _CVDisplayLinkRelease
00007ff80965cbce (__TEXT,__text) external _CVDisplayLinkRetain
00007ff80963c876 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
00007ff8096745b5 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
00007ff8096747ee (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
00007ff809674879 (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
00007ff80963bbb5 (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
00007ff80964e438 (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
00007ff80964e4ce (__TEXT,__text) external _CVDisplayLinkSetPaused
00007ff809674842 (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
00007ff80963bc5c (__TEXT,__text) external _CVDisplayLinkStart
00007ff80963be38 (__TEXT,__text) external _CVDisplayLinkStop
00007ff809674790 (__TEXT,__text) external _CVDisplayLinkTranslateTime
00007ff809647aab (__TEXT,__text) external _CVGetCurrentHostTime
00007ff80965c5af (__TEXT,__text) external _CVGetHostClockFrequency
00007ff80965c5d1 (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
00007ff8096663a6 (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
00007ff80966ca0e (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
00007ff809665ea0 (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
00007ff809648303 (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
00007ff80966690b (__TEXT,__text) external _CVImageBufferDeleteImageTexture
00007ff809666860 (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
00007ff8096666d6 (__TEXT,__text) external _CVImageBufferGetCleanRect
00007ff80964ed7d (__TEXT,__text) external _CVImageBufferGetColorSpace
00007ff8096666b2 (__TEXT,__text) external _CVImageBufferGetDisplaySize
00007ff80966664c (__TEXT,__text) external _CVImageBufferGetEncodedSize
00007ff8096669d4 (__TEXT,__text) external _CVImageBufferGetPixelFormatType
00007ff809666a2a (__TEXT,__text) external _CVImageBufferHasCleanRect
00007ff8096669ff (__TEXT,__text) external _CVImageBufferIsFlipped
00007ff809666967 (__TEXT,__text) external _CVImageBufferProvideImageData
00007ff809666890 (__TEXT,__text) external _CVImageBufferProvideImageTexture
00007ff80966675c (__TEXT,__text) external _CVImageBufferSetCleanAperture
00007ff809666714 (__TEXT,__text) external _CVImageBufferSetColorSpace
00007ff809666826 (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
00007ff8096667b5 (__TEXT,__text) external _CVImageBufferSetFieldCount
00007ff8096667ec (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
00007ff809642ae4 (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
00007ff80966e87d (__TEXT,__text) non-external (was a private external) _CVIncrementAtomicCounter
00007ff80966583f (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
00007ff8096663b6 (__TEXT,__text) non-external (was a private external) _CVIsPixelFormatCompressed
00007ff80963d85a (__TEXT,__text) external _CVKTraceInit
00007ff809665ee1 (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
00007ff80964729c (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
00007ff80966dcf1 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
00007ff80966dd10 (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
00007ff809645c50 (__TEXT,__text) external _CVMetalTextureCacheCreate
00007ff8096467d8 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
00007ff80965ca8f (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromSliceOfImage
00007ff80965cb9a (__TEXT,__text) external _CVMetalTextureCacheFlush
00007ff8096468b5 (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
00007ff80966dd2f (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
00007ff80966dc55 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetBounds
00007ff80966dbb9 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
00007ff80966dbf4 (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
00007ff80966db74 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
00007ff809647922 (__TEXT,__text) external _CVMetalTextureGetTexture
00007ff809647971 (__TEXT,__text) external _CVMetalTextureGetTypeID
00007ff80966db99 (__TEXT,__text) external _CVMetalTextureIsFlipped
00007ff809642457 (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
00007ff809669443 (__TEXT,__text) external _CVOpenGLBufferAttach
00007ff8096694c4 (__TEXT,__text) external _CVOpenGLBufferCreate
00007ff80966959c (__TEXT,__text) external _CVOpenGLBufferGetAttributes
00007ff8096695fd (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
00007ff8096695bc (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
00007ff8096695dc (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
00007ff809647845 (__TEXT,__text) external _CVOpenGLBufferGetTypeID
00007ff809672ac2 (__TEXT,__text) external _CVOpenGLBufferPoolCreate
00007ff809672b8d (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
00007ff809672b27 (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
00007ff809672b71 (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
00007ff80966407f (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
00007ff80966406e (__TEXT,__text) external _CVOpenGLBufferPoolRelease
00007ff80966404e (__TEXT,__text) external _CVOpenGLBufferPoolRetain
00007ff8096569f2 (__TEXT,__text) external _CVOpenGLBufferRelease
00007ff8096569d2 (__TEXT,__text) external _CVOpenGLBufferRetain
00007ff809674a9b (__TEXT,__text) external _CVOpenGLTextureBackingImage
00007ff809674aba (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
00007ff809654e75 (__TEXT,__text) external _CVOpenGLTextureCacheCreate
00007ff809654f76 (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
00007ff809654f93 (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
00007ff809655061 (__TEXT,__text) external _CVOpenGLTextureCacheFlush
00007ff809662dcf (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
00007ff809662dbe (__TEXT,__text) external _CVOpenGLTextureCacheRelease
00007ff809662d9e (__TEXT,__text) external _CVOpenGLTextureCacheRetain
00007ff80966eeb1 (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
00007ff809674af8 (__TEXT,__text) external _CVOpenGLTextureCopyBacking
00007ff8096749ff (__TEXT,__text) external _CVOpenGLTextureGetBounds
00007ff809674ad9 (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
00007ff809674963 (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
00007ff80967499e (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
00007ff8096748fe (__TEXT,__text) external _CVOpenGLTextureGetName
00007ff80967491e (__TEXT,__text) external _CVOpenGLTextureGetSize
00007ff8096748b0 (__TEXT,__text) external _CVOpenGLTextureGetTarget
00007ff80964788d (__TEXT,__text) external _CVOpenGLTextureGetTypeID
00007ff809674943 (__TEXT,__text) external _CVOpenGLTextureIsFlipped
00007ff80965b92c (__TEXT,__text) external _CVOpenGLTextureRelease
00007ff80965b90c (__TEXT,__text) external _CVOpenGLTextureRetain
00007ff80966ca18 (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
00007ff80966dae3 (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
00007ff80966b59e (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
00007ff80964e58d (__TEXT,__text) external _CVPixelBufferCreate
00007ff80966c6e9 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
00007ff8096498a6 (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
00007ff809669a87 (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
00007ff80966961d (__TEXT,__text) external _CVPixelBufferCreateWithBytes
00007ff80963d51f (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
00007ff80966ac41 (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
00007ff80966b08d (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
00007ff809669836 (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
00007ff80966db41 (__TEXT,__text) external _CVPixelBufferDecrementUseCountForCategory
00007ff80966c905 (__TEXT,__text) external _CVPixelBufferDrawColorBars
00007ff80966b517 (__TEXT,__text) external _CVPixelBufferFillExtendedPixels
00007ff80966b57b (__TEXT,__text) external _CVPixelBufferGetAttributes
00007ff80964ed2e (__TEXT,__text) external _CVPixelBufferGetBaseAddress
00007ff8096450a0 (__TEXT,__text) external _CVPixelBufferGetBaseAddressOfPlane
00007ff80964cf8a (__TEXT,__text) external _CVPixelBufferGetBufferBacking
00007ff80964e56a (__TEXT,__text) external _CVPixelBufferGetBytesPerRow
00007ff809645136 (__TEXT,__text) external _CVPixelBufferGetBytesPerRowOfPlane
00007ff80966b4f4 (__TEXT,__text) external _CVPixelBufferGetDataSize
00007ff809644fdc (__TEXT,__text) external _CVPixelBufferGetExtendedPixels
00007ff80966c91b (__TEXT,__text) external _CVPixelBufferGetFixedPointFractionalBits
00007ff80966c960 (__TEXT,__text) external _CVPixelBufferGetFixedPointIntegerBits
00007ff80966c9dd (__TEXT,__text) external _CVPixelBufferGetFixedPointPaddingBits
00007ff80966c9ac (__TEXT,__text) external _CVPixelBufferGetFixedPointSignBits
00007ff809644f68 (__TEXT,__text) external _CVPixelBufferGetHeight
00007ff8096451b4 (__TEXT,__text) external _CVPixelBufferGetHeightOfPlane
00007ff80964566a (__TEXT,__text) external _CVPixelBufferGetIOSurface
00007ff809644f9a (__TEXT,__text) external _CVPixelBufferGetPixelFormatType
00007ff809644f04 (__TEXT,__text) external _CVPixelBufferGetPlaneCount
00007ff80963b211 (__TEXT,__text) external _CVPixelBufferGetTypeID
00007ff809644f36 (__TEXT,__text) external _CVPixelBufferGetWidth
00007ff809646770 (__TEXT,__text) external _CVPixelBufferGetWidthOfPlane
00007ff80966db0e (__TEXT,__text) external _CVPixelBufferIncrementUseCountForCategory
00007ff80966b5dd (__TEXT,__text) external _CVPixelBufferIsCompatibleWithAttributes
00007ff80964ecf6 (__TEXT,__text) external _CVPixelBufferIsPlanar
00007ff809644b16 (__TEXT,__text) external _CVPixelBufferLockBaseAddress
00007ff8096567e1 (__TEXT,__text) external _CVPixelBufferPoolCopyArrayOfCVPixelBuffers
00007ff809656440 (__TEXT,__text) external _CVPixelBufferPoolCopyIOSurfaceCreationProperties
00007ff80964bc5c (__TEXT,__text) external _CVPixelBufferPoolCreate
00007ff80964d029 (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBuffer
00007ff809656171 (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBufferWithAuxAttributes
00007ff809656360 (__TEXT,__text) external _CVPixelBufferPoolFlush
00007ff80964f00c (__TEXT,__text) external _CVPixelBufferPoolGetAttributes
00007ff80964cfdb (__TEXT,__text) external _CVPixelBufferPoolGetMaxBufferAge
00007ff80965640c (__TEXT,__text) external _CVPixelBufferPoolGetMinBufferCount
