0000000000003894 (__TEXT,__text) external _OSAtomicAdd32
0000000000003b5c (__TEXT,__text) external _OSAtomicTestAndClear
0000000000004574 (__TEXT,__text) external _OSAtomicTestAndClearBarrier
0000000000004534 (__TEXT,__text) external _OSAtomicTestAndSet
0000000000003a78 (__TEXT,__text) external _OSAtomicTestAndSetBarrier
0000000000005bbc (__TEXT,__text) external _OSAtomicXor32
0000000000003948 (__TEXT,__text) external _OSAtomicXor32Barrier
0000000000005bc8 (__TEXT,__text) external _OSAtomicXor32Orig
0000000000005bd0 (__TEXT,__text) external _OSAtomicXor32OrigBarrier
00000000000038f8 (__TEXT,__text) external _OSMemoryBarrier
00000000000036f8 (__TEXT,__text) external _OSSpinLockLock
0000000000003a40 (__TEXT,__text) external _OSSpinLockTry
0000000000003714 (__TEXT,__text) external _OSSpinLockUnlock
0000000000006600 (__TEXT,__const) non-external _UUID_NULL
000000000000663e (__TEXT,__const) non-external __0x
000000000000673d (__TEXT,__cstring) non-external __H
0000000000005c00 (__TEXT,__text) non-external __OSAtomicDequeue_misalign
0000000000005bd8 (__TEXT,__text) non-external __OSAtomicEnqueue_misalign
00000000000039d0 (__TEXT,__text) external __OSSpinLockLockSlow
0000000000005508 (__TEXT,__text) non-external __OSSpinLockLockYield
0000000000002f60 (__TEXT,__text) external ___bzero
                 (undefined) external ___error (from libsystem_kernel)
                 (undefined) external ___gettimeofday (from libsystem_kernel)
0000000000010010 (__DATA_DIRTY,__common) non-external (was a private external) ___in_sigtramp
                 (undefined) external ___libkernel_platform_init (from libsystem_kernel)
0000000000002da0 (__TEXT,__text) external ___libplatform_init
00000000000045e8 (__TEXT,__text) external ___os_log_simple_offset
0000000000005874 (__TEXT,__text) external ___os_once_reset
0000000000002ddc (__TEXT,__text) non-external (was a private external) ___pfz_setup
00000000000065f0 (__TEXT,__const) non-external (was a private external) ___platformVersionNumber
00000000000065c0 (__TEXT,__const) non-external (was a private external) ___platformVersionString
0000000000002950 (__TEXT,__text) external ___platform_sigaction
                 (undefined) external ___sendto (from libsystem_kernel)
                 (undefined) external ___sigaction (from libsystem_kernel)
                 (undefined) external ___sigaltstack (from libsystem_kernel)
                 (undefined) external ___sigreturn (from libsystem_kernel)
0000000000003c08 (__TEXT,__text) non-external ___simple_bprintf
                 (undefined) external ___ulock_wait (from libsystem_kernel)
                 (undefined) external ___ulock_wait2 (from libsystem_kernel)
                 (undefined) external ___ulock_wake (from libsystem_kernel)
0000000000005e08 (__TEXT,__text) external __ctx_done
000000000000603c (__TEXT,__text) non-external (was a private external) __ctx_start
0000000000004e4c (__TEXT,__text) non-external __enlarge
0000000000006100 (__TEXT,__text) non-external __enlarge.cold.1
                 (undefined) external __exit (from libsystem_kernel)
0000000000004dac (__TEXT,__text) non-external __flush
0000000000004d84 (__TEXT,__text) non-external __flush_reset
000000000000674e (__TEXT,__cstring) non-external __h
0000000000001830 (__TEXT,__text) external __longjmp
0000000000000da0 (__TEXT,__text) non-external __os_alloc
0000000000006334 (__TEXT,__text) non-external __os_alloc.cold.1
0000000000010008 (__DATA_DIRTY,__common) non-external (was a private external) __os_alloc_heap
0000000000000d60 (__TEXT,__text) external __os_alloc_once
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
000000000000316c (__TEXT,__text) non-external __os_alloc_slow
0000000000006150 (__TEXT,__text) non-external (was a private external) __os_lock_corruption_abort
0000000000003784 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_lock
00000000000037c0 (__TEXT,__text) non-external __os_lock_handoff_lock_slow
0000000000003ac4 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_trylock
00000000000037b4 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_unlock
0000000000005810 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_lock
0000000000005834 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_trylock
0000000000005854 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_unlock
000000000000629c (__TEXT,__text) non-external __os_lock_recursive_abort
00000000000038cc (__TEXT,__text) non-external (was a private external) __os_lock_spin_lock
00000000000055e8 (__TEXT,__text) non-external (was a private external) __os_lock_spin_trylock
00000000000038ec (__TEXT,__text) non-external (was a private external) __os_lock_spin_unlock
0000000000006648 (__TEXT,__const) non-external __os_lock_type_base
00000000000081b8 (__DATA_CONST,__const) external __os_lock_type_eliding
00000000000081d8 (__DATA_CONST,__const) external __os_lock_type_handoff
0000000000008218 (__DATA_CONST,__const) external __os_lock_type_nospin
00000000000081b8 (__DATA_CONST,__const) external __os_lock_type_spin
00000000000081b8 (__DATA_CONST,__const) external __os_lock_type_transactional
00000000000081f8 (__DATA_CONST,__const) external __os_lock_type_unfair
00000000000038a0 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
00000000000057d0 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
00000000000057f0 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
0000000000004874 (__TEXT,__text) external __os_log_simple
0000000000004a60 (__TEXT,__text) external __os_log_simple_parse
0000000000004a30 (__TEXT,__text) external __os_log_simple_parse_identifiers
00000000000049c8 (__TEXT,__text) external __os_log_simple_parse_message
000000000000498c (__TEXT,__text) external __os_log_simple_parse_subsystem
00000000000049f8 (__TEXT,__text) external __os_log_simple_parse_timestamp
0000000000004954 (__TEXT,__text) external __os_log_simple_parse_type
0000000000004b94 (__TEXT,__text) external __os_log_simple_reinit_4launchd
00000000000060d8 (__TEXT,__text) non-external __os_log_simple_reinit_4launchd.cold.1
0000000000004700 (__TEXT,__text) external __os_log_simple_send
000000000000492c (__TEXT,__text) external __os_log_simple_shim
0000000000001710 (__TEXT,__text) external __os_nospin_lock_lock
0000000000002bdc (__TEXT,__text) non-external __os_nospin_lock_lock_slow
000000000000174c (__TEXT,__text) external __os_nospin_lock_trylock
0000000000001730 (__TEXT,__text) external __os_nospin_lock_unlock
0000000000002cd4 (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
0000000000000c00 (__TEXT,__text) external __os_once
0000000000000c60 (__TEXT,__text) non-external __os_once_callout
0000000000002b34 (__TEXT,__text) non-external __os_once_gate_broadcast
0000000000006274 (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000000006224 (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
000000000000624c (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
00000000000029b8 (__TEXT,__text) non-external __os_once_gate_wait
00000000000028d8 (__TEXT,__text) external __os_semaphore_create
000000000000635c (__TEXT,__text) non-external __os_semaphore_create.cold.1
0000000000006384 (__TEXT,__text) non-external __os_semaphore_create.cold.2
0000000000002924 (__TEXT,__text) external __os_semaphore_dispose
00000000000063ac (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
0000000000003960 (__TEXT,__text) external __os_semaphore_signal
00000000000063d4 (__TEXT,__text) non-external __os_semaphore_signal.cold.1
000000000000397c (__TEXT,__text) external __os_semaphore_wait
00000000000063fc (__TEXT,__text) non-external __os_semaphore_wait.cold.1
00000000000061c8 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
00000000000013d4 (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000000006178 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
0000000000005628 (__TEXT,__text) non-external __os_unfair_lock_trylock_with_options_slow
0000000000001544 (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
00000000000061a0 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
                 (undefined) external __os_xbs_chrooted (from libsystem_kernel)
0000000000002f60 (__TEXT,__text) external __platform_bzero
0000000000005c28 (__TEXT,__text) external __platform_memccpy
0000000000000ea0 (__TEXT,__text) external __platform_memchr
0000000000000fb0 (__TEXT,__text) external __platform_memcmp
0000000000005cc0 (__TEXT,__text) external __platform_memcmp_zero_aligned8
00000000000032c0 (__TEXT,__text) external __platform_memmove
0000000000002fd0 (__TEXT,__text) external __platform_memset
00000000000011e0 (__TEXT,__text) external __platform_memset_pattern16
00000000000011a0 (__TEXT,__text) external __platform_memset_pattern4
00000000000011c0 (__TEXT,__text) external __platform_memset_pattern8
0000000000003680 (__TEXT,__text) external __platform_strchr
0000000000000890 (__TEXT,__text) external __platform_strcmp
0000000000000e44 (__TEXT,__text) external __platform_strcpy
0000000000008130 (__DATA_CONST,__const) non-external __platform_string_functions
0000000000001918 (__TEXT,__text) external __platform_strlcat
000000000000112c (__TEXT,__text) external __platform_strlcpy
0000000000000ba0 (__TEXT,__text) external __platform_strlen
00000000000009d0 (__TEXT,__text) external __platform_strncmp
0000000000001670 (__TEXT,__text) external __platform_strncpy
0000000000000b00 (__TEXT,__text) external __platform_strnlen
00000000000015ec (__TEXT,__text) external __platform_strstr
0000000000005fe8 (__TEXT,__text) non-external (was a private external) __setcontext
00000000000017e4 (__TEXT,__text) external __setjmp
000000000000372c (__TEXT,__text) non-external (was a private external) __sigtramp
0000000000003bb8 (__TEXT,__text) non-external (was a private external) __sigunaltstack
0000000000004c00 (__TEXT,__text) non-external __simple_asl_connect
0000000000002658 (__TEXT,__text) non-external __simple_asl_connect_once
0000000000002354 (__TEXT,__text) non-external __simple_asl_escape_key
00000000000023c8 (__TEXT,__text) non-external __simple_asl_escape_val
0000000000004cac (__TEXT,__text) external __simple_asl_get_fd
00000000000030d0 (__TEXT,__text) non-external (was a private external) __simple_asl_init
00000000000032a0 (__TEXT,__text) non-external __simple_asl_init_context
000000000000212c (__TEXT,__text) external __simple_asl_log
0000000000002194 (__TEXT,__text) external __simple_asl_log_prog
00000000000021c0 (__TEXT,__text) external __simple_asl_msg_new
0000000000002208 (__TEXT,__text) external __simple_asl_msg_set
00000000000024bc (__TEXT,__text) external __simple_asl_send
0000000000004e24 (__TEXT,__text) external __simple_dprintf
0000000000004468 (__TEXT,__text) external __simple_esappend
0000000000002328 (__TEXT,__text) external __simple_esprintf
0000000000002eb0 (__TEXT,__text) external __simple_getenv
0000000000004f88 (__TEXT,__text) external __simple_put
0000000000004f90 (__TEXT,__text) external __simple_putline
00000000000019ac (__TEXT,__text) external __simple_salloc
0000000000002428 (__TEXT,__text) external __simple_sappend
0000000000001db8 (__TEXT,__text) external __simple_sfree
0000000000001a4c (__TEXT,__text) external __simple_sprintf
000000000000248c (__TEXT,__text) external __simple_sresize
0000000000001da8 (__TEXT,__text) external __simple_string
0000000000004d30 (__TEXT,__text) external __simple_vdprintf
0000000000003bf0 (__TEXT,__text) external __simple_vesprintf
0000000000001a28 (__TEXT,__text) external __simple_vsprintf
00000000000036f8 (__TEXT,__text) external __spin_lock
00000000000055d0 (__TEXT,__text) external __spin_lock_try
0000000000003714 (__TEXT,__text) external __spin_unlock
                 (undefined) external _close (from libsystem_kernel)
0000000000010000 (__DATA_DIRTY,__common) non-external (was a private external) _commpage_pfz_base
                 (undefined) external _connect (from libsystem_kernel)
00000000000054e0 (__TEXT,__text) non-external _cpus_that_need_dsb_for_ic_ivau
0000000000001e38 (__TEXT,__text) non-external _dec
                 (undefined) external _fcntl (from libsystem_kernel)
0000000000000d10 (__TEXT,__text) external _ffs
0000000000000d28 (__TEXT,__text) external _ffsl
0000000000000d28 (__TEXT,__text) external _ffsll
0000000000000d40 (__TEXT,__text) external _fls
0000000000000d50 (__TEXT,__text) external _flsl
0000000000000d50 (__TEXT,__text) external _flsll
000000000000c000 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000000000606c (__TEXT,__text) external _getcontext
                 (undefined) external _getgid (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getrlimit (from libsystem_kernel)
                 (undefined) external _getuid (from libsystem_kernel)
0000000000001a80 (__TEXT,__text) non-external _hex
00000000000018dc (__TEXT,__text) external _longjmp
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
0000000000005e2c (__TEXT,__text) external _makecontext
0000000000005c24 (__TEXT,__text) non-external (was a private external) _memset
0000000000004fd4 (__TEXT,__text) non-external _oct
0000000000003778 (__TEXT,__text) external _os_lock_lock
0000000000003ab8 (__TEXT,__text) external _os_lock_trylock
00000000000037a8 (__TEXT,__text) external _os_lock_unlock
00000000000045c4 (__TEXT,__text) external _os_log_simple_now
00000000000045c8 (__TEXT,__text) external _os_log_simple_type_from_asl
00000000000065f8 (__TEXT,__const) non-external _os_log_simple_type_from_asl._level2ostype
0000000000005a20 (__TEXT,__text) external _os_sync_wait_on_address
0000000000005890 (__TEXT,__text) external _os_sync_wait_on_address_with_deadline
0000000000005984 (__TEXT,__text) external _os_sync_wait_on_address_with_timeout
0000000000005b30 (__TEXT,__text) external _os_sync_wake_by_address_all
0000000000005aac (__TEXT,__text) external _os_sync_wake_by_address_any
0000000000001360 (__TEXT,__text) external _os_unfair_lock_assert_not_owner
00000000000062ec (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000000000ce4 (__TEXT,__text) external _os_unfair_lock_assert_owner
00000000000062c4 (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
0000000000000cbc (__TEXT,__text) external _os_unfair_lock_lock
000000000000571c (__TEXT,__text) external _os_unfair_lock_lock_no_tsd
0000000000005750 (__TEXT,__text) external _os_unfair_lock_lock_with_flags
0000000000000800 (__TEXT,__text) external _os_unfair_lock_lock_with_options
00000000000016f4 (__TEXT,__text) external _os_unfair_lock_trylock
0000000000005604 (__TEXT,__text) external _os_unfair_lock_trylock_with_options
0000000000000824 (__TEXT,__text) external _os_unfair_lock_unlock
000000000000573c (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd
0000000000000840 (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
0000000000005774 (__TEXT,__text) external _os_unfair_recursive_lock_owned
0000000000002894 (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000000000001768 (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
0000000000000968 (__TEXT,__text) external _os_unfair_recursive_lock_unlock
0000000000005790 (__TEXT,__text) external _os_unfair_recursive_lock_unlock_forked_child
0000000000006314 (__TEXT,__text) non-external _os_unfair_recursive_lock_unlock_forked_child.cold.1
0000000000005efc (__TEXT,__text) non-external (was a private external) _populate_signal_stack_context
                 (undefined) external _proc_pidinfo (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
0000000000005f94 (__TEXT,__text) external _setcontext
0000000000001890 (__TEXT,__text) external _setjmp
00000000000018d0 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000000001884 (__TEXT,__text) external _sigsetjmp
                 (undefined) external _socket (from libsystem_kernel)
00000000000036f8 (__TEXT,__text) external _spin_lock
00000000000055d0 (__TEXT,__text) external _spin_lock_try
0000000000003714 (__TEXT,__text) external _spin_unlock
0000000000005d78 (__TEXT,__text) external _swapcontext
0000000000005404 (__TEXT,__text) external _sys_cache_control
0000000000005500 (__TEXT,__text) external _sys_dcache_flush
000000000000544c (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _thread_switch (from libsystem_kernel)
00000000000026b8 (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
000000000000518c (__TEXT,__text) non-external _ydec
