00007ff80363fa70 (__TEXT,__text) external _APL_dgemm
00007ff8035625ce (__TEXT,__text) external _CHERK
00007ff8035625ce (__TEXT,__text) external _CHERK_
00007ff803565409 (__TEXT,__text) external _CHER_
00007ff803564c63 (__TEXT,__text) external _CHPMV
00007ff803564c63 (__TEXT,__text) external _CHPMV_
00007ff803565505 (__TEXT,__text) external _CHPR
00007ff80356556c (__TEXT,__text) external _CHPR2
00007ff80356556c (__TEXT,__text) external _CHPR2_
00007ff803565505 (__TEXT,__text) external _CHPR_
00007ff8035662a8 (__TEXT,__text) external _CROTG
00007ff8035662a8 (__TEXT,__text) external _CROTG_
00007ff8035662b5 (__TEXT,__text) external _CSCAL
00007ff8035662b5 (__TEXT,__text) external _CSCAL_
00007ff8035662c6 (__TEXT,__text) external _CSROT
00007ff8035662c6 (__TEXT,__text) external _CSROT_
00007ff8035662e7 (__TEXT,__text) external _CSSCAL
00007ff8035662e7 (__TEXT,__text) external _CSSCAL_
00007ff803566301 (__TEXT,__text) external _CSWAP
00007ff803566301 (__TEXT,__text) external _CSWAP_
00007ff803562244 (__TEXT,__text) external _CSYMM
00007ff803562244 (__TEXT,__text) external _CSYMM_
00007ff8035628b8 (__TEXT,__text) external _CSYR2K
00007ff8035628b8 (__TEXT,__text) external _CSYR2K_
00007ff8035626c4 (__TEXT,__text) external _CSYRK
00007ff8035626c4 (__TEXT,__text) external _CSYRK_
00007ff803564e02 (__TEXT,__text) external _CTBMV
00007ff803564e02 (__TEXT,__text) external _CTBMV_
00007ff80356514e (__TEXT,__text) external _CTBSV
00007ff80356514e (__TEXT,__text) external _CTBSV_
00007ff803564f23 (__TEXT,__text) external _CTPMV
00007ff803564f23 (__TEXT,__text) external _CTPMV_
00007ff80356526f (__TEXT,__text) external _CTPSV
00007ff80356526f (__TEXT,__text) external _CTPSV_
00007ff803562318 (__TEXT,__text) external _CTRMM
00007ff803562318 (__TEXT,__text) external _CTRMM_
00007ff803564ce3 (__TEXT,__text) external _CTRMV
00007ff803564ce3 (__TEXT,__text) external _CTRMV_
00007ff803562473 (__TEXT,__text) external _CTRSM
00007ff803562473 (__TEXT,__text) external _CTRSM_
00007ff80356502f (__TEXT,__text) external _CTRSV
00007ff80356502f (__TEXT,__text) external _CTRSV_
00007ff803566356 (__TEXT,__text) external _DASUM
00007ff803566356 (__TEXT,__text) external _DASUM_
00007ff803566364 (__TEXT,__text) external _DAXPY
00007ff803566364 (__TEXT,__text) external _DAXPY_
00007ff803561346 (__TEXT,__text) external _DCABS1
00007ff803561346 (__TEXT,__text) external _DCABS1_
00007ff803566387 (__TEXT,__text) external _DCOPY
00007ff803566387 (__TEXT,__text) external _DCOPY_
00007ff80356639b (__TEXT,__text) external _DDOT
00007ff80356639b (__TEXT,__text) external _DDOT_
00007ff803563f06 (__TEXT,__text) external _DGBMV
00007ff803563f06 (__TEXT,__text) external _DGBMV_
00007ff803561a02 (__TEXT,__text) external _DGEMM
00007ff803561a02 (__TEXT,__text) external _DGEMM_
00007ff803563e65 (__TEXT,__text) external _DGEMV
00007ff803563e65 (__TEXT,__text) external _DGEMV_
00007ff803564788 (__TEXT,__text) external _DGER
00007ff803564788 (__TEXT,__text) external _DGER_
00007ff8035663ac (__TEXT,__text) external _DNRM2
00007ff8035663ac (__TEXT,__text) external _DNRM2_
00007ff8035663ba (__TEXT,__text) external _DROT
00007ff8035663db (__TEXT,__text) external _DROTG
00007ff8035663db (__TEXT,__text) external _DROTG_
00007ff8035663e8 (__TEXT,__text) external _DROTM
00007ff8035663fc (__TEXT,__text) external _DROTMG
00007ff8035663fc (__TEXT,__text) external _DROTMG_
00007ff8035663e8 (__TEXT,__text) external _DROTM_
00007ff8035663ba (__TEXT,__text) external _DROT_
00007ff80356405d (__TEXT,__text) external _DSBMV
00007ff80356405d (__TEXT,__text) external _DSBMV_
00007ff803566410 (__TEXT,__text) external _DSCAL
00007ff803566410 (__TEXT,__text) external _DSCAL_
00007ff803566459 (__TEXT,__text) external _DSDOT
00007ff803566459 (__TEXT,__text) external _DSDOT_
00007ff8035640f2 (__TEXT,__text) external _DSPMV
00007ff8035640f2 (__TEXT,__text) external _DSPMV_
00007ff8035648be (__TEXT,__text) external _DSPR
00007ff803564925 (__TEXT,__text) external _DSPR2
00007ff803564925 (__TEXT,__text) external _DSPR2_
00007ff8035648be (__TEXT,__text) external _DSPR_
00007ff80356642a (__TEXT,__text) external _DSWAP
00007ff80356642a (__TEXT,__text) external _DSWAP_
00007ff803561b12 (__TEXT,__text) external _DSYMM
00007ff803561b12 (__TEXT,__text) external _DSYMM_
00007ff803563fd3 (__TEXT,__text) external _DSYMV
00007ff803563fd3 (__TEXT,__text) external _DSYMV_
00007ff8035647cd (__TEXT,__text) external _DSYR
00007ff80356483d (__TEXT,__text) external _DSYR2
00007ff803561f61 (__TEXT,__text) external _DSYR2K
00007ff803561f61 (__TEXT,__text) external _DSYR2K_
00007ff80356483d (__TEXT,__text) external _DSYR2_
00007ff803561e84 (__TEXT,__text) external _DSYRK
00007ff803561e84 (__TEXT,__text) external _DSYRK_
00007ff8035647cd (__TEXT,__text) external _DSYR_
00007ff80356427b (__TEXT,__text) external _DTBMV
00007ff80356427b (__TEXT,__text) external _DTBMV_
00007ff803564586 (__TEXT,__text) external _DTBSV
00007ff803564586 (__TEXT,__text) external _DTBSV_
00007ff803564387 (__TEXT,__text) external _DTPMV
00007ff803564387 (__TEXT,__text) external _DTPMV_
00007ff803564692 (__TEXT,__text) external _DTPSV
00007ff803564692 (__TEXT,__text) external _DTPSV_
00007ff803561be8 (__TEXT,__text) external _DTRMM
00007ff803561be8 (__TEXT,__text) external _DTRMM_
00007ff803564172 (__TEXT,__text) external _DTRMV
00007ff803564172 (__TEXT,__text) external _DTRMV_
00007ff803561d36 (__TEXT,__text) external _DTRSM
00007ff803561d36 (__TEXT,__text) external _DTRSM_
00007ff80356447d (__TEXT,__text) external _DTRSV
00007ff80356447d (__TEXT,__text) external _DTRSV_
00007ff8035665a1 (__TEXT,__text) external _DZASUM
00007ff8035665a1 (__TEXT,__text) external _DZASUM_
00007ff8035665af (__TEXT,__text) external _DZNRM2
00007ff8035665af (__TEXT,__text) external _DZNRM2_
00007ff803566315 (__TEXT,__text) external _ICAMAX
00007ff803566315 (__TEXT,__text) external _ICAMAX_
00007ff80356643e (__TEXT,__text) external _IDAMAX
00007ff80356643e (__TEXT,__text) external _IDAMAX_
00007ff80356646a (__TEXT,__text) external _ISAMAX
00007ff80356646a (__TEXT,__text) external _ISAMAX_
00007ff8035665bd (__TEXT,__text) external _IZAMAX
00007ff8035665bd (__TEXT,__text) external _IZAMAX_
00007ff803566485 (__TEXT,__text) external _SASUM
00007ff803566485 (__TEXT,__text) external _SASUM_
00007ff803566498 (__TEXT,__text) external _SAXPY
00007ff803566498 (__TEXT,__text) external _SAXPY_
00007ff803566330 (__TEXT,__text) external _SCASUM
00007ff803566330 (__TEXT,__text) external _SCASUM_
00007ff803566343 (__TEXT,__text) external _SCNRM2
00007ff803566343 (__TEXT,__text) external _SCNRM2_
00007ff8035664bb (__TEXT,__text) external _SCOPY
00007ff8035664bb (__TEXT,__text) external _SCOPY_
00007ff8035664cf (__TEXT,__text) external _SDOT
00007ff8035664cf (__TEXT,__text) external _SDOT_
00007ff8035664e5 (__TEXT,__text) external _SDSDOT
00007ff8035664e5 (__TEXT,__text) external _SDSDOT_
00007ff8035633cf (__TEXT,__text) external _SGBMV
00007ff8035633cf (__TEXT,__text) external _SGBMV_
00007ff8035613b9 (__TEXT,__text) external _SGEMM
00007ff8035613b9 (__TEXT,__text) external _SGEMM_
00007ff803563329 (__TEXT,__text) external _SGEMV
00007ff803563329 (__TEXT,__text) external _SGEMV_
00007ff803563c51 (__TEXT,__text) external _SGER
00007ff803563c51 (__TEXT,__text) external _SGER_
00007ff80356650a (__TEXT,__text) external _SNRM2
00007ff80356650a (__TEXT,__text) external _SNRM2_
00007ff80356651d (__TEXT,__text) external _SROT
00007ff80356653e (__TEXT,__text) external _SROTG
00007ff80356653e (__TEXT,__text) external _SROTG_
00007ff80356654b (__TEXT,__text) external _SROTM
00007ff80356655f (__TEXT,__text) external _SROTMG
00007ff80356655f (__TEXT,__text) external _SROTMG_
00007ff80356654b (__TEXT,__text) external _SROTM_
00007ff80356651d (__TEXT,__text) external _SROT_
00007ff803563526 (__TEXT,__text) external _SSBMV
00007ff803563526 (__TEXT,__text) external _SSBMV_
00007ff803566573 (__TEXT,__text) external _SSCAL
00007ff803566573 (__TEXT,__text) external _SSCAL_
00007ff8035635bb (__TEXT,__text) external _SSPMV
00007ff8035635bb (__TEXT,__text) external _SSPMV_
00007ff803563d87 (__TEXT,__text) external _SSPR
00007ff803563dee (__TEXT,__text) external _SSPR2
00007ff803563dee (__TEXT,__text) external _SSPR2_
00007ff803563d87 (__TEXT,__text) external _SSPR_
00007ff80356658d (__TEXT,__text) external _SSWAP
00007ff80356658d (__TEXT,__text) external _SSWAP_
00007ff8035614c9 (__TEXT,__text) external _SSYMM
00007ff8035614c9 (__TEXT,__text) external _SSYMM_
00007ff80356349c (__TEXT,__text) external _SSYMV
00007ff80356349c (__TEXT,__text) external _SSYMV_
00007ff803563c96 (__TEXT,__text) external _SSYR
00007ff803563d06 (__TEXT,__text) external _SSYR2
00007ff803561918 (__TEXT,__text) external _SSYR2K
00007ff803561918 (__TEXT,__text) external _SSYR2K_
00007ff803563d06 (__TEXT,__text) external _SSYR2_
00007ff80356183b (__TEXT,__text) external _SSYRK
00007ff80356183b (__TEXT,__text) external _SSYRK_
00007ff803563c96 (__TEXT,__text) external _SSYR_
00007ff803563744 (__TEXT,__text) external _STBMV
00007ff803563744 (__TEXT,__text) external _STBMV_
00007ff803563a4f (__TEXT,__text) external _STBSV
00007ff803563a4f (__TEXT,__text) external _STBSV_
00007ff803563850 (__TEXT,__text) external _STPMV
00007ff803563850 (__TEXT,__text) external _STPMV_
00007ff803563b5b (__TEXT,__text) external _STPSV
00007ff803563b5b (__TEXT,__text) external _STPSV_
00007ff80356159f (__TEXT,__text) external _STRMM
00007ff80356159f (__TEXT,__text) external _STRMM_
00007ff80356363b (__TEXT,__text) external _STRMV
00007ff80356363b (__TEXT,__text) external _STRMV_
00007ff8035616ed (__TEXT,__text) external _STRSM
00007ff8035616ed (__TEXT,__text) external _STRSM_
00007ff803563946 (__TEXT,__text) external _STRSV
00007ff803563946 (__TEXT,__text) external _STRSV_
00007ff80372b4cc (__TEXT,__text) external _SetBLASParamErrorProc
00007ff8036fb1f7 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00007ff80370c348 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
00007ff803723f0b (__TEXT,__text) external _XERBLA
00007ff803723f0b (__TEXT,__text) external _XERBLA_
00007ff8035665d8 (__TEXT,__text) external _ZAXPY
00007ff8035665d8 (__TEXT,__text) external _ZAXPY_
00007ff8035665ec (__TEXT,__text) external _ZCOPY
00007ff8035665ec (__TEXT,__text) external _ZCOPY_
00007ff803566600 (__TEXT,__text) external _ZDOTC
00007ff803566600 (__TEXT,__text) external _ZDOTC_
00007ff803566622 (__TEXT,__text) external _ZDOTU
00007ff803566622 (__TEXT,__text) external _ZDOTU_
00007ff803566662 (__TEXT,__text) external _ZDROT
00007ff803566662 (__TEXT,__text) external _ZDROT_
00007ff803566683 (__TEXT,__text) external _ZDSCAL
00007ff803566683 (__TEXT,__text) external _ZDSCAL_
00007ff8035656ae (__TEXT,__text) external _ZGBMV
00007ff8035656ae (__TEXT,__text) external _ZGBMV_
00007ff8035629ba (__TEXT,__text) external _ZGEMM
00007ff8035629ba (__TEXT,__text) external _ZGEMM_
00007ff8035655ec (__TEXT,__text) external _ZGEMV
00007ff8035655ec (__TEXT,__text) external _ZGEMV_
00007ff803565fcb (__TEXT,__text) external _ZGERC
00007ff803565fcb (__TEXT,__text) external _ZGERC_
00007ff803566012 (__TEXT,__text) external _ZGERU
00007ff803566012 (__TEXT,__text) external _ZGERU_
00007ff80356581c (__TEXT,__text) external _ZHBMV
00007ff80356581c (__TEXT,__text) external _ZHBMV_
00007ff803562adf (__TEXT,__text) external _ZHEMM
00007ff803562adf (__TEXT,__text) external _ZHEMM_
00007ff803565789 (__TEXT,__text) external _ZHEMV
00007ff803565789 (__TEXT,__text) external _ZHEMV_
00007ff803566059 (__TEXT,__text) external _ZHER
00007ff8035660c9 (__TEXT,__text) external _ZHER2
00007ff803563124 (__TEXT,__text) external _ZHER2K
00007ff803563124 (__TEXT,__text) external _ZHER2K_
00007ff8035660c9 (__TEXT,__text) external _ZHER2_
00007ff803562f3d (__TEXT,__text) external _ZHERK
00007ff803562f3d (__TEXT,__text) external _ZHERK_
00007ff803566059 (__TEXT,__text) external _ZHER_
00007ff8035658b3 (__TEXT,__text) external _ZHPMV
00007ff8035658b3 (__TEXT,__text) external _ZHPMV_
00007ff803566155 (__TEXT,__text) external _ZHPR
00007ff8035661bc (__TEXT,__text) external _ZHPR2
00007ff8035661bc (__TEXT,__text) external _ZHPR2_
00007ff803566155 (__TEXT,__text) external _ZHPR_
00007ff803566644 (__TEXT,__text) external _ZROTG
00007ff803566644 (__TEXT,__text) external _ZROTG_
00007ff803566651 (__TEXT,__text) external _ZSCAL
00007ff803566651 (__TEXT,__text) external _ZSCAL_
00007ff80356669d (__TEXT,__text) external _ZSWAP
00007ff80356669d (__TEXT,__text) external _ZSWAP_
00007ff803562bb3 (__TEXT,__text) external _ZSYMM
00007ff803562bb3 (__TEXT,__text) external _ZSYMM_
00007ff803563227 (__TEXT,__text) external _ZSYR2K
00007ff803563227 (__TEXT,__text) external _ZSYR2K_
00007ff803563033 (__TEXT,__text) external _ZSYRK
00007ff803563033 (__TEXT,__text) external _ZSYRK_
00007ff803565a52 (__TEXT,__text) external _ZTBMV
00007ff803565a52 (__TEXT,__text) external _ZTBMV_
00007ff803565d9e (__TEXT,__text) external _ZTBSV
00007ff803565d9e (__TEXT,__text) external _ZTBSV_
00007ff803565b73 (__TEXT,__text) external _ZTPMV
00007ff803565b73 (__TEXT,__text) external _ZTPMV_
00007ff803565ebf (__TEXT,__text) external _ZTPSV
00007ff803565ebf (__TEXT,__text) external _ZTPSV_
00007ff803562c87 (__TEXT,__text) external _ZTRMM
00007ff803562c87 (__TEXT,__text) external _ZTRMM_
00007ff803565933 (__TEXT,__text) external _ZTRMV
00007ff803565933 (__TEXT,__text) external _ZTRMV_
00007ff803562de2 (__TEXT,__text) external _ZTRSM
00007ff803562de2 (__TEXT,__text) external _ZTRSM_
00007ff803565c7f (__TEXT,__text) external _ZTRSV
00007ff803565c7f (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff80371dd10 (__TEXT,__text) external _appleblas_dgeadd
00007ff8036eb280 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff8036fc910 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff8037201ef (__TEXT,__text) external _appleblas_sgeadd
00007ff8036eb5c8 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff8036fcc4f (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff80370cb50 (__TEXT,__text) external _catlas_caxpby
00007ff80357b56e (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff8036d4821 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff8037198ef (__TEXT,__text) external _catlas_cset
00007ff8036a2455 (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff8036e7379 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff803713e2e (__TEXT,__text) external _catlas_daxpby
00007ff803642d3d (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff8036df45e (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff803713f4e (__TEXT,__text) external _catlas_dset
00007ff803642e91 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff8036df590 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff80370dd5a (__TEXT,__text) external _catlas_saxpby
00007ff803586c50 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff8036d5a09 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff80370deae (__TEXT,__text) external _catlas_sset
00007ff803586da4 (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff8036d5b3b (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff803715751 (__TEXT,__text) external _catlas_zaxpby
00007ff803650df7 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff8036e2c6b (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff80370fc2b (__TEXT,__text) external _catlas_zset
00007ff8035c9210 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff8036da994 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff8036867cc (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff8036e5e6d (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff80356623c (__TEXT,__text) external _caxpy
00007ff80368675e (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff8036e5df5 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff80356623c (__TEXT,__text) external _caxpy_
00007ff8037153da (__TEXT,__text) external _cblas_caxpy
00007ff803650a80 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff8036e28f9 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff80370e630 (__TEXT,__text) external _cblas_ccopy
00007ff8035983ea (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff8036d6287 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff8037103ed (__TEXT,__text) external _cblas_cdotc_sub
00007ff8035d63e2 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff8036db1ae (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff803710abe (__TEXT,__text) external _cblas_cdotu_sub
00007ff8035f681f (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff8036db867 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff80371bf2d (__TEXT,__text) external _cblas_cgbmv
00007ff8036e9d06 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff8036fb337 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff803711358 (__TEXT,__text) external _cblas_cgemm
00007ff8036132b4 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff8036dc13b (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff80371cf30 (__TEXT,__text) external _cblas_cgemv
00007ff8036ea4a0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff8036fbaf0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff803717c3a (__TEXT,__text) external _cblas_cgerc
00007ff80368123b (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff8036e5148 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff80371281d (__TEXT,__text) external _cblas_cgeru
00007ff803628070 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff8036dd692 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff803721146 (__TEXT,__text) external _cblas_chbmv
00007ff8036ec474 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff8036fdaf3 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff803715afb (__TEXT,__text) external _cblas_chemm
00007ff8036542fd (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff8036e2ff2 (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff80372155d (__TEXT,__text) external _cblas_chemv
00007ff8036ecc08 (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff8036fe292 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff803716bd0 (__TEXT,__text) external _cblas_cher
00007ff8036787ef (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff8036e40e0 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff803721dc7 (__TEXT,__text) external _cblas_cher2
00007ff8036ed974 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff8036ff093 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff8037195b2 (__TEXT,__text) external _cblas_cher2k
00007ff8036a2118 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff8036e702a (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff803712f87 (__TEXT,__text) external _cblas_cherk
00007ff803637d3b (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff8036de5b9 (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff803722737 (__TEXT,__text) external _cblas_chpmv
00007ff8036ee2e4 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff8036ffa17 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff8037231ff (__TEXT,__text) external _cblas_chpr
00007ff8036ef2c0 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff80370050e (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff803722927 (__TEXT,__text) external _cblas_chpr2
00007ff8036ee9e8 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff8036ffc17 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff8037256ec (__TEXT,__text) external _cblas_crotg
00007ff8036f32a3 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff803704657 (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff8037176b3 (__TEXT,__text) external _cblas_cscal
00007ff80367fb94 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff8036e4b9a (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff803716979 (__TEXT,__text) external _cblas_csrot
00007ff80366b3ea (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff8036e3e89 (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff80370fb7b (__TEXT,__text) external _cblas_csscal
00007ff8035c8480 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff8036da8e0 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff80371073a (__TEXT,__text) external _cblas_cswap
00007ff8035d77ef (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff8036db4eb (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff803714b40 (__TEXT,__text) external _cblas_csymm
00007ff80364adfa (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff8036e2059 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff803714587 (__TEXT,__text) external _cblas_csyr2k
00007ff803648f90 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00007ff8036e1a8e (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00007ff80370e8c4 (__TEXT,__text) external _cblas_csyrk
00007ff8035a44a3 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00007ff8036d6514 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff803723333 (__TEXT,__text) external _cblas_ctbmv
00007ff8036ef68c (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff8037008de (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff80372357a (__TEXT,__text) external _cblas_ctbsv
00007ff8036eff84 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00007ff803701217 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff8037237c1 (__TEXT,__text) external _cblas_ctpmv
00007ff8036f09e7 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff803701cbb (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff8037239c6 (__TEXT,__text) external _cblas_ctpsv
00007ff8036f1194 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff80370245d (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff80371b75c (__TEXT,__text) external _cblas_ctrmm
00007ff8036ca135 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
00007ff8036e9529 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK$ILP64
