0000000000003914 (__TEXT,__text) external _OSAtomicAdd32
0000000000006610 (__TEXT,__const) non-external (was a private external) ___platformVersionNumber
00000000000065d8 (__TEXT,__const) non-external (was a private external) ___platformVersionString
00000000000029e4 (__TEXT,__text) external ___platform_sigaction
                 (undefined) external ___sendto (from libsystem_kernel)
                 (undefined) external ___sigaction (from libsystem_kernel)
                 (undefined) external ___sigaltstack (from libsystem_kernel)
                 (undefined) external ___sigreturn (from libsystem_kernel)
0000000000003c98 (__TEXT,__text) non-external ___simple_bprintf
                 (undefined) external ___ulock_wait (from libsystem_kernel)
                 (undefined) external ___ulock_wait2 (from libsystem_kernel)
                 (undefined) external ___ulock_wake (from libsystem_kernel)
0000000000005e48 (__TEXT,__text) external __ctx_done
000000000000607c (__TEXT,__text) non-external (was a private external) __ctx_start
0000000000004eec (__TEXT,__text) non-external __enlarge
0000000000006140 (__TEXT,__text) non-external __enlarge.cold.1
                 (undefined) external __exit (from libsystem_kernel)
0000000000004e48 (__TEXT,__text) non-external __flush
0000000000004e20 (__TEXT,__text) non-external __flush_reset
000000000000676e (__TEXT,__cstring) non-external __h
00000000000018b8 (__TEXT,__text) external __longjmp
0000000000000e20 (__TEXT,__text) non-external __os_alloc
000000000000634c (__TEXT,__text) non-external __os_alloc.cold.1
0000000000010008 (__DATA_DIRTY,__common) non-external (was a private external) __os_alloc_heap
0000000000000de0 (__TEXT,__text) external __os_alloc_once
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
00000000000031fc (__TEXT,__text) non-external __os_alloc_slow
0000000000006168 (__TEXT,__text) non-external (was a private external) __os_lock_corruption_abort
0000000000003804 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_lock
0000000000003840 (__TEXT,__text) non-external __os_lock_handoff_lock_slow
0000000000003b4c (__TEXT,__text) non-external (was a private external) __os_lock_handoff_trylock
0000000000003834 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_unlock
0000000000005864 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_lock
0000000000005888 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_trylock
00000000000058a8 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_unlock
00000000000062b4 (__TEXT,__text) non-external __os_lock_recursive_abort
000000000000394c (__TEXT,__text) non-external (was a private external) __os_lock_spin_lock
0000000000005660 (__TEXT,__text) non-external (was a private external) __os_lock_spin_trylock
000000000000396c (__TEXT,__text) non-external (was a private external) __os_lock_spin_unlock
0000000000006668 (__TEXT,__const) non-external __os_lock_type_base
00000000000081b8 (__DATA_CONST,__const) external __os_lock_type_eliding
00000000000081d8 (__DATA_CONST,__const) external __os_lock_type_handoff
0000000000008218 (__DATA_CONST,__const) external __os_lock_type_nospin
00000000000081b8 (__DATA_CONST,__const) external __os_lock_type_spin
00000000000081b8 (__DATA_CONST,__const) external __os_lock_type_transactional
00000000000081f8 (__DATA_CONST,__const) external __os_lock_type_unfair
0000000000003920 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
0000000000005824 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
0000000000005844 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
0000000000004910 (__TEXT,__text) external __os_log_simple
0000000000004afc (__TEXT,__text) external __os_log_simple_parse
0000000000004acc (__TEXT,__text) external __os_log_simple_parse_identifiers
0000000000004a64 (__TEXT,__text) external __os_log_simple_parse_message
0000000000004a28 (__TEXT,__text) external __os_log_simple_parse_subsystem
0000000000004a94 (__TEXT,__text) external __os_log_simple_parse_timestamp
00000000000049f0 (__TEXT,__text) external __os_log_simple_parse_type
0000000000004c30 (__TEXT,__text) external __os_log_simple_reinit_4launchd
0000000000006118 (__TEXT,__text) non-external __os_log_simple_reinit_4launchd.cold.1
000000000000479c (__TEXT,__text) external __os_log_simple_send
00000000000049c8 (__TEXT,__text) external __os_log_simple_shim
0000000000001798 (__TEXT,__text) external __os_nospin_lock_lock
0000000000002c70 (__TEXT,__text) non-external __os_nospin_lock_lock_slow
00000000000017d4 (__TEXT,__text) external __os_nospin_lock_trylock
00000000000017b8 (__TEXT,__text) external __os_nospin_lock_unlock
0000000000002d68 (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
0000000000000c80 (__TEXT,__text) external __os_once
0000000000000ce0 (__TEXT,__text) non-external __os_once_callout
0000000000002bc8 (__TEXT,__text) non-external __os_once_gate_broadcast
000000000000628c (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
000000000000623c (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000000006264 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
0000000000002a4c (__TEXT,__text) non-external __os_once_gate_wait
000000000000296c (__TEXT,__text) external __os_semaphore_create
0000000000006374 (__TEXT,__text) non-external __os_semaphore_create.cold.1
000000000000639c (__TEXT,__text) non-external __os_semaphore_create.cold.2
00000000000029b8 (__TEXT,__text) external __os_semaphore_dispose
00000000000063c4 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
00000000000039e0 (__TEXT,__text) external __os_semaphore_signal
00000000000063ec (__TEXT,__text) non-external __os_semaphore_signal.cold.1
00000000000039fc (__TEXT,__text) external __os_semaphore_wait
0000000000006414 (__TEXT,__text) non-external __os_semaphore_wait.cold.1
00000000000061e0 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
0000000000001458 (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000000006190 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
00000000000056a0 (__TEXT,__text) non-external __os_unfair_lock_trylock_with_options_slow
00000000000015d4 (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
00000000000061b8 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
                 (undefined) external __os_xbs_chrooted (from libsystem_kernel)
0000000000002ff0 (__TEXT,__text) external __platform_bzero
0000000000005c7c (__TEXT,__text) external __platform_memccpy
0000000000000f20 (__TEXT,__text) external __platform_memchr
0000000000001030 (__TEXT,__text) external __platform_memcmp
0000000000005d00 (__TEXT,__text) external __platform_memcmp_zero_aligned8
0000000000003340 (__TEXT,__text) external __platform_memmove
0000000000003060 (__TEXT,__text) external __platform_memset
0000000000001260 (__TEXT,__text) external __platform_memset_pattern16
0000000000001220 (__TEXT,__text) external __platform_memset_pattern4
0000000000001240 (__TEXT,__text) external __platform_memset_pattern8
0000000000003700 (__TEXT,__text) external __platform_strchr
0000000000000910 (__TEXT,__text) external __platform_strcmp
0000000000000ec4 (__TEXT,__text) external __platform_strcpy
0000000000008130 (__DATA_CONST,__const) non-external __platform_string_functions
00000000000019a0 (__TEXT,__text) external __platform_strlcat
00000000000011a8 (__TEXT,__text) external __platform_strlcpy
0000000000000c20 (__TEXT,__text) external __platform_strlen
0000000000000a50 (__TEXT,__text) external __platform_strncmp
0000000000001700 (__TEXT,__text) external __platform_strncpy
0000000000000b80 (__TEXT,__text) external __platform_strnlen
000000000000167c (__TEXT,__text) external __platform_strstr
0000000000006028 (__TEXT,__text) non-external (was a private external) __setcontext
000000000000186c (__TEXT,__text) external __setjmp
00000000000037ac (__TEXT,__text) non-external (was a private external) __sigtramp
0000000000003c48 (__TEXT,__text) non-external (was a private external) __sigunaltstack
0000000000004c9c (__TEXT,__text) non-external __simple_asl_connect
00000000000026ec (__TEXT,__text) non-external __simple_asl_connect_once
00000000000023e8 (__TEXT,__text) non-external __simple_asl_escape_key
000000000000245c (__TEXT,__text) non-external __simple_asl_escape_val
0000000000004d48 (__TEXT,__text) external __simple_asl_get_fd
0000000000003160 (__TEXT,__text) non-external (was a private external) __simple_asl_init
0000000000003328 (__TEXT,__text) non-external __simple_asl_init_context
00000000000021c0 (__TEXT,__text) external __simple_asl_log
0000000000002228 (__TEXT,__text) external __simple_asl_log_prog
0000000000002254 (__TEXT,__text) external __simple_asl_msg_new
000000000000229c (__TEXT,__text) external __simple_asl_msg_set
0000000000002550 (__TEXT,__text) external __simple_asl_send
0000000000004ec4 (__TEXT,__text) external __simple_dprintf
00000000000044f0 (__TEXT,__text) external __simple_esappend
00000000000023bc (__TEXT,__text) external __simple_esprintf
0000000000002f44 (__TEXT,__text) external __simple_getenv
0000000000005028 (__TEXT,__text) external __simple_put
0000000000005030 (__TEXT,__text) external __simple_putline
0000000000001a38 (__TEXT,__text) external __simple_salloc
00000000000024bc (__TEXT,__text) external __simple_sappend
0000000000001e44 (__TEXT,__text) external __simple_sfree
0000000000001ad8 (__TEXT,__text) external __simple_sprintf
0000000000002520 (__TEXT,__text) external __simple_sresize
0000000000001e34 (__TEXT,__text) external __simple_string
0000000000004dcc (__TEXT,__text) external __simple_vdprintf
0000000000003c80 (__TEXT,__text) external __simple_vesprintf
0000000000001ab4 (__TEXT,__text) external __simple_vsprintf
0000000000003778 (__TEXT,__text) external __spin_lock
0000000000005648 (__TEXT,__text) external __spin_lock_try
0000000000003794 (__TEXT,__text) external __spin_unlock
                 (undefined) external _close (from libsystem_kernel)
0000000000010000 (__DATA_DIRTY,__common) non-external (was a private external) _commpage_pfz_base
                 (undefined) external _connect (from libsystem_kernel)
0000000000005558 (__TEXT,__text) non-external _cpus_that_need_dsb_for_ic_ivau
0000000000001ec4 (__TEXT,__text) non-external _dec
                 (undefined) external _fcntl (from libsystem_kernel)
0000000000000d90 (__TEXT,__text) external _ffs
0000000000000da8 (__TEXT,__text) external _ffsl
0000000000000da8 (__TEXT,__text) external _ffsll
0000000000000dc0 (__TEXT,__text) external _fls
0000000000000dd0 (__TEXT,__text) external _flsl
0000000000000dd0 (__TEXT,__text) external _flsll
000000000000c000 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000000000060ac (__TEXT,__text) external _getcontext
                 (undefined) external _getgid (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getrlimit (from libsystem_kernel)
                 (undefined) external _getuid (from libsystem_kernel)
0000000000001b0c (__TEXT,__text) non-external _hex
0000000000001964 (__TEXT,__text) external _longjmp
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
0000000000005e6c (__TEXT,__text) external _makecontext
0000000000005c78 (__TEXT,__text) non-external (was a private external) _memset
0000000000005074 (__TEXT,__text) non-external _oct
00000000000037f8 (__TEXT,__text) external _os_lock_lock
0000000000003b40 (__TEXT,__text) external _os_lock_trylock
0000000000003828 (__TEXT,__text) external _os_lock_unlock
000000000000465c (__TEXT,__text) external _os_log_simple_now
0000000000004660 (__TEXT,__text) external _os_log_simple_type_from_asl
0000000000006618 (__TEXT,__const) non-external _os_log_simple_type_from_asl._level2ostype
0000000000005a74 (__TEXT,__text) external _os_sync_wait_on_address
00000000000058e4 (__TEXT,__text) external _os_sync_wait_on_address_with_deadline
00000000000059d8 (__TEXT,__text) external _os_sync_wait_on_address_with_timeout
0000000000005b84 (__TEXT,__text) external _os_sync_wake_by_address_all
0000000000005b00 (__TEXT,__text) external _os_sync_wake_by_address_any
00000000000013e0 (__TEXT,__text) external _os_unfair_lock_assert_not_owner
0000000000006304 (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000000000d64 (__TEXT,__text) external _os_unfair_lock_assert_owner
00000000000062dc (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
0000000000000d3c (__TEXT,__text) external _os_unfair_lock_lock
0000000000005794 (__TEXT,__text) external _os_unfair_lock_lock_no_tsd
0000000000000880 (__TEXT,__text) external _os_unfair_lock_lock_with_options
000000000000177c (__TEXT,__text) external _os_unfair_lock_trylock
000000000000567c (__TEXT,__text) external _os_unfair_lock_trylock_with_options
00000000000008a4 (__TEXT,__text) external _os_unfair_lock_unlock
00000000000057b4 (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd
00000000000008c0 (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
00000000000057c8 (__TEXT,__text) external _os_unfair_recursive_lock_owned
0000000000002928 (__TEXT,__text) external _os_unfair_recursive_lock_trylock
00000000000017f0 (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
00000000000009e8 (__TEXT,__text) external _os_unfair_recursive_lock_unlock
00000000000057e4 (__TEXT,__text) external _os_unfair_recursive_lock_unlock_forked_child
000000000000632c (__TEXT,__text) non-external _os_unfair_recursive_lock_unlock_forked_child.cold.1
0000000000005f3c (__TEXT,__text) non-external (was a private external) _populate_signal_stack_context
                 (undefined) external _proc_pidinfo (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
0000000000005fd4 (__TEXT,__text) external _setcontext
0000000000001918 (__TEXT,__text) external _setjmp
0000000000001958 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
000000000000190c (__TEXT,__text) external _sigsetjmp
                 (undefined) external _socket (from libsystem_kernel)
0000000000003778 (__TEXT,__text) external _spin_lock
0000000000005648 (__TEXT,__text) external _spin_lock_try
0000000000003794 (__TEXT,__text) external _spin_unlock
0000000000005db8 (__TEXT,__text) external _swapcontext
000000000000547c (__TEXT,__text) external _sys_cache_control
0000000000005578 (__TEXT,__text) external _sys_dcache_flush
00000000000054c4 (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _thread_switch (from libsystem_kernel)
000000000000274c (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
000000000000522c (__TEXT,__text) non-external _ydec
