00007ffd18d95719 (__TEXT,__text) non-external +[NSDateFormatter(StocksUI) su_localizedYearFormat]
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTextAttachment (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSToolbarItem (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSURL (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSURLSession (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NUANFLinkedContentProvider (from NewsUI)
                 (undefined) external _OBJC_CLASS_$_NUAnimationQueue (from NewsUI)
                 (undefined) external _OBJC_CLASS_$_NUArticleHostViewControllerProvider (from NewsUI)
                 (undefined) external _OBJC_CLASS_$_NUErrorMessage (from NewsUI)
                 (undefined) external _OBJC_CLASS_$_NULinkedContentManagerFactory (from NewsUI)
                 (undefined) external _OBJC_CLASS_$_NUTitleViewStyler (from NewsUI)
                 (undefined) external _OBJC_CLASS_$_OBPrivacyLinkController (from OnBoardingKit)
                 (undefined) external _OBJC_CLASS_$_OBPrivacyPresenter (from OnBoardingKit)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_SCICUNumberFormatter (from StocksCore)
                 (undefined) external _OBJC_CLASS_$_SCWebHeadline (from StocksCore)
                 (undefined) external _OBJC_CLASS_$_SKStoreReviewController (from StoreKit)
                 (undefined) external _OBJC_CLASS_$_SNTestFailure (from TeaSnappy)
                 (undefined) external _OBJC_CLASS_$_SNTestStore (from TeaSnappy)
                 (undefined) external _OBJC_CLASS_$_SNTestSuite (from TeaSnappy)
00007ffd440e6a38 (__DATA,__objc_data) external _OBJC_CLASS_$_SUAdParameters
00007ffd440e7120 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$_SUImages
00007ffd440e69e8 (__DATA,__objc_data) external _OBJC_CLASS_$_SULaunchPad
                 (undefined) external _OBJC_CLASS_$_SXActionActivityGroup (from Silex)
                 (undefined) external _OBJC_CLASS_$_SXAddition (from Silex)
                 (undefined) external _OBJC_CLASS_$_SXBlockActionActivity (from Silex)
                 (undefined) external _OBJC_CLASS_$_SXLinkAddition (from Silex)
                 (undefined) external _OBJC_CLASS_$_SXPasteboardActionActivity (from Silex)
                 (undefined) external _OBJC_CLASS_$_SXScrollPosition (from Silex)
                 (undefined) external _OBJC_CLASS_$_SXVideoMediaIdentifierGenerator (from Silex)
                 (undefined) external _OBJC_CLASS_$_TSTableView (from TeaUI)
                 (undefined) external _OBJC_CLASS_$_TUNonAnimatingLayer (from TeaUI)
                 (undefined) external _OBJC_CLASS_$_TUPageViewController (from TeaUI)
                 (undefined) external _OBJC_CLASS_$_TUViewController (from TeaUI)
                 (undefined) external _OBJC_CLASS_$_UIAccessibilityCustomAction (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIAccessibilityElement (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIAction (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIActivity (from ShareSheet)
                 (undefined) external _OBJC_CLASS_$_UIActivityIndicatorView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIActivityItemsConfiguration (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIActivityViewController (from ShareSheet)
                 (undefined) external _OBJC_CLASS_$_UIAlertAction (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIAlertController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIApplication (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIBarButtonItem (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIBezierPath (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIBlurEffect (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIButton (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UICollectionReusableView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UICollectionView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UICollectionViewCell (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UICollectionViewLayoutAttributes (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIColor (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIControl (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIDeferredMenuElement (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIDevice (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIFont (from AppKit)
                 (undefined) external _OBJC_CLASS_$_UIFontMetrics (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIGraphicsImageRenderer (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIImage (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIImageSymbolConfiguration (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIImageView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIKeyCommand (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UILabel (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UILargeContentViewerInteraction (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIMenu (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIMenuController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIMenuElement (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIMenuSystem (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UINavigationController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIPasteboard (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIScene (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIScreen (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIScrollTestParameters (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIScrollView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISearchBar (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISearchController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISegmentedControl (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISheetPresentationController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISheetPresentationControllerDetent (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISplitViewController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIStackView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UISwitch (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UITableView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UITextField (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UITextView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UITouch (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UITraitCollection (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIViewController (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIViewPropertyAnimator (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIVisualEffect (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIVisualEffectView (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIWindow (from UIKitCore)
                 (undefined) external _OBJC_CLASS_$_UIWindowScene (from UIKitCore)
00007ffd440e8ee8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI10ReaderView
00007ffd440ecdc0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI10TickerView
00007ffd440e8fb0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI11PlacardView
00007ffd440ea0e0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI11WelcomeView
00007ffd440eb328 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI12MastheadView
00007ffd440e9878 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI12TickerRouter
00007ffd440ed718 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI13DebugAssembly
00007ffd440e8340 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI13EmptyListView
00007ffd440ed668 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI13MainTestSuite
00007ffd440eb4e8 (__DATA,__objc_data) external _OBJC_CLASS_$__TtC8StocksUI13WelcomeModule
00007ffd440ec060 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI14StockTitleView
00007ffd440e7aa8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI15AdIgnorableView
00007ffd440ed220 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI15ForYouTitleView
00007ffd440ead50 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI15QuoteDetailView
00007ffd440ea378 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI15TickerTestSuite
00007ffd440ec590 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI16QuoteSummaryView
00007ffd440e7ea8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI17AttributionButton
00007ffd440e93d8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI17BrandingTitleView
00007ffd440e6bb8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI17SectionHeaderView
00007ffd440ebb10 (__DATA,__objc_data) external _OBJC_CLASS_$__TtC8StocksUI17StockSearchModule
00007ffd440e6dd0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI17WatchlistCellView
00007ffd440ecca8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18IconTextAttachment
00007ffd440e8230 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18StockFeedPriceView
00007ffd440ece90 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18StockFeedTestSuite
00007ffd440e6cc8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18StockListTestSuite
00007ffd440e7d28 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18StockSparklineView
00007ffd440eba60 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18TapDimmingTextView
00007ffd440e7470 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18TextAndImageButton
00007ffd440ed340 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI18TextFieldValidator
00007ffd440e92c8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19CreateWatchlistView
00007ffd440e9b68 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19DateRangePickerView
00007ffd440e78e8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19ForYouFeedTestSuite
00007ffd440ec6f8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19ForYouFeedTitleView
00007ffd440eaf80 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19LinkedStockProvider
00007ffd440e99f0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19NetworkReachability
00007ffd440eb3e8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI19StockSearchCellView
00007ffd440eb9a8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI20TickerCollectionView
00007ffd440ecfa8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI20TickerScrollTestCase
00007ffd440ec468 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI20TickerViewController
00007ffd440eb5b0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI21ActionPreviewActivity
00007ffd440ebd10 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI21ForYouFeedDataManager
00007ffd440e8c40 (__DATA,__objc_data) external _OBJC_CLASS_$__TtC8StocksUI21StockChartCalloutView
00007ffd440eb1b0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI21StockFeedEarningsView
00007ffd440e8410 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI21StockFeedMastheadView
00007ffd440ecbb0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI21WelcomeViewController
00007ffd44102030 (__DATA,__data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI22ForYouFeedMastheadView
00007ffd440e9180 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI22LinkActionURLQualifier
00007ffd440ebf88 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI22StockSectionFooterView
00007ffd440ed558 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23AppReviewRequestManager
00007ffd440e85c8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23BilingualFeedPromptView
00007ffd440ecad8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23EmptyListViewController
00007ffd440f9fe8 (__DATA,__data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23MainSplitViewController
00007ffd440e8e20 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23QuoteDetailViewRenderer
00007ffd440e96c8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockFeedMemoryTestCase
00007ffd440ebc30 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockFeedRotateTestCase
00007ffd440ea5c8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockFeedScrollTestCase
00007ffd440e88a8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockFeedViewController
00007ffd440e8a28 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockListRotateTestCase
00007ffd440ed0e8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockListScrollTestCase
00007ffd440eb050 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI23StockListViewController
00007ffd440e7f60 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24ForYouFeedMemoryTestCase
00007ffd440e9540 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24ForYouFeedRotateTestCase
00007ffd440e7390 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24ForYouFeedScrollTestCase
00007ffd440ec130 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24ForYouFeedViewController
00007ffd440e9070 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24HiddenCardViewController
00007ffd440e9490 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24NowPlayingBackgroundView
00007ffd440ec268 (__DATA,__objc_data) external _OBJC_CLASS_$__TtC8StocksUI24StockChartViewController
00007ffd440e71d0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24StockFeedMemoryTestSuite
00007ffd440ed7c8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24StockFeedViewOverlayView
00007ffd440e9d08 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24TextFieldAlertController
00007ffd440e8d50 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI24WebViewControllerFactory
00007ffd440eaed0 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI25ForYouFeedMemoryTestSuite
00007ffd440e8120 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI25StockSearchViewController
00007ffd440ed468 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI26LinkActionActivityProvider
00007ffd440e9ec8 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI26LinkedStockProviderFactory
00007ffd440e7538 (__DATA,__objc_data) external _OBJC_CLASS_$__TtC8StocksUI26StockChartRangeCalloutView
00007ffd440e7998 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI26StockListSectionHeaderView
00007ffd440eac88 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI28StockChartCalloutHandleLayer
00007ffd440e7748 (__DATA,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC8StocksUI28StockSearchSectionHeaderView
