00007ffb02e955c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb02e8b64b (__TEXT,__text) external _glColor3d
00007ffb02e8b665 (__TEXT,__text) external _glColor3dv
00007ffb02e8b682 (__TEXT,__text) external _glColor3f
00007ffb02e8b69c (__TEXT,__text) external _glColor3fv
00007ffb02e8b6b9 (__TEXT,__text) external _glColor3i
00007ffb02e8b6d9 (__TEXT,__text) external _glColor3iv
00007ffb02e8b6f6 (__TEXT,__text) external _glColor3s
00007ffb02e8b716 (__TEXT,__text) external _glColor3sv
00007ffb02e8b733 (__TEXT,__text) external _glColor3ub
00007ffb02e8b753 (__TEXT,__text) external _glColor3ubv
00007ffb02e8b770 (__TEXT,__text) external _glColor3ui
00007ffb02e8b790 (__TEXT,__text) external _glColor3uiv
00007ffb02e8b7ad (__TEXT,__text) external _glColor3us
00007ffb02e8b7cd (__TEXT,__text) external _glColor3usv
00007ffb02e8b7ea (__TEXT,__text) external _glColor4b
00007ffb02e8b80d (__TEXT,__text) external _glColor4bv
00007ffb02e8b82a (__TEXT,__text) external _glColor4d
00007ffb02e8b844 (__TEXT,__text) external _glColor4dv
00007ffb02e8b861 (__TEXT,__text) external _glColor4f
00007ffb02e8b87b (__TEXT,__text) external _glColor4fv
00007ffb02e8b898 (__TEXT,__text) external _glColor4i
00007ffb02e8b8bb (__TEXT,__text) external _glColor4iv
00007ffb02e8b8d8 (__TEXT,__text) external _glColor4s
00007ffb02e8b8fb (__TEXT,__text) external _glColor4sv
00007ffb02e8b918 (__TEXT,__text) external _glColor4ub
00007ffb02e8b93b (__TEXT,__text) external _glColor4ubv
00007ffb02e8b958 (__TEXT,__text) external _glColor4ui
00007ffb02e8b97b (__TEXT,__text) external _glColor4uiv
00007ffb02e8b998 (__TEXT,__text) external _glColor4us
00007ffb02e8b9bb (__TEXT,__text) external _glColor4usv
00007ffb02e8b9d8 (__TEXT,__text) external _glColorMask
00007ffb02e94d53 (__TEXT,__text) external _glColorMaskIndexedEXT
00007ffb02e900c9 (__TEXT,__text) external _glColorMaski
00007ffb02e8b9fb (__TEXT,__text) external _glColorMaterial
00007ffb02e8ba19 (__TEXT,__text) external _glColorPointer
00007ffb02e8deba (__TEXT,__text) external _glColorSubTable
00007ffb02e93f16 (__TEXT,__text) external _glColorSubTableEXT
00007ffb02e8ddb3 (__TEXT,__text) external _glColorTable
00007ffb02e93ee2 (__TEXT,__text) external _glColorTableEXT
00007ffb02e8dde7 (__TEXT,__text) external _glColorTableParameterfv
00007ffb02e8de09 (__TEXT,__text) external _glColorTableParameteriv
00007ffb02e95558 (__TEXT,__text) external _glCombinerInputNV
00007ffb02e9555e (__TEXT,__text) external _glCombinerOutputNV
00007ffb02e95546 (__TEXT,__text) external _glCombinerParameterfNV
00007ffb02e95540 (__TEXT,__text) external _glCombinerParameterfvNV
00007ffb02e95552 (__TEXT,__text) external _glCombinerParameteriNV
00007ffb02e9554c (__TEXT,__text) external _glCombinerParameterivNV
00007ffb02e9558e (__TEXT,__text) external _glCombinerStageParameterfvNV
00007ffb02e8f65d (__TEXT,__text) external _glCompileShader
00007ffb02e936ce (__TEXT,__text) external _glCompileShaderARB
00007ffb02e93d40 (__TEXT,__text) external _glCompileShaderIncludeARB
00007ffb02e8e78b (__TEXT,__text) external _glCompressedTexImage1D
00007ffb02e9309b (__TEXT,__text) external _glCompressedTexImage1DARB
00007ffb02e8e751 (__TEXT,__text) external _glCompressedTexImage2D
00007ffb02e93061 (__TEXT,__text) external _glCompressedTexImage2DARB
00007ffb02e8e713 (__TEXT,__text) external _glCompressedTexImage3D
00007ffb02e93023 (__TEXT,__text) external _glCompressedTexImage3DARB
00007ffb02e8e84a (__TEXT,__text) external _glCompressedTexSubImage1D
00007ffb02e9315a (__TEXT,__text) external _glCompressedTexSubImage1DARB
00007ffb02e8e80c (__TEXT,__text) external _glCompressedTexSubImage2D
00007ffb02e9311c (__TEXT,__text) external _glCompressedTexSubImage2DARB
00007ffb02e8e7bb (__TEXT,__text) external _glCompressedTexSubImage3D
00007ffb02e930cb (__TEXT,__text) external _glCompressedTexSubImage3DARB
00007ffb02e8df15 (__TEXT,__text) external _glConvolutionFilter1D
00007ffb02e8df49 (__TEXT,__text) external _glConvolutionFilter2D
00007ffb02e8df79 (__TEXT,__text) external _glConvolutionParameterf
00007ffb02e8df97 (__TEXT,__text) external _glConvolutionParameterfv
00007ffb02e8dfb9 (__TEXT,__text) external _glConvolutionParameteri
00007ffb02e8dfda (__TEXT,__text) external _glConvolutionParameteriv
00007ffb02e90846 (__TEXT,__text) external _glCopyBufferSubData
00007ffb02e8deee (__TEXT,__text) external _glCopyColorSubTable
00007ffb02e8de2b (__TEXT,__text) external _glCopyColorTable
00007ffb02e8dffc (__TEXT,__text) external _glCopyConvolutionFilter1D
00007ffb02e8e023 (__TEXT,__text) external _glCopyConvolutionFilter2D
00007ffb02e8ba3c (__TEXT,__text) external _glCopyPixels
00007ffb02e8ba62 (__TEXT,__text) external _glCopyTexImage1D
00007ffb02e8ba95 (__TEXT,__text) external _glCopyTexImage2D
00007ffb02e8bad4 (__TEXT,__text) external _glCopyTexSubImage1D
00007ffb02e8bb08 (__TEXT,__text) external _glCopyTexSubImage2D
00007ffb02e8dd70 (__TEXT,__text) external _glCopyTexSubImage3D
00007ffb02e8f67c (__TEXT,__text) external _glCreateProgram
00007ffb02e936eb (__TEXT,__text) external _glCreateProgramObjectARB
00007ffb02e8f619 (__TEXT,__text) external _glCreateShader
00007ffb02e9368c (__TEXT,__text) external _glCreateShaderObjectARB
00007ffb02e917b8 (__TEXT,__text) external _glCreateShaderProgramv
00007ffb02e8bb47 (__TEXT,__text) external _glCullFace
00007ffb02e8ef1e (__TEXT,__text) external _glDeleteBuffers
00007ffb02e934e9 (__TEXT,__text) external _glDeleteBuffersARB
00007ffb02e9503f (__TEXT,__text) external _glDeleteFencesAPPLE
00007ffb02e8fe2a (__TEXT,__text) external _glDeleteFramebuffers
00007ffb02e9443a (__TEXT,__text) external _glDeleteFramebuffersEXT
00007ffb02e8bb63 (__TEXT,__text) external _glDeleteLists
00007ffb02e93d21 (__TEXT,__text) external _glDeleteNamedStringARB
00007ffb02e93633 (__TEXT,__text) external _glDeleteObjectARB
00007ffb02e8f6f6 (__TEXT,__text) external _glDeleteProgram
00007ffb02e917f6 (__TEXT,__text) external _glDeleteProgramPipelines
00007ffb02e9227b (__TEXT,__text) external _glDeleteProgramsARB
00007ffb02e8ee25 (__TEXT,__text) external _glDeleteQueries
00007ffb02e933f0 (__TEXT,__text) external _glDeleteQueriesARB
00007ffb02e8fd6c (__TEXT,__text) external _glDeleteRenderbuffers
00007ffb02e9437c (__TEXT,__text) external _glDeleteRenderbuffersEXT
00007ffb02e90d2b (__TEXT,__text) external _glDeleteSamplers
00007ffb02e8f5d5 (__TEXT,__text) external _glDeleteShader
00007ffb02e90b0f (__TEXT,__text) external _glDeleteSync
00007ffb02e8bb81 (__TEXT,__text) external _glDeleteTextures
00007ffb02e914a8 (__TEXT,__text) external _glDeleteTransformFeedbacks
00007ffb02e9006f (__TEXT,__text) external _glDeleteVertexArrays
00007ffb02e95182 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00007ffb02e93ec8 (__TEXT,__text) external _glDepthBoundsEXT
00007ffb02e8bba0 (__TEXT,__text) external _glDepthFunc
00007ffb02e8bbbc (__TEXT,__text) external _glDepthMask
00007ffb02e8bbd8 (__TEXT,__text) external _glDepthRange
00007ffb02e921db (__TEXT,__text) external _glDepthRangeArrayv
00007ffb02e921fd (__TEXT,__text) external _glDepthRangeIndexed
00007ffb02e916d7 (__TEXT,__text) external _glDepthRangef
00007ffb02e9366c (__TEXT,__text) external _glDetachObjectARB
00007ffb02e8f5f4 (__TEXT,__text) external _glDetachShader
00007ffb02e8bbf2 (__TEXT,__text) external _glDisable
00007ffb02e8bc0e (__TEXT,__text) external _glDisableClientState
00007ffb02e94d98 (__TEXT,__text) external _glDisableIndexedEXT
00007ffb02e94ef2 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00007ffb02e8f531 (__TEXT,__text) external _glDisableVertexAttribArray
00007ffb02e9277f (__TEXT,__text) external _glDisableVertexAttribArrayARB
00007ffb02e90152 (__TEXT,__text) external _glDisablei
00007ffb02e8bc2a (__TEXT,__text) external _glDrawArrays
00007ffb02e91073 (__TEXT,__text) external _glDrawArraysIndirect
00007ffb02e9096d (__TEXT,__text) external _glDrawArraysInstanced
00007ffb02e93c0d (__TEXT,__text) external _glDrawArraysInstancedARB
00007ffb02e8bc4b (__TEXT,__text) external _glDrawBuffer
00007ffb02e8f068 (__TEXT,__text) external _glDrawBuffers
00007ffb02e93bb2 (__TEXT,__text) external _glDrawBuffersARB
00007ffb02e951fb (__TEXT,__text) external _glDrawElementArrayAPPLE
00007ffb02e8bc67 (__TEXT,__text) external _glDrawElements
00007ffb02e909f5 (__TEXT,__text) external _glDrawElementsBaseVertex
00007ffb02e91092 (__TEXT,__text) external _glDrawElementsIndirect
00007ffb02e90991 (__TEXT,__text) external _glDrawElementsInstanced
00007ffb02e93c31 (__TEXT,__text) external _glDrawElementsInstancedARB
00007ffb02e90a4f (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00007ffb02e8bc8b (__TEXT,__text) external _glDrawPixels
00007ffb02e9521c (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00007ffb02e8dca1 (__TEXT,__text) external _glDrawRangeElements
00007ffb02e90a1c (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00007ffb02e94248 (__TEXT,__text) external _glDrawRangeElementsEXT
00007ffb02e91530 (__TEXT,__text) external _glDrawTransformFeedback
00007ffb02e9154e (__TEXT,__text) external _glDrawTransformFeedbackStream
00007ffb02e8bcb2 (__TEXT,__text) external _glEdgeFlag
00007ffb02e8bcce (__TEXT,__text) external _glEdgeFlagPointer
00007ffb02e8bced (__TEXT,__text) external _glEdgeFlagv
00007ffb02e951dc (__TEXT,__text) external _glElementPointerAPPLE
00007ffb02e8bd0a (__TEXT,__text) external _glEnable
00007ffb02e8bd26 (__TEXT,__text) external _glEnableClientState
00007ffb02e94d7a (__TEXT,__text) external _glEnableIndexedEXT
00007ffb02e94ed4 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00007ffb02e8f515 (__TEXT,__text) external _glEnableVertexAttribArray
00007ffb02e92763 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00007ffb02e90134 (__TEXT,__text) external _glEnablei
00007ffb02e8bd42 (__TEXT,__text) external _glEnd
00007ffb02e9029a (__TEXT,__text) external _glEndConditionalRender
00007ffb02e954d5 (__TEXT,__text) external _glEndConditionalRenderNV
00007ffb02e8bd59 (__TEXT,__text) external _glEndList
00007ffb02e8ee7e (__TEXT,__text) external _glEndQuery
00007ffb02e93449 (__TEXT,__text) external _glEndQueryARB
00007ffb02e91590 (__TEXT,__text) external _glEndQueryIndexed
00007ffb02e901aa (__TEXT,__text) external _glEndTransformFeedback
00007ffb02e9470e (__TEXT,__text) external _glEndTransformFeedbackEXT
00007ffb02e8bd70 (__TEXT,__text) external _glEvalCoord1d
00007ffb02e8bd8a (__TEXT,__text) external _glEvalCoord1dv
00007ffb02e8bda7 (__TEXT,__text) external _glEvalCoord1f
00007ffb02e8bdc1 (__TEXT,__text) external _glEvalCoord1fv
00007ffb02e8bdde (__TEXT,__text) external _glEvalCoord2d
00007ffb02e8bdf8 (__TEXT,__text) external _glEvalCoord2dv
00007ffb02e8be15 (__TEXT,__text) external _glEvalCoord2f
00007ffb02e8be2f (__TEXT,__text) external _glEvalCoord2fv
00007ffb02e8be4c (__TEXT,__text) external _glEvalMesh1
00007ffb02e8be6d (__TEXT,__text) external _glEvalMesh2
00007ffb02e8be94 (__TEXT,__text) external _glEvalPoint1
00007ffb02e8beb0 (__TEXT,__text) external _glEvalPoint2
00007ffb02e8bece (__TEXT,__text) external _glFeedbackBuffer
00007ffb02e90ad4 (__TEXT,__text) external _glFenceSync
00007ffb02e95564 (__TEXT,__text) external _glFinalCombinerInputNV
00007ffb02e8bef0 (__TEXT,__text) external _glFinish
00007ffb02e950b2 (__TEXT,__text) external _glFinishFenceAPPLE
00007ffb02e950ec (__TEXT,__text) external _glFinishObjectAPPLE
00007ffb02e952b4 (__TEXT,__text) external _glFinishRenderAPPLE
00007ffb02e8bf07 (__TEXT,__text) external _glFlush
00007ffb02e90030 (__TEXT,__text) external _glFlushMappedBufferRange
00007ffb02e95303 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00007ffb02e9529d (__TEXT,__text) external _glFlushRenderAPPLE
00007ffb02e95129 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00007ffb02e8e926 (__TEXT,__text) external _glFogCoordPointer
00007ffb02e94226 (__TEXT,__text) external _glFogCoordPointerEXT
00007ffb02e8e8ef (__TEXT,__text) external _glFogCoordd
00007ffb02e941ef (__TEXT,__text) external _glFogCoorddEXT
00007ffb02e8e909 (__TEXT,__text) external _glFogCoorddv
00007ffb02e94209 (__TEXT,__text) external _glFogCoorddvEXT
00007ffb02e8e8b8 (__TEXT,__text) external _glFogCoordf
00007ffb02e941b8 (__TEXT,__text) external _glFogCoordfEXT
00007ffb02e8e8d2 (__TEXT,__text) external _glFogCoordfv
00007ffb02e941d2 (__TEXT,__text) external _glFogCoordfvEXT
00007ffb02e8bf1e (__TEXT,__text) external _glFogf
00007ffb02e8bf3a (__TEXT,__text) external _glFogfv
00007ffb02e8bf59 (__TEXT,__text) external _glFogi
00007ffb02e8bf77 (__TEXT,__text) external _glFogiv
00007ffb02e8ff06 (__TEXT,__text) external _glFramebufferRenderbuffer
00007ffb02e94516 (__TEXT,__text) external _glFramebufferRenderbufferEXT
00007ffb02e90ca5 (__TEXT,__text) external _glFramebufferTexture
00007ffb02e8fe84 (__TEXT,__text) external _glFramebufferTexture1D
00007ffb02e94494 (__TEXT,__text) external _glFramebufferTexture1DEXT
00007ffb02e8feab (__TEXT,__text) external _glFramebufferTexture2D
00007ffb02e944bb (__TEXT,__text) external _glFramebufferTexture2DEXT
00007ffb02e8fed2 (__TEXT,__text) external _glFramebufferTexture3D
00007ffb02e944e2 (__TEXT,__text) external _glFramebufferTexture3DEXT
00007ffb02e94614 (__TEXT,__text) external _glFramebufferTextureEXT
00007ffb02e9465f (__TEXT,__text) external _glFramebufferTextureFaceEXT
00007ffb02e8ffe3 (__TEXT,__text) external _glFramebufferTextureLayer
00007ffb02e94638 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00007ffb02e8bf96 (__TEXT,__text) external _glFrontFace
00007ffb02e8bfb2 (__TEXT,__text) external _glFrustum
00007ffb02e8ef3d (__TEXT,__text) external _glGenBuffers
00007ffb02e93508 (__TEXT,__text) external _glGenBuffersARB
00007ffb02e95020 (__TEXT,__text) external _glGenFencesAPPLE
00007ffb02e8fe49 (__TEXT,__text) external _glGenFramebuffers
00007ffb02e94459 (__TEXT,__text) external _glGenFramebuffersEXT
00007ffb02e8bfcc (__TEXT,__text) external _glGenLists
00007ffb02e91815 (__TEXT,__text) external _glGenProgramPipelines
00007ffb02e9229a (__TEXT,__text) external _glGenProgramsARB
00007ffb02e8ee06 (__TEXT,__text) external _glGenQueries
00007ffb02e933d1 (__TEXT,__text) external _glGenQueriesARB
00007ffb02e8fd8b (__TEXT,__text) external _glGenRenderbuffers
00007ffb02e9439b (__TEXT,__text) external _glGenRenderbuffersEXT
00007ffb02e90d0c (__TEXT,__text) external _glGenSamplers
00007ffb02e8bfe8 (__TEXT,__text) external _glGenTextures
00007ffb02e914c7 (__TEXT,__text) external _glGenTransformFeedbacks
00007ffb02e9008e (__TEXT,__text) external _glGenVertexArrays
00007ffb02e951a1 (__TEXT,__text) external _glGenVertexArraysAPPLE
00007ffb02e8ff4e (__TEXT,__text) external _glGenerateMipmap
00007ffb02e9455e (__TEXT,__text) external _glGenerateMipmapEXT
00007ffb02e8fb81 (__TEXT,__text) external _glGetActiveAttrib
00007ffb02e93b61 (__TEXT,__text) external _glGetActiveAttribARB
00007ffb02e913b1 (__TEXT,__text) external _glGetActiveSubroutineName
00007ffb02e9137d (__TEXT,__text) external _glGetActiveSubroutineUniformName
00007ffb02e91356 (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00007ffb02e8fab7 (__TEXT,__text) external _glGetActiveUniform
00007ffb02e93aa1 (__TEXT,__text) external _glGetActiveUniformARB
00007ffb02e90925 (__TEXT,__text) external _glGetActiveUniformBlockName
00007ffb02e90901 (__TEXT,__text) external _glGetActiveUniformBlockiv
00007ffb02e908bb (__TEXT,__text) external _glGetActiveUniformName
00007ffb02e90893 (__TEXT,__text) external _glGetActiveUniformsiv
00007ffb02e93a5b (__TEXT,__text) external _glGetAttachedObjectsARB
00007ffb02e8fa26 (__TEXT,__text) external _glGetAttachedShaders
00007ffb02e8fbb4 (__TEXT,__text) external _glGetAttribLocation
00007ffb02e93b92 (__TEXT,__text) external _glGetAttribLocationARB
00007ffb02e9479c (__TEXT,__text) external _glGetBooleanIndexedvEXT
00007ffb02e900f0 (__TEXT,__text) external _glGetBooleani_v
00007ffb02e8c007 (__TEXT,__text) external _glGetBooleanv
00007ffb02e90c83 (__TEXT,__text) external _glGetBufferParameteri64v
00007ffb02e8f024 (__TEXT,__text) external _glGetBufferParameteriv
00007ffb02e935ef (__TEXT,__text) external _glGetBufferParameterivARB
00007ffb02e8f046 (__TEXT,__text) external _glGetBufferPointerv
00007ffb02e93611 (__TEXT,__text) external _glGetBufferPointervARB
00007ffb02e8efc4 (__TEXT,__text) external _glGetBufferSubData
00007ffb02e9358f (__TEXT,__text) external _glGetBufferSubDataARB
00007ffb02e8c026 (__TEXT,__text) external _glGetClipPlane
00007ffb02e8de52 (__TEXT,__text) external _glGetColorTable
00007ffb02e93f4a (__TEXT,__text) external _glGetColorTableEXT
00007ffb02e8de76 (__TEXT,__text) external _glGetColorTableParameterfv
00007ffb02e93f6e (__TEXT,__text) external _glGetColorTableParameterfvEXT
00007ffb02e8de98 (__TEXT,__text) external _glGetColorTableParameteriv
00007ffb02e93f90 (__TEXT,__text) external _glGetColorTableParameterivEXT
00007ffb02e9556a (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00007ffb02e95570 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00007ffb02e95576 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00007ffb02e9557c (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00007ffb02e95594 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00007ffb02e8e87a (__TEXT,__text) external _glGetCompressedTexImage
00007ffb02e9318a (__TEXT,__text) external _glGetCompressedTexImageARB
00007ffb02e8e057 (__TEXT,__text) external _glGetConvolutionFilter
00007ffb02e8e07b (__TEXT,__text) external _glGetConvolutionParameterfv
00007ffb02e8e09d (__TEXT,__text) external _glGetConvolutionParameteriv
00007ffb02e9223b (__TEXT,__text) external _glGetDoublei_v
00007ffb02e8c045 (__TEXT,__text) external _glGetDoublev
00007ffb02e8c064 (__TEXT,__text) external _glGetError
00007ffb02e95582 (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00007ffb02e95588 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00007ffb02e92219 (__TEXT,__text) external _glGetFloati_v
00007ffb02e8c07b (__TEXT,__text) external _glGetFloatv
00007ffb02e90ced (__TEXT,__text) external _glGetFragDataIndex
00007ffb02e905e8 (__TEXT,__text) external _glGetFragDataLocation
00007ffb02e94c64 (__TEXT,__text) external _glGetFragDataLocationEXT
00007ffb02e8ff2a (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00007ffb02e9453a (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00007ffb02e93650 (__TEXT,__text) external _glGetHandleARB
00007ffb02e8e130 (__TEXT,__text) external _glGetHistogram
00007ffb02e8e157 (__TEXT,__text) external _glGetHistogramParameterfv
00007ffb02e8e179 (__TEXT,__text) external _glGetHistogramParameteriv
00007ffb02e93a35 (__TEXT,__text) external _glGetInfoLogARB
00007ffb02e90c61 (__TEXT,__text) external _glGetInteger64i_v
00007ffb02e90b72 (__TEXT,__text) external _glGetInteger64v
00007ffb02e9477a (__TEXT,__text) external _glGetIntegerIndexedvEXT
00007ffb02e90112 (__TEXT,__text) external _glGetIntegeri_v
00007ffb02e8c09a (__TEXT,__text) external _glGetIntegerv
00007ffb02e93dd1 (__TEXT,__text) external _glGetInternalformativ
00007ffb02e8c0b9 (__TEXT,__text) external _glGetLightfv
00007ffb02e8c0db (__TEXT,__text) external _glGetLightiv
00007ffb02e8c0fd (__TEXT,__text) external _glGetMapdv
00007ffb02e8c11f (__TEXT,__text) external _glGetMapfv
00007ffb02e8c141 (__TEXT,__text) external _glGetMapiv
00007ffb02e8c163 (__TEXT,__text) external _glGetMaterialfv
00007ffb02e8c185 (__TEXT,__text) external _glGetMaterialiv
00007ffb02e8e19b (__TEXT,__text) external _glGetMinmax
00007ffb02e8e1c2 (__TEXT,__text) external _glGetMinmaxParameterfv
00007ffb02e8e1e4 (__TEXT,__text) external _glGetMinmaxParameteriv
00007ffb02e90c21 (__TEXT,__text) external _glGetMultisamplefv
00007ffb02e93d84 (__TEXT,__text) external _glGetNamedStringARB
00007ffb02e93dac (__TEXT,__text) external _glGetNamedStringivARB
00007ffb02e94e58 (__TEXT,__text) external _glGetObjectLabelEXT
00007ffb02e939ef (__TEXT,__text) external _glGetObjectParameterfvARB
00007ffb02e95368 (__TEXT,__text) external _glGetObjectParameterivAPPLE
