00000002004f6998 (__TEXT,__text) non-external _Done_iODBC
00000002004fb158 (__TEXT,__text) external _SQLDataSourcesW
00000002004faa64 (__TEXT,__text) non-external _SQLDataSources_Internal
000000020e307cc0 (__DATA,__data) non-external _SQLDataSources_Internal.cur_entry
000000020e307ce0 (__DATA,__bss) non-external _SQLDataSources_Internal.num_entries
000000020e307ce8 (__DATA,__bss) non-external _SQLDataSources_Internal.sect
00000002004ff5e4 (__TEXT,__text) external _SQLDescribeCol
00000002004ff7d8 (__TEXT,__text) external _SQLDescribeColA
00000002004ff9cc (__TEXT,__text) external _SQLDescribeColW
00000002004ff348 (__TEXT,__text) non-external _SQLDescribeCol_Internal
00000002004f3d0c (__TEXT,__text) external _SQLDescribeParam
00000002004f219c (__TEXT,__text) external _SQLDisconnect
00000002004f140c (__TEXT,__text) external _SQLDriverConnect
00000002004f1588 (__TEXT,__text) external _SQLDriverConnectA
00000002004f1704 (__TEXT,__text) external _SQLDriverConnectW
00000002004efa9c (__TEXT,__text) non-external _SQLDriverConnect_Internal
0000000200515558 (__TEXT,__text) non-external _SQLDriverConnect_Internal.cold.1
0000000200515584 (__TEXT,__text) non-external _SQLDriverConnect_Internal.cold.2
00000002004fb760 (__TEXT,__text) external _SQLDrivers
00000002004fb8a8 (__TEXT,__text) external _SQLDriversA
00000002004fb9f0 (__TEXT,__text) external _SQLDriversW
00000002004fb37c (__TEXT,__text) non-external _SQLDrivers_Internal
000000020e307cc4 (__DATA,__data) non-external _SQLDrivers_Internal.cur_entry
000000020e307cf0 (__DATA,__bss) non-external _SQLDrivers_Internal.num_entries
000000020e307cf8 (__DATA,__bss) non-external _SQLDrivers_Internal.sect
0000000200505f58 (__TEXT,__text) external _SQLEndTran
00000002004f7124 (__TEXT,__text) external _SQLError
00000002004f724c (__TEXT,__text) external _SQLErrorA
00000002004f7374 (__TEXT,__text) external _SQLErrorW
00000002004f3214 (__TEXT,__text) external _SQLExecDirect
00000002004f3364 (__TEXT,__text) external _SQLExecDirectA
00000002004f34b4 (__TEXT,__text) external _SQLExecDirectW
00000002004f2fb8 (__TEXT,__text) non-external _SQLExecDirect_Internal
00000002004f2cf0 (__TEXT,__text) external _SQLExecute
00000002004f4404 (__TEXT,__text) external _SQLExtendedFetch
00000002004f4148 (__TEXT,__text) external _SQLFetch
000000020050620c (__TEXT,__text) external _SQLFetchScroll
00000002004f3f8c (__TEXT,__text) non-external _SQLFetch_Internal
00000002004ebc8c (__TEXT,__text) external _SQLForeignKeys
00000002004ebf48 (__TEXT,__text) external _SQLForeignKeysA
00000002004ec204 (__TEXT,__text) external _SQLForeignKeysW
00000002004eb938 (__TEXT,__text) non-external _SQLForeignKeys_Internal
00000002004f50c8 (__TEXT,__text) external _SQLFreeConnect
00000002004f5018 (__TEXT,__text) non-external _SQLFreeConnect_Internal
00000002004f68ec (__TEXT,__text) external _SQLFreeEnv
00000002004f6860 (__TEXT,__text) non-external _SQLFreeEnv_Internal
0000000200500a40 (__TEXT,__text) external _SQLFreeHandle
00000002004f98b8 (__TEXT,__text) external _SQLFreeStmt
00000002004f96ac (__TEXT,__text) non-external _SQLFreeStmt_Internal
0000000200512118 (__TEXT,__text) non-external _SQLGetConfigMode
0000000200503348 (__TEXT,__text) external _SQLGetConnectAttr
00000002005037fc (__TEXT,__text) external _SQLGetConnectAttrA
0000000200503950 (__TEXT,__text) external _SQLGetConnectAttrW
000000020050349c (__TEXT,__text) non-external _SQLGetConnectAttr_Internal
00000002004f5e98 (__TEXT,__text) external _SQLGetConnectOption
00000002004f5fc4 (__TEXT,__text) external _SQLGetConnectOptionA
00000002004f60f0 (__TEXT,__text) external _SQLGetConnectOptionW
00000002004fea18 (__TEXT,__text) external _SQLGetCursorName
00000002004feb80 (__TEXT,__text) external _SQLGetCursorNameA
00000002004fece8 (__TEXT,__text) external _SQLGetCursorNameW
00000002004fe81c (__TEXT,__text) non-external _SQLGetCursorName_Internal
00000002004f458c (__TEXT,__text) external _SQLGetData
0000000200503d14 (__TEXT,__text) external _SQLGetDescField
0000000200503e88 (__TEXT,__text) external _SQLGetDescFieldA
0000000200503ffc (__TEXT,__text) external _SQLGetDescFieldW
0000000200503aa4 (__TEXT,__text) non-external _SQLGetDescField_Internal
000000020050491c (__TEXT,__text) external _SQLGetDescRec
0000000200504b50 (__TEXT,__text) external _SQLGetDescRecA
0000000200504d84 (__TEXT,__text) external _SQLGetDescRecW
0000000200504720 (__TEXT,__text) non-external _SQLGetDescRec_Internal
00000002004f8c84 (__TEXT,__text) external _SQLGetDiagField
00000002004f8d90 (__TEXT,__text) external _SQLGetDiagFieldA
00000002004f8e9c (__TEXT,__text) external _SQLGetDiagFieldW
00000002004f7e08 (__TEXT,__text) non-external _SQLGetDiagField_Internal
00000002004f7aa8 (__TEXT,__text) external _SQLGetDiagRec
00000002004f7bc8 (__TEXT,__text) external _SQLGetDiagRecA
00000002004f7ce8 (__TEXT,__text) external _SQLGetDiagRecW
00000002004f749c (__TEXT,__text) non-external _SQLGetDiagRec_Internal
0000000200501140 (__TEXT,__text) external _SQLGetEnvAttr
00000002004fc628 (__TEXT,__text) external _SQLGetFunctions
00000002004fc22c (__TEXT,__text) external _SQLGetInfo
00000002004fc380 (__TEXT,__text) external _SQLGetInfoA
00000002004fc4d4 (__TEXT,__text) external _SQLGetInfoW
00000002004fbc14 (__TEXT,__text) non-external _SQLGetInfo_Internal
0000000200514fa0 (__TEXT,__text) non-external _SQLGetKeywordValue
0000000200514fec (__TEXT,__text) non-external _SQLGetKeywordValueW
0000000200514ae4 (__TEXT,__text) non-external _SQLGetPrivateProfileString
0000000200514ce4 (__TEXT,__text) non-external _SQLGetPrivateProfileStringW
00000002005019b8 (__TEXT,__text) external _SQLGetStmtAttr
0000000200501b30 (__TEXT,__text) external _SQLGetStmtAttrA
0000000200501ca8 (__TEXT,__text) external _SQLGetStmtAttrW
0000000200501324 (__TEXT,__text) non-external _SQLGetStmtAttr_Internal
00000002004fa104 (__TEXT,__text) external _SQLGetStmtOption
00000002004fa250 (__TEXT,__text) external _SQLGetStmtOptionA
00000002004f9f24 (__TEXT,__text) non-external _SQLGetStmtOption_Internal
00000002004e8b4c (__TEXT,__text) external _SQLGetTypeInfo
00000002004e8c8c (__TEXT,__text) external _SQLGetTypeInfoA
00000002004e8dcc (__TEXT,__text) external _SQLGetTypeInfoW
00000002004e898c (__TEXT,__text) non-external _SQLGetTypeInfo_Internal
00000002004f4904 (__TEXT,__text) external _SQLMoreResults
00000002004f259c (__TEXT,__text) external _SQLNativeSql
00000002004f2708 (__TEXT,__text) external _SQLNativeSqlA
00000002004f2874 (__TEXT,__text) external _SQLNativeSqlW
00000002004f2324 (__TEXT,__text) non-external _SQLNativeSql_Internal
00000002004f3b04 (__TEXT,__text) external _SQLNumParams
00000002004ff134 (__TEXT,__text) external _SQLNumResultCols
00000002004f387c (__TEXT,__text) external _SQLParamData
00000002004fdd34 (__TEXT,__text) external _SQLParamOptions
00000002004fcf9c (__TEXT,__text) external _SQLPrepare
00000002004fd0ec (__TEXT,__text) external _SQLPrepareA
00000002004fd23c (__TEXT,__text) external _SQLPrepareW
00000002004fcd88 (__TEXT,__text) non-external _SQLPrepare_Internal
00000002004ec6f0 (__TEXT,__text) external _SQLPrimaryKeys
00000002004ec898 (__TEXT,__text) external _SQLPrimaryKeysA
00000002004eca40 (__TEXT,__text) external _SQLPrimaryKeysW
00000002004ec4c0 (__TEXT,__text) non-external _SQLPrimaryKeys_Internal
00000002004ece7c (__TEXT,__text) external _SQLProcedureColumns
00000002004ed060 (__TEXT,__text) external _SQLProcedureColumnsA
00000002004ed244 (__TEXT,__text) external _SQLProcedureColumnsW
00000002004ecbe8 (__TEXT,__text) non-external _SQLProcedureColumns_Internal
00000002004ed658 (__TEXT,__text) external _SQLProcedures
00000002004ed800 (__TEXT,__text) external _SQLProceduresA
00000002004ed9a8 (__TEXT,__text) external _SQLProceduresW
00000002004ed428 (__TEXT,__text) non-external _SQLProcedures_Internal
00000002004f3604 (__TEXT,__text) external _SQLPutData
000000020051184c (__TEXT,__text) non-external _SQLReadFileDSN
00000002005119dc (__TEXT,__text) non-external _SQLReadFileDSNW
00000002004fee50 (__TEXT,__text) external _SQLRowCount
0000000200515038 (__TEXT,__text) non-external _SQLSetConfigMode
0000000200502d50 (__TEXT,__text) external _SQLSetConnectAttr
00000002005030c0 (__TEXT,__text) external _SQLSetConnectAttrA
0000000200503204 (__TEXT,__text) external _SQLSetConnectAttrW
0000000200502e94 (__TEXT,__text) non-external _SQLSetConnectAttr_Internal
00000002004f5720 (__TEXT,__text) external _SQLSetConnectOption
00000002004f584c (__TEXT,__text) external _SQLSetConnectOptionA
00000002004f5978 (__TEXT,__text) external _SQLSetConnectOptionW
00000002004fd544 (__TEXT,__text) external _SQLSetCursorName
00000002004fd694 (__TEXT,__text) external _SQLSetCursorNameA
00000002004fd7e4 (__TEXT,__text) external _SQLSetCursorNameW
00000002004fd38c (__TEXT,__text) non-external _SQLSetCursorName_Internal
000000020050430c (__TEXT,__text) external _SQLSetDescField
0000000200504468 (__TEXT,__text) external _SQLSetDescFieldA
00000002005045c4 (__TEXT,__text) external _SQLSetDescFieldW
0000000200504170 (__TEXT,__text) non-external _SQLSetDescField_Internal
0000000200504fb8 (__TEXT,__text) external _SQLSetDescRec
0000000200500f2c (__TEXT,__text) external _SQLSetEnvAttr
000000020050104c (__TEXT,__text) non-external _SQLSetEnvAttr_Internal
00000002005154e8 (__TEXT,__text) non-external _SQLSetKeywordValue
00000002005154f4 (__TEXT,__text) non-external _SQLSetKeywordValueW
00000002004fe484 (__TEXT,__text) external _SQLSetParam
00000002004f4d04 (__TEXT,__text) external _SQLSetPos
00000002004fdfe8 (__TEXT,__text) external _SQLSetScrollOptions
0000000200502918 (__TEXT,__text) external _SQLSetStmtAttr
0000000200502a80 (__TEXT,__text) external _SQLSetStmtAttrA
0000000200502be8 (__TEXT,__text) external _SQLSetStmtAttrW
0000000200501e20 (__TEXT,__text) non-external _SQLSetStmtAttr_Internal
00000002004f9a04 (__TEXT,__text) external _SQLSetStmtOption
00000002004f9dd8 (__TEXT,__text) external _SQLSetStmtOptionA
00000002004f9b50 (__TEXT,__text) non-external _SQLSetStmtOption_Internal
00000002004e919c (__TEXT,__text) external _SQLSpecialColumns
00000002004e93dc (__TEXT,__text) external _SQLSpecialColumnsA
00000002004e961c (__TEXT,__text) external _SQLSpecialColumnsW
00000002004e8f0c (__TEXT,__text) non-external _SQLSpecialColumns_Internal
00000002004e9acc (__TEXT,__text) external _SQLStatistics
00000002004e9cb0 (__TEXT,__text) external _SQLStatisticsA
00000002004e9e94 (__TEXT,__text) external _SQLStatisticsW
00000002004e985c (__TEXT,__text) non-external _SQLStatistics_Internal
00000002004edd80 (__TEXT,__text) external _SQLTablePrivileges
00000002004edf28 (__TEXT,__text) external _SQLTablePrivilegesA
00000002004ee0d0 (__TEXT,__text) external _SQLTablePrivilegesW
00000002004edb50 (__TEXT,__text) non-external _SQLTablePrivileges_Internal
00000002004ea30c (__TEXT,__text) external _SQLTables
00000002004ea4f0 (__TEXT,__text) external _SQLTablesA
00000002004ea6d4 (__TEXT,__text) external _SQLTablesW
00000002004ea078 (__TEXT,__text) non-external _SQLTables_Internal
00000002004f652c (__TEXT,__text) external _SQLTransact
00000002004f621c (__TEXT,__text) non-external _SQLTransact_Internal
0000000200512224 (__TEXT,__text) non-external _SQLValidDSN
00000002005122b4 (__TEXT,__text) non-external _SQLValidDSNW
0000000200511610 (__TEXT,__text) non-external _SQLWriteFileDSN
00000002005116cc (__TEXT,__text) non-external _SQLWriteFileDSNW
00000002005151d0 (__TEXT,__text) non-external _SQLWritePrivateProfileString
0000000200515368 (__TEXT,__text) non-external _SQLWritePrivateProfileStringW
00000002004fae5c (__TEXT,__text) non-external _SectSorter
000000020051216c (__TEXT,__text) non-external _ValidDSN
00000002005121cc (__TEXT,__text) non-external _ValidDSNW
0000000200515098 (__TEXT,__text) non-external _WritePrivateProfileString
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000200513418 (__TEXT,__text) non-external ___iodbcdm_cfg_poolalloc
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___sprintf_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000020e307d30 (__DATA,__common) non-external __iodbc_env_counter
0000000200511b94 (__TEXT,__text) non-external __iodbcadm_getinifile
00000002004fa834 (__TEXT,__text) non-external __iodbcdm_BindColumn
00000002004fa934 (__TEXT,__text) non-external __iodbcdm_ConvBindData
00000002004f4280 (__TEXT,__text) non-external __iodbcdm_ExtendedFetch
00000002004f9658 (__TEXT,__text) non-external __iodbcdm_FreeStmtParams
00000002004f5aa4 (__TEXT,__text) non-external __iodbcdm_GetConnectOption
00000002004ff00c (__TEXT,__text) non-external __iodbcdm_NumResultCols
00000002004f987c (__TEXT,__text) non-external __iodbcdm_RemoveBind
00000002004f51b0 (__TEXT,__text) non-external __iodbcdm_SetConnectOption
00000002004ee4c8 (__TEXT,__text) non-external __iodbcdm_SetConnectOption_init
00000002004f4ba0 (__TEXT,__text) non-external __iodbcdm_SetPos
00000002004fa8cc (__TEXT,__text) non-external __iodbcdm_UnBindColumn
00000002004fa5b0 (__TEXT,__text) non-external __iodbcdm_alloc_param
000000020e307d38 (__DATA,__common) non-external __iodbcdm_attr_connection_pooling
00000002004fa9fc (__TEXT,__text) non-external __iodbcdm_bindConv_A2W
00000002004e8a74 (__TEXT,__text) non-external __iodbcdm_cata_state_ok
00000002004e8ae8 (__TEXT,__text) non-external __iodbcdm_cata_state_tr
0000000200513ac0 (__TEXT,__text) non-external __iodbcdm_cfg_commit
0000000200512d60 (__TEXT,__text) non-external __iodbcdm_cfg_done
00000002005135a4 (__TEXT,__text) non-external __iodbcdm_cfg_find
000000020051324c (__TEXT,__text) non-external __iodbcdm_cfg_freeimage
0000000200512cb4 (__TEXT,__text) non-external __iodbcdm_cfg_init
00000002004fcb44 (__TEXT,__text) non-external __iodbcdm_cfg_init_str
0000000200513d58 (__TEXT,__text) non-external __iodbcdm_cfg_next_section
00000002005134ec (__TEXT,__text) non-external __iodbcdm_cfg_nextentry
00000002004fcbc8 (__TEXT,__text) non-external __iodbcdm_cfg_parse_str
00000002004fca10 (__TEXT,__text) non-external __iodbcdm_cfg_parse_str_Internal
0000000200512da4 (__TEXT,__text) non-external __iodbcdm_cfg_refresh
00000002005134c0 (__TEXT,__text) non-external __iodbcdm_cfg_rewind
0000000200513da0 (__TEXT,__text) non-external __iodbcdm_cfg_search_init
0000000200513328 (__TEXT,__text) non-external __iodbcdm_cfg_storeentry
00000002004fcc40 (__TEXT,__text) non-external __iodbcdm_cfg_to_string
0000000200513698 (__TEXT,__text) non-external __iodbcdm_cfg_write
0000000200511de4 (__TEXT,__text) non-external __iodbcdm_check_for_string
00000002004f0fdc (__TEXT,__text) non-external __iodbcdm_con_settracing
00000002004fa654 (__TEXT,__text) non-external __iodbcdm_conv_param_A2W
00000002004fa744 (__TEXT,__text) non-external __iodbcdm_conv_param_W2A
00000002004f1100 (__TEXT,__text) non-external __iodbcdm_dbcdelayset
00000002004f2bd4 (__TEXT,__text) non-external __iodbcdm_dllclose
00000002004f2c44 (__TEXT,__text) non-external __iodbcdm_dllerror
00000002004f2b1c (__TEXT,__text) non-external __iodbcdm_dllopen
00000002004f2b18 (__TEXT,__text) non-external __iodbcdm_dllproc
00000002004f2c78 (__TEXT,__text) non-external __iodbcdm_do_cursoropen
00000002004ee730 (__TEXT,__text) non-external __iodbcdm_driverload
00000002004eed8c (__TEXT,__text) non-external __iodbcdm_driverunload
00000002004f9558 (__TEXT,__text) non-external __iodbcdm_dropstmt
00000002004ee2e4 (__TEXT,__text) non-external __iodbcdm_finish_disconnect
00000002004f699c (__TEXT,__text) non-external __iodbcdm_freesqlerrlist
00000002004f29e0 (__TEXT,__text) non-external __iodbcdm_getInfo_init
0000000200511ebc (__TEXT,__text) non-external __iodbcdm_getdsnfile
00000002004f2ab8 (__TEXT,__text) non-external __iodbcdm_getproc
000000020e307cd8 (__DATA,__bss) non-external __iodbcdm_initialized
0000000200513fb8 (__TEXT,__text) non-external __iodbcdm_list_entries
0000000200513eec (__TEXT,__text) non-external __iodbcdm_list_sections
00000002004ff2dc (__TEXT,__text) non-external __iodbcdm_map_c_type
00000002004ff270 (__TEXT,__text) non-external __iodbcdm_map_sql_type
00000002004ee278 (__TEXT,__text) non-external __iodbcdm_pool_drop_conn
0000000200515500 (__TEXT,__text) non-external __iodbcdm_pool_drop_conn.cold.1
00000002004f0c18 (__TEXT,__text) non-external __iodbcdm_pool_get_conn
00000002004f12fc (__TEXT,__text) non-external __iodbcdm_pool_put_conn
00000002004ee3b4 (__TEXT,__text) non-external __iodbcdm_pool_reset_conn_attrs
00000002004f1240 (__TEXT,__text) non-external __iodbcdm_pool_set_retry_wait
00000002004f69cc (__TEXT,__text) non-external __iodbcdm_pushsqlerr
0000000200511e48 (__TEXT,__text) non-external __iodbcdm_remove_quotes
00000002004f2c48 (__TEXT,__text) non-external __iodbcdm_safe_unload
00000002004f6a44 (__TEXT,__text) non-external __iodbcdm_sqlerror
000000020051207c (__TEXT,__text) non-external __iodbcdm_strlcat
0000000200512020 (__TEXT,__text) non-external __iodbcdm_strlcpy
00000002004f631c (__TEXT,__text) non-external __iodbcdm_transact
000000020a7af858 (__DATA_CONST,__const) non-external __mask_CONVERT
000000020a7b0430 (__DATA_CONST,__const) non-external __mask_CURSOR_ATTRIBUTES1
000000020a7b04d8 (__DATA_CONST,__const) non-external __mask_CURSOR_ATTRIBUTES2
000000020a7af918 (__DATA_CONST,__const) non-external __mask_CURSOR_BEHAVIOR
000000020a7af9a8 (__DATA_CONST,__const) non-external __mask_IDENTIFIER_CASE
000000020a7affe0 (__DATA_CONST,__const) non-external __mask_SQL_AGGREGATE_FUNCTIONS
000000020a7b0018 (__DATA_CONST,__const) non-external __mask_SQL_ALTER_DOMAIN
000000020a7afd18 (__DATA_CONST,__const) non-external __mask_SQL_ALTER_TABLE
000000020a7b0068 (__DATA_CONST,__const) non-external __mask_SQL_ASYNC_MODE
000000020a7b0080 (__DATA_CONST,__const) non-external __mask_SQL_BATCH_ROW_COUNT
000000020a7b00a0 (__DATA_CONST,__const) non-external __mask_SQL_BATCH_SUPPORT
000000020a7afdc0 (__DATA_CONST,__const) non-external __mask_SQL_BOOKMARK_PERSISTENCE
000000020a7b00c8 (__DATA_CONST,__const) non-external __mask_SQL_CATALOG_LOCATION
000000020a7b00e0 (__DATA_CONST,__const) non-external __mask_SQL_CATALOG_USAGE
000000020a7af830 (__DATA_CONST,__const) non-external __mask_SQL_CONCAT_NULL_BEHAVIOR
000000020a7af840 (__DATA_CONST,__const) non-external __mask_SQL_CONVERT_FUNCTIONS
000000020a7afcf0 (__DATA_CONST,__const) non-external __mask_SQL_CORRELATION_NAME
000000020a7b0110 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_ASSERTION
000000020a7b0158 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_CHARACTER_SET
000000020a7b0178 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_COLLATION
000000020a7b0188 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_DOMAIN
000000020a7b01d8 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_SCHEMA
000000020a7b01f8 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_TABLE
000000020a7b0270 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_TRANSLATION
000000020a7b0280 (__DATA_CONST,__const) non-external __mask_SQL_CREATE_VIEW
000000020a7b02a8 (__DATA_CONST,__const) non-external __mask_SQL_CURSOR_SENSITIVITY
000000020a7b02c0 (__DATA_CONST,__const) non-external __mask_SQL_DATETIME_LITERALS
000000020a7b0340 (__DATA_CONST,__const) non-external __mask_SQL_DDL_INDEX
000000020a7b0370 (__DATA_CONST,__const) non-external __mask_SQL_DROP_ASSERTION
000000020a7b0380 (__DATA_CONST,__const) non-external __mask_SQL_DROP_CHARACTER_SET
000000020a7b0390 (__DATA_CONST,__const) non-external __mask_SQL_DROP_COLLATION
000000020a7b03a0 (__DATA_CONST,__const) non-external __mask_SQL_DROP_DOMAIN
000000020a7b03c0 (__DATA_CONST,__const) non-external __mask_SQL_DROP_SCHEMA
000000020a7b03e0 (__DATA_CONST,__const) non-external __mask_SQL_DROP_TABLE
000000020a7b0400 (__DATA_CONST,__const) non-external __mask_SQL_DROP_TRANSLATION
000000020a7b0410 (__DATA_CONST,__const) non-external __mask_SQL_DROP_VIEW
000000020a7b0358 (__DATA_CONST,__const) non-external __mask_SQL_DTC_TRANSITION_COST
000000020a7af960 (__DATA_CONST,__const) non-external __mask_SQL_FETCH_DIRECTION
000000020a7afe48 (__DATA_CONST,__const) non-external __mask_SQL_FILE_USAGE
000000020a7afe00 (__DATA_CONST,__const) non-external __mask_SQL_GETDATA_EXTENSIONS
000000020a7afe28 (__DATA_CONST,__const) non-external __mask_SQL_GROUP_BY
000000020a7b0568 (__DATA_CONST,__const) non-external __mask_SQL_INDEX_KEYWORDS
000000020a7b0580 (__DATA_CONST,__const) non-external __mask_SQL_INFO_SCHEMA_VIEWS
000000020a7b0640 (__DATA_CONST,__const) non-external __mask_SQL_INSERT_STATEMENT
000000020a7afe60 (__DATA_CONST,__const) non-external __mask_SQL_LOCK_TYPES
000000020a7afd08 (__DATA_CONST,__const) non-external __mask_SQL_NON_NULLABLE_COLUMNS
000000020a7afe80 (__DATA_CONST,__const) non-external __mask_SQL_NULL_COLLATION
000000020a7af9d0 (__DATA_CONST,__const) non-external __mask_SQL_NUMERIC_FUNCTIONS
000000020a7afa98 (__DATA_CONST,__const) non-external __mask_SQL_ODBC_API_CONFORMANCE
000000020a7b0660 (__DATA_CONST,__const) non-external __mask_SQL_ODBC_INTERFACE_CONFORMANCE
000000020a7afab0 (__DATA_CONST,__const) non-external __mask_SQL_ODBC_SAG_CLI_CONFORMANCE
000000020a7afac0 (__DATA_CONST,__const) non-external __mask_SQL_ODBC_SQL_CONFORMANCE
000000020a7afe98 (__DATA_CONST,__const) non-external __mask_SQL_OJ_CAPABILITIES
000000020a7b0680 (__DATA_CONST,__const) non-external __mask_SQL_PARAM_ARRAY_ROW_COUNTS
000000020a7b0698 (__DATA_CONST,__const) non-external __mask_SQL_PARAM_ARRAY_SELECTS
000000020a7aff08 (__DATA_CONST,__const) non-external __mask_SQL_POSITIONED_STATEMENTS
000000020a7afed8 (__DATA_CONST,__const) non-external __mask_SQL_POS_OPERATIONS
000000020a7b06b8 (__DATA_CONST,__const) non-external __mask_SQL_SCHEMA_USAGE
000000020a7afad8 (__DATA_CONST,__const) non-external __mask_SQL_SCROLL_CONCURRENCY
000000020a7afb00 (__DATA_CONST,__const) non-external __mask_SQL_SCROLL_OPTIONS
000000020a7b0710 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_DATETIME_FUNCTIONS
000000020a7b0730 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_FOREIGN_KEY_DELETE_RULE
000000020a7b0758 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_FOREIGN_KEY_UPDATE_RULE
000000020a7b0780 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_GRANT
000000020a7b07f0 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_NUMERIC_VALUE_FUNCTIONS
000000020a7b0828 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_PREDICATES
000000020a7b08a0 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_RELATIONAL_JOIN_OPERATORS
000000020a7b08f8 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_REVOKE
000000020a7b0978 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_ROW_VALUE_CONSTRUCTOR
000000020a7b09a0 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_STRING_FUNCTIONS
000000020a7b09e8 (__DATA_CONST,__const) non-external __mask_SQL_SQL92_VALUE_EXPRESSIONS
000000020a7b06e8 (__DATA_CONST,__const) non-external __mask_SQL_SQL_CONFORMANCE
000000020a7b0a10 (__DATA_CONST,__const) non-external __mask_SQL_STANDARD_CLI_CONFORMANCE
000000020a7aff28 (__DATA_CONST,__const) non-external __mask_SQL_STATIC_SENSITIVITY
000000020a7afb30 (__DATA_CONST,__const) non-external __mask_SQL_STRING_FUNCTIONS
000000020a7aff48 (__DATA_CONST,__const) non-external __mask_SQL_SUBQUERIES
