00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800aeeb2a (__TEXT,__text) external ___os_nexus_flow_add
00007ff800aeeb9d (__TEXT,__text) external ___os_nexus_flow_del
00007ff800aeecd5 (__TEXT,__text) external ___os_nexus_get_llink_info
00007ff800aee950 (__TEXT,__text) external ___os_nexus_ifattach
00007ff800aeea61 (__TEXT,__text) external ___os_nexus_ifdetach
00007ff800ae0164 (__TEXT,__text) external ___persona
00007ff800ae017c (__TEXT,__text) external ___pipe
00007ff800ae0198 (__TEXT,__text) external ___poll_nocancel
00007ff800ae01b0 (__TEXT,__text) external ___posix_spawn
00007ff800ae01c8 (__TEXT,__text) external ___pread_nocancel
00007ff800ae01e0 (__TEXT,__text) external ___preadv_nocancel
00007ff800ae01f8 (__TEXT,__text) external ___proc_info
00007ff800ae0210 (__TEXT,__text) external ___proc_info_extended_id
00007ff800ae0228 (__TEXT,__text) external ___process_policy
00007ff800ae0240 (__TEXT,__text) external ___pselect
00007ff800ae0258 (__TEXT,__text) external ___pselect_nocancel
00007ff800ae0270 (__TEXT,__text) external ___psynch_cvbroad
00007ff800ae0288 (__TEXT,__text) external ___psynch_cvclrprepost
00007ff800ae02a0 (__TEXT,__text) external ___psynch_cvsignal
00007ff800ae02b8 (__TEXT,__text) external ___psynch_cvwait
00007ff800ae02d0 (__TEXT,__text) external ___psynch_mutexdrop
00007ff800ae02e8 (__TEXT,__text) external ___psynch_mutexwait
00007ff800ae0300 (__TEXT,__text) external ___psynch_rw_downgrade
00007ff800ae0318 (__TEXT,__text) external ___psynch_rw_longrdlock
00007ff800ae0330 (__TEXT,__text) external ___psynch_rw_rdlock
00007ff800ae0348 (__TEXT,__text) external ___psynch_rw_unlock
00007ff800ae0360 (__TEXT,__text) external ___psynch_rw_unlock2
00007ff800ae0378 (__TEXT,__text) external ___psynch_rw_upgrade
00007ff800ae0390 (__TEXT,__text) external ___psynch_rw_wrlock
00007ff800ae03a8 (__TEXT,__text) external ___psynch_rw_yieldwrlock
00007ff800ae03c0 (__TEXT,__text) external ___pthread_canceled
00007ff800ae03d8 (__TEXT,__text) external ___pthread_chdir
00007ff800ae03f0 (__TEXT,__text) external ___pthread_fchdir
00007ff800ae0408 (__TEXT,__text) external ___pthread_kill
00007ff800ae0420 (__TEXT,__text) external ___pthread_markcancel
00007ff800ae0438 (__TEXT,__text) external ___pthread_sigmask
00007ff800ae0450 (__TEXT,__text) external ___ptrace
00007ff800ae0474 (__TEXT,__text) external ___pwrite_nocancel
00007ff800ae048c (__TEXT,__text) external ___pwritev_nocancel
00007ff800ae04a4 (__TEXT,__text) external ___read_nocancel
00007ff800ae04bc (__TEXT,__text) external ___readv_nocancel
00007ff800ae04d4 (__TEXT,__text) external ___reboot
00007ff800ae04ec (__TEXT,__text) external ___record_system_event
00007ff800ae0504 (__TEXT,__text) external ___recvfrom
00007ff800ae051c (__TEXT,__text) external ___recvfrom_nocancel
00007ff800ae0534 (__TEXT,__text) external ___recvmsg
00007ff800ae054c (__TEXT,__text) external ___recvmsg_nocancel
00007ff8400a5320 (__DATA,__bss) non-external ___remove_counter
00007ff800ae0564 (__TEXT,__text) external ___rename
00007ff800ae057c (__TEXT,__text) external ___renameat
00007ff800ae0594 (__TEXT,__text) external ___renameatx_np
00007ff800ae05ac (__TEXT,__text) external ___rmdir
00007ff800adfd14 (__TEXT,__text) external ___sandbox_me
00007ff800adfdd4 (__TEXT,__text) external ___sandbox_mm
00007ff800adfe4c (__TEXT,__text) external ___sandbox_ms
00007ff800adfe34 (__TEXT,__text) external ___sandbox_msp
00007ff800ae05c4 (__TEXT,__text) external ___select
00007ff800ae05dc (__TEXT,__text) external ___select_nocancel
00007ff800ae05f4 (__TEXT,__text) external ___sem_open
00007ff800ae060c (__TEXT,__text) external ___sem_wait_nocancel
00007ff800ae0624 (__TEXT,__text) external ___semctl
00007ff800ae063c (__TEXT,__text) external ___semsys
00007ff800ae0654 (__TEXT,__text) external ___semwait_signal
00007ff800ae066c (__TEXT,__text) external ___semwait_signal_nocancel
00007ff800ae0684 (__TEXT,__text) external ___sendmsg
00007ff800ae069c (__TEXT,__text) external ___sendmsg_nocancel
00007ff800ae06b4 (__TEXT,__text) external ___sendto
00007ff800ae06cc (__TEXT,__text) external ___sendto_nocancel
00007ff800ae06e4 (__TEXT,__text) external ___setattrlist
00007ff800ae06fc (__TEXT,__text) external ___setlogin
00007ff800ae0714 (__TEXT,__text) external ___setpriority
00007ff800ae072c (__TEXT,__text) external ___setregid
00007ff800ae0744 (__TEXT,__text) external ___setreuid
00007ff800ae075c (__TEXT,__text) external ___setrlimit
00007ff800ae0774 (__TEXT,__text) external ___setsgroups
00007ff800ae078c (__TEXT,__text) external ___settid
00007ff800ae07a4 (__TEXT,__text) external ___settid_with_pid
00007ff800ae07bc (__TEXT,__text) external ___settimeofday
00007ff800ae07d4 (__TEXT,__text) external ___setwgroups
00007ff800ae07ec (__TEXT,__text) external ___sfi_ctl
00007ff800ae0804 (__TEXT,__text) external ___sfi_pidctl
00007ff800ae081c (__TEXT,__text) external ___shared_region_check_np
00007ff800ae0834 (__TEXT,__text) external ___shared_region_map_and_slide_2_np
00007ff800ae084c (__TEXT,__text) external ___shm_open
00007ff800ae0864 (__TEXT,__text) external ___shmctl
00007ff800ae087c (__TEXT,__text) external ___shmsys
00007ff800ae0894 (__TEXT,__text) external ___sigaction
00007ff800ae08ac (__TEXT,__text) external ___sigaltstack
00007ff800ae08c4 (__TEXT,__text) external ___sigreturn
00007ff800ae08dc (__TEXT,__text) external ___sigsuspend
00007ff800ae08f4 (__TEXT,__text) external ___sigsuspend_nocancel
00007ff800ae090c (__TEXT,__text) external ___sigwait
00007ff800ae0924 (__TEXT,__text) external ___socketpair
00007ff800ae093c (__TEXT,__text) external ___stack_snapshot_with_config
00007ff800ae0954 (__TEXT,__text) external ___stat64_extended
00007ff800ae096c (__TEXT,__text) external ___stat_extended
00007ff800ae0984 (__TEXT,__text) external ___syscall
00007ff8400a52c0 (__DATA,__common) external ___syscall_logger
00007ff800ae099c (__TEXT,__text) external ___sysctl
00007ff800ae09b4 (__TEXT,__text) external ___sysctlbyname
00007ff800ae09cc (__TEXT,__text) external ___telemetry
00007ff800ae09e4 (__TEXT,__text) external ___terminate_with_payload
00007ff800ae09fc (__TEXT,__text) external ___thread_selfid
00007ff800ae0a14 (__TEXT,__text) external ___thread_selfusage
00007ff800ae0a2c (__TEXT,__text) external ___ulock_wait
00007ff800ae0a44 (__TEXT,__text) external ___ulock_wait2
00007ff800ae0a5c (__TEXT,__text) external ___ulock_wake
00007ff800ae0a74 (__TEXT,__text) external ___umask_extended
00007ff800ae0a8c (__TEXT,__text) external ___unlink
00007ff800ae0aa4 (__TEXT,__text) external ___unlinkat
00007ff800ae0abc (__TEXT,__text) external ___vfork
00007ff800ae0b14 (__TEXT,__text) external ___wait4
00007ff800ae0b2c (__TEXT,__text) external ___wait4_nocancel
00007ff800ae0b44 (__TEXT,__text) external ___waitid_nocancel
00007ff800ae0b5c (__TEXT,__text) external ___work_interval_ctl
00007ff800ae0b74 (__TEXT,__text) external ___workq_kernreturn
00007ff800ae0b8c (__TEXT,__text) external ___workq_open
00007ff800ae0ba4 (__TEXT,__text) external ___write_nocancel
00007ff800ae0bbc (__TEXT,__text) external ___writev_nocancel
00007ff8400a4c74 (__DATA,__common) external __cpu_capabilities
00007ff8400a4c70 (__DATA,__common) external __cpu_has_altivec
00007ff8400a49f0 (__DATA,__data) non-external (was a private external) __current_pid
00007ff8400a52d8 (__DATA,__bss) non-external __dlsym
00007ff800adf084 (__TEXT,__text) external __exclaves_ctl_trap
00007ff800adf8f0 (__TEXT,__text) external __exit
00007ff800adf5e0 (__TEXT,__text) external __get_cpu_capabilities
00007ff8400a52f8 (__DATA,__bss) non-external __gethostuuid_callback
00007ff800ae73c9 (__TEXT,__text) external __getprivatesystemidentifier
00007ff800af4dc4 (__TEXT,__text) external __host_page_size
00007ff800aef66c (__TEXT,__text) external __init_cpu_capabilities
00007ff800af62b9 (__TEXT,__text) external __kernelrpc_host_create_mach_voucher
00007ff800af7583 (__TEXT,__text) external __kernelrpc_mach_port_allocate
00007ff800af88d9 (__TEXT,__text) external __kernelrpc_mach_port_allocate_full
00007ff800af7493 (__TEXT,__text) external __kernelrpc_mach_port_allocate_name
00007ff800af8787 (__TEXT,__text) external __kernelrpc_mach_port_allocate_qos
00007ff800adee74 (__TEXT,__text) external __kernelrpc_mach_port_allocate_trap
00007ff800afa2ac (__TEXT,__text) external __kernelrpc_mach_port_assert_attributes
00007ff800af95ee (__TEXT,__text) external __kernelrpc_mach_port_construct
00007ff800adeec8 (__TEXT,__text) external __kernelrpc_mach_port_construct_trap
00007ff800af77a6 (__TEXT,__text) external __kernelrpc_mach_port_deallocate
00007ff800adee80 (__TEXT,__text) external __kernelrpc_mach_port_deallocate_trap
00007ff800af76b7 (__TEXT,__text) external __kernelrpc_mach_port_destroy
00007ff800af972a (__TEXT,__text) external __kernelrpc_mach_port_destruct
00007ff800adeed4 (__TEXT,__text) external __kernelrpc_mach_port_destruct_trap
00007ff800af8e39 (__TEXT,__text) external __kernelrpc_mach_port_dnrequest_info
00007ff800af91a3 (__TEXT,__text) external __kernelrpc_mach_port_extract_member
00007ff800adeebc (__TEXT,__text) external __kernelrpc_mach_port_extract_member_trap
00007ff800af8227 (__TEXT,__text) external __kernelrpc_mach_port_extract_right
00007ff800af8462 (__TEXT,__text) external __kernelrpc_mach_port_get_attributes
00007ff800adef7c (__TEXT,__text) external __kernelrpc_mach_port_get_attributes_trap
00007ff800af9293 (__TEXT,__text) external __kernelrpc_mach_port_get_context
00007ff800af7895 (__TEXT,__text) external __kernelrpc_mach_port_get_refs
00007ff800afa138 (__TEXT,__text) external __kernelrpc_mach_port_get_service_port_info
00007ff800af7db0 (__TEXT,__text) external __kernelrpc_mach_port_get_set_status
00007ff800af8b20 (__TEXT,__text) external __kernelrpc_mach_port_get_srights
00007ff800af9816 (__TEXT,__text) external __kernelrpc_mach_port_guard
00007ff800adef88 (__TEXT,__text) external __kernelrpc_mach_port_guard_trap
00007ff800af9c4c (__TEXT,__text) external __kernelrpc_mach_port_guard_with_flags
00007ff800af90b3 (__TEXT,__text) external __kernelrpc_mach_port_insert_member
00007ff800adeeb0 (__TEXT,__text) external __kernelrpc_mach_port_insert_member_trap
00007ff800af8128 (__TEXT,__text) external __kernelrpc_mach_port_insert_right
00007ff800adeea4 (__TEXT,__text) external __kernelrpc_mach_port_insert_right_trap
00007ff800af9ffe (__TEXT,__text) external __kernelrpc_mach_port_is_connection_for_service
00007ff800af8f76 (__TEXT,__text) external __kernelrpc_mach_port_kernel_object
00007ff800af94a6 (__TEXT,__text) external __kernelrpc_mach_port_kobject
00007ff800af9e24 (__TEXT,__text) external __kernelrpc_mach_port_kobject_description
00007ff800af79c5 (__TEXT,__text) external __kernelrpc_mach_port_mod_refs
00007ff800adee8c (__TEXT,__text) external __kernelrpc_mach_port_mod_refs_trap
00007ff800af7efa (__TEXT,__text) external __kernelrpc_mach_port_move_member
00007ff800adee98 (__TEXT,__text) external __kernelrpc_mach_port_move_member_trap
00007ff800af70f3 (__TEXT,__text) external __kernelrpc_mach_port_names
00007ff800af7ab1 (__TEXT,__text) external __kernelrpc_mach_port_peek
00007ff800af73a3 (__TEXT,__text) external __kernelrpc_mach_port_rename
00007ff800af7fea (__TEXT,__text) external __kernelrpc_mach_port_request_notification
00007ff800adf078 (__TEXT,__text) external __kernelrpc_mach_port_request_notification_trap
00007ff800af8638 (__TEXT,__text) external __kernelrpc_mach_port_set_attributes
00007ff800af93be (__TEXT,__text) external __kernelrpc_mach_port_set_context
00007ff800af7cc0 (__TEXT,__text) external __kernelrpc_mach_port_set_mscount
00007ff800af8372 (__TEXT,__text) external __kernelrpc_mach_port_set_seqno
00007ff800af99ea (__TEXT,__text) external __kernelrpc_mach_port_space_basic_info
00007ff800af8c54 (__TEXT,__text) external __kernelrpc_mach_port_space_info
00007ff800af9b18 (__TEXT,__text) external __kernelrpc_mach_port_special_reply_port_reset_link
00007ff800af9d38 (__TEXT,__text) external __kernelrpc_mach_port_swap_guard
00007ff800af726f (__TEXT,__text) external __kernelrpc_mach_port_type
00007ff800adf06c (__TEXT,__text) external __kernelrpc_mach_port_type_trap
00007ff800af9902 (__TEXT,__text) external __kernelrpc_mach_port_unguard
00007ff800adef94 (__TEXT,__text) external __kernelrpc_mach_port_unguard_trap
00007ff800b0279b (__TEXT,__text) external __kernelrpc_mach_task_is_self
00007ff800afa3fb (__TEXT,__text) external __kernelrpc_mach_vm_allocate
00007ff800adee2c (__TEXT,__text) external __kernelrpc_mach_vm_allocate_trap
00007ff800afa529 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate
00007ff800adee44 (__TEXT,__text) external __kernelrpc_mach_vm_deallocate_trap
00007ff800afafab (__TEXT,__text) external __kernelrpc_mach_vm_map
00007ff800adee68 (__TEXT,__text) external __kernelrpc_mach_vm_map_trap
00007ff800afa611 (__TEXT,__text) external __kernelrpc_mach_vm_protect
00007ff800adee5c (__TEXT,__text) external __kernelrpc_mach_vm_protect_trap
00007ff800afbab3 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control
00007ff800adee38 (__TEXT,__text) external __kernelrpc_mach_vm_purgable_control_trap
00007ff800afa7ed (__TEXT,__text) external __kernelrpc_mach_vm_read
00007ff800afb25d (__TEXT,__text) external __kernelrpc_mach_vm_remap
00007ff800afbf16 (__TEXT,__text) external __kernelrpc_mach_vm_remap_new
00007ff800b07fc6 (__TEXT,__text) external __kernelrpc_mach_voucher_extract_attr_recipe
00007ff800af8a31 (__TEXT,__text) external __kernelrpc_task_set_port_space
00007ff800b04a17 (__TEXT,__text) external __kernelrpc_thread_policy
00007ff800b04b64 (__TEXT,__text) external __kernelrpc_thread_policy_set
00007ff800b0539a (__TEXT,__text) external __kernelrpc_thread_set_policy
00007ff800b06605 (__TEXT,__text) external __kernelrpc_vm_map
00007ff800b0710d (__TEXT,__text) external __kernelrpc_vm_purgable_control
00007ff800b05e47 (__TEXT,__text) external __kernelrpc_vm_read
00007ff800b068b7 (__TEXT,__text) external __kernelrpc_vm_remap
00007ff800b07238 (__TEXT,__text) external __kernelrpc_vm_remap_new
00007ff800ae2277 (__TEXT,__text) non-external __libkernel_bzero
00007ff8400a52d0 (__DATA,__bss) non-external __libkernel_functions
00007ff840068a00 (__DATA_CONST,__const) non-external __libkernel_generic_string_functions
00007ff800ae2300 (__TEXT,__text) non-external __libkernel_memmove
00007ff800ae2281 (__TEXT,__text) non-external __libkernel_memset
00007ff800ae223e (__TEXT,__text) non-external __libkernel_strchr
00007ff800ae225c (__TEXT,__text) non-external __libkernel_strcmp
00007ff800ae2449 (__TEXT,__text) non-external __libkernel_strcpy
00007ff8400a4a00 (__DATA,__data) non-external __libkernel_string_functions
00007ff800ae2471 (__TEXT,__text) non-external __libkernel_strlcpy
00007ff800ae211a (__TEXT,__text) non-external __libkernel_strlen
00007ff8400a4a08 (__DATA,__data) non-external __libkernel_voucher_functions
00007ff800b08930 (__TEXT,__const) non-external __libkernel_voucher_functions_empty
00007ff800ae380c (__TEXT,__text) non-external __mach_continuous_time
00007ff840069c10 (__DATA_CONST,__const) external __mach_errors
00007ff800ae409b (__TEXT,__text) external __mach_fork_child
00007ff800ae5812 (__TEXT,__text) external __mach_snprintf
00007ff800ae5690 (__TEXT,__text) external __mach_vsnprintf
00007ff8400a4c80 (__DATA,__common) external __os_alloc_once_table
00007ff800ae890d (__TEXT,__text) non-external __posix_spawn_file_actions_grow
00007ff800ae941f (__TEXT,__text) non-external __posix_spawnattr_get_posix_creds_info
00007ff800ae73ce (__TEXT,__text) external __register_gethostuuid_callback
00007ff8400a52e4 (__DATA,__bss) non-external __task_reply_port
00007ff800ae2084 (__TEXT,__text) external __thread_set_tsd_base
00007ff800b0879e (__TEXT,__text) non-external _abort
00007ff800b087c2 (__TEXT,__text) non-external _abort.380
00007ff800b087e6 (__TEXT,__text) non-external _abort.382
00007ff800b08809 (__TEXT,__text) non-external _abort.393
00007ff800b088b8 (__TEXT,__text) external _abort_with_payload
00007ff800b0883d (__TEXT,__text) non-external _abort_with_payload_wrapper_internal
00007ff800b0882a (__TEXT,__text) external _abort_with_reason
00007ff800adf620 (__TEXT,__text) external _accept
00007ff800adf638 (__TEXT,__text) external _accept$NOCANCEL
00007ff800ae0bd4 (__TEXT,__text) external _access
00007ff800adf650 (__TEXT,__text) external _accessx_np
00007ff800ae0bec (__TEXT,__text) external _acct
00007ff800b03497 (__TEXT,__text) external _act_get_state
00007ff800b03681 (__TEXT,__text) external _act_set_state
00007ff800ae0c04 (__TEXT,__text) external _adjtime
00007ff800ae0c1c (__TEXT,__text) external _aio_cancel
00007ff800ae0c34 (__TEXT,__text) external _aio_error
00007ff800ae0c4c (__TEXT,__text) external _aio_fsync
00007ff800ae0c64 (__TEXT,__text) external _aio_read
00007ff800ae0c7c (__TEXT,__text) external _aio_return
00007ff800ae0c94 (__TEXT,__text) external _aio_suspend
00007ff800adf668 (__TEXT,__text) external _aio_suspend$NOCANCEL
00007ff800ae0cac (__TEXT,__text) external _aio_write
00007ff800ae0cc4 (__TEXT,__text) external _audit
00007ff800ae0cdc (__TEXT,__text) external _audit_session_join
00007ff800ae0cf4 (__TEXT,__text) external _audit_session_port
00007ff800ae0d0c (__TEXT,__text) external _audit_session_self
00007ff800ae0d24 (__TEXT,__text) external _auditctl
00007ff800ae0d3c (__TEXT,__text) external _auditon
00007ff800adf680 (__TEXT,__text) external _bind
00007ff8400a4c2c (__DATA,__common) external _bootstrap_port
00007ff800ae5ab0 (__TEXT,__text) external _cerror
00007ff800ae5a8b (__TEXT,__text) external _cerror_nocancel
00007ff800ae0d54 (__TEXT,__text) external _change_fdguard_np
00007ff800ae0d6c (__TEXT,__text) external _chdir
00007ff800ae0d84 (__TEXT,__text) external _chflags
00007ff800ae7ca3 (__TEXT,__text) external _chmod
00007ff800ae0d9c (__TEXT,__text) external _chown
00007ff800ae0db4 (__TEXT,__text) external _chroot
00007ff800af1e90 (__TEXT,__text) external _clock_alarm
00007ff800af1b77 (__TEXT,__text) external _clock_alarm_reply
00007ff800af1cff (__TEXT,__text) external _clock_get_attributes
00007ff800af1bde (__TEXT,__text) external _clock_get_time
00007ff800af1a48 (__TEXT,__text) external _clock_set_attributes
00007ff800af195c (__TEXT,__text) external _clock_set_time
00007ff800ae38f9 (__TEXT,__text) external _clock_sleep
00007ff800adf048 (__TEXT,__text) external _clock_sleep_trap
00007ff800ae37e8 (__TEXT,__text) external _clonefile
00007ff800ae0dcc (__TEXT,__text) external _clonefileat
00007ff800ae0de4 (__TEXT,__text) external _close
00007ff800adf7a0 (__TEXT,__text) external _close$NOCANCEL
00007ff800aed231 (__TEXT,__text) external _coalition_create
00007ff800aed2ae (__TEXT,__text) external _coalition_info_debug_info
00007ff800aed282 (__TEXT,__text) external _coalition_info_resource_usage
00007ff800aed306 (__TEXT,__text) external _coalition_info_set_efficiency
00007ff800aed2da (__TEXT,__text) external _coalition_info_set_name
00007ff800aed33a (__TEXT,__text) external _coalition_ledger_set_logical_writes_limit
00007ff800aed261 (__TEXT,__text) external _coalition_reap
