00007ff808c73324 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff808c732e4 (__TEXT,__gcc_except_tab) non-external GCC_except_table10
00007ff808c73310 (__TEXT,__gcc_except_tab) non-external GCC_except_table19
00007ff808c732fc (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff808c732d0 (__TEXT,__gcc_except_tab) non-external GCC_except_table25
                 (undefined) external _CFCopyTypeIDDescription (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFMachPortSetInvalidationCallBack (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
00007ff808c373ae (__TEXT,__text) non-external (was a private external) _CVAddAtomic
00007ff808c5b85a (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
00007ff808c37b8e (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
00007ff808c50e8e (__TEXT,__text) external _CVBufferCopyAttachment
00007ff808c50e5f (__TEXT,__text) external _CVBufferCopyAttachments
00007ff808c50e2b (__TEXT,__text) external _CVBufferDumpToQTES
00007ff808c35007 (__TEXT,__text) external _CVBufferGetAttachment
00007ff808c350bc (__TEXT,__text) external _CVBufferGetAttachments
00007ff808c50ec2 (__TEXT,__text) external _CVBufferHasAttachment
00007ff808c35104 (__TEXT,__text) external _CVBufferPropagateAttachments
00007ff808c3cd90 (__TEXT,__text) external _CVBufferRelease
00007ff808c3790a (__TEXT,__text) external _CVBufferRemoveAllAttachments
00007ff808c34662 (__TEXT,__text) external _CVBufferRemoveAttachment
00007ff808c3cd70 (__TEXT,__text) external _CVBufferRetain
00007ff808c34c94 (__TEXT,__text) external _CVBufferSetAttachment
00007ff808c3558c (__TEXT,__text) external _CVBufferSetAttachments
00007ff808c35c83 (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
00007ff808c32e56 (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
00007ff808c41982 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace2020
00007ff808c41996 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace709
00007ff808c4196e (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDCIP3
00007ff808c4195a (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3
00007ff808c41a52 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_HLG
00007ff808c41a1c (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_PQ_EOTF
00007ff808c419e6 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceExtendedLinearDisplayP3
00007ff808c41abe (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_HLG
00007ff808c41af4 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_PQ
00007ff808c419d2 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearGray
00007ff808c419be (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearsRGB
00007ff808c419aa (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpacesRGB
00007ff808c41a88 (__TEXT,__text) non-external (was a private external) _CVCreateColorSpaceExtendedLinearITUR_2020
00007ff808c3652e (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
00007ff808c41561 (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
00007ff808c41927 (__TEXT,__text) external _CVDataBufferDecrementUseCountForCategory
00007ff808c41541 (__TEXT,__text) external _CVDataBufferGetDataFormatType
00007ff808c41501 (__TEXT,__text) external _CVDataBufferGetDataSize
00007ff808c414b3 (__TEXT,__text) external _CVDataBufferGetIOSurface
00007ff808c41521 (__TEXT,__text) external _CVDataBufferGetPixelFormatType
00007ff808c374fd (__TEXT,__text) external _CVDataBufferGetTypeID
00007ff808c418f4 (__TEXT,__text) external _CVDataBufferIncrementUseCountForCategory
00007ff808c401d9 (__TEXT,__text) external _CVDataBufferPoolCreate
00007ff808c402ce (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
00007ff808c40325 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
00007ff808c404af (__TEXT,__text) external _CVDataBufferPoolFlush
00007ff808c40268 (__TEXT,__text) external _CVDataBufferPoolGetAttributes
00007ff808c402b2 (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
00007ff808c4055b (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
00007ff808c3f035 (__TEXT,__text) external _CVDataBufferPoolGetTypeID
00007ff808c4048d (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
00007ff808c40388 (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
00007ff808c403c8 (__TEXT,__text) external _CVDataBufferPoolScanIOSurfacesWithOptions
00007ff808c40507 (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
00007ff808c40594 (__TEXT,__text) external _CVDataBufferPoolTakeOwnershipOfIOSurface
00007ff808c376be (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
00007ff808c5b86c (__TEXT,__text) non-external (was a private external) _CVDecrementAtomicCounter
00007ff808c538ba (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
00007ff808c3d918 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
00007ff808c3d518 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
00007ff808c31f82 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
00007ff808c53780 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
00007ff808c3d9a1 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
00007ff808c537e3 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
00007ff808c5384e (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
00007ff808c20148 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
00007ff808c3e29c (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
00007ff808c201bc (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
00007ff808c6183a (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
00007ff808c61621 (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
00007ff808c61593 (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
00007ff808c22330 (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
00007ff808c617b5 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
00007ff808c61893 (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
00007ff808c223c6 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
00007ff808c218c6 (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
00007ff808c617d4 (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
00007ff808c2030f (__TEXT,__text) external _CVDisplayLinkGetTypeID
00007ff808c3ea56 (__TEXT,__text) external _CVDisplayLinkIsRunning
00007ff808c39218 (__TEXT,__text) external _CVDisplayLinkRelease
00007ff808c49454 (__TEXT,__text) external _CVDisplayLinkRetain
00007ff808c21758 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
00007ff808c6162b (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
00007ff808c6185e (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
00007ff808c618e9 (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
00007ff808c20aa1 (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
00007ff808c3e18e (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
00007ff808c3e224 (__TEXT,__text) external _CVDisplayLinkSetPaused
00007ff808c618b2 (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
00007ff808c20b48 (__TEXT,__text) external _CVDisplayLinkStart
00007ff808c20d1e (__TEXT,__text) external _CVDisplayLinkStop
00007ff808c61800 (__TEXT,__text) external _CVDisplayLinkTranslateTime
00007ff808c376cd (__TEXT,__text) external _CVGetCurrentHostTime
00007ff808c48f25 (__TEXT,__text) external _CVGetHostClockFrequency
00007ff808c48f47 (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
00007ff808c538e3 (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
00007ff808c59a47 (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
00007ff808c53702 (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
00007ff808c37f27 (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
00007ff808c53d2d (__TEXT,__text) external _CVImageBufferDeleteImageTexture
00007ff808c53c81 (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
00007ff808c53af6 (__TEXT,__text) external _CVImageBufferGetCleanRect
00007ff808c3e9b5 (__TEXT,__text) external _CVImageBufferGetColorSpace
00007ff808c53ad2 (__TEXT,__text) external _CVImageBufferGetDisplaySize
00007ff808c53aac (__TEXT,__text) external _CVImageBufferGetEncodedSize
00007ff808c53df5 (__TEXT,__text) external _CVImageBufferGetPixelFormatType
00007ff808c53e4b (__TEXT,__text) external _CVImageBufferHasCleanRect
00007ff808c53e20 (__TEXT,__text) external _CVImageBufferIsFlipped
00007ff808c53d89 (__TEXT,__text) external _CVImageBufferProvideImageData
00007ff808c53cb1 (__TEXT,__text) external _CVImageBufferProvideImageTexture
00007ff808c53b7d (__TEXT,__text) external _CVImageBufferSetCleanAperture
00007ff808c53b34 (__TEXT,__text) external _CVImageBufferSetColorSpace
00007ff808c53c47 (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
00007ff808c53bd6 (__TEXT,__text) external _CVImageBufferSetFieldCount
00007ff808c53c0d (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
00007ff808c323fe (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
00007ff808c5b88a (__TEXT,__text) non-external (was a private external) _CVIncrementAtomicCounter
00007ff808c51c15 (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
00007ff808c2270f (__TEXT,__text) external _CVKTraceInit
00007ff808c5373e (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
00007ff808c36ee4 (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
00007ff808c5acfd (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
00007ff808c5ad1c (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
00007ff808c355c1 (__TEXT,__text) external _CVMetalTextureCacheCreate
00007ff808c36198 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
00007ff808c4941f (__TEXT,__text) external _CVMetalTextureCacheFlush
00007ff808c36295 (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
00007ff808c5ad3b (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
00007ff808c5ac61 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetBounds
00007ff808c5abc9 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
00007ff808c5ac04 (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
00007ff808c5ab84 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
00007ff808c3754a (__TEXT,__text) external _CVMetalTextureGetTexture
00007ff808c37599 (__TEXT,__text) external _CVMetalTextureGetTypeID
00007ff808c5aba9 (__TEXT,__text) external _CVMetalTextureIsFlipped
00007ff808c31d85 (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
00007ff808c564cb (__TEXT,__text) external _CVOpenGLBufferAttach
00007ff808c5654c (__TEXT,__text) external _CVOpenGLBufferCreate
00007ff808c5661a (__TEXT,__text) external _CVOpenGLBufferGetAttributes
00007ff808c5667b (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
00007ff808c5663a (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
00007ff808c5665a (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
00007ff808c3746d (__TEXT,__text) external _CVOpenGLBufferGetTypeID
00007ff808c5faec (__TEXT,__text) external _CVOpenGLBufferPoolCreate
00007ff808c5fbb7 (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
00007ff808c5fb51 (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
00007ff808c5fb9b (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
00007ff808c50603 (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
00007ff808c505f2 (__TEXT,__text) external _CVOpenGLBufferPoolRelease
00007ff808c505d2 (__TEXT,__text) external _CVOpenGLBufferPoolRetain
00007ff808c433b4 (__TEXT,__text) external _CVOpenGLBufferRelease
00007ff808c43394 (__TEXT,__text) external _CVOpenGLBufferRetain
00007ff808c61b07 (__TEXT,__text) external _CVOpenGLTextureBackingImage
00007ff808c61b26 (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
00007ff808c41c33 (__TEXT,__text) external _CVOpenGLTextureCacheCreate
00007ff808c41d38 (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
00007ff808c41d55 (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
00007ff808c41e21 (__TEXT,__text) external _CVOpenGLTextureCacheFlush
00007ff808c4f335 (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
00007ff808c4f324 (__TEXT,__text) external _CVOpenGLTextureCacheRelease
00007ff808c4f304 (__TEXT,__text) external _CVOpenGLTextureCacheRetain
00007ff808c5bebf (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
00007ff808c61b64 (__TEXT,__text) external _CVOpenGLTextureCopyBacking
00007ff808c61a6b (__TEXT,__text) external _CVOpenGLTextureGetBounds
00007ff808c61b45 (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
00007ff808c619d3 (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
00007ff808c61a0e (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
00007ff808c6196e (__TEXT,__text) external _CVOpenGLTextureGetName
00007ff808c6198e (__TEXT,__text) external _CVOpenGLTextureGetSize
00007ff808c61920 (__TEXT,__text) external _CVOpenGLTextureGetTarget
00007ff808c374b5 (__TEXT,__text) external _CVOpenGLTextureGetTypeID
00007ff808c619b3 (__TEXT,__text) external _CVOpenGLTextureIsFlipped
00007ff808c4827e (__TEXT,__text) external _CVOpenGLTextureRelease
00007ff808c4825e (__TEXT,__text) external _CVOpenGLTextureRetain
00007ff808c59a51 (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
00007ff808c5aaf3 (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
00007ff808c585f1 (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
00007ff808c3e2e3 (__TEXT,__text) external _CVPixelBufferCreate
00007ff808c59722 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
00007ff808c39492 (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
00007ff808c56b01 (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
00007ff808c5669b (__TEXT,__text) external _CVPixelBufferCreateWithBytes
00007ff808c223fd (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
00007ff808c57c7e (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
00007ff808c580cd (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
00007ff808c568b2 (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
00007ff808c5ab51 (__TEXT,__text) external _CVPixelBufferDecrementUseCountForCategory
00007ff808c5993e (__TEXT,__text) external _CVPixelBufferDrawColorBars
00007ff808c5856a (__TEXT,__text) external _CVPixelBufferFillExtendedPixels
00007ff808c585ce (__TEXT,__text) external _CVPixelBufferGetAttributes
00007ff808c3e966 (__TEXT,__text) external _CVPixelBufferGetBaseAddress
00007ff808c34a0c (__TEXT,__text) external _CVPixelBufferGetBaseAddressOfPlane
00007ff808c3cd50 (__TEXT,__text) external _CVPixelBufferGetBufferBacking
00007ff808c3e2c0 (__TEXT,__text) external _CVPixelBufferGetBytesPerRow
00007ff808c34aa2 (__TEXT,__text) external _CVPixelBufferGetBytesPerRowOfPlane
00007ff808c58547 (__TEXT,__text) external _CVPixelBufferGetDataSize
00007ff808c34948 (__TEXT,__text) external _CVPixelBufferGetExtendedPixels
00007ff808c59954 (__TEXT,__text) external _CVPixelBufferGetFixedPointFractionalBits
00007ff808c59999 (__TEXT,__text) external _CVPixelBufferGetFixedPointIntegerBits
00007ff808c59a16 (__TEXT,__text) external _CVPixelBufferGetFixedPointPaddingBits
00007ff808c599e5 (__TEXT,__text) external _CVPixelBufferGetFixedPointSignBits
00007ff808c348d4 (__TEXT,__text) external _CVPixelBufferGetHeight
00007ff808c34b20 (__TEXT,__text) external _CVPixelBufferGetHeightOfPlane
00007ff808c34fe4 (__TEXT,__text) external _CVPixelBufferGetIOSurface
00007ff808c34906 (__TEXT,__text) external _CVPixelBufferGetPixelFormatType
00007ff808c34870 (__TEXT,__text) external _CVPixelBufferGetPlaneCount
00007ff808c20101 (__TEXT,__text) external _CVPixelBufferGetTypeID
00007ff808c348a2 (__TEXT,__text) external _CVPixelBufferGetWidth
00007ff808c36130 (__TEXT,__text) external _CVPixelBufferGetWidthOfPlane
00007ff808c5ab1e (__TEXT,__text) external _CVPixelBufferIncrementUseCountForCategory
00007ff808c58630 (__TEXT,__text) external _CVPixelBufferIsCompatibleWithAttributes
00007ff808c3e92e (__TEXT,__text) external _CVPixelBufferIsPlanar
00007ff808c34466 (__TEXT,__text) external _CVPixelBufferLockBaseAddress
00007ff808c42ff0 (__TEXT,__text) external _CVPixelBufferPoolCopyIOSurfaceCreationProperties
00007ff808c3bb2f (__TEXT,__text) external _CVPixelBufferPoolCreate
00007ff808c3cdef (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBuffer
00007ff808c42d0b (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBufferWithAuxAttributes
00007ff808c42f10 (__TEXT,__text) external _CVPixelBufferPoolFlush
00007ff808c3ec5a (__TEXT,__text) external _CVPixelBufferPoolGetAttributes
00007ff808c3cda1 (__TEXT,__text) external _CVPixelBufferPoolGetMaxBufferAge
00007ff808c42fbc (__TEXT,__text) external _CVPixelBufferPoolGetMinBufferCount
00007ff808c3ec80 (__TEXT,__text) external _CVPixelBufferPoolGetPixelBufferAttributes
00007ff808c3ce47 (__TEXT,__text) external _CVPixelBufferPoolGetTypeID
00007ff808c42da9 (__TEXT,__text) external _CVPixelBufferPoolPreAllocate
00007ff808c42eee (__TEXT,__text) external _CVPixelBufferPoolPrefetchPages
00007ff808c3c96a (__TEXT,__text) external _CVPixelBufferPoolRelease
00007ff808c3ec3a (__TEXT,__text) external _CVPixelBufferPoolRetain
