                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000018e362f50 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000018e363268 (__TEXT,__text) external _KClientPrincipalToV4Triplet
000000018e363240 (__TEXT,__text) external _KClientProtectIntegrity
000000018e3630f0 (__TEXT,__text) external _KClientProtectIntegrityCompat
000000018e363178 (__TEXT,__text) external _KClientSetClientPrincipal
000000018e3631c0 (__TEXT,__text) external _KClientSetKeyFile
000000018e363198 (__TEXT,__text) external _KClientSetLocalAddress
000000018e362f78 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
000000018e362fc8 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
000000018e3631a8 (__TEXT,__text) external _KClientSetRemoteAddress
000000018e363188 (__TEXT,__text) external _KClientSetServerPrincipal
000000018e3630d0 (__TEXT,__text) external _KClientStatusCompat
000000018e363258 (__TEXT,__text) external _KClientV4StringToPrincipal
000000018e363218 (__TEXT,__text) external _KClientVerifyAuthenticator
000000018e363208 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
000000018e363248 (__TEXT,__text) external _KClientVerifyIntegrity
000000018e3630f8 (__TEXT,__text) external _KClientVerifyIntegrityCompat
000000018e363210 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
000000018e363140 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
000000018e363148 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
000000018e363090 (__TEXT,__text) external _KClientVersionCompat
000000018e35d01c (__TEXT,__text) external _KLAcquireInitialTickets
000000018e35d240 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
000000018e35d9d8 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
000000018e35d158 (__TEXT,__text) external _KLAcquireNewInitialTickets
000000018e35d9f8 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
000000018e35d35c (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
000000018e35d0d0 (__TEXT,__text) external _KLAcquireNewTickets
000000018e35d2e8 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
000000018e35cfac (__TEXT,__text) external _KLAcquireTickets
000000018e35d1cc (__TEXT,__text) external _KLAcquireTicketsWithPassword
000000018e35d4e0 (__TEXT,__text) external _KLCacheHasValidTickets
000000018e35e1d0 (__TEXT,__text) external _KLCancelAllDialogs
000000018e35d9d0 (__TEXT,__text) external _KLChangePassword
000000018e35e1d8 (__TEXT,__text) external _KLChangePasswordWithPasswords
000000018e35e758 (__TEXT,__text) external _KLComparePrincipal
000000018e35e2f8 (__TEXT,__text) external _KLCountKerberosRealms
000000018e35e824 (__TEXT,__text) external _KLCreateLoginOptions
000000018e35e444 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
000000018e35e490 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
000000018e35e374 (__TEXT,__text) external _KLCreatePrincipalFromString
000000018e35e320 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
000000018e35d980 (__TEXT,__text) external _KLDestroyTickets
000000018e35eac8 (__TEXT,__text) external _KLDisposeLoginOptions
000000018e35e7d0 (__TEXT,__text) external _KLDisposePrincipal
000000018e35eb2c (__TEXT,__text) external _KLDisposeString
000000018e35e200 (__TEXT,__text) external _KLFindKerberosRealmByName
000000018e35d4d8 (__TEXT,__text) external _KLGetApplicationOptions
000000018e35e1f0 (__TEXT,__text) external _KLGetDefaultLoginOption
000000018e35e688 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
000000018e35e134 (__TEXT,__text) external _KLGetErrorString
000000018e35e1e8 (__TEXT,__text) external _KLGetIdleCallback
000000018e35e300 (__TEXT,__text) external _KLGetKerberosDefaultRealm
000000018e35e278 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
000000018e35e2d0 (__TEXT,__text) external _KLGetKerberosRealm
000000018e35e5b8 (__TEXT,__text) external _KLGetStringFromPrincipal
000000018e35e4dc (__TEXT,__text) external _KLGetTripletFromPrincipal
000000018e35e12c (__TEXT,__text) external _KLHandleError
000000018e35e2e8 (__TEXT,__text) external _KLInsertKerberosRealm
000000018e35dc74 (__TEXT,__text) external _KLLastChangedTime
000000018e35e9f8 (__TEXT,__text) external _KLLoginOptionsSetAddressless
000000018e35e8fc (__TEXT,__text) external _KLLoginOptionsSetForwardable
000000018e35e950 (__TEXT,__text) external _KLLoginOptionsSetProxiable
000000018e35e9a4 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
000000018e35ea68 (__TEXT,__text) external _KLLoginOptionsSetServiceName
000000018e35e8a8 (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
000000018e35ea30 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
000000018e35e2f0 (__TEXT,__text) external _KLRemoveAllKerberosRealms
000000018e35e2e0 (__TEXT,__text) external _KLRemoveKerberosRealm
000000018e35da00 (__TEXT,__text) external _KLRenewInitialTickets
000000018e35d4d0 (__TEXT,__text) external _KLSetApplicationOptions
000000018e35e1f8 (__TEXT,__text) external _KLSetDefaultLoginOption
000000018e35e1e0 (__TEXT,__text) external _KLSetIdleCallback
000000018e35e310 (__TEXT,__text) external _KLSetKerberosDefaultRealm
000000018e35e318 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
000000018e35e2d8 (__TEXT,__text) external _KLSetKerberosRealm
000000018e35e078 (__TEXT,__text) external _KLSetSystemDefaultCache
000000018e35d9e0 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
000000018e35df94 (__TEXT,__text) external _KLTicketExpirationTime
000000018e35deb0 (__TEXT,__text) external _KLTicketStartTime
000000018e35dc6c (__TEXT,__text) external _KLValidateInitialTickets
000000018e35d9f0 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
000000018e35d9e8 (__TEXT,__text) external _KLVerifyInitialTickets
000000018e362c3c (__TEXT,__text) external _KPCreatePreferencesFile
000000018e362c28 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
000000018e362c20 (__TEXT,__text) external _KPGetListOfPreferencesFiles
000000018e362c18 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
000000018e362c2c (__TEXT,__text) external _KPPreferencesFileIsReadable
000000018e362c34 (__TEXT,__text) external _KPPreferencesFileIsWritable
000000018e363118 (__TEXT,__text) external _KServerAddKeyCompat
000000018e363120 (__TEXT,__text) external _KServerGetKeyCompat
000000018e363110 (__TEXT,__text) external _KServerGetReplyTicketCompat
000000018e363128 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
000000018e363100 (__TEXT,__text) external _KServerNewSessionCompat
000000018e363108 (__TEXT,__text) external _KServerVerifyTicketCompat
000000018e361814 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00000001d6a31700 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000018e35eb6c (__TEXT,__text) external ___KLAllowAutomaticPrompting
000000018e35eb5c (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
000000018e35eb84 (__TEXT,__text) external ___KLAllowRememberPassword
000000018e35ebec (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
000000018e35eb8c (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
000000018e35ec38 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
000000018e35ec48 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
000000018e35ebbc (__TEXT,__text) external ___KLGetTripletFromPrincipal
000000018e35ec60 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
000000018e35ec70 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
000000018e35ec68 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
000000018e35ec40 (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
000000018e35ec50 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
000000018e35eb7c (__TEXT,__text) external ___KLPromptMechanism
000000018e35ec58 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
000000018e35eb48 (__TEXT,__text) external ___KLSetApplicationPrompter
000000018e35eb64 (__TEXT,__text) external ___KLSetAutomaticPrompting
000000018e35eb50 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
000000018e35eb74 (__TEXT,__text) external ___KLSetPromptMechanism
000000018e35c908 (__TEXT,__text) external ___KerberosDebugLogLevel
000000018e35c910 (__TEXT,__text) external ___KerberosDebugPrint
000000018e35c918 (__TEXT,__text) external ___KerberosDebugPrintMemory
000000018e35c91c (__TEXT,__text) external ___KerberosDebugPrintSession
000000018e35c914 (__TEXT,__text) external ___KerberosDebugVAPrint
00000001d6a31140 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
000000018e3587ec (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00000001d20c9f28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001d20c9f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001d20c9f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001dad3dbb0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dad3dbf0 (__AUTH_CONST,__const) non-external ___block_literal_global.14
00000001dad3dbd0 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___error (from libSystem)
000000018e35bdb0 (__TEXT,__text) non-external ___error_message_block_invoke
000000018e357d00 (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
000000018e35b338 (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
000000018e35d634 (__TEXT,__text) non-external _acquireticket_ui
000000018e361060 (__TEXT,__text) non-external _add_data_to_buffer
000000018e357e50 (__TEXT,__text) external _add_error_table
000000018e35f800 (__TEXT,__text) non-external _add_to_list
000000018e3649f8 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
000000018e364af0 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
000000018e357e58 (__TEXT,__text) external _cc_close
000000018e357e60 (__TEXT,__text) external _cc_create
000000018e357e68 (__TEXT,__text) external _cc_destroy
000000018e357e70 (__TEXT,__text) external _cc_free_NC_info
000000018e357e78 (__TEXT,__text) external _cc_free_creds
000000018e357e80 (__TEXT,__text) external _cc_free_name
000000018e357e88 (__TEXT,__text) external _cc_free_principal
00000001d93510d0 (__AUTH,__data) non-external (was a private external) _cc_functions
000000018e357e90 (__TEXT,__text) external _cc_get_NC_info
000000018e357e98 (__TEXT,__text) external _cc_get_change_time
000000018e357ea0 (__TEXT,__text) external _cc_get_cred_version
000000018e357ea8 (__TEXT,__text) external _cc_get_name
000000018e357eb0 (__TEXT,__text) external _cc_get_principal
000000018e35975c (__TEXT,__text) external _cc_initialize
000000018e35a9b8 (__TEXT,__text) non-external _cc_iterator_clone
000000018e358d80 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
000000018e35a960 (__TEXT,__text) non-external _cc_iterator_release
000000018e357eb8 (__TEXT,__text) external _cc_open
000000018e357ec0 (__TEXT,__text) external _cc_remove_cred
000000018e357ec8 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
000000018e357ed0 (__TEXT,__text) external _cc_seq_fetch_NCs_end
000000018e357ed8 (__TEXT,__text) external _cc_seq_fetch_NCs_next
000000018e357ee0 (__TEXT,__text) external _cc_seq_fetch_creds_begin
000000018e357ee8 (__TEXT,__text) external _cc_seq_fetch_creds_end
000000018e357ef0 (__TEXT,__text) external _cc_seq_fetch_creds_next
000000018e357ef8 (__TEXT,__text) external _cc_set_principal
000000018e357f00 (__TEXT,__text) external _cc_shutdown
000000018e357f08 (__TEXT,__text) external _cc_store
000000018e35a870 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
000000018e35a5d8 (__TEXT,__text) non-external _ccache_compare
000000018e359828 (__TEXT,__text) non-external _ccache_destroy
00000001d9351138 (__AUTH,__data) non-external _ccache_functions
000000018e35a57c (__TEXT,__text) non-external _ccache_get_change_time
000000018e359938 (__TEXT,__text) non-external _ccache_get_credentials_version
000000018e35a6c8 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
000000018e35a504 (__TEXT,__text) non-external _ccache_get_last_default_time
000000018e359954 (__TEXT,__text) non-external _ccache_get_name
000000018e359a00 (__TEXT,__text) non-external _ccache_get_principal
00000001d93511d8 (__AUTH,__data) non-external _ccache_iterator_functions
000000018e35a494 (__TEXT,__text) non-external _ccache_lock
000000018e35a3cc (__TEXT,__text) non-external _ccache_move
000000018e35a2e8 (__TEXT,__text) non-external _ccache_new_credentials_iterator
000000018e358d20 (__TEXT,__text) non-external (was a private external) _ccache_release
000000018e35a10c (__TEXT,__text) non-external _ccache_remove_credentials
000000018e3598a0 (__TEXT,__text) non-external _ccache_set_default
000000018e35a7ac (__TEXT,__text) non-external _ccache_set_kdc_time_offset
000000018e359b54 (__TEXT,__text) non-external _ccache_set_principal
000000018e359c94 (__TEXT,__text) non-external _ccache_store_credentials
000000018e35a4cc (__TEXT,__text) non-external _ccache_unlock
000000018e35a900 (__TEXT,__text) non-external _ccache_wait_for_change
000000018e35a908 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00000001d20c9fe0 (__DATA_CONST,__const) non-external _conf_no
00000001d20c9fa8 (__DATA_CONST,__const) non-external _conf_yes
00000001d6a30fc0 (__DATA,__data) non-external _context_change_time
000000018e359730 (__TEXT,__text) non-external _context_compare
000000018e359210 (__TEXT,__text) non-external _context_create_ccache
000000018e35937c (__TEXT,__text) non-external _context_create_default_ccache
000000018e35950c (__TEXT,__text) non-external _context_create_new_ccache
000000018e358f38 (__TEXT,__text) non-external _context_get_change_time
000000018e358f94 (__TEXT,__text) non-external _context_get_default_ccache_name
000000018e359720 (__TEXT,__text) non-external _context_lock
000000018e359688 (__TEXT,__text) non-external _context_new_ccache_iterator
000000018e359030 (__TEXT,__text) non-external _context_open_ccache
000000018e35912c (__TEXT,__text) non-external _context_open_default_ccache
000000018e358ee8 (__TEXT,__text) non-external _context_release
000000018e359728 (__TEXT,__text) non-external _context_unlock
000000018e359754 (__TEXT,__text) non-external _context_wait_for_change
000000018e3588ac (__TEXT,__text) non-external _cred_compare
000000018e358cb4 (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00000001d93510b8 (__AUTH,__data) non-external (was a private external) _cred_iter_functions
000000018e3588bc (__TEXT,__text) non-external (was a private external) _cred_iter_next
000000018e358cbc (__TEXT,__text) non-external _cred_iter_release
000000018e358860 (__TEXT,__text) non-external _cred_release
00000001d93510a8 (__AUTH,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
000000018e362c4c (__TEXT,__text) external _decomp_ticket
000000018e362e78 (__TEXT,__text) external _dest_all_tkts
000000018e362e58 (__TEXT,__text) external _dest_tkt
000000018e35b370 (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00000001d6a312d8 (__DATA,__bss) non-external _do_log
000000018e360b74 (__TEXT,__text) non-external _dump_profile
000000018e36101c (__TEXT,__text) non-external _dump_profile_to_buffer_cb
000000018e360f78 (__TEXT,__text) non-external _dump_profile_to_file_cb
000000018e357f10 (__TEXT,__text) external _encode_krb5_as_req
000000018e35f880 (__TEXT,__text) non-external _end_list
000000018e35bd18 (__TEXT,__text) external _error_message
00000001d6a312f0 (__DATA,__bss) non-external _error_message.buffer
00000001d6a312e8 (__DATA,__bss) non-external _error_message.et_list
00000001d6a312e0 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
000000018e35dd30 (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00000001d6a316f8 (__DATA,__bss) non-external _g_cc_change_time
00000001d6a31148 (__DATA,__data) non-external _g_change_time_mutex
00000001d6a316f0 (__DATA,__bss) non-external _g_kl_change_time
000000018e362ca4 (__TEXT,__text) external _get_ad_tkt
000000018e362d1c (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00000001d6a31068 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00000001d6a31080 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00000001d6a31040 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00000001d6a31028 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00000001d6a30ff8 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00000001d6a31010 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00000001d6a30fe0 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
                 (indirect) external _gss_display_name (for _gss_display_name)
                 (undefined) external _gss_display_status (from GSS)
                 (indirect) external _gss_display_status (for _gss_display_status)
                 (undefined) external _gss_duplicate_name (from GSS)
                 (indirect) external _gss_duplicate_name (for _gss_duplicate_name)
                 (undefined) external _gss_export_name (from GSS)
                 (indirect) external _gss_export_name (for _gss_export_name)
                 (undefined) external _gss_export_sec_context (from GSS)
                 (indirect) external _gss_export_sec_context (for _gss_export_sec_context)
                 (undefined) external _gss_get_mic (from GSS)
                 (indirect) external _gss_get_mic (for _gss_get_mic)
000000018e364b34 (__TEXT,__text) external _gss_import_name
                 (undefined) external _gss_import_sec_context (from GSS)
                 (indirect) external _gss_import_sec_context (for _gss_import_sec_context)
                 (undefined) external _gss_indicate_mechs (from GSS)
                 (indirect) external _gss_indicate_mechs (for _gss_indicate_mechs)
                 (undefined) external _gss_init_sec_context (from GSS)
                 (indirect) external _gss_init_sec_context (for _gss_init_sec_context)
