00000001e5148f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001e5147fac (__TEXT,__text) external _glBlitFramebufferEXT
00000001e5142ec4 (__TEXT,__text) external _glBufferData
00000001e51470c4 (__TEXT,__text) external _glBufferDataARB
00000001e5148c68 (__TEXT,__text) external _glBufferParameteriAPPLE
00000001e5142ee8 (__TEXT,__text) external _glBufferSubData
00000001e51470e8 (__TEXT,__text) external _glBufferSubDataARB
00000001e513f934 (__TEXT,__text) external _glCallList
00000001e513f94c (__TEXT,__text) external _glCallLists
00000001e5143cdc (__TEXT,__text) external _glCheckFramebufferStatus
00000001e5147eb8 (__TEXT,__text) external _glCheckFramebufferStatusEXT
00000001e51440ac (__TEXT,__text) external _glClampColor
00000001e51476d0 (__TEXT,__text) external _glClampColorARB
00000001e513f96c (__TEXT,__text) external _glClear
00000001e513f984 (__TEXT,__text) external _glClearAccum
00000001e5144604 (__TEXT,__text) external _glClearBufferfi
00000001e51445e4 (__TEXT,__text) external _glClearBufferfv
00000001e51445a4 (__TEXT,__text) external _glClearBufferiv
00000001e51445c4 (__TEXT,__text) external _glClearBufferuiv
00000001e513f998 (__TEXT,__text) external _glClearColor
00000001e5148674 (__TEXT,__text) external _glClearColorIiEXT
00000001e5148698 (__TEXT,__text) external _glClearColorIuiEXT
00000001e513f9ac (__TEXT,__text) external _glClearDepth
00000001e5145414 (__TEXT,__text) external _glClearDepthf
00000001e513f9c0 (__TEXT,__text) external _glClearIndex
00000001e513f9d4 (__TEXT,__text) external _glClearStencil
00000001e51422a4 (__TEXT,__text) external _glClientActiveTexture
00000001e5146790 (__TEXT,__text) external _glClientActiveTextureARB
00000001e51448fc (__TEXT,__text) external _glClientWaitSync
00000001e513f9ec (__TEXT,__text) external _glClipPlane
00000001e513fa08 (__TEXT,__text) external _glColor3b
00000001e513fa28 (__TEXT,__text) external _glColor3bv
00000001e513fa40 (__TEXT,__text) external _glColor3d
00000001e513fa54 (__TEXT,__text) external _glColor3dv
00000001e513fa6c (__TEXT,__text) external _glColor3f
00000001e513fa80 (__TEXT,__text) external _glColor3fv
00000001e513fa98 (__TEXT,__text) external _glColor3i
00000001e513fab8 (__TEXT,__text) external _glColor3iv
00000001e513fad0 (__TEXT,__text) external _glColor3s
00000001e513faf0 (__TEXT,__text) external _glColor3sv
00000001e513fb08 (__TEXT,__text) external _glColor3ub
00000001e513fb28 (__TEXT,__text) external _glColor3ubv
00000001e513fb40 (__TEXT,__text) external _glColor3ui
00000001e513fb60 (__TEXT,__text) external _glColor3uiv
00000001e513fb78 (__TEXT,__text) external _glColor3us
00000001e513fb98 (__TEXT,__text) external _glColor3usv
00000001e513fbb0 (__TEXT,__text) external _glColor4b
00000001e513fbd4 (__TEXT,__text) external _glColor4bv
00000001e513fbec (__TEXT,__text) external _glColor4d
00000001e513fc00 (__TEXT,__text) external _glColor4dv
00000001e513fc18 (__TEXT,__text) external _glColor4f
00000001e513fc2c (__TEXT,__text) external _glColor4fv
00000001e513fc44 (__TEXT,__text) external _glColor4i
00000001e513fc68 (__TEXT,__text) external _glColor4iv
00000001e513fc80 (__TEXT,__text) external _glColor4s
00000001e513fca4 (__TEXT,__text) external _glColor4sv
00000001e513fcbc (__TEXT,__text) external _glColor4ub
00000001e513fce0 (__TEXT,__text) external _glColor4ubv
00000001e513fcf8 (__TEXT,__text) external _glColor4ui
00000001e513fd1c (__TEXT,__text) external _glColor4uiv
00000001e513fd34 (__TEXT,__text) external _glColor4us
00000001e513fd58 (__TEXT,__text) external _glColor4usv
00000001e513fd70 (__TEXT,__text) external _glColorMask
00000001e514873c (__TEXT,__text) external _glColorMaskIndexedEXT
00000001e5143f28 (__TEXT,__text) external _glColorMaski
00000001e513fd94 (__TEXT,__text) external _glColorMaterial
00000001e513fdb0 (__TEXT,__text) external _glColorPointer
00000001e5141efc (__TEXT,__text) external _glColorSubTable
00000001e51479e4 (__TEXT,__text) external _glColorSubTableEXT
00000001e5141e04 (__TEXT,__text) external _glColorTable
00000001e51479b8 (__TEXT,__text) external _glColorTableEXT
00000001e5141e30 (__TEXT,__text) external _glColorTableParameterfv
00000001e5141e50 (__TEXT,__text) external _glColorTableParameteriv
00000001e5148eb0 (__TEXT,__text) external _glCombinerInputNV
00000001e5148eb4 (__TEXT,__text) external _glCombinerOutputNV
00000001e5148ea4 (__TEXT,__text) external _glCombinerParameterfNV
00000001e5148ea0 (__TEXT,__text) external _glCombinerParameterfvNV
00000001e5148eac (__TEXT,__text) external _glCombinerParameteriNV
00000001e5148ea8 (__TEXT,__text) external _glCombinerParameterivNV
00000001e5148ed4 (__TEXT,__text) external _glCombinerStageParameterfvNV
00000001e5143524 (__TEXT,__text) external _glCompileShader
00000001e514722c (__TEXT,__text) external _glCompileShaderARB
00000001e5147830 (__TEXT,__text) external _glCompileShaderIncludeARB
00000001e5142774 (__TEXT,__text) external _glCompressedTexImage1D
00000001e5146c60 (__TEXT,__text) external _glCompressedTexImage1DARB
00000001e5142720 (__TEXT,__text) external _glCompressedTexImage2D
00000001e5146c0c (__TEXT,__text) external _glCompressedTexImage2DARB
00000001e51426c4 (__TEXT,__text) external _glCompressedTexImage3D
00000001e5146bb0 (__TEXT,__text) external _glCompressedTexImage3DARB
00000001e5142864 (__TEXT,__text) external _glCompressedTexSubImage1D
00000001e5146d50 (__TEXT,__text) external _glCompressedTexSubImage1DARB
00000001e5142808 (__TEXT,__text) external _glCompressedTexSubImage2D
00000001e5146cf4 (__TEXT,__text) external _glCompressedTexSubImage2DARB
00000001e51427a4 (__TEXT,__text) external _glCompressedTexSubImage3D
00000001e5146c90 (__TEXT,__text) external _glCompressedTexSubImage3DARB
00000001e5141f50 (__TEXT,__text) external _glConvolutionFilter1D
00000001e5141f7c (__TEXT,__text) external _glConvolutionFilter2D
00000001e5141fac (__TEXT,__text) external _glConvolutionParameterf
00000001e5141fc8 (__TEXT,__text) external _glConvolutionParameterfv
00000001e5141fe8 (__TEXT,__text) external _glConvolutionParameteri
00000001e5142008 (__TEXT,__text) external _glConvolutionParameteriv
00000001e5144640 (__TEXT,__text) external _glCopyBufferSubData
00000001e5141f28 (__TEXT,__text) external _glCopyColorSubTable
00000001e5141e70 (__TEXT,__text) external _glCopyColorTable
00000001e5142028 (__TEXT,__text) external _glCopyConvolutionFilter1D
00000001e5142050 (__TEXT,__text) external _glCopyConvolutionFilter2D
00000001e513fdd4 (__TEXT,__text) external _glCopyPixels
00000001e513fdfc (__TEXT,__text) external _glCopyTexImage1D
00000001e513fe2c (__TEXT,__text) external _glCopyTexImage2D
00000001e513fe80 (__TEXT,__text) external _glCopyTexSubImage1D
00000001e513feac (__TEXT,__text) external _glCopyTexSubImage2D
00000001e5141dac (__TEXT,__text) external _glCopyTexSubImage3D
00000001e5143540 (__TEXT,__text) external _glCreateProgram
00000001e5147244 (__TEXT,__text) external _glCreateProgramObjectARB
00000001e51434d0 (__TEXT,__text) external _glCreateShader
00000001e51471f0 (__TEXT,__text) external _glCreateShaderObjectARB
00000001e51454d0 (__TEXT,__text) external _glCreateShaderProgramv
00000001e513ff00 (__TEXT,__text) external _glCullFace
00000001e5142e74 (__TEXT,__text) external _glDeleteBuffers
00000001e5147074 (__TEXT,__text) external _glDeleteBuffersARB
00000001e5148a08 (__TEXT,__text) external _glDeleteFencesAPPLE
00000001e5143ca4 (__TEXT,__text) external _glDeleteFramebuffers
00000001e5147e80 (__TEXT,__text) external _glDeleteFramebuffersEXT
00000001e513ff18 (__TEXT,__text) external _glDeleteLists
00000001e5147814 (__TEXT,__text) external _glDeleteNamedStringARB
00000001e51471a4 (__TEXT,__text) external _glDeleteObjectARB
00000001e51435c4 (__TEXT,__text) external _glDeleteProgram
00000001e5145508 (__TEXT,__text) external _glDeleteProgramPipelines
00000001e5145f38 (__TEXT,__text) external _glDeleteProgramsARB
00000001e5142d90 (__TEXT,__text) external _glDeleteQueries
00000001e5146f90 (__TEXT,__text) external _glDeleteQueriesARB
00000001e5143bf4 (__TEXT,__text) external _glDeleteRenderbuffers
00000001e5147dd0 (__TEXT,__text) external _glDeleteRenderbuffersEXT
00000001e5144ad8 (__TEXT,__text) external _glDeleteSamplers
00000001e5143490 (__TEXT,__text) external _glDeleteShader
00000001e51448e4 (__TEXT,__text) external _glDeleteSync
00000001e513ff34 (__TEXT,__text) external _glDeleteTextures
00000001e51451f4 (__TEXT,__text) external _glDeleteTransformFeedbacks
00000001e5143ed8 (__TEXT,__text) external _glDeleteVertexArrays
00000001e5148b28 (__TEXT,__text) external _glDeleteVertexArraysAPPLE
00000001e51479a4 (__TEXT,__text) external _glDepthBoundsEXT
00000001e513ff50 (__TEXT,__text) external _glDepthFunc
00000001e513ff68 (__TEXT,__text) external _glDepthMask
00000001e513ff80 (__TEXT,__text) external _glDepthRange
00000001e5145ea4 (__TEXT,__text) external _glDepthRangeArrayv
00000001e5145ec4 (__TEXT,__text) external _glDepthRangeIndexed
00000001e5145400 (__TEXT,__text) external _glDepthRangef
00000001e51471d4 (__TEXT,__text) external _glDetachObjectARB
00000001e51434ac (__TEXT,__text) external _glDetachShader
00000001e513ff94 (__TEXT,__text) external _glDisable
00000001e513ffac (__TEXT,__text) external _glDisableClientState
00000001e5148780 (__TEXT,__text) external _glDisableIndexedEXT
00000001e51488c4 (__TEXT,__text) external _glDisableVertexAttribAPPLE
00000001e51433f8 (__TEXT,__text) external _glDisableVertexAttribArray
00000001e51463c0 (__TEXT,__text) external _glDisableVertexAttribArrayARB
00000001e5143fac (__TEXT,__text) external _glDisablei
00000001e513ffc4 (__TEXT,__text) external _glDrawArrays
00000001e5144dfc (__TEXT,__text) external _glDrawArraysIndirect
00000001e5144764 (__TEXT,__text) external _glDrawArraysInstanced
00000001e5147708 (__TEXT,__text) external _glDrawArraysInstancedARB
00000001e513ffe4 (__TEXT,__text) external _glDrawBuffer
00000001e5142fa4 (__TEXT,__text) external _glDrawBuffers
00000001e51476b4 (__TEXT,__text) external _glDrawBuffersARB
00000001e5148b94 (__TEXT,__text) external _glDrawElementArrayAPPLE
00000001e513fffc (__TEXT,__text) external _glDrawElements
00000001e51447e8 (__TEXT,__text) external _glDrawElementsBaseVertex
00000001e5144e18 (__TEXT,__text) external _glDrawElementsIndirect
00000001e5144788 (__TEXT,__text) external _glDrawElementsInstanced
00000001e514772c (__TEXT,__text) external _glDrawElementsInstancedARB
00000001e5144840 (__TEXT,__text) external _glDrawElementsInstancedBaseVertex
00000001e5140020 (__TEXT,__text) external _glDrawPixels
00000001e5148bb4 (__TEXT,__text) external _glDrawRangeElementArrayAPPLE
00000001e5141cd8 (__TEXT,__text) external _glDrawRangeElements
00000001e5144810 (__TEXT,__text) external _glDrawRangeElementsBaseVertex
00000001e5147cb8 (__TEXT,__text) external _glDrawRangeElementsEXT
00000001e514526c (__TEXT,__text) external _glDrawTransformFeedback
00000001e5145288 (__TEXT,__text) external _glDrawTransformFeedbackStream
00000001e5140048 (__TEXT,__text) external _glEdgeFlag
00000001e5140060 (__TEXT,__text) external _glEdgeFlagPointer
00000001e514007c (__TEXT,__text) external _glEdgeFlagv
00000001e5148b78 (__TEXT,__text) external _glElementPointerAPPLE
00000001e5140094 (__TEXT,__text) external _glEnable
00000001e51400ac (__TEXT,__text) external _glEnableClientState
00000001e5148764 (__TEXT,__text) external _glEnableIndexedEXT
00000001e51488a8 (__TEXT,__text) external _glEnableVertexAttribAPPLE
00000001e51433e0 (__TEXT,__text) external _glEnableVertexAttribArray
00000001e51463a8 (__TEXT,__text) external _glEnableVertexAttribArrayARB
00000001e5143f90 (__TEXT,__text) external _glEnablei
00000001e51400c4 (__TEXT,__text) external _glEnd
00000001e51440e4 (__TEXT,__text) external _glEndConditionalRender
00000001e5148e40 (__TEXT,__text) external _glEndConditionalRenderNV
00000001e51400d8 (__TEXT,__text) external _glEndList
00000001e5142de0 (__TEXT,__text) external _glEndQuery
00000001e5146fe0 (__TEXT,__text) external _glEndQueryARB
00000001e51452c8 (__TEXT,__text) external _glEndQueryIndexed
00000001e5143ffc (__TEXT,__text) external _glEndTransformFeedback
00000001e5148148 (__TEXT,__text) external _glEndTransformFeedbackEXT
00000001e51400ec (__TEXT,__text) external _glEvalCoord1d
00000001e5140100 (__TEXT,__text) external _glEvalCoord1dv
00000001e5140118 (__TEXT,__text) external _glEvalCoord1f
00000001e514012c (__TEXT,__text) external _glEvalCoord1fv
00000001e5140144 (__TEXT,__text) external _glEvalCoord2d
00000001e5140158 (__TEXT,__text) external _glEvalCoord2dv
00000001e5140170 (__TEXT,__text) external _glEvalCoord2f
00000001e5140184 (__TEXT,__text) external _glEvalCoord2fv
00000001e514019c (__TEXT,__text) external _glEvalMesh1
00000001e51401bc (__TEXT,__text) external _glEvalMesh2
00000001e51401e4 (__TEXT,__text) external _glEvalPoint1
00000001e51401fc (__TEXT,__text) external _glEvalPoint2
00000001e5140218 (__TEXT,__text) external _glFeedbackBuffer
00000001e51448b0 (__TEXT,__text) external _glFenceSync
00000001e5148eb8 (__TEXT,__text) external _glFinalCombinerInputNV
00000001e5140238 (__TEXT,__text) external _glFinish
00000001e5148a6c (__TEXT,__text) external _glFinishFenceAPPLE
00000001e5148aa0 (__TEXT,__text) external _glFinishObjectAPPLE
00000001e5148c40 (__TEXT,__text) external _glFinishRenderAPPLE
00000001e514024c (__TEXT,__text) external _glFlush
00000001e5143ea0 (__TEXT,__text) external _glFlushMappedBufferRange
00000001e5148c88 (__TEXT,__text) external _glFlushMappedBufferRangeAPPLE
00000001e5148c2c (__TEXT,__text) external _glFlushRenderAPPLE
00000001e5148ad8 (__TEXT,__text) external _glFlushVertexArrayRangeAPPLE
00000001e5142924 (__TEXT,__text) external _glFogCoordPointer
00000001e5147c98 (__TEXT,__text) external _glFogCoordPointerEXT
00000001e51428f8 (__TEXT,__text) external _glFogCoordd
00000001e5147c6c (__TEXT,__text) external _glFogCoorddEXT
00000001e514290c (__TEXT,__text) external _glFogCoorddv
00000001e5147c80 (__TEXT,__text) external _glFogCoorddvEXT
00000001e51428cc (__TEXT,__text) external _glFogCoordf
00000001e5147c40 (__TEXT,__text) external _glFogCoordfEXT
00000001e51428e0 (__TEXT,__text) external _glFogCoordfv
00000001e5147c54 (__TEXT,__text) external _glFogCoordfvEXT
00000001e5140260 (__TEXT,__text) external _glFogf
00000001e5140278 (__TEXT,__text) external _glFogfv
00000001e5140294 (__TEXT,__text) external _glFogi
00000001e51402b0 (__TEXT,__text) external _glFogiv
00000001e5143d70 (__TEXT,__text) external _glFramebufferRenderbuffer
00000001e5147f4c (__TEXT,__text) external _glFramebufferRenderbufferEXT
00000001e5144a58 (__TEXT,__text) external _glFramebufferTexture
00000001e5143cf4 (__TEXT,__text) external _glFramebufferTexture1D
00000001e5147ed0 (__TEXT,__text) external _glFramebufferTexture1DEXT
00000001e5143d1c (__TEXT,__text) external _glFramebufferTexture2D
00000001e5147ef8 (__TEXT,__text) external _glFramebufferTexture2DEXT
00000001e5143d44 (__TEXT,__text) external _glFramebufferTexture3D
00000001e5147f20 (__TEXT,__text) external _glFramebufferTexture3DEXT
00000001e5148050 (__TEXT,__text) external _glFramebufferTextureEXT
00000001e514809c (__TEXT,__text) external _glFramebufferTextureFaceEXT
00000001e5143e54 (__TEXT,__text) external _glFramebufferTextureLayer
00000001e5148074 (__TEXT,__text) external _glFramebufferTextureLayerEXT
00000001e51402cc (__TEXT,__text) external _glFrontFace
00000001e51402e4 (__TEXT,__text) external _glFrustum
00000001e5142e90 (__TEXT,__text) external _glGenBuffers
00000001e5147090 (__TEXT,__text) external _glGenBuffersARB
00000001e51489ec (__TEXT,__text) external _glGenFencesAPPLE
00000001e5143cc0 (__TEXT,__text) external _glGenFramebuffers
00000001e5147e9c (__TEXT,__text) external _glGenFramebuffersEXT
00000001e51402f8 (__TEXT,__text) external _glGenLists
00000001e5145524 (__TEXT,__text) external _glGenProgramPipelines
00000001e5145f54 (__TEXT,__text) external _glGenProgramsARB
00000001e5142d74 (__TEXT,__text) external _glGenQueries
00000001e5146f74 (__TEXT,__text) external _glGenQueriesARB
00000001e5143c10 (__TEXT,__text) external _glGenRenderbuffers
00000001e5147dec (__TEXT,__text) external _glGenRenderbuffersEXT
00000001e5144abc (__TEXT,__text) external _glGenSamplers
00000001e5140310 (__TEXT,__text) external _glGenTextures
00000001e5145210 (__TEXT,__text) external _glGenTransformFeedbacks
00000001e5143ef4 (__TEXT,__text) external _glGenVertexArrays
00000001e5148b44 (__TEXT,__text) external _glGenVertexArraysAPPLE
00000001e5143db8 (__TEXT,__text) external _glGenerateMipmap
00000001e5147f94 (__TEXT,__text) external _glGenerateMipmapEXT
00000001e5143a14 (__TEXT,__text) external _glGetActiveAttrib
00000001e5147668 (__TEXT,__text) external _glGetActiveAttribARB
00000001e5145110 (__TEXT,__text) external _glGetActiveSubroutineName
00000001e51450e4 (__TEXT,__text) external _glGetActiveSubroutineUniformName
00000001e51450bc (__TEXT,__text) external _glGetActiveSubroutineUniformiv
00000001e514394c (__TEXT,__text) external _glGetActiveUniform
00000001e51475b4 (__TEXT,__text) external _glGetActiveUniformARB
00000001e514471c (__TEXT,__text) external _glGetActiveUniformBlockName
00000001e51446f8 (__TEXT,__text) external _glGetActiveUniformBlockiv
00000001e51446b4 (__TEXT,__text) external _glGetActiveUniformName
00000001e514468c (__TEXT,__text) external _glGetActiveUniformsiv
00000001e5147574 (__TEXT,__text) external _glGetAttachedObjectsARB
00000001e51438c0 (__TEXT,__text) external _glGetAttachedShaders
00000001e5143a48 (__TEXT,__text) external _glGetAttribLocation
00000001e5147698 (__TEXT,__text) external _glGetAttribLocationARB
00000001e51481d0 (__TEXT,__text) external _glGetBooleanIndexedvEXT
00000001e5143f50 (__TEXT,__text) external _glGetBooleani_v
00000001e514032c (__TEXT,__text) external _glGetBooleanv
00000001e5144a38 (__TEXT,__text) external _glGetBufferParameteri64v
00000001e5142f64 (__TEXT,__text) external _glGetBufferParameteriv
00000001e5147164 (__TEXT,__text) external _glGetBufferParameterivARB
00000001e5142f84 (__TEXT,__text) external _glGetBufferPointerv
00000001e5147184 (__TEXT,__text) external _glGetBufferPointervARB
00000001e5142f0c (__TEXT,__text) external _glGetBufferSubData
00000001e514710c (__TEXT,__text) external _glGetBufferSubDataARB
00000001e5140348 (__TEXT,__text) external _glGetClipPlane
00000001e5141e98 (__TEXT,__text) external _glGetColorTable
00000001e5147a10 (__TEXT,__text) external _glGetColorTableEXT
00000001e5141ebc (__TEXT,__text) external _glGetColorTableParameterfv
00000001e5147a34 (__TEXT,__text) external _glGetColorTableParameterfvEXT
00000001e5141edc (__TEXT,__text) external _glGetColorTableParameteriv
00000001e5147a54 (__TEXT,__text) external _glGetColorTableParameterivEXT
00000001e5148ebc (__TEXT,__text) external _glGetCombinerInputParameterfvNV
00000001e5148ec0 (__TEXT,__text) external _glGetCombinerInputParameterivNV
00000001e5148ec4 (__TEXT,__text) external _glGetCombinerOutputParameterfvNV
00000001e5148ec8 (__TEXT,__text) external _glGetCombinerOutputParameterivNV
00000001e5148ed8 (__TEXT,__text) external _glGetCombinerStageParameterfvNV
00000001e5142894 (__TEXT,__text) external _glGetCompressedTexImage
00000001e5146d80 (__TEXT,__text) external _glGetCompressedTexImageARB
00000001e514207c (__TEXT,__text) external _glGetConvolutionFilter
00000001e51420a0 (__TEXT,__text) external _glGetConvolutionParameterfv
00000001e51420c0 (__TEXT,__text) external _glGetConvolutionParameteriv
00000001e5145efc (__TEXT,__text) external _glGetDoublei_v
00000001e5140364 (__TEXT,__text) external _glGetDoublev
00000001e5140380 (__TEXT,__text) external _glGetError
00000001e5148ecc (__TEXT,__text) external _glGetFinalCombinerInputParameterfvNV
00000001e5148ed0 (__TEXT,__text) external _glGetFinalCombinerInputParameterivNV
00000001e5145edc (__TEXT,__text) external _glGetFloati_v
00000001e5140394 (__TEXT,__text) external _glGetFloatv
00000001e5144aa0 (__TEXT,__text) external _glGetFragDataIndex
00000001e5144400 (__TEXT,__text) external _glGetFragDataLocation
00000001e5148658 (__TEXT,__text) external _glGetFragDataLocationEXT
00000001e5143d94 (__TEXT,__text) external _glGetFramebufferAttachmentParameteriv
00000001e5147f70 (__TEXT,__text) external _glGetFramebufferAttachmentParameterivEXT
00000001e51471bc (__TEXT,__text) external _glGetHandleARB
00000001e5142160 (__TEXT,__text) external _glGetHistogram
00000001e5142188 (__TEXT,__text) external _glGetHistogramParameterfv
00000001e51421a8 (__TEXT,__text) external _glGetHistogramParameteriv
00000001e5147550 (__TEXT,__text) external _glGetInfoLogARB
00000001e5144a18 (__TEXT,__text) external _glGetInteger64i_v
00000001e514493c (__TEXT,__text) external _glGetInteger64v
00000001e51481b0 (__TEXT,__text) external _glGetIntegerIndexedvEXT
00000001e5143f70 (__TEXT,__text) external _glGetIntegeri_v
00000001e51403b0 (__TEXT,__text) external _glGetIntegerv
00000001e51478bc (__TEXT,__text) external _glGetInternalformativ
00000001e51403cc (__TEXT,__text) external _glGetLightfv
00000001e51403ec (__TEXT,__text) external _glGetLightiv
00000001e514040c (__TEXT,__text) external _glGetMapdv
00000001e514042c (__TEXT,__text) external _glGetMapfv
00000001e514044c (__TEXT,__text) external _glGetMapiv
00000001e514046c (__TEXT,__text) external _glGetMaterialfv
00000001e514048c (__TEXT,__text) external _glGetMaterialiv
00000001e51421c8 (__TEXT,__text) external _glGetMinmax
00000001e51421f0 (__TEXT,__text) external _glGetMinmaxParameterfv
00000001e5142210 (__TEXT,__text) external _glGetMinmaxParameteriv
00000001e51449dc (__TEXT,__text) external _glGetMultisamplefv
00000001e5147870 (__TEXT,__text) external _glGetNamedStringARB
00000001e5147898 (__TEXT,__text) external _glGetNamedStringivARB
00000001e5148834 (__TEXT,__text) external _glGetObjectLabelEXT
00000001e5147510 (__TEXT,__text) external _glGetObjectParameterfvARB
00000001e5148ce8 (__TEXT,__text) external _glGetObjectParameterivAPPLE
00000001e5147530 (__TEXT,__text) external _glGetObjectParameterivARB
00000001e51404ac (__TEXT,__text) external _glGetPixelMapfv
00000001e51404c8 (__TEXT,__text) external _glGetPixelMapuiv
00000001e51404e4 (__TEXT,__text) external _glGetPixelMapusv
00000001e5140500 (__TEXT,__text) external _glGetPointerv
00000001e514051c (__TEXT,__text) external _glGetPolygonStipple
00000001e5145428 (__TEXT,__text) external _glGetProgramBinary
00000001e5146590 (__TEXT,__text) external _glGetProgramEnvParameterdvARB
00000001e51465b0 (__TEXT,__text) external _glGetProgramEnvParameterfvARB
00000001e5143908 (__TEXT,__text) external _glGetProgramInfoLog
00000001e51465d0 (__TEXT,__text) external _glGetProgramLocalParameterdvARB
00000001e51465f0 (__TEXT,__text) external _glGetProgramLocalParameterfvARB
00000001e5145590 (__TEXT,__text) external _glGetProgramPipelineInfoLog
00000001e5145558 (__TEXT,__text) external _glGetProgramPipelineiv
00000001e514517c (__TEXT,__text) external _glGetProgramStageiv
00000001e5146634 (__TEXT,__text) external _glGetProgramStringARB
00000001e51438a0 (__TEXT,__text) external _glGetProgramiv
00000001e5146654 (__TEXT,__text) external _glGetProgramivARB
00000001e51452e4 (__TEXT,__text) external _glGetQueryIndexediv
00000001e5144c80 (__TEXT,__text) external _glGetQueryObjecti64v
00000001e51487d0 (__TEXT,__text) external _glGetQueryObjecti64vEXT
00000001e5142e18 (__TEXT,__text) external _glGetQueryObjectiv
00000001e5147018 (__TEXT,__text) external _glGetQueryObjectivARB
00000001e5144ca0 (__TEXT,__text) external _glGetQueryObjectui64v
00000001e51487f0 (__TEXT,__text) external _glGetQueryObjectui64vEXT
00000001e5142e38 (__TEXT,__text) external _glGetQueryObjectuiv
00000001e5147038 (__TEXT,__text) external _glGetQueryObjectuivARB
00000001e5142df8 (__TEXT,__text) external _glGetQueryiv
00000001e5146ff8 (__TEXT,__text) external _glGetQueryivARB
