0000000000007e0d (__TEXT,__text) external _InitVM_ripper
0000000000006cb9 (__TEXT,__text) external _Init_ripper
                 (undefined) external _rb_funcall (from libruby.2)
                 (undefined) external _rb_gc_force_recycle (from libruby.2)
                 (undefined) external _rb_gc_mark (from libruby.2)
                 (undefined) external _rb_hash_aset (from libruby.2)
                 (undefined) external _rb_hash_new (from libruby.2)
                 (undefined) external _rb_id2str (from libruby.2)
                 (undefined) external _rb_id2sym (from libruby.2)
                 (undefined) external _rb_ident_hash_new (from libruby.2)
                 (undefined) external _rb_imemo_new (from libruby.2)
                 (undefined) external _rb_int2big (from libruby.2)
                 (undefined) external _rb_int_positive_pow (from libruby.2)
                 (undefined) external _rb_intern (from libruby.2)
                 (undefined) external _rb_intern2 (from libruby.2)
                 (undefined) external _rb_intern3 (from libruby.2)
                 (undefined) external _rb_io_gets (from libruby.2)
                 (undefined) external _rb_io_write (from libruby.2)
                 (undefined) external _rb_isalnum (from libruby.2)
                 (undefined) external _rb_isalpha (from libruby.2)
                 (undefined) external _rb_isdigit (from libruby.2)
                 (undefined) external _rb_ispunct (from libruby.2)
                 (undefined) external _rb_isspace (from libruby.2)
                 (undefined) external _rb_isupper (from libruby.2)
                 (undefined) external _rb_isxdigit (from libruby.2)
                 (undefined) external _rb_make_backtrace (from libruby.2)
                 (undefined) external _rb_make_exception (from libruby.2)
                 (undefined) external _rb_memcicmp (from libruby.2)
                 (undefined) external _rb_node_newnode (from libruby.2)
                 (undefined) external _rb_num2int (from libruby.2)
                 (undefined) external _rb_num2uint (from libruby.2)
                 (undefined) external _rb_parser_free (from libruby.2)
                 (undefined) external _rb_parser_malloc (from libruby.2)
                 (undefined) external _rb_parser_printf (from libruby.2)
                 (undefined) external _rb_parser_reg_compile (from libruby.2)
                 (undefined) external _rb_raise (from libruby.2)
                 (undefined) external _rb_rational_new (from libruby.2)
                 (undefined) external _rb_rational_raw (from libruby.2)
                 (undefined) external _rb_reserved_word (from libruby.2)
                 (undefined) external _rb_ruby_verbose_ptr (from libruby.2)
                 (undefined) external _rb_scan_args (from libruby.2)
                 (undefined) external _rb_sprintf (from libruby.2)
                 (undefined) external _rb_stdout (from libruby.2)
                 (undefined) external _rb_str_buf_new (from libruby.2)
                 (undefined) external _rb_str_cat (from libruby.2)
                 (undefined) external _rb_str_cat_cstr (from libruby.2)
                 (undefined) external _rb_str_catf (from libruby.2)
                 (undefined) external _rb_str_coderange_scan_restartable (from libruby.2)
                 (undefined) external _rb_str_free (from libruby.2)
                 (undefined) external _rb_str_modify (from libruby.2)
                 (undefined) external _rb_str_new (from libruby.2)
                 (undefined) external _rb_str_new_frozen (from libruby.2)
                 (undefined) external _rb_str_new_static (from libruby.2)
                 (undefined) external _rb_str_resize (from libruby.2)
                 (undefined) external _rb_str_set_len (from libruby.2)
                 (undefined) external _rb_str_subseq (from libruby.2)
                 (undefined) external _rb_string_value (from libruby.2)
                 (undefined) external _rb_string_value_cstr (from libruby.2)
                 (undefined) external _rb_thread_current (from libruby.2)
                 (undefined) external _rb_usascii_encoding (from libruby.2)
                 (undefined) external _rb_usascii_str_new (from libruby.2)
                 (undefined) external _rb_usascii_str_new_static (from libruby.2)
                 (undefined) external _rb_utf8_encoding (from libruby.2)
                 (undefined) external _rb_vsprintf (from libruby.2)
0000000000001660 (__TEXT,__text) external _ripper_yyparse
                 (undefined) external _ruby_global_name_punct_bits (from libruby.2)
                 (undefined) external _ruby_scan_digits (from libruby.2)
                 (undefined) external _ruby_scan_hex (from libruby.2)
                 (undefined) external _ruby_scan_oct (from libruby.2)
                 (undefined) external _ruby_snprintf (from libruby.2)
                 (undefined) external _ruby_strtod (from libruby.2)
                 (undefined) external _ruby_xfree (from libruby.2)
                 (undefined) external _ruby_xmalloc (from libruby.2)
                 (undefined) external _ruby_xmalloc2 (from libruby.2)
                 (undefined) external _ruby_xrealloc2 (from libruby.2)
                 (undefined) external _st_locale_insensitive_strncasecmp (from libruby.2)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external dyld_stub_binder (from libSystem)
