                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812e0ab83 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff812e0ac54 (__TEXT,__text) external _KClientGetCredentialsDeprecated
00007ff812e0af1b (__TEXT,__text) external _KClientGetEncryptedServiceReply
00007ff812e0ac96 (__TEXT,__text) external _KClientGetErrorTextDeprecated
00007ff812e0ae8c (__TEXT,__text) external _KClientGetExpirationTime
00007ff812e0ae55 (__TEXT,__text) external _KClientGetLocalAddress
00007ff812e0abaf (__TEXT,__text) external _KClientGetLocalRealmDeprecated
00007ff812e0ac80 (__TEXT,__text) external _KClientGetNthCredentialDeprecated
00007ff812e0abe6 (__TEXT,__text) external _KClientGetNthRealmMapDeprecated
00007ff812e0abf1 (__TEXT,__text) external _KClientGetNthServerDeprecated
00007ff812e0ac12 (__TEXT,__text) external _KClientGetNthServerMapDeprecated
00007ff812e0ac1d (__TEXT,__text) external _KClientGetNthServerPortDeprecated
00007ff812e0ac3e (__TEXT,__text) external _KClientGetNthSessionDeprecated
00007ff812e0ac75 (__TEXT,__text) external _KClientGetNumCredentialsDeprecated
00007ff812e0ac33 (__TEXT,__text) external _KClientGetNumSessionsDeprecated
00007ff812e0af26 (__TEXT,__text) external _KClientGetProtectedServiceReply
00007ff812e0abc5 (__TEXT,__text) external _KClientGetRealmDeprecated
00007ff812e0ae6b (__TEXT,__text) external _KClientGetRemoteAddress
00007ff812e0ae3f (__TEXT,__text) external _KClientGetServerPrincipal
00007ff812e0aece (__TEXT,__text) external _KClientGetServiceKey
00007ff812e0ae81 (__TEXT,__text) external _KClientGetSessionKey
00007ff812e0ad58 (__TEXT,__text) external _KClientGetSessionKeyCompat
00007ff812e0add1 (__TEXT,__text) external _KClientGetSessionUserNameCompat
00007ff812e0aee4 (__TEXT,__text) external _KClientGetTicketForService
00007ff812e0ad16 (__TEXT,__text) external _KClientGetTicketForServiceCompat
00007ff812e0ad21 (__TEXT,__text) external _KClientGetTicketForServiceWithChecksumCompat
00007ff812e0ac8b (__TEXT,__text) external _KClientGetUserNameDeprecated
00007ff812e0adfd (__TEXT,__text) external _KClientGetVersion
00007ff812e0aeb8 (__TEXT,__text) external _KClientKeyFileLogin
00007ff812e0aea2 (__TEXT,__text) external _KClientLogin
00007ff812e0ad2c (__TEXT,__text) external _KClientLoginCompat
00007ff812e0aec3 (__TEXT,__text) external _KClientLogout
00007ff812e0ad42 (__TEXT,__text) external _KClientLogoutCompat
00007ff812e0addc (__TEXT,__text) external _KClientMakeSendAuthCompat
00007ff812e0ae08 (__TEXT,__text) external _KClientNewClientSession
00007ff812e0ae13 (__TEXT,__text) external _KClientNewServerSession
00007ff812e0ad00 (__TEXT,__text) external _KClientNewSessionCompat
00007ff812e0aead (__TEXT,__text) external _KClientPasswordLogin
00007ff812e0ad37 (__TEXT,__text) external _KClientPasswordLoginCompat
00007ff812e0af73 (__TEXT,__text) external _KClientPrincipalToV4String
00007ff812e0af7e (__TEXT,__text) external _KClientPrincipalToV4Triplet
00007ff812e0af47 (__TEXT,__text) external _KClientProtectIntegrity
00007ff812e0ad79 (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff812e0ae34 (__TEXT,__text) external _KClientSetClientPrincipal
00007ff812e0ae97 (__TEXT,__text) external _KClientSetKeyFile
00007ff812e0ae60 (__TEXT,__text) external _KClientSetLocalAddress
00007ff812e0abba (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff812e0ac28 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff812e0ae76 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff812e0ae4a (__TEXT,__text) external _KClientSetServerPrincipal
00007ff812e0ad4d (__TEXT,__text) external _KClientStatusCompat
00007ff812e0af68 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff812e0af10 (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff812e0aefa (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff812e0af52 (__TEXT,__text) external _KClientVerifyIntegrity
00007ff812e0ad84 (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff812e0af05 (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff812e0ade7 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff812e0adf2 (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff812e0acf5 (__TEXT,__text) external _KClientVersionCompat
00007ff812e057ee (__TEXT,__text) external _KLAcquireInitialTickets
00007ff812e0594a (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff812e06082 (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff812e058c0 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff812e060a8 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff812e05a02 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff812e0586b (__TEXT,__text) external _KLAcquireNewTickets
00007ff812e059bd (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff812e057ac (__TEXT,__text) external _KLAcquireTickets
00007ff812e05905 (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff812e05b6b (__TEXT,__text) external _KLCacheHasValidTickets
00007ff812e0681a (__TEXT,__text) external _KLCancelAllDialogs
00007ff812e06077 (__TEXT,__text) external _KLChangePassword
00007ff812e06822 (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff812e06c40 (__TEXT,__text) external _KLComparePrincipal
00007ff812e0691a (__TEXT,__text) external _KLCountKerberosRealms
00007ff812e06cd5 (__TEXT,__text) external _KLCreateLoginOptions
00007ff812e06a0d (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff812e06a3c (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff812e06985 (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff812e06948 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff812e06039 (__TEXT,__text) external _KLDestroyTickets
00007ff812e06e91 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff812e06c99 (__TEXT,__text) external _KLDisposePrincipal
00007ff812e06ede (__TEXT,__text) external _KLDisposeString
00007ff812e06853 (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff812e05b60 (__TEXT,__text) external _KLGetApplicationOptions
00007ff812e0683d (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff812e06bb8 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff812e06793 (__TEXT,__text) external _KLGetErrorString
00007ff812e06835 (__TEXT,__text) external _KLGetIdleCallback
00007ff812e06925 (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff812e068b9 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff812e068ed (__TEXT,__text) external _KLGetKerberosRealm
00007ff812e06b30 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff812e06a6b (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff812e0678b (__TEXT,__text) external _KLHandleError
00007ff812e0690a (__TEXT,__text) external _KLInsertKerberosRealm
00007ff812e06364 (__TEXT,__text) external _KLLastChangedTime
00007ff812e06e14 (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff812e06d7e (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff812e06db0 (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff812e06de2 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff812e06e4e (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff812e06d4c (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff812e06e31 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff812e06912 (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff812e06902 (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff812e060b3 (__TEXT,__text) external _KLRenewInitialTickets
00007ff812e05b58 (__TEXT,__text) external _KLSetApplicationOptions
00007ff812e06848 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff812e0682d (__TEXT,__text) external _KLSetIdleCallback
00007ff812e06938 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff812e06940 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff812e068fa (__TEXT,__text) external _KLSetKerberosRealm
00007ff812e066f5 (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff812e0608d (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff812e06648 (__TEXT,__text) external _KLTicketExpirationTime
00007ff812e0659b (__TEXT,__text) external _KLTicketStartTime
00007ff812e0635c (__TEXT,__text) external _KLValidateInitialTickets
00007ff812e060a0 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff812e06098 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff812e0a890 (__TEXT,__text) external _KPCreatePreferencesFile
00007ff812e0a874 (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff812e0a869 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff812e0a85e (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff812e0a87a (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff812e0a885 (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff812e0adb0 (__TEXT,__text) external _KServerAddKeyCompat
00007ff812e0adbb (__TEXT,__text) external _KServerGetKeyCompat
00007ff812e0ada5 (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff812e0adc6 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff812e0ad8f (__TEXT,__text) external _KServerNewSessionCompat
00007ff812e0ad9a (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff812e09759 (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff84381b8e0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff812e06f14 (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff812e06f01 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff812e06f2f (__TEXT,__text) external ___KLAllowRememberPassword
00007ff812e06f93 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff812e06f37 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff812e06fc2 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff812e06fd5 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff812e06f65 (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff812e06ff0 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff812e06ff0 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff812e06ff0 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff812e06fcd (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff812e06fe0 (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff812e06f24 (__TEXT,__text) external ___KLPromptMechanism
00007ff812e06fe8 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff812e06eeb (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff812e06f0c (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff812e06ef3 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff812e06f1c (__TEXT,__text) external ___KLSetPromptMechanism
00007ff812e05160 (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff812e05168 (__TEXT,__text) external ___KerberosDebugPrint
00007ff812e05174 (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff812e0517a (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff812e0516e (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff84381b2e8 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff812e01986 (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff8418217c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff841821848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ff841821808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8418217e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff841821868 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ff841821828 (__DATA_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff812e048bc (__TEXT,__text) non-external ___error_message_block_invoke
00007ff812e00e53 (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff812e04029 (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff812e05c84 (__TEXT,__text) non-external _acquireticket_ui
00007ff812e09010 (__TEXT,__text) non-external _add_data_to_buffer
00007ff812e00f82 (__TEXT,__text) external _add_error_table
00007ff812e07ac4 (__TEXT,__text) non-external _add_to_list
00007ff812e0c45a (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff812e0c549 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
00007ff812e00f8a (__TEXT,__text) external _cc_close
00007ff812e00f92 (__TEXT,__text) external _cc_create
00007ff812e00f9a (__TEXT,__text) external _cc_destroy
00007ff812e00fa2 (__TEXT,__text) external _cc_free_NC_info
00007ff812e00faa (__TEXT,__text) external _cc_free_creds
00007ff812e00fb2 (__TEXT,__text) external _cc_free_name
00007ff812e00fba (__TEXT,__text) external _cc_free_principal
00007ff84381b1c8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff812e00fc2 (__TEXT,__text) external _cc_get_NC_info
00007ff812e00fca (__TEXT,__text) external _cc_get_change_time
00007ff812e00fd2 (__TEXT,__text) external _cc_get_cred_version
00007ff812e00fda (__TEXT,__text) external _cc_get_name
00007ff812e00fe2 (__TEXT,__text) external _cc_get_principal
00007ff812e02854 (__TEXT,__text) external _cc_initialize
00007ff812e0384a (__TEXT,__text) non-external _cc_iterator_clone
00007ff812e01f52 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff812e0380a (__TEXT,__text) non-external _cc_iterator_release
00007ff812e00fea (__TEXT,__text) external _cc_open
00007ff812e00ff2 (__TEXT,__text) external _cc_remove_cred
00007ff812e00ffa (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff812e01002 (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff812e0100a (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff812e01012 (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff812e0101a (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff812e01022 (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff812e0102a (__TEXT,__text) external _cc_set_principal
00007ff812e01032 (__TEXT,__text) external _cc_shutdown
00007ff812e0103a (__TEXT,__text) external _cc_store
00007ff812e0375e (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff812e03547 (__TEXT,__text) non-external _ccache_compare
00007ff812e02902 (__TEXT,__text) non-external _ccache_destroy
00007ff84381b230 (__DATA,__data) non-external _ccache_functions
00007ff812e03500 (__TEXT,__text) non-external _ccache_get_change_time
00007ff812e029db (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff812e03620 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff812e034ac (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff812e029f4 (__TEXT,__text) non-external _ccache_get_name
00007ff812e02a83 (__TEXT,__text) non-external _ccache_get_principal
00007ff84381b2d0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff812e03472 (__TEXT,__text) non-external _ccache_lock
00007ff812e033c0 (__TEXT,__text) non-external _ccache_move
00007ff812e032f2 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff812e01f0b (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff812e0311d (__TEXT,__text) non-external _ccache_remove_credentials
00007ff812e02964 (__TEXT,__text) non-external _ccache_set_default
00007ff812e036d3 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff812e02ba1 (__TEXT,__text) non-external _ccache_set_principal
00007ff812e02cb1 (__TEXT,__text) non-external _ccache_store_credentials
00007ff812e0348f (__TEXT,__text) non-external _ccache_unlock
00007ff812e037bd (__TEXT,__text) non-external _ccache_wait_for_change
00007ff812e037c8 (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff8418218f0 (__DATA_CONST,__const) non-external _conf_no
00007ff8418218b0 (__DATA_CONST,__const) non-external _conf_yes
00007ff84381b480 (__DATA,__bss) non-external _context_change_time
00007ff812e02828 (__TEXT,__text) non-external _context_compare
00007ff812e023af (__TEXT,__text) non-external _context_create_ccache
00007ff812e024ec (__TEXT,__text) non-external _context_create_default_ccache
00007ff812e02654 (__TEXT,__text) non-external _context_create_new_ccache
00007ff812e02125 (__TEXT,__text) non-external _context_get_change_time
00007ff812e02162 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff812e02818 (__TEXT,__text) non-external _context_lock
00007ff812e02796 (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff812e021e9 (__TEXT,__text) non-external _context_open_ccache
00007ff812e022e1 (__TEXT,__text) non-external _context_open_default_ccache
00007ff812e020f0 (__TEXT,__text) non-external _context_release
00007ff812e02820 (__TEXT,__text) non-external _context_unlock
00007ff812e02849 (__TEXT,__text) non-external _context_wait_for_change
00007ff812e020ac (__TEXT,__text) non-external _create_ccache
00007ff812e01a12 (__TEXT,__text) non-external _cred_compare
00007ff812e01eb5 (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff84381b1b0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff812e01a23 (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff812e01ec0 (__TEXT,__text) non-external _cred_iter_release
00007ff812e019d3 (__TEXT,__text) non-external _cred_release
00007ff84381b1a0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff812e0a8a6 (__TEXT,__text) external _decomp_ticket
00007ff812e0aad4 (__TEXT,__text) external _dest_all_tkts
00007ff812e0aaab (__TEXT,__text) external _dest_tkt
00007ff812e0404b (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff84381b4b0 (__DATA,__bss) non-external _do_log
00007ff812e08bb8 (__TEXT,__text) non-external _dump_profile
00007ff812e08fec (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff812e08f49 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff812e01042 (__TEXT,__text) external _encode_krb5_as_req
00007ff812e07b3f (__TEXT,__text) non-external _end_list
00007ff812e04850 (__TEXT,__text) external _error_message
00007ff84381b4d0 (__DATA,__bss) non-external _error_message.buffer
00007ff84381b4c0 (__DATA,__bss) non-external _error_message.et_list
00007ff84381b4b8 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff812e06403 (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff84381b8d8 (__DATA,__bss) non-external _g_cc_change_time
00007ff84381b2f0 (__DATA,__data) non-external _g_change_time_mutex
00007ff84381b8d0 (__DATA,__bss) non-external _g_kl_change_time
00007ff812e0a8e5 (__TEXT,__text) external _get_ad_tkt
00007ff812e0a950 (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff84381b0b0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff84381b0d0 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff84381b080 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff84381b060 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff84381b020 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff84381b040 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff84381b000 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
                 (indirect) external _gss_create_empty_oid_set (for _gss_create_empty_oid_set)
                 (undefined) external _gss_delete_sec_context (from GSS)
                 (indirect) external _gss_delete_sec_context (for _gss_delete_sec_context)
                 (undefined) external _gss_display_name (from GSS)
                 (indirect) external _gss_display_name (for _gss_display_name)
