00007ff80b4cdf18 (__TEXT,__text) external _CCAESCmac
00007ff80b4d2aa3 (__TEXT,__text) non-external _CCDigestGetDigestInfo.cold.2
00007ff80b4d2b2d (__TEXT,__text) non-external _CCDigestGetDigestInfo.cold.3
00007ff80b4cef03 (__TEXT,__text) external _CCDigestGetOutputSize
00007ff80b4cef5f (__TEXT,__text) external _CCDigestGetOutputSizeFromRef
00007ff80b4cacbc (__TEXT,__text) external _CCDigestInit
00007ff80b4cef86 (__TEXT,__text) external _CCDigestOID
00007ff80b4cef93 (__TEXT,__text) external _CCDigestOIDLen
00007ff80b4cad05 (__TEXT,__text) external _CCDigestOutputSize
00007ff80b4cefff (__TEXT,__text) external _CCDigestReset
00007ff80b4cad23 (__TEXT,__text) external _CCDigestUpdate
00007ff80b4d0010 (__TEXT,__text) external _CCECCryptorBlind
00007ff80b4cffe2 (__TEXT,__text) external _CCECCryptorBlindingKeysRelease
00007ff80b4cfd2f (__TEXT,__text) external _CCECCryptorComputeSharedSecret
00007ff80b4cf89a (__TEXT,__text) external _CCECCryptorCreateFromData
00007ff80b4cfb8d (__TEXT,__text) external _CCECCryptorExportKey
00007ff80b4cfb6b (__TEXT,__text) external _CCECCryptorExportPublicKey
00007ff80b4cff43 (__TEXT,__text) external _CCECCryptorGenerateBlindingKeys
00007ff80b4cf530 (__TEXT,__text) external _CCECCryptorGeneratePair
00007ff80b4cf857 (__TEXT,__text) external _CCECCryptorGetKeyComponents
00007ff80b4cf6ad (__TEXT,__text) external _CCECCryptorGetPublicKeyFromPrivateKey
00007ff80b4cfe9e (__TEXT,__text) external _CCECCryptorH2C
00007ff80b4cf977 (__TEXT,__text) external _CCECCryptorImportKey
00007ff80b4cf960 (__TEXT,__text) external _CCECCryptorImportPublicKey
00007ff80b4cf956 (__TEXT,__text) external _CCECCryptorRelease
00007ff80b4cfc48 (__TEXT,__text) external _CCECCryptorSignHash
00007ff80b4cfd8a (__TEXT,__text) external _CCECCryptorTwinDiversifyEntropySize
00007ff80b4cfd9e (__TEXT,__text) external _CCECCryptorTwinDiversifyKey
00007ff80b4d0068 (__TEXT,__text) external _CCECCryptorUnblind
00007ff80b4cfd24 (__TEXT,__text) external _CCECCryptorUnwrapKey
00007ff80b4cfcb5 (__TEXT,__text) external _CCECCryptorVerifyHash
00007ff80b4cfd19 (__TEXT,__text) external _CCECCryptorWrapKey
00007ff80b4cf942 (__TEXT,__text) external _CCECGetKeySize
00007ff80b4cf923 (__TEXT,__text) external _CCECGetKeyType
00007ff80b4cd56f (__TEXT,__text) external _CCHKDFExpand
00007ff80b4cd4f0 (__TEXT,__text) external _CCHKDFExtract
00007ff80b4c971c (__TEXT,__text) external _CCHmac
00007ff80b4d053b (__TEXT,__text) external _CCHmacClone
00007ff80b4d0484 (__TEXT,__text) external _CCHmacCreate
00007ff80b4d044a (__TEXT,__text) external _CCHmacDestroy
00007ff80b4ccc36 (__TEXT,__text) external _CCHmacFinal
00007ff80b4ccbc0 (__TEXT,__text) external _CCHmacInit
00007ff80b4d04f4 (__TEXT,__text) external _CCHmacOneShot
00007ff80b4d047a (__TEXT,__text) external _CCHmacOutputSize
00007ff80b4d046e (__TEXT,__text) external _CCHmacOutputSizeFromRef
00007ff80b4ccc1f (__TEXT,__text) external _CCHmacUpdate
00007ff80b4cd158 (__TEXT,__text) external _CCKDFParametersCreateAnsiX963
00007ff80b4cd016 (__TEXT,__text) external _CCKDFParametersCreateCtrHmac
00007ff80b4cd08c (__TEXT,__text) external _CCKDFParametersCreateCtrHmacFixed
00007ff80b4cd0e2 (__TEXT,__text) external _CCKDFParametersCreateHkdf
00007ff80b4ccfb8 (__TEXT,__text) external _CCKDFParametersCreatePbkdf2
00007ff80b4cd1ae (__TEXT,__text) external _CCKDFParametersDestroy
00007ff80b4cd1d2 (__TEXT,__text) external _CCKeyDerivationHMac
00007ff80b4cccd2 (__TEXT,__text) external _CCKeyDerivationPBKDF
00007ff80b4d1083 (__TEXT,__text) external _CCRSACryptorCreateFromData
00007ff80b4d0aec (__TEXT,__text) external _CCRSACryptorCreatePublicKeyFromPrivateKey
00007ff80b4d0f39 (__TEXT,__text) external _CCRSACryptorCrypt
00007ff80b4d0e8b (__TEXT,__text) external _CCRSACryptorDecrypt
00007ff80b4d0dbb (__TEXT,__text) external _CCRSACryptorEncrypt
00007ff80b4d0d08 (__TEXT,__text) external _CCRSACryptorExport
00007ff80b4d0959 (__TEXT,__text) external _CCRSACryptorGeneratePair
00007ff80b4d0ba3 (__TEXT,__text) external _CCRSACryptorGetPublicKeyFromPrivateKey
00007ff80b4d0bdf (__TEXT,__text) external _CCRSACryptorImport
00007ff80b4d125c (__TEXT,__text) external _CCRSACryptorRecoverPrivateKey
00007ff80b4d0b99 (__TEXT,__text) external _CCRSACryptorRelease
00007ff80b4d160c (__TEXT,__text) external _CCRSACryptorSign
00007ff80b4d1735 (__TEXT,__text) external _CCRSACryptorVerify
00007ff80b4d1487 (__TEXT,__text) external _CCRSAGetCRTComponents
00007ff80b4d13a3 (__TEXT,__text) external _CCRSAGetCRTComponentsSizes
00007ff80b4d1357 (__TEXT,__text) external _CCRSAGetKeyComponents
00007ff80b4d0bcc (__TEXT,__text) external _CCRSAGetKeySize
00007ff80b4d0bad (__TEXT,__text) external _CCRSAGetKeyType
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libcorecrypto)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libcorecrypto)
00007ff80b4cabf8 (__TEXT,__text) external _CCRandomCopyBytes
00007ff80b4cac08 (__TEXT,__text) external _CCRandomGenerateBytes
00007ff80b4d091e (__TEXT,__text) external _CCRandomUniform
00007ff80b4d1984 (__TEXT,__text) external _CCSymmetricKeyUnwrap
00007ff80b4d1840 (__TEXT,__text) external _CCSymmetricKeyWrap
00007ff80b4d1b84 (__TEXT,__text) external _CCSymmetricUnwrappedSize
00007ff80b4d1b77 (__TEXT,__text) external _CCSymmetricWrappedSize
00007ff80b4ccc64 (__TEXT,__text) external _CC_MD2
00007ff80b4cf292 (__TEXT,__text) external _CC_MD2_Final
00007ff80b4cf0f2 (__TEXT,__text) external _CC_MD2_Init
00007ff80b4cf19f (__TEXT,__text) external _CC_MD2_Update
00007ff80b4cf020 (__TEXT,__text) external _CC_MD4
00007ff80b4ccaad (__TEXT,__text) external _CC_MD4_Final
00007ff80b4cc8d4 (__TEXT,__text) external _CC_MD4_Init
00007ff80b4cc992 (__TEXT,__text) external _CC_MD4_Update
00007ff80b4c96ec (__TEXT,__text) external _CC_MD5
00007ff80b4c9539 (__TEXT,__text) external _CC_MD5_Final
00007ff80b4c8f60 (__TEXT,__text) external _CC_MD5_Init
00007ff80b4c941e (__TEXT,__text) external _CC_MD5_Update
00007ff80b4c9658 (__TEXT,__text) external _CC_SHA1
00007ff80b4c9bf5 (__TEXT,__text) external _CC_SHA1_Final
00007ff80b4c9a1c (__TEXT,__text) external _CC_SHA1_Init
00007ff80b4c9ada (__TEXT,__text) external _CC_SHA1_Update
00007ff80b4cf058 (__TEXT,__text) external _CC_SHA224
00007ff80b4cf3fb (__TEXT,__text) external _CC_SHA224_Final
00007ff80b4cf38b (__TEXT,__text) external _CC_SHA224_Init
00007ff80b4cf3eb (__TEXT,__text) external _CC_SHA224_Update
00007ff80b4c9d08 (__TEXT,__text) external _CC_SHA256
00007ff80b4c990d (__TEXT,__text) external _CC_SHA256_Final
00007ff80b4c9795 (__TEXT,__text) external _CC_SHA256_Init
00007ff80b4c97f5 (__TEXT,__text) external _CC_SHA256_Update
00007ff80b4cf088 (__TEXT,__text) external _CC_SHA384
00007ff80b4cf4c5 (__TEXT,__text) external _CC_SHA384_Final
00007ff80b4cf456 (__TEXT,__text) external _CC_SHA384_Init
00007ff80b4cf4b5 (__TEXT,__text) external _CC_SHA384_Update
00007ff80b4cf0b8 (__TEXT,__text) external _CC_SHA512
00007ff80b4cb8ee (__TEXT,__text) external _CC_SHA512_Final
00007ff80b4cb826 (__TEXT,__text) external _CC_SHA512_Init
00007ff80b4cb886 (__TEXT,__text) external _CC_SHA512_Update
00007ff8422cc430 (__DATA,__const) external _CCrfc3394_iv
00007ff80b4d3920 (__TEXT,__const) external _CCrfc3394_ivLen
00007ff80b4cbc30 (__TEXT,__text) non-external (was a private external) _CNBufferCreate
00007ff80b4d29fe (__TEXT,__text) non-external (was a private external) _CNBufferEmpty
00007ff80b4cc1ba (__TEXT,__text) non-external (was a private external) _CNBufferFlushData
00007ff80b4cbcf9 (__TEXT,__text) non-external (was a private external) _CNBufferProcessData
00007ff80b4cc297 (__TEXT,__text) non-external (was a private external) _CNBufferRelease
00007ff80b4cc327 (__TEXT,__text) external _CNCRC
00007ff80b4d230e (__TEXT,__text) external _CNCRCDumpTable
00007ff80b4d22c3 (__TEXT,__text) external _CNCRCFinal
00007ff80b4d21da (__TEXT,__text) external _CNCRCInit
00007ff80b4d2265 (__TEXT,__text) external _CNCRCRelease
00007ff80b4d2272 (__TEXT,__text) external _CNCRCUpdate
00007ff80b4d2360 (__TEXT,__text) external _CNCRCWeakTest
00007ff80b4cb96b (__TEXT,__text) external _CNEncode
00007ff80b4d28f7 (__TEXT,__text) external _CNEncoderBlocksize
00007ff80b4d2993 (__TEXT,__text) external _CNEncoderBlocksizeFromRef
00007ff80b4cba14 (__TEXT,__text) external _CNEncoderCreate
00007ff80b4d2d5e (__TEXT,__text) non-external _CNEncoderCreate.cold.1
00007ff80b4d2de8 (__TEXT,__text) non-external _CNEncoderCreate.cold.2
00007ff80b4d2e72 (__TEXT,__text) non-external _CNEncoderCreate.cold.3
00007ff80b4d23c6 (__TEXT,__text) external _CNEncoderCreateCustom
00007ff80b4cc0c3 (__TEXT,__text) external _CNEncoderFinal
00007ff80b4d25e3 (__TEXT,__text) external _CNEncoderGetOutputLength
00007ff80b4d26d9 (__TEXT,__text) external _CNEncoderGetOutputLengthFromEncoding
00007ff80b4cc22d (__TEXT,__text) external _CNEncoderRelease
00007ff80b4cbc7c (__TEXT,__text) external _CNEncoderUpdate
00007ff80b4cf0e8 (__TEXT,__text) external _MD5Final
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff80b4c93f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff80b4ce6d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
                 (undefined) external ___memcpy_chk (from libsystem_c)
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external __os_alloc_once (from libsystem_platform)
                 (undefined) external __os_alloc_once_table (from libsystem_kernel)
                 (undefined) external __os_crash (from libsystem_c)
                 (undefined) external __os_log_default (from libsystem_trace)
                 (undefined) external __os_log_fault_impl (from libsystem_trace)
00007ff8422cbd80 (__DATA,__const) non-external (was a private external) _adler32
00007ff80b4ccdcc (__TEXT,__text) non-external _adler32_final
00007ff80b4ccd6d (__TEXT,__text) non-external _adler32_implementation
00007ff80b4ccdd5 (__TEXT,__text) non-external _adler32_oneshot
00007ff80b4cce34 (__TEXT,__text) non-external _adler32_setup
00007ff80b4cab3b (__TEXT,__text) non-external _ccClearCryptor
00007ff80b4cac57 (__TEXT,__text) external _ccDRBGGetRngState
00007ff80b4ccca8 (__TEXT,__text) external _ccDevRandomGetRngState
00007ff80b4cf7dd (__TEXT,__text) non-external _ccECCryptorFree
00007ff80b4cf71d (__TEXT,__text) non-external _ccECpairwiseConsistencyCheck
00007ff80b4cf605 (__TEXT,__text) non-external _ccMallocECCryptor
00007ff80b4d0a8c (__TEXT,__text) non-external _ccMallocRSACryptor
00007ff80b4d0b45 (__TEXT,__text) non-external _ccRSACryptorClear
00007ff80b4d3910 (__TEXT,__const) non-external _ccRandomDefaultStruct
00007ff80b4cb246 (__TEXT,__text) non-external _ccSimpleUpdate
00007ff80b4cde9f (__TEXT,__text) non-external _cc_alloc
                 (undefined) external _cc_clear (from libcorecrypto)
                 (undefined) external _cc_cmp_safe (from libcorecrypto)
00007ff80b4cdef6 (__TEXT,__text) non-external _cc_free
00007ff80b4d1ba8 (__TEXT,__text) non-external _cc_rc4_crypt_mode
00007ff80b4cdeac (__TEXT,__text) non-external _cc_realloc
                 (undefined) external _ccaes_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ccm_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ccm_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_xts_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccaes_xts_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccansikdf_x963 (from libcorecrypto)
                 (undefined) external _ccblowfish_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccblowfish_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _cccast_ofb_crypt_mode (from libcorecrypto)
00007ff80b4d1c06 (__TEXT,__text) non-external _cccbc_getiv
00007ff8422cc880 (__DATA,__const) non-external (was a private external) _cccbc_mode
00007ff80b4cb31e (__TEXT,__text) non-external _cccbc_mode_crypt
00007ff80b4cb1a1 (__TEXT,__text) non-external _cccbc_mode_get_block_size
00007ff80b4cae24 (__TEXT,__text) non-external _cccbc_mode_get_ctx_size
00007ff80b4cae3b (__TEXT,__text) non-external _cccbc_mode_setup
00007ff80b4cb4a9 (__TEXT,__text) non-external _cccbc_setiv
                 (undefined) external _ccccm_cbcmac (from libcorecrypto)
00007ff8422ccab0 (__DATA,__const) non-external (was a private external) _ccccm_mode
00007ff80b4d1f9b (__TEXT,__text) non-external _ccccm_mode_crypt
00007ff80b4d1fc1 (__TEXT,__text) non-external _ccccm_mode_done
00007ff80b4d1f60 (__TEXT,__text) non-external _ccccm_mode_get_block_size
00007ff80b4d1f52 (__TEXT,__text) non-external _ccccm_mode_get_ctx_size
00007ff80b4d1f6a (__TEXT,__text) non-external _ccccm_mode_setup
                 (undefined) external _ccccm_set_iv (from libcorecrypto)
00007ff8422cc920 (__DATA,__const) non-external (was a private external) _cccfb8_mode
00007ff80b4d1cae (__TEXT,__text) non-external _cccfb8_mode_crypt
00007ff80b4d1c89 (__TEXT,__text) non-external _cccfb8_mode_get_block_size
00007ff80b4d1c80 (__TEXT,__text) non-external _cccfb8_mode_get_ctx_size
00007ff80b4d1c93 (__TEXT,__text) non-external _cccfb8_mode_setup
00007ff8422cc8d0 (__DATA,__const) non-external (was a private external) _cccfb_mode
00007ff80b4d1c5c (__TEXT,__text) non-external _cccfb_mode_crypt
00007ff80b4d1c37 (__TEXT,__text) non-external _cccfb_mode_get_block_size
00007ff80b4d1c2e (__TEXT,__text) non-external _cccfb_mode_get_ctx_size
00007ff80b4d1c41 (__TEXT,__text) non-external _cccfb_mode_setup
                 (undefined) external _ccchacha20 (from libcorecrypto)
                 (undefined) external _ccchacha20poly1305_decrypt_oneshot (from libcorecrypto)
                 (undefined) external _ccchacha20poly1305_encrypt_oneshot (from libcorecrypto)
                 (undefined) external _ccchacha20poly1305_info (from libcorecrypto)
                 (undefined) external _ccckg_contributor_commit (from libcorecrypto)
                 (undefined) external _ccckg_contributor_finish (from libcorecrypto)
                 (undefined) external _ccckg_init (from libcorecrypto)
                 (undefined) external _ccckg_owner_finish (from libcorecrypto)
                 (undefined) external _ccckg_owner_generate_share (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_commitment (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_ctx (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_opening (from libcorecrypto)
                 (undefined) external _ccckg_sizeof_share (from libcorecrypto)
                 (undefined) external _cccmac_final_generate (from libcorecrypto)
                 (undefined) external _cccmac_init (from libcorecrypto)
                 (undefined) external _cccmac_one_shot_generate (from libcorecrypto)
                 (undefined) external _cccmac_update (from libcorecrypto)
00007ff8422cc3c0 (__DATA,__const) non-external (was a private external) _ccconversionTable
00007ff8422cc970 (__DATA,__const) non-external (was a private external) _ccctr_mode
00007ff80b4d1d00 (__TEXT,__text) non-external _ccctr_mode_crypt
00007ff80b4d1cdb (__TEXT,__text) non-external _ccctr_mode_get_block_size
00007ff80b4d1cd2 (__TEXT,__text) non-external _ccctr_mode_get_ctx_size
00007ff80b4d1ce5 (__TEXT,__text) non-external _ccctr_mode_setup
00007ff80b4d1d24 (__TEXT,__text) non-external _ccctr_setiv
00007ff80b4d20d8 (__TEXT,__text) non-external _cccts3_decrypt_pad
00007ff80b4d20a8 (__TEXT,__text) non-external _cccts3_encrypt_pad
00007ff8422ccb40 (__DATA,__const) non-external (was a private external) _cccts3_pad
00007ff80b4d2108 (__TEXT,__text) non-external _cccts3_padlen
00007ff80b4d217c (__TEXT,__text) non-external _cccts3_reserve
                 (undefined) external _ccder_decode_rsa_priv (from libcorecrypto)
                 (undefined) external _ccder_decode_rsa_priv_n (from libcorecrypto)
                 (undefined) external _ccder_decode_rsa_pub_n (from libcorecrypto)
                 (undefined) external _ccder_decode_rsa_pub_x509_n (from libcorecrypto)
                 (undefined) external _ccder_encode_rsa_priv (from libcorecrypto)
                 (undefined) external _ccder_encode_rsa_priv_size (from libcorecrypto)
                 (undefined) external _ccder_encode_rsa_pub_size (from libcorecrypto)
                 (undefined) external _ccdes3_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb8_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_cfb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ctr_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ecb_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes3_ofb_crypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_cksum (from libcorecrypto)
                 (undefined) external _ccdes_cbc_decrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cbc_encrypt_mode (from libcorecrypto)
                 (undefined) external _ccdes_cfb8_decrypt_mode (from libcorecrypto)
