                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff811ca0bcd (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff811ca0f91 (__TEXT,__text) external _KClientProtectIntegrity
00007ff811ca0dc3 (__TEXT,__text) external _KClientProtectIntegrityCompat
00007ff811ca0e7e (__TEXT,__text) external _KClientSetClientPrincipal
00007ff811ca0ee1 (__TEXT,__text) external _KClientSetKeyFile
00007ff811ca0eaa (__TEXT,__text) external _KClientSetLocalAddress
00007ff811ca0c04 (__TEXT,__text) external _KClientSetLocalRealmDeprecated
00007ff811ca0c72 (__TEXT,__text) external _KClientSetNthServerPortDeprecated
00007ff811ca0ec0 (__TEXT,__text) external _KClientSetRemoteAddress
00007ff811ca0e94 (__TEXT,__text) external _KClientSetServerPrincipal
00007ff811ca0d97 (__TEXT,__text) external _KClientStatusCompat
00007ff811ca0fb2 (__TEXT,__text) external _KClientV4StringToPrincipal
00007ff811ca0f5a (__TEXT,__text) external _KClientVerifyAuthenticator
00007ff811ca0f44 (__TEXT,__text) external _KClientVerifyEncryptedServiceReply
00007ff811ca0f9c (__TEXT,__text) external _KClientVerifyIntegrity
00007ff811ca0dce (__TEXT,__text) external _KClientVerifyIntegrityCompat
00007ff811ca0f4f (__TEXT,__text) external _KClientVerifyProtectedServiceReply
00007ff811ca0e31 (__TEXT,__text) external _KClientVerifyReplyTicketCompat
00007ff811ca0e3c (__TEXT,__text) external _KClientVerifyUnencryptedReplyTicketCompat
00007ff811ca0d3f (__TEXT,__text) external _KClientVersionCompat
00007ff811c9b8b7 (__TEXT,__text) external _KLAcquireInitialTickets
00007ff811c9ba13 (__TEXT,__text) external _KLAcquireInitialTicketsWithPassword
00007ff811c9c14b (__TEXT,__text) external _KLAcquireNewInitialTicketCredentialsWithPassword
00007ff811c9b989 (__TEXT,__text) external _KLAcquireNewInitialTickets
00007ff811c9c171 (__TEXT,__text) external _KLAcquireNewInitialTicketsWithKeytab
00007ff811c9bacb (__TEXT,__text) external _KLAcquireNewInitialTicketsWithPassword
00007ff811c9b934 (__TEXT,__text) external _KLAcquireNewTickets
00007ff811c9ba86 (__TEXT,__text) external _KLAcquireNewTicketsWithPassword
00007ff811c9b875 (__TEXT,__text) external _KLAcquireTickets
00007ff811c9b9ce (__TEXT,__text) external _KLAcquireTicketsWithPassword
00007ff811c9bc34 (__TEXT,__text) external _KLCacheHasValidTickets
00007ff811c9c8e3 (__TEXT,__text) external _KLCancelAllDialogs
00007ff811c9c140 (__TEXT,__text) external _KLChangePassword
00007ff811c9c8eb (__TEXT,__text) external _KLChangePasswordWithPasswords
00007ff811c9cd09 (__TEXT,__text) external _KLComparePrincipal
00007ff811c9c9e3 (__TEXT,__text) external _KLCountKerberosRealms
00007ff811c9cd9e (__TEXT,__text) external _KLCreateLoginOptions
00007ff811c9cad6 (__TEXT,__text) external _KLCreatePrincipalFromKerberos5Principal
00007ff811c9cb05 (__TEXT,__text) external _KLCreatePrincipalFromPrincipal
00007ff811c9ca4e (__TEXT,__text) external _KLCreatePrincipalFromString
00007ff811c9ca11 (__TEXT,__text) external _KLCreatePrincipalFromTriplet
00007ff811c9c102 (__TEXT,__text) external _KLDestroyTickets
00007ff811c9cf50 (__TEXT,__text) external _KLDisposeLoginOptions
00007ff811c9cd62 (__TEXT,__text) external _KLDisposePrincipal
00007ff811c9cf9d (__TEXT,__text) external _KLDisposeString
00007ff811c9c91c (__TEXT,__text) external _KLFindKerberosRealmByName
00007ff811c9bc29 (__TEXT,__text) external _KLGetApplicationOptions
00007ff811c9c906 (__TEXT,__text) external _KLGetDefaultLoginOption
00007ff811c9cc81 (__TEXT,__text) external _KLGetDisplayStringFromPrincipal
00007ff811c9c85c (__TEXT,__text) external _KLGetErrorString
00007ff811c9c8fe (__TEXT,__text) external _KLGetIdleCallback
00007ff811c9c9ee (__TEXT,__text) external _KLGetKerberosDefaultRealm
00007ff811c9c982 (__TEXT,__text) external _KLGetKerberosDefaultRealmByName
00007ff811c9c9b6 (__TEXT,__text) external _KLGetKerberosRealm
00007ff811c9cbf9 (__TEXT,__text) external _KLGetStringFromPrincipal
00007ff811c9cb34 (__TEXT,__text) external _KLGetTripletFromPrincipal
00007ff811c9c854 (__TEXT,__text) external _KLHandleError
00007ff811c9c9d3 (__TEXT,__text) external _KLInsertKerberosRealm
00007ff811c9c42d (__TEXT,__text) external _KLLastChangedTime
00007ff811c9ced3 (__TEXT,__text) external _KLLoginOptionsSetAddressless
00007ff811c9ce3d (__TEXT,__text) external _KLLoginOptionsSetForwardable
00007ff811c9ce6f (__TEXT,__text) external _KLLoginOptionsSetProxiable
00007ff811c9cea1 (__TEXT,__text) external _KLLoginOptionsSetRenewableLifetime
00007ff811c9cf0d (__TEXT,__text) external _KLLoginOptionsSetServiceName
00007ff811c9ce0b (__TEXT,__text) external _KLLoginOptionsSetTicketLifetime
00007ff811c9cef0 (__TEXT,__text) external _KLLoginOptionsSetTicketStartTime
00007ff811c9c9db (__TEXT,__text) external _KLRemoveAllKerberosRealms
00007ff811c9c9cb (__TEXT,__text) external _KLRemoveKerberosRealm
00007ff811c9c17c (__TEXT,__text) external _KLRenewInitialTickets
00007ff811c9bc21 (__TEXT,__text) external _KLSetApplicationOptions
00007ff811c9c911 (__TEXT,__text) external _KLSetDefaultLoginOption
00007ff811c9c8f6 (__TEXT,__text) external _KLSetIdleCallback
00007ff811c9ca01 (__TEXT,__text) external _KLSetKerberosDefaultRealm
00007ff811c9ca09 (__TEXT,__text) external _KLSetKerberosDefaultRealmByName
00007ff811c9c9c3 (__TEXT,__text) external _KLSetKerberosRealm
00007ff811c9c7be (__TEXT,__text) external _KLSetSystemDefaultCache
00007ff811c9c156 (__TEXT,__text) external _KLStoreNewInitialTicketCredentials
00007ff811c9c711 (__TEXT,__text) external _KLTicketExpirationTime
00007ff811c9c664 (__TEXT,__text) external _KLTicketStartTime
00007ff811c9c425 (__TEXT,__text) external _KLValidateInitialTickets
00007ff811c9c169 (__TEXT,__text) external _KLVerifyInitialTicketCredentials
00007ff811c9c161 (__TEXT,__text) external _KLVerifyInitialTickets
00007ff811ca08da (__TEXT,__text) external _KPCreatePreferencesFile
00007ff811ca08be (__TEXT,__text) external _KPFreeListOfPreferencesFiles
00007ff811ca08b3 (__TEXT,__text) external _KPGetListOfPreferencesFiles
00007ff811ca08a8 (__TEXT,__text) external _KPInitializeWithDefaultKerberosLibraryPreferences
00007ff811ca08c4 (__TEXT,__text) external _KPPreferencesFileIsReadable
00007ff811ca08cf (__TEXT,__text) external _KPPreferencesFileIsWritable
00007ff811ca0dfa (__TEXT,__text) external _KServerAddKeyCompat
00007ff811ca0e05 (__TEXT,__text) external _KServerGetKeyCompat
00007ff811ca0def (__TEXT,__text) external _KServerGetReplyTicketCompat
00007ff811ca0e10 (__TEXT,__text) external _KServerGetSessionTimeRemainingCompat
00007ff811ca0dd9 (__TEXT,__text) external _KServerNewSessionCompat
00007ff811ca0de4 (__TEXT,__text) external _KServerVerifyTicketCompat
00007ff811c9f7bc (__TEXT,__text) non-external _MYstrdup
                 (undefined) external __DefaultRuneLocale (from libSystem)
00007ff84272d2b0 (__DATA,__bss) non-external __DeprecatedFunctionStringReturn.string
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff811c9cfd3 (__TEXT,__text) external ___KLAllowAutomaticPrompting
00007ff811c9cfc0 (__TEXT,__text) external ___KLAllowHomeDirectoryAccess
00007ff811c9cfee (__TEXT,__text) external ___KLAllowRememberPassword
00007ff811c9d052 (__TEXT,__text) external ___KLCreatePrincipalFromKerberos5Principal
00007ff811c9cff6 (__TEXT,__text) external ___KLCreatePrincipalFromTriplet
00007ff811c9d081 (__TEXT,__text) external ___KLGetKerberos5PrincipalFromPrincipal
00007ff811c9d094 (__TEXT,__text) external ___KLGetKeychainPasswordForPrincipal
00007ff811c9d024 (__TEXT,__text) external ___KLGetTripletFromPrincipal
00007ff811c9d0af (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetKerberos5Options
00007ff811c9d0bf (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetServiceName
00007ff811c9d0b7 (__TEXT,__text) non-external (was a private external) ___KLLoginOptionsGetStartTime
00007ff811c9d08c (__TEXT,__text) external ___KLPrincipalIsTicketGrantingService
00007ff811c9d09f (__TEXT,__text) external ___KLPrincipalSetKeychainPassword
00007ff811c9cfe3 (__TEXT,__text) external ___KLPromptMechanism
00007ff811c9d0a7 (__TEXT,__text) external ___KLRemoveKeychainPasswordForPrincipal
00007ff811c9cfaa (__TEXT,__text) external ___KLSetApplicationPrompter
00007ff811c9cfcb (__TEXT,__text) external ___KLSetAutomaticPrompting
00007ff811c9cfb2 (__TEXT,__text) external ___KLSetHomeDirectoryAccess
00007ff811c9cfdb (__TEXT,__text) external ___KLSetPromptMechanism
00007ff811c9b25b (__TEXT,__text) external ___KerberosDebugLogLevel
00007ff811c9b263 (__TEXT,__text) external ___KerberosDebugPrint
00007ff811c9b26f (__TEXT,__text) external ___KerberosDebugPrintMemory
00007ff811c9b275 (__TEXT,__text) external ___KerberosDebugPrintSession
00007ff811c9b269 (__TEXT,__text) external ___KerberosDebugVAPrint
00007ff84272cce8 (__DATA,__data) external ___KerberosInternal_krb5_defkeyname
00007ff811c97b2f (__TEXT,__text) external ___KerberosInternal_krb5int_sendtokdc_debug_handler
                 (undefined) external ___assert_rtn (from libSystem)
00007ff84272c7c8 (__DATA,__const) non-external ___block_descriptor_tmp
00007ff84272c848 (__DATA,__const) non-external ___block_descriptor_tmp.11
00007ff84272c808 (__DATA,__const) non-external ___block_descriptor_tmp.6
00007ff84272c7e8 (__DATA,__const) non-external ___block_literal_global
00007ff84272c868 (__DATA,__const) non-external ___block_literal_global.12
00007ff84272c828 (__DATA,__const) non-external ___block_literal_global.7
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___error (from libSystem)
00007ff811c9a9d9 (__TEXT,__text) non-external ___error_message_block_invoke
00007ff811c96ffc (__TEXT,__text) non-external ___init_log_block_invoke
                 (undefined) external ___maskrune (from libSystem)
00007ff811c9a14a (__TEXT,__text) non-external ___mshim_ctx_block_invoke
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff811c9bd4d (__TEXT,__text) non-external _acquireticket_ui
00007ff811c9f089 (__TEXT,__text) non-external _add_data_to_buffer
00007ff811c9712b (__TEXT,__text) external _add_error_table
00007ff811c9db79 (__TEXT,__text) non-external _add_to_list
00007ff811ca2473 (__TEXT,__text) external _apple_gss_krb5_export_authdata_if_relevant_context
00007ff811ca2559 (__TEXT,__text) external _apple_gss_krb5_free_authdata_if_relevant
                 (undefined) external _asprintf (from libSystem)
                 (undefined) external _calloc (from libSystem)
00007ff811c97133 (__TEXT,__text) external _cc_close
00007ff811c9713b (__TEXT,__text) external _cc_create
00007ff811c97143 (__TEXT,__text) external _cc_destroy
00007ff811c9714b (__TEXT,__text) external _cc_free_NC_info
00007ff811c97153 (__TEXT,__text) external _cc_free_creds
00007ff811c9715b (__TEXT,__text) external _cc_free_name
00007ff811c97163 (__TEXT,__text) external _cc_free_principal
00007ff84272cbc8 (__DATA,__data) non-external (was a private external) _cc_functions
00007ff811c9716b (__TEXT,__text) external _cc_get_NC_info
00007ff811c97173 (__TEXT,__text) external _cc_get_change_time
00007ff811c9717b (__TEXT,__text) external _cc_get_cred_version
00007ff811c97183 (__TEXT,__text) external _cc_get_name
00007ff811c9718b (__TEXT,__text) external _cc_get_principal
00007ff811c989c1 (__TEXT,__text) external _cc_initialize
00007ff811c9997f (__TEXT,__text) non-external _cc_iterator_clone
00007ff811c980c9 (__TEXT,__text) non-external (was a private external) _cc_iterator_next
00007ff811c9993f (__TEXT,__text) non-external _cc_iterator_release
00007ff811c97193 (__TEXT,__text) external _cc_open
00007ff811c9719b (__TEXT,__text) external _cc_remove_cred
00007ff811c971a3 (__TEXT,__text) external _cc_seq_fetch_NCs_begin
00007ff811c971ab (__TEXT,__text) external _cc_seq_fetch_NCs_end
00007ff811c971b3 (__TEXT,__text) external _cc_seq_fetch_NCs_next
00007ff811c971bb (__TEXT,__text) external _cc_seq_fetch_creds_begin
00007ff811c971c3 (__TEXT,__text) external _cc_seq_fetch_creds_end
00007ff811c971cb (__TEXT,__text) external _cc_seq_fetch_creds_next
00007ff811c971d3 (__TEXT,__text) external _cc_set_principal
00007ff811c971db (__TEXT,__text) external _cc_shutdown
00007ff811c971e3 (__TEXT,__text) external _cc_store
00007ff811c99893 (__TEXT,__text) non-external _ccache_clear_kdc_time_offset
00007ff811c9967c (__TEXT,__text) non-external _ccache_compare
00007ff811c98a65 (__TEXT,__text) non-external _ccache_destroy
00007ff84272cc30 (__DATA,__data) non-external _ccache_functions
00007ff811c99635 (__TEXT,__text) non-external _ccache_get_change_time
00007ff811c98b3e (__TEXT,__text) non-external _ccache_get_credentials_version
00007ff811c99755 (__TEXT,__text) non-external _ccache_get_kdc_time_offset
00007ff811c995e1 (__TEXT,__text) non-external _ccache_get_last_default_time
00007ff811c98b57 (__TEXT,__text) non-external _ccache_get_name
00007ff811c98be6 (__TEXT,__text) non-external _ccache_get_principal
00007ff84272ccd0 (__DATA,__data) non-external _ccache_iterator_functions
00007ff811c995a7 (__TEXT,__text) non-external _ccache_lock
00007ff811c994f5 (__TEXT,__text) non-external _ccache_move
00007ff811c99435 (__TEXT,__text) non-external _ccache_new_credentials_iterator
00007ff811c98082 (__TEXT,__text) non-external (was a private external) _ccache_release
00007ff811c99260 (__TEXT,__text) non-external _ccache_remove_credentials
00007ff811c98ac7 (__TEXT,__text) non-external _ccache_set_default
00007ff811c99808 (__TEXT,__text) non-external _ccache_set_kdc_time_offset
00007ff811c98d04 (__TEXT,__text) non-external _ccache_set_principal
00007ff811c98e14 (__TEXT,__text) non-external _ccache_store_credentials
00007ff811c995c4 (__TEXT,__text) non-external _ccache_unlock
00007ff811c998f2 (__TEXT,__text) non-external _ccache_wait_for_change
00007ff811c998fd (__TEXT,__text) non-external _check_exists
                 (undefined) external _com_err (from Heimdal)
                 (indirect) external _com_err (for _com_err)
                 (undefined) external _com_err_va (from Heimdal)
                 (indirect) external _com_err_va (for _com_err_va)
00007ff84272c8f0 (__DATA,__const) non-external _conf_no
00007ff84272c8b0 (__DATA,__const) non-external _conf_yes
00007ff84272c9d0 (__DATA,__data) non-external _context_change_time
00007ff811c98995 (__TEXT,__text) non-external _context_compare
00007ff811c98526 (__TEXT,__text) non-external _context_create_ccache
00007ff811c98663 (__TEXT,__text) non-external _context_create_default_ccache
00007ff811c987cb (__TEXT,__text) non-external _context_create_new_ccache
00007ff811c9829c (__TEXT,__text) non-external _context_get_change_time
00007ff811c982d9 (__TEXT,__text) non-external _context_get_default_ccache_name
00007ff811c98985 (__TEXT,__text) non-external _context_lock
00007ff811c9890d (__TEXT,__text) non-external _context_new_ccache_iterator
00007ff811c98360 (__TEXT,__text) non-external _context_open_ccache
00007ff811c98458 (__TEXT,__text) non-external _context_open_default_ccache
00007ff811c98267 (__TEXT,__text) non-external _context_release
00007ff811c9898d (__TEXT,__text) non-external _context_unlock
00007ff811c989b6 (__TEXT,__text) non-external _context_wait_for_change
00007ff811c98223 (__TEXT,__text) non-external _create_ccache
00007ff811c97bbb (__TEXT,__text) non-external _cred_compare
00007ff811c9802c (__TEXT,__text) non-external (was a private external) _cred_iter_clone
00007ff84272cbb0 (__DATA,__data) non-external (was a private external) _cred_iter_functions
00007ff811c97bcc (__TEXT,__text) non-external (was a private external) _cred_iter_next
00007ff811c98037 (__TEXT,__text) non-external _cred_iter_release
00007ff811c97b7c (__TEXT,__text) non-external _cred_release
00007ff84272cba0 (__DATA,__data) non-external (was a private external) _credential_functions
                 (undefined) external _decode_Ticket (from Heimdal)
00007ff811ca08f0 (__TEXT,__text) external _decomp_ticket
00007ff811ca0b1e (__TEXT,__text) external _dest_all_tkts
00007ff811ca0af5 (__TEXT,__text) external _dest_tkt
00007ff811c9a16c (__TEXT,__text) non-external _destroy_ctx
                 (undefined) external _dispatch_once (from libSystem)
00007ff84272ce80 (__DATA,__bss) non-external _do_log
00007ff811c9ec33 (__TEXT,__text) non-external _dump_profile
00007ff811c9f065 (__TEXT,__text) non-external _dump_profile_to_buffer_cb
00007ff811c9efc4 (__TEXT,__text) non-external _dump_profile_to_file_cb
00007ff811c971eb (__TEXT,__text) external _encode_krb5_as_req
00007ff811c9dbea (__TEXT,__text) non-external _end_list
00007ff811c9a96d (__TEXT,__text) external _error_message
00007ff84272cea0 (__DATA,__bss) non-external _error_message.buffer
00007ff84272ce90 (__DATA,__bss) non-external _error_message.et_list
00007ff84272ce88 (__DATA,__bss) non-external _error_message.once
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
00007ff811c9c4cc (__TEXT,__text) non-external _fetch_creds
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _free_Ticket (from Heimdal)
                 (undefined) external _fseek (from libSystem)
00007ff84272d2a8 (__DATA,__bss) non-external _g_cc_change_time
00007ff84272ccf0 (__DATA,__data) non-external _g_change_time_mutex
00007ff84272d2a0 (__DATA,__bss) non-external _g_kl_change_time
00007ff811ca092f (__TEXT,__text) external _get_ad_tkt
00007ff811ca099a (__TEXT,__text) external _get_pw_tkt
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _gss_accept_sec_context (from GSS)
                 (indirect) external _gss_accept_sec_context (for _gss_accept_sec_context)
                 (undefined) external _gss_acquire_cred (from GSS)
                 (indirect) external _gss_acquire_cred (for _gss_acquire_cred)
                 (undefined) external _gss_add_cred (from GSS)
                 (indirect) external _gss_add_cred (for _gss_add_cred)
                 (undefined) external _gss_add_oid_set_member (from GSS)
                 (indirect) external _gss_add_oid_set_member (for _gss_add_oid_set_member)
00007ff84272cab0 (__DATA,__data) non-external _gss_c_nt_anonymous_oid_desc
00007ff84272cad0 (__DATA,__data) non-external _gss_c_nt_export_name_oid_desc
00007ff84272ca80 (__DATA,__data) non-external _gss_c_nt_hostbased_service_oid_desc
00007ff84272ca60 (__DATA,__data) non-external _gss_c_nt_hostbased_service_x_oid_desc
00007ff84272ca20 (__DATA,__data) non-external _gss_c_nt_machine_uid_name_oid_desc
00007ff84272ca40 (__DATA,__data) non-external _gss_c_nt_string_uid_name_oid_desc
00007ff84272ca00 (__DATA,__data) non-external _gss_c_nt_user_name_oid_desc
                 (undefined) external _gss_canonicalize_name (from GSS)
                 (indirect) external _gss_canonicalize_name (for _gss_canonicalize_name)
                 (undefined) external _gss_compare_name (from GSS)
                 (indirect) external _gss_compare_name (for _gss_compare_name)
                 (undefined) external _gss_context_time (from GSS)
                 (indirect) external _gss_context_time (for _gss_context_time)
                 (undefined) external _gss_create_empty_oid_set (from GSS)
