                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
00007ff80cd8062f (__TEXT,__text) external __cg_jcopy_block_row
00007ff80cda1a8a (__TEXT,__text) non-external _access_virt_barray
00007ff80cda191e (__TEXT,__text) non-external _access_virt_sarray
00007ff80cda1554 (__TEXT,__text) non-external _alloc_barray
00007ff80cda065d (__TEXT,__text) non-external _alloc_fs_workspace
00007ff80cda13a7 (__TEXT,__text) non-external _alloc_large
00007ff80cda1489 (__TEXT,__text) non-external _alloc_sarray
00007ff80cda123c (__TEXT,__text) non-external _alloc_small
00007ff80cd7daa4 (__TEXT,__text) non-external _arith_decode
00007ff80cd7c360 (__TEXT,__text) non-external _arith_encode
00007ff80cda3880 (__TEXT,__const) non-external _base_dither_matrix
00007ff80cda37b0 (__TEXT,__const) non-external _bmask
00007ff80cd7f1be (__TEXT,__text) non-external _build_ycc_rgb_table
00007ff80cd7c6de (__TEXT,__text) non-external _close_backing_store
00007ff80cd769d8 (__TEXT,__text) non-external _cmyk_ycck_convert
00007ff80cda0735 (__TEXT,__text) non-external _color_quantize
00007ff80cda06bc (__TEXT,__text) non-external _color_quantize3
00007ff80cd7f711 (__TEXT,__text) non-external _compress_data
00007ff80cd7fa12 (__TEXT,__text) non-external _compress_first_pass
00007ff80cd803c1 (__TEXT,__text) non-external _compress_output
00007ff80cd9b8ed (__TEXT,__text) non-external _compress_output
00007ff80cd8accc (__TEXT,__text) non-external _consume_data
00007ff80cd8180f (__TEXT,__text) non-external _consume_markers
00007ff80cda0519 (__TEXT,__text) non-external _create_colorindex
00007ff80cd7d581 (__TEXT,__text) non-external _decode_mcu
00007ff80cd9aa44 (__TEXT,__text) non-external _decode_mcu
00007ff80cd7d0a0 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80cd997f8 (__TEXT,__text) non-external _decode_mcu_AC_first
00007ff80cd7d38e (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80cd99b45 (__TEXT,__text) non-external _decode_mcu_AC_refine
00007ff80cd7ce63 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80cd995e0 (__TEXT,__text) non-external _decode_mcu_DC_first
00007ff80cd7d2ee (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80cd99a46 (__TEXT,__text) non-external _decode_mcu_DC_refine
00007ff80cd9a5e9 (__TEXT,__text) non-external _decode_mcu_sub
00007ff80cd8aedb (__TEXT,__text) non-external _decompress_data
00007ff80cd8b0a8 (__TEXT,__text) non-external _decompress_onepass
00007ff80cd8b389 (__TEXT,__text) non-external _decompress_smooth_data
00007ff80cda1e65 (__TEXT,__text) non-external _do_barray_io
00007ff80cda1d78 (__TEXT,__text) non-external _do_sarray_io
00007ff80cd8b0a0 (__TEXT,__text) non-external _dummy_consume_data
00007ff80cd9fc59 (__TEXT,__text) non-external _dump_buffer_e
00007ff80cd7c505 (__TEXT,__text) non-external _emit_byte
00007ff80cd9c66f (__TEXT,__text) non-external _emit_byte
00007ff80cd9c939 (__TEXT,__text) non-external _emit_dht
00007ff80cd9c6b2 (__TEXT,__text) non-external _emit_dqt
00007ff80cd9f5e1 (__TEXT,__text) non-external _emit_eobrun
00007ff80cd986dd (__TEXT,__text) non-external _emit_message
00007ff80cd7c24e (__TEXT,__text) non-external _emit_restart
00007ff80cd9fca3 (__TEXT,__text) non-external _emit_restart_e
00007ff80cd9c80b (__TEXT,__text) non-external _emit_sof
00007ff80cda107e (__TEXT,__text) non-external _empty_mem_output_buffer
00007ff80cda0eb3 (__TEXT,__text) non-external _empty_output_buffer
00007ff80cd7bd74 (__TEXT,__text) non-external _encode_mcu
00007ff80cd7b78b (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80cd9d86a (__TEXT,__text) non-external _encode_mcu_AC_first
00007ff80cd7bb1e (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80cd9de9b (__TEXT,__text) non-external _encode_mcu_AC_refine
00007ff80cd7b54a (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80cd9d545 (__TEXT,__text) non-external _encode_mcu_DC_first
00007ff80cd7ba75 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80cd9dd08 (__TEXT,__text) non-external _encode_mcu_DC_refine
00007ff80cd9e627 (__TEXT,__text) non-external _encode_mcu_gather
00007ff80cd9e869 (__TEXT,__text) non-external _encode_mcu_huff
00007ff80cd986bc (__TEXT,__text) non-external _error_exit
00007ff80cd7ac1d (__TEXT,__text) non-external _examine_app0
00007ff80cd7ae71 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
00007ff80cda39b0 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
00007ff80cd8a8f3 (__TEXT,__text) non-external _fill_dc_scans
00007ff80cd7c7a1 (__TEXT,__text) non-external _fill_input_buffer
00007ff80cd781c5 (__TEXT,__text) non-external _fill_inverse_cmap
00007ff80cd7c90d (__TEXT,__text) non-external _fill_mem_input_buffer
00007ff80cda2790 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
00007ff80cd82280 (__TEXT,__text) non-external _finish_input_pass
00007ff80cd8d4d1 (__TEXT,__text) non-external _finish_output_pass
00007ff80cd7b3c9 (__TEXT,__text) non-external _finish_pass
00007ff80cd7ce5d (__TEXT,__text) non-external _finish_pass
00007ff80cd77594 (__TEXT,__text) non-external _finish_pass1
00007ff80cd77dd0 (__TEXT,__text) non-external _finish_pass2
00007ff80cda0502 (__TEXT,__text) non-external _finish_pass_1_quant
00007ff80cd9d19e (__TEXT,__text) non-external _finish_pass_gather
00007ff80cd995b4 (__TEXT,__text) non-external _finish_pass_huff
00007ff80cd9d2df (__TEXT,__text) non-external _finish_pass_huff
00007ff80cd8c7b4 (__TEXT,__text) non-external _finish_pass_master
00007ff80cda39a0 (__TEXT,__const) non-external _first_pool_slop
00007ff80cd98795 (__TEXT,__text) non-external _format_message
00007ff80cd7e802 (__TEXT,__text) non-external _forward_DCT
00007ff80cd7e906 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80cda1bfa (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
00007ff80cd97fa0 (__TEXT,__text) non-external _fullsize_downsample
00007ff80cd97dd5 (__TEXT,__text) non-external _fullsize_smooth_downsample
00007ff80cd8df11 (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
00007ff80cd7dbe3 (__TEXT,__text) non-external _get_byte
00007ff80cd7a286 (__TEXT,__text) non-external _get_interesting_appn
00007ff80cd7a813 (__TEXT,__text) non-external _get_sof
00007ff80cd7f064 (__TEXT,__text) non-external _gray_rgb_convert
00007ff80cd7652a (__TEXT,__text) non-external _grayscale_convert
00007ff80cd7eee2 (__TEXT,__text) non-external _grayscale_convert
00007ff80cd9802d (__TEXT,__text) non-external _h2v1_downsample
00007ff80cd98db5 (__TEXT,__text) non-external _h2v1_merged_upsample
00007ff80cd8df1a (__TEXT,__text) non-external _h2v1_upsample
00007ff80cd983dc (__TEXT,__text) non-external _h2v2_downsample
00007ff80cd98b5e (__TEXT,__text) non-external _h2v2_merged_upsample
00007ff80cd9810e (__TEXT,__text) non-external _h2v2_smooth_downsample
00007ff80cd8df75 (__TEXT,__text) non-external _h2v2_upsample
00007ff80cda0e83 (__TEXT,__text) non-external _init_destination
00007ff80cd77481 (__TEXT,__text) non-external _init_error_limit
00007ff80cda1078 (__TEXT,__text) non-external _init_mem_destination
00007ff80cd7c907 (__TEXT,__text) non-external _init_mem_source
00007ff80cd7c790 (__TEXT,__text) non-external _init_source
00007ff80cd984e6 (__TEXT,__text) non-external _int_downsample
00007ff80cd8e018 (__TEXT,__text) non-external _int_upsample
00007ff80cd805aa (__TEXT,__text) non-external (was a private external) _jdiv_round_up
00007ff80cd7c94a (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
00007ff80cd7b137 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
00007ff80cda1fc0 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
00007ff80cd75cc0 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
00007ff80cd81401 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
00007ff80cd89f4a (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
00007ff80cd909cf (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
00007ff80cd94ff7 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
00007ff80cd90e0b (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
00007ff80cd913f2 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
00007ff80cd949d9 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
00007ff80cd91959 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
00007ff80cd92005 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
00007ff80cd940ec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
00007ff80cd92687 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
00007ff80cd92d69 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
00007ff80cd93608 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
00007ff80cd905c6 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
00007ff80cd9771c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
00007ff80cd95c57 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
00007ff80cd90535 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
00007ff80cd9762c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
00007ff80cd90429 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
00007ff80cd97389 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
00007ff80cd95b04 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
00007ff80cd90262 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
00007ff80cd96fa0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
00007ff80cd96c34 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
00007ff80cd8fe8d (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
00007ff80cd96855 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
00007ff80cd95871 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
00007ff80cd8f9db (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
00007ff80cd96310 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
00007ff80cd8f203 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
00007ff80cd95cbb (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
00007ff80cd954f8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
00007ff80cd90619 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
00007ff80cd9aef9 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
00007ff80cd9f91b (__TEXT,__text) non-external _jpeg_gen_optimal_table
00007ff80cd9b04c (__TEXT,__text) non-external _jpeg_huff_decode
00007ff80cd83884 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
00007ff80cd87834 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
00007ff80cd83d43 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
00007ff80cd84367 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
00007ff80cd873e6 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
00007ff80cd8492a (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
00007ff80cd85015 (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
00007ff80cd86e6e (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
00007ff80cd856eb (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
00007ff80cd85e5e (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
00007ff80cd866ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
00007ff80cd89bd9 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
00007ff80cd8820a (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
00007ff80cd89a96 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
00007ff80cd83210 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
00007ff80cd898a0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
00007ff80cd880b8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
00007ff80cd894fc (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
00007ff80cd89165 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
00007ff80cd82e22 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
00007ff80cd88d4d (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
00007ff80cd87ebe (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
00007ff80cd82b84 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
00007ff80cd88844 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
00007ff80cd827dd (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
00007ff80cd8826b (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
00007ff80cd87be2 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
00007ff80cd83445 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
00007ff80cd9f347 (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
00007ff80cd9a2eb (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
00007ff80cda0f87 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
00007ff80cd7c875 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
00007ff80cda2e30 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
00007ff80cda2dc0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
00007ff80cda2d40 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
00007ff80cda2c90 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
00007ff80cda2bc0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
00007ff80cda2ab0 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
00007ff80cd7afc3 (__TEXT,__text) non-external (was a private external) _jpeg_std_huff_table
00007ff80cda26b0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_ac_chrominance
00007ff80cda25e0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_ac_luminance
00007ff80cda25c0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_dc_chrominance
00007ff80cda25a0 (__TEXT,__const) non-external _jpeg_std_huff_table.bits_dc_luminance
00007ff80cda26d0 (__TEXT,__const) non-external _jpeg_std_huff_table.val_ac_chrominance
00007ff80cda2600 (__TEXT,__const) non-external _jpeg_std_huff_table.val_ac_luminance
00007ff80cda25d1 (__TEXT,__const) non-external _jpeg_std_huff_table.val_dc_chrominance
00007ff80cda25b1 (__TEXT,__const) non-external _jpeg_std_huff_table.val_dc_luminance
00007ff80cda36b0 (__TEXT,__const) non-external _jpeg_zigzag_order
00007ff80cda3460 (__TEXT,__const) non-external _jpeg_zigzag_order2
00007ff80cda3470 (__TEXT,__const) non-external _jpeg_zigzag_order3
00007ff80cda34a0 (__TEXT,__const) non-external _jpeg_zigzag_order4
00007ff80cda34e0 (__TEXT,__const) non-external _jpeg_zigzag_order5
00007ff80cda3550 (__TEXT,__const) non-external _jpeg_zigzag_order6
00007ff80cda35e0 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ff80cd98d8b (__TEXT,__text) non-external _merged_1v_upsample
00007ff80cd98a81 (__TEXT,__text) non-external _merged_2v_upsample
00007ff80cda0508 (__TEXT,__text) non-external _new_color_map_1_quant
00007ff80cd7746d (__TEXT,__text) non-external _new_color_map_2_quant
00007ff80cd787af (__TEXT,__text) non-external _next_marker
00007ff80cd8df04 (__TEXT,__text) non-external _noop_upsample
00007ff80cd7696d (__TEXT,__text) non-external _null_convert
00007ff80cd7f4ba (__TEXT,__text) non-external _null_convert
00007ff80cd76524 (__TEXT,__text) non-external _null_method
00007ff80cd98731 (__TEXT,__text) non-external _output_message
00007ff80cd9cb50 (__TEXT,__text) non-external _output_pass_setup
00007ff80cd77980 (__TEXT,__text) non-external _pass2_fs_dither
00007ff80cd77ce0 (__TEXT,__text) non-external _pass2_no_dither
00007ff80cd8c780 (__TEXT,__text) non-external _pass_startup
00007ff80cd8ca20 (__TEXT,__text) non-external _per_scan_setup
00007ff80cd8e292 (__TEXT,__text) non-external _post_process_1pass
00007ff80cd8e400 (__TEXT,__text) non-external _post_process_2pass
00007ff80cd8e318 (__TEXT,__text) non-external _post_process_prepass
00007ff80cd80a89 (__TEXT,__text) non-external _pre_process_context
00007ff80cd80cc3 (__TEXT,__text) non-external _pre_process_data
00007ff80cd8d352 (__TEXT,__text) non-external _prepare_for_output_pass
00007ff80cd8c5c4 (__TEXT,__text) non-external _prepare_for_pass
00007ff80cd7751e (__TEXT,__text) non-external _prescan_quantize
00007ff80cd8d860 (__TEXT,__text) non-external _process_data_context_main
00007ff80cd8dbe9 (__TEXT,__text) non-external _process_data_crank_post
00007ff80cd8073f (__TEXT,__text) non-external _process_data_simple_main
00007ff80cd8db70 (__TEXT,__text) non-external _process_data_simple_main
00007ff80cd7d98e (__TEXT,__text) non-external _process_restart
00007ff80cd9ae6c (__TEXT,__text) non-external _process_restart
00007ff80cda07c9 (__TEXT,__text) non-external _quantize3_ord_dither
00007ff80cda09f2 (__TEXT,__text) non-external _quantize_fs_dither
00007ff80cda08fe (__TEXT,__text) non-external _quantize_ord_dither
00007ff80cd7c5f8 (__TEXT,__text) non-external _read_backing_store
00007ff80cd789e1 (__TEXT,__text) non-external _read_markers
00007ff80cd7a11c (__TEXT,__text) non-external _read_restart_marker
00007ff80cda1741 (__TEXT,__text) non-external _realize_virt_arrays
00007ff80cda16b1 (__TEXT,__text) non-external _request_virt_barray
00007ff80cda1621 (__TEXT,__text) non-external _request_virt_sarray
00007ff80cd98867 (__TEXT,__text) non-external _reset_error_mgr
00007ff80cd81faf (__TEXT,__text) non-external _reset_input_controller
00007ff80cd789b1 (__TEXT,__text) non-external _reset_marker_reader
00007ff80cd7ef97 (__TEXT,__text) non-external _rgb1_gray_convert
00007ff80cd7f308 (__TEXT,__text) non-external _rgb1_rgb_convert
00007ff80cd76799 (__TEXT,__text) non-external _rgb_convert
00007ff80cd7f29a (__TEXT,__text) non-external _rgb_convert
00007ff80cd7671b (__TEXT,__text) non-external _rgb_gray_convert
00007ff80cd7ef00 (__TEXT,__text) non-external _rgb_gray_convert
00007ff80cd76804 (__TEXT,__text) non-external _rgb_rgb1_convert
00007ff80cd76885 (__TEXT,__text) non-external _rgb_ycc_convert
00007ff80cd76576 (__TEXT,__text) non-external _rgb_ycc_start
00007ff80cd7a4d7 (__TEXT,__text) non-external _save_marker
00007ff80cda3980 (__TEXT,__const) non-external _select_ncolors.RGB_order
00007ff80cd8c81c (__TEXT,__text) non-external _select_scan_parameters
00007ff80cda1d35 (__TEXT,__text) non-external _self_destruct
00007ff80cd97d3e (__TEXT,__text) non-external _sep_downsample
00007ff80cd8ddd5 (__TEXT,__text) non-external _sep_upsample
00007ff80cd7c825 (__TEXT,__text) non-external _skip_input_data
00007ff80cd7a1ac (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
00007ff80cd81ff6 (__TEXT,__text) non-external _start_input_pass
00007ff80cd8ab4c (__TEXT,__text) non-external _start_input_pass
00007ff80cd8ab97 (__TEXT,__text) non-external _start_output_pass
00007ff80cd76bca (__TEXT,__text) non-external _start_pass
00007ff80cd7b1be (__TEXT,__text) non-external _start_pass
00007ff80cd7ca43 (__TEXT,__text) non-external _start_pass
00007ff80cda2470 (__TEXT,__const) non-external _start_pass.aanscalefactor
