00007ff80807f344 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00007ff80807f304 (__TEXT,__gcc_except_tab) non-external GCC_except_table10
00007ff80807f330 (__TEXT,__gcc_except_tab) non-external GCC_except_table19
00007ff80807f31c (__TEXT,__gcc_except_tab) non-external GCC_except_table20
00007ff80807f2f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table24
                 (undefined) external _CFCopyTypeIDDescription (from CoreFoundation)
                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDataSetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryApplyFunction (from CoreFoundation)
                 (undefined) external _CFDictionaryContainsKey (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFDictionaryGetCount (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValueIfPresent (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveAllValues (from CoreFoundation)
                 (undefined) external _CFDictionaryRemoveValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFEqual (from CoreFoundation)
                 (undefined) external _CFGetAllocator (from CoreFoundation)
                 (undefined) external _CFGetRetainCount (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFMachPortCreateRunLoopSource (from CoreFoundation)
                 (undefined) external _CFMachPortCreateWithPort (from CoreFoundation)
                 (undefined) external _CFMachPortInvalidate (from CoreFoundation)
                 (undefined) external _CFNotificationCenterGetLocalCenter (from CoreFoundation)
                 (undefined) external _CFNotificationCenterPostNotification (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFNumberGetTypeID (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFPreferencesCopyAppValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppBooleanValue (from CoreFoundation)
                 (undefined) external _CFPreferencesGetAppIntegerValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopAddSource (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopRemoveSource (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFSetGetCount (from CoreFoundation)
                 (undefined) external _CFSetGetValues (from CoreFoundation)
                 (undefined) external _CFSetRemoveValue (from CoreFoundation)
                 (undefined) external _CFSetSetValue (from CoreFoundation)
                 (undefined) external _CFShow (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateByCombiningStrings (from CoreFoundation)
                 (undefined) external _CFStringCreateCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringCreateWithSubstring (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetIntValue (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFStringHasPrefix (from CoreFoundation)
                 (undefined) external _CGColorSpaceCopyPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateICCBased (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPlatformColorSpace (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithPropertyList (from CoreGraphics)
                 (undefined) external _CGColorSpaceGetTypeID (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithData (from CoreGraphics)
                 (undefined) external _CGDataProviderRelease (from CoreGraphics)
                 (undefined) external _CGDisplayCurrentMode (from CoreGraphics)
                 (undefined) external _CGDisplayIDToOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGDisplayRegisterReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGDisplayRemoveReconfigurationCallback (from CoreGraphics)
                 (undefined) external _CGGetActiveDisplayList (from CoreGraphics)
                 (undefined) external _CGGetDisplaysWithOpenGLDisplayMask (from CoreGraphics)
                 (undefined) external _CGGetOnlineDisplayList (from CoreGraphics)
                 (undefined) external _CGLClearDrawable (from OpenGL)
                 (undefined) external _CGLCreateContext (from OpenGL)
                 (undefined) external _CGLCreatePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePBuffer (from OpenGL)
                 (undefined) external _CGLDescribePixelFormat (from OpenGL)
                 (undefined) external _CGLDestroyContext (from OpenGL)
                 (undefined) external _CGLDestroyPBuffer (from OpenGL)
                 (undefined) external _CGLGetCurrentContext (from OpenGL)
                 (undefined) external _CGLGetPixelFormat (from OpenGL)
                 (undefined) external _CGLGetShareGroup (from OpenGL)
                 (undefined) external _CGLGetSurface (from OpenGL)
                 (undefined) external _CGLGetVirtualScreen (from OpenGL)
                 (undefined) external _CGLReleasePixelFormat (from OpenGL)
                 (undefined) external _CGLRetainPixelFormat (from OpenGL)
                 (undefined) external _CGLSetCurrentContext (from OpenGL)
                 (undefined) external _CGLSetPBuffer (from OpenGL)
                 (undefined) external _CGLSetVirtualScreen (from OpenGL)
                 (undefined) external _CGLTexImageIOSurface2D (from OpenGL)
                 (undefined) external _CGLTexImagePBuffer (from OpenGL)
                 (undefined) external _CGMainDisplayID (from CoreGraphics)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGSGetDisplayOpenGLDisplayAliasMask (from CoreGraphics)
                 (undefined) external _CGSServiceForDisplayAlias (from CoreGraphics)
                 (undefined) external _CGSSessionCopyAllSessionProperties (from CoreGraphics)
                 (undefined) external _CGSessionCopyCurrentDictionary (from CoreGraphics)
00007ff808046180 (__TEXT,__text) non-external (was a private external) _CVAddAtomic
00007ff808067d52 (__TEXT,__text) non-external (was a private external) _CVBitAndAtomic
00007ff8080469d2 (__TEXT,__text) non-external (was a private external) _CVBitOrAtomic
00007ff80805eace (__TEXT,__text) external _CVBufferCopyAttachment
00007ff80805ea9f (__TEXT,__text) external _CVBufferCopyAttachments
00007ff80805ea6b (__TEXT,__text) external _CVBufferDumpToQTES
00007ff808043df6 (__TEXT,__text) external _CVBufferGetAttachment
00007ff808043eaa (__TEXT,__text) external _CVBufferGetAttachments
00007ff80805eb02 (__TEXT,__text) external _CVBufferHasAttachment
00007ff808043ef2 (__TEXT,__text) external _CVBufferPropagateAttachments
00007ff80804bc0f (__TEXT,__text) external _CVBufferRelease
00007ff8080467d2 (__TEXT,__text) external _CVBufferRemoveAllAttachments
00007ff80804347c (__TEXT,__text) external _CVBufferRemoveAttachment
00007ff80804bbef (__TEXT,__text) external _CVBufferRetain
00007ff808043a8c (__TEXT,__text) external _CVBufferSetAttachment
00007ff80804436f (__TEXT,__text) external _CVBufferSetAttachments
00007ff808044a63 (__TEXT,__text) external _CVColorPrimariesGetIntegerCodePointForString
00007ff808041d4e (__TEXT,__text) external _CVColorPrimariesGetStringForIntegerCodePoint
00007ff80805018a (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace2020
00007ff80805019e (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpace709
00007ff808050176 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDCIP3
00007ff808050162 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3
00007ff80805025a (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_HLG
00007ff808050224 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceDisplayP3_PQ_EOTF
00007ff8080501ee (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceExtendedLinearDisplayP3
00007ff8080502c6 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_HLG
00007ff8080502fc (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceITUR_2100_PQ
00007ff8080501da (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearGray
00007ff8080501c6 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpaceLinearsRGB
00007ff8080501b2 (__TEXT,__text) non-external (was a private external) _CVCreateCGColorSpacesRGB
00007ff808050290 (__TEXT,__text) non-external (was a private external) _CVCreateColorSpaceExtendedLinearITUR_2020
00007ff808045304 (__TEXT,__text) non-external (was a private external) _CVCreateMergedDictionary
00007ff80804fe11 (__TEXT,__text) external _CVDataBufferCreateWithIOSurface
00007ff80804fdf1 (__TEXT,__text) external _CVDataBufferGetDataFormatType
00007ff80804fdb1 (__TEXT,__text) external _CVDataBufferGetDataSize
00007ff80804fd63 (__TEXT,__text) external _CVDataBufferGetIOSurface
00007ff80804fdd1 (__TEXT,__text) external _CVDataBufferGetPixelFormatType
00007ff8080462cf (__TEXT,__text) external _CVDataBufferGetTypeID
00007ff80804ef8b (__TEXT,__text) external _CVDataBufferPoolCreate
00007ff80804f080 (__TEXT,__text) external _CVDataBufferPoolCreateDataBuffer
00007ff80804f0d7 (__TEXT,__text) external _CVDataBufferPoolCreateDataBufferWithAuxAttributes
00007ff80804f196 (__TEXT,__text) external _CVDataBufferPoolFlush
00007ff80804f01a (__TEXT,__text) external _CVDataBufferPoolGetAttributes
00007ff80804f064 (__TEXT,__text) external _CVDataBufferPoolGetDataBufferAttributes
00007ff80804f242 (__TEXT,__text) external _CVDataBufferPoolGetMinBufferCount
00007ff80804ded3 (__TEXT,__text) external _CVDataBufferPoolGetTypeID
00007ff80804f174 (__TEXT,__text) external _CVDataBufferPoolPrefetchPages
00007ff80804f13a (__TEXT,__text) external _CVDataBufferPoolScanIOSurfaces
00007ff80804f1ee (__TEXT,__text) external _CVDataBufferPoolSetMinBufferCount
00007ff808046586 (__TEXT,__text) non-external (was a private external) _CVDecrementAtomic
00007ff80806112f (__TEXT,__text) non-external (was a private external) _CVDictionaryCreateMutableCopy
00007ff80804c781 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetBoolValueWithDefault
00007ff80804c394 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntInArrayWithDefault
00007ff808040dd6 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetIntValueWithDefault
00007ff808060ff5 (__TEXT,__text) non-external (was a private external) _CVDictionaryGetSizeTFromDataValueInDictionaryWithDefault
00007ff80804c80a (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Array
00007ff808061058 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt32Value
00007ff8080610c3 (__TEXT,__text) non-external (was a private external) _CVDictionarySetSInt64Value
00007ff80802eef4 (__TEXT,__text) external _CVDisplayLinkCreateWithActiveCGDisplays
00007ff80804d152 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplay
00007ff80802ef68 (__TEXT,__text) external _CVDisplayLinkCreateWithCGDisplays
00007ff80806dd0d (__TEXT,__text) external _CVDisplayLinkCreateWithDisplay
00007ff80806daf4 (__TEXT,__text) external _CVDisplayLinkCreateWithDisplays
00007ff80806da67 (__TEXT,__text) external _CVDisplayLinkCreateWithOpenGLDisplayMask
00007ff80803108c (__TEXT,__text) external _CVDisplayLinkGetActualOutputVideoRefreshPeriod
00007ff80806dc88 (__TEXT,__text) external _CVDisplayLinkGetCurrentCGDisplay
00007ff80806dd66 (__TEXT,__text) external _CVDisplayLinkGetCurrentDisplay
00007ff808031122 (__TEXT,__text) external _CVDisplayLinkGetCurrentTime
00007ff808030622 (__TEXT,__text) external _CVDisplayLinkGetNominalOutputVideoRefreshPeriod
00007ff80806dca7 (__TEXT,__text) external _CVDisplayLinkGetOutputVideoLatency
00007ff80802f0bb (__TEXT,__text) external _CVDisplayLinkGetTypeID
00007ff80804d902 (__TEXT,__text) external _CVDisplayLinkIsRunning
00007ff808048052 (__TEXT,__text) external _CVDisplayLinkRelease
00007ff808057636 (__TEXT,__text) external _CVDisplayLinkRetain
00007ff8080304b4 (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplay
00007ff80806dafe (__TEXT,__text) external _CVDisplayLinkSetCurrentCGDisplayFromOpenGLContext
00007ff80806dd31 (__TEXT,__text) external _CVDisplayLinkSetCurrentDisplay
00007ff80806ddbc (__TEXT,__text) external _CVDisplayLinkSetDisplayCallback
00007ff80802f7fd (__TEXT,__text) external _CVDisplayLinkSetOutputCallback
00007ff80804d044 (__TEXT,__text) external _CVDisplayLinkSetOutputHandler
00007ff80804d0da (__TEXT,__text) external _CVDisplayLinkSetPaused
00007ff80806dd85 (__TEXT,__text) external _CVDisplayLinkSetRenderCallback
00007ff80802f8a4 (__TEXT,__text) external _CVDisplayLinkStart
00007ff80802fa7a (__TEXT,__text) external _CVDisplayLinkStop
00007ff80806dcd3 (__TEXT,__text) external _CVDisplayLinkTranslateTime
00007ff808046595 (__TEXT,__text) external _CVGetCurrentHostTime
00007ff808057121 (__TEXT,__text) external _CVGetHostClockFrequency
00007ff808057143 (__TEXT,__text) external _CVGetHostClockMinimumTimeDelta
00007ff808061158 (__TEXT,__text) non-external (was a private external) _CVGetPermanentAllocator
00007ff808065fb1 (__TEXT,__text) external _CVGetTotalPixelBufferBackingSize
00007ff808060f77 (__TEXT,__text) non-external (was a private external) _CVGreatestCommonDivisor
00007ff808046d6b (__TEXT,__text) external _CVImageBufferCreateColorSpaceFromAttachments
00007ff8080615a2 (__TEXT,__text) external _CVImageBufferDeleteImageTexture
00007ff8080614f6 (__TEXT,__text) external _CVImageBufferGetBufferBackingSize
00007ff80806136a (__TEXT,__text) external _CVImageBufferGetCleanRect
00007ff80804d861 (__TEXT,__text) external _CVImageBufferGetColorSpace
00007ff808061346 (__TEXT,__text) external _CVImageBufferGetDisplaySize
00007ff808061320 (__TEXT,__text) external _CVImageBufferGetEncodedSize
00007ff80806166a (__TEXT,__text) external _CVImageBufferGetPixelFormatType
00007ff8080616c0 (__TEXT,__text) external _CVImageBufferHasCleanRect
00007ff808061695 (__TEXT,__text) external _CVImageBufferIsFlipped
00007ff8080615fe (__TEXT,__text) external _CVImageBufferProvideImageData
00007ff808061526 (__TEXT,__text) external _CVImageBufferProvideImageTexture
00007ff8080613f2 (__TEXT,__text) external _CVImageBufferSetCleanAperture
00007ff8080613a8 (__TEXT,__text) external _CVImageBufferSetColorSpace
00007ff8080614bc (__TEXT,__text) external _CVImageBufferSetDisplayDimensions
00007ff80806144b (__TEXT,__text) external _CVImageBufferSetFieldCount
00007ff808061482 (__TEXT,__text) external _CVImageBufferSetPixelAspectRatio
00007ff80804122c (__TEXT,__text) non-external (was a private external) _CVIncrementAtomic
00007ff80805f854 (__TEXT,__text) external _CVIsCompressedPixelFormatAvailable
00007ff808031f17 (__TEXT,__text) external _CVKTraceInit
00007ff808060fb3 (__TEXT,__text) non-external (was a private external) _CVLowestCommonMultiple
00007ff808045cb6 (__TEXT,__text) non-external (was a private external) _CVMTLTextureCreate
00007ff8080671ce (__TEXT,__text) non-external (was a private external) _CVMetalTextureBackingImage
00007ff8080671ed (__TEXT,__text) non-external (was a private external) _CVMetalTextureBufferBackingImage
00007ff8080443a4 (__TEXT,__text) external _CVMetalTextureCacheCreate
00007ff808044f76 (__TEXT,__text) external _CVMetalTextureCacheCreateTextureFromImage
00007ff808057613 (__TEXT,__text) external _CVMetalTextureCacheFlush
00007ff80804506b (__TEXT,__text) external _CVMetalTextureCacheGetTypeID
00007ff80806720c (__TEXT,__text) non-external (was a private external) _CVMetalTextureCopyBacking
00007ff808067132 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetBounds
00007ff80806709a (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetCleanRect
00007ff8080670d5 (__TEXT,__text) external _CVMetalTextureGetCleanTexCoords
00007ff808067055 (__TEXT,__text) non-external (was a private external) _CVMetalTextureGetSize
00007ff808046412 (__TEXT,__text) external _CVMetalTextureGetTexture
00007ff808046461 (__TEXT,__text) external _CVMetalTextureGetTypeID
00007ff80806707a (__TEXT,__text) external _CVMetalTextureIsFlipped
00007ff808040bdd (__TEXT,__text) non-external (was a private external) _CVObjectGetTypeID
00007ff808063ac5 (__TEXT,__text) external _CVOpenGLBufferAttach
00007ff808063b46 (__TEXT,__text) external _CVOpenGLBufferCreate
00007ff808063c14 (__TEXT,__text) external _CVOpenGLBufferGetAttributes
00007ff808063c75 (__TEXT,__text) external _CVOpenGLBufferGetDisplayMask
00007ff808063c34 (__TEXT,__text) external _CVOpenGLBufferGetPBuffer
00007ff808063c54 (__TEXT,__text) external _CVOpenGLBufferGetSurfaceID
00007ff80804623f (__TEXT,__text) external _CVOpenGLBufferGetTypeID
00007ff80806bfb6 (__TEXT,__text) external _CVOpenGLBufferPoolCreate
00007ff80806c081 (__TEXT,__text) external _CVOpenGLBufferPoolCreateOpenGLBuffer
00007ff80806c01b (__TEXT,__text) external _CVOpenGLBufferPoolGetAttributes
00007ff80806c065 (__TEXT,__text) external _CVOpenGLBufferPoolGetOpenGLBufferAttributes
00007ff80805e243 (__TEXT,__text) external _CVOpenGLBufferPoolGetTypeID
00007ff80805e232 (__TEXT,__text) external _CVOpenGLBufferPoolRelease
00007ff80805e212 (__TEXT,__text) external _CVOpenGLBufferPoolRetain
00007ff8080515cc (__TEXT,__text) external _CVOpenGLBufferRelease
00007ff8080515ac (__TEXT,__text) external _CVOpenGLBufferRetain
00007ff80806dfda (__TEXT,__text) external _CVOpenGLTextureBackingImage
00007ff80806dff9 (__TEXT,__text) external _CVOpenGLTextureBufferBackingImage
00007ff80805043b (__TEXT,__text) external _CVOpenGLTextureCacheCreate
00007ff808050540 (__TEXT,__text) external _CVOpenGLTextureCacheCreateCGLS
00007ff80805055d (__TEXT,__text) external _CVOpenGLTextureCacheCreateTextureFromImage
00007ff808050626 (__TEXT,__text) external _CVOpenGLTextureCacheFlush
00007ff80805cfd7 (__TEXT,__text) external _CVOpenGLTextureCacheGetTypeID
00007ff80805cfc6 (__TEXT,__text) external _CVOpenGLTextureCacheRelease
00007ff80805cfa6 (__TEXT,__text) external _CVOpenGLTextureCacheRetain
00007ff808068379 (__TEXT,__text) non-external (was a private external) _CVOpenGLTextureCache_IOSurfaceNotInNativePixelFormat
00007ff80806e037 (__TEXT,__text) external _CVOpenGLTextureCopyBacking
00007ff80806df3e (__TEXT,__text) external _CVOpenGLTextureGetBounds
00007ff80806e018 (__TEXT,__text) external _CVOpenGLTextureGetCGLContextObj
00007ff80806dea6 (__TEXT,__text) external _CVOpenGLTextureGetCleanRect
00007ff80806dee1 (__TEXT,__text) external _CVOpenGLTextureGetCleanTexCoords
00007ff80806de41 (__TEXT,__text) external _CVOpenGLTextureGetName
00007ff80806de61 (__TEXT,__text) external _CVOpenGLTextureGetSize
00007ff80806ddf3 (__TEXT,__text) external _CVOpenGLTextureGetTarget
00007ff808046287 (__TEXT,__text) external _CVOpenGLTextureGetTypeID
00007ff80806de86 (__TEXT,__text) external _CVOpenGLTextureIsFlipped
00007ff80805647a (__TEXT,__text) external _CVOpenGLTextureRelease
00007ff80805645a (__TEXT,__text) external _CVOpenGLTextureRetain
00007ff808065fbb (__TEXT,__text) external _CVPixelBufferCalculateCompressedTileDataRegionMemoryUsedOfPlane
00007ff80806702a (__TEXT,__text) external _CVPixelBufferCalculateSparseHistogramOfCompressedTileDataUsageOfPlane
00007ff808064bca (__TEXT,__text) external _CVPixelBufferCopyCreationAttributes
00007ff80804d196 (__TEXT,__text) external _CVPixelBufferCreate
00007ff808065ca7 (__TEXT,__text) external _CVPixelBufferCreateFromCVImageBufferRef
00007ff8080482cc (__TEXT,__text) external _CVPixelBufferCreateResolvedAttributesDictionary
00007ff8080640f5 (__TEXT,__text) external _CVPixelBufferCreateWithBufferBacking
00007ff808063c95 (__TEXT,__text) external _CVPixelBufferCreateWithBytes
00007ff808031159 (__TEXT,__text) external _CVPixelBufferCreateWithIOSurface
00007ff80806427f (__TEXT,__text) external _CVPixelBufferCreateWithParentIOSurface
00007ff8080646b7 (__TEXT,__text) external _CVPixelBufferCreateWithParentPixelBuffer
00007ff808063eac (__TEXT,__text) external _CVPixelBufferCreateWithPlanarBytes
00007ff808065eb4 (__TEXT,__text) external _CVPixelBufferDrawColorBars
00007ff808064b49 (__TEXT,__text) external _CVPixelBufferFillExtendedPixels
00007ff808064baa (__TEXT,__text) external _CVPixelBufferGetAttributes
00007ff80804d814 (__TEXT,__text) external _CVPixelBufferGetBaseAddress
00007ff808043810 (__TEXT,__text) external _CVPixelBufferGetBaseAddressOfPlane
00007ff80804bbd2 (__TEXT,__text) external _CVPixelBufferGetBufferBacking
00007ff80804d176 (__TEXT,__text) external _CVPixelBufferGetBytesPerRow
00007ff8080438a2 (__TEXT,__text) external _CVPixelBufferGetBytesPerRowOfPlane
00007ff808064b29 (__TEXT,__text) external _CVPixelBufferGetDataSize
00007ff80804374e (__TEXT,__text) external _CVPixelBufferGetExtendedPixels
00007ff808065eca (__TEXT,__text) external _CVPixelBufferGetFixedPointFractionalBits
00007ff808065f0c (__TEXT,__text) external _CVPixelBufferGetFixedPointIntegerBits
00007ff808065f83 (__TEXT,__text) external _CVPixelBufferGetFixedPointPaddingBits
00007ff808065f55 (__TEXT,__text) external _CVPixelBufferGetFixedPointSignBits
00007ff8080436e2 (__TEXT,__text) external _CVPixelBufferGetHeight
00007ff80804391e (__TEXT,__text) external _CVPixelBufferGetHeightOfPlane
00007ff808043dd6 (__TEXT,__text) external _CVPixelBufferGetIOSurface
00007ff808043710 (__TEXT,__text) external _CVPixelBufferGetPixelFormatType
00007ff808043686 (__TEXT,__text) external _CVPixelBufferGetPlaneCount
00007ff80802eead (__TEXT,__text) external _CVPixelBufferGetTypeID
00007ff8080436b4 (__TEXT,__text) external _CVPixelBufferGetWidth
00007ff808044f11 (__TEXT,__text) external _CVPixelBufferGetWidthOfPlane
00007ff808064c06 (__TEXT,__text) external _CVPixelBufferIsCompatibleWithAttributes
00007ff80804d7e0 (__TEXT,__text) external _CVPixelBufferIsPlanar
00007ff80804328a (__TEXT,__text) external _CVPixelBufferLockBaseAddress
00007ff80805156d (__TEXT,__text) external _CVPixelBufferPoolCopyIOSurfaceCreationProperties
00007ff80804a9c6 (__TEXT,__text) external _CVPixelBufferPoolCreate
00007ff80804bc6e (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBuffer
00007ff808051353 (__TEXT,__text) external _CVPixelBufferPoolCreatePixelBufferWithAuxAttributes
00007ff80805148d (__TEXT,__text) external _CVPixelBufferPoolFlush
00007ff80804daf8 (__TEXT,__text) external _CVPixelBufferPoolGetAttributes
00007ff80804bc20 (__TEXT,__text) external _CVPixelBufferPoolGetMaxBufferAge
00007ff808051539 (__TEXT,__text) external _CVPixelBufferPoolGetMinBufferCount
00007ff80804db1e (__TEXT,__text) external _CVPixelBufferPoolGetPixelBufferAttributes
00007ff80804bcc5 (__TEXT,__text) external _CVPixelBufferPoolGetTypeID
00007ff8080513f1 (__TEXT,__text) external _CVPixelBufferPoolPreAllocate
00007ff80805146b (__TEXT,__text) external _CVPixelBufferPoolPrefetchPages
00007ff80804b7ec (__TEXT,__text) external _CVPixelBufferPoolRelease
00007ff80804dad8 (__TEXT,__text) external _CVPixelBufferPoolRetain
00007ff808051431 (__TEXT,__text) external _CVPixelBufferPoolScanIOSurfaces
00007ff8080513b6 (__TEXT,__text) external _CVPixelBufferPoolSetMaxBufferAge
00007ff8080514e5 (__TEXT,__text) external _CVPixelBufferPoolSetMinBufferCount
00007ff8080469e4 (__TEXT,__text) external _CVPixelBufferRelease
00007ff80804ce1a (__TEXT,__text) external _CVPixelBufferRetain
00007ff808043984 (__TEXT,__text) external _CVPixelBufferUnlockBaseAddress
00007ff808065e8e (__TEXT,__text) external _CVPixelBufferWasAllocatedFromPool
00007ff80805f577 (__TEXT,__text) external _CVPixelFormatDescriptionArrayCreateWithAllPixelFormatTypes
00007ff808044340 (__TEXT,__text) external _CVPixelFormatDescriptionCreateWithPixelFormatType
00007ff808031ebc (__TEXT,__text) external _CVPixelFormatDescriptionGetDescriptionWithPixelFormatType
00007ff80804a99a (__TEXT,__text) external _CVPixelFormatDescriptionGetPixelFormatTypes
00007ff80805f50f (__TEXT,__text) external _CVPixelFormatDescriptionRegisterDescriptionWithPixelFormatType
00007ff80805f659 (__TEXT,__text) external _CVPixelFormatTypeIsSubsampled
