00000001e2d66fd8 (__TEXT,__gcc_except_tab) non-external GCC_except_table11
00000001e2d67104 (__TEXT,__gcc_except_tab) non-external GCC_except_table147
00000001e2d67130 (__TEXT,__gcc_except_tab) non-external GCC_except_table206
00000001e2d67144 (__TEXT,__gcc_except_tab) non-external GCC_except_table221
00000001e2d67158 (__TEXT,__gcc_except_tab) non-external GCC_except_table269
00000001e2d6716c (__TEXT,__gcc_except_tab) non-external GCC_except_table289
00000001e2d671b8 (__TEXT,__gcc_except_tab) non-external GCC_except_table387
00000001e2d671cc (__TEXT,__gcc_except_tab) non-external GCC_except_table398
00000001e2d671e0 (__TEXT,__gcc_except_tab) non-external GCC_except_table399
00000001e2d671f4 (__TEXT,__gcc_except_tab) non-external GCC_except_table401
00000001e2d67218 (__TEXT,__gcc_except_tab) non-external GCC_except_table403
00000001e2d6723c (__TEXT,__gcc_except_tab) non-external GCC_except_table404
00000001e2d6724c (__TEXT,__gcc_except_tab) non-external GCC_except_table465
00000001e2d67270 (__TEXT,__gcc_except_tab) non-external GCC_except_table530
00000001e2d67008 (__TEXT,__gcc_except_tab) non-external GCC_except_table58
00000001e2d67048 (__TEXT,__gcc_except_tab) non-external GCC_except_table60
00000001e2d67070 (__TEXT,__gcc_except_tab) non-external GCC_except_table61
00000001e2d67084 (__TEXT,__gcc_except_tab) non-external GCC_except_table66
00000001e2d67094 (__TEXT,__gcc_except_tab) non-external GCC_except_table69
                 (undefined) external _CFPropertyListIsValid (from CoreFoundation)
                 (undefined) external _CFPropertyListWrite (from CoreFoundation)
                 (undefined) external _CFReadStreamClose (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFSetAddValue (from CoreFoundation)
                 (undefined) external _CFSetContainsValue (from CoreFoundation)
                 (undefined) external _CFSetCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringAppend (from CoreFoundation)
                 (undefined) external _CFStringAppendCString (from CoreFoundation)
                 (undefined) external _CFStringAppendFormat (from CoreFoundation)
                 (undefined) external _CFStringCompare (from CoreFoundation)
                 (undefined) external _CFStringCreateMutable (from CoreFoundation)
                 (undefined) external _CFStringCreateMutableCopy (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
                 (undefined) external _CFStringFindAndReplace (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CFStringGetMaximumSizeForEncoding (from CoreFoundation)
                 (undefined) external _CFStringGetTypeID (from CoreFoundation)
                 (undefined) external _CFURLCreateDataAndPropertiesFromResource (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
                 (undefined) external _CFURLCreateWithString (from CoreFoundation)
                 (undefined) external _CFURLWriteDataAndPropertiesToResource (from CoreFoundation)
                 (undefined) external _CFUUIDCreate (from CoreFoundation)
                 (undefined) external _CFUUIDCreateString (from CoreFoundation)
                 (undefined) external _CFWriteStreamClose (from CoreFoundation)
                 (undefined) external _CFWriteStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFWriteStreamOpen (from CoreFoundation)
00000001e2d66bf8 (__TEXT,__const) non-external (was a private external) _CoreCaptureDaemonVersionNumber
00000001e2d66bc0 (__TEXT,__const) non-external (was a private external) _CoreCaptureDaemonVersionString
00000001e2d1efb0 (__TEXT,__text) external _CoreCaptureStart
00000001e2d3dec8 (__TEXT,__text) external _CoreCaptureStop
                 (undefined) external _IOAllowPowerChange (from IOKit)
                 (undefined) external _IOCFUnserialize (from IOKit)
                 (undefined) external _IOConnectCallAsyncStructMethod (from IOKit)
                 (undefined) external _IOConnectCallMethod (from IOKit)
                 (undefined) external _IOConnectCallScalarMethod (from IOKit)
                 (undefined) external _IOConnectMapMemory (from IOKit)
                 (undefined) external _IOConnectSetNotificationPort (from IOKit)
                 (undefined) external _IOConnectUnmapMemory (from IOKit)
                 (undefined) external _IODeregisterForSystemPower (from IOKit)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOMainPort (from IOKit)
                 (undefined) external _IONotificationPortCreate (from IOKit)
                 (undefined) external _IONotificationPortDestroy (from IOKit)
                 (undefined) external _IONotificationPortGetMachPort (from IOKit)
                 (undefined) external _IONotificationPortSetDispatchQueue (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IOObjectRetain (from IOKit)
                 (undefined) external _IORegisterForSystemPower (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetChildIterator (from IOKit)
                 (undefined) external _IORegistryEntryGetName (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IORegistryEntryIDMatching (from IOKit)
                 (undefined) external _IOReportAddChannelDescription (from libIOReport)
                 (undefined) external _IOReportCopyChannelsForDriver (from libIOReport)
                 (undefined) external _IOReportCreateAggregate (from libIOReport)
                 (undefined) external _IOReportCreateSamples (from libIOReport)
                 (undefined) external _IOReportCreateSamplesRaw (from libIOReport)
                 (undefined) external _IOReportCreateSubscription (from libIOReport)
                 (undefined) external _IOReportGetChannelCount (from libIOReport)
                 (undefined) external _IOReportMergeChannels (from libIOReport)
                 (undefined) external _IOServiceAddMatchingNotification (from IOKit)
                 (undefined) external _IOServiceClose (from IOKit)
                 (undefined) external _IOServiceGetMatchingService (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceNameMatching (from IOKit)
                 (undefined) external _IOServiceOpen (from IOKit)
                 (undefined) external _MGCopyAnswer (from libMobileGestalt)
                 (undefined) external _OBJC_CLASS_$_NSCalendarDate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSJSONSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OSAWriteLogForSubmission (from CrashReporterSupport)
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateWithAuditToken (from Security)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFCopySystemVersionDictionary (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __Unwind_Resume (from libSystem)
00000001e2d52114 (__TEXT,__text) external __Z24CCSubmitLogToCrashTracerPKci
00000001e2d52624 (__TEXT,__text) external __Z27CCSubmitBinaryToCrashTracerPKci
00000001e2d5fde0 (__TEXT,__text) external __Z43NSJSONSerializationCreateDataWithJSONObjectPKvjPv
00000001ed0c5498 (__DATA,__bss) non-external __ZL12gReleaseType
00000001e2d1f3ac (__TEXT,__text) non-external __ZL12getOsVersionPc
00000001ed0c54c8 (__DATA,__bss) non-external __ZL13gDeviceFusing
00000001ee058148 (__DATA_DIRTY,__bss) non-external __ZL13osTransaction
00000001e2d4a948 (__TEXT,__text) non-external __ZL14getCCSessionidPKcmS0_mP11CCTimestampS0_
00000001e2d5a364 (__TEXT,__text) non-external __ZL15add_ull_to_dictPKcyP14__CFDictionary
00000001ed0c54b1 (__DATA,__bss) non-external __ZL15gBootArgsParsed.0
00000001e2d5a400 (__TEXT,__text) non-external __ZL16add_cstr_to_dictPKcPcP14__CFDictionary
00000001e2d632f4 (__TEXT,__text) non-external __ZL17_StringForXPCTypePK11_xpc_type_s
00000001e2d59bbc (__TEXT,__text) non-external __ZL17writeMetadataFilePK14__CFDictionaryPK10__CFString
00000001e2d5a47c (__TEXT,__text) non-external __ZL18add_cftype_to_dictPKcPKvP14__CFDictionary
00000001ee058140 (__DATA_DIRTY,__bss) non-external __ZL18gPMConnectRootPort
00000001e2d38994 (__TEXT,__text) non-external __ZL19_captureTapCallbackP5CCTapPv
00000001e2d66f8c (__TEXT,__const) non-external __ZL19kSectionHeaderBlock
00000001e2d25830 (__TEXT,__text) non-external __ZL21pruneDirectoryNDaysDoPKcill
00000001e2d44718 (__TEXT,__text) non-external __ZL22sortByModificationTimePKvS0_Pv
00000001e2d4ab30 (__TEXT,__text) non-external __ZL28_logTapInterestCallback_dextPviPS_j
00000001e2d4ad0c (__TEXT,__text) non-external __ZL28_logTapInterestCallback_kextPviPS_j
00000001e2d42d50 (__TEXT,__text) non-external __ZL29_dataTapInterestCallback_dextPviPS_j
00000001e2d42f2c (__TEXT,__text) non-external __ZL29_dataTapInterestCallback_kextPviPS_j
00000001e2d4aa4c (__TEXT,__text) non-external __ZL40fillCaptureDescriptionStringFromMetaDataPcS_m11CCTimestampPKc
00000001e2d52400 (__TEXT,__text) non-external __ZL8funcAddrPKc
00000001ed0c5391 (__DATA,__bss) non-external __ZL9gBootArgs
00000001e2d3f060 (__TEXT,__text) external __ZN10CCDataFile13sendTelemetryEv
00000001e2d3eba4 (__TEXT,__text) external __ZN10CCDataFile15openCaptureFileEPKcS1_11CCTimestamp
00000001e2d3eea4 (__TEXT,__text) external __ZN10CCDataFile16generateFileNameEPKc
00000001e2d3f740 (__TEXT,__text) external __ZN10CCDataFile17withRegistryEntryEj
00000001e2d3f3c4 (__TEXT,__text) non-external __ZN10CCDataFile17writeCommentEntryEPK13CCLogMetadataPKcmb
00000001e2d3f004 (__TEXT,__text) external __ZN10CCDataFile21initWithRegistryEntryEj
00000001e2d3f7f4 (__TEXT,__text) external __ZN10CCDataFile24resetTelemetryParametersEv
00000001e2d3f6c0 (__TEXT,__text) external __ZN10CCDataFile6ccfreeEv
00000001e2d3f448 (__TEXT,__text) external __ZN10CCDataFile8openFileEPKc
00000001e2d3f008 (__TEXT,__text) external __ZN10CCDataFile8rollFileEv
00000001e2d3f3f0 (__TEXT,__text) external __ZN10CCDataFile8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e2d3f018 (__TEXT,__text) external __ZN10CCDataFile9closeFileEv
00000001e2d3f728 (__TEXT,__text) non-external __ZN10CCDataFileD0Ev
00000001e2d3f73c (__TEXT,__text) non-external __ZN10CCDataFileD1Ev
00000001e2d3a140 (__TEXT,__text) external __ZN11CCConfigure13notifyTimeoutEP18CCConfigureContextPKv
00000001e2d3b6cc (__TEXT,__text) external __ZN11CCConfigure13profileLoadedEv
00000001e2d3b6d4 (__TEXT,__text) external __ZN11CCConfigure14profileRemovedEv
00000001e2d3a3a4 (__TEXT,__text) external __ZN11CCConfigure14watermarkLevelEP18CCConfigureContextPKv
00000001e2d3ae94 (__TEXT,__text) external __ZN11CCConfigure15setConsoleFlagsEP18CCConfigureContextPKv
00000001e2d3b008 (__TEXT,__text) external __ZN11CCConfigure15setConsoleLevelEP18CCConfigureContextPKv
00000001e2d2fca8 (__TEXT,__text) external __ZN11CCConfigure15withPipeMonitorEP13CCPipeMonitor
00000001e2d38744 (__TEXT,__text) external __ZN11CCConfigure16captureDirectoryEP18CCConfigureContextPKv
00000001e2d37418 (__TEXT,__text) external __ZN11CCConfigure18applyConfigurationEPK14__CFDictionaryP18CCConfigureContext
00000001e2d39e30 (__TEXT,__text) external __ZN11CCConfigure19configureLogOptionsEP18CCConfigureContextPKv
00000001e2d372ec (__TEXT,__text) external __ZN11CCConfigure19initWithPipeMonitorEP13CCPipeMonitor
00000001e2d3a86c (__TEXT,__text) external __ZN11CCConfigure23findTapWithOwnerAndPipeEP18CCConfigureContext
00000001e2d38da8 (__TEXT,__text) external __ZN11CCConfigure27pipePipeCFDictionaryApplierEPKvS1_Pv
00000001e2d38b94 (__TEXT,__text) external __ZN11CCConfigure28pipeOwnerCFDictionaryApplierEPKvS1_Pv
00000001e2d3ab68 (__TEXT,__text) external __ZN11CCConfigure29streamPipeCFDictionaryApplierEPKvS1_Pv
00000001e2d3aaac (__TEXT,__text) external __ZN11CCConfigure30streamOwnerCFDictionaryApplierEPKvS1_Pv
00000001e2d3ac24 (__TEXT,__text) external __ZN11CCConfigure31streamStreamCFDictionaryApplierEPKvS1_Pv
00000001e2d38fc8 (__TEXT,__text) external __ZN11CCConfigure32pipeConfigureCFDictionaryApplierEPKvS1_Pv
00000001e2d3acc8 (__TEXT,__text) external __ZN11CCConfigure34streamConfigureCFDictionaryApplierEPKvS1_Pv
00000001e2d38054 (__TEXT,__text) external __ZN11CCConfigure35captureDirectoryCFDictionaryApplierEPKvS1_Pv
00000001e2d37e34 (__TEXT,__text) external __ZN11CCConfigure36captureDictionaryCFDictionaryApplierEPKvS1_Pv
00000001e2d3ada4 (__TEXT,__text) external __ZN11CCConfigure41streamConfigureConsoleCFDictionaryApplierEPKvS1_Pv
00000001e2d3b17c (__TEXT,__text) external __ZN11CCConfigure45streamConfigureCoreCaptureCFDictionaryApplierEPKvS1_Pv
00000001e2d267e4 (__TEXT,__text) external __ZN11CCConfigure6ccfreeEv
00000001e2d3a608 (__TEXT,__text) external __ZN11CCConfigure6policyEP18CCConfigureContextPKv
00000001e2d39be0 (__TEXT,__text) external __ZN11CCConfigure7captureEP18CCConfigureContextPKv
00000001e2d3b26c (__TEXT,__text) external __ZN11CCConfigure8setFlagsEP18CCConfigureContextPKv
00000001e2d3b558 (__TEXT,__text) external __ZN11CCConfigure8setLevelEP18CCConfigureContextPKv
00000001e2d37388 (__TEXT,__text) external __ZN11CCConfigure9configureEPK14__CFDictionaryPK10__CFStringS5_P11CCTimestamp
00000001e2d3735c (__TEXT,__text) external __ZN11CCConfigureC1Ev
00000001e2d37334 (__TEXT,__text) external __ZN11CCConfigureC2Ev
00000001e2d26868 (__TEXT,__text) external __ZN11CCConfigureD0Ev
00000001e2d37330 (__TEXT,__text) external __ZN11CCConfigureD1Ev
00000001e2d37384 (__TEXT,__text) external __ZN11CCConfigureD2Ev
00000001e2d47078 (__TEXT,__text) external __ZN11CCFormatter13freeResourcesEv
00000001e2d2b320 (__TEXT,__text) non-external __ZN11CCFormatter15writeFileFooterEv
00000001e2d2b200 (__TEXT,__text) non-external __ZN11CCFormatter15writeFileHeaderEv
00000001e2d32418 (__TEXT,__text) external __ZN11CCFormatter17withRegistryEntryEj
00000001e2d47010 (__TEXT,__text) external __ZN11CCFormatter17writeCommentEntryEPK13CCLogMetadataPKcm
00000001e2d46fdc (__TEXT,__text) external __ZN11CCFormatter21initWithRegistryEntryEj
00000001e2d29dcc (__TEXT,__text) non-external __ZN11CCFormatter21registerWriteCallbackEP8CCObjectPFlS1_PvmE
00000001e2d2b790 (__TEXT,__text) external __ZN11CCFormatter6ccfreeEv
00000001e2d2bf58 (__TEXT,__text) external __ZN11CCFormatter7doWriteEPvm
00000001e2d4703c (__TEXT,__text) non-external __ZN11CCFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e2d4704c (__TEXT,__text) external __ZN11CCFormatterC2Ev
00000001e2d47044 (__TEXT,__text) external __ZN11CCFormatterD0Ev
00000001e2d47048 (__TEXT,__text) external __ZN11CCFormatterD1Ev
00000001e2d47074 (__TEXT,__text) external __ZN11CCFormatterD2Ev
00000001e2d530b4 (__TEXT,__text) external __ZN11CCXPCRemote12eventHandlerEP21xpc_remote_connectionPv
00000001e2d53e94 (__TEXT,__text) external __ZN11CCXPCRemote13remoteCaptureEP11CCTimestampPc
00000001e2d30664 (__TEXT,__text) external __ZN11CCXPCRemote13withConfigureEP11CCConfigure
00000001e2d53b8c (__TEXT,__text) external __ZN11CCXPCRemote17connectionHandlerEPv
00000001e2d242e8 (__TEXT,__text) external __ZN11CCXPCRemote17initWithConfigureEP11CCConfigure
00000001e2d263b0 (__TEXT,__text) external __ZN11CCXPCRemote6ccfreeEv
00000001e2d245c8 (__TEXT,__text) external __ZN11CCXPCRemote6listenEv
00000001e2d5272c (__TEXT,__text) external __ZN11CCXPCRemote7connectEv
00000001e2d53b60 (__TEXT,__text) external __ZN11CCXPCRemoteC1Ev
00000001e2d53b38 (__TEXT,__text) external __ZN11CCXPCRemoteC2Ev
00000001e2d26458 (__TEXT,__text) external __ZN11CCXPCRemoteD0Ev
00000001e2d53b34 (__TEXT,__text) external __ZN11CCXPCRemoteD1Ev
00000001e2d53b88 (__TEXT,__text) external __ZN11CCXPCRemoteD2Ev
00000001e2d31184 (__TEXT,__text) external __ZN12CCXPCService13freeResourcesEv
00000001e2d3046c (__TEXT,__text) external __ZN12CCXPCService15startXPCServiceEv
00000001e2d31260 (__TEXT,__text) external __ZN12CCXPCService21handleConnectionEventEPv
00000001e2d634a0 (__TEXT,__text) external __ZN12CCXPCService21handleIncomingMessageEP17_xpc_connection_sPv
00000001e2d303f0 (__TEXT,__text) external __ZN12CCXPCService27withConfigureAndPipeMonitorEP11CCConfigureP13CCPipeMonitor
00000001e2d240d8 (__TEXT,__text) external __ZN12CCXPCService31initWithConfigureAndPipeMonitorEP11CCConfigureP13CCPipeMonitor
00000001e2d26334 (__TEXT,__text) external __ZN12CCXPCService6ccfreeEv
00000001e2d64878 (__TEXT,__text) external __ZN12CCXPCServiceC1Ev
00000001e2d64850 (__TEXT,__text) external __ZN12CCXPCServiceC2Ev
00000001e2d2639c (__TEXT,__text) external __ZN12CCXPCServiceD0Ev
00000001e2d6484c (__TEXT,__text) external __ZN12CCXPCServiceD1Ev
00000001e2d648a0 (__TEXT,__text) external __ZN12CCXPCServiceD2Ev
00000001e2d50a9c (__TEXT,__text) external __ZN13CCPipeMonitor13profileLoadedEv
00000001e2d5111c (__TEXT,__text) external __ZN13CCPipeMonitor14profileRemovedEv
00000001e2d5163c (__TEXT,__text) external __ZN13CCPipeMonitor14quiesceAllTapsEv
00000001e2d3181c (__TEXT,__text) external __ZN13CCPipeMonitor15stopPipeMonitorEv
00000001e2d207cc (__TEXT,__text) external __ZN13CCPipeMonitor16servicePublishedEj
00000001e2d4f768 (__TEXT,__text) external __ZN13CCPipeMonitor16startPipeMonitorEv
00000001e2d4eb94 (__TEXT,__text) external __ZN13CCPipeMonitor17serviceTerminatedEj
00000001e2d515c0 (__TEXT,__text) external __ZN13CCPipeMonitor17setProfileMonitorEP16CCProfileMonitor
00000001e2d515ec (__TEXT,__text) external __ZN13CCPipeMonitor21releaseProfileMonitorEv
00000001e2d4f67c (__TEXT,__text) external __ZN13CCPipeMonitor22withDictionaryAndQueueEP14__CFDictionaryP16dispatch_queue_s
00000001e2d24c6c (__TEXT,__text) external __ZN13CCPipeMonitor23cleanCaptureDirectoriesEv
00000001e2d505fc (__TEXT,__text) external __ZN13CCPipeMonitor23findTapWithOwnerAndPipeEPK10__CFStringS2_
00000001e2d50148 (__TEXT,__text) external __ZN13CCPipeMonitor23forEachTapWithDirectoryEPK10__CFStringPFvP5CCTapPvES5_
00000001e2d51c68 (__TEXT,__text) external __ZN13CCPipeMonitor25resumeAllTapsFromQuiescedEv
00000001e2d4f784 (__TEXT,__text) external __ZN13CCPipeMonitor26forEachTapWithOwnerAndPipeEPK10__CFStringS2_PFvP5CCTapPvES5_
00000001e2d4e598 (__TEXT,__text) external __ZN13CCPipeMonitor26initWithDictionaryAndQueueEP14__CFDictionaryP16dispatch_queue_s
00000001e2d2687c (__TEXT,__text) external __ZN13CCPipeMonitor6ccfreeEv
00000001e2d30a18 (__TEXT,__text) external __ZN13CCPipeMonitor8isActiveEd
00000001e2d2d968 (__TEXT,__text) non-external __ZN13CCPipeMonitorD0Ev
00000001e2d4f638 (__TEXT,__text) non-external __ZN13CCPipeMonitorD1Ev
00000001e2d5f794 (__TEXT,__text) external __ZN14CCRawFormatter17withRegistryEntryEj
00000001e2d5f688 (__TEXT,__text) external __ZN14CCRawFormatter21initWithRegistryEntryEj
00000001e2d5f6bc (__TEXT,__text) external __ZN14CCRawFormatter25getFormatterFileExtensionEv
00000001e2d5f778 (__TEXT,__text) external __ZN14CCRawFormatter6ccfreeEv
00000001e2d5f6c8 (__TEXT,__text) external __ZN14CCRawFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e2d5f77c (__TEXT,__text) non-external __ZN14CCRawFormatterD0Ev
00000001e2d5f790 (__TEXT,__text) non-external __ZN14CCRawFormatterD1Ev
00000001e2d4dab8 (__TEXT,__text) external __ZN15CCPipeInterface12waitForEventEPFvPviPS0_jES0_
00000001e2d4d220 (__TEXT,__text) external __ZN15CCPipeInterface13freeResourcesEv
00000001e2d4cc54 (__TEXT,__text) non-external __ZN15CCPipeInterface14openUserClientEv
00000001e2d4cc4c (__TEXT,__text) non-external __ZN15CCPipeInterface15getUserClientIDEv
00000001e2d4d46c (__TEXT,__text) external __ZN15CCPipeInterface16getDispatchQueueEv
00000001e2d4d498 (__TEXT,__text) external __ZN15CCPipeInterface16setDispatchQueueEv
00000001e2d4e384 (__TEXT,__text) external __ZN15CCPipeInterface17withRegistryEntryEjP5CCTap
00000001e2d21774 (__TEXT,__text) external __ZN15CCPipeInterface19setNotificationPortEv
00000001e2d4cc5c (__TEXT,__text) external __ZN15CCPipeInterface21initWithRegistryEntryEjP5CCTap
00000001e2d4d85c (__TEXT,__text) external __ZN15CCPipeInterface21isNotificationPortSetEv
00000001e2d4d864 (__TEXT,__text) external __ZN15CCPipeInterface21wakeupTapLoopInternalEv
00000001e2d4d450 (__TEXT,__text) external __ZN15CCPipeInterface26getBackgroundDispatchQueueEv
00000001e2d275f0 (__TEXT,__text) external __ZN15CCPipeInterface6ccfreeEv
00000001e2d4e358 (__TEXT,__text) external __ZN15CCPipeInterfaceC2Ev
00000001e2d4e350 (__TEXT,__text) external __ZN15CCPipeInterfaceD0Ev
00000001e2d4e354 (__TEXT,__text) external __ZN15CCPipeInterfaceD1Ev
00000001e2d4e380 (__TEXT,__text) external __ZN15CCPipeInterfaceD2Ev
00000001e2d5ffa0 (__TEXT,__text) external __ZN15CCTextFormatter14writeLogHeaderEPK13CCLogMetadata
00000001e2d2b718 (__TEXT,__text) external __ZN15CCTextFormatter15freeStreamTableEv
00000001e2d6088c (__TEXT,__text) external __ZN15CCTextFormatter15writeLogPayloadEPKcm
00000001e2d601cc (__TEXT,__text) external __ZN15CCTextFormatter16getLogIdentifierEhPcm
00000001e2d608b0 (__TEXT,__text) external __ZN15CCTextFormatter16printStreamTableEv
00000001e2d32690 (__TEXT,__text) external __ZN15CCTextFormatter17withRegistryEntryEj
00000001e2d6028c (__TEXT,__text) external __ZN15CCTextFormatter18buildLogIdentTableEv
00000001e2d60260 (__TEXT,__text) external __ZN15CCTextFormatter20getLogLevelShortNameE16CCStreamLogLevel
00000001e2d5fe20 (__TEXT,__text) external __ZN15CCTextFormatter21initWithRegistryEntryEj
00000001e2d2afd0 (__TEXT,__text) external __ZN15CCTextFormatter25getFormatterFileExtensionEv
00000001e2d2b6cc (__TEXT,__text) external __ZN15CCTextFormatter6ccfreeEv
00000001e2d5fe80 (__TEXT,__text) external __ZN15CCTextFormatter8writeLogEPK13CCLogMetadataPKcmS4_m
00000001e2d2b7f4 (__TEXT,__text) non-external __ZN15CCTextFormatterD0Ev
00000001e2d60888 (__TEXT,__text) non-external __ZN15CCTextFormatterD1Ev
00000001e2d5f27c (__TEXT,__text) external __ZN16CCProfileMonitor12applyProfileEPK10__CFStringS2_
00000001e2d264d4 (__TEXT,__text) external __ZN16CCProfileMonitor13freeResourcesEv
00000001e2d2fd38 (__TEXT,__text) external __ZN16CCProfileMonitor13withConfigureEP11CCConfigure
00000001ee058130 (__DATA_DIRTY,__common) external __ZN16CCProfileMonitor14fProfileLoadedE
00000001e2d5cb54 (__TEXT,__text) external __ZN16CCProfileMonitor14profileRemovedEv
