                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___strncat_chk (from libSystem)
000000018f57e308 (__TEXT,__text) external __cg_jcopy_block_row
000000018f59b7ab (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_ac_luminance
000000018f59b78e (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_chrominance
000000018f59b771 (__TEXT,__const) non-external __cg_jpeg_std_huff_table.val_dc_luminance
00000001e4de0fc0 (__DATA_CONST,__const) external __cg_jpeg_std_message_table
000000018f599ca4 (__TEXT,__text) external __cg_jpeg_stdio_dest
000000018f57a8ac (__TEXT,__text) external __cg_jpeg_stdio_src
000000018f590fb0 (__TEXT,__text) external __cg_jpeg_suppress_tables
000000018f5949c4 (__TEXT,__text) external __cg_jpeg_write_coefficients
000000018f591290 (__TEXT,__text) external __cg_jpeg_write_m_byte
000000018f591204 (__TEXT,__text) external __cg_jpeg_write_m_header
000000018f591160 (__TEXT,__text) external __cg_jpeg_write_marker
000000018f58672c (__TEXT,__text) external __cg_jpeg_write_raw_data
000000018f586624 (__TEXT,__text) external __cg_jpeg_write_scanlines
000000018f59129c (__TEXT,__text) external __cg_jpeg_write_tables
000000018f57e29c (__TEXT,__text) external __cg_jround_up
000000018f57d840 (__TEXT,__text) external __cg_switch_color_deconverter
000000018f59ab5c (__TEXT,__text) non-external _access_virt_barray
000000018f59a984 (__TEXT,__text) non-external _access_virt_sarray
000000018f59a550 (__TEXT,__text) non-external _alloc_barray
000000018f59958c (__TEXT,__text) non-external _alloc_fs_workspace
000000018f59a34c (__TEXT,__text) non-external _alloc_large
000000018f59a45c (__TEXT,__text) non-external _alloc_sarray
000000018f59a198 (__TEXT,__text) non-external _alloc_small
000000018f57bc38 (__TEXT,__text) non-external _arith_decode
000000018f57a314 (__TEXT,__text) non-external _arith_encode
000000018f59c5ac (__TEXT,__const) non-external _base_dither_matrix
000000018f59c56c (__TEXT,__const) non-external _bmask
000000018f57d510 (__TEXT,__text) non-external _build_ycc_rgb_table
                 (undefined) external _bzero (from libSystem)
000000018f57a894 (__TEXT,__text) non-external _close_backing_store
000000018f574b28 (__TEXT,__text) non-external _cmyk_ycck_convert
000000018f599678 (__TEXT,__text) non-external _color_quantize
000000018f599604 (__TEXT,__text) non-external _color_quantize3
000000018f57dae8 (__TEXT,__text) non-external _compress_data
000000018f57dd8c (__TEXT,__text) non-external _compress_first_pass
000000018f57e0b8 (__TEXT,__text) non-external _compress_output
000000018f594e44 (__TEXT,__text) non-external _compress_output
                 (undefined) external _confstr (from libSystem)
000000018f5878f4 (__TEXT,__text) non-external _consume_data
000000018f57f6a8 (__TEXT,__text) non-external _consume_markers
000000018f59944c (__TEXT,__text) non-external _create_colorindex
000000018f57b764 (__TEXT,__text) non-external _decode_mcu
000000018f59405c (__TEXT,__text) non-external _decode_mcu
000000018f57b2b0 (__TEXT,__text) non-external _decode_mcu_AC_first
000000018f5930f4 (__TEXT,__text) non-external _decode_mcu_AC_first
000000018f57b594 (__TEXT,__text) non-external _decode_mcu_AC_refine
000000018f593448 (__TEXT,__text) non-external _decode_mcu_AC_refine
000000018f57b078 (__TEXT,__text) non-external _decode_mcu_DC_first
000000018f592edc (__TEXT,__text) non-external _decode_mcu_DC_first
000000018f57b4e4 (__TEXT,__text) non-external _decode_mcu_DC_refine
000000018f59333c (__TEXT,__text) non-external _decode_mcu_DC_refine
000000018f593c30 (__TEXT,__text) non-external _decode_mcu_sub
000000018f587aec (__TEXT,__text) non-external _decompress_data
000000018f587cc4 (__TEXT,__text) non-external _decompress_onepass
000000018f587fb4 (__TEXT,__text) non-external _decompress_smooth_data
000000018f59afc4 (__TEXT,__text) non-external _do_barray_io
000000018f59aeec (__TEXT,__text) non-external _do_sarray_io
000000018f587cbc (__TEXT,__text) non-external _dummy_consume_data
000000018f598b38 (__TEXT,__text) non-external _dump_buffer_e
000000018f5988e8 (__TEXT,__text) non-external _emit_ac_symbol
000000018f598a28 (__TEXT,__text) non-external _emit_buffered_bits
000000018f57a530 (__TEXT,__text) non-external _emit_byte
000000018f595c34 (__TEXT,__text) non-external _emit_byte
000000018f595f34 (__TEXT,__text) non-external _emit_dht
000000018f595cb4 (__TEXT,__text) non-external _emit_dqt
000000018f598404 (__TEXT,__text) non-external _emit_eobrun
000000018f591f40 (__TEXT,__text) non-external _emit_message
000000018f57a21c (__TEXT,__text) non-external _emit_restart
000000018f598d50 (__TEXT,__text) non-external _emit_restart_e
000000018f595df8 (__TEXT,__text) non-external _emit_sof
000000018f599f84 (__TEXT,__text) non-external _empty_mem_output_buffer
000000018f599d5c (__TEXT,__text) non-external _empty_output_buffer
000000018f579d50 (__TEXT,__text) non-external _encode_mcu
000000018f57974c (__TEXT,__text) non-external _encode_mcu_AC_first
000000018f596de8 (__TEXT,__text) non-external _encode_mcu_AC_first
000000018f579af4 (__TEXT,__text) non-external _encode_mcu_AC_refine
000000018f597204 (__TEXT,__text) non-external _encode_mcu_AC_refine
000000018f579504 (__TEXT,__text) non-external _encode_mcu_DC_first
000000018f596ac0 (__TEXT,__text) non-external _encode_mcu_DC_first
000000018f579a3c (__TEXT,__text) non-external _encode_mcu_DC_refine
000000018f59707c (__TEXT,__text) non-external _encode_mcu_DC_refine
000000018f59758c (__TEXT,__text) non-external _encode_mcu_gather
000000018f5977fc (__TEXT,__text) non-external _encode_mcu_huff
000000018f591f10 (__TEXT,__text) non-external _error_exit
000000018f578a84 (__TEXT,__text) non-external _examine_app0
000000018f578d04 (__TEXT,__text) non-external _examine_app14
                 (undefined) external _exit (from libSystem)
000000018f59c6d8 (__TEXT,__const) non-external _extra_pool_slop
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fflush (from libSystem)
000000018f587590 (__TEXT,__text) non-external _fill_dc_scans
000000018f57a980 (__TEXT,__text) non-external _fill_input_buffer
000000018f5763a4 (__TEXT,__text) non-external _fill_inverse_cmap
000000018f57ab64 (__TEXT,__text) non-external _fill_mem_input_buffer
000000018f59b918 (__TEXT,__const) non-external _fill_mem_input_buffer.mybuffer
000000018f57ff54 (__TEXT,__text) non-external _finish_input_pass
000000018f589fa0 (__TEXT,__text) non-external _finish_output_pass
000000018f579308 (__TEXT,__text) non-external _finish_pass
000000018f57b074 (__TEXT,__text) non-external _finish_pass
000000018f575818 (__TEXT,__text) non-external _finish_pass1
000000018f575fa8 (__TEXT,__text) non-external _finish_pass2
000000018f599434 (__TEXT,__text) non-external _finish_pass_1_quant
000000018f596894 (__TEXT,__text) non-external _finish_pass_gather
000000018f592eb0 (__TEXT,__text) non-external _finish_pass_huff
000000018f5969e8 (__TEXT,__text) non-external _finish_pass_huff
000000018f58926c (__TEXT,__text) non-external _finish_pass_master
000000018f59c6c8 (__TEXT,__const) non-external _first_pool_slop
000000018f598b8c (__TEXT,__text) non-external _flush_bits_e
000000018f598c5c (__TEXT,__text) non-external _flush_bits_s
                 (undefined) external _fopen (from libSystem)
000000018f592058 (__TEXT,__text) non-external _format_message
000000018f57cb08 (__TEXT,__text) non-external _forward_DCT
000000018f57cc54 (__TEXT,__text) non-external _forward_DCT_float
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000018f59ad38 (__TEXT,__text) non-external _free_pool
                 (undefined) external _fseek (from libSystem)
000000018f5917ec (__TEXT,__text) non-external _fullsize_downsample
000000018f591640 (__TEXT,__text) non-external _fullsize_smooth_downsample
000000018f58aa0c (__TEXT,__text) non-external _fullsize_upsample
                 (undefined) external _fwrite (from libSystem)
000000018f57bda0 (__TEXT,__text) non-external _get_byte
000000018f578190 (__TEXT,__text) non-external _get_interesting_appn
000000018f5786d0 (__TEXT,__text) non-external _get_sof
000000018f57d400 (__TEXT,__text) non-external _gray_rgb_convert
000000018f574764 (__TEXT,__text) non-external _grayscale_convert
000000018f57d2cc (__TEXT,__text) non-external _grayscale_convert
000000018f591884 (__TEXT,__text) non-external _h2v1_downsample
000000018f5926cc (__TEXT,__text) non-external _h2v1_merged_upsample
000000018f58aa14 (__TEXT,__text) non-external _h2v1_upsample
000000018f591c2c (__TEXT,__text) non-external _h2v2_downsample
000000018f5924b4 (__TEXT,__text) non-external _h2v2_merged_upsample
000000018f591974 (__TEXT,__text) non-external _h2v2_smooth_downsample
000000018f58aa6c (__TEXT,__text) non-external _h2v2_upsample
000000018f599d1c (__TEXT,__text) non-external _init_destination
000000018f5756dc (__TEXT,__text) non-external _init_error_limit
000000018f599f80 (__TEXT,__text) non-external _init_mem_destination
000000018f57ab60 (__TEXT,__text) non-external _init_mem_source
000000018f57a970 (__TEXT,__text) non-external _init_source
000000018f591d44 (__TEXT,__text) non-external _int_downsample
000000018f58ab20 (__TEXT,__text) non-external _int_upsample
000000018f57e28c (__TEXT,__text) non-external (was a private external) _jdiv_round_up
000000018f57abb4 (__TEXT,__text) non-external (was a private external) _jinit_arith_decoder
000000018f579068 (__TEXT,__text) non-external (was a private external) _jinit_arith_encoder
000000018f59b200 (__TEXT,__const) non-external (was a private external) _jpeg_aritab
000000018f573dd8 (__TEXT,__text) non-external (was a private external) _jpeg_calc_jpeg_dimensions
000000018f57f2f0 (__TEXT,__text) non-external (was a private external) _jpeg_core_output_dimensions
000000018f586b24 (__TEXT,__text) non-external (was a private external) _jpeg_default_qtables
000000018f58c5d0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x10
000000018f58f26c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_10x5
000000018f58c984 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_11x11
000000018f58ce58 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x12
000000018f58ef88 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_12x6
000000018f58d29c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_13x13
000000018f58d814 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x14
000000018f58ebf8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_14x7
000000018f58dce0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_15x15
000000018f58e210 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x16
000000018f58e7ec (__TEXT,__text) non-external (was a private external) _jpeg_fdct_16x8
000000018f58c248 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x1
000000018f590e30 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_1x2
000000018f58fa0c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x1
000000018f58c1c8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x2
000000018f590d4c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_2x4
000000018f58c0cc (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x3
000000018f590bd8 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_3x6
000000018f58f900 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x2
000000018f58bf08 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x4
000000018f5909a0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_4x8
000000018f590690 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x10
000000018f58bd64 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_5x5
000000018f590324 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x12
000000018f58f7a0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x3
000000018f58bb94 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_6x6
000000018f58ff00 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x14
000000018f58b8b0 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_7x7
000000018f58fa5c (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x16
000000018f58f4e4 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_8x4
000000018f58c284 (__TEXT,__text) non-external (was a private external) _jpeg_fdct_9x9
000000018f594514 (__TEXT,__text) non-external _jpeg_fill_bit_buffer
000000018f59856c (__TEXT,__text) non-external _jpeg_gen_optimal_table
000000018f594660 (__TEXT,__text) non-external _jpeg_huff_decode
000000018f5813c8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x10
000000018f58455c (__TEXT,__text) non-external (was a private external) _jpeg_idct_10x5
000000018f5817d0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_11x11
000000018f581cb8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x12
000000018f5841ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_12x6
000000018f582158 (__TEXT,__text) non-external (was a private external) _jpeg_idct_13x13
000000018f5826ec (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x14
000000018f583d9c (__TEXT,__text) non-external (was a private external) _jpeg_idct_14x7
000000018f582c1c (__TEXT,__text) non-external (was a private external) _jpeg_idct_15x15
000000018f5831c0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x16
000000018f583810 (__TEXT,__text) non-external (was a private external) _jpeg_idct_16x8
000000018f586520 (__TEXT,__text) non-external (was a private external) _jpeg_idct_1x2
000000018f584e34 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x1
000000018f5863d0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_2x4
000000018f580dc8 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x3
000000018f5861e4 (__TEXT,__text) non-external (was a private external) _jpeg_idct_3x6
000000018f584ce0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x2
000000018f585e84 (__TEXT,__text) non-external (was a private external) _jpeg_idct_4x8
000000018f585b58 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x10
000000018f5809f0 (__TEXT,__text) non-external (was a private external) _jpeg_idct_5x5
000000018f5857cc (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x12
000000018f584b04 (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x3
000000018f58079c (__TEXT,__text) non-external (was a private external) _jpeg_idct_6x6
000000018f585384 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x14
000000018f580430 (__TEXT,__text) non-external (was a private external) _jpeg_idct_7x7
000000018f584e84 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x16
000000018f584868 (__TEXT,__text) non-external (was a private external) _jpeg_idct_8x4
000000018f581000 (__TEXT,__text) non-external (was a private external) _jpeg_idct_9x9
000000018f59812c (__TEXT,__text) non-external _jpeg_make_c_derived_tbl
000000018f5938d0 (__TEXT,__text) non-external _jpeg_make_d_derived_tbl
000000018f599e78 (__TEXT,__text) non-external (was a private external) _jpeg_mem_dest
000000018f57aa98 (__TEXT,__text) non-external (was a private external) _jpeg_mem_src
000000018f59beac (__TEXT,__const) non-external (was a private external) _jpeg_natural_order2
000000018f59be48 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order3
000000018f59bdc8 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order4
000000018f59bd24 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order5
000000018f59bc54 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order6
000000018f59bb50 (__TEXT,__const) non-external (was a private external) _jpeg_natural_order7
000000018f59c46c (__TEXT,__const) non-external _jpeg_zigzag_order
000000018f59c240 (__TEXT,__const) non-external _jpeg_zigzag_order2
000000018f59c250 (__TEXT,__const) non-external _jpeg_zigzag_order3
000000018f59c274 (__TEXT,__const) non-external _jpeg_zigzag_order4
000000018f59c2b4 (__TEXT,__const) non-external _jpeg_zigzag_order5
000000018f59c318 (__TEXT,__const) non-external _jpeg_zigzag_order6
000000018f59c3a8 (__TEXT,__const) non-external _jpeg_zigzag_order7
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
000000018f592678 (__TEXT,__text) non-external _merged_1v_upsample
000000018f592394 (__TEXT,__text) non-external _merged_2v_upsample
                 (undefined) external _mktemp (from libSystem)
000000018f599438 (__TEXT,__text) non-external _new_color_map_1_quant
000000018f5756cc (__TEXT,__text) non-external _new_color_map_2_quant
000000018f576934 (__TEXT,__text) non-external _next_marker
000000018f58aa04 (__TEXT,__text) non-external _noop_upsample
000000018f574ab4 (__TEXT,__text) non-external _null_convert
000000018f57d7cc (__TEXT,__text) non-external _null_convert
000000018f574760 (__TEXT,__text) non-external _null_method
000000018f591fb8 (__TEXT,__text) non-external _output_message
000000018f59616c (__TEXT,__text) non-external _output_pass_setup
000000018f575bd0 (__TEXT,__text) non-external _pass2_fs_dither
000000018f575ed0 (__TEXT,__text) non-external _pass2_no_dither
000000018f58921c (__TEXT,__text) non-external _pass_startup
000000018f589464 (__TEXT,__text) non-external _per_scan_setup
000000018f58ade4 (__TEXT,__text) non-external _post_process_1pass
000000018f58af7c (__TEXT,__text) non-external _post_process_2pass
000000018f58ae7c (__TEXT,__text) non-external _post_process_prepass
000000018f57e7f8 (__TEXT,__text) non-external _pre_process_context
000000018f57ea6c (__TEXT,__text) non-external _pre_process_data
000000018f589ddc (__TEXT,__text) non-external _prepare_for_output_pass
000000018f589024 (__TEXT,__text) non-external _prepare_for_pass
000000018f575798 (__TEXT,__text) non-external _prescan_quantize
000000018f58a30c (__TEXT,__text) non-external _process_data_context_main
000000018f58a688 (__TEXT,__text) non-external _process_data_crank_post
000000018f57e454 (__TEXT,__text) non-external _process_data_simple_main
000000018f58a5d0 (__TEXT,__text) non-external _process_data_simple_main
000000018f57bb28 (__TEXT,__text) non-external _process_restart
000000018f59447c (__TEXT,__text) non-external _process_restart
000000018f599708 (__TEXT,__text) non-external _quantize3_ord_dither
000000018f5998cc (__TEXT,__text) non-external _quantize_fs_dither
000000018f5997d8 (__TEXT,__text) non-external _quantize_ord_dither
000000018f57a734 (__TEXT,__text) non-external _read_backing_store
000000018f576b38 (__TEXT,__text) non-external _read_markers
000000018f577ff8 (__TEXT,__text) non-external _read_restart_marker
000000018f59a7a0 (__TEXT,__text) non-external _realize_virt_arrays
000000018f59a6f8 (__TEXT,__text) non-external _request_virt_barray
000000018f59a650 (__TEXT,__text) non-external _request_virt_sarray
000000018f59212c (__TEXT,__text) non-external _reset_error_mgr
000000018f57fc58 (__TEXT,__text) non-external _reset_input_controller
000000018f576b18 (__TEXT,__text) non-external _reset_marker_reader
000000018f57d36c (__TEXT,__text) non-external _rgb1_gray_convert
000000018f57d684 (__TEXT,__text) non-external _rgb1_rgb_convert
000000018f574904 (__TEXT,__text) non-external _rgb_convert
000000018f57d618 (__TEXT,__text) non-external _rgb_convert
000000018f574884 (__TEXT,__text) non-external _rgb_gray_convert
000000018f57d2e8 (__TEXT,__text) non-external _rgb_gray_convert
000000018f574970 (__TEXT,__text) non-external _rgb_rgb1_convert
000000018f5749ec (__TEXT,__text) non-external _rgb_ycc_convert
000000018f5747b8 (__TEXT,__text) non-external _rgb_ycc_start
000000018f578424 (__TEXT,__text) non-external _save_marker
000000018f59c6ac (__TEXT,__const) non-external _select_ncolors.RGB_order
000000018f5892fc (__TEXT,__text) non-external _select_scan_parameters
000000018f59ae88 (__TEXT,__text) non-external _self_destruct
000000018f59159c (__TEXT,__text) non-external _sep_downsample
000000018f58a8bc (__TEXT,__text) non-external _sep_upsample
000000018f57aa20 (__TEXT,__text) non-external _skip_input_data
000000018f57809c (__TEXT,__text) non-external _skip_variable
                 (undefined) external _sprintf (from libSystem)
000000018f57daa0 (__TEXT,__text) non-external _start_iMCU_row
000000018f587f6c (__TEXT,__text) non-external _start_iMCU_row
000000018f5950cc (__TEXT,__text) non-external _start_iMCU_row
000000018f57fcb8 (__TEXT,__text) non-external _start_input_pass
000000018f5877b0 (__TEXT,__text) non-external _start_input_pass
000000018f5877b8 (__TEXT,__text) non-external _start_output_pass
000000018f574d00 (__TEXT,__text) non-external _start_pass
000000018f579100 (__TEXT,__text) non-external _start_pass
000000018f57aca4 (__TEXT,__text) non-external _start_pass
000000018f59b640 (__TEXT,__const) non-external _start_pass.aanscalefactor
000000018f59b5c0 (__TEXT,__const) non-external _start_pass.aanscales
000000018f5991dc (__TEXT,__text) non-external _start_pass_1_quant
000000018f575564 (__TEXT,__text) non-external _start_pass_2_quant
000000018f57d990 (__TEXT,__text) non-external _start_pass_coef
000000018f594de8 (__TEXT,__text) non-external _start_pass_coef
000000018f57d2c8 (__TEXT,__text) non-external _start_pass_dcolor
000000018f591598 (__TEXT,__text) non-external _start_pass_downsample
000000018f58ace8 (__TEXT,__text) non-external _start_pass_dpost
000000018f57c2b0 (__TEXT,__text) non-external _start_pass_fdctmgr
000000018f59b9c0 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscalefactor
000000018f59b940 (__TEXT,__const) non-external _start_pass_fdctmgr.aanscales
000000018f59661c (__TEXT,__text) non-external _start_pass_huff
000000018f5928cc (__TEXT,__text) non-external _start_pass_huff_decoder
000000018f57e410 (__TEXT,__text) non-external _start_pass_main
000000018f58a1b0 (__TEXT,__text) non-external _start_pass_main
000000018f592380 (__TEXT,__text) non-external _start_pass_merged_upsample
000000018f57e7a0 (__TEXT,__text) non-external _start_pass_prep
000000018f58a8a8 (__TEXT,__text) non-external _start_pass_upsample
000000018f59c0d8 (__TEXT,__const) non-external _std_chrominance_quant_tbl
000000018f59bfd8 (__TEXT,__const) non-external _std_luminance_quant_tbl
                 (undefined) external _strlen (from libSystem)
