0000000180334748 (__TEXT,__text) external _NSAddImage
00000001d91f2930 (__DATA_DIRTY,__common) external _NXArgv
0000000180338d40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
000000018033996c (__TEXT,__text) non-external _OUTLINED_FUNCTION_0
0000000180338d54 (__TEXT,__text) non-external _OUTLINED_FUNCTION_1
0000000180338d68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
0000000180339980 (__TEXT,__text) non-external _OUTLINED_FUNCTION_2
0000000180338d7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_3
                 (undefined) external __Block_copy (from libsystem_blocks)
                 (undefined) external __Block_object_assign (from libsystem_blocks)
                 (undefined) external __Block_object_dispose (from libsystem_blocks)
                 (undefined) external __Block_release (from libsystem_blocks)
                 (undefined) external __DefaultRuneLocale (from libsystem_c)
                 (undefined) external __NSConcreteStackBlock (from libsystem_blocks)
000000018033302c (__TEXT,__text) external __NSGetExecutablePath
0000000180339b58 (__TEXT,__text) non-external (was a private external) __Z16withRemoteBufferjymbPiU13block_pointerFvPvmE
0000000180334234 (__TEXT,__text) non-external __ZL28legacyDyldLookup4OldBinariesPKcPPv
00000001da3b7810 (__AUTH_CONST,__const) non-external __ZL8sHelpers
00000001803341ac (__TEXT,__text) non-external (was a private external) __ZN11Diagnostics5errorEPKcPc
00000001803338e8 (__TEXT,__text) non-external (was a private external) __ZN11Diagnostics5errorEPKcz
0000000180332cd0 (__TEXT,__text) non-external (was a private external) __ZN11DiagnosticsC1Eb
0000000180332e38 (__TEXT,__text) non-external (was a private external) __ZN11DiagnosticsD1Ev
0000000180339a38 (__TEXT,__text) non-external (was a private external) __ZN12RemoteBuffer3mapEjym
00000001803399a0 (__TEXT,__text) non-external (was a private external) __ZN12RemoteBuffer6createEjymb
0000000180339994 (__TEXT,__text) non-external (was a private external) __ZN12RemoteBufferC1Ev
0000000180339b28 (__TEXT,__text) non-external (was a private external) __ZN12RemoteBufferD1Ev
000000018033558c (__TEXT,__text) non-external __ZN12_GLOBAL__N_113cacheFilePeekEiPh
000000018033a1d4 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base12addDyldImageEjyyPKc
000000018033ac50 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_Pi
000000018033b6ac (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base13makeSuspendedI23dyld_all_image_infos_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_Pi
000000018033a26c (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base15copySegmentNameEPKc
0000000180339e74 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base23addInfoFromLoadCommandsEPK11mach_headerym
0000000180339fc0 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base29addInfoFromRemoteLoadCommandsEjy
000000018033a660 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base4makeI23dyld_all_image_infos_3218dyld_image_info_32EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi
000000018033a8d4 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base4makeI23dyld_all_image_infos_6418dyld_image_info_64EENSt3__110unique_ptrIS_25dyld_process_info_deleterEEjRKT_yPi
0000000180339d6c (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base8addImageEjbyyPKc
0000000180339c5c (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base8copyPathEjy
0000000180339bf0 (__TEXT,__text) non-external (was a private external) __ZN22dyld_process_info_base9addStringEPKcm
000000018033d42c (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_base10disconnectEv
000000018033d140 (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_base11handleEventEv
000000018033d0e4 (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_base17teardownMachPortsEv
000000018033d5b4 (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_base23replyToMonitoredProcessER17mach_msg_header_t
000000018033d4ec (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_base7releaseEv
000000018033cee4 (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi
000000018033e07c (__TEXT,__text) non-external __ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi.cold.1
000000018033d3ac (__TEXT,__text) non-external (was a private external) __ZN29dyld_process_info_notify_baseD2Ev
000000018033cd64 (__TEXT,__text) non-external (was a private external) __ZN5dyld410staticFreeEPv
000000018033e050 (__TEXT,__text) non-external __ZN5dyld410staticFreeEPv.cold.1
000000018033cd48 (__TEXT,__text) non-external (was a private external) __ZN5dyld418AllocationMetadata13getForPointerEPv
000000018033e024 (__TEXT,__text) non-external __ZN5dyld418AllocationMetadata13getForPointerEPv.cold.1
000000018033729c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache12forEachImageEU13block_pointerFvPNS0_5ImageEE
0000000180336b60 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache13createForTaskEjPi
00000001803370f0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache17createForFilePathEPKc
00000001803375f4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache23forEachSubcache4RosettaEU13block_pointerFvPKvmE
00000001803374a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE
000000018033d840 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCache25mapSubCacheAndInvokeBlockEPK17dyld_cache_headerU13block_pointerFvPKvmE.cold.1
0000000180336f48 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache35forEachInstalledCacheWithSystemPathEPKcU13block_pointerFvPS1_E
0000000180337490 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache3pinEv
0000000180337498 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCache5unpinEv
0000000180336524 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas11SharedCacheC2ERNS_9SharedPtrINS0_6MapperEEEPKcb
000000018033d814 (__TEXT,__text) non-external __ZN5dyld45Atlas11SharedCacheC2ERNS_9SharedPtrINS0_6MapperEEEPKcb.cold.1
00000001803381d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot11sharedCacheEv
00000001803380c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshot13createForTaskEjPi
0000000180338178 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas15ProcessSnapshotC2EjPi
00000001803363d8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas17SharedCacheLocalsC2ERNS_9SharedPtrINS0_6MapperEEEb
0000000180335d78 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image11installnameEv
0000000180335df4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image11pointerSizeEv
0000000180335ee4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE
0000000180335e1c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE
000000018033622c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE
0000000180335f90 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE
0000000180335b5c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image2mlEv
0000000180335cf0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas5Image4uuidEv
000000018033501c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper20mapperForSharedCacheEPKcRKN3DRL4UUIDEPKv
0000000180335640 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper26mapperForSharedCacheLocalsEPKc
0000000180336498 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper3mapI17dyld_cache_headerEENS1_7PointerIT_EEPKvy
0000000180335c74 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper3mapIN5dyld311MachOLoadedEEENS1_7PointerIT_EEPKvy
000000018033611c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper3mapIhEENS1_7PointerIT_EEPKvy
00000001803359fc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper3pinEv
000000018033d7bc (__TEXT,__text) non-external __ZN5dyld45Atlas6Mapper3pinEv.cold.1
0000000180335b04 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper5unpinEv
000000018033d7e8 (__TEXT,__text) non-external __ZN5dyld45Atlas6Mapper5unpinEv.cold.1
0000000180338634 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerI17dyld_cache_headerED2Ev
0000000180338574 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIN5dyld311MachOLoadedEED2Ev
00000001803385d4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6Mapper7PointerIhED2Ev
00000001803357c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas6MapperD2Ev
000000018033d764 (__TEXT,__text) non-external __ZN5dyld45Atlas6MapperD2Ev.cold.1
0000000180337904 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process13createForTaskEjPi
00000001803381cc (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process14createSnapshotEPi
00000001803379b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process18setupNotificationsEPi
000000018033d8f0 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.1
000000018033d91c (__TEXT,__text) non-external __ZN5dyld45Atlas7Process18setupNotificationsEPi.cold.2
0000000180337b7c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process19handleNotificationsEv
0000000180337df0 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE
0000000180337860 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process21teardownNotificationsEv
000000018033d86c (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.1
000000018033d898 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.2
000000018033d8c4 (__TEXT,__text) non-external __ZN5dyld45Atlas7Process21teardownNotificationsEv.cold.3
0000000180337f70 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7Process22unregisterEventHandlerEj
000000018033775c (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessC2EjPi
0000000180337900 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD1Ev
00000001803377b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld45Atlas7ProcessD2Ev
00000001d9210670 (__AUTH,__dyld4) non-external (was a private external) __ZN5dyld45gDyldE
00000001803398a0 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas5ImageEE5clearEv
0000000180339848 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas5ImageEED2Ev
000000018033ddf0 (__TEXT,__text) non-external __ZN5dyld46VectorINS_5Atlas5ImageEED2Ev.cold.1
00000001803383b8 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas6Mapper7MappingEE7reserveEm
000000018033da9c (__TEXT,__text) non-external __ZN5dyld46VectorINS_5Atlas6Mapper7MappingEE7reserveEm.cold.1
0000000180338508 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas6Mapper7MappingEEC2ERKS4_PNS_9AllocatorE
000000018033db1c (__TEXT,__text) non-external __ZN5dyld46VectorINS_5Atlas6Mapper7MappingEEC2ERKS4_PNS_9AllocatorE.cold.1
000000018033836c (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas6Mapper7MappingEED2Ev
000000018033da74 (__TEXT,__text) non-external __ZN5dyld46VectorINS_5Atlas6Mapper7MappingEED2Ev.cold.1
0000000180338c20 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas7Process21ProcessNotifierRecordEE7reserveEm
000000018033dd50 (__TEXT,__text) non-external __ZN5dyld46VectorINS_5Atlas7Process21ProcessNotifierRecordEE7reserveEm.cold.1
0000000180338b88 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_5Atlas7Process21ProcessNotifierRecordEED2Ev
000000018033dd00 (__TEXT,__text) non-external __ZN5dyld46VectorINS_5Atlas7Process21ProcessNotifierRecordEED2Ev.cold.1
0000000180336a74 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_9UniquePtrIKcEEE12emplace_backIJPcEEERS3_DpOT_
0000000180338694 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_9UniquePtrIKcEEE7reserveEm
000000018033db48 (__TEXT,__text) non-external __ZN5dyld46VectorINS_9UniquePtrIKcEEE7reserveEm.cold.1
0000000180338a30 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_9UniquePtrIKcEEED2Ev
000000018033dc60 (__TEXT,__text) non-external __ZN5dyld46VectorINS_9UniquePtrIKcEEED2Ev.cold.1
0000000180338864 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_9UniquePtrINS_5Atlas5ImageEEEE7reserveEm
000000018033dbe8 (__TEXT,__text) non-external __ZN5dyld46VectorINS_9UniquePtrINS_5Atlas5ImageEEEE7reserveEm.cold.1
00000001803389b4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorINS_9UniquePtrINS_5Atlas5ImageEEEED2Ev
000000018033dc38 (__TEXT,__text) non-external __ZN5dyld46VectorINS_9UniquePtrINS_5Atlas5ImageEEEED2Ev.cold.1
00000001803355e4 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorIiE5eraseEPi
000000018033d738 (__TEXT,__text) non-external __ZN5dyld46VectorIiE5eraseEPi.cold.1
00000001803382ac (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorIiE7reserveEm
000000018033da4c (__TEXT,__text) non-external __ZN5dyld46VectorIiE7reserveEm.cold.1
0000000180338260 (__TEXT,__text) non-external (was a private external) __ZN5dyld46VectorIiED2Ev
000000018033da24 (__TEXT,__text) non-external __ZN5dyld46VectorIiED2Ev.cold.1
0000000180336ed4 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator10makeUniqueINS_5Atlas11SharedCacheEJRNS_9SharedPtrINS2_6MapperEEERA1024_cRbEEENS_9UniquePtrIT_EEDpOT0_
00000001803371c0 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator10makeUniqueINS_5Atlas11SharedCacheEJRNS_9SharedPtrINS2_6MapperEEERA1024_cbEEENS_9UniquePtrIT_EEDpOT0_
000000018033811c (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator10makeUniqueINS_5Atlas15ProcessSnapshotEJRjRPiEEENS_9UniquePtrIT_EEDpOT0_
000000018033742c (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator10makeUniqueINS_5Atlas17SharedCacheLocalsEJRNS_9SharedPtrINS2_6MapperEEERbEEENS_9UniquePtrIT_EEDpOT0_
0000000180336ac4 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator10makeUniqueINS_5Atlas5ImageEJRNS_9SharedPtrINS2_6MapperEEEPvRyPNS2_11SharedCacheEEEENS_9UniquePtrIT_EEDpOT0_
0000000180337958 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator10makeUniqueINS_5Atlas7ProcessEJRjRPiEEENS_9UniquePtrIT_EEDpOT0_
000000018033c9c8 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator11returnSpaceENS0_6BufferEbb
000000018033c808 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator12removeRegionERKNS0_6BufferE
000000018033def0 (__TEXT,__text) non-external __ZN5dyld49Allocator12removeRegionERKNS0_6BufferE.cold.1
000000018033cbe8 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator12reserveSpaceEmmbb
000000018033c938 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator13FreeListEntry13isolateRegionENS0_6BufferE
000000018033df1c (__TEXT,__text) non-external __ZN5dyld49Allocator13FreeListEntry13isolateRegionENS0_6BufferE.cold.1
000000018033df48 (__TEXT,__text) non-external __ZN5dyld49Allocator13FreeListEntry13isolateRegionENS0_6BufferE.cold.2
000000018033df74 (__TEXT,__text) non-external __ZN5dyld49Allocator13FreeListEntry13isolateRegionENS0_6BufferE.cold.3
000000018033ccdc (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator13FreeListEntry5splitEm
000000018033dfa0 (__TEXT,__text) non-external __ZN5dyld49Allocator13FreeListEntry5splitEm.cold.1
000000018033dfcc (__TEXT,__text) non-external __ZN5dyld49Allocator13FreeListEntry5splitEm.cold.2
000000018033dff8 (__TEXT,__text) non-external __ZN5dyld49Allocator13FreeListEntry5splitEm.cold.3
000000018033c48c (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator15allocate_bufferEmm
000000018033c494 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator15allocate_bufferEmmb
000000018033de6c (__TEXT,__text) non-external __ZN5dyld49Allocator15allocate_bufferEmmb.cold.1
000000018033de98 (__TEXT,__text) non-external __ZN5dyld49Allocator15allocate_bufferEmmb.cold.2
000000018033dec4 (__TEXT,__text) non-external __ZN5dyld49Allocator15allocate_bufferEmmb.cold.3
000000018033cbc0 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator16deallocate_bytesEPvmm
000000018033cb28 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator17deallocate_bufferENS0_6BufferE
000000018033cdc4 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator6strdupEPKc
000000018033ce24 (__TEXT,__text) non-external (was a private external) __ZN5dyld49Allocator9bootstrapEv
000000018033c300 (__TEXT,__text) non-external (was a private external) __ZN5dyld49AllocatorD2Ev
000000018033de40 (__TEXT,__text) non-external __ZN5dyld49AllocatorD2Ev.cold.1
000000018033c3dc (__TEXT,__text) non-external (was a private external) __ZN5dyld49AllocatoraSEOS0_
00000001803381dc (__TEXT,__text) non-external (was a private external) __ZN5dyld49SharedPtrINS_5Atlas6MapperEE17decrementRefCountEv
000000018033d9f8 (__TEXT,__text) non-external __ZN5dyld49SharedPtrINS_5Atlas6MapperEE17decrementRefCountEv.cold.1
00000001803384cc (__TEXT,__text) non-external (was a private external) __ZN5dyld49SharedPtrINS_5Atlas6MapperEE17incrementRefCountEv
000000018033daf0 (__TEXT,__text) non-external __ZN5dyld49SharedPtrINS_5Atlas6MapperEE17incrementRefCountEv.cold.1
0000000180338478 (__TEXT,__text) non-external (was a private external) __ZN5dyld49SharedPtrINS_5Atlas6MapperEEC2EPS2_
000000018033dac4 (__TEXT,__text) non-external __ZN5dyld49SharedPtrINS_5Atlas6MapperEEC2EPS2_.cold.1
0000000180338768 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrIKcEC2EPS1_
000000018033db70 (__TEXT,__text) non-external __ZN5dyld49UniquePtrIKcEC2EPS1_.cold.1
0000000180338aac (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrIKcED2Ev
000000018033dc88 (__TEXT,__text) non-external __ZN5dyld49UniquePtrIKcED2Ev.cold.1
0000000180338af8 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas11SharedCacheEEC2EPS2_
000000018033dcb0 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas11SharedCacheEEC2EPS2_.cold.1
0000000180338938 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas11SharedCacheEED2Ev
000000018033dc10 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas11SharedCacheEED2Ev.cold.1
0000000180338cf8 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas15ProcessSnapshotEEC2EPS2_
000000018033dd78 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas15ProcessSnapshotEEC2EPS2_.cold.1
00000001803397dc (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas15ProcessSnapshotEED2Ev
000000018033ddc8 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas15ProcessSnapshotEED2Ev.cold.1
0000000180338b40 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas17SharedCacheLocalsEEC2EPS2_
000000018033dcd8 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas17SharedCacheLocalsEEC2EPS2_.cold.1
0000000180339900 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas17SharedCacheLocalsEED2Ev
000000018033de18 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas17SharedCacheLocalsEED2Ev.cold.1
00000001803387b0 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas5ImageEEC2EPS2_
000000018033db98 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas5ImageEEC2EPS2_.cold.1
00000001803387f8 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas5ImageEED2Ev
000000018033dbc0 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas5ImageEED2Ev.cold.1
0000000180338bd8 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas7ProcessEEC2EPS2_
000000018033dd28 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas7ProcessEEC2EPS2_.cold.1
0000000180339784 (__TEXT,__text) non-external (was a private external) __ZN5dyld49UniquePtrINS_5Atlas7ProcessEED2Ev
000000018033dda0 (__TEXT,__text) non-external __ZN5dyld49UniquePtrINS_5Atlas7ProcessEED2Ev.cold.1
0000000180338e04 (__TEXT,__text) non-external __ZN5dyld4L21finalizeListTLV_thunkEPv
0000000180332e18 (__TEXT,__text) non-external (was a private external) __ZNK11Diagnostics13assertNoErrorEv
000000018033d714 (__TEXT,__text) non-external __ZNK11Diagnostics13assertNoErrorEv.cold.1
000000018033a360 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base14forEachSegmentEyU13block_pointerFvyyPKcE
000000018033a2f0 (__TEXT,__text) non-external (was a private external) __ZNK22dyld_process_info_base15forEachAotImageEU13block_pointerFbyyyPhmE
000000018033d6c0 (__TEXT,__text) non-external (was a private external) __ZNK29dyld_process_info_notify_base13setNotifyMainEU13block_pointerFvvE
000000018033c01c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11installNameEv
00000001803338c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
00000001803333dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE
0000000180333304 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
0000000180332cd8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18forEachLoadCommandER11DiagnosticsU13block_pointerFvPK12load_commandRbE
0000000180333514 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile19getDylibInstallNameEPPKcPjS4_
00000001803337d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile7getUuidEPh
0000000180338da8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers11malloc_sizeEPKv
0000000180338db0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers11vm_allocateEjPmmi
0000000180338e4c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers12__cxa_atexitEPFvPvES1_S1_
0000000180338dc4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers13vm_deallocateEjmm
0000000180338e5c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers14isLaunchdOwnedEv
0000000180338ed4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers17getTLVGetAddrFuncEv
0000000180338e38 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers19pthread_getspecificEm
0000000180338e40 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers19pthread_setspecificEmPKv
0000000180338e50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers21__cxa_finalize_rangesEPK13__cxa_range_tj
0000000180338dd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers23pthread_key_create_freeEPm
0000000180338dec (__TEXT,__text) non-external (was a private external) __ZNK5dyld416LibSystemHelpers30pthread_key_create_thread_exitEPm
