00007ff800eaac90 (__TEXT,__text) external _APL_dgemm
00007ff800dd00e2 (__TEXT,__text) external _ZTBMV_
00007ff800dd042e (__TEXT,__text) external _ZTBSV
00007ff800dd042e (__TEXT,__text) external _ZTBSV_
00007ff800dd0203 (__TEXT,__text) external _ZTPMV
00007ff800dd0203 (__TEXT,__text) external _ZTPMV_
00007ff800dd054f (__TEXT,__text) external _ZTPSV
00007ff800dd054f (__TEXT,__text) external _ZTPSV_
00007ff800dcd317 (__TEXT,__text) external _ZTRMM
00007ff800dcd317 (__TEXT,__text) external _ZTRMM_
00007ff800dcffc3 (__TEXT,__text) external _ZTRMV
00007ff800dcffc3 (__TEXT,__text) external _ZTRMV_
00007ff800dcd472 (__TEXT,__text) external _ZTRSM
00007ff800dcd472 (__TEXT,__text) external _ZTRSM_
00007ff800dd030f (__TEXT,__text) external _ZTRSV
00007ff800dd030f (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff800f85a10 (__TEXT,__text) external _appleblas_dgeadd
00007ff800f54150 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff800f65980 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff800f87ef4 (__TEXT,__text) external _appleblas_sgeadd
00007ff800f544a7 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff800f65cd4 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff800f75523 (__TEXT,__text) external _catlas_caxpby
00007ff800de642e (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff800f3e48c (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff800f81e0e (__TEXT,__text) external _catlas_cset
00007ff800f0e253 (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff800f50a30 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff800f7c3ba (__TEXT,__text) external _catlas_daxpby
00007ff800eae053 (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff800f48c2c (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff800f7c4c7 (__TEXT,__text) external _catlas_dset
00007ff800eae194 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff800f48d49 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff800f766cf (__TEXT,__text) external _catlas_saxpby
00007ff800df1a09 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff800f3f621 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff800f76810 (__TEXT,__text) external _catlas_sset
00007ff800df1b4a (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff800f3f73e (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff800f7dc7c (__TEXT,__text) external _catlas_zaxpby
00007ff800ebbb9d (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff800f4c396 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff800f78415 (__TEXT,__text) external _catlas_zset
00007ff800e34520 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff800f44460 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff800ef2c7b (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff800f4f59b (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff800dd08cc (__TEXT,__text) external _caxpy
00007ff800ef2c0d (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff800f4f523 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff800dd08cc (__TEXT,__text) external _caxpy_
00007ff800f7d8ff (__TEXT,__text) external _cblas_caxpy
00007ff800ebb820 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff800f4c01d (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff800f76fd9 (__TEXT,__text) external _cblas_ccopy
00007ff800e03a6e (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff800f3fec7 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff800f78be2 (__TEXT,__text) external _cblas_cdotc_sub
00007ff800e41862 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff800f44c40 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff800f792ae (__TEXT,__text) external _cblas_cdotu_sub
00007ff800e62080 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff800f452fc (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff800f83c63 (__TEXT,__text) external _cblas_cgbmv
00007ff800f52bc7 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff800f643ce (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff800f79b34 (__TEXT,__text) external _cblas_cgemm
00007ff800e7e537 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff800f45bc5 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff800f84c60 (__TEXT,__text) external _cblas_cgemv
00007ff800f533a0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff800f64b70 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff800f801c3 (__TEXT,__text) external _cblas_cgerc
00007ff800eed7a3 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff800f4e87c (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff800f7af4b (__TEXT,__text) external _cblas_cgeru
00007ff800e93460 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff800f4703f (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff800f88e5d (__TEXT,__text) external _cblas_chbmv
00007ff800f55365 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff800f66b8f (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff800f7e019 (__TEXT,__text) external _cblas_chemm
00007ff800ebf681 (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff800f4c6fa (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff800f89275 (__TEXT,__text) external _cblas_chemv
00007ff800f55b1b (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff800f67362 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff800f7f134 (__TEXT,__text) external _cblas_cher
00007ff800ee4d4f (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff800f4d817 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff800f89ae2 (__TEXT,__text) external _cblas_cher2
00007ff800f56877 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff800f68131 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff800f81af2 (__TEXT,__text) external _cblas_cher2k
00007ff800f0df37 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff800f50708 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff800f7b692 (__TEXT,__text) external _cblas_cherk
00007ff800ea2e5d (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff800f47f0e (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff800f8a441 (__TEXT,__text) external _cblas_chpmv
00007ff800f571d6 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff800f68a99 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff800f8af09 (__TEXT,__text) external _cblas_chpr
00007ff800f581b7 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff800f69586 (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff800f8a631 (__TEXT,__text) external _cblas_chpr2
00007ff800f578df (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff800f68c99 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff800f8d4d8 (__TEXT,__text) external _cblas_crotg
00007ff800f5c296 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff800f6d6ff (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff800f7fc5e (__TEXT,__text) external _cblas_cscal
00007ff800eec145 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff800f4e2fe (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff800f7eed0 (__TEXT,__text) external _cblas_csrot
00007ff800ed7161 (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff800f4d5ad (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff800f78377 (__TEXT,__text) external _cblas_csscal
00007ff800e337e0 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff800f443b4 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff800f78f24 (__TEXT,__text) external _cblas_cswap
00007ff800e42c7e (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff800f44f74 (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff800f7d0a7 (__TEXT,__text) external _cblas_csymm
00007ff800eb5b41 (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff800f4b7d6 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff800f7cb35 (__TEXT,__text) external _cblas_csyr2k
00007ff800eb4320 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00007ff800f4b25f (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
