00007ff8036dda70 (__TEXT,__text) external _APL_dgemm
00007ff803604330 (__TEXT,__text) external _SCASUM_
00007ff803604343 (__TEXT,__text) external _SCNRM2
00007ff803604343 (__TEXT,__text) external _SCNRM2_
00007ff8036044bb (__TEXT,__text) external _SCOPY
00007ff8036044bb (__TEXT,__text) external _SCOPY_
00007ff8036044cf (__TEXT,__text) external _SDOT
00007ff8036044cf (__TEXT,__text) external _SDOT_
00007ff8036044e5 (__TEXT,__text) external _SDSDOT
00007ff8036044e5 (__TEXT,__text) external _SDSDOT_
00007ff8036013cf (__TEXT,__text) external _SGBMV
00007ff8036013cf (__TEXT,__text) external _SGBMV_
00007ff8035ff3b9 (__TEXT,__text) external _SGEMM
00007ff8035ff3b9 (__TEXT,__text) external _SGEMM_
00007ff803601329 (__TEXT,__text) external _SGEMV
00007ff803601329 (__TEXT,__text) external _SGEMV_
00007ff803601c51 (__TEXT,__text) external _SGER
00007ff803601c51 (__TEXT,__text) external _SGER_
00007ff80360450a (__TEXT,__text) external _SNRM2
00007ff80360450a (__TEXT,__text) external _SNRM2_
00007ff80360451d (__TEXT,__text) external _SROT
00007ff80360453e (__TEXT,__text) external _SROTG
00007ff80360453e (__TEXT,__text) external _SROTG_
00007ff80360454b (__TEXT,__text) external _SROTM
00007ff80360455f (__TEXT,__text) external _SROTMG
00007ff80360455f (__TEXT,__text) external _SROTMG_
00007ff80360454b (__TEXT,__text) external _SROTM_
00007ff80360451d (__TEXT,__text) external _SROT_
00007ff803601526 (__TEXT,__text) external _SSBMV
00007ff803601526 (__TEXT,__text) external _SSBMV_
00007ff803604573 (__TEXT,__text) external _SSCAL
00007ff803604573 (__TEXT,__text) external _SSCAL_
00007ff8036015bb (__TEXT,__text) external _SSPMV
00007ff8036015bb (__TEXT,__text) external _SSPMV_
00007ff803601d87 (__TEXT,__text) external _SSPR
00007ff803601dee (__TEXT,__text) external _SSPR2
00007ff803601dee (__TEXT,__text) external _SSPR2_
00007ff803601d87 (__TEXT,__text) external _SSPR_
00007ff80360458d (__TEXT,__text) external _SSWAP
00007ff80360458d (__TEXT,__text) external _SSWAP_
00007ff8035ff4c9 (__TEXT,__text) external _SSYMM
00007ff8035ff4c9 (__TEXT,__text) external _SSYMM_
00007ff80360149c (__TEXT,__text) external _SSYMV
00007ff80360149c (__TEXT,__text) external _SSYMV_
00007ff803601c96 (__TEXT,__text) external _SSYR
00007ff803601d06 (__TEXT,__text) external _SSYR2
00007ff8035ff918 (__TEXT,__text) external _SSYR2K
00007ff8035ff918 (__TEXT,__text) external _SSYR2K_
00007ff803601d06 (__TEXT,__text) external _SSYR2_
00007ff8035ff83b (__TEXT,__text) external _SSYRK
00007ff8035ff83b (__TEXT,__text) external _SSYRK_
00007ff803601c96 (__TEXT,__text) external _SSYR_
00007ff803601744 (__TEXT,__text) external _STBMV
00007ff803601744 (__TEXT,__text) external _STBMV_
00007ff803601a4f (__TEXT,__text) external _STBSV
00007ff803601a4f (__TEXT,__text) external _STBSV_
00007ff803601850 (__TEXT,__text) external _STPMV
00007ff803601850 (__TEXT,__text) external _STPMV_
00007ff803601b5b (__TEXT,__text) external _STPSV
00007ff803601b5b (__TEXT,__text) external _STPSV_
00007ff8035ff59f (__TEXT,__text) external _STRMM
00007ff8035ff59f (__TEXT,__text) external _STRMM_
00007ff80360163b (__TEXT,__text) external _STRMV
00007ff80360163b (__TEXT,__text) external _STRMV_
00007ff8035ff6ed (__TEXT,__text) external _STRSM
00007ff8035ff6ed (__TEXT,__text) external _STRSM_
00007ff803601946 (__TEXT,__text) external _STRSV
00007ff803601946 (__TEXT,__text) external _STRSV_
00007ff8037c94cc (__TEXT,__text) external _SetBLASParamErrorProc
00007ff8037991f7 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK
00007ff8037aa348 (__TEXT,__text) external _SetBLASParamErrorProc$NEWLAPACK$ILP64
00007ff8037c1f0b (__TEXT,__text) external _XERBLA
00007ff8037c1f0b (__TEXT,__text) external _XERBLA_
00007ff8036045d8 (__TEXT,__text) external _ZAXPY
00007ff8036045d8 (__TEXT,__text) external _ZAXPY_
00007ff8036045ec (__TEXT,__text) external _ZCOPY
00007ff8036045ec (__TEXT,__text) external _ZCOPY_
00007ff803604600 (__TEXT,__text) external _ZDOTC
00007ff803604600 (__TEXT,__text) external _ZDOTC_
00007ff803604622 (__TEXT,__text) external _ZDOTU
00007ff803604622 (__TEXT,__text) external _ZDOTU_
00007ff803604662 (__TEXT,__text) external _ZDROT
00007ff803604662 (__TEXT,__text) external _ZDROT_
00007ff803604683 (__TEXT,__text) external _ZDSCAL
00007ff803604683 (__TEXT,__text) external _ZDSCAL_
00007ff8036036ae (__TEXT,__text) external _ZGBMV
00007ff8036036ae (__TEXT,__text) external _ZGBMV_
00007ff8036009ba (__TEXT,__text) external _ZGEMM
00007ff8036009ba (__TEXT,__text) external _ZGEMM_
00007ff8036035ec (__TEXT,__text) external _ZGEMV
00007ff8036035ec (__TEXT,__text) external _ZGEMV_
00007ff803603fcb (__TEXT,__text) external _ZGERC
00007ff803603fcb (__TEXT,__text) external _ZGERC_
00007ff803604012 (__TEXT,__text) external _ZGERU
00007ff803604012 (__TEXT,__text) external _ZGERU_
00007ff80360381c (__TEXT,__text) external _ZHBMV
00007ff80360381c (__TEXT,__text) external _ZHBMV_
00007ff803600adf (__TEXT,__text) external _ZHEMM
00007ff803600adf (__TEXT,__text) external _ZHEMM_
00007ff803603789 (__TEXT,__text) external _ZHEMV
00007ff803603789 (__TEXT,__text) external _ZHEMV_
00007ff803604059 (__TEXT,__text) external _ZHER
00007ff8036040c9 (__TEXT,__text) external _ZHER2
00007ff803601124 (__TEXT,__text) external _ZHER2K
00007ff803601124 (__TEXT,__text) external _ZHER2K_
00007ff8036040c9 (__TEXT,__text) external _ZHER2_
00007ff803600f3d (__TEXT,__text) external _ZHERK
00007ff803600f3d (__TEXT,__text) external _ZHERK_
00007ff803604059 (__TEXT,__text) external _ZHER_
00007ff8036038b3 (__TEXT,__text) external _ZHPMV
00007ff8036038b3 (__TEXT,__text) external _ZHPMV_
00007ff803604155 (__TEXT,__text) external _ZHPR
00007ff8036041bc (__TEXT,__text) external _ZHPR2
00007ff8036041bc (__TEXT,__text) external _ZHPR2_
00007ff803604155 (__TEXT,__text) external _ZHPR_
00007ff803604644 (__TEXT,__text) external _ZROTG
00007ff803604644 (__TEXT,__text) external _ZROTG_
00007ff803604651 (__TEXT,__text) external _ZSCAL
00007ff803604651 (__TEXT,__text) external _ZSCAL_
00007ff80360469d (__TEXT,__text) external _ZSWAP
00007ff80360469d (__TEXT,__text) external _ZSWAP_
00007ff803600bb3 (__TEXT,__text) external _ZSYMM
00007ff803600bb3 (__TEXT,__text) external _ZSYMM_
00007ff803601227 (__TEXT,__text) external _ZSYR2K
00007ff803601227 (__TEXT,__text) external _ZSYR2K_
00007ff803601033 (__TEXT,__text) external _ZSYRK
00007ff803601033 (__TEXT,__text) external _ZSYRK_
00007ff803603a52 (__TEXT,__text) external _ZTBMV
00007ff803603a52 (__TEXT,__text) external _ZTBMV_
00007ff803603d9e (__TEXT,__text) external _ZTBSV
00007ff803603d9e (__TEXT,__text) external _ZTBSV_
00007ff803603b73 (__TEXT,__text) external _ZTPMV
00007ff803603b73 (__TEXT,__text) external _ZTPMV_
00007ff803603ebf (__TEXT,__text) external _ZTPSV
00007ff803603ebf (__TEXT,__text) external _ZTPSV_
00007ff803600c87 (__TEXT,__text) external _ZTRMM
00007ff803600c87 (__TEXT,__text) external _ZTRMM_
00007ff803603933 (__TEXT,__text) external _ZTRMV
00007ff803603933 (__TEXT,__text) external _ZTRMV_
00007ff803600de2 (__TEXT,__text) external _ZTRSM
00007ff803600de2 (__TEXT,__text) external _ZTRSM_
00007ff803603c7f (__TEXT,__text) external _ZTRSV
00007ff803603c7f (__TEXT,__text) external _ZTRSV_
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __tlv_bootstrap (from libSystem)
00007ff8037bbd10 (__TEXT,__text) external _appleblas_dgeadd
00007ff803789280 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK
00007ff80379a910 (__TEXT,__text) external _appleblas_dgeadd$NEWLAPACK$ILP64
00007ff8037be1ef (__TEXT,__text) external _appleblas_sgeadd
00007ff8037895c8 (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK
00007ff80379ac4f (__TEXT,__text) external _appleblas_sgeadd$NEWLAPACK$ILP64
00007ff8037aab50 (__TEXT,__text) external _catlas_caxpby
00007ff80361956e (__TEXT,__text) external _catlas_caxpby$NEWLAPACK
00007ff803772821 (__TEXT,__text) external _catlas_caxpby$NEWLAPACK$ILP64
00007ff8037b78ef (__TEXT,__text) external _catlas_cset
00007ff803740455 (__TEXT,__text) external _catlas_cset$NEWLAPACK
00007ff803785379 (__TEXT,__text) external _catlas_cset$NEWLAPACK$ILP64
00007ff8037b1e2e (__TEXT,__text) external _catlas_daxpby
00007ff8036e0d3d (__TEXT,__text) external _catlas_daxpby$NEWLAPACK
00007ff80377d45e (__TEXT,__text) external _catlas_daxpby$NEWLAPACK$ILP64
00007ff8037b1f4e (__TEXT,__text) external _catlas_dset
00007ff8036e0e91 (__TEXT,__text) external _catlas_dset$NEWLAPACK
00007ff80377d590 (__TEXT,__text) external _catlas_dset$NEWLAPACK$ILP64
00007ff8037abd5a (__TEXT,__text) external _catlas_saxpby
00007ff803624c50 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK
00007ff803773a09 (__TEXT,__text) external _catlas_saxpby$NEWLAPACK$ILP64
00007ff8037abeae (__TEXT,__text) external _catlas_sset
00007ff803624da4 (__TEXT,__text) external _catlas_sset$NEWLAPACK
00007ff803773b3b (__TEXT,__text) external _catlas_sset$NEWLAPACK$ILP64
00007ff8037b3751 (__TEXT,__text) external _catlas_zaxpby
00007ff8036eedf7 (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK
00007ff803780c6b (__TEXT,__text) external _catlas_zaxpby$NEWLAPACK$ILP64
00007ff8037adc2b (__TEXT,__text) external _catlas_zset
00007ff803667210 (__TEXT,__text) external _catlas_zset$NEWLAPACK
00007ff803778994 (__TEXT,__text) external _catlas_zset$NEWLAPACK$ILP64
00007ff8037247cc (__TEXT,__text) external _caxpby$NEWLAPACK
00007ff803783e6d (__TEXT,__text) external _caxpby$NEWLAPACK$ILP64
00007ff80360423c (__TEXT,__text) external _caxpy
00007ff80372475e (__TEXT,__text) external _caxpy$NEWLAPACK
00007ff803783df5 (__TEXT,__text) external _caxpy$NEWLAPACK$ILP64
00007ff80360423c (__TEXT,__text) external _caxpy_
00007ff8037b33da (__TEXT,__text) external _cblas_caxpy
00007ff8036eea80 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK
00007ff8037808f9 (__TEXT,__text) external _cblas_caxpy$NEWLAPACK$ILP64
00007ff8037ac630 (__TEXT,__text) external _cblas_ccopy
00007ff8036363ea (__TEXT,__text) external _cblas_ccopy$NEWLAPACK
00007ff803774287 (__TEXT,__text) external _cblas_ccopy$NEWLAPACK$ILP64
00007ff8037ae3ed (__TEXT,__text) external _cblas_cdotc_sub
00007ff8036743e2 (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK
00007ff8037791ae (__TEXT,__text) external _cblas_cdotc_sub$NEWLAPACK$ILP64
00007ff8037aeabe (__TEXT,__text) external _cblas_cdotu_sub
00007ff80369481f (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK
00007ff803779867 (__TEXT,__text) external _cblas_cdotu_sub$NEWLAPACK$ILP64
00007ff8037b9f2d (__TEXT,__text) external _cblas_cgbmv
00007ff803787d06 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK
00007ff803799337 (__TEXT,__text) external _cblas_cgbmv$NEWLAPACK$ILP64
00007ff8037af358 (__TEXT,__text) external _cblas_cgemm
00007ff8036b12b4 (__TEXT,__text) external _cblas_cgemm$NEWLAPACK
00007ff80377a13b (__TEXT,__text) external _cblas_cgemm$NEWLAPACK$ILP64
00007ff8037baf30 (__TEXT,__text) external _cblas_cgemv
00007ff8037884a0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK
00007ff803799af0 (__TEXT,__text) external _cblas_cgemv$NEWLAPACK$ILP64
00007ff8037b5c3a (__TEXT,__text) external _cblas_cgerc
00007ff80371f23b (__TEXT,__text) external _cblas_cgerc$NEWLAPACK
00007ff803783148 (__TEXT,__text) external _cblas_cgerc$NEWLAPACK$ILP64
00007ff8037b081d (__TEXT,__text) external _cblas_cgeru
00007ff8036c6070 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK
00007ff80377b692 (__TEXT,__text) external _cblas_cgeru$NEWLAPACK$ILP64
00007ff8037bf146 (__TEXT,__text) external _cblas_chbmv
00007ff80378a474 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK
00007ff80379baf3 (__TEXT,__text) external _cblas_chbmv$NEWLAPACK$ILP64
00007ff8037b3afb (__TEXT,__text) external _cblas_chemm
00007ff8036f22fd (__TEXT,__text) external _cblas_chemm$NEWLAPACK
00007ff803780ff2 (__TEXT,__text) external _cblas_chemm$NEWLAPACK$ILP64
00007ff8037bf55d (__TEXT,__text) external _cblas_chemv
00007ff80378ac08 (__TEXT,__text) external _cblas_chemv$NEWLAPACK
00007ff80379c292 (__TEXT,__text) external _cblas_chemv$NEWLAPACK$ILP64
00007ff8037b4bd0 (__TEXT,__text) external _cblas_cher
00007ff8037167ef (__TEXT,__text) external _cblas_cher$NEWLAPACK
00007ff8037820e0 (__TEXT,__text) external _cblas_cher$NEWLAPACK$ILP64
00007ff8037bfdc7 (__TEXT,__text) external _cblas_cher2
00007ff80378b974 (__TEXT,__text) external _cblas_cher2$NEWLAPACK
00007ff80379d093 (__TEXT,__text) external _cblas_cher2$NEWLAPACK$ILP64
00007ff8037b75b2 (__TEXT,__text) external _cblas_cher2k
00007ff803740118 (__TEXT,__text) external _cblas_cher2k$NEWLAPACK
00007ff80378502a (__TEXT,__text) external _cblas_cher2k$NEWLAPACK$ILP64
00007ff8037b0f87 (__TEXT,__text) external _cblas_cherk
00007ff8036d5d3b (__TEXT,__text) external _cblas_cherk$NEWLAPACK
00007ff80377c5b9 (__TEXT,__text) external _cblas_cherk$NEWLAPACK$ILP64
00007ff8037c0737 (__TEXT,__text) external _cblas_chpmv
00007ff80378c2e4 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK
00007ff80379da17 (__TEXT,__text) external _cblas_chpmv$NEWLAPACK$ILP64
00007ff8037c11ff (__TEXT,__text) external _cblas_chpr
00007ff80378d2c0 (__TEXT,__text) external _cblas_chpr$NEWLAPACK
00007ff80379e50e (__TEXT,__text) external _cblas_chpr$NEWLAPACK$ILP64
00007ff8037c0927 (__TEXT,__text) external _cblas_chpr2
00007ff80378c9e8 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK
00007ff80379dc17 (__TEXT,__text) external _cblas_chpr2$NEWLAPACK$ILP64
00007ff8037c36ec (__TEXT,__text) external _cblas_crotg
00007ff8037912a3 (__TEXT,__text) external _cblas_crotg$NEWLAPACK
00007ff8037a2657 (__TEXT,__text) external _cblas_crotg$NEWLAPACK$ILP64
00007ff8037b56b3 (__TEXT,__text) external _cblas_cscal
00007ff80371db94 (__TEXT,__text) external _cblas_cscal$NEWLAPACK
00007ff803782b9a (__TEXT,__text) external _cblas_cscal$NEWLAPACK$ILP64
00007ff8037b4979 (__TEXT,__text) external _cblas_csrot
00007ff8037093ea (__TEXT,__text) external _cblas_csrot$NEWLAPACK
00007ff803781e89 (__TEXT,__text) external _cblas_csrot$NEWLAPACK$ILP64
00007ff8037adb7b (__TEXT,__text) external _cblas_csscal
00007ff803666480 (__TEXT,__text) external _cblas_csscal$NEWLAPACK
00007ff8037788e0 (__TEXT,__text) external _cblas_csscal$NEWLAPACK$ILP64
00007ff8037ae73a (__TEXT,__text) external _cblas_cswap
00007ff8036757ef (__TEXT,__text) external _cblas_cswap$NEWLAPACK
00007ff8037794eb (__TEXT,__text) external _cblas_cswap$NEWLAPACK$ILP64
00007ff8037b2b40 (__TEXT,__text) external _cblas_csymm
00007ff8036e8dfa (__TEXT,__text) external _cblas_csymm$NEWLAPACK
00007ff803780059 (__TEXT,__text) external _cblas_csymm$NEWLAPACK$ILP64
00007ff8037b2587 (__TEXT,__text) external _cblas_csyr2k
00007ff8036e6f90 (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK
00007ff80377fa8e (__TEXT,__text) external _cblas_csyr2k$NEWLAPACK$ILP64
00007ff8037ac8c4 (__TEXT,__text) external _cblas_csyrk
00007ff8036424a3 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK
00007ff803774514 (__TEXT,__text) external _cblas_csyrk$NEWLAPACK$ILP64
00007ff8037c1333 (__TEXT,__text) external _cblas_ctbmv
00007ff80378d68c (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK
00007ff80379e8de (__TEXT,__text) external _cblas_ctbmv$NEWLAPACK$ILP64
00007ff8037c157a (__TEXT,__text) external _cblas_ctbsv
00007ff80378df84 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK
00007ff80379f217 (__TEXT,__text) external _cblas_ctbsv$NEWLAPACK$ILP64
00007ff8037c17c1 (__TEXT,__text) external _cblas_ctpmv
00007ff80378e9e7 (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK
00007ff80379fcbb (__TEXT,__text) external _cblas_ctpmv$NEWLAPACK$ILP64
00007ff8037c19c6 (__TEXT,__text) external _cblas_ctpsv
00007ff80378f194 (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK
00007ff8037a045d (__TEXT,__text) external _cblas_ctpsv$NEWLAPACK$ILP64
00007ff8037b975c (__TEXT,__text) external _cblas_ctrmm
00007ff803768135 (__TEXT,__text) external _cblas_ctrmm$NEWLAPACK
