0000000180b68850 (__TEXT,__text) external _OSAtomicAdd32
0000000180b68958 (__TEXT,__text) external _OSAtomicOr32OrigBarrier
0000000180b68ad0 (__TEXT,__text) external _OSAtomicTestAndClear
0000000180b68b10 (__TEXT,__text) external _OSAtomicTestAndClearBarrier
0000000180b68a50 (__TEXT,__text) external _OSAtomicTestAndSet
0000000180b68a90 (__TEXT,__text) external _OSAtomicTestAndSetBarrier
0000000180b68960 (__TEXT,__text) external _OSAtomicXor32
0000000180b6896c (__TEXT,__text) external _OSAtomicXor32Barrier
0000000180b68978 (__TEXT,__text) external _OSAtomicXor32Orig
0000000180b68980 (__TEXT,__text) external _OSAtomicXor32OrigBarrier
0000000180b68c40 (__TEXT,__text) external _OSMemoryBarrier
0000000180b67494 (__TEXT,__text) external _OSSpinLockLock
0000000180b674b0 (__TEXT,__text) external _OSSpinLockTry
0000000180b674e0 (__TEXT,__text) external _OSSpinLockUnlock
0000000180b6ac68 (__TEXT,__const) non-external __0x
0000000180b6acd9 (__TEXT,__cstring) non-external __H
0000000180b68c1c (__TEXT,__text) non-external __OSAtomicDequeue_misalign
0000000180b68b98 (__TEXT,__text) non-external __OSAtomicEnqueue_misalign
0000000180b6734c (__TEXT,__text) external __OSSpinLockLockSlow
0000000180b673c4 (__TEXT,__text) non-external __OSSpinLockLockYield
0000000180b69ce0 (__TEXT,__text) external ___bzero
                 (undefined) external ___error (from libsystem_kernel)
0000000182bd0040 (__DATA_DIRTY,__common) non-external (was a private external) ___in_sigtramp
                 (undefined) external ___libkernel_platform_init (from libsystem_kernel)
0000000180b65000 (__TEXT,__text) external ___libplatform_init
0000000180b67f24 (__TEXT,__text) external ___os_once_reset
0000000180b67048 (__TEXT,__text) non-external (was a private external) ___pfz_setup
0000000180b6ac60 (__TEXT,__const) non-external (was a private external) ___platformVersionNumber
0000000180b6ac30 (__TEXT,__const) non-external (was a private external) ___platformVersionString
0000000180b68cb8 (__TEXT,__text) external ___platform_sigaction
                 (undefined) external ___sigaction (from libsystem_kernel)
                 (undefined) external ___sigaltstack (from libsystem_kernel)
                 (undefined) external ___sigreturn (from libsystem_kernel)
0000000180b65508 (__TEXT,__text) non-external ___simple_bprintf
0000000180b6916c (__TEXT,__text) external ___sme_memchr
0000000180b69508 (__TEXT,__text) external ___sme_memcpy
0000000180b695ec (__TEXT,__text) external ___sme_memmove
0000000180b6a0a0 (__TEXT,__text) external ___sme_memset
                 (undefined) external ___ulock_wait (from libsystem_kernel)
                 (undefined) external ___ulock_wait2 (from libsystem_kernel)
                 (undefined) external ___ulock_wake (from libsystem_kernel)
0000000180b6a2cc (__TEXT,__text) external __ctx_done
0000000180b6a5f0 (__TEXT,__text) non-external (was a private external) __ctx_start
0000000180b65f68 (__TEXT,__text) non-external __enlarge
0000000180b6a6a8 (__TEXT,__text) non-external __enlarge.cold.1
                 (undefined) external __exit (from libsystem_kernel)
0000000180b65e34 (__TEXT,__text) non-external __flush
0000000180b654dc (__TEXT,__text) non-external __flush_reset
0000000180b6acea (__TEXT,__cstring) non-external __h
0000000180b68d94 (__TEXT,__text) external __longjmp
0000000180b68580 (__TEXT,__text) non-external __os_alloc
0000000180b6a8dc (__TEXT,__text) non-external __os_alloc.cold.1
0000000182bd0038 (__DATA_DIRTY,__common) non-external (was a private external) __os_alloc_heap
0000000180b68530 (__TEXT,__text) external __os_alloc_once
0000000180b6863c (__TEXT,__text) non-external __os_alloc_slow
0000000180b6a6f8 (__TEXT,__text) non-external (was a private external) __os_lock_corruption_abort
0000000180b67530 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_lock
0000000180b67580 (__TEXT,__text) non-external __os_lock_handoff_lock_slow
0000000180b67554 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_trylock
0000000180b67574 (__TEXT,__text) non-external (was a private external) __os_lock_handoff_unlock
0000000180b67ec0 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_lock
0000000180b67ee4 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_trylock
0000000180b67f04 (__TEXT,__text) non-external (was a private external) __os_lock_nospin_unlock
0000000180b6a844 (__TEXT,__text) non-external __os_lock_recursive_abort
0000000180b674e8 (__TEXT,__text) non-external (was a private external) __os_lock_spin_lock
0000000180b67508 (__TEXT,__text) non-external (was a private external) __os_lock_spin_trylock
0000000180b67524 (__TEXT,__text) non-external (was a private external) __os_lock_spin_unlock
0000000180b6ac70 (__TEXT,__const) non-external __os_lock_type_base
0000000182c528a8 (__AUTH_CONST,__const) external __os_lock_type_eliding
0000000182c528c8 (__AUTH_CONST,__const) external __os_lock_type_handoff
0000000182c52908 (__AUTH_CONST,__const) external __os_lock_type_nospin
0000000182c528a8 (__AUTH_CONST,__const) external __os_lock_type_spin
0000000182c528a8 (__AUTH_CONST,__const) external __os_lock_type_transactional
0000000182c528e8 (__AUTH_CONST,__const) external __os_lock_type_unfair
0000000180b67c50 (__TEXT,__text) non-external (was a private external) __os_lock_unfair_lock
0000000180b67c7c (__TEXT,__text) non-external (was a private external) __os_lock_unfair_trylock
0000000180b67c9c (__TEXT,__text) non-external (was a private external) __os_lock_unfair_unlock
0000000180b67cbc (__TEXT,__text) external __os_nospin_lock_lock
0000000180b67cdc (__TEXT,__text) non-external __os_nospin_lock_lock_slow
0000000180b67dd8 (__TEXT,__text) external __os_nospin_lock_trylock
0000000180b67df4 (__TEXT,__text) external __os_nospin_lock_unlock
0000000180b67e10 (__TEXT,__text) non-external __os_nospin_lock_unlock_slow
0000000180b67fec (__TEXT,__text) external __os_once
0000000180b6804c (__TEXT,__text) non-external __os_once_callout
0000000180b67f40 (__TEXT,__text) non-external __os_once_gate_broadcast
0000000180b6a81c (__TEXT,__text) non-external (was a private external) __os_once_gate_corruption_abort
0000000180b6a7cc (__TEXT,__text) non-external (was a private external) __os_once_gate_recursive_abort
0000000180b6a7f4 (__TEXT,__text) non-external (was a private external) __os_once_gate_unowned_abort
0000000180b680c0 (__TEXT,__text) non-external __os_once_gate_wait
0000000180b68774 (__TEXT,__text) external __os_semaphore_create
0000000180b6a904 (__TEXT,__text) non-external __os_semaphore_create.cold.1
0000000180b6a92c (__TEXT,__text) non-external __os_semaphore_create.cold.2
0000000180b687c8 (__TEXT,__text) external __os_semaphore_dispose
0000000180b6a954 (__TEXT,__text) non-external __os_semaphore_dispose.cold.1
0000000180b687f8 (__TEXT,__text) external __os_semaphore_signal
0000000180b6a97c (__TEXT,__text) non-external __os_semaphore_signal.cold.1
0000000180b68818 (__TEXT,__text) external __os_semaphore_wait
0000000180b6a9a4 (__TEXT,__text) non-external __os_semaphore_wait.cold.1
0000000180b6a770 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_corruption_abort
0000000180b6766c (__TEXT,__text) non-external __os_unfair_lock_lock_slow
0000000180b6a720 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_recursive_abort
0000000180b67844 (__TEXT,__text) non-external __os_unfair_lock_trylock_with_options_slow
0000000180b6791c (__TEXT,__text) non-external __os_unfair_lock_unlock_slow
0000000180b6a748 (__TEXT,__text) non-external (was a private external) __os_unfair_lock_unowned_abort
0000000180b69ce0 (__TEXT,__text) external __platform_bzero
0000000180b68fc4 (__TEXT,__text) external __platform_memccpy
0000000180b69860 (__TEXT,__text) external __platform_memchr
0000000180b69970 (__TEXT,__text) external __platform_memcmp
0000000180b69e20 (__TEXT,__text) external __platform_memcmp_zero_aligned8
0000000180b69240 (__TEXT,__text) external __platform_memmove
0000000180b69d40 (__TEXT,__text) external __platform_memset
0000000180b69f20 (__TEXT,__text) external __platform_memset_pattern16
0000000180b69ee0 (__TEXT,__text) external __platform_memset_pattern4
0000000180b69f00 (__TEXT,__text) external __platform_memset_pattern8
0000000180b6a1c0 (__TEXT,__text) external __platform_strchr
0000000180b6a164 (__TEXT,__text) external __platform_strcmp
0000000180b69710 (__TEXT,__text) non-external (was a private external) __platform_strcmp$VARIANT$Base
0000000180b68f08 (__TEXT,__text) external __platform_strcpy
0000000182c52820 (__AUTH_CONST,__const) non-external __platform_string_functions
0000000180b690d4 (__TEXT,__text) external __platform_strlcat
0000000180b68f48 (__TEXT,__text) external __platform_strlcpy
0000000180b69b60 (__TEXT,__text) external __platform_strlen
0000000180b6a178 (__TEXT,__text) external __platform_strncmp
0000000180b69bd0 (__TEXT,__text) non-external (was a private external) __platform_strncmp$VARIANT$Base
0000000180b6904c (__TEXT,__text) external __platform_strncpy
0000000180b69ac0 (__TEXT,__text) external __platform_strnlen
0000000180b68e80 (__TEXT,__text) external __platform_strstr
0000000180b6a55c (__TEXT,__text) non-external (was a private external) __setcontext
0000000180b68d34 (__TEXT,__text) external __setjmp
0000000180b68c64 (__TEXT,__text) non-external (was a private external) __sigtramp
0000000180b68c48 (__TEXT,__text) non-external (was a private external) __sigunaltstack
0000000180b65278 (__TEXT,__text) non-external __simple_asl_escape_key
0000000180b652ec (__TEXT,__text) non-external __simple_asl_escape_val
0000000180b65474 (__TEXT,__text) external __simple_asl_log
0000000180b65394 (__TEXT,__text) external __simple_asl_log_prog
0000000180b650e0 (__TEXT,__text) external __simple_asl_msg_new
0000000180b6512c (__TEXT,__text) external __simple_asl_msg_set
0000000180b6534c (__TEXT,__text) external __simple_asl_send
0000000180b65eb0 (__TEXT,__text) external __simple_dprintf
0000000180b66204 (__TEXT,__text) external __simple_esappend
0000000180b66124 (__TEXT,__text) external __simple_esprintf
0000000180b65034 (__TEXT,__text) external __simple_getenv
0000000180b662d4 (__TEXT,__text) external __simple_put
0000000180b662dc (__TEXT,__text) external __simple_putline
0000000180b65edc (__TEXT,__text) external __simple_salloc
0000000180b66198 (__TEXT,__text) external __simple_sappend
0000000180b66324 (__TEXT,__text) external __simple_sfree
0000000180b660ec (__TEXT,__text) external __simple_sprintf
0000000180b66164 (__TEXT,__text) external __simple_sresize
0000000180b66154 (__TEXT,__text) external __simple_string
0000000180b6547c (__TEXT,__text) external __simple_vdprintf
0000000180b660d0 (__TEXT,__text) external __simple_vesprintf
0000000180b660a8 (__TEXT,__text) external __simple_vsprintf
0000000180b67494 (__TEXT,__text) external __spin_lock
0000000180b674c8 (__TEXT,__text) external __spin_lock_try
0000000180b674e0 (__TEXT,__text) external __spin_unlock
0000000182bd0030 (__DATA_DIRTY,__common) non-external (was a private external) _commpage_pfz_base
0000000180b672f4 (__TEXT,__text) non-external _cpus_that_need_dsb_for_ic_ivau
0000000180b663b8 (__TEXT,__text) non-external _dec
0000000180b697e8 (__TEXT,__text) external _ffs
0000000180b69800 (__TEXT,__text) external _ffsl
0000000180b69800 (__TEXT,__text) external _ffsll
0000000180b69818 (__TEXT,__text) external _fls
0000000180b69828 (__TEXT,__text) external _flsl
0000000180b69828 (__TEXT,__text) external _flsll
0000000182bc9c58 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000180b6a620 (__TEXT,__text) external _getcontext
                 (undefined) external _getrlimit (from libsystem_kernel)
0000000180b668b4 (__TEXT,__text) non-external _hex
                 (undefined) external _log_data_as_kernel (from libsystem_kernel)
0000000180b68e44 (__TEXT,__text) external _longjmp
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _mach_vm_deallocate (from libsystem_kernel)
                 (undefined) external _mach_vm_map (from libsystem_kernel)
0000000180b6a2f4 (__TEXT,__text) external _makecontext
0000000180b68fc0 (__TEXT,__text) non-external (was a private external) _memset
0000000180b666e0 (__TEXT,__text) non-external _oct
0000000180b6731c (__TEXT,__text) external _os_lock_lock
0000000180b6732c (__TEXT,__text) external _os_lock_trylock
0000000180b6733c (__TEXT,__text) external _os_lock_unlock
0000000180b68390 (__TEXT,__text) external _os_sync_wait_on_address
0000000180b68250 (__TEXT,__text) external _os_sync_wait_on_address_with_deadline
0000000180b682f0 (__TEXT,__text) external _os_sync_wait_on_address_with_timeout
0000000180b684a8 (__TEXT,__text) external _os_sync_wake_by_address_all
0000000180b68420 (__TEXT,__text) external _os_sync_wake_by_address_any
0000000180b67a50 (__TEXT,__text) external _os_unfair_lock_assert_not_owner
0000000180b6a894 (__TEXT,__text) non-external _os_unfair_lock_assert_not_owner.cold.1
0000000180b67a20 (__TEXT,__text) external _os_unfair_lock_assert_owner
0000000180b6a86c (__TEXT,__text) non-external _os_unfair_lock_assert_owner.cold.1
0000000180b67644 (__TEXT,__text) external _os_unfair_lock_lock
0000000180b679c8 (__TEXT,__text) external _os_unfair_lock_lock_no_tsd
0000000180b679fc (__TEXT,__text) external _os_unfair_lock_lock_with_flags
0000000180b677e0 (__TEXT,__text) external _os_unfair_lock_lock_with_options
0000000180b67804 (__TEXT,__text) external _os_unfair_lock_trylock
0000000180b67820 (__TEXT,__text) external _os_unfair_lock_trylock_with_options
0000000180b67900 (__TEXT,__text) external _os_unfair_lock_unlock
0000000180b679e8 (__TEXT,__text) external _os_unfair_lock_unlock_no_tsd
0000000180b67a9c (__TEXT,__text) external _os_unfair_recursive_lock_lock_with_options
0000000180b67a80 (__TEXT,__text) external _os_unfair_recursive_lock_owned
0000000180b67adc (__TEXT,__text) external _os_unfair_recursive_lock_trylock
0000000180b67b8c (__TEXT,__text) external _os_unfair_recursive_lock_tryunlock4objc
0000000180b67b20 (__TEXT,__text) external _os_unfair_recursive_lock_unlock
0000000180b67c0c (__TEXT,__text) external _os_unfair_recursive_lock_unlock_forked_child
0000000180b6a8bc (__TEXT,__text) non-external _os_unfair_recursive_lock_unlock_forked_child.cold.1
0000000180b6a44c (__TEXT,__text) non-external (was a private external) _populate_signal_stack_context
                 (undefined) external _semaphore_create (from libsystem_kernel)
                 (undefined) external _semaphore_destroy (from libsystem_kernel)
                 (undefined) external _semaphore_signal (from libsystem_kernel)
                 (undefined) external _semaphore_wait (from libsystem_kernel)
0000000180b6a4f4 (__TEXT,__text) external _setcontext
0000000180b68e04 (__TEXT,__text) external _setjmp
0000000180b68e38 (__TEXT,__text) external _siglongjmp
                 (undefined) external _sigprocmask (from libsystem_kernel)
0000000180b68df8 (__TEXT,__text) external _sigsetjmp
0000000180b67494 (__TEXT,__text) external _spin_lock
0000000180b674c8 (__TEXT,__text) external _spin_lock_try
0000000180b674e0 (__TEXT,__text) external _spin_unlock
0000000180b6a238 (__TEXT,__text) external _swapcontext
0000000180b67214 (__TEXT,__text) external _sys_cache_control
0000000180b67314 (__TEXT,__text) external _sys_dcache_flush
0000000180b67260 (__TEXT,__text) external _sys_icache_invalidate
                 (undefined) external _thread_switch (from libsystem_kernel)
0000000180b66c10 (__TEXT,__text) non-external _udec
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_deallocate (from libsystem_kernel)
                 (undefined) external _vm_page_size (from libsystem_kernel)
                 (undefined) external _write (from libsystem_kernel)
0000000180b66df4 (__TEXT,__text) non-external _ydec
