
/System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/PDF.qldisplay/Contents/MacOS/PDF (for architecture x86_64):
                 (undefined) external _NSMapRemove (from Foundation)
                 (undefined) external _NSPasteboardTypeRTF (from AppKit)
                 (undefined) external _NSPasteboardTypeString (from AppKit)
                 (undefined) external _NSPointInRect (from Foundation)
                 (undefined) external _NSRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _NSStringFromSize (from Foundation)
                 (undefined) external _NSZeroSize (from Foundation)
                 (undefined) external _OBJC_CLASS_$_CABasicAnimation (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CALayer (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CAMediaTimingFunction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CATransaction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_NSAppearance (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSAutoreleasePool (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBlockOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMapTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSOperationQueue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_PDFDocument (from PDFKit)
                 (undefined) external _OBJC_CLASS_$_PDFPage (from PDFKit)
                 (undefined) external _OBJC_CLASS_$_PDFView (from PDFKit)
                 (undefined) external _OBJC_CLASS_$_QLAccessibilityUIElement (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLDisplayBundle (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLDrawingHelpers (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLPreviewDocumentDisplayBundle (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLProgressIndicatorLayer (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLUTIManager (from QuickLookSupport)
                 (undefined) external _OBJC_METACLASS_$_CALayer (from QuartzCore)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSOperation (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_QLDisplayBundle (from QuickLookUI)
                 (undefined) external _OBJC_METACLASS_$_QLPreviewDocumentDisplayBundle (from QuickLookUI)
                 (undefined) external _QLAdaptSizeToRectWithRounding (from QuickLookSupport)
                 (undefined) external _QLCreateMallocedBitmapContextWithSizeSupportingSubPixelAntialiasing (from QuickLookSupport)
                 (undefined) external _QLDisplayBundleErrorDomain (from QuickLookUI)
                 (undefined) external _QLDisplayBundleHintMarkupPossible (from QuickLookUI)
                 (undefined) external _QLDisplayBundleHintPasswordKey (from QuickLookUI)
                 (undefined) external _QLDrawPDFPage (from QuickLookSupport)
                 (undefined) external _QLGetPDFDrawRect (from QuickLookSupport)
                 (undefined) external _QLGetPDFDrawingTransform (from QuickLookSupport)
                 (undefined) external _QLGetPDFPageRect (from QuickLookSupport)
                 (undefined) external _QLIconDrawWithOptions (from QuickLookSupport)
                 (undefined) external _QLInitLogging (from QuickLook)
                 (undefined) external _QLLogSubsystem (from QuickLook)
                 (undefined) external _QLPreviewTestBehavior (from QuickLookUI)
                 (undefined) weak external _QLScaleRect (from QuickLook)
                 (undefined) external _QLSizingContainerProportionKey (from QuickLookUI)
                 (undefined) external _QLSizingNaturalSizeKey (from QuickLookUI)
                 (undefined) external _QLSizingOnlyRatioKey (from QuickLookUI)
                 (undefined) external _QLSizingRatioKey (from QuickLookUI)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __QLAppPreferencesBooleanValueForKey (from QuickLook)
                 (undefined) external __QLAppPreferencesCFIndexValueForKey (from QuickLook)
                 (undefined) external __QLDestroyMallocedBitmapContext (from QuickLookSupport)
                 (undefined) external __QLPlugInImpLocalizedString (from QuickLook)
                 (undefined) external __QLRaiseAssert (from QuickLook)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _kCAGravityResizeAspect (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionEaseOut (from QuartzCore)
                 (undefined) external _kCATransactionDisableActions (from QuartzCore)
                 (undefined) external _kCFRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _kCGColorWhite (from CoreGraphics)
                 (undefined) external _kCGPDFTextStyleBaseLineOffset (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFillColor (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFillColorSpace (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFont (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFontSize (from CorePDF)
                 (undefined) external _kQLDisplayBundlePDFKit (from QuickLook)
                 (undefined) external _kQLPreviewPropertyHeightKey (from QuickLook)
                 (undefined) external _kQLPreviewPropertyPDFStyleKey (from QuickLook)
                 (undefined) external _kQLPreviewPropertyWidthKey (from QuickLook)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyStruct (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_atomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _qlLogHandles (from QuickLook)

/System/Library/Frameworks/QuickLookUI.framework/Versions/A/PlugIns/PDF.qldisplay/Contents/MacOS/PDF (for architecture arm64e):
                 (undefined) external _CATransform3DIdentity (from QuartzCore)
                 (undefined) external _CATransform3DScale (from QuartzCore)
                 (undefined) external _CATransform3DTranslate (from QuartzCore)
                 (undefined) external _CFAttributedStringGetAttributes (from CoreFoundation)
                 (undefined) external _CFAttributedStringGetString (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFMakeCollectable (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFRunLoopGetMain (from CoreFoundation)
                 (undefined) external _CFRunLoopPerformBlock (from CoreFoundation)
                 (undefined) external _CFRunLoopWakeUp (from CoreFoundation)
                 (undefined) external _CFStringGetLength (from CoreFoundation)
                 (undefined) external _CGAffineTransformIdentity (from CoreGraphics)
                 (undefined) external _CGAffineTransformInvert (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreateImage (from CoreGraphics)
                 (undefined) external _CGColorCreateGenericGray (from CoreGraphics)
                 (undefined) external _CGColorGetConstantColor (from CoreGraphics)
                 (undefined) external _CGContextBeginPage (from CoreGraphics)
                 (undefined) external _CGContextConcatCTM (from CoreGraphics)
                 (undefined) external _CGContextDrawImage (from CoreGraphics)
                 (undefined) external _CGContextEndPage (from CoreGraphics)
                 (undefined) external _CGContextRestoreGState (from CoreGraphics)
                 (undefined) external _CGContextSaveGState (from CoreGraphics)
                 (undefined) external _CGContextSetInterpolationQuality (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidth (from CoreGraphics)
                 (undefined) external _CGContextSetLineWidthThreshold (from CoreGraphics)
                 (undefined) external _CGContextSetRGBStrokeColor (from CoreGraphics)
                 (undefined) external _CGContextSetShouldAntialias (from CoreGraphics)
                 (undefined) external _CGContextSetShouldSmoothFonts (from CoreGraphics)
                 (undefined) external _CGContextStrokeRect (from CoreGraphics)
                 (undefined) external _CGDataConsumerCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGDataProviderCreateWithCFData (from CoreGraphics)
                 (undefined) external _CGPDFContextClose (from CoreGraphics)
                 (undefined) external _CGPDFContextCreate (from CoreGraphics)
                 (undefined) external _CGPDFDocumentCreateWithProvider (from CoreGraphics)
                 (undefined) external _CGPDFDocumentGetNumberOfPages (from CoreGraphics)
                 (undefined) external _CGPDFDocumentGetPage (from CoreGraphics)
                 (undefined) external _CGPDFPageCopyString (from CoreGraphics)
                 (undefined) external _CGPDFSelectionCreateAttributedString (from CorePDF)
                 (undefined) external _CGPDFSelectionCreateForEntirePage (from CorePDF)
                 (undefined) external _CGPDFSelectionCreateForRange (from CorePDF)
                 (undefined) external _CGPDFSelectionCreateString (from CorePDF)
                 (undefined) external _CGPDFSelectionGetNumberOfTextRanges (from CorePDF)
                 (undefined) external _CGPDFSelectionGetTextRange (from CorePDF)
                 (undefined) external _CGPDFSelectionIsEmpty (from CorePDF)
                 (undefined) external _CGPointZero (from CoreGraphics)
                 (undefined) external _CGRectApplyAffineTransform (from CoreGraphics)
                 (undefined) external _CGRectEqualToRect (from CoreGraphics)
                 (undefined) external _CGRectGetHeight (from CoreGraphics)
                 (undefined) external _CGRectGetMaxX (from CoreGraphics)
                 (undefined) external _CGRectGetMaxY (from CoreGraphics)
                 (undefined) external _CGRectGetMidX (from CoreGraphics)
                 (undefined) external _CGRectGetMidY (from CoreGraphics)
                 (undefined) external _CGRectGetMinX (from CoreGraphics)
                 (undefined) external _CGRectGetMinY (from CoreGraphics)
                 (undefined) external _CGRectGetWidth (from CoreGraphics)
                 (undefined) external _CGRectInset (from CoreGraphics)
                 (undefined) external _CGRectIsEmpty (from CoreGraphics)
                 (undefined) external _CGRectZero (from CoreGraphics)
                 (undefined) external _CGSizeZero (from CoreGraphics)
                 (undefined) external _NSAccessibilityStaticTextRole (from AppKit)
                 (undefined) external _NSApp (from AppKit)
                 (undefined) external _NSAppearanceNameVibrantLight (from AppKit)
                 (undefined) external _NSBaselineOffsetAttributeName (from AppKit)
                 (undefined) external _NSEqualSizes (from Foundation)
                 (undefined) external _NSFontAttributeName (from AppKit)
                 (undefined) external _NSForegroundColorAttributeName (from AppKit)
                 (undefined) external _NSLocalizedDescriptionKey (from Foundation)
                 (undefined) external _NSMapGet (from Foundation)
                 (undefined) external _NSMapInsert (from Foundation)
                 (undefined) external _NSMapRemove (from Foundation)
                 (undefined) external _NSPasteboardTypeRTF (from AppKit)
                 (undefined) external _NSPasteboardTypeString (from AppKit)
                 (undefined) external _NSPointInRect (from Foundation)
                 (undefined) external _NSRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _NSStringFromSize (from Foundation)
                 (undefined) external _NSZeroSize (from Foundation)
                 (undefined) external _OBJC_CLASS_$_CABasicAnimation (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CALayer (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CAMediaTimingFunction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_CATransaction (from QuartzCore)
                 (undefined) external _OBJC_CLASS_$_NSAppearance (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSAssertionHandler (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSAutoreleasePool (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSBlockOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSError (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMapTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableAttributedString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNull (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSOperation (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSOperationQueue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSTimer (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_CLASS_$_PDFDocument (from PDFKit)
                 (undefined) external _OBJC_CLASS_$_PDFPage (from PDFKit)
                 (undefined) external _OBJC_CLASS_$_PDFView (from PDFKit)
                 (undefined) external _OBJC_CLASS_$_QLAccessibilityUIElement (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLDisplayBundle (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLDrawingHelpers (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLPreviewDocumentDisplayBundle (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLProgressIndicatorLayer (from QuickLookUI)
                 (undefined) external _OBJC_CLASS_$_QLUTIManager (from QuickLookSupport)
                 (undefined) external _OBJC_METACLASS_$_CALayer (from QuartzCore)
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_METACLASS_$_NSOperation (from Foundation)
                 (undefined) external _OBJC_METACLASS_$_NSView (from AppKit)
                 (undefined) external _OBJC_METACLASS_$_QLDisplayBundle (from QuickLookUI)
                 (undefined) external _OBJC_METACLASS_$_QLPreviewDocumentDisplayBundle (from QuickLookUI)
                 (undefined) external _QLAdaptSizeToRectWithRounding (from QuickLookSupport)
                 (undefined) external _QLCreateMallocedBitmapContextWithSizeSupportingSubPixelAntialiasing (from QuickLookSupport)
                 (undefined) external _QLDisplayBundleErrorDomain (from QuickLookUI)
                 (undefined) external _QLDisplayBundleHintMarkupPossible (from QuickLookUI)
                 (undefined) external _QLDisplayBundleHintPasswordKey (from QuickLookUI)
                 (undefined) external _QLDrawPDFPage (from QuickLookSupport)
                 (undefined) external _QLGetPDFDrawRect (from QuickLookSupport)
                 (undefined) external _QLGetPDFDrawingTransform (from QuickLookSupport)
                 (undefined) external _QLGetPDFPageRect (from QuickLookSupport)
                 (undefined) external _QLIconDrawWithOptions (from QuickLookSupport)
                 (undefined) external _QLInitLogging (from QuickLook)
                 (undefined) external _QLLogSubsystem (from QuickLook)
                 (undefined) external _QLPreviewTestBehavior (from QuickLookUI)
                 (undefined) weak external _QLScaleRect (from QuickLook)
                 (undefined) external _QLSizingContainerProportionKey (from QuickLookUI)
                 (undefined) external _QLSizingNaturalSizeKey (from QuickLookUI)
                 (undefined) external _QLSizingOnlyRatioKey (from QuickLookUI)
                 (undefined) external _QLSizingRatioKey (from QuickLookUI)
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
                 (undefined) external __QLAppPreferencesBooleanValueForKey (from QuickLook)
                 (undefined) external __QLAppPreferencesCFIndexValueForKey (from QuickLook)
                 (undefined) external __QLDestroyMallocedBitmapContext (from QuickLookSupport)
                 (undefined) external __QLPlugInImpLocalizedString (from QuickLook)
                 (undefined) external __QLRaiseAssert (from QuickLook)
                 (undefined) external __Unwind_Resume (from libSystem)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _kCAGravityResizeAspect (from QuartzCore)
                 (undefined) external _kCAMediaTimingFunctionEaseOut (from QuartzCore)
                 (undefined) external _kCATransactionDisableActions (from QuartzCore)
                 (undefined) external _kCFRunLoopCommonModes (from CoreFoundation)
                 (undefined) external _kCGColorWhite (from CoreGraphics)
                 (undefined) external _kCGPDFTextStyleBaseLineOffset (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFillColor (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFillColorSpace (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFont (from CorePDF)
                 (undefined) external _kCGPDFTextStyleFontSize (from CorePDF)
                 (undefined) external _kQLDisplayBundlePDFKit (from QuickLook)
                 (undefined) external _kQLPreviewPropertyHeightKey (from QuickLook)
                 (undefined) external _kQLPreviewPropertyPDFStyleKey (from QuickLook)
                 (undefined) external _kQLPreviewPropertyWidthKey (from QuickLook)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyStruct (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_atomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _qlLogHandles (from QuickLook)
